,Concept_ID,sk,sq
213,Apfel::N,jablko,mollë
214,Pilz::N,hríb,kërpudhë
215,Zwiebel::N,cibuľa,qepë
216,Saat::N,osivo,farë
217,Korn::N,zrno,grurë
218,Korn::N,zrno,kokërr
219,Heu::N,seno,sanë
220,Schale::N,šupa,lëkurë
221,Schale::N,škrupina,lëkurë
222,Grube::N,jama,gropë
223,Falle::N,pasca,kurth
224,Falle::N,pasca,grackë
225,Falle::N,klepec,kurth
226,Falle::N,klepec,grackë
227,Schlinge::N,slučka,nyjë
228,Spur::N,stopa,gjurmë
229,Asche::N,popol,hi
230,Dreck::N,kal,baltë
231,Dreck::N,blato,baltë
232,Eisen::N,železo,hekur
233,Gold::N,zlato,ar
234,Gold::N,zlato,flori
235,Silber::N,striebro,argjend
236,Kohle::N,uhlie,qymyr
237,Glas::N,sklo,qelq
238,Lehm::N,íl,argjilë
239,Lehm::N,hlina,argjilë
240,Sand::N,piesok,rërë
241,Mensch::N,človek,njeri
242,Mann::N,muž,burrë
243,Mann::N,muž,mashkull
244,Mann::N,chlap,burrë
245,Mann::N,chlap,mashkull
246,Frau::N,žena,grua
247,Frau::N,žena,femër
248,Kind::N,dieťa,kalama
249,Junge::N,chlapec,djalë
250,Mädchen::N,dievka,gocë
251,Mädchen::N,dievka,vajzë
252,Familie::N,rodina,familje
253,Großvater::N,dedo,gjysh
254,Großvater::N,starý otec,gjysh
255,Großmutter::N,babička,gjyshe
256,Großmutter::N,stará mať,gjyshe
257,Eltern::N,rodičia,prindër
258,Vater::N,otec,atë
259,Mutter::N,mať,nënë
260,Mutter::N,matka,nënë
261,Sohn::N,syn,bir
262,Tochter::N,dcéra,bijë
263,Bruder::N,brat,vëlla
264,Schwester::N,sestra,motër
265,Onkel::N,ujo,dajë
266,Onkel::N,ujo,xhaxha
267,Onkel::N,strýko,dajë
268,Onkel::N,strýko,xhaxha
269,Tante::N,teta,teze
270,Tante::N,teta,hallë
271,Tante::N,tetka,teze
272,Tante::N,tetka,hallë
273,Ehemann::N,muž,burrë
274,Ehemann::N,muž,bashkëshort
275,Ehemann::N,manžel,burrë
276,Ehemann::N,manžel,bashkëshort
277,Ehefrau::N,žena,grua
278,Ehefrau::N,žena,bashkëshorte
279,Ehefrau::N,manželka,grua
280,Ehefrau::N,manželka,bashkëshorte
281,Freude::N,radosť,gaz
282,Freude::N,radosť,gëzim
283,Gelächter::N,smiech,qeshje
284,Glück::N,šťastie,lumturi
285,Kummer::N,žiaľ,brengë
286,Kummer::N,žiaľ,pikëllim
287,Kummer::N,zármutok,brengë
288,Kummer::N,zármutok,pikëllim
289,Wunsch::N,prianie,dëshirë
290,Lust::N,chuť,epsh
291,Lust::N,chuť,dashuri
292,Geist::N,duch,frymë
293,Geist::N,duch,shpirt
294,Gedanke::N,myšlienka,ide
295,Gedanke::N,myšlienka,mendim
296,Gedächtnis::N,pamäť,kujtesë
297,Verstand::N,rozum,mend
298,Sinn::N,zmysel,kuptim
299,Grund::N,dôvod,arsye
300,Grund::N,príčina,arsye
301,Wahrheit::N,pravda,vërtetë
302,Gespräch::N,reč,bisedim
303,Gespräch::N,rozhovor,bisedim
304,Märchen::N,rozprávka,përrallë
305,Erzählung::N,poviedka,tregim
306,Nachricht::N,správa,lajm
307,Neuigkeit::N,novinka,risi
308,Name::N,meno,emër
309,Rätsel::N,záhada,gjëzë
310,Rätsel::N,záhada,gjëegjëzë
311,Rätsel::N,hádanka,gjëzë
312,Rätsel::N,hádanka,gjëegjëzë
313,Rede::N,reč,fjalim
314,Sprache::N,reč,gjuhë
315,Sprache::N,jazyk,gjuhë
316,Stimme::N,hlas,zë
317,Wort::N,slovo,fjalë
318,Zeichen::N,znak,shenjë
319,Ruf::N,volanie,thirrmë
320,Ruf::N,zavolanie,thirrmë
321,Lärm::N,hluk,zhurmë
322,Lärm::N,hurhaj,zhurmë
323,Laut::N,zvuk,tingull
324,Ton::N,tón,ton
325,Ton::N,zvuk,ton
326,Lied::N,pieseň,këngë
327,Ruhe::N,pokoj,qetësi
328,Leute::N,ľudia,botë
329,Leute::N,ľudia,njerëz
330,Volk::N,ľud,popull
331,Volk::N,národ,popull
332,Arbeit::N,práca,punë
333,Arbeit::N,robota,punë
334,Gast::N,hosť,mik
335,Gast::N,hosť,mysafir
336,Geschenk::N,dar,dhuratë
337,Geschenk::N,dar,peshqesh
338,Spiel::N,hra,lojë
339,Gesellschaft::N,spoločnosť,shoqëri
340,Hilfe::N,pomoc,ndihmë
341,Freund::N,priateľ,mik
342,Kamerad::N,kamarát,shok
343,Angelegenheit::N,vec,punë
344,Angelegenheit::N,záležitosť,punë
345,Anzahl::N,počet,sasi
346,Anzahl::N,množstvo,sasi
347,Art::N,druh,lloj
348,Stück::N,kus,copë
349,Stück::N,kúsok,copë
350,Teil::N,časť,pjesë
351,Hälfte::N,polka,gjysmë
352,Hälfte::N,polovica,gjysmë
353,Kreis::N,kruh,qark
354,Kreis::N,kruh,rreth
355,Kreuz::N,kríž,kryq
356,Linie::N,línia,vijë
357,Strich::N,čiara,vizë
358,Abstand::N,vzdialenosť,distancë
359,Entfernung::N,vzdialenosť,largim
360,Gegend::N,kraj,vise
361,Gegend::N,kraj,krahinë
362,Gegend::N,krajina,vise
363,Gegend::N,krajina,krahinë
364,Platz::N,miesto,shesh
365,Ort::N,miesto,vend
366,Seite::N,bok,anë
367,Seite::N,strana,anë
368,Mitte::N,stred,mes
369,Gegenstand::N,predmet,send
370,Sache::N,vec,gjë
371,Sache::N,vec,send
372,Rand::N,kraj,qoshe
373,Rand::N,okraj,qoshe
374,Kante::N,hrana,teh
375,Ecke::N,roh,qoshe
376,Spitze::N,hrot,majë
377,Spitze::N,špička,majë
378,Ende::N,koniec,skaj
379,Ende::N,koniec,bisht
380,Loch::N,diera,vrimë
381,Winkel::N,kút,kënd
382,Muster::N,vzor,mostër
383,Muster::N,vzorka,mostër
384,Größe::N,veľkosť,madhësi
385,Länge::N,dĺžka,gjatësi
386,Höhe::N,výška,lartësi
387,Gewicht::N,váha,peshë
388,Menge::N,množstvo,sasi
389,Haufen::N,hŕba,grumbull
390,Reihe::N,rad,radhë
391,Reihe::N,rad,rresht
392,Boot::N,čln,barkë
393,Boot::N,čln,lundër
394,Ruder::N,veslo,rrem
395,Schlitten::N,sane,sajë
396,Ski::N,lyža,ski
397,Lagerfeuer::N,táborák,flakadan
398,Lagerfeuer::N,táborák,zjarr i madh
399,Last::N,ťarcha,barrë
400,Last::N,bremeno,barrë
401,Gang::N,chôdza,ecje
402,Schritt::N,krok,hap
403,Norden::N,sever,veri
404,Süden::N,juh,jug
405,Westen::N,západ,perëndim
406,Osten::N,východ,lindje
407,Holz::N,drevo,dru
408,Brett::N,doska,dërrasë
409,Platte::N,doska,pllakë
410,Platte::N,platňa,pllakë
411,Stütze::N,opora,shtyllë
412,Stütze::N,opora,mbështetesë
413,Stange::N,tyč,shufër
414,Stock::N,palica,dajak
415,Stab::N,palica,shkop
416,Rohr::N,rúra,tub
417,Haus::N,dom,shtëpi
418,Heim::N,domov,konak
419,Heim::N,domov,shtëpi
420,Ofen::N,pec,sobë
421,Ofen::N,pec,stufë
422,Ofen::N,kachle,sobë
423,Ofen::N,kachle,stufë
424,Fußboden::N,dlážka,dysheme
425,Fußboden::N,podlaha,dysheme
426,Tisch::N,stôl,tryezë
427,Stuhl::N,stolička,karrige
428,Wiege::N,kolíska,djep
429,Bett::N,lôžko,shtrat
430,Bett::N,posteľ,shtrat
431,Regal::N,regál,raft
432,Regal::N,polica,raft
433,Kiste::N,debna,kuti
434,Fenster::N,okno,dritare
435,Fenster::N,oblok,dritare
436,Tür::N,dvere,derë
437,Tor::N,vráta,portë
438,Zaun::N,plot,gardh
439,Zaun::N,ohrada,gardh
440,Dach::N,krov,çati
441,Dach::N,strecha,çati
442,Leiter::N,rebrík,shkallë
443,Leiter::N,rebrina,shkallë
444,Besen::N,metla,fshesë
445,Spaten::N,rýľ,lopatë
446,Schaufel::N,lopata,qyrek
447,Gabel::N,vidlička,pirun
448,Löffel::N,lyžica,lugë
449,Messer::N,nôž,thikë
450,Nagel::N,klinec,gozhdë
451,Netz::N,sieť,rrjetë
452,Haken::N,hák,grep
453,Haken::N,hák,grremç
454,Haken::N,háčik,grep
455,Haken::N,háčik,grremç
456,Griff::N,rukoväť,dorak
457,Griff::N,rukoväť,dorezë
458,Schloss::N,zámka,bravë
459,Bild::N,obraz,tablo
460,Bild::N,obraz,pikturë
461,Figur::N,figúra,figurë
462,Puppe::N,bábka,kukull
463,Puppe::N,bábika,kukull
464,Beutel::N,vrece,qese
465,Beutel::N,vrece,trastë
466,Beutel::N,vrecko,qese
467,Beutel::N,vrecko,trastë
468,Bündel::N,uzlík,deng
469,Bündel::N,zväzok,deng
470,Tasche::N,taška,çantë
471,Tasche::N,kabelka,çantë
472,Eimer::N,vedro,kovë
473,Deckel::N,vrchnák,kapak
474,Deckel::N,vrchnák,mbulesë
475,Deckel::N,pokrývka,kapak
476,Deckel::N,pokrývka,mbulesë
477,Geschirr::N,nádoba,enë
478,Sack::N,mech,thes
479,Sack::N,mech,torbë
480,Sack::N,vrece,thes
481,Sack::N,vrece,torbë
482,Tasse::N,šálka,filxhan
483,Topf::N,hrniec,kusi
484,Topf::N,hrniec,tenxhere
485,Kessel::N,kotol,kazan
486,Essen::N,jedlo,ngrënie
487,Nahrung::N,strava,ushqim
488,Nahrung::N,potrava,ushqim
489,Speise::N,jedlo,gatesë
490,Fleisch::N,mäso,mish
491,Getreide::N,obilie,drithë
492,Brei::N,kaša,qull
493,Brot::N,chlieb,bukë
494,Scheibe::N,kotúč,fetë
495,Scheibe::N,krajec,fetë
496,Fett::N,tuk,lyrë
497,Fett::N,tuk,yndyrë
498,Fett::N,masť,lyrë
499,Fett::N,masť,yndyrë
500,Butter::N,maslo,gjalpë
501,Öl::N,olej,vaj
502,Salz::N,soľ,kripë
503,Suppe::N,polievka,supë
504,Suppe::N,polievka,çorbë
505,Honig::N,med,mjaltë
506,Milch::N,mlieko,qumësht
507,Tee::N,čaj,çaj
508,Leder::N,koža,lëkurë
509,Wolle::N,vlna,lesh
510,Stoff::N,súkno,pëlhurë
511,Nadel::N,ihla,gjilpërë
512,Faden::N,niť,pe
513,Faden::N,niť,fije
514,Faden::N,vlákno,pe
515,Faden::N,vlákno,fije
516,Knopf::N,gombík,kopsë
517,Knoten::N,uzol,komb
518,Farbe::N,farba,bojë
519,Kleidung::N,šaty,veshje
520,Kleidung::N,šatstvo,veshje
521,Hemd::N,košeľa,këmishë
522,Kragen::N,golier,jakë
523,Ärmel::N,rukáv,mëngë
524,Hose::N,nohavice,brekë
525,Gürtel::N,pás,rrip
526,Gürtel::N,opasok,rrip
527,Mütze::N,čiapka,kësulë
528,Schuh::N,obuv,këpucë
529,Schuh::N,topánka,këpucë
530,Stiefel::N,čižma,çizme
531,Ring::N,prsteň,unazë
532,Band::N,stuha,shirit
533,Kamm::N,hrebeň,krehër
534,Spiegel::N,zrkadlo,pasqyrë
535,Riemen::N,remeň,rrip
536,Schnur::N,šnúra,litar
537,Schnur::N,šnúra,cikomë
538,Leine::N,vodidlo,rrip
539,Decke::N,deka,batanije
540,Decke::N,prikrývka,batanije
541,Kissen::N,poduška,jastëk
542,Tuch::N,šatka,shami
543,Handtuch::N,uterák,peshqir
544,Kraft::N,moc,forcë
545,Stärke::N,sila,koll
546,Gesundheit::N,zdravie,shëndet
547,Krankheit::N,nemoc,sëmundje
548,Krankheit::N,choroba,sëmundje
549,Schmerz::N,bolesť,dhimbje
550,Wunde::N,rana,plagë
551,Fieber::N,horúčka,ethe
552,Arznei::N,liek,ilaç
553,Brücke::N,most,urë
554,Brunnen::N,studňa,pus
555,Weide::N,pastva,kullotë
556,Pfad::N,chodník,ravë
557,Pfad::N,chodník,shteg
558,Weg::N,cesta,udhë
559,Weg::N,cesta,shteg
560,Straße::N,hradská,rrugë
561,Dorf::N,dedina,fshat
562,Dorf::N,dedina,katund
563,Stadt::N,mesto,qytet
564,Brief::N,list,letër
565,Buch::N,kniha,libër
566,Buchstabe::N,litera,shkronjë
567,Buchstabe::N,písmeno,shkronjë
568,Zeitung::N,noviny,gazetë
569,Leben::N,život,jetë
570,Tod::N,smrť,mortje
571,Grab::N,hrob,varr
572,Kirche::N,kostol,kishë
573,Sünde::N,hriech,mëkat
574,Sünde::N,hriech,gjynah
575,Gott::N,boh,hy
576,Gott::N,boh,zot
577,Arbeiter::N,robotník,punëtor
578,Arbeiter::N,pracnovík,punëtor
579,Chef::N,šéf,shef
580,Chef::N,šéf,drejtues
581,Chef::N,riaditeľ,shef
582,Chef::N,riaditeľ,drejtues
583,Meister::N,majster,mjeshtër
584,Arzt::N,lekár,mjek
585,Arzt::N,lekár,doktor
586,Lehrer::N,učiteľ,mësues
587,Lehrer::N,učiteľ,arsimtar
588,Geld::N,peniaze,para
589,Geld::N,peniaze,holla
590,Geschäft::N,obchod,ujdi
591,Geschäft::N,obchod,biznes
592,Laden::N,obchod,dyqan
593,Preis::N,cena,çmim
594,Ware::N,tovar,mall
595,Nutzen::N,osoh,dobi
596,Nutzen::N,osoh,leverdi
597,Nutzen::N,úžitok,dobi
598,Nutzen::N,úžitok,leverdi
599,Reichtum::N,bohatstvo,kamje
600,Reichtum::N,bohatstvo,pasuri
601,Welt::N,svet,botë
602,Land::N,územie,vend
603,Land::N,krajina,vend
604,Staat::N,štát,shtet
605,König::N,kráľ,mbret
606,Macht::N,moc,fuqi
607,Macht::N,moc,pushtet
608,Macht::N,mocnosť,fuqi
609,Macht::N,mocnosť,pushtet
610,Grenze::N,hranica,kufi
611,Krieg::N,vojna,luftë
612,Feind::N,nepriateľ,armik
613,Gewalt::N,násilie,dhunë
614,Kampf::N,boj,luftim
615,Bogen[Waffe]::N,luk,hark
616,Pfeil::N,šíp,shigjetë
617,Pfeil::N,strela,shigjetë
618,Gewehr::N,puška,pushkë
619,Fehler::N,omyl,gafë
620,Fehler::N,omyl,gabim
621,Fehler::N,chyba,gafë
622,Fehler::N,chyba,gabim
623,Lüge::N,lož,gënjeshtër
624,Schaden::N,ujma,dëm
625,Schaden::N,ujma,zarar
626,Schaden::N,škoda,dëm
627,Schaden::N,škoda,zarar
628,Unglück::N,nešťastie,fatkeqësi
629,Schuld::N,vina,faj
630,Schuld::N,previnenie,faj
631,Alter::N,vek,moshë
632,Schluss::N,záver,fund
633,Schluss::N,koniec,fund
634,Zeit::N,čas,kohë
635,Tag::N,deň,ditë
636,Morgen::N,ráno,mëngjes
637,Mittag::N,poludnie,mesditë
638,Abend::N,večer,mbrëmje
639,Nacht::N,noc,natë
640,Woche::N,týždeň,javë
641,Monat::N,mesiac,muaj
642,Jahr::N,rok,vit
643,Frühling::N,jar,pranverë
644,Sommer::N,leto,verë
645,Herbst::N,jeseň,vjeshtë
646,Winter::N,zima,dimër
647,Januar::N,január,janar
648,Februar::N,február,shkurt
649,März::N,marec,mars
650,April::N,apríl,prill
651,Mai::N,máj,maj
652,Juni::N,jún,qershor
653,Juli::N,júl,korrik
654,August::N,august,gusht
655,September::N,september,shtator
656,Oktober::N,október,tetor
657,November::N,november,nëntor
658,Dezember::N,december,dhjetor
659,Montag::N,pondelok,hënë
660,Dienstag::N,utorok,martë
661,Mittwoch::N,streda,mërkurë
662,Donnerstag::N,štvrtok,enjte
663,Freitag::N,piatok,premte
664,Samstag::N,sobota,shtunë
665,Sonntag::N,nedeľa,diel
666,groß::A,veľký,madh
667,klein::A,malý,vogël
668,lang::A,dlhý,gjatë
669,kurz::A,krátky,shkurtër
670,breit::A,široký,gjerë
671,schmal::A,úzky,ngushtë
672,dicht::A,hustý,dendur
673,dick[Gegenstand]::A,tlstý,trashë
674,dünn::A,tenký,hollë
675,fein::A,jemný,imët
676,fest::A,pevný,fortë
677,flach::A,rovný,sheshtë
678,flach::A,plochý,sheshtë
679,glatt::A,hladký,rrafshët
680,hart::A,tvrdý,fortë
681,weich::A,mäkký,butë
682,rund::A,guľatý,rrumbullakët
683,rund::A,okrúhly,rrumbullakët
684,spitz::A,končitý,majëmprehtë
685,scharf::A,ostrý,mprehtë
686,stumpf::A,tupý,topitur
687,schwer::A,ťažký,rëndë
688,schön::A,pekný,bukur
689,schön::A,krásny,bukur
690,heiß::A,horúci,nxehtë
691,warm::A,teplý,ngrohtë
692,kalt::A,studený,ftohtë
693,kühl::A,chladný,freskët
694,frisch::A,svieži,pastër
695,feucht::A,vlhký,lagësht
696,feucht::A,zvlhnutý,lagësht
697,nass::A,mokrý,lagur
698,trocken::A,suchý,thatë
699,voll::A,plný,plotë
700,leer::A,prázdny,bosh
701,leer::A,prázdny,zbrazët
702,offen::A,otvorený,hapur
703,geschlossen::A,zavretý,mbyllur
704,sauber::A,čistý,dëlirë
705,schmutzig::A,špinavý,ndyrë
706,roh::A,surový,gjallë
707,reif::A,zrelý,arrirë
708,lecker::A,chutný,shijshëm
709,süß::A,sladký,ëmbël
710,bitter::A,horký,hidhur
711,sauer::A,kyslý,thartë
712,hell::A,jasný,me dritë
713,hell::A,svetlý,me dritë
714,dunkel::A,temný,errët
715,schwarz::A,čierny,i zi
716,weiß::A,biely,bardhë
717,rot::A,červený,kuq
718,gelb::A,žltý,verdhë
719,blau::A,modrý,blu
720,blau::A,modrý,kaltër
721,blau::A,belasý,blu
722,blau::A,belasý,kaltër
723,grün::A,zelený,blertë
724,grün::A,zelený,gjelbër
725,grau::A,šedý,hirtë
726,grau::A,šedý,bojë hiri
727,bunt::A,pestrý,shumëngjyrëshëm
728,billig::A,lacný,lirë
729,teuer::A,drahý,shtrenjtë
730,wertvoll::A,cenný,çmuar
731,wertvoll::A,cenný,vlershëm
732,blind::A,slepý,qorr
733,blind::A,slepý,verbër
734,taub::A,hluchý,shurdhër
735,kräftig::A,silný,fuqishëm
736,stark::A,silný,fortë
737,schwach::A,slabý,dobët
738,schwach::A,bezvládny,dobët
739,fett::A,tučný,dhjamur
740,schlank::A,štíhly,hollë
741,hübsch::A,šumný,bukur
742,hübsch::A,šumný,hijshëm
743,hübsch::A,švárny,bukur
744,hübsch::A,švárny,hijshëm
745,böse::A,zlý,keq
746,dumm::A,hlúpy,teveqel
747,faul::A,lenivý,dembel
748,fleißig::A,snaživý,zellshëm
749,fleißig::A,usilovný,zellshëm
750,geizig::A,skupý,kurnac
751,geizig::A,skupý,dorështrënguar
752,geizig::A,lakomý,kurnac
753,geizig::A,lakomý,dorështrënguar
754,klug::A,múdry,mençur
755,klug::A,bystrý,mençur
756,geschickt::A,zručný,aftë
757,geschickt::A,šikovný,aftë
758,lieb::A,milý,dashur
759,lustig::A,veselý,gëzuar
760,sanft::A,nežný,butë
761,hungrig::A,lačný,uritur
762,hungrig::A,hladný,uritur
763,krank::A,chorý,sëmurë
764,krank::A,nemocný,sëmurë
765,nackt::A,nahý,lakuriq
766,nackt::A,nahý,zhveshur
767,traurig::A,smutný,trishtuar
768,lebendig::A,živý,gjallë
769,gut::A,dobrý,mirë
770,schlecht::A,zlý,keq
771,richtig::A,správny,drejtë
772,schlimm::A,zlý,keq
773,schlimm::A,nepríjemný,keq
774,wahr::A,pravý,vërtetë
775,wahr::A,pravdivý,vërtetë
776,alt::A,starý,vjetër
777,neu::A,nový,i ri
778,ehemalig::A,bývalý,dikurshëm
779,alt[Lebewesen]::A,starý,plak
780,jung::A,mladý,i ri
781,arm::A,chudobný,varfër
782,arm::A,chudobný,vobektë
783,reich::A,bohatý,pasur
784,bekannt::A,známy,njohur
785,berühmt::A,slávny,famshëm
786,berühmt::A,povestný,famshëm
787,fremd::A,cudzí,huaj
788,verschieden::A,rôzny,ndryshëm
789,verschieden::A,rozličný,ndryshëm
790,nah::A,blízky,afërt
791,fern::A,ďaleký,largët
792,linker::A,ľavý,majtë
793,rechter::A,pravý,djathtë
794,anderer::A,iný,tjetër
795,anderer::A,druhý,tjetër
796,erster::A,prvý,parë
797,zweiter::A,druhý,dytë
798,dritter::A,tretí,i tretë
799,letzter::A,ostatný,fundit
800,letzter::A,posledný,fundit
801,allein::ADV,sám,vetëm
802,auf einmal::ADV,zároveň,njëkohësisht
803,zusammen::ADV,spolu,bashkë
804,zusammen::ADV,spolu,së bashku
805,zusammen::ADV,spoločne,bashkë
806,zusammen::ADV,spoločne,së bashku
807,lange::ADV,dlho,për një kohë të gjatë
808,plötzlich::ADV,náhle,befas
809,sofort::ADV,hneď,menjëherë
810,sofort::ADV,hneď,aty për aty
