,Concept_ID,es,mhr
369,Haufen::N,montón,кы́шыл
370,Reihe::N,fila,рада́м
371,Boot::N,bote,пуш
372,Boot::N,barca,пуш
373,Ruder::N,remo,эшка́к
374,Schlitten::N,trineo,тер
375,Schlitten::N,trineo,изде́р
376,Ski::N,esquí,е́че
377,Lagerfeuer::N,hoguera,туло́то
378,Last::N,carga,нӧ́лтыш
379,Gang::N,marcha,ошкылма́ш
380,Schritt::N,paso,о́шкыл
381,Norden::N,norte,йӱдйыма́л
382,Süden::N,sur,кечывалве́л
383,Westen::N,oeste,касве́л
384,Osten::N,este,эрве́л
385,Holz::N,madera,пу
386,Brett::N,tabla,оҥа́
387,Platte::N,placa,аста́р
388,Platte::N,plancha,аста́р
389,Stütze::N,sostén,чара́к
390,Stütze::N,soporte,чара́к
391,Stange::N,vara,лома́ш
392,Stange::N,percha,лома́ш
393,Stock::N,palo,тоя́
394,Stock::N,bastón,тоя́
395,Stab::N,vara,вара́
396,Stab::N,vara,кашта́
397,Stab::N,bastón,вара́
398,Stab::N,bastón,кашта́
399,Rohr::N,tubo,пуч
400,Haus::N,casa,пӧрт
401,Heim::N,hogar,мӧ́ҥгӧ
402,Ofen::N,estufa,комака́
403,Fußboden::N,suelo,кӱва́р
404,Tisch::N,mesa,ӱсте́л
405,Stuhl::N,silla,пӱке́н
406,Wiege::N,cuna,шепка́
407,Bett::N,cama,ва́кшыш
408,Regal::N,estantería,шӧ́рлык
409,Kiste::N,caja,шо́ндык
410,Kiste::N,caja,я́шлык
411,Fenster::N,ventana,окна́
412,Tür::N,puerta,омса́
413,Tor::N,puerta,капка́
414,Zaun::N,valla,сава́р
415,Zaun::N,cercado,сава́р
416,Dach::N,techo,леве́дыш
417,Dach::N,tejado,леве́дыш
418,Leiter::N,escalera,тошка́лтыш
419,Besen::N,escoba,ӱштерво́штыр
420,Spaten::N,pala,ко́льмо
421,Schaufel::N,pala,сово́к
422,Schaufel::N,pala,су́ско
423,Schaufel::N,paleta,сово́к
424,Schaufel::N,paleta,су́ско
425,Gabel::N,tenedor,ви́лке
426,Löffel::N,cuchara,па́не
427,Löffel::N,cuchara,совла́
428,Messer::N,cuchillo,кӱ́зӧ
429,Nagel::N,clavo,пуда́
430,Netz::N,red,вапш
431,Haken::N,gancho,са́гыле
432,Haken::N,corchete,са́гыле
433,Griff::N,asa,кыл
434,Griff::N,mango,кыл
435,Schloss::N,cerradura,кӧгӧ́н
436,Bild::N,imagen,сӱре́т
437,Figur::N,figura,фигу́р
438,Puppe::N,muñeca,курча́к
439,Beutel::N,bolsa,меша́к
440,Bündel::N,haz,арша́ш
441,Tasche::N,bolso,сумка́
442,Eimer::N,cubo,ведра́
443,Deckel::N,tapa,ко́мдыш
444,Deckel::N,tapadera,ко́мдыш
445,Geschirr::N,vajilla,а́те
446,Sack::N,saco,куль
447,Sack::N,saco,меша́к
448,Tasse::N,taza,чу́кыр
449,Tasse::N,taza,чашка́
450,Topf::N,olla,ми́ске
451,Topf::N,marmita,ми́ске
452,Kessel::N,caldera,под
453,Essen::N,comida,ко́чкыш
454,Nahrung::N,alimento,ку́рго
455,Speise::N,plato,ко́чкыш
456,Fleisch::N,carne,шыл
457,Getreide::N,cereales,шу́рно
458,Brei::N,puré,пу́чымыш
459,Brei::N,papilla,пу́чымыш
460,Brot::N,pan,ки́нде
461,Scheibe::N,lonja,ка́тыш
462,Scheibe::N,rebanada,ка́тыш
463,Fett::N,grasa,коя́
464,Butter::N,mantequilla,ӱй
465,Öl::N,aceite,ӱй
466,Salz::N,sal,шинча́л
467,Suppe::N,sopa,шӱр
468,Honig::N,miel,мӱй
469,Milch::N,leche,шӧр
470,Tee::N,té,чай
471,Leder::N,cuero,сура́н
472,Leder::N,cuero,шӱ́штӧ
473,Wolle::N,lana,пун
474,Stoff::N,tela,куэ́м
475,Stoff::N,tela,посто́
476,Stoff::N,tejido,куэ́м
477,Stoff::N,tejido,посто́
478,Nadel::N,aguja,и́ме
479,Faden::N,hilo,шӱ́ртӧ
480,Knopf::N,botón,по́лдыш
481,Knoten::N,nudo,пышке́м
482,Farbe::N,pintura,чия́
483,Kleidung::N,ropa,чие́м
484,Kleidung::N,ropa,вурге́м
485,Kleidung::N,vestidos,чие́м
486,Kleidung::N,vestidos,вурге́м
487,Hemd::N,camisa,ту́выр
488,Kragen::N,cuello,сога́
489,Ärmel::N,manga,шокш
490,Hose::N,pantalón,йола́ш
491,Gürtel::N,cinturón,ӱ́штӧ
492,Mütze::N,gorro,упш
493,Schuh::N,zapato,боти́нке
494,Stiefel::N,bota,кем
495,Ring::N,anillo,шерга́ш
496,Band::N,cinta,тасма́
497,Band::N,cinta,ле́нте
498,Kamm::N,peine,шерге́
499,Spiegel::N,espejo,вошто́нчыш
500,Riemen::N,correa,кӱзанӱ́штӧ
501,Schnur::N,cuerda,кере́м
502,Schnur::N,cuerda,кандыра́
503,Leine::N,correa,вӱра́ҥ
504,Decke::N,manta,леве́дыш
505,Decke::N,manta,одея́л
506,Kissen::N,almohada,кӱ́пчык
507,Tuch::N,pañuelo,шо́выч
508,Handtuch::N,toalla,со́лык
509,Kraft::N,fuerza,вий
510,Kraft::N,fuerza,куа́т
511,Stärke::N,fuerza,куа́т
512,Stärke::N,fuerza,карма́н
513,Gesundheit::N,salud,таза́лык
514,Krankheit::N,enfermedad,чер
515,Schmerz::N,dolor,ко́рштыш
516,Wunde::N,llaga,су́сыр
517,Wunde::N,herida,су́сыр
518,Fieber::N,fiebre,йӱштыму́ж
519,Fieber::N,fiebre,лихора́дке
520,Arznei::N,medicina,эм
521,Arznei::N,medicamento,эм
522,Brücke::N,puente,кӱва́р
523,Brunnen::N,pozo,вӱдвыне́м
524,Weide::N,pasto,нурше́р
525,Pfad::N,sendero,йолго́рно
526,Pfad::N,sendero,сокма́к
527,Weg::N,camino,ко́рно
528,Straße::N,vía,ко́рно
529,Straße::N,carretera,ко́рно
530,Dorf::N,aldea,ял
531,Dorf::N,pueblo,ял
532,Stadt::N,ciudad,ола́
533,Brief::N,carta,се́рыш
534,Buch::N,libro,книга́
535,Buchstabe::N,letra,буква́
536,Buchstabe::N,carácter,буква́
537,Zeitung::N,diario,газе́т
538,Zeitung::N,periódico,газе́т
539,Leben::N,vida,и́лыш
540,Tod::N,muerte,колыма́ш
541,Grab::N,tumba,шӱга́р
542,Grab::N,sepulcro,шӱга́р
543,Kirche::N,iglesia,че́рке
544,Sünde::N,pecado,су́лык
545,Gott::N,dios,ю́мо
546,Arbeiter::N,obrero,паша́зе
547,Arbeiter::N,trabajador,паша́зе
548,Chef::N,jefe,тӧра́
549,Meister::N,maestro,маста́р
550,Arzt::N,médico,врач
551,Lehrer::N,profesor,ту́ныктышо
552,Geld::N,dinero,окса́
553,Geschäft::N,negocio,сатулыма́ш
554,Laden::N,tienda,ке́выт
555,Preis::N,precio,ак
556,Ware::N,mercancía,сату́
557,Nutzen::N,provecho,пайда́
558,Reichtum::N,riqueza,поя́нлык
559,Welt::N,mundo,тӱня́
560,Land::N,país,эл
561,Staat::N,Estado,кугыжа́ныш
562,König::N,rey,кугыжа́
563,Macht::N,poder,власть
564,Macht::N,potencia,власть
565,Grenze::N,frontera,грани́ца
566,Krieg::N,guerra,сар
567,Feind::N,enemigo,тушма́н
568,Gewalt::N,violencia,виешлыма́ш
569,Kampf::N,lucha,кредалма́ш
570,Kampf::N,combate,кредалма́ш
571,Bogen[Waffe]::N,arco,юҥе́ж
572,Pfeil::N,flecha,пикш
573,Gewehr::N,fusil,пыча́л
574,Gewehr::N,escopeta,пыча́л
575,Fehler::N,error,йо́ҥылыш
576,Lüge::N,mentira,шоя́к
577,Schaden::N,daño,зия́н
578,Unglück::N,desgracia,эҥге́к
579,Schuld::N,culpa,тита́к
580,Schuld::N,culpa,йола́
581,Alter::N,edad,ийго́т
582,Schluss::N,fin,муча́ш
583,Schluss::N,final,муча́ш
584,Zeit::N,tiempo,жап
585,Zeit::N,tiempo,па́гыт
586,Tag::N,día,ке́че
587,Morgen::N,mañana,эр
588,Mittag::N,mediodía,кечыва́л
589,Abend::N,noche,кас
590,Nacht::N,noche,йӱд
591,Woche::N,semana,арня́
592,Monat::N,mes,ты́лзе
593,Jahr::N,año,ий
594,Frühling::N,primavera,шо́шо
595,Sommer::N,verano,кеҥе́ж
596,Herbst::N,otoño,шы́же
597,Winter::N,invierno,те́ле
598,Januar::N,enero,шоркыйол
599,Januar::N,enero,идалыкву́й
600,Januar::N,enero,янва́рь
601,Februar::N,febrero,пургыж
602,Februar::N,febrero,февра́ль
603,März::N,marzo,ӱярня
604,März::N,marzo,март
605,April::N,abril,апре́ль
606,Mai::N,mayo,ага
607,Mai::N,mayo,май
608,Juni::N,junio,пеледыш
609,Juni::N,junio,ию́нь
610,Juli::N,julio,сӱрем
611,Juli::N,julio,ию́ль
612,August::N,agosto,сорла
613,August::N,agosto,агарма́н
614,August::N,agosto,а́вгуст
615,September::N,septiembre,идым
616,September::N,septiembre,сентя́брь
617,Oktober::N,octubre,шыжа
618,Oktober::N,octubre,октя́брь
619,November::N,noviembre,кылме тылзе
620,November::N,noviembre,ноя́брь
621,Dezember::N,diciembre,дека́брь
622,Montag::N,lunes,шо́чмо
623,Dienstag::N,martes,ку́шкыжмо
624,Mittwoch::N,miércoles,вӱрге́че
625,Donnerstag::N,jueves,изарня́
626,Freitag::N,viernes,кугарня́
627,Samstag::N,sábado,шуматке́че
628,Sonntag::N,domingo,рушарня́
629,groß::A,grande,кугу́
630,klein::A,pequeño,изи́
631,lang::A,largo,кужу́
632,kurz::A,corto,кӱ́чык
633,breit::A,ancho,кумда́
634,schmal::A,estrecho,а́ҥысыр
635,dicht::A,denso,ну́гыдо
636,dick[Gegenstand]::A,grueso,кӱ́жгӧ
637,dünn::A,fino,ви́чкыж
638,dünn::A,delgado,ви́чкыж
639,fein::A,fino,ты́гыде
640,fein::A,delicado,ты́гыде
641,fest::A,firme,чо́ткыдо
642,fest::A,sólido,чо́ткыдо
643,flach::A,plano,лапка́
644,glatt::A,liso,яклака́
645,hart::A,duro,пе́ҥгыде
646,weich::A,muelle,пу́шкыдо
647,rund::A,redondo,йырге́шке
648,spitz::A,agudo,коша́р
649,spitz::A,apuntado,коша́р
650,scharf::A,agudo,пӱ́сӧ
651,scharf::A,afilado,пӱ́сӧ
652,stumpf::A,sin filo,токма́к
653,schwer::A,pesado,не́ле
654,schön::A,bello,сы́лне
655,schön::A,hermoso,сы́лне
656,heiß::A,caluroso,шо́кшо
657,warm::A,cálido,ле́ве
658,warm::A,caliente,ле́ве
659,kalt::A,frío,йӱ́штӧ
660,kühl::A,fresco,юа́лге
661,kühl::A,fresco,южгата́
662,frisch::A,fresco,свежа́
663,feucht::A,húmedo,вӱ́дыжгӧ
664,nass::A,mojado,нӧ́рӧ
665,trocken::A,seco,ку́кшо
666,voll::A,lleno,тич
667,leer::A,vacío,яра́
668,offen::A,abierto,виш
669,geschlossen::A,cerrado,пе́тырыме
670,geschlossen::A,cerrado,тӱ́чмӧ
671,sauber::A,limpio,ару́
672,sauber::A,limpio,янда́р
673,schmutzig::A,sucio,лавыра́н
674,schmutzig::A,sucio,ла́выргыше
675,roh::A,crudo,кӱ́чымӧ
676,reif::A,maduro,лӧза́
677,lecker::A,rico,ту́тло
678,lecker::A,sabroso,ту́тло
679,süß::A,dulce,ше́ре
680,bitter::A,amargo,ко́чо
681,sauer::A,agrio,шо́по
682,hell::A,claro,во́лгыдо
683,dunkel::A,oscuro,пычке́мыш
684,schwarz::A,negro,шола́
685,weiß::A,blanco,ош
686,rot::A,rojo,йошка́р
687,gelb::A,amarillo,сар
688,blau::A,azul,ка́нде
689,grün::A,verde,ужа́р
690,grau::A,gris,сур
691,bunt::A,multicolor,олача́
692,billig::A,barato,шу́лдо
693,teuer::A,caro,ше́рге
694,wertvoll::A,valioso,шергака́н
695,wertvoll::A,precioso,шергака́н
696,blind::A,ciego,со́кыр
697,taub::A,sordo,соҥгыра́
698,kräftig::A,fuerte,куа́тле
699,stark::A,fuerte,вия́н
700,stark::A,vigoroso,вия́н
701,schwach::A,débil,а́лдыме
702,fett::A,obeso,коя́
703,schlank::A,esbelto,йоштката́
704,schlank::A,esbelto,яжу́
705,hübsch::A,mono,чеве́р
706,hübsch::A,guapo,чеве́р
707,böse::A,malo,шы́де
708,dumm::A,tonto,аҥыра́
709,dumm::A,estúpido,аҥыра́
710,faul::A,vago,його
711,faul::A,perezoso,його
712,fleißig::A,aplicado,ты́ршыше
713,fleißig::A,diligente,ты́ршыше
714,geizig::A,avaro,чаҥга́
715,klug::A,sensato,уша́н
716,klug::A,inteligente,уша́н
717,geschickt::A,hábil,уста́
718,lieb::A,querido,ала́л
719,lustig::A,alegre,весела́
720,sanft::A,suave,ны́жылге
721,hungrig::A,hambriento,шу́жышо
722,krank::A,enfermo,че́рле
723,nackt::A,desnudo,чарама́т
724,traurig::A,triste,ойга́н
725,lebendig::A,vivo,и́лыше
726,lebendig::A,viviente,и́лыше
727,gut::A,bueno,сай
728,schlecht::A,malo,уда́
729,schlecht::A,malo,шӱ́кшӧ
730,richtig::A,justo,чы́нле
731,richtig::A,correcto,чы́нле
732,schlimm::A,malo,аля́к
733,schlimm::A,malo,тыра́н
734,schlimm::A,grave,аля́к
735,schlimm::A,grave,тыра́н
736,wahr::A,verídico,чы́нле
737,wahr::A,verídico,настоя́щий
738,wahr::A,verdadero,чы́нле
739,wahr::A,verdadero,настоя́щий
740,alt::A,viejo,то́што
741,neu::A,nuevo,у
742,ehemalig::A,antiguo,о́нчычсо
743,ehemalig::A,antiguo,онда́кысе
744,alt[Lebewesen]::A,viejo,шо́нто
745,jung::A,joven,са́мырык
746,arm::A,pobre,нужна́
747,reich::A,rico,поя́н
748,bekannt::A,conocido,па́лыме
749,berühmt::A,famoso,лӱ́млӧ
750,berühmt::A,célebre,лӱ́млӧ
751,fremd::A,extraño,йот
752,verschieden::A,diverso,тӱ́рлӧ
