,Concept_ID,ba,tt
762,kaum::ADV,саҡ-саҡ,көчкә
763,sehr::ADV,ифат,бик
764,so::ADV,шулай,алай
765,noch::ADV,йәнә,янә
766,noch::ADV,йәнә,тагын
767,nur::ADV,бары,фәкать
768,schon::ADV,инде,инде
769,wieder::ADV,тағы,янә
770,wieder::ADV,тағы,тагын
771,vergebens::ADV,бушҡа,юкка
772,vor::PRP,алдында,алдыннан
773,hinter::PRP,артында,арттан
774,unter::PRP,аҫтында,астында
775,durch::PRP,үтә,аша
776,neben::PRP,эргәһендә,тирәсендә
777,zwischen::PRP,араһында,арасында
778,wegen::PRP,өсөн,сәбәпле
779,wegen::PRP,сәбәпле,сәбәпле
780,dies::PRN,был,бу
781,dies::PRN,ошо,бу
782,das::PRN,ул,ул
783,alles::PRN,бөтә,һәммә
784,ich::PRN,мин,мин
785,du::PRN,һин,син
786,er::PRN,ул,ул
787,wir::PRN,беҙ,без
788,ihr::PRN,һеҙ,сез
789,sie::PRN,улар,ул
790,was::FPRN,ә,ни
791,was::FPRN,ә,нәрсә
792,was::FPRN,ни,ни
793,was::FPRN,ни,нәрсә
794,was::FPRN,нәмә,ни
795,was::FPRN,нәмә,нәрсә
796,wer::FPRN,ҡем,кем
797,wo::FADV,ҡайҙа,кайда
798,wohin::FADV,ҡайҙа,кая
799,wie::FADV,инидәй,ничек
800,warum::FADV,ин өсөн,нигә
801,wieviel::FNUM,күпме,ничә
802,eins::NUM,бер,бер
803,zwei::NUM,ике,ике
804,zwei::NUM,икәү,ике
805,drei::NUM,өс,өч
806,vier::NUM,дүрт,дүрт
807,fünf::NUM,биш,биш
808,sechs::NUM,алты,алты
809,sieben::NUM,ете,җиде
810,acht::NUM,һигеҙ,сигез
811,neun::NUM,туғыҙ,тугыз
812,zehn::NUM,ун,ун
813,elf::NUM,ун бер,унбер
814,zwölf::NUM,ун ике,унике
815,zwanzig::NUM,егерме,егерме
816,dreißig::NUM,утыҙ,утыз
817,vierzig::NUM,ҡырҡ,кырык
818,fünfzig::NUM,илле,илле
819,sechzig::NUM,алтмыш,алтмыш
820,siebzig::NUM,етмеш,җитмеш
821,achtzig::NUM,һикһән,сиксән
822,neunzig::NUM,туҡһан,туксан
823,hundert::NUM,йөҙ,йөз
824,tausend::NUM,мең,мең
825,und::CNJ,да,вә
826,oder::CNJ,йәки,яки
827,oder::CNJ,йәки,яисә
828,stehen::V,тороу,тору
829,sitzen::V,ултырыу,утыру
830,liegen::V,ятыу,яту
831,hängen::V,аҫылынып тороу,эленү
832,werden::V,булыу,булу
833,passieren::V,булыу,булу
834,beginnen::V,башлау,башлану
835,enden::V,бөтөү,бетү
836,enden::V,тамамланыү,бетү
837,wechseln::V,үҙгәреү,үзгәртү
838,aufgehen[Sonne]::V,ҡалҡыу,чыгу
839,untergehen[Sonne]::V,байыу,бату
840,scheinen[Sonne]::V,яҡтыртып тороу,яктырту
841,donnern::V,күкрәү,күкрәү
842,wehen::V,иҫеү,исү
843,strömen::V,ташыу,агу
844,fließen::V,ағыу,агу
845,sich drehen::V,әйләнеү,бөтерелү
846,schwanken::V,тирбәлеү,икеләнү
847,schwingen::V,бәүетеү,тирбәлү
848,fallen::V,йығылыу,егылу
849,brennen::V,яныу,яну
850,rauchen::V,төтәү,төтәү
851,rauchen::V,төтәү,төтенләү
852,regnen::V,ямғыр яуа,яву
853,gefrieren::V,туңыү,кату
854,tauen::V,иреү,эрү
855,tauen::V,иреү,эретү
856,schmelzen::V,иреү,эрү
857,schmelzen::V,иреү,эретү
858,trocknen::V,кибеү,кибү
859,sieden::V,ҡайнау,ургылу
860,faulen::V,сереу,черү
861,verfaulen::V,сереу,черү
862,reißen::V,өҙөү,өзелү
863,reißen::V,йыртылыу,өзелү
864,versinken::V,батыу,бату
865,vergehen::V,үтеү,авышу
866,erscheinen::V,килеп сығыу,пәйда булу
867,verschwinden::V,юғалыу,югалу
868,verschwinden::V,юғалыу,юк булу
869,sinken::V,түбәнәйеү,кимү
870,sinken::V,түбәнәйеү,кайту
871,abnehmen::V,кәметеү,азаю
872,zunehmen::V,артыу,арту
873,zunehmen::V,артыу,күбәю
874,zunehmen::V,артыу,ишәю
875,steigen::V,күтәрелеү,үсү
876,wachsen::V,үҫеү,үсү
877,glänzen::V,ялтырау,ялкылдау
878,funkeln::V,баҙлау,ялтырау
879,lärmen::V,шаулау,шаулау
880,läuten::V,ҡағыу,шалтырату
881,klingeln::V,ҡағыу,шалтырату
882,klingeln::V,шылтыратыу,шалтырату
883,klirren::V,шылтыратыу,чылтырау
884,brausen::V,ҡотороноу,давыллау
885,brausen::V,ҡотороноу,дулау
886,rauschen::V,шыптырлау,кыштырдау
887,klingen::V,яңғырау,ишетелү
888,bellen::V,өрөү,өрү
889,heulen::V,олоу,улау
890,blasen::V,өрөү,өрү
891,pfeifen::V,һызғырып ебәреү,сызгырту
892,schreien::V,ҡысҡырыу,кычкыру
893,stöhnen::V,уңғырашыу,ыңгырашу
894,zittern::V,ҡалтырау,калтырау
895,zittern::V,ҡалтырау,калтырану
896,leben::V,йәшәү,яшәү
897,leben::V,йәшәү,гомер итү
898,geboren werden::V,тыуыу,туу
899,atmen::V,тын алыү,сулау
900,trinken::V,эсеү,эчү
901,essen::V,ашау,ашау
902,schlucken::V,йотоу,йоту
903,müde werden::V,арыу,ялыгу
904,müde werden::V,арыу,йөгенү
905,einschlafen::V,йоҡлап китеү,йокыга китү
906,schlafen::V,йоҡлау,йоклау
907,aufwachen::V,уяныу,уяну
908,aufstehen::V,тороу,тору
909,sich erholen::V,ял итеү,ял алу
910,sich erholen::V,ял итеү,истирахәт итү
911,krank werden::V,сирләү,чирләү
912,krank sein::V,сирләү,чирләү
913,schmerzen::V,ауыртыу,авырту
914,husten::V,йүтәлләү,ютәлләү
915,genesen::V,һауығыу,савыгу
916,genesen::V,һауығыу,сәламәтләнү
917,sterben::V,үлеү,үлү
918,sterben::V,үлеү,дөнья кую
919,sterben::V,үлеү,вафат булу
920,umkommen::V,һәләк булыу,үлү
921,sich bewegen::V,хәрәкәт итеү,йөрү
922,sich rühren::V,ҡуҙғалыу,кыймылдау
923,sich erheben::V,тороу,басу
924,sich setzen::V,ултырыу,утыру
925,hinfallen::V,ҡолау,егылу
926,laufen::V,йөрөү,җәяүләү
927,schreiten::V,атлау,атлау
928,spazierengehen::V,ял итеп йороү,йөрү
929,spazierengehen::V,ял итеп йороү,йөргенү
930,eilen::V,ашығыу,ашыгу
931,eilen::V,ҡабаланыу,ашыгу
932,sich beeilen::V,ашығыу,ашыгу
933,sich beeilen::V,ашығыу,кызулау
934,sich beeilen::V,ҡабаланыу,ашыгу
935,sich beeilen::V,ҡабаланыу,кызулау
936,sausen::V,елеү,җилдерү
937,rennen::V,йүгеп йөрөү,йөгерү
938,springen::V,һикереү,сикерү
939,klettern::V,үрмәләү,үрмәләү
940,klettern::V,үрмәләп менеү,үрмәләү
941,schaukeln::V,сайҡалыу,атыну
942,kriechen::V,шыуышыу,шуышу
943,kriechen::V,шыуышыу,үрмәләү
944,schwimmen::V,йоҙөү,йөзү
945,tauchen::V,сумыу,чуму
946,rudern::V,ишеү,ишү
947,fahren::V,йөрөү,бару
948,fliegen::V,осоу,очу
949,gehen::V,барыу,йөрү
950,weggehen::V,китеү,китү
951,abfahren::V,сығыу,кузгалу
952,anhalten::V,тукталыу,тукталу
953,hineingehen::V,инеү,инү
954,eintreten::V,инеү,инү
955,kommen::V,килеү,килү
956,ankommen::V,килеү,бару
957,zurückkommen::V,ҡайтыу,кире кайту
958,bleiben::V,ҡалыу,калу
959,warten::V,көтөп тороу,көтү
960,erwarten::V,көтөү,көтү
961,suchen::V,эҙләү,эзләү
962,finden::V,табыу,табу
963,versuchen::V,тырышып ҡарау,маташу
964,vorbereiten::V,әҙерләү,хәзерләү
965,lieben::V,яратыу,сөю
966,lieben::V,яратыу,ярату
967,mögen::V,һөйөү,өнәү
968,mögen::V,яратыу,өнәү
969,lachen::V,көлөү,көлү
970,rühren::V,ҡағылыу,дулкынландыру
971,weinen::V,илау,елау
972,schimpfen::V,һүгенеү,сүгү
973,schimpfen::V,һүгенеү,сүгенү
974,schimpfen::V,тиргәнеү,сүгү
975,schimpfen::V,тиргәнеү,сүгенү
976,schimpfen::V,һуҡраныу,сүгү
977,schimpfen::V,һуҡраныу,сүгенү
978,sich ärgern::V,асыуланыу,ачулану
979,sich fürchten::V,ҡурҡыу,курку
980,fürchten::V,ҡурҡыу,калтырау
981,fürchten::V,ҡурҡыу,калтырану
982,fliehen::V,ҡасыу,арка бирү
983,flüchten::V,ҡасыу,качу
984,sehen::V,күреү,күрү
985,anschauen::V,ҡарау,карау
986,ansehen::V,ҡарау,карау
987,ansehen::V,ҡарау,күзәтү
988,ansehen::V,тикшереү,карау
989,ansehen::V,тикшереү,күзәтү
990,hören::V,ишетеү,ишетү
991,zuhören::V,тыңлау,тыңлау
992,probieren::V,татыу,тату
993,riechen::V,еҫкәү,иснәү
994,fühlen::V,тойоу,тою
995,fühlen::V,тойоу,сизү
996,scheinen::V,кеүек күренеү,күренү
997,scheinen::V,тойолоу,күренү
998,zu sehen sein::V,күренеү,күренү
999,vernehmen::V,ишетеү,ишетү
1000,frieren::V,туңыү,өшү
1001,frieren::V,туңыү,күшегү
1002,tun::V,яһау,итү
1003,tun::V,әшләү,итү
1004,können::V,алыу,алу
1005,können::V,мөмкин булыу,алу
1006,wollen::V,теләү,теләү
1007,anfangen::V,башлау,керешү
1008,beenden::V,бөтөрөү,бетерү
1009,beenden::V,бөтөрөү,тәмамлау
1010,beenden::V,тамамлау,бетерү
1011,beenden::V,тамамлау,тәмамлау
1012,aufhören::V,туктау,бетү
1013,gelingen::V,уңышлы булыу,уңу
1014,geraten::V,булып сығыу,сабышу
1015,öffnen::V,асыу,ачу
1016,schließen::V,йомоу,ябу
1017,stellen::V,ҡуйыу,кую
1018,setzen::V,урынлаштырыу,утырту
1019,legen::V,һалыу,яткыру
1020,berühren::V,тейеү,тию
1021,berühren::V,ҡағылыу,тию
1022,verbinden::V,ҡушыу,ялгау
1023,verbinden::V,бәйләү,ялгау
1024,bedecken::V,ҡаплау,өрту
1025,bedecken::V,ҡаплау,каплау
1026,bedecken::V,ҡаплау,томалау
1027,aufhängen::V,элеү,асу
1028,anzünden::V,тоҡандырыу,кабызу
1029,aufheben::V,мендереү,күтәрү
1030,zurücklassen::V,ҡалдырыу,калдыру
1031,verlieren::V,юғалтыу,югалту
1032,fallen lassen::V,төшөрөп ебәреү,төшерү
1033,machen::V,яһау,ясау
1034,machen::V,яһау,эшләү
1035,machen::V,эшләү,ясау
1036,machen::V,эшләү,эшләү
1037,herstellen::V,эшләп сығарыу,ясау
1038,bauen::V,төҙөү,кору
1039,reparieren::V,төҙәтеү,төзәтү
1040,verbessern::V,яҡшыртыу,яхшырту
1041,ändern::V,үҙгәртеү,үзгәртү
1042,graben::V,ҡаҙыу,казу
1043,beugen::V,бөгөү,ию
1044,biegen::V,бөгөү,бөгү
1045,drehen::V,өйрөлтөү,бору
1046,drehen::V,өйрөлтөү,бөтерү
1047,drehen::V,әйләндереү,бору
1048,drehen::V,әйләндереү,бөтерү
1049,wenden::V,әйләндереү,бору
1050,umdrehen::V,түңкәреү,түнтәрү
1051,heben::V,күтәреү,күтәрү
1052,heben::V,мендереү,күтәрү
1053,hochheben::V,күтәреү,күтәрү
1054,ergreifen::V,тотоп алыу,эләктерү
1055,halten::V,тотоу,тоту
1056,drücken::V,ҡыҫыу,кысу
1057,schieben::V,этеү,кузгату
1058,schieben::V,төртөү,кузгату
1059,kratzen::V,ҡырыу,тырнау
1060,lecken::V,ялау,ялау
1061,beißen::V,тешләү,тешләү
1062,abreißen::V,өҙөү,өзү
1063,abschneiden::V,ҡырҡыу,кыю
1064,abschneiden::V,ҡырҡыу,кисү
1065,binden::V,бәйләү,бәйләү
1066,stecken::V,ҡаҙау,төртү
1067,stecken::V,ҡаҙау,тыгу
1068,brechen::V,боҙоу,сындыру
1069,klopfen::V,шаҡылдау,шаку
1070,klopfen::V,шаҡылдау,шакылдау
1071,hauen::V,туҡмау,кыйнау
1072,kleben::V,йәбештереү,ябыштыру
1073,reiben::V,ыуыу,ышку
1074,reiben::V,ышҡыу,ышку
1075,streichen::V,яғыу,ягу
1076,schleifen::V,үткерләү,кайрау
1077,schneiden::V,ҡырҡыу,кисү
1078,rütteln::V,һелкетеү,селкетү
1079,schütteln::V,һелкетеү,селкетү
1080,schwenken::V,болғау,болгау
1081,schütten::V,ҡойоу,кою
1082,füllen::V,тултырыу,тутыру
1083,einwickeln::V,төрөү,төрү
1084,tragen::V,алып барыу,ташу
1085,schleppen::V,һөйрәү,сөйрәү
1086,schleppen::V,һөйрәү,өстерәү
1087,ziehen::V,тартыу,тарту
1088,aufbewahren::V,һаҡлау,саклау
1089,werfen::V,ырғытыу,ыргыту
1090,fangen::V,тотоу,тоту
1091,packen::V,етеү,эләктерү
1092,packen::V,тотоп алыу,эләктерү
1093,verstecken::V,йәшереү,яшерү
1094,teilen::V,бүлеү,бүлү
1095,schicken::V,ебәреү,җибәрү
1096,bringen::V,килтереү,китерү
1097,hinzufügen::V,өтәү,өстәү
1098,bekommen::V,алыу,алу
1099,erhalten::V,алыу,алу
1100,nehmen::V,алыу,алу
1101,wählen::V,һайлаү,сайлау
1102,auswählen::V,һайлап алыу,сайлау
1103,bewahren::V,һаҡлау,саклау
1104,behindern::V,тотҡарлыҡ яһау,комачаулау
1105,verderben::V,боҙоу,бозу
1106,beschädigen::V,боҙоу,бозу
1107,zerbrechen::V,ҡыйратыу,вату
1108,zerreißen::V,йыртыу,өзү
1109,zerreißen::V,йыртыу,ерту
1110,zerstören::V,емереү,җимерү
1111,verbrennen::V,үртәү,яндыру
1112,verbrennen::V,үртәү,көйдерү
1113,geben::V,биреү,бирү
1114,reichen::V,биреү,тапшыру
1115,schenken::V,бүләк итеү,бүләкләү
1116,versprechen::V,вәғәҙә биреү,вәгъдә бирү
1117,wünschen::V,теләу,котлау
1118,loben::V,маҡтау,мактау
1119,küssen::V,үбеү,үбү
1120,wiegen::V,бәүетеү,тирбәтү
1121,wiegen::V,тирбәтеү,тирбәтү
1122,zudecken::V,ҡаплау,ябу
1123,zudecken::V,ҡаплау,бөркәү
1124,wecken::V,уятыу,уяту
1125,zeigen::V,күрһәтеү,күрсәтү
1126,führen::V,етәкләү,йөртү
1127,lehren::V,уҡытыу,өйрәтү
1128,lehren::V,өйрәтеү,өйрәтү
1129,unterrichten::V,уҡытыу,укыту
1130,aufziehen::V,тәрбиәле,асрау
1131,leiten::V,етәкләү,җитәкләү
1132,leiten::V,етәкселек итеү,җитәкләү
1133,antreiben::V,ашыҡтырыу,куалау
1134,antreiben::V,ашыҡтырыу,әйдәләү
1135,antreiben::V,ашыҡтырыу,ашыктыру
1136,lassen::V,мәжбүр итеү,мәҗбүр итү
1137,einladen::V,саҡырыу,чакыру
1138,vereinigen::V,берләштереү,берләштерү
1139,besuchen::V,килеп сығыу,керешү
1140,treffen::V,тойоү,очрату
1141,treffen::V,осратыу,очрату
1142,treffen::V,ҡаршылау,очрату
1143,sich versammeln::V,йыйылыу,җыелышу
1144,spielen::V,тартыу,уйнау
1145,singen::V,йырлау,җырлау
1146,tanzen::V,бейеү,бию
1147,sich trennen::V,айырылышыу,аерылу
1148,sich trennen::V,айырылышыу,ташлашу
1149,verlassen::V,ташлау,ташлау
1150,verlassen::V,ташлау,калдыру
1151,verlassen::V,ташлап китеү,ташлау
1152,verlassen::V,ташлап китеү,калдыру
1153,retten::V,ҡотҡарыу,коткару
1154,bewachen::V,һаҡлау,каравыллау
1155,schützen::V,һаҡлау,ышыклау
1156,verteidigen::V,яҡлау,яклау
1157,verteidigen::V,яҡлау,саклау
1158,sich schlagen::V,һуғышыу,сугышу
1159,schießen::V,атыу,ату
1160,siegen::V,еңеү,җиңү
1161,ärgern::V,асыуландырыу,ачуландыру
1162,schlagen::V,бәреү,ору
1163,schlagen::V,бәреү,бәрү
1164,schlagen::V,бәреү,тукмау
1165,schlagen::V,туҡмау,ору
1166,schlagen::V,туҡмау,бәрү
1167,schlagen::V,туҡмау,тукмау
1168,treten::V,тибеү,тибү
1169,treten::V,типкеләү,тибү
1170,stechen::V,сәнсеү,кадау
1171,stoßen::V,этеү,этү
1172,stoßen::V,төртөү,этү
1173,stehlen::V,урлау,урлау
1174,stören::V,ҡамасаулау,комачаулау
1175,belästigen::V,бимазалау,борчу
1176,belästigen::V,бимазалау,билмазалау
1177,belästigen::V,ҡамасаулау,борчу
1178,belästigen::V,ҡамасаулау,билмазалау
1179,verbergen::V,йәшереү,яшерү
1180,täuschen::V,ултыртыу,алдату
1181,betrügen::V,алдау,хәрәмләшү
1182,töten::V,үлтереү,үтерү
1183,wohnen::V,йәшәү,яшәү
1184,arbeiten::V,эшләү,эшләү
1185,sammeln::V,йыйыу,туплау
1186,pflücken::V,өҙөү,өзү
1187,jagen::V,аулау,аулау
1188,fischen::V,аулау,балык тоту
1189,fassen::V,тотоу,тоту
1190,hüten::V,көтөү,көтү
1191,treiben::V,ҡыуыу,куалау
1192,anbinden::V,бәйләү,бәйләү
1193,füttern::V,ашатыу,туйдыру
1194,melken::V,һауыү,саву
1195,hacken::V,турау,чабу
1196,hacken::V,тапау,чабу
1197,gießen::V,ҡойоу,сугару
1198,reifen::V,өлғөрөү,җитешү
1199,zubereiten::V,бешереү,пешеренү
1200,kochen::V,бешереү,пешерү
1201,kochen::V,бешереү,кайнату
1202,backen::V,бешереү,пешерү
1203,braten::V,ҡурыу,куыру
1204,braten::V,ҡурыу,кыздыру
1205,umrühren::V,ҡатнаштырыу,бутау
1206,umrühren::V,ҡатнаштырыу,болгату
1207,stricken::V,бәйләү,бәйләү
1208,nähen::V,тегеү,тегү
1209,färben::V,буяу,ману
1210,reinigen::V,таҙартыу,чистарту
1211,waschen::V,йыуыу,юу
1212,abwischen::V,һөртөү,сөртү
1213,spülen::V,сайҡау,чайкау
1214,fegen::V,һепереү,себерү
1215,kehren::V,һепереү,себерү
1216,baden::V,һыу инеү,коену
1217,sich waschen::V,йыуыныу,юыну
1218,ausziehen::V,сисеү,чишенү
1219,anziehen::V,кейеү,кию
1220,sich anziehen::V,кейенеү,киенү
1221,kämmen::V,тарау,тарау
1222,schmücken::V,биҙәү,бизәү
1223,schmücken::V,биҙәү,бизәкләү
1224,sagen::V,әйтеү,дию
1225,sagen::V,әйтеү,әйтү
1226,sprechen::V,әйтеү,сөйләү
1227,sprechen::V,әйтеү,сөйләшү
1228,sprechen::V,һөйләшеү,сөйләү
1229,sprechen::V,һөйләшеү,сөйләшү
1230,reden::V,һөйләшеү,сөйләү
1231,sich unterhalten::V,әңгәмәләшеү,сөйләшү
1232,fragen::V,һорау,сорау
1233,fragen::V,һорау,сорашу
1234,bitten::V,үтенеү,үтенү
1235,erzählen::V,һөйләү,сөйләү
1236,mitteilen::V,әйтеү,белдерү
1237,nennen::V,атау,дию
1238,nennen::V,исемләү,дию
1239,rufen::V,саҡырыу,дәшү
1240,prahlen::V,маҡтаныу,мактану
1241,prahlen::V,маҡтаныу,шапырыну
1242,prahlen::V,шапырыныу,мактану
1243,prahlen::V,шапырыныу,шапырыну
1244,übersetzen::V,тәржемә итеү,күчерү
1245,denken::V,уйлау,уйлау
1246,glauben::V,ышаныу,инану
1247,bemerken::V,күреү,искәрү
1248,erkennen::V,таныу,тану
1249,begreifen::V,аңлау,аңлау
1250,begreifen::V,аңлау,төшенү
1251,verstehen::V,аңлау,аңлау
1252,verstehen::V,аңлау,төшенү
1253,lernen::V,өйрәнеү,уку
1254,lernen::V,өйрәнеү,өйрәнү
1255,wissen::V,белеү,белү
1256,sich erinnern an::V,хәтергә алыу,хәтерләү
1257,vergessen::V,онотоу,оныту
1258,messen::V,үлсәү,үлчәү
1259,zählen::V,һанау,санау
1260,rechnen::V,һанау,исәпләү
1261,lesen::V,уҡыу,уку
1262,malen::V,һүрәт яһау,рәсем ясау
1263,malen::V,һүрәт яһау,сурәт ясау
1264,malen::V,һүрәт яһау,сурәтләү
1265,malen::V,рәсем төшөрөү,рәсем ясау
1266,malen::V,рәсем төшөрөү,сурәт ясау
1267,malen::V,рәсем төшөрөү,сурәтләү
1268,zeichnen::V,һүрәт яһау,язу-сызу
1269,zeichnen::V,һүрәт яһау,сурәт ясау
1270,zeichnen::V,рәсем төшөрөү,язу-сызу
1271,zeichnen::V,рәсем төшөрөү,сурәт ясау
1272,schreiben::V,яҙыу,язу
1273,besitzen::V,биләү,биләү
1274,kaufen::V,һатып алыу,алу
1275,verkaufen::V,һатыу,сату
1276,bezahlen::V,түләү,түләү
1277,zahlen::V,түләү,түләү
1278,beherrschen::V,биләү,ия булу
1279,ertragen::V,түҙеү,чыдау
