,Concept_ID,ps,ta
89,Raureif::N,سپینه پرخه,உறைபனி வெண்திரை
90,Regenbogen::N,بوډۍ ټال,வானவில்
91,Regenbogen::N,سره زرغونه,வானவில்
92,Donner::N,تالنده,இடி
93,Strömung::N,بهېدنه,நீரோட்டம்
94,Tropfen::N,قطره,துளி
95,Tropfen::N,څاڅکی,துளி
96,Schaum::N,ځګ,நுரை
97,Schmutz::N,ناپاکي,அழுக்கு
98,See::N,جهیل,ஏரி
99,Sumpf::N,جبه,சதுப்பு நிலம்
100,Moor::N,جبه,முட்புதற்காடு
101,Wiese::N,چمن,பசும் புல்தரை
102,Wiese::N,شنېلی,பசும் புல்தரை
103,Wald::N,ځنګل,காடு
104,Hügel::N,تپه,குன்று
105,Anhöhe::N,غونډۍ,பதுக்கை
106,Berg::N,غ‍‍‍‍‍ر,மலை
107,Gipfel::N,څوکه,உச்சி மாநாடு
108,Höhle::N,کاز,குகை
109,Abhang::N,لمن,சரிவு
110,Quelle::N,چینه,மூலம்
111,Bach::N,واله,ஓடை
112,Fluss::N,سیند,ஆறு
113,Ufer::N,غاړه,நீர்க்கரை
114,Küste::N,ساحل,கடற்கரை
115,Festland::N,وچه,நிலம்
116,Meer::N,بحر,கடல்
117,Meer::N,سمندر,கடல்
118,Bucht::N,کارۍ,சிறுகுடா
119,Insel::N,ټاپو,தீவு
120,Insel::N,جزيره,தீவு
121,Blume::N,ګل,பூ
122,Gras::N,واښه,புல்தரை
123,Wurzel::N,ریښه,வேர்
124,Baum::N,ونه,மரம்
125,Stamm::N,ډډ,அடிமரம்
126,Rinde::N,پوستکی,பட்டை
127,Rinde::N,پوستکی,மரப்பட்டை
128,Ast::N,ښاخ,கினை
129,Zweig::N,څانګه,குச்சி
130,Blatt::N,پاڼه,இலை
131,Birke::N,توس,பிர்ச் மரம்
132,Kiefer[Baum]::N,نښتر,தேவதாரு மரம்
133,Weide[Baum]::N,وله,மர வகைகளுள் ஒன்று
134,Tanne::N,ناجو,சாதிக்கய்
135,Horn::N,ښکر,கொம்பு
136,Feder::N,بڼکه,இறகு
137,Fell::N,پوستکی,மென்முடி
138,Flügel::N,وزر,இறக்கை
139,Klaue::N,پنجه,நகம்
140,Klaue::N,منګول,நகம்
141,Kralle::N,پنجه,நகம்
142,Kralle::N,منګول,நகம்
143,Schwanz::N,لکۍ,வால்
144,Ei::N,وۍ,முட்டை
145,Ei::N,هګۍ,முட்டை
146,Nest::N,جاله,கூடு
147,Bau::N,کاز,குகை
148,Tier::N,ژوی,விலங்கு
149,Tier::N,حیوان,விலங்கு
150,Herde::N,رمه,கூட்டம்
151,Herde::N,غېله,கூட்டம்
152,Kuh::N,غوا,பசு
153,Bulle::N,غوئی,காளை
154,Pferd::N,آس,குதிரை
155,Schaf::N,پسه,செம்மறிஆடு
156,Schwein::N,سرکوزی,பன்றி
157,Hund::N,سپی,நாய்
158,Katze::N,پشه,பூனை
159,Bär::N,خرس,கரடி
160,Eichhörnchen::N,خړ لمی,அணில்
161,Elch::N,ګوزن,கடம்பை
162,Fuchs::N,سپلم,நரி
163,Hase::N,سوی,முயல்
164,Maus::N,مږک,எலி
165,Wolf::N,لېوه,ஓநாய்
166,Vogel::N,مرغه,பறவை
167,Schwarm::N,سېل,தொகுதி
168,Huhn::N,چرګه,கோழிக்குஞசு
169,Hahn::N,چرګ,சேவல்
170,Gans::N,بته,பெண் வாத்து
171,Adler::N,عقاب,பருநது
172,Ente::N,ایلۍ,வாத்து
173,Eule::N,ګونګی,ஆந்தை
174,Kranich::N,کلنګ,நாரை
175,Krähe::N,کارغه,காகம்
176,Kuckuck::N,فاخته,குயில்
177,Schwan::N,قو,அன்னம்
178,Fisch::N,کب,மீன்
179,Fisch::N,ماهی,மீன்
180,Schlange[Tier]::N,مار,பாம்பு
181,Wurm::N,چینجی,புழு
182,Spinne::N,غڼه,சிலந்தி
183,Spinne::N,تارکښ,சிலந்தி
184,Ameise::N,مېږی,எறும்பு
185,Laus::N,سپږه,பேன்
186,Mücke::N,ماشی,கொசுவினப்பூச்சி
187,Fliege::N,مچ,ஈ
188,Schmetterling::N,پتنګ,வண்ணத்துப்பூச்சி
189,Beere::N,مېوۍ,சதைப்பழம்
190,Apfel::N,مڼه,ஆப்பிள பழம்
191,Pilz::N,خرېړی,காளான்
192,Zwiebel::N,پیاز,வெங்காயம்
193,Saat::N,تخم,விதை
194,Korn::N,تخم,தானியம்
195,Korn::N,دانه,தானியம்
196,Heu::N,بوس,வைக்கோல்
197,Heu::N,پروړه,வைக்கோல்
198,Schale::N,پوستکی,தோல்
199,Grube::N,کنده,குழி
200,Falle::N,دام,பொறி
201,Falle::N,لومه,பொறி
202,Schlinge::N,کړۍ,கண்ணி
203,Spur::N,نښه,சுவடு
204,Asche::N,آس,சாம்பல்
205,Asche::N,ایره,சாம்பல்
206,Dreck::N,ناپاکي,அழுக்கு
207,Eisen::N,اوسپنه,இரும்பு
208,Gold::N,سره زر,தங்கம்
209,Silber::N,نقره,வெள்ளி
210,Silber::N,سپین زر,வெள்ளி
211,Kohle::N,سکور,நிலக்கரி
212,Kohle::N,سکاره,நிலக்கரி
213,Glas::N,ښيښه,கண்ணாடி
214,Lehm::N,خټه,களிமண்
215,Sand::N,شګه,மணல்
216,Mensch::N,انسان,மனிதர்கள்
217,Mann::N,سړی,மனிதன்
218,Mann::N,نارینه,மனிதன்
219,Frau::N,ښځه,பெண்
220,Kind::N,بچی,குழந்தை
221,Kind::N,ماشوم,குழந்தை
222,Junge::N,هلک,பையன்
223,Mädchen::N,نجلۍ,சிறுமி
224,Familie::N,کورنۍ,குடும்பம்
225,Großvater::N,بابا,தாத்தா
226,Großmutter::N,انا,பாட்டி
227,Eltern::N,مور او پلار,பெற்றோர்
228,Vater::N,پلار,தந்தை
229,Mutter::N,مور,தாய்
230,Sohn::N,زوی,மகன்
231,Tochter::N,لور,மகள்
232,Bruder::N,ورور,சகோதரன்
233,Schwester::N,خور,அக்கா
234,Onkel::N,تره,தாய் மாமன்
235,Onkel::N,ماما,தாய் மாமன்
236,Tante::N,خاله,அத்தை
237,Ehemann::N,مېړه,கணவன்
238,Ehefrau::N,مېرمن,மனைவி
239,Freude::N,خوشحالي,கொண்டாட்டம்
240,Gelächter::N,خندا,சிரிப்பு
241,Glück::N,بخت,மகிழ்ச்சி
242,Kummer::N,غم,துயரம்
243,Wunsch::N,هيله,விருப்பம்
244,Wunsch::N,غوښتنه,விருப்பம்
245,Lust::N,شوق,விருப்பம்
246,Lust::N,مینه,விருப்பம்
247,Geist::N,روح,ஆன்மா
248,Gedanke::N,فکر,எண்ணம்
249,Gedächtnis::N,یاد,ஞாபகம்
250,Gedächtnis::N,حافظه,ஞாபகம்
251,Verstand::N,عقل,மனம்
252,Verstand::N,شعور,மனம்
253,Sinn::N,معنی,அர்த்தம்
254,Grund::N,علت,காரணம்
255,Grund::N,اساس,காரணம்
256,Wahrheit::N,حقیقت,உண்நை
257,Gespräch::N,مرکه,பெசு
258,Gespräch::N,خبرې اترې,பெசு
259,Märchen::N,افسانه,நம்பத்தகாத கதை
260,Erzählung::N,قصه,கதை
261,Erzählung::N,کیسه,கதை
262,Nachricht::N,خبر,செய்தி
263,Neuigkeit::N,نوی خبر,செய்தி
264,Name::N,نوم,பெயர்
265,Rätsel::N,کیسۍ,புதிர்
266,Rätsel::N,چیستان,புதிர்
267,Rede::N,وینا,பேச்சு
268,Sprache::N,ژبه,மொழி
269,Stimme::N,غږ,குரல்
270,Stimme::N,اواز,குரல்
271,Wort::N,لغت,வார்த்தை
272,Wort::N,کلمه,வார்த்தை
273,Zeichen::N,نښه,குறி
274,Zeichen::N,اشاره,குறி
275,Ruf::N,ږغ,அழைப்பு
276,Ruf::N,بلنه,அழைப்பு
277,Lärm::N,غالمغال,சத்தம்
278,Laut::N,ږغ,ஒலி
279,Ton::N,اواز,குரல்
280,Lied::N,غزله,பாட்டு
281,Lied::N,سندره,பாட்டு
282,Ruhe::N,ارامي,அமைதி
283,Leute::N,خلک,மக்கள்
284,Volk::N,ولس,மக்கள்
285,Arbeit::N,کار,வேலை
286,Gast::N,مېلمه,விருந்தாளி
287,Geschenk::N,تحفه,பரிசுப் பொருள்
288,Geschenk::N,سوغات,பரிசுப் பொருள்
289,Spiel::N,لوبه,விளையாட்டு
290,Gesellschaft::N,ډله,சமுதாயம்
291,Hilfe::N,کومک,உதவி
292,Hilfe::N,مرسته,உதவி
293,Freund::N,ملګری,நண்பன்
294,Kamerad::N,انډيوال,உடனிருப்பவன்
295,Angelegenheit::N,موضوع,செய்தி
296,Anzahl::N,شمېر,எண்ணிக்கை
297,Anzahl::N,تعداد,எண்ணிக்கை
298,Art::N,ډول,வகை
299,Stück::N,ټوټه,துண்டம்
300,Teil::N,برخه,பகுதி
301,Hälfte::N,نیم,பாதி
302,Kreis::N,دایره,வட்டம்
303,Kreuz::N,صلیب,சிலுவை
304,Linie::N,خط,கோடு
305,Linie::N,لیکه,கோடு
306,Strich::N,کرښه,வாத நோய்
307,Abstand::N,فاصله,இடைவெளி
308,Entfernung::N,واټن,தூரம்
309,Gegend::N,سیمه,வட்டாரம்
310,Gegend::N,منطقه,வட்டாரம்
311,Platz::N,ځای,வெற்றிடம்
312,Ort::N,ځای,இடம்
313,Seite::N,مخ,பக்கம்
314,Seite::N,اړخ,பக்கம்
315,Mitte::N,وسط,இடைப்பகுதி
316,Mitte::N,مینځ,இடைப்பகுதி
317,Gegenstand::N,شی,உருப்படி
318,Sache::N,شی,பொருள்
319,Sache::N,څيز,பொருள்
320,Rand::N,څنډه,தொங்கு
321,Rand::N,کناره,தொங்கு
322,Kante::N,اړخ,விளிம்பு
323,Ecke::N,ګوټ,மூலை
324,Spitze::N,څوکه,முனை
325,Ende::N,څوکه,முடிவு
326,Loch::N,سوری,துளை
327,Winkel::N,کنج,கோணம்
328,Winkel::N,کوتی,கோணம்
329,Muster::N,نمونه,பாங்கு
330,Größe::N,قد,அளவு
331,Größe::N,لويوالی,அளவு
332,Länge::N,طول,நீளம்
333,Länge::N,اوږد والی,நீளம்
334,Höhe::N,جګوالی,உயரம்
335,Gewicht::N,وزن,எடை
336,Menge::N,اندازه,தொகை
337,Haufen::N,کوټه,குவியல்
338,Reihe::N,صف,வரிசை
339,Reihe::N,کتار,வரிசை
340,Boot::N,قايق,படகு
341,Ruder::N,چپه,துடுப்பு
342,Schlitten::N,ښویېدونی,சகடையிலா வண்டி
343,Ski::N,سکي,பனிச் சறுக்கல்
344,Lagerfeuer::N,اور,மூட்டம்
345,Last::N,بار,பாரம்
346,Last::N,پېټی,பாரம்
347,Gang::N,تګ,நடை
348,Schritt::N,ګام,காலடி
349,Norden::N,شمال,வடக்கு
350,Süden::N,سوېل,தெற்கு
351,Westen::N,لوېدېځ,மேற்கு திசை
352,Osten::N,شرق,கிழக்கு
353,Osten::N,ختیځ,கிழக்கு
354,Holz::N,لرګی,மரக்கட்டை
355,Brett::N,تخته,பலகை
356,Platte::N,تخته,பலகம்
357,Stütze::N,تکیوان,அடைப்புகன்
358,Stange::N,ډاګه,கம்பம்
359,Stock::N,لرګی,குச்சி
360,Stab::N,چيخله,கம்பு
361,Rohr::N,نل,குழாய்
362,Haus::N,کور,வீடு
363,Heim::N,کور,வீடு
364,Ofen::N,تودنۍ,அடுப்பு
365,Fußboden::N,غولی,தரை
366,Tisch::N,مېز,மேசை
367,Stuhl::N,چوکۍ,நாற்காலி
368,Wiege::N,زانګو,தொட்டில்
369,Bett::N,کټ,படுக்கை
370,Bett::N,چپرکټ,படுக்கை
371,Regal::N,تاخچۍ,அலமாரி
372,Kiste::N,صندوق,பெட்டி
373,Fenster::N,کړکۍ,சாளரம்
374,Tür::N,دروازه,கதவு
375,Tor::N,دروازه,வாசற்கதவு
376,Zaun::N,کټاره,வேலி
377,Dach::N,بام,கூரை
378,Leiter::N,زينه,ஏணி
379,Besen::N,جارو,விளக்குமாறு
380,Spaten::N,یوم,மண்வெட்டி
381,Schaufel::N,بېلچه,அடிதண்டா
382,Gabel::N,پنجه,முட்கரண்டி
383,Löffel::N,کاشوغه,கரண்டி
384,Messer::N,چاقو,கத்தி
385,Nagel::N,ميخ,ஆணி
386,Netz::N,جال,வலை
387,Haken::N,څنګک,கொக்கி
388,Griff::N,لاستی,கைப்பிடி
389,Schloss::N,کلپ,பூட்டு
390,Bild::N,رسم,படம்
391,Figur::N,قدوقامت,எண்ணிக்கை
392,Puppe::N,ګوډۍ,பொம்மை
393,Beutel::N,کڅوړه,பை
394,Bündel::N,دسته,பொதி
395,Tasche::N,بکس,பை
396,Tasche::N,توبره,பை
397,Eimer::N,سطل,வாளி
398,Deckel::N,سرپوښ,உறை
399,Geschirr::N,لوښی,பாத்திரம்
400,Sack::N,جوال,பை
401,Tasse::N,پیاله,கிண்ணம்
402,Topf::N,دېګی,பானை
403,Kessel::N,دېګ,கெண்டி
404,Essen::N,خوراک,உணவருந்துதல்
405,Nahrung::N,خوراک,உணவு
406,Speise::N,خواړه,உணவு வகை
407,Fleisch::N,غوښه,இறைச்சி
408,Getreide::N,غله,மக்காச்சோளம்
409,Brei::N,اوګره,கஞ்சி
410,Brot::N,ډوډۍ,ரொட்டி
411,Scheibe::N,مړۍ,துண்டு
412,Fett::N,غوړي,கொழுப்பு
413,Butter::N,کوچ,வெண்ணெய்
414,Öl::N,تېل,எண்ணெய்
415,Salz::N,مالګه,உப்பு
416,Suppe::N,شوربا,ரசம்
417,Honig::N,شات,தேன்
418,Milch::N,شوده,பால்
419,Tee::N,چای,தெனீர்
420,Leder::N,څرمن,பதம் செய்யப்பட்ட தோல்
421,Wolle::N,پشم,கம்பளி
422,Stoff::N,ټوټه,துணி
423,Nadel::N,ستن,ஊசி
424,Faden::N,تار,நூல்
425,Knopf::N,تڼۍ,பொத்தான்
426,Knopf::N,تکمه,பொத்தான்
427,Knoten::N,غوټه,முடிச்சு
428,Farbe::N,رنګ,வண்ணக் குழம்பு
429,Kleidung::N,کالي,ஆடைகள்
430,Hemd::N,کميس,சட்டை
431,Kragen::N,غاړه,கழுத்துப் பட்டை
432,Ärmel::N,لستوڼی,சட்டைக்கை
433,Hose::N,پطلون,கால்சட்டை
434,Gürtel::N,کمربند,பெல்ட்
435,Mütze::N,خولۍ,தொப்பி
436,Schuh::N,بوټ,காலணி
437,Stiefel::N,موزه,காலணி
438,Ring::N,ګوته,மோதிரம்
439,Band::N,فيته,நாடா
440,Kamm::N,ګمنځ,கீப்பு
441,Spiegel::N,ایینه,ஆடி
442,Spiegel::N,ایینه,கண்ணாடி
443,Spiegel::N,هنداره,ஆடி
444,Spiegel::N,هنداره,கண்ணாடி
445,Riemen::N,تسمه,வார்
446,Schnur::N,مزی,கயிறு
447,Leine::N,رسۍ,தோல்வார்
448,Decke::N,بړستن,போர்வை
449,Kissen::N,بالښت,தலையணை
450,Tuch::N,ټیکری,துணி
451,Handtuch::N,دسمال,தண்டு
452,Kraft::N,زور,நிர்பந்தம்
453,Kraft::N,توان,நிர்பந்தம்
454,Stärke::N,قوت,பலம்
455,Gesundheit::N,صحت,ஆரோக்கியம்
456,Gesundheit::N,روغتیا,ஆரோக்கியம்
457,Krankheit::N,مرض,நோய்
458,Krankheit::N,ناروغي,நோய்
459,Schmerz::N,درد,வலி
460,Wunde::N,ټپ,காயம்
461,Wunde::N,زخم,காயம்
462,Fieber::N,تبه,காய்ச்சல்
463,Arznei::N,دوا,மருந்து
464,Arznei::N,دارو,மருந்து
465,Brücke::N,پول,பாலம்
466,Brunnen::N,څاه,கேணி
467,Brunnen::N,کوهی,கேணி
468,Weide::N,وله,மேய்ச்சல் நிலம்
469,Pfad::N,تړه,நடை வழி
470,Weg::N,لیار,வழி
471,Straße::N,سړک,சாலை
472,Dorf::N,کلی,கிராமம்
473,Stadt::N,ښار,நகரம்
474,Brief::N,لیک,கடிதம்
475,Brief::N,مکتوب,கடிதம்
476,Buch::N,کتاب,புத்தகம்
477,Buchstabe::N,حرف,எழத்து
478,Buchstabe::N,توری,எழத்து
479,Zeitung::N,اخبار,செய்தித்தாள்
480,Leben::N,ژوند,வாழ்க்கை
481,Tod::N,مرګ,மரணம்
482,Tod::N,مړینه,மரணம்
483,Grab::N,قبر,சமாதி
484,Grab::N,ډورۍ,சமாதி
485,Kirche::N,کلیسا,தேவாலயம்
486,Sünde::N,ګناه,பாவம்
487,Gott::N,خدای,கடவுள்
488,Arbeiter::N,کاریګر,தொழிலாளி
489,Chef::N,آمر,மேலாளர்
490,Meister::N,استاد,தலைவன்
491,Arzt::N,طبیب,மருத்துவர்
492,Arzt::N,ډاکټر,மருத்துவர்
493,Lehrer::N,معلم,ஆசிரியர்
494,Lehrer::N,ښوونکی,ஆசிரியர்
495,Geld::N,پیسې,பணம்
496,Geschäft::N,سوداګري,வாணிபம்
497,Laden::N,دکان,கடை
498,Laden::N,مغازه,கடை
499,Preis::N,بیه,விலை
500,Ware::N,مال,சாமன்கள்
501,Nutzen::N,ګټه,இலாபம்
502,Reichtum::N,شتمني,சொத்து
503,Welt::N,نړۍ,உலகம்
504,Welt::N,دنیا,உலகம்
505,Land::N,هېواد,நாடு
506,Staat::N,دولت,நாடு
507,König::N,باچا,அரசன்
508,König::N,پادشاه,அரசன்
509,Macht::N,قدرت,அதிகாரம்
510,Grenze::N,حد,எல்லை
511,Grenze::N,سرحد,எல்லை
512,Krieg::N,جګړه,போர்
513,Feind::N,دښمن,எதிரி
514,Gewalt::N,زور,வன்முறை
515,Gewalt::N,تشدد,வன்முறை
516,Kampf::N,جنګ,போராட்டம்
517,Kampf::N,مبارزه,போராட்டம்
518,Bogen[Waffe]::N,لیندۍ,வில்
519,Pfeil::N,غشی,அம்பு
520,Gewehr::N,ټوپک,துப்பாக்கி
521,Fehler::N,خطا,தவறு
522,Fehler::N,غلطي,தவறு
523,Lüge::N,دروغ,பொய்
524,Schaden::N,زیان,சேதாரம்
525,Schaden::N,تاوان,சேதாரம்
526,Unglück::N,بدبختي,இடையூறு
527,Schuld::N,ګناه,குற்றம்
528,Alter::N,منګ,வயது
529,Schluss::N,اخر,முடிவு
530,Zeit::N,وخت,காலம்
531,Tag::N,ورځ,நாள்
532,Morgen::N,سبا,காலை நேரம்
533,Morgen::N,سهار,காலை நேரம்
534,Mittag::N,غرمه,மதியம்
535,Abend::N,ماښام,மாலைப் பொழுது
536,Nacht::N,شپه,இரவு
537,Woche::N,اونۍ,வாரம்
538,Monat::N,مياشت,மாதம்
539,Jahr::N,کال,வருடம்
540,Frühling::N,پسرلی,வசந்தம்
541,Sommer::N,دوبی,கோடை
542,Herbst::N,منی,இலையுதிர் காலம்
543,Herbst::N,خزان,இலையுதிர் காலம்
544,Winter::N,ژمی,குளிர்காலம்
545,Januar::N,جنوري,ஜனவரி
546,Februar::N,فبروري,பிபரவரி மாதம்
547,März::N,مارچ,மார்ச் மாதம்
548,April::N,اپریل,ஏப்ரல் மாதம்
549,Mai::N,مې,மே மாதம்
550,Juni::N,جون,ஜூன் மாதம்
551,Juli::N,جولای,ஜூலை மாதம்
552,August::N,اګست,ஆகஸ்ட் மாதம்
553,September::N,سپټامبر,செப்டம்பர் மாதம்
554,Oktober::N,اکتوبر,அக்டோபர் மாதம்
555,November::N,نومبر,நவம்பர் மாதம்
556,Dezember::N,دسمبر,டிசம்பர்
557,Montag::N,دوشنبه,திங்கட் கிழமை
558,Dienstag::N,سه شنبه,செவ்வாய்க்கிழமை
559,Mittwoch::N,چارشنبه,புதன் கிழமை
560,Donnerstag::N,پنجشنبه,வியாழக் கிழமை
561,Freitag::N,جمعه,வெள்ளிக்கிழமை
562,Samstag::N,خالي,சனிக்கிழமை
563,Sonntag::N,یکشنبه,ஞாயிறுக் கிழமை
564,groß::A,لوی,பெரிய
565,klein::A,وړوکی,சிறிய
566,lang::A,اوړد,நீண்ட
567,kurz::A,لنډ,குட்டையான
568,breit::A,پراخه,அகலமான
569,schmal::A,تنګ,குறுகலான
570,dicht::A,ګڼ,அடர்த்தியான
571,dick[Gegenstand]::A,پنډ,தடித்த
572,dünn::A,نری,சன்னமான
573,fein::A,نازک,மெல்லிய
574,fest::A,کلک,உறுதியாள
575,fest::A,ټینګ,உறுதியாள
576,flach::A,هوار,தட்டையான
577,glatt::A,ښوی,வழுவழுப்பான
578,hart::A,کلک,கடினமான
579,weich::A,نرم,மென்மையான
580,weich::A,پوست,மென்மையான
581,rund::A,ګرد,உருண்டையான
582,spitz::A,تېره,திகந்தமாக
583,scharf::A,تېز,கூரான
584,scharf::A,تېره,கூரான
585,stumpf::A,پڅ,உளம் திறந்த
586,schwer::A,دروند,கனமான
587,schön::A,ښکلی,அழகான
588,heiß::A,تود,சூடான
589,warm::A,تود,இதமான
590,kalt::A,ېخ,குளிர்ச்சியான
591,kalt::A,سوړ,குளிர்ச்சியான
592,kühl::A,ېخ,குளிர்ச்சியான
593,kühl::A,سوړ,குளிர்ச்சியான
594,frisch::A,تازه,சுத்தமான
595,feucht::A,مرطوب,ஈரமான
596,nass::A,لوند,ஈரமான
597,trocken::A,وچ,உலர்ந்த
598,voll::A,ډک,நிரம்பிய
599,leer::A,خالی,காலியான
600,offen::A,خلاص,திறந்த
601,offen::A,پرانیستی,திறந்த
602,geschlossen::A,تړلی,மூடப்பட்ட
603,sauber::A,پاک,சுத்தமான
604,schmutzig::A,چټل,அழக்கான
605,roh::A,خام,கச்சா
606,reif::A,پوخ,பழுத்த
607,reif::A,رسېدلی,பழுத்த
608,lecker::A,خوندور,சுவைமிக்க
609,lecker::A,مزه دار,சுவைமிக்க
610,süß::A,خوږ,இனிப்பான
611,süß::A,شیرین,இனிப்பான
612,bitter::A,تریخ,கசப்பான
613,sauer::A,ټاک,புளிப்பாக
614,sauer::A,تريو,புளிப்பாக
615,hell::A,روڼ,பளபளப்பான
616,hell::A,روښان,பளபளப்பான
617,dunkel::A,تیاره,கருமையான
618,schwarz::A,تور,கருப்பு வண்ண
619,weiß::A,سپين,வெண்மையன
620,rot::A,سور,சிவப்பு
621,gelb::A,زېړ,மஞ்சள் வண்ணம்
622,blau::A,شین,நீல வண்ண
623,blau::A,اسماني رنګه,நீல வண்ண
624,grün::A,زرغون,பச்சை வண்ண
625,grau::A,خړ,சாம்பல் நிற
626,bunt::A,رنګارنګ,வண்ண மயமான
627,billig::A,ارزان,மலிவான
628,teuer::A,ګران,விலை அதிகமான
629,wertvoll::A,قیمتي,மதிப்புள்ள
630,blind::A,ړوند,பார்வையற்ற
631,taub::A,کوڼ,செவிடான
632,kräftig::A,قوی,வலிமையான
633,stark::A,قوی,பலமான
634,stark::A,تکړه,பலமான
635,schwach::A,ضعیف,பலவீனமான
636,schwach::A,کمزوری,பலவீனமான
637,fett::A,چاغ,பருமனாக
638,schlank::A,خوش اندام,ஒல்லியான
639,hübsch::A,ښکلی,அழகிய
640,hübsch::A,ښایسته,அழகிய
641,böse::A,شریر,கேடு விளைவிக்கும்
642,böse::A,قهرناک,கேடு விளைவிக்கும்
643,dumm::A,احمق,முட்டாள்தனமான
644,faul::A,لټ,சோம்பலான
645,faul::A,تنبل,சோம்பலான
646,fleißig::A,زحمت کښ,ஊக்கந்தளராத
647,geizig::A,بخیل,கஞேசத்தனமான
648,klug::A,عاقل,சாதுரியமான
649,klug::A,هوښیار,சாதுரியமான
650,geschickt::A,ماهر,திறமையள்ள
651,lieb::A,عزیز,அன்புக்குரிய
652,lieb::A,محبوب,அன்புக்குரிய
653,lustig::A,خوشحال,களிப்புமிக்க
654,sanft::A,پوست,சாதுவான
655,sanft::A,ملایم,சாதுவான
656,hungrig::A,وږی,பசியுடன்
657,krank::A,مريض,நோயுற்று
658,krank::A,ناروغ,நோயுற்று
659,nackt::A,لوڅ,ஆடையற்ற
660,traurig::A,غمجن,சோகமான
661,lebendig::A,ژوندی,பிழைப்பு
662,gut::A,ښه,நல்ல
663,schlecht::A,بد,கெட்ட
664,schlecht::A,خراب,கெட்ட
665,richtig::A,سم,சரியான
666,richtig::A,صحیح,சரியான
667,schlimm::A,بد,அருவருப்பான
668,schlimm::A,مخوف,அருவருப்பான
669,wahr::A,واقعي,உண்மையான
670,alt::A,زوړ,பழைய
671,neu::A,نوی,புதிய
