,Concept_ID,be,ml
210,Junge::N,хлопчык,ആൺകുട്ടി
211,Mädchen::N,дзяўчынка,പെൺകുട്ടി
212,Familie::N,сямʼя,കുടുംബം
213,Großvater::N,дзядуля,അപ്പൂപ്പൻ
214,Großmutter::N,бабуля,അമ്മുമ്മ
215,Eltern::N,бацькі,മാതാപിതാക്കള്
216,Vater::N,бацька,അച്ഛൻ
217,Mutter::N,маці,അമ്മ
218,Sohn::N,сын,മകൻ
219,Tochter::N,дачка,മകൾ
220,Bruder::N,брат,ചേട്ടൻ
221,Bruder::N,брат,അനിയൻ
222,Schwester::N,сястра,ചേച്ചി
223,Schwester::N,сястра,അനിയത്തി
224,Onkel::N,дзядзька,അമ്മാവൻ
225,Tante::N,цётка,മാമി
226,Ehemann::N,муж,ഭർത്താവ്
227,Ehefrau::N,жонка,ഭാര്യ
228,Freude::N,радасць,ആഹ്ലാദം
229,Gelächter::N,смех,ചിരിയുടെ ശബ്ദം
230,Glück::N,шчасце,സന്തോഷം
231,Glück::N,шчасце,സന്തുഷ്ടി
232,Kummer::N,гора,ശോകം
233,Wunsch::N,жаданне,ആഗ്രഹം
234,Lust::N,цяга,ആഗ്രഹം
235,Geist::N,дух,ചുറുചുറുക്ക്
236,Gedanke::N,думка,ചിന്ത
237,Gedächtnis::N,памяць,ഓർമ്മശക്തി
238,Verstand::N,розум,മനസ്സ്
239,Sinn::N,сэнс,അർത്ഥം
240,Grund::N,зачэпка,കാരണം
241,Wahrheit::N,праўда,സത്യം
242,Gespräch::N,размова,സല്ലാപം
243,Märchen::N,казка,യക്ഷിക്കഥ
244,Erzählung::N,расказ,കഥ
245,Erzählung::N,апавяданне,കഥ
246,Nachricht::N,вестка,സന്ദേശം
247,Nachricht::N,паведамленне,സന്ദേശം
248,Neuigkeit::N,навіна,വാർത്ത
249,Name::N,імя,പേര്
250,Rätsel::N,загадка,പ്രഹേളിക
251,Rede::N,прамова,സംസാരം
252,Sprache::N,мова,ഭാഷ
253,Stimme::N,голас,സ്വരം
254,Wort::N,слова,വാക്ക്
255,Zeichen::N,знак,സംജ്ഞ
256,Ruf::N,кліч,വിളി
257,Lärm::N,шум,ആരവം
258,Laut::N,гук,ശബ്ദം
259,Ton::N,гучанне,സ്വരഭേദം
260,Lied::N,песня,പാട്ട്
261,Ruhe::N,спакой,നിശ്ചലത
262,Leute::N,людзі,ജനങ്ങൾ
263,Volk::N,народ,രാഷ്ടം
264,Arbeit::N,праца,ജോലി
265,Arbeit::N,работа,ജോലി
266,Gast::N,госць,അതിലി
267,Geschenk::N,падарунак,സമ്മാനം
268,Spiel::N,гульня,കളി
269,Gesellschaft::N,таварыства,കൂട്ടായ്മ
270,Hilfe::N,дапамога,സഹായം
271,Freund::N,друг,സുഹൃത്ത്
272,Freund::N,сябар,സുഹൃത്ത്
273,Kamerad::N,прыяцель,കൂട്ടാളി
274,Angelegenheit::N,справа,കാര്യം
275,Anzahl::N,колькасць,എണ്ണം
276,Art::N,від,തരം
277,Stück::N,кусок,കഷണം
278,Stück::N,кавалак,കഷണം
279,Teil::N,частка,ഭാഗം
280,Hälfte::N,палова,പകുതി
281,Hälfte::N,палавіна,പകുതി
282,Kreis::N,круг,വൃത്തം
283,Kreuz::N,крыж,കുരിശടയാളം
284,Linie::N,лінія,വര
285,Linie::N,лінія,രേഖ
286,Strich::N,рыса,പക്ഷാഘാതം
287,Abstand::N,прамежак,വിടവ്
288,Entfernung::N,адлегласць,അകലം
289,Gegend::N,мясцовасць,പ്രദേശം
290,Platz::N,месца,ഇടം
291,Ort::N,месца,സ്ഥലം
292,Seite::N,бок,വശം
293,Mitte::N,сярэдзіна,മധ്യസ്ഥാനം
294,Gegenstand::N,прадмет,സാധനം
295,Sache::N,рэч,വസ്തു
296,Rand::N,край,തൊങ്ങൽ
297,Kante::N,руб,അറ്റം
298,Kante::N,кант,അറ്റം
299,Ecke::N,вугал,മൂല
300,Spitze::N,кончык,അഗ്രം
301,Ende::N,канец,അവസാനം
302,Loch::N,дзірка,ദ്വാരം
303,Winkel::N,вугал,കോൺ
304,Muster::N,узор,ക്രമം
305,Größe::N,памер,വലുപ്പം
306,Länge::N,даўжыня,നീളം
307,Höhe::N,вышыня,ഉയരം
308,Gewicht::N,вага,കട്ടി
309,Menge::N,колькасць,അളവ്
310,Haufen::N,куча,കൂമ്പാരം
311,Reihe::N,рад,വരി
312,Boot::N,лодка,ബോട്ട്
313,Ruder::N,вясло,പങ്കായം
314,Schlitten::N,сані,ഉരുളില്ലാവണ്ടി
315,Ski::N,лыжа,ഹിമപാദുകം
316,Lagerfeuer::N,вогнішча,തീ
317,Last::N,цяжар,ഭാരം
318,Gang::N,ход,നടത്തം
319,Schritt::N,шаг,ചുവട്
320,Schritt::N,крок,ചുവട്
321,Norden::N,поўнач,വടക്ക്
322,Süden::N,поўдзень,തെക്ക്
323,Westen::N,захад,പടിഞ്ഞാറ്
324,Osten::N,усход,കിഴക്ക്
325,Holz::N,дрэва,തടി
326,Holz::N,драўніна,തടി
327,Brett::N,дошка,ബോർഡ്
328,Platte::N,пліта,തകിട്
329,Stütze::N,падпорка,താങ്ങ്
330,Stange::N,жэрдка,കമ്പ്
331,Stock::N,палка,വടി
332,Stab::N,шост,കുറുവടി
333,Rohr::N,труба,കുഴൽ
334,Haus::N,дом,വീട്
335,Heim::N,дом,വീട്
336,Heim::N,хата,വീട്
337,Ofen::N,печ,സ്റ്റൌ
338,Fußboden::N,падлога,തറ
339,Tisch::N,стол,മേശ
340,Stuhl::N,стул,കസേര
341,Stuhl::N,крэсла,കസേര
342,Wiege::N,калыска,തൊട്ടിൽ
343,Bett::N,ложак,കിടക്ക
344,Bett::N,пасцель,കിടക്ക
345,Regal::N,паліца,ഷെൽഫ്
346,Kiste::N,скрынка,പെട്ടി
347,Fenster::N,акно,ജനൽ
348,Tür::N,дзверы,വാതിൽ
349,Tor::N,вароты,കവാടം
350,Zaun::N,агароджа,വേലി
351,Dach::N,дах,മേൽക്കുര
352,Leiter::N,лесвіца,ഏണി
353,Besen::N,мятла,ചൂല്
354,Spaten::N,лапата,തൂമ്പ
355,Spaten::N,жалязняк,തൂമ്പ
356,Schaufel::N,шуфлік,തൂമ്പ
357,Schaufel::N,лапатка,തൂമ്പ
358,Gabel::N,відэлец,മുൾക്കത്തി
359,Löffel::N,лыжка,സ്പൂൺ
360,Messer::N,нож,കത്തി
361,Nagel::N,цвік,ആണി
362,Netz::N,сетка,വല
363,Haken::N,крук,കൊളുത്ത്
364,Griff::N,ручка,കൈപ്പിടി
365,Schloss::N,замок,പൂട്ട്
366,Bild::N,карціна,ചിത്രം
367,Figur::N,фігура,കണക്ക്
368,Puppe::N,лялька,പാവ
369,Beutel::N,мяшок,ബാഗ്
370,Bündel::N,вязка,കെട്ട്
371,Tasche::N,торба,ബാഗ്
372,Eimer::N,вядро,ബക്കറ്റ്
373,Deckel::N,накрыўка,ഉറ
374,Geschirr::N,пасуда,പിഞ്ഞാണം
375,Sack::N,мех,ചാക്ക്
376,Tasse::N,кубак,കപ്പ്
377,Topf::N,каструля,പാത്രം
378,Kessel::N,кацёл,കെറ്റ്ല്
379,Essen::N,ежа,ആഹാരസമയം
380,Nahrung::N,харч,ഭക്ഷണം
381,Speise::N,страва,ഡിഷ്
382,Fleisch::N,мяса,മാംസം
383,Getreide::N,збожжа,ചോളം
384,Brei::N,каша,കഞ്ഞി
385,Brot::N,хлеб,റോട്ടി
386,Scheibe::N,луста,തുണ്ട്
387,Scheibe::N,скібка,തുണ്ട്
388,Fett::N,тлушч,കൊഴുപ്പ്
389,Butter::N,масла,വെണ്ണ
390,Öl::N,алей,എണ്ണ
391,Salz::N,соль,ഉപ്പ്
392,Suppe::N,суп,സൂപ്പ്
393,Honig::N,мёд,തേൻ
394,Milch::N,малако,പാൽ
395,Tee::N,чай,ചായ
396,Tee::N,гарбата,ചായ
397,Leder::N,скура,തുകൽ
398,Wolle::N,воўна,കമ്പിളി
399,Stoff::N,тканіна,തുണി
400,Nadel::N,іголка,സൂചി
401,Faden::N,нітка,നൂല്
402,Knopf::N,гузік,ബട്ടൺ
403,Knoten::N,вузел,കുരുക്ക്
404,Farbe::N,фарба,പെയിൻറ്
405,Kleidung::N,адзенне,വസ്ത്രങ്ങൾ
406,Hemd::N,кашуля,ഷർട്ട്
407,Kragen::N,каўнер,കുപ്പായക്കഴുത്ത്
408,Ärmel::N,рукаў,കുപ്പായക്കൈ
409,Hose::N,штаны,ട്രൌസർ
410,Gürtel::N,пояс,ബെൽറ്റ്
411,Mütze::N,шапка,തൊപ്പി
412,Schuh::N,чаравік,ഷൂ
413,Stiefel::N,бот,ബൂട്ട്
414,Ring::N,кольца,മോതിരം
415,Band::N,стужка,റിബൺ
416,Kamm::N,расчоска,ചീപ്പ്
417,Spiegel::N,люстра,കണ്ണാടി
418,Riemen::N,рэмень,സ്ട്രാപ്പ്
419,Schnur::N,вяроўка,ചരട്
420,Leine::N,павадок,കെട്ടാനുള്ള തോൽവാർ
421,Decke::N,коўдра,പുതപ്പ്
422,Kissen::N,падушка,തലയിണ
423,Tuch::N,хустка,സ്കാർഫ്
424,Handtuch::N,ручнік,തോർത്ത്
425,Kraft::N,сіла,ശക്തി
426,Stärke::N,моц,ശക്തി
427,Gesundheit::N,здароўе,ആരോഗ്യം
428,Krankheit::N,хвароба,അസുഖം
429,Schmerz::N,боль,വേദന
430,Wunde::N,рана,മുറിവ്
431,Fieber::N,гарачка,പനി
432,Fieber::N,ліхаманка,പനി
433,Arznei::N,лекі,മരുന്ന്
434,Brücke::N,мост,പാലം
435,Brunnen::N,калодзеж,കിണർ
436,Weide::N,паша,മേച്ചൽ
437,Pfad::N,сцежка,വഴി
438,Weg::N,шлях,വഴി
439,Weg::N,дарога,വഴി
440,Straße::N,вуліца,റോഡ്
441,Dorf::N,вёска,ഗ്രാമം
442,Stadt::N,горад,നഗരം
443,Brief::N,ліст,കത്ത്
444,Brief::N,пісьмо,കത്ത്
445,Buch::N,кніга,പുസ്തകം
446,Buchstabe::N,літара,അക്ഷരം
447,Zeitung::N,газета,വർത്തമാനപത്രം
448,Leben::N,жыццё,ജീവൻ
449,Tod::N,смерць,മരണം
450,Grab::N,магіла,ശവക്കുഴി
451,Kirche::N,касцёл,പള്ളി
452,Kirche::N,царква,പള്ളി
453,Sünde::N,грэх,പാപം
454,Gott::N,бог,ദൈവം
455,Arbeiter::N,рабочы,ജോലിക്കാരൻ
456,Chef::N,начальнік,മേധാവി
457,Meister::N,майстар,യജമാനൻ
458,Arzt::N,урач,ഡോക്ടർ
459,Lehrer::N,настаўнік,അധ്യാപകൻ
460,Geld::N,грошы,പണം
461,Geschäft::N,заняцце,ബിസിനസ്
462,Laden::N,крама,കട
463,Laden::N,магазін,കട
464,Preis::N,цана,വില
465,Ware::N,тавар,ചരക്ക്
466,Nutzen::N,выгада,ലാഭം
467,Reichtum::N,багацце,ധനം
468,Welt::N,свет,ലോകം
469,Land::N,краіна,രാജ്യം
470,Staat::N,дзяржава,രാജ്യം
471,König::N,кароль,രാജാവ്
472,Macht::N,улада,അധികാരം
473,Grenze::N,граніца,അതിർത്തി
474,Krieg::N,вайна,യുദ്ധം
475,Feind::N,вораг,ശത്രു
476,Gewalt::N,насілле,അക്രമം
477,Kampf::N,барацьба,പോരാട്ടം
478,Bogen[Waffe]::N,лук,വില്ല്
479,Pfeil::N,страла,അമ്പ്
480,Gewehr::N,ружжо,തോക്ക്
481,Fehler::N,памылка,പിശക്
482,Lüge::N,хлусня,കള്ളം
483,Schaden::N,шкода,കേടുപാട്
484,Unglück::N,ліха,ദൌർഭാഗ്യം
485,Unglück::N,бядота,ദൌർഭാഗ്യം
486,Schuld::N,віна,തെറ്റ്
487,Alter::N,узрост,വയസ്സ്
488,Schluss::N,канец,നിഗമനം
489,Zeit::N,час,സമയം
490,Tag::N,дзень,ദിവസം
491,Morgen::N,ранак,പ്രഭാതം
492,Morgen::N,раніца,പ്രഭാതം
493,Mittag::N,паўдня,ഉച്ച
494,Mittag::N,поўдзень,ഉച്ച
495,Abend::N,вечар,സായാഹ്നം
496,Nacht::N,ноч,രാത്രി
497,Woche::N,тыдзень,ആഴ്ച
498,Monat::N,месяц,മാസം
499,Jahr::N,год,വർഷം
500,Frühling::N,вясна,വസന്തം
501,Sommer::N,лета,വേനൽ
502,Herbst::N,восень,ശരത്കാലം
503,Winter::N,зіма,ശൈത്യം
504,Januar::N,студзень,ജനുവരി
505,Februar::N,люты,ഫെബ്രുവരി
506,März::N,сакавік,മാർച്ച്
507,April::N,красавік,ഏപ്രിൾ മാസം
508,Mai::N,май,മെയ് മാസം
509,Mai::N,травень,മെയ് മാസം
510,Juni::N,чэрвень,ജൂൺ
511,Juli::N,ліпень,ജൂലൈ
512,August::N,жнівень,ആഗസ്റ്റ്
513,September::N,верасень,സെപ്തംബർ
514,Oktober::N,кастрычнік,ഒക്ടോബർ
515,November::N,лістапад,നവംബർ
516,Dezember::N,снежань,ഡിസംബർ
517,Montag::N,панядзелак,തിങ്കളാഴ്ച
518,Dienstag::N,аўторак,ചൊവ്വ
519,Mittwoch::N,серада,ബുധനാഴ്ച
520,Donnerstag::N,чацвер,വ്യാഴാഴ്ച
521,Freitag::N,пятніца,വെള്ളിയാഴ്ച
522,Samstag::N,субота,ശനിയാഴ്ച
523,Sonntag::N,нядзеля,ഞായറാഴ്ച
524,groß::A,вялікі,വലിയ
525,klein::A,маленькі,ചെറിയ
526,lang::A,доўгі,നീണ്ട
527,kurz::A,кароткі,ഹ്രസ്വമായ
528,breit::A,шырокі,വിശാലമായ
529,schmal::A,вузкі,ഇടുങ്ങിയ
530,dicht::A,густы,നിബിഡമായ
531,dick[Gegenstand]::A,тоўсты,തടിച്ച
532,dünn::A,тонкі,മെലിഞ്ഞ
533,fein::A,тонкі,നേർത്ത
534,fest::A,моцны,ഉറപ്പുള്ള
535,flach::A,плоскі,പരന്ന
536,glatt::A,гладкі,മിനുസമുള്ള
537,hart::A,цвёрды,കട്ടിയുള്ള
538,weich::A,мяккі,മൃദുവായ
539,rund::A,круглы,വട്ടത്തിലുള്ള
540,spitz::A,спічасты,മുനയുള്ള
541,spitz::A,востраканцовы,മുനയുള്ള
542,scharf::A,востры,മൂർച്ചയുള്ള
543,stumpf::A,тупы,തുറന്നടിക്കുന്ന
544,schwer::A,цяжкі,ഭാരമുള്ള
545,schön::A,прыгожы,മനോഹരമായ
546,heiß::A,гарачы,ചൂടുള്ള
547,warm::A,цёплы,ചൂടുള്ള
548,kalt::A,холадны,തണുത്ത
549,kühl::A,халаднаваты,തണുപ്പുള്ള
550,frisch::A,свежы,ശുദ്ധമായ
551,feucht::A,вільготны,ഈറനുള്ള
552,nass::A,мокры,നനഞ്ഞ
553,trocken::A,сухі,വരണ്ട
554,voll::A,поўны,നിറയെ
555,leer::A,пусты,ഒഴിഞ്ഞ
556,offen::A,адкрыты,തുറന്ന
557,offen::A,адчынены,തുറന്ന
558,geschlossen::A,закрыты,അടച്ച
559,geschlossen::A,зачынены,അടച്ച
560,sauber::A,чысты,വൃത്തിയുള്ള
561,schmutzig::A,брудны,അഴുക്കുനിറഞ്ഞ
562,roh::A,сыры,അസംസ്കൃതമായ
563,reif::A,спелы,പഴുത്ത
564,lecker::A,смачны,രുചികരമായ
565,süß::A,салодкі,മധുരമുള്ള
566,bitter::A,горкі,കടുത്ത
567,sauer::A,кіслы,പുളിപ്പുള്ള
568,hell::A,светлы,ജ്വലിക്കുന്ന
569,dunkel::A,цёмны,ഇരുണ്ട
570,schwarz::A,чорны,കറുത്ത
571,weiß::A,белы,വെളുത്ത
572,rot::A,чырвоны,ചുവന്ന
573,gelb::A,жоўты,മഞ്ഞനിറമായ
574,blau::A,сіні,നീലനിറമുള്ള
575,grün::A,зялёны,പച്ചനിറമുള്ള
576,grau::A,шэры,ചാരനിറത്തിലുള്ള
577,bunt::A,пяресты,വർണ്ണശബളമായ
578,billig::A,танны,വിലകുറഞ്ഞ
579,teuer::A,дарагі,ചെലവേറിയ
580,wertvoll::A,цэнны,വിലപിടിപ്പുള്ള
581,wertvoll::A,каштоўны,വിലപിടിപ്പുള്ള
582,blind::A,сляпы,അന്ധനായ
583,taub::A,глухі,കേൾവിക്കുറവുള്ള
584,kräftig::A,магутны,ശക്തിയുള്ള
585,stark::A,сільны,ബലമുള്ള
586,schwach::A,слабы,ക്ഷീണിച്ച
587,fett::A,тлусты,കൊഴുപ്പുള്ള
588,schlank::A,стройны,മെലിഞ്ഞ
589,hübsch::A,чароўны,മനോഹരമായ
590,böse::A,злы,പാപിയായ
591,dumm::A,дурны,വിവരംകെട്ട
592,faul::A,лянівы,അലസനായ
593,fleißig::A,руплівы,അദ്ധ്വാനശീലമുള്ള
594,geizig::A,прагны,പിശുക്കനായ
595,klug::A,разумны,ബുദ്ധിസാമർഥ്യമുള്ള
596,geschickt::A,умелы,പ്രതിഭാശാലി
597,lieb::A,мілы,പ്രിയപ്പെട്ട
598,lustig::A,вясёлы,ആനന്ദകരമായ
599,sanft::A,ласкавы,സൌമ്യമായ
600,hungrig::A,галодны,വിശപ്പുള്ള
601,krank::A,хворы,അസുഖമുള്ള
602,nackt::A,голы,നഡമായ
603,traurig::A,сумны,വിഷമമുള്ള
604,lebendig::A,жывы,ഉപജീവനം
605,gut::A,добры,നല്ല
606,schlecht::A,кепскі,മോശമായ
607,richtig::A,правільны,ശരിയായ
608,schlimm::A,агідны,വൃത്തികെട്ട
609,wahr::A,сапраўдны,ശരിയായ
610,alt::A,стары,പഴയ
611,neu::A,новы,പുതിയ
612,ehemalig::A,былы,മുൻ
613,alt[Lebewesen]::A,стары,വയസ്സുള്ള
614,jung::A,малады,കൌമാരമായ
615,arm::A,бедны,പാവപ്പെട്ട
616,reich::A,багаты,സമ്പന്നമായ
617,bekannt::A,знаёмы,പരിചിതമായ
618,berühmt::A,славуты,പ്രശസ്തനായ
619,fremd::A,чужы,വൈദേശികമായ
620,verschieden::A,розны,വ്യത്യസ്തമായ
621,nah::A,блізкі,അരികത്തുള്ള
622,fern::A,далёкі,അകലെയുള്ള
623,linker::A,левы,അവശേഷിച്ച
624,rechter::A,правы,വലത്തേ
625,anderer::A,іншы,മറ്റുള്ള
626,anderer::A,другі,മറ്റുള്ള
627,erster::A,першы,ആദ്യത്തെ
628,zweiter::A,другі,രണ്ടാം
629,dritter::A,трэці,മൂന്നാമത്
630,letzter::A,апошні,അവസാനത്തെ
631,allein::ADV,сам,തനിച്ചുള്ള
632,allein::ADV,адзін,തനിച്ചുള്ള
633,auf einmal::ADV,адразу,ഉടന്
634,zusammen::ADV,разам,ഒരുമിച്ച
635,lange::ADV,доўга,നീണ്ട_കാലത്തേയ്ക്ക്
636,plötzlich::ADV,раптам,പെട്ടെന്ന്
637,sofort::ADV,зараз,തത്ക്ഷണം
638,später::ADV,пазней,പിന്നീട്
639,jetzt::ADV,цяпер,ഇപ്പോൾ
