,Concept_ID,lbe,de
120,Blatt::N,чӏапӏи,Blatt
121,Birke::N,кӏялахӏи,Birke
122,Birke::N,кӏялахӏилул мурхь,Birke
123,Kiefer[Baum]::N,ттар,Kiefer
124,Kiefer[Baum]::N,ттарлил мурхь,Kiefer
125,Weide[Baum]::N,щавщи,Weide
126,Tanne::N,ттарлил мурхь,Tanne
127,Horn::N,хъи,Horn
128,Feder::N,лелуххул тӏиму,Feder
129,Fell::N,бурчу,Fell
130,Flügel::N,хъа,Flügel
131,Flügel::N,ххурупӏайрал тӏиму,Flügel
132,Klaue::N,михь,Klaue
133,Kralle::N,ххяппа,Kralle
134,Schwanz::N,магъ,Schwanz
135,Ei::N,ккунук,Ei
136,Nest::N,кюру,Nest
137,Bau::N,цукъуккутӏ,Bau
138,Tier::N,хӏайван,Tier
139,Herde::N,газу,Herde
140,Kuh::N,оьл,Kuh
141,Bulle::N,ниц,Bulle
142,Pferd::N,чу,Pferd
143,Schaf::N,тта,Schaf
144,Schwein::N,дунгъуз,Schwein
145,Hund::N,ккаччи,Hund
146,Katze::N,ччиту,Katze
147,Bär::N,цуша,Bär
148,Eichhörnchen::N,бюрхттукку,Eichhörnchen
149,Elch::N,ниц-бюрин,Elch
150,Fuchs::N,цулчӏа,Fuchs
151,Fuchs::N,куча цулчӏа,Fuchs
152,Hase::N,бюрх,Hase
153,Maus::N,кӏулу,Maus
154,Wolf::N,барцӏ,Wolf
155,Vogel::N,лелуххи,Vogel
156,Schwarm::N,гьухъала,Schwarm
157,Huhn::N,аьнакӏи,Huhn
158,Hahn::N,ажари,Hahn
159,Gans::N,къаз,Gans
160,Adler::N,барзу,Adler
161,Ente::N,урдак,Ente
162,Eule::N,ису,Eule
163,Eule::N,ччиккумяв,Eule
164,Kranich::N,кьурукь,Kranich
165,Krähe::N,хъатӏу,Krähe
166,Kuckuck::N,ччикку,Kuckuck
167,Schwan::N,урттил къаз,Schwan
168,Fisch::N,чавахъ,Fisch
169,Schlange[Tier]::N,шатта,Schlange
170,Wurm::N,кьюнукьай шатта,Wurm
171,Spinne::N,ххялцу,Spinne
172,Ameise::N,митӏикьукьу,Ameise
173,Mücke::N,мичӏак,Mücke
174,Fliege::N,зимиз,Fliege
175,Schmetterling::N,чӏимучӏали,Schmetterling
176,Beere::N,хӏаллил ахъулсса,Beere
177,Apfel::N,гьивч,Apfel
178,Pilz::N,ттуккул иис,Pilz
179,Zwiebel::N,лаччул чсмусул бакӏ,Zwiebel
180,Saat::N,гьанна,Saat
181,Korn::N,къама,Korn
182,Heu::N,ххулув,Heu
183,Schale::N,ккиртту,Schale
184,Grube::N,кӏаланг,Grube
185,Falle::N,къатӏа,Falle
186,Schlinge::N,хӏатӏ,Schlinge
187,Spur::N,ша,Spur
188,Asche::N,лах,Asche
189,Dreck::N,кьяркьи,Dreck
190,Dreck::N,венп,Dreck
191,Eisen::N,мах,Eisen
192,Gold::N,муси,Gold
193,Silber::N,арцу,Silber
194,Kohle::N,кӏалаш,Kohle
195,Kohle::N,хъуручӏ,Kohle
196,Glas::N,пюрун,Glas
197,Lehm::N,сина аьрщи,Lehm
198,Sand::N,къун,Sand
199,Mensch::N,инсан,Mensch
200,Mann::N,чув,Mann
201,Mann::N,адимина,Mann
202,Frau::N,щарсса,Frau
203,Frau::N,хъамитайпа,Frau
204,Kind::N,чӏиви оьрчӏ,Kind
205,Junge::N,оьрчӏ,Junge
206,Junge::N,бурхьин оьрчӏ,Junge
207,Mädchen::N,душ,Mädchen
208,Familie::N,кулпат,Familie
209,Großvater::N,ттатта,Großvater
210,Großvater::N,ниттил ппу,Großvater
211,Großmutter::N,буттал нину,Großmutter
212,Eltern::N,нину-ппу,Eltern
213,Vater::N,ппу,Vater
214,Mutter::N,нину,Mutter
215,Sohn::N,арс,Sohn
216,Tochter::N,душ,Tochter
217,Bruder::N,уссу,Bruder
218,Schwester::N,ссу,Schwester
219,Onkel::N,буттауссу,Onkel
220,Tante::N,буттал ссу,Tante
221,Ehemann::N,лас,Ehemann
222,Ehefrau::N,щар,Ehefrau
223,Ehefrau::N,щарсса,Ehefrau
224,Freude::N,шадшиву,Freude
225,Freude::N,ххаришиву,Freude
226,Gelächter::N,хъяхъаву,Gelächter
227,Glück::N,талихӏ,Glück
228,Kummer::N,дард,Kummer
229,Wunsch::N,мурад,Wunsch
230,Lust::N,гьавас,Lust
231,Lust::N,ччаву,Lust
232,Geist::N,рухӏ,Geist
233,Gedanke::N,пикри,Gedanke
234,Gedächtnis::N,дакӏний личӏаву,Gedächtnis
235,Verstand::N,аькьлу,Verstand
236,Sinn::N,мяъна,Sinn
237,Grund::N,багьана,Grund
238,Wahrheit::N,тӏайламур,Wahrheit
239,Wahrheit::N,хӏакьмур,Wahrheit
240,Gespräch::N,ихтилат,Gespräch
241,Märchen::N,магьа,Märchen
242,Erzählung::N,хавар,Erzählung
243,Nachricht::N,хавар,Nachricht
244,Neuigkeit::N,хавар,Neuigkeit
245,Name::N,цӏа,Name
246,Rätsel::N,ссигьа,Rätsel
247,Rede::N,гъалгъа,Rede
248,Sprache::N,маз,Sprache
249,Stimme::N,чӏу,Stimme
250,Stimme::N,чӏукӏа,Stimme
251,Wort::N,махъ,Wort
252,Zeichen::N,лишан,Zeichen
253,Lärm::N,чӏу,Lärm
254,Laut::N,чӏу,Laut
255,Ton::N,чӏу,Ton
256,Lied::N,балай,Lied
257,Ruhe::N,дигьалагру,Ruhe
258,Leute::N,инсантал,Leute
259,Volk::N,ил,Volk
260,Volk::N,халкь,Volk
261,Arbeit::N,заву,Arbeit
262,Gast::N,хъамаличу,Gast
263,Geschenk::N,бухчакарши,Geschenk
264,Geschenk::N,лажинккакку,Geschenk
265,Spiel::N,тӏуркӏу,Spiel
266,Gesellschaft::N,жямат,Gesellschaft
267,Gesellschaft::N,ккуран,Gesellschaft
268,Hilfe::N,кумаг,Hilfe
269,Freund::N,дус,Freund
270,Kamerad::N,хӏаласу,Kamerad
271,Angelegenheit::N,иш,Angelegenheit
272,Anzahl::N,аьдад,Anzahl
273,Art::N,жинс,Art
274,Stück::N,касак,Stück
275,Teil::N,бутӏа,Teil
276,Hälfte::N,дачӏи,Hälfte
277,Kreis::N,кюрщан,Kreis
278,Kreuz::N,ххач,Kreuz
279,Linie::N,щва,Linie
280,Strich::N,щва,Strich
281,Abstand::N,манзил,Abstand
282,Entfernung::N,манзил,Entfernung
283,Gegend::N,кӏану,Gegend
284,Ort::N,кӏану,Ort
285,Seite::N,чул,Seite
286,Seite::N,чулухалу,Seite
287,Mitte::N,дя,Mitte
288,Gegenstand::N,зат,Gegenstand
289,Sache::N,зат,Sache
290,Rand::N,зума,Rand
291,Ecke::N,мурцӏу,Ecke
292,Spitze::N,мицӏ,Spitze
293,Ende::N,зума,Ende
294,Loch::N,ккутӏ,Loch
295,Winkel::N,мурцӏу,Winkel
296,Muster::N,накьич,Muster
297,Länge::N,лахъишиву,Länge
298,Höhe::N,лахъшиву,Höhe
299,Gewicht::N,дуццин,Gewicht
300,Gewicht::N,кӏушиву,Gewicht
301,Haufen::N,бакӏу,Haufen
302,Reihe::N,кьюкьа,Reihe
303,Boot::N,луткка,Boot
304,Ruder::N,весло,Ruder
305,Ruder::N,чӏатӏа,Ruder
306,Schlitten::N,чана,Schlitten
307,Schlitten::N,санкка,Schlitten
308,Ski::N,лижарду,Ski
309,Lagerfeuer::N,къавтӏн,Lagerfeuer
310,Last::N,гьиву,Last
311,Gang::N,нанаву,Gang
312,Schritt::N,ша,Schritt
313,Norden::N,ухссав,Norden
314,Norden::N,ухссавнил чулухалу,Norden
315,Süden::N,кьилва,Süden
316,Westen::N,баргълагавал,Westen
317,Westen::N,баргълагавал чул,Westen
318,Osten::N,баргъбуккай чулухалу,Osten
319,Holz::N,тӏама,Holz
320,Brett::N,тахта,Brett
321,Platte::N,гъуни,Platte
322,Stütze::N,гьалакӏу,Stütze
323,Stange::N,къазихъ,Stange
324,Stock::N,ттархь,Stock
325,Stab::N,ччантӏакъу,Stab
326,Rohr::N,бургъу,Rohr
327,Haus::N,къатта,Haus
328,Heim::N,къатта,Heim
329,Ofen::N,пач,Ofen
330,Fußboden::N,чӏанкъатта,Fußboden
331,Tisch::N,усттул,Tisch
332,Stuhl::N,кӏану,Stuhl
333,Wiege::N,оьрчӏал кӏану,Wiege
334,Bett::N,тах,Bett
335,Regal::N,чӏаму,Regal
336,Kiste::N,яшикӏ,Kiste
337,Kiste::N,къурши,Kiste
338,Fenster::N,чӏавахьулу,Fenster
339,Tür::N,нуз,Tür
340,Tür::N,нузкьун,Tür
341,Tor::N,къапу,Tor
342,Tor::N,дарваза,Tor
343,Zaun::N,дайгьузанну,Zaun
344,Dach::N,магъи,Dach
345,Dach::N,цӏиялу,Dach
346,Leiter::N,чуртту,Leiter
347,Besen::N,чӏатлу,Besen
348,Spaten::N,бил,Spaten
349,Schaufel::N,чӏатӏа,Schaufel
350,Gabel::N,гьиссилу,Gabel
351,Löffel::N,къуса,Löffel
352,Messer::N,чӏила,Messer
353,Nagel::N,мяр,Nagel
354,Netz::N,къери,Netz
355,Haken::N,къича,Haken
356,Griff::N,куяму,Griff
357,Schloss::N,кьункьула,Schloss
358,Bild::N,сурат,Bild
359,Puppe::N,ссихьу,Puppe
360,Beutel::N,чантай,Beutel
361,Bündel::N,гьи,Bündel
362,Bündel::N,къар,Bündel
363,Eimer::N,бадра,Eimer
364,Deckel::N,къапаза,Deckel
365,Geschirr::N,пюрунчӏул,Geschirr
366,Geschirr::N,тӏахӏникӏичӏу,Geschirr
367,Sack::N,къап,Sack
368,Sack::N,дарваг,Sack
369,Tasse::N,пижан,Tasse
370,Tasse::N,пинжан,Tasse
371,Tasse::N,инкираччатӏи,Tasse
372,Tasse::N,цинцилттал бушкъап,Tasse
373,Topf::N,кӏункӏур,Topf
374,Kessel::N,чаг,Kessel
375,Kessel::N,кӏункӏур,Kessel
376,Essen::N,дукия,Essen
377,Essen::N,дукин,Essen
378,Nahrung::N,дукра,Nahrung
379,Speise::N,дукра,Speise
380,Fleisch::N,дикӏ,Fleisch
381,Getreide::N,къама,Getreide
382,Brei::N,ккурч,Brei
383,Brot::N,ччатӏ,Brot
384,Scheibe::N,парча,Scheibe
385,Fett::N,аьгъушиву,Fett
386,Butter::N,нагь,Butter
387,Butter::N,лагаву,Butter
388,Salz::N,цӏву,Salz
389,Suppe::N,накь,Suppe
390,Honig::N,ницӏ,Honig
391,Milch::N,накӏ,Milch
392,Tee::N,чяй,Tee
393,Leder::N,бурчу,Leder
394,Wolle::N,ппал,Wolle
395,Stoff::N,янна,Stoff
396,Nadel::N,ххалаххи,Nadel
397,Faden::N,ххал,Faden
398,Knopf::N,банд,Knopf
399,Knoten::N,къурхъ,Knoten
400,Farbe::N,сир,Farbe
401,Kleidung::N,янна,Kleidung
402,Kleidung::N,лаххия,Kleidung
403,Hemd::N,гьухъа,Hemd
404,Kragen::N,дарвач,Kragen
405,Ärmel::N,кахха,Ärmel
406,Hose::N,хӏажак,Hose
407,Gürtel::N,мухӏлу,Gürtel
408,Mütze::N,кьяпа,Mütze
409,Stiefel::N,чакма,Stiefel
410,Ring::N,кӏисса,Ring
411,Band::N,линт,Band
412,Kamm::N,ттарал,Kamm
413,Spiegel::N,дагьани,Spiegel
414,Riemen::N,эн,Riemen
415,Schnur::N,хьхьа,Schnur
416,Decke::N,виргъан,Decke
417,Kissen::N,кӏаралу,Kissen
418,Tuch::N,карщи,Tuch
419,Handtuch::N,калихьу,Handtuch
420,Handtuch::N,лажинлихьу,Handtuch
421,Kraft::N,эллаж,Kraft
422,Stärke::N,гуж,Stärke
423,Gesundheit::N,цӏуллу-сагъшиву,Gesundheit
424,Krankheit::N,къашайшиву,Krankheit
425,Schmerz::N,къюву,Schmerz
426,Wunde::N,щаву,Wunde
427,Fieber::N,кӏиришиву,Fieber
428,Arznei::N,дару,Arznei
429,Brücke::N,ламу,Brücke
430,Brunnen::N,къуй,Brunnen
431,Weide::N,бизантту,Weide
432,Pfad::N,жегъир ххуллу,Pfad
433,Weg::N,ххуллу,Weg
434,Straße::N,ххуллу,Straße
435,Dorf::N,щар,Dorf
436,Dorf::N,шяравалу,Dorf
437,Stadt::N,шагьру,Stadt
438,Brief::N,чагъар,Brief
439,Buch::N,лу,Buch
440,Buchstabe::N,хӏарп,Buchstabe
441,Zeitung::N,кказит,Zeitung
442,Leben::N,оьрму,Leben
443,Tod::N,ажал,Tod
444,Tod::N,бивкӏу,Tod
445,Tod::N,ивчӏаву,Tod
446,Grab::N,гьав,Grab
447,Kirche::N,килиса,Kirche
448,Sünde::N,бунагъ,Sünde
449,Gott::N,зал,Gott
450,Arbeiter::N,зузала,Arbeiter
451,Chef::N,ялувма,Chef
452,Meister::N,усттар,Meister
453,Arzt::N,хӏакин,Arzt
454,Lehrer::N,учитель,Lehrer
455,Geld::N,арцу,Geld
456,Geschäft::N,даву,Geschäft
457,Laden::N,ттучан,Laden
458,Preis::N,багъа,Preis
459,Ware::N,хъус,Ware
460,Nutzen::N,хайр,Nutzen
461,Nutzen::N,мюнпат,Nutzen
462,Reichtum::N,давлат,Reichtum
463,Reichtum::N,аваданшиву,Reichtum
464,Welt::N,дуниял,Welt
465,Land::N,билаят,Land
466,Staat::N,паччахӏлугъ,Staat
467,Macht::N,власть,Macht
468,Grenze::N,дазу,Grenze
469,Krieg::N,дяъви,Krieg
470,Feind::N,душман,Feind
471,Gewalt::N,къия,Gewalt
472,Kampf::N,лачӏуи уккаву,Kampf
473,Bogen[Waffe]::N,ккуртта,Bogen
474,Pfeil::N,чӏатӏаракӏ,Pfeil
475,Gewehr::N,ттупанг,Gewehr
476,Fehler::N,гъалатӏ,Fehler
477,Lüge::N,щялмахъ,Lüge
478,Schaden::N,зарал,Schaden
479,Unglück::N,бала,Unglück
480,Schuld::N,тахсир,Schuld
481,Alter::N,оьрму,Alter
482,Schluss::N,ахир,Schluss
483,Zeit::N,чӏун,Zeit
484,Tag::N,кьини,Tag
485,Morgen::N,кӏюрх,Morgen
486,Mittag::N,ахттайн,Mittag
487,Mittag::N,дяахттайн,Mittag
488,Mittag::N,ахттайн чӏун,Mittag
489,Abend::N,маркӏачӏан,Abend
490,Nacht::N,хьхьу,Nacht
491,Woche::N,нюжмар,Woche
492,Monat::N,барз,Monat
493,Jahr::N,шин,Jahr
494,Frühling::N,инт,Frühling
495,Sommer::N,гъи,Sommer
496,Herbst::N,ссут,Herbst
497,Winter::N,кӏи,Winter
498,Januar::N,цалчинмур барз,Januar
499,Februar::N,кӏилчинмур барз,Februar
500,März::N,шамилчинмур барз,März
501,April::N,апрель,April
502,April::N,мукьилчинмур барз,April
503,Mai::N,май,Mai
504,Mai::N,ххюлчинмур барз,Mai
505,Juni::N,июнь,Juni
506,Juni::N,ряххилчинмур барз,Juni
507,Juli::N,июль,Juli
508,Juli::N,Арулчинмур барз,Juli
509,August::N,мяйлчинмур барз,August
510,September::N,урчӏилчинмур барз,September
511,Oktober::N,ацӏилчинмур барз,Oktober
512,November::N,ацӏния цалчинмур барз,November
513,Dezember::N,ацӏния кӏилчинмур барз,Dezember
514,Montag::N,итин,Montag
515,Montag::N,итин кьини,Montag
516,Dienstag::N,тталат,Dienstag
517,Dienstag::N,тталат кьини,Dienstag
518,Mittwoch::N,арвахӏ,Mittwoch
519,Donnerstag::N,хамис,Donnerstag
520,Freitag::N,нюжмар,Freitag
521,Freitag::N,нюжмар кьини,Freitag
522,Samstag::N,ххуллун,Samstag
523,Samstag::N,ххуллун кьини,Samstag
524,Sonntag::N,алхӏат,Sonntag
525,Sonntag::N,алхӏат кьини,Sonntag
526,groß::A,бугъарасса,groß
527,klein::A,чӏивисса,klein
528,lang::A,лахъисса,lang
529,kurz::A,кутӏасса,kurz
530,breit::A,уттасса,breit
531,schmal::A,уттакӏюласса,schmal
532,dicht::A,ццунсса,dicht
533,dick[Gegenstand]::A,ганзсса,dick
534,dünn::A,кӏюласса,dünn
535,fest::A,цӏакьсса,fest
536,fest::A,кьянкьасса,fest
537,flach::A,баягъисса,flach
538,flach::A,цӏубакъасса,flach
539,flach::A,куртӏ дакъасса,flach
540,glatt::A,дюрчӏусса,glatt
541,hart::A,кьянкьасса,hart
542,weich::A,кӏукӏлусса,weich
543,rund::A,ккурккисса,rund
544,spitz::A,ярксса,spitz
545,spitz::A,дайлсса,spitz
546,spitz::A,мицӏ бусса,spitz
547,scharf::A,ярксса,scharf
548,scharf::A,дайлсса,scharf
549,scharf::A,мицӏ бусса,scharf
550,stumpf::A,къуркъасса,stumpf
551,schwer::A,кӏусса,schwer
552,schön::A,аьнтӏикӏасса,schön
553,heiß::A,кӏирисса,heiß
554,warm::A,гъелисса,warm
555,kalt::A,дяркъусса,kalt
556,kühl::A,дюхлулсса,kühl
557,frisch::A,цӏусса,frisch
558,feucht::A,атилсса,feucht
559,feucht::A,хъавтусса,feucht
560,nass::A,атилсса,nass
561,nass::A,хъавтусса,nass
562,trocken::A,кьавкьсса,trocken
563,trocken::A,кьакьан бувсса,trocken
564,voll::A,бувцӏусса,voll
565,leer::A,бачӏвасса,leer
566,offen::A,тӏивтӏусса,offen
567,geschlossen::A,лавкьусса,geschlossen
568,sauber::A,марцӏсса,sauber
569,schmutzig::A,чапалсса,schmutzig
570,roh::A,шакъавхьсса,roh
571,reif::A,дирсса,reif
572,lecker::A,нахӏусса,lecker
573,lecker::A,тӏааьнсса,lecker
574,süß::A,нацӏусса,süß
575,bitter::A,кьурчӏисса,bitter
576,sauer::A,туршсса,sauer
577,hell::A,чаннасса,hell
578,dunkel::A,цӏансса,dunkel
579,schwarz::A,лухӏисса,schwarz
580,weiß::A,кӏяласса,weiß
581,rot::A,ятӏулсса,rot
582,gelb::A,хъахъисса,gelb
583,blau::A,някӏсса,blau
584,grün::A,щюлисса,grün
585,grau::A,оьрусса,grau
586,bunt::A,оьрчӏикӏурисса,bunt
587,billig::A,кьювкьусса,billig
588,teuer::A,ххирасса,teuer
589,wertvoll::A,багьасса,wertvoll
590,blind::A,мурчӏисса,blind
591,taub::A,къюкӏсса,taub
592,kräftig::A,гужсса,kräftig
593,stark::A,кьянкьасса,stark
594,schwach::A,заэвсса,schwach
595,fett::A,бучсса,fett
596,schlank::A,бювхъусса,schlank
597,hübsch::A,янусса,hübsch
598,böse::A,оьсса,böse
599,dumm::A,ахӏмакьсса,dumm
600,faul::A,танмалсса,faul
601,faul::A,курчӏилсса,faul
602,fleißig::A,хӏарачат бусса,fleißig
603,geizig::A,янттарцӏансса,geizig
604,klug::A,аькьлу бусса,klug
605,geschickt::A,паргалсса,geschickt
606,lieb::A,аьзизсса,lieb
607,lustig::A,тяхъасса,lustig
608,sanft::A,иминсса,sanft
609,hungrig::A,ккашилсса,hungrig
610,krank::A,къашавайсса,krank
611,nackt::A,кӏачӏасса,nackt
612,traurig::A,пашмансса,traurig
613,lebendig::A,уттавасса,lebendig
614,gut::A,ххуйсса,gut
615,schlecht::A,оьккисса,schlecht
616,richtig::A,саргъунсса,richtig
617,schlimm::A,оьккисса,schlimm
618,wahr::A,хӏакьсса,wahr
619,alt::A,кугьнасса,alt
620,neu::A,цӏусса,neu
621,ehemalig::A,хъхъичӏвасса,ehemalig
622,alt[Lebewesen]::A,агьилсса,alt
623,jung::A,чӏавасса,jung
624,jung::A,жагьилсса,jung
625,arm::A,мискинсса,arm
626,reich::A,авадансса,reich
627,bekannt::A,дусъсса,bekannt
628,berühmt::A,машгьурсса,berühmt
629,fremd::A,чил,fremd
630,verschieden::A,личӏи-личӏисса,verschieden
631,nah::A,гъансса,nah
632,fern::A,архсса,fern
633,linker::A,кияхсса,linker
634,linker::A,кюччахсса,linker
635,rechter::A,урчӏахсса,rechter
636,anderer::A,цамур,anderer
637,erster::A,цалчинмур,erster
638,erster::A,цалчиннсса,erster
639,zweiter::A,кӏилчиимур,zweiter
640,dritter::A,шамулчинмур,dritter
641,letzter::A,махъва-махъмур,letzter
642,allein::ADV,ялгъузну,allein
643,zusammen::ADV,цачӏу,zusammen
644,zusammen::ADV,архӏал,zusammen
645,lange::ADV,батӏи къабуклай,lange
646,lange::ADV,хъунмасса хӏаллай,lange
647,plötzlich::ADV,цакуну,plötzlich
648,sofort::ADV,мугьлат бакъа,sofort
649,später::ADV,махъ,später
650,jetzt::ADV,утти,jetzt
651,jetzt::ADV,цӏана,jetzt
652,heute::ADV,хӏакьину,heute
653,morgen::ADV,гьуит,morgen
654,morgen::ADV,гьунттий,morgen
655,dann::ADV,яла,dann
656,gestern::ADV,лахьхьу,gestern
657,damals::ADV,та чӏумал,damals
658,danach::ADV,яла,danach
659,vorher::ADV,хьхьнчӏ,vorher
660,vorher::ADV,хьхьичӏва,vorher
661,zuerst::ADV,бакӏрай,zuerst
662,zuerst::ADV,цӏу бутӏуй,zuerst
663,einmal::ADV,цал,einmal
664,manchmal::ADV,ваксса-таксса,manchmal
665,oft::ADV,чӏявуну,oft
666,immer::ADV,мудан,immer
667,immer::ADV,даиман,immer
668,niemals::ADV,тачӏав,niemals
669,hier::ADV,шикку,hier
670,hierhin::ADV,шиккун,hierhin
671,von hier::ADV,шичча,von hier
672,dort::ADV,гикку,dort
673,dorthin::ADV,тиккун,dorthin
674,geradeaus::ADV,тӏайланм,geradeaus
675,vorwärts::ADV,хьхьичӏунмай,vorwärts
676,rückwärts::ADV,махъа-хьхьичӏунмай,rückwärts
677,zurück::ADV,махъунмай,zurück
678,unten::ADV,лув,unten
679,hinab::ADV,бакӏ-ялавай,hinab
680,hinab::ADV,бакӏъялавай,hinab
681,oben::ADV,ялув,oben
682,hinauf::ADV,лавай,hinauf
683,überall::ADV,гьариий,überall
684,überall::ADV,хьу-хьуний,überall
685,überall::ADV,гьарца кӏанай,überall
686,nicht::ADV,къа-,nicht
687,ein wenig::ADV,чанни,ein wenig
688,ein wenig::ADV,ца чансса,ein wenig
689,kaum::ADV,дахьа,kaum
690,sehr::ADV,оьну,sehr
691,sehr::ADV,гужну,sehr
692,sehr::ADV,хъинну,sehr
693,so::ADV,укукн,so
694,noch::ADV,гьала,noch
695,noch::ADV,уттигу,noch
696,noch::ADV,цакьинва,noch
697,noch::ADV,ттигу-шилагу,noch
698,nur::ADV,анжагь,nur
699,wieder::ADV,цӏуницӏа,wieder
700,vergebens::ADV,аьдада,vergebens
701,vergebens::ADV,нахӏакь,vergebens
702,vor::PRP,хьхьичӏ,vor
703,hinter::PRP,махъ,hinter
704,unter::PRP,лув,unter
705,durch::PRP,-х,durch
706,neben::PRP,чӏарав,neben
707,zwischen::PRP,дянив,zwischen
708,wegen::PRP,цӏаний,wegen
709,dies::PRN,ва,dies
710,das::PRN,та,das
711,das::PRN,кӏа,das
712,das::PRN,га,das
713,alles::PRN,щала,alles
714,ich::PRN,на,ich
715,du::PRN,ина,du
716,er::PRN,му,er
717,wir::PRN,жу,wir
718,ihr::PRN,зу,ihr
719,was::FPRN,ци,was
720,wer::FPRN,цу,wer
721,wo::FADV,чув,wo
722,wohin::FADV,чун,wohin
723,wie::FADV,цукун,wie
724,warum::FADV,цан,warum
725,wieviel::FNUM,циксса,wieviel
726,eins::NUM,ца,eins
727,zwei::NUM,кӏива,zwei
