,Concept_ID,ba,es
778,geradeaus::ADV,тура,todo derecho
779,vorwärts::ADV,алға,adelante
780,rückwärts::ADV,кирегә,hacia atrás
781,zurück::ADV,кирегә,atrás
782,unten::ADV,түбәндә,abajo
783,hinab::ADV,түбәнгә,hacia abajo
784,oben::ADV,юғарыла,arriba
785,hinauf::ADV,юғарыға,hacia arriba
786,überall::ADV,бөтә урында,por todas partes
787,nicht::ADV,тугел,no
788,ein wenig::ADV,аҙ,un poco
789,kaum::ADV,көскә,apenas
790,kaum::ADV,саҡ-саҡ,apenas
791,sehr::ADV,ифат,muy
792,sehr::ADV,ифат,mucho
793,so::ADV,шулай,tan
794,noch::ADV,йәнә,aún
795,noch::ADV,йәнә,todavía
796,nur::ADV,бары,solamente
797,schon::ADV,инде,ya
798,wieder::ADV,тағы,de nuevo
799,vergebens::ADV,бушҡа,en vano
800,vor::PRP,алдында,antes de
801,vor::PRP,алдында,delante de
802,hinter::PRP,артында,tras
803,hinter::PRP,артында,detrás de
804,unter::PRP,аҫтында,bajo
805,unter::PRP,аҫтында,debajo de
806,durch::PRP,үтә,por
807,durch::PRP,үтә,a través de
808,neben::PRP,эргәһендә,al lado de
809,zwischen::PRP,араһында,entre
810,wegen::PRP,өсөн,por
811,wegen::PRP,өсөн,a causa de
812,wegen::PRP,сәбәпле,por
813,wegen::PRP,сәбәпле,a causa de
814,dies::PRN,был,esto
815,dies::PRN,ошо,esto
816,das::PRN,ул,eso
817,das::PRN,ул,esto
818,alles::PRN,бөтә,todo
819,ich::PRN,мин,yo
820,du::PRN,һин,tú
821,er::PRN,ул,él
822,wir::PRN,беҙ,nosotros
823,ihr::PRN,һеҙ,vosotros
824,sie::PRN,улар,ellos
825,was::FPRN,ә,qué
826,was::FPRN,ни,qué
827,was::FPRN,нәмә,qué
828,wer::FPRN,ҡем,quién
829,wo::FADV,ҡайҙа,dónde
830,wohin::FADV,ҡайҙа,adónde
831,wohin::FADV,ҡайҙа,hacia dónde
832,wie::FADV,инидәй,cómo
833,warum::FADV,ин өсөн,por qué
834,wieviel::FNUM,күпме,cuánto
835,eins::NUM,бер,uno
836,zwei::NUM,ике,dos
837,zwei::NUM,икәү,dos
838,drei::NUM,өс,tres
839,vier::NUM,дүрт,cuatro
840,fünf::NUM,биш,cinco
841,sechs::NUM,алты,seis
842,sieben::NUM,ете,siete
843,acht::NUM,һигеҙ,ocho
844,neun::NUM,туғыҙ,nueve
845,zehn::NUM,ун,diez
846,elf::NUM,ун бер,once
847,zwölf::NUM,ун ике,doce
848,zwanzig::NUM,егерме,veinte
849,dreißig::NUM,утыҙ,treinta
850,vierzig::NUM,ҡырҡ,cuarenta
851,fünfzig::NUM,илле,cincuenta
852,sechzig::NUM,алтмыш,sesenta
853,siebzig::NUM,етмеш,setenta
854,achtzig::NUM,һикһән,ochenta
855,neunzig::NUM,туҡһан,noventa
856,hundert::NUM,йөҙ,cien
857,hundert::NUM,йөҙ,ciento
858,tausend::NUM,мең,mil
859,und::CNJ,да,y
860,oder::CNJ,йәки,o
861,stehen::V,тороу,estar de pie
862,sitzen::V,ултырыу,estar sentado
863,liegen::V,ятыу,yacer
864,liegen::V,ятыу,estar acostado
865,hängen::V,аҫылынып тороу,pender
866,werden::V,булыу,hacerse
867,passieren::V,булыу,suceder
868,beginnen::V,башлау,iniciarse
869,beginnen::V,башлау,principiar
870,enden::V,бөтөү,acabar
871,enden::V,бөтөү,terminar
872,enden::V,тамамланыү,acabar
873,enden::V,тамамланыү,terminar
874,wechseln::V,үҙгәреү,variar
875,wechseln::V,үҙгәреү,alternar
876,aufgehen[Sonne]::V,ҡалҡыу,salir
877,untergehen[Sonne]::V,байыу,ponerse
878,untergehen[Sonne]::V,байыу,descender
879,scheinen[Sonne]::V,яҡтыртып тороу,brillar
880,donnern::V,күкрәү,tronar
881,wehen::V,иҫеү,soplar
882,strömen::V,ташыу,afluir
883,fließen::V,ағыу,fluir
884,fließen::V,ағыу,correr
885,sich drehen::V,әйләнеү,girar
886,schwanken::V,тирбәлеү,vacilar
887,schwingen::V,бәүетеү,oscilar
888,fallen::V,йығылыу,caer
889,brennen::V,яныу,arder
890,brennen::V,яныу,quemar
891,rauchen::V,төтәү,humear
892,rauchen::V,төтәү,echar humo
893,regnen::V,ямғыр яуа,llover
894,gefrieren::V,туңыү,helarse
895,tauen::V,иреү,deshelarse
896,schmelzen::V,иреү,fundirse
897,schmelzen::V,иреү,derretirse
898,trocknen::V,кибеү,secarse
899,sieden::V,ҡайнау,hervir
900,faulen::V,сереу,pudrirse
901,verfaulen::V,сереу,pudrirse
902,reißen::V,өҙөү,romperse
903,reißen::V,йыртылыу,romperse
904,versinken::V,батыу,hundirse
905,vergehen::V,үтеү,pasar
906,erscheinen::V,килеп сығыу,aparecer
907,verschwinden::V,юғалыу,desaparecer
908,sinken::V,түбәнәйеү,bajar
909,abnehmen::V,кәметеү,decrecer
910,abnehmen::V,кәметеү,disminuir
911,zunehmen::V,артыу,crecer
912,zunehmen::V,артыу,aumentar
913,steigen::V,күтәрелеү,subir
914,steigen::V,күтәрелеү,ascender
915,wachsen::V,үҫеү,crecer
916,glänzen::V,ялтырау,brillar
917,glänzen::V,ялтырау,resplandecer
918,funkeln::V,баҙлау,chispear
919,lärmen::V,шаулау,hacer ruido
920,läuten::V,ҡағыу,sonar
921,läuten::V,ҡағыу,repicar
922,klingeln::V,ҡағыу,tocar el timbre
923,klingeln::V,шылтыратыу,tocar el timbre
924,klirren::V,шылтыратыу,tintinear
925,brausen::V,ҡотороноу,zumbar
926,rauschen::V,шыптырлау,murmurar
927,klingen::V,яңғырау,sonar
928,bellen::V,өрөү,ladrar
929,heulen::V,олоу,ulular
930,blasen::V,өрөү,soplar
931,pfeifen::V,һызғырып ебәреү,silbar
932,schreien::V,ҡысҡырыу,gritar
933,stöhnen::V,уңғырашыу,gemir
934,zittern::V,ҡалтырау,temblar
935,leben::V,йәшәү,vivir
936,geboren werden::V,тыуыу,nacer
937,atmen::V,тын алыү,respirar
938,trinken::V,эсеү,beber
939,essen::V,ашау,comer
940,schlucken::V,йотоу,tragar
941,müde werden::V,арыу,cansarse
942,müde werden::V,арыу,fatigarse
943,einschlafen::V,йоҡлап китеү,dormirse
944,schlafen::V,йоҡлау,dormir
945,aufwachen::V,уяныу,despertarse
946,aufstehen::V,тороу,levantarse
947,sich erholen::V,ял итеү,reposar
948,sich erholen::V,ял итеү,descansar
949,krank werden::V,сирләү,caer enfermo
950,krank sein::V,сирләү,estar enfermo
951,schmerzen::V,ауыртыу,doler
952,husten::V,йүтәлләү,toser
953,genesen::V,һауығыу,convalecer
954,genesen::V,һауығыу,restablecerse
955,sterben::V,үлеү,morir
956,umkommen::V,һәләк булыу,perecer
957,sich bewegen::V,хәрәкәт итеү,moverse
958,sich rühren::V,ҡуҙғалыу,rebullir
959,sich erheben::V,тороу,levantarse
960,sich setzen::V,ултырыу,sentarse
961,hinfallen::V,ҡолау,caerse
962,laufen::V,йөрөү,andar
963,schreiten::V,атлау,proceder
964,spazierengehen::V,ял итеп йороү,pasear
965,spazierengehen::V,ял итеп йороү,pasearse
966,eilen::V,ашығыу,correr prisa
967,eilen::V,ҡабаланыу,correr prisa
968,sich beeilen::V,ашығыу,darse prisa
969,sich beeilen::V,ҡабаланыу,darse prisa
970,sausen::V,елеү,correr
971,rennen::V,йүгеп йөрөү,correr
972,springen::V,һикереү,saltar
973,klettern::V,үрмәләү,trepar
974,klettern::V,үрмәләү,escalar
975,klettern::V,үрмәләп менеү,trepar
976,klettern::V,үрмәләп менеү,escalar
977,schaukeln::V,сайҡалыу,bambolearse
978,kriechen::V,шыуышыу,reptar
979,kriechen::V,шыуышыу,arrastrarse
980,schwimmen::V,йоҙөү,nadar
981,tauchen::V,сумыу,bucear
982,tauchen::V,сумыу,sumergirse
983,rudern::V,ишеү,remar
984,fahren::V,йөрөү,ir
985,fliegen::V,осоу,volar
986,gehen::V,барыу,ir
987,gehen::V,барыу,andar
988,weggehen::V,китеү,irse
989,weggehen::V,китеү,marcharse
990,abfahren::V,сығыу,salir
991,abfahren::V,сығыу,partir
992,anhalten::V,тукталыу,parar
993,anhalten::V,тукталыу,pararse
994,hineingehen::V,инеү,entrar
995,eintreten::V,инеү,entrar
996,kommen::V,килеү,venir
997,ankommen::V,килеү,llegar
998,zurückkommen::V,ҡайтыу,volver
999,zurückkommen::V,ҡайтыу,regresar
1000,bleiben::V,ҡалыу,quedarse
1001,warten::V,көтөп тороу,esperar
1002,erwarten::V,көтөү,esperar
1003,suchen::V,эҙләү,buscar
1004,finden::V,табыу,hallar
1005,finden::V,табыу,encontrar
1006,versuchen::V,тырышып ҡарау,intentar
1007,vorbereiten::V,әҙерләү,preparar
1008,lieben::V,яратыу,amar
1009,lieben::V,яратыу,querer
1010,mögen::V,һөйөү,querer
1011,mögen::V,яратыу,querer
1012,lachen::V,көлөү,reír
1013,rühren::V,ҡағылыу,conmover
1014,weinen::V,илау,llorar
1015,schimpfen::V,һүгенеү,regañar
1016,schimpfen::V,тиргәнеү,regañar
1017,schimpfen::V,һуҡраныу,regañar
1018,sich ärgern::V,асыуланыу,enfadarse
1019,sich fürchten::V,ҡурҡыу,tener miedo
1020,fürchten::V,ҡурҡыу,temer
1021,fürchten::V,ҡурҡыу,tener miedo a
1022,fliehen::V,ҡасыу,huir
1023,flüchten::V,ҡасыу,escaparse
1024,sehen::V,күреү,ver
1025,anschauen::V,ҡарау,mirar
1026,ansehen::V,ҡарау,mirar
1027,ansehen::V,тикшереү,mirar
1028,hören::V,ишетеү,oír
1029,zuhören::V,тыңлау,escuchar
1030,probieren::V,татыу,probar
1031,probieren::V,татыу,degustar
1032,riechen::V,еҫкәү,oler
1033,fühlen::V,тойоу,sentir
1034,scheinen::V,кеүек күренеү,parecer
1035,scheinen::V,тойолоу,parecer
1036,zu sehen sein::V,күренеү,poder verse
1037,vernehmen::V,ишетеү,oír
1038,vernehmen::V,ишетеү,percibir
1039,frieren::V,туңыү,tener frío
1040,tun::V,яһау,hacer
1041,tun::V,әшләү,hacer
1042,können::V,алыу,poder
1043,können::V,мөмкин булыу,poder
1044,wollen::V,теләү,querer
1045,anfangen::V,башлау,iniciar
1046,beenden::V,бөтөрөү,acabar
1047,beenden::V,бөтөрөү,terminar
1048,beenden::V,тамамлау,acabar
1049,beenden::V,тамамлау,terminar
1050,aufhören::V,туктау,cesar
1051,gelingen::V,уңышлы булыу,salir bien
1052,geraten::V,булып сығыу,salir
1053,geraten::V,булып сығыу,dar resultado
1054,öffnen::V,асыу,abrir
1055,schließen::V,йомоу,cerrar
1056,stellen::V,ҡуйыу,poner
1057,stellen::V,ҡуйыу,colocar
1058,setzen::V,урынлаштырыу,poner
1059,setzen::V,урынлаштырыу,colocar
1060,legen::V,һалыу,poner
1061,berühren::V,тейеү,tocar
1062,berühren::V,ҡағылыу,tocar
1063,verbinden::V,ҡушыу,unir
1064,verbinden::V,ҡушыу,juntar
1065,verbinden::V,бәйләү,unir
1066,verbinden::V,бәйләү,juntar
1067,bedecken::V,ҡаплау,tapar
1068,bedecken::V,ҡаплау,cubrir
1069,aufhängen::V,элеү,colgar
1070,anzünden::V,тоҡандырыу,encender
1071,aufheben::V,мендереү,recoger
1072,zurücklassen::V,ҡалдырыу,dejar
1073,verlieren::V,юғалтыу,perder
1074,fallen lassen::V,төшөрөп ебәреү,dejar caer
1075,machen::V,яһау,hacer
1076,machen::V,эшләү,hacer
1077,herstellen::V,эшләп сығарыу,fabricar
1078,bauen::V,төҙөү,construir
1079,reparieren::V,төҙәтеү,reparar
1080,verbessern::V,яҡшыртыу,mejorar
1081,ändern::V,үҙгәртеү,mudar
1082,ändern::V,үҙгәртеү,modificar
1083,graben::V,ҡаҙыу,cavar
1084,beugen::V,бөгөү,doblar
1085,beugen::V,бөгөү,inclinar
1086,biegen::V,бөгөү,doblar
1087,drehen::V,өйрөлтөү,volver
1088,drehen::V,өйрөлтөү,hacer girar
1089,drehen::V,әйләндереү,volver
1090,drehen::V,әйләндереү,hacer girar
1091,wenden::V,әйләндереү,volver
1092,umdrehen::V,түңкәреү,revolver
1093,heben::V,күтәреү,levantar
1094,heben::V,мендереү,levantar
1095,hochheben::V,күтәреү,alzar
1096,ergreifen::V,тотоп алыу,coger
1097,halten::V,тотоу,tener
1098,drücken::V,ҡыҫыу,apretar
1099,schieben::V,этеү,empujar
1100,schieben::V,төртөү,empujar
1101,kratzen::V,ҡырыу,rascar
1102,lecken::V,ялау,lamer
1103,beißen::V,тешләү,morder
1104,abreißen::V,өҙөү,arrancar
1105,abschneiden::V,ҡырҡыу,cortar
1106,binden::V,бәйләү,atar
1107,stecken::V,ҡаҙау,meter
1108,brechen::V,боҙоу,romper
1109,brechen::V,боҙоу,quebrar
1110,klopfen::V,шаҡылдау,golpear
1111,hauen::V,туҡмау,pegar
1112,kleben::V,йәбештереү,pegar
1113,kleben::V,йәбештереү,encolar
1114,reiben::V,ыуыу,frotar
1115,reiben::V,ышҡыу,frotar
1116,streichen::V,яғыу,untar
1117,streichen::V,яғыу,recubrir
1118,schleifen::V,үткерләү,afilar
1119,schneiden::V,ҡырҡыу,cortar
1120,rütteln::V,һелкетеү,agitar
1121,schütteln::V,һелкетеү,agitar
1122,schütteln::V,һелкетеү,sacudir
1123,schwenken::V,болғау,menear
1124,schütten::V,ҡойоу,verter
1125,füllen::V,тултырыу,llenar
1126,einwickeln::V,төрөү,envolver
1127,tragen::V,алып барыу,llevar
1128,schleppen::V,һөйрәү,arrastrar
1129,ziehen::V,тартыу,tirar
1130,aufbewahren::V,һаҡлау,conservar
1131,werfen::V,ырғытыу,echar
1132,werfen::V,ырғытыу,lanzar
1133,fangen::V,тотоу,coger
1134,packen::V,етеү,agarrar
1135,packen::V,тотоп алыу,agarrar
1136,verstecken::V,йәшереү,esconder
1137,teilen::V,бүлеү,partir
1138,teilen::V,бүлеү,dividir
1139,schicken::V,ебәреү,enviar
1140,bringen::V,килтереү,traer
1141,hinzufügen::V,өтәү,añadir
1142,bekommen::V,алыу,obtener
1143,bekommen::V,алыу,conseguir
1144,erhalten::V,алыу,recibir
1145,nehmen::V,алыу,tomar
1146,wählen::V,һайлаү,elegir
1147,auswählen::V,һайлап алыу,escoger
1148,auswählen::V,һайлап алыу,seleccionar
1149,bewahren::V,һаҡлау,guardar
1150,bewahren::V,һаҡлау,preservar
1151,behindern::V,тотҡарлыҡ яһау,estorbar
1152,behindern::V,тотҡарлыҡ яһау,obstaculizar
1153,verderben::V,боҙоу,estropear
1154,beschädigen::V,боҙоу,deteriorar
1155,zerbrechen::V,ҡыйратыу,romper
1156,zerbrechen::V,ҡыйратыу,quebrar
1157,zerreißen::V,йыртыу,desgarrar
1158,zerreißen::V,йыртыу,despedazar
1159,zerstören::V,емереү,destruir
1160,zerstören::V,емереү,destrozar
1161,verbrennen::V,үртәү,quemar
1162,geben::V,биреү,dar
1163,reichen::V,биреү,pasar
1164,schenken::V,бүләк итеү,regalar
1165,versprechen::V,вәғәҙә биреү,prometer
1166,wünschen::V,теләу,desear
1167,loben::V,маҡтау,alabar
1168,küssen::V,үбеү,besar
1169,wiegen::V,бәүетеү,mecer
1170,wiegen::V,тирбәтеү,mecer
1171,zudecken::V,ҡаплау,tapar
1172,zudecken::V,ҡаплау,cubrir
1173,wecken::V,уятыу,despertar
1174,zeigen::V,күрһәтеү,mostrar
1175,führen::V,етәкләү,guiar
1176,führen::V,етәкләү,conducir
1177,lehren::V,уҡытыу,enseñar
1178,lehren::V,уҡытыу,instruir
1179,lehren::V,өйрәтеү,enseñar
1180,lehren::V,өйрәтеү,instruir
1181,unterrichten::V,уҡытыу,enseñar
1182,aufziehen::V,тәрбиәле,criar
1183,leiten::V,етәкләү,guiar
1184,leiten::V,етәкләү,dirigir
1185,leiten::V,етәкселек итеү,guiar
1186,leiten::V,етәкселек итеү,dirigir
1187,antreiben::V,ашыҡтырыу,impeler
1188,antreiben::V,ашыҡтырыу,impulsar
1189,lassen::V,мәжбүр итеү,hacer
1190,einladen::V,саҡырыу,invitar
1191,vereinigen::V,берләштереү,unir
1192,besuchen::V,килеп сығыу,visitar
1193,besuchen::V,килеп сығыу,ir a ver
1194,treffen::V,тойоү,encontrar
1195,treffen::V,осратыу,encontrar
1196,treffen::V,ҡаршылау,encontrar
1197,sich versammeln::V,йыйылыу,reunirse
1198,sich versammeln::V,йыйылыу,congregarse
1199,spielen::V,тартыу,jugar
1200,singen::V,йырлау,cantar
1201,tanzen::V,бейеү,bailar
1202,sich trennen::V,айырылышыу,separarse
1203,verlassen::V,ташлау,dejar
1204,verlassen::V,ташлау,abandonar
1205,verlassen::V,ташлап китеү,dejar
1206,verlassen::V,ташлап китеү,abandonar
1207,retten::V,ҡотҡарыу,salvar
1208,bewachen::V,һаҡлау,vigilar
1209,schützen::V,һаҡлау,proteger
1210,verteidigen::V,яҡлау,defender
1211,sich schlagen::V,һуғышыу,batirse
1212,schießen::V,атыу,tirar
1213,schießen::V,атыу,disparar
1214,siegen::V,еңеү,vencer
1215,ärgern::V,асыуландырыу,enojar
1216,ärgern::V,асыуландырыу,enfadar
1217,schlagen::V,бәреү,pegar
1218,schlagen::V,бәреү,golpear
1219,schlagen::V,туҡмау,pegar
1220,schlagen::V,туҡмау,golpear
1221,treten::V,тибеү,dar una patada a
1222,treten::V,типкеләү,dar una patada a
1223,stechen::V,сәнсеү,pinchar
1224,stoßen::V,этеү,empujar
1225,stoßen::V,төртөү,empujar
1226,stehlen::V,урлау,robar
1227,stehlen::V,урлау,hurtar
1228,stören::V,ҡамасаулау,molestar
1229,belästigen::V,бимазалау,molestar
1230,belästigen::V,бимазалау,importunar
1231,belästigen::V,ҡамасаулау,molestar
1232,belästigen::V,ҡамасаулау,importunar
1233,verbergen::V,йәшереү,ocultar
1234,verbergen::V,йәшереү,esconder
1235,täuschen::V,ултыртыу,engañar
1236,betrügen::V,алдау,engañar
1237,töten::V,үлтереү,matar
1238,wohnen::V,йәшәү,vivir
1239,wohnen::V,йәшәү,habitar
1240,arbeiten::V,эшләү,trabajar
1241,sammeln::V,йыйыу,recoger
1242,sammeln::V,йыйыу,coleccionar
1243,pflücken::V,өҙөү,coger
1244,jagen::V,аулау,cazar
1245,fischen::V,аулау,pescar
1246,fassen::V,тотоу,atrapar
1247,fassen::V,тотоу,capturar
1248,hüten::V,көтөү,guardar
1249,treiben::V,ҡыуыу,aballar
1250,anbinden::V,бәйләү,atar
1251,füttern::V,ашатыу,echar de comer
1252,melken::V,һауыү,ordeñar
1253,hacken::V,турау,picar
1254,hacken::V,турау,cortar
1255,hacken::V,тапау,picar
1256,hacken::V,тапау,cortar
1257,gießen::V,ҡойоу,regar
1258,reifen::V,өлғөрөү,madurar
1259,zubereiten::V,бешереү,preparar
1260,kochen::V,бешереү,cocer
1261,kochen::V,бешереү,guisar
1262,backen::V,бешереү,hornear
1263,backen::V,бешереү,cocer al horno
1264,braten::V,ҡурыу,asar
1265,braten::V,ҡурыу,freír
1266,umrühren::V,ҡатнаштырыу,remover
1267,stricken::V,бәйләү,hacer punto
1268,stricken::V,бәйләү,hacer calceta
1269,nähen::V,тегеү,coser
1270,färben::V,буяу,teñir
1271,färben::V,буяу,colorear
1272,reinigen::V,таҙартыу,limpiar
1273,waschen::V,йыуыу,lavar
1274,abwischen::V,һөртөү,fregar
1275,abwischen::V,һөртөү,limpiar
1276,spülen::V,сайҡау,aclarar
1277,spülen::V,сайҡау,enjuagar
1278,fegen::V,һепереү,barrer
1279,fegen::V,һепереү,pasar la escoba
1280,kehren::V,һепереү,barrer
1281,baden::V,һыу инеү,bañarse
1282,sich waschen::V,йыуыныу,lavarse
1283,ausziehen::V,сисеү,quitar
1284,ausziehen::V,сисеү,quitarse
1285,anziehen::V,кейеү,ponerse
1286,sich anziehen::V,кейенеү,vestirse
1287,kämmen::V,тарау,peinar
1288,schmücken::V,биҙәү,adornar
1289,sagen::V,әйтеү,decir
1290,sprechen::V,әйтеү,hablar
1291,sprechen::V,һөйләшеү,hablar
1292,reden::V,һөйләшеү,hablar
1293,reden::V,һөйләшеү,conversar
1294,sich unterhalten::V,әңгәмәләшеү,charlar
1295,sich unterhalten::V,әңгәмәләшеү,conversar
1296,fragen::V,һорау,preguntar
1297,bitten::V,үтенеү,rogar
1298,erzählen::V,һөйләү,contar
1299,mitteilen::V,әйтеү,comunicar
1300,mitteilen::V,әйтеү,participar
1301,nennen::V,атау,llamar
1302,nennen::V,атау,nombrar
1303,nennen::V,исемләү,llamar
1304,nennen::V,исемләү,nombrar
1305,rufen::V,саҡырыу,llamar
1306,prahlen::V,маҡтаныу,jactarse
1307,prahlen::V,шапырыныу,jactarse
1308,übersetzen::V,тәржемә итеү,traducir
1309,denken::V,уйлау,pensar
1310,glauben::V,ышаныу,creer
1311,bemerken::V,күреү,notar
1312,erkennen::V,таныу,reconocer
1313,begreifen::V,аңлау,concebir
1314,verstehen::V,аңлау,entender
1315,verstehen::V,аңлау,comprender
1316,lernen::V,өйрәнеү,aprender
1317,wissen::V,белеү,saber
1318,sich erinnern an::V,хәтергә алыу,recordar
1319,sich erinnern an::V,хәтергә алыу,acordarse de
1320,vergessen::V,онотоу,olvidar
1321,messen::V,үлсәү,medir
1322,zählen::V,һанау,contar
1323,rechnen::V,һанау,contar
1324,rechnen::V,һанау,calcular
1325,lesen::V,уҡыу,leer
1326,malen::V,һүрәт яһау,pintar
1327,malen::V,рәсем төшөрөү,pintar
1328,zeichnen::V,һүрәт яһау,dibujar
1329,zeichnen::V,рәсем төшөрөү,dibujar
1330,schreiben::V,яҙыу,escribir
1331,besitzen::V,биләү,poseer
1332,kaufen::V,һатып алыу,comprar
1333,verkaufen::V,һатыу,vender
1334,bezahlen::V,түләү,pagar
1335,zahlen::V,түләү,pagar
1336,beherrschen::V,биләү,dominar
1337,ertragen::V,түҙеү,soportar
