,Concept_ID,fr,az
829,manchmal::ADV,parfois,hərdənbir
830,manchmal::ADV,quelquefois,hərdənbir
831,oft::ADV,souvent,tez-tez
832,oft::ADV,souvent,çox vaxt
833,immer::ADV,toujours,daimi
834,immer::ADV,toujours,həmişə
835,niemals::ADV,ne ... jamais,əsla
836,niemals::ADV,ne ... jamais,heç bir zaman
837,hier::ADV,ici,bura
838,hier::ADV,ici,burada
839,hierhin::ADV,par ici,buraya
840,von hier::ADV,d'ici,buradan
841,dort::ADV,là,ora
842,dort::ADV,là,orada
843,dort::ADV,là-bas,ora
844,dort::ADV,là-bas,orada
845,dorthin::ADV,y,oraya
846,dorthin::ADV,par là,oraya
847,geradeaus::ADV,tout droit,düz
848,vorwärts::ADV,en avant,irəli
849,rückwärts::ADV,en arrière,geri
850,zurück::ADV,de retour,geriyə
851,unten::ADV,en bas,aşağıda
852,unten::ADV,au-dessous,aşağıda
853,hinab::ADV,en bas,aşağı
854,hinab::ADV,vers le bas,aşağı
855,oben::ADV,dessus,yuxarıda
856,oben::ADV,en haut,yuxarıda
857,hinauf::ADV,en haut,yuxarı
858,hinauf::ADV,vers le haut,yuxarı
859,überall::ADV,partout,hər yerdə
860,nicht::ADV,ne ... pas,-ma-
861,ein wenig::ADV,un peu,bir az
862,kaum::ADV,à peine,güclə
863,sehr::ADV,très,çox
864,so::ADV,si,belə
865,so::ADV,ainsi,belə
866,noch::ADV,encore,hələ
867,nur::ADV,seulement,yalnız
868,nur::ADV,ne ... que,yalnız
869,schon::ADV,déjà,artıq
870,wieder::ADV,de nouveau,yenə
871,vergebens::ADV,en vain,boş yerə
872,vor::PRP,devant,önündə
873,hinter::PRP,derrière,arxasında
874,unter::PRP,sous,altında
875,unter::PRP,au-dessous de,altında
876,durch::PRP,par,içindən
877,durch::PRP,à travers,içindən
878,neben::PRP,à côté de,yanında
879,zwischen::PRP,entre,arasında
880,wegen::PRP,à cause de,üçün
881,wegen::PRP,à cause de,ötəri
882,dies::PRN,ceci,bu
883,das::PRN,ce,o
884,das::PRN,cela,o
885,alles::PRN,tout,hər şey
886,ich::PRN,je,mən
887,ich::PRN,moi,mən
888,du::PRN,tu,sən
889,du::PRN,toi,sən
890,er::PRN,il,o
891,er::PRN,lui,o
892,wir::PRN,nous,biz
893,ihr::PRN,vous,siz
894,sie::PRN,ils,onlar
895,sie::PRN,elles,onlar
896,was::FPRN,que,nə
897,was::FPRN,quoi,nə
898,wer::FPRN,qui,kim
899,wo::FADV,où,harada
900,wohin::FADV,où,haraya
901,wie::FADV,comment,necə
902,warum::FADV,pourquoi,niyə
903,warum::FADV,pourquoi,nə üçün
904,wieviel::FNUM,combien,neçə
905,wieviel::FNUM,combien,nə qədər
906,eins::NUM,un,bir
907,zwei::NUM,deux,iki
908,drei::NUM,trois,üç
909,vier::NUM,quatre,dörd
910,fünf::NUM,cinq,beş
911,sechs::NUM,six,altı
912,sieben::NUM,sept,yeddi
913,acht::NUM,huit,səkkiz
914,neun::NUM,neuf,doqquz
915,zehn::NUM,dix,on
916,elf::NUM,onze,on bir
917,zwölf::NUM,douze,on iki
918,zwanzig::NUM,vingt,iyirmi
919,dreißig::NUM,trente,otuz
920,vierzig::NUM,quarante,qırx
921,fünfzig::NUM,cinquante,əlli
922,sechzig::NUM,soixante,altmış
923,siebzig::NUM,soixante-dix,yetmiş
924,achtzig::NUM,quatre-vingt,səksən
925,neunzig::NUM,quatre-vingt-dix,doxsan
926,hundert::NUM,cent,yüz
927,tausend::NUM,mille,min
928,und::CNJ,et,və
929,oder::CNJ,ou,ya
930,stehen::V,être debout,durmaq
931,sitzen::V,être assis,oturmaq
932,liegen::V,être couché,uzanmaq
933,hängen::V,pendre,asılmaq
934,werden::V,devenir,olmaq
935,passieren::V,se passer,olmaq
936,passieren::V,se passer,baş vermək
937,beginnen::V,commencer,başlamaq
938,enden::V,finir,bitmək
939,enden::V,se terminer,bitmək
940,wechseln::V,changer,dəyişmək
941,wechseln::V,alterner,dəyişmək
942,aufgehen[Sonne]::V,se lever,doğmaq
943,untergehen[Sonne]::V,se coucher,batmaq
944,scheinen[Sonne]::V,briller,parlamaq
945,donnern::V,tonner,guruldamaq
946,wehen::V,souffler,əsmək
947,strömen::V,affluer,axmaq
948,fließen::V,couler,axmaq
949,sich drehen::V,tourner,dönmək
950,schwanken::V,osciller,yellənmək
951,schwanken::V,chanceler,yellənmək
952,schwingen::V,vibrer,yellənmək
953,schwingen::V,osciller,yellənmək
954,fallen::V,tomber,düşmek
955,brennen::V,brûler,yanmaq
956,brennen::V,flamber,yanmaq
957,rauchen::V,fumer,tüstüləmək
958,regnen::V,pleuvoir,yağmaq
959,gefrieren::V,geler,donmaq
960,tauen::V,dégeler,ərimək
961,schmelzen::V,fondre,ərimək
962,trocknen::V,sécher,qurumaq
963,sieden::V,bouillir,qaynamaq
964,faulen::V,pourrir,çürümək
965,faulen::V,se putréfier,çürümək
966,verfaulen::V,pourrir,çürümək
967,reißen::V,rompre,yırtılmaq
968,reißen::V,se déchirer,yırtılmaq
969,versinken::V,s'enfoncer,batmaq
970,vergehen::V,passer,ötmək
971,erscheinen::V,apparaître,görünmək
972,verschwinden::V,disparaître,yox olmaq
973,sinken::V,descendre,enmək
974,sinken::V,s'abaisser,enmək
975,abnehmen::V,diminuer,azalmaq
976,zunehmen::V,augmenter,artmaq
977,steigen::V,monter,yüksəlmək
978,wachsen::V,croître,böyümək
979,glänzen::V,briller,parlamaq
980,funkeln::V,étinceler,parıldamaq
981,lärmen::V,faire du bruit,səs-küy etmək
982,läuten::V,sonner,çalmaq
983,klingeln::V,sonner,zəng etmək
984,klirren::V,cliqueter,cingildəmək
985,brausen::V,mugir,gurlamaq
986,rauschen::V,bruire,xışıldamaq
987,klingen::V,sonner,səslənmək
988,bellen::V,aboyer,hürmək
989,heulen::V,hurler,ulamaq
990,blasen::V,souffler,üfləmək
991,pfeifen::V,siffler,fit vermek
992,schreien::V,crier,bağırmaq
993,schreien::V,crier,qışqırmaq
994,stöhnen::V,gémir,inləmək
995,zittern::V,trembler,titrəmək
996,leben::V,vivre,yaşamaq
997,geboren werden::V,naître,doğmaq
998,atmen::V,respirer,nəfəs almaq
999,trinken::V,boire,içmek
1000,essen::V,manger,yemək
1001,schlucken::V,avaler,udmaq
1002,müde werden::V,se lasser,yorulmaq
1003,müde werden::V,se fatiguer,yorulmaq
1004,einschlafen::V,s'endormir,yuxuya getmək
1005,schlafen::V,dormir,uyumaq
1006,aufwachen::V,se réveiller,oyanmaq
1007,aufstehen::V,se lever,yuxudan durmaq
1008,sich erholen::V,se reposer,dincəlmək
1009,sich erholen::V,se détendre,dincəlmək
1010,krank werden::V,tomber malade,xəstə olmaq
1011,krank sein::V,être malade,azarlanmaq
1012,krank sein::V,être malade,xəstələnmək
1013,schmerzen::V,faire mal,ağrimaq
1014,husten::V,tousser,öksürmək
1015,genesen::V,guérir,sağalmaq
1016,genesen::V,se remettre,sağalmaq
1017,sterben::V,mourir,ölmək
1018,sterben::V,mourir,vəfat etmək
1019,umkommen::V,périr,həlak olmaq
1020,sich bewegen::V,bouger,hərəkət etmək
1021,sich rühren::V,broncher,tərpənmək
1022,sich erheben::V,se lever,qalxmaq
1023,sich setzen::V,s'asseoir,oturmaq
1024,hinfallen::V,tomber,yıxılmaq
1025,laufen::V,marcher,yerimək
1026,laufen::V,aller à pied,yerimək
1027,schreiten::V,marcher,addım atmaq
1028,spazierengehen::V,se promener,gəzmək
1029,eilen::V,courir,atılmaq
1030,sich beeilen::V,se hâter,tələsmək
1031,sich beeilen::V,se dépêcher,tələsmək
1032,sausen::V,filer,çırpmaq
1033,rennen::V,courir,qaçmaq
1034,springen::V,sauter,sıçramaq
1035,klettern::V,grimper,dırmanmaq
1036,schaukeln::V,se balancer,sallanmaq
1037,kriechen::V,ramper,sürünmək
1038,schwimmen::V,nager,üzmek
1039,tauchen::V,plonger,dalmaq
1040,rudern::V,ramer,avarlamaq
1041,fahren::V,aller,sürmək
1042,fahren::V,rouler,sürmək
1043,fliegen::V,voler,uçmaq
1044,gehen::V,aller,getmək
1045,weggehen::V,s'en aller,getmək
1046,abfahren::V,partir,yola düşmək
1047,anhalten::V,s'arrêter,saxlamaq
1048,hineingehen::V,entrer,girmək
1049,eintreten::V,entrer,girmək
1050,eintreten::V,entrer,daxil olmaq
1051,kommen::V,venir,gəlmək
1052,ankommen::V,arriver,gəlib çatmaq
1053,zurückkommen::V,revenir,qayıtmaq
1054,bleiben::V,rester,qalmaq
1055,bleiben::V,demeurer,qalmaq
1056,warten::V,attendre,gözləmək
1057,erwarten::V,attendre,bəkləmək
1058,suchen::V,chercher,aramaq
1059,suchen::V,chercher,axtarmaq
1060,finden::V,trouver,tapmaq
1061,versuchen::V,essayer,çalışmaq
1062,vorbereiten::V,préparer,hazırlamaq
1063,lieben::V,aimer,sevmək
1064,mögen::V,aimer,xoşlamaq
1065,mögen::V,vouloir,xoşlamaq
1066,lachen::V,rire,gülmək
1067,rühren::V,toucher,həyəcanlandırmaq
1068,rühren::V,attendrir,həyəcanlandırmaq
1069,weinen::V,pleurer,ağlamaq
1070,schimpfen::V,gronder,küfr etmək
1071,sich ärgern::V,se fâcher,acıqlanmaq
1072,sich fürchten::V,avoir peur,qorxmaq
1073,fürchten::V,craindre,qorxmaq
1074,fürchten::V,avoir peur de,qorxmaq
1075,fliehen::V,fuir,qaçmaq
1076,flüchten::V,s'enfuir,qaçmaq
1077,sehen::V,voir,görmək
1078,anschauen::V,regarder,baxmaq
1079,ansehen::V,regarder,baxmaq
1080,hören::V,entendre,duymaq
1081,hören::V,entendre,eşitmək
1082,zuhören::V,écouter,dinləmək
1083,probieren::V,goûter,dadına baxmaq
1084,riechen::V,sentir,qoxlamaq
1085,fühlen::V,sentir,duymaq
1086,scheinen::V,sembler,görünmək
1087,scheinen::V,paraître,görünmək
1088,zu sehen sein::V,se voir,görünmək
1089,zu sehen sein::V,être visible,görünmək
1090,vernehmen::V,entendre,eşitmək
1091,vernehmen::V,percevoir,eşitmək
1092,frieren::V,avoir froid,üşümək
1093,tun::V,faire,etmək
1094,können::V,savoir,bilmək
1095,können::V,savoir,bacarmaq
1096,können::V,pouvoir,bilmək
1097,können::V,pouvoir,bacarmaq
1098,wollen::V,vouloir,istəmək
1099,anfangen::V,commencer,başlamaq
1100,beenden::V,finir,bitirmək
1101,beenden::V,terminer,bitirmək
1102,aufhören::V,cesser,bitmək
1103,aufhören::V,cesser,qurtarmaq
1104,aufhören::V,arrêter,bitmək
1105,aufhören::V,arrêter,qurtarmaq
1106,gelingen::V,réussir,müvəffəq olmaq
1107,geraten::V,réussir,düşmək
1108,öffnen::V,ouvrir,açmaq
1109,schließen::V,fermer,qapamaq
1110,stellen::V,poser,qoymaq
1111,stellen::V,mettre,qoymaq
1112,setzen::V,placer,oturtmaq
1113,legen::V,placer,qoymaq
1114,berühren::V,toucher,toxunmaq
1115,verbinden::V,lier,bağlamaq
1116,bedecken::V,couvrir,örtmək
1117,aufhängen::V,accrocher,asmaq
1118,anzünden::V,allumer,yandırmaq
1119,aufheben::V,ramasser,qaldırmaq
1120,zurücklassen::V,laisser,buraxmaq
1121,verlieren::V,perdre,itirmək
1122,fallen lassen::V,lâcher,düşürmək
1123,fallen lassen::V,laisser tomber,düşürmək
1124,machen::V,faire,etmək
1125,herstellen::V,produire,istehsal etmək
1126,herstellen::V,fabriquer,istehsal etmək
1127,bauen::V,bâtir,tikmək
1128,bauen::V,construire,tikmək
1129,reparieren::V,réparer,təmir etmək
1130,verbessern::V,améliorer,düzəltmək
1131,ändern::V,changer,dəyişdirmək
1132,ändern::V,modifier,dəyişdirmək
1133,graben::V,creuser,qazımaq
1134,beugen::V,plier,əymək
1135,beugen::V,ployer,əymək
1136,biegen::V,courber,bükmək
1137,drehen::V,tordre,döndərmək
1138,drehen::V,tourner,döndərmək
1139,wenden::V,retourner,çevirmək
1140,umdrehen::V,tourner,çevirmək
1141,heben::V,soulever,qaldırmaq
1142,hochheben::V,lever,qaldırmaq
1143,ergreifen::V,saisir,tutmaq
1144,ergreifen::V,prendre,tutmaq
1145,halten::V,tenir,saxlamaq
1146,drücken::V,presser,sıxmaq
1147,schieben::V,pousser,sürmək
1148,kratzen::V,gratter,qaşımaq
1149,kratzen::V,égratigner,qaşımaq
1150,lecken::V,lécher,yalamaq
1151,beißen::V,mordre,dişləmək
1152,abreißen::V,arracher,qoparmaq
1153,abschneiden::V,couper,ayırmaq
1154,binden::V,lier,bağlamaq
1155,binden::V,attacher,bağlamaq
1156,stecken::V,enfoncer,soxmaq
1157,brechen::V,rompre,qırmaq
1158,klopfen::V,frapper,sındırmaq
1159,hauen::V,frapper,vurmaq
1160,kleben::V,coller,apışdırmaq
1161,reiben::V,frotter,ovmaq
1162,streichen::V,empâter,sürtmək
1163,schleifen::V,affiler,bülövləmək
1164,schleifen::V,aiguiser,bülövləmək
1165,schneiden::V,couper,kəsmək
1166,schneiden::V,trancher,kəsmək
1167,rütteln::V,cahoter,sirkələmək
1168,schütteln::V,secouer,çalxalamaq
1169,schwenken::V,agiter,yelləmək
1170,schütten::V,verser,tökmək
1171,füllen::V,remplir,doldurmaq
1172,einwickeln::V,envelopper,sarımaq
1173,tragen::V,porter,daşımaq
1174,schleppen::V,traîner,sürükləmək
1175,ziehen::V,tirer,çəkmək
1176,aufbewahren::V,garder,gizlətmək
1177,aufbewahren::V,conserver,gizlətmək
1178,werfen::V,jeter,atmaq
1179,werfen::V,lancer,atmaq
1180,fangen::V,attraper,tutmaq
1181,packen::V,agripper,yaxalamaq
1182,verstecken::V,cacher,gizlətmək
1183,teilen::V,diviser,bölmək
1184,schicken::V,envoyer,yollamaq
1185,schicken::V,envoyer,göndərmək
1186,bringen::V,apporter,gətirmək
1187,hinzufügen::V,ajouter,əlavə etmək
1188,bekommen::V,obtenir,almaq
1189,bekommen::V,obtenir,əldə etmək
1190,erhalten::V,recevoir,almaq
1191,nehmen::V,prendre,almaq
1192,wählen::V,choisir,seçmək
1193,auswählen::V,choisir,arımaq
1194,auswählen::V,sélectionner,arımaq
1195,bewahren::V,préserver,qorumaq
1196,behindern::V,gêner,mane olmaq
1197,verderben::V,gâter,pozmaq
1198,verderben::V,corrompre,pozmaq
1199,beschädigen::V,endommager,zədələmək
1200,zerbrechen::V,casser,qırmaq
1201,zerbrechen::V,casser,sındırmaq
1202,zerreißen::V,déchirer,yırtmaq
1203,zerstören::V,détruire,dağıtmaq
1204,verbrennen::V,brûler,yandırmaq
1205,geben::V,donner,vermək
1206,reichen::V,tendre,uzatmaq
1207,schenken::V,offrir,vermək
1208,versprechen::V,promettre,vəd vermək
1209,wünschen::V,souhaiter,arzulamaq
1210,loben::V,louer,tərifləmək
1211,küssen::V,embrasser,öpmək
1212,wiegen::V,bercer,tərpətmək
1213,zudecken::V,couvrir,örtmək
1214,wecken::V,éveiller,oyatmaq
1215,wecken::V,réveiller,oyatmaq
1216,zeigen::V,montrer,göstərmək
1217,zeigen::V,faire voir,göstərmək
1218,führen::V,guider,rəhbərlik etmək
1219,lehren::V,apprendre,öyrətmək
1220,unterrichten::V,instruire,öyrətmək
1221,unterrichten::V,instruire,dərs vermək
1222,aufziehen::V,élever,tərbiyə etmək
1223,leiten::V,diriger,idarə etmək
1224,leiten::V,conduire,idarə etmək
1225,antreiben::V,pousser,bizləmək
1226,lassen::V,faire,-tırmaq
1227,einladen::V,inviter,dəvət etmək
1228,vereinigen::V,unir,birləşdirmək
1229,vereinigen::V,réunir,birləşdirmək
1230,besuchen::V,visiter,baş çəkmək
1231,besuchen::V,visiter,ziyarət etmək
1232,besuchen::V,aller voir,baş çəkmək
1233,besuchen::V,aller voir,ziyarət etmək
1234,treffen::V,rencontrer,rastlaşmaq
1235,treffen::V,rencontrer,rast gəlmək
1236,sich versammeln::V,s'assembler,toplanmaq
1237,spielen::V,jouer,oynamaq
1238,singen::V,chanter,oxumaq
1239,tanzen::V,danser,oynamaq
1240,tanzen::V,danser,rəqs etmək
1241,sich trennen::V,se séparer,ayrılmaq
1242,verlassen::V,quitter,tərk etmək
1243,retten::V,sauver,xilas etmək
1244,bewachen::V,garder,gözətmək
1245,schützen::V,protéger,qorumaq
1246,verteidigen::V,défendre,qorumaq
1247,sich schlagen::V,se taper,döyüşmək
1248,schießen::V,tirer,atmaq
1249,schießen::V,tirer,atəş açmaq
1250,siegen::V,vaincre,yenmək
1251,ärgern::V,agacer,acışdırmaq
1252,schlagen::V,battre,döymək
1253,schlagen::V,frapper,döymək
1254,treten::V,botter,təpmək
1255,treten::V,donner un coup de pied à,təpmək
1256,stechen::V,piquer,soxmaq
1257,stoßen::V,heurter,itələmək
1258,stehlen::V,voler,çalmaq
1259,stehlen::V,voler,oğurlamaq
1260,stören::V,gêner,pozmaq
1261,stören::V,déranger,pozmaq
1262,belästigen::V,molester,narahat etmək
1263,belästigen::V,importuner,narahat etmək
1264,verbergen::V,cacher,gizləmək
1265,verbergen::V,dissimuler,gizləmək
1266,täuschen::V,abuser,aldatmaq
1267,täuschen::V,tromper,aldatmaq
1268,betrügen::V,duper,aldatmaq
1269,betrügen::V,frauder,aldatmaq
1270,töten::V,tuer,öldürmək
1271,wohnen::V,habiter,yaşamaq
1272,wohnen::V,demeurer,yaşamaq
1273,arbeiten::V,travailler,işləmək
1274,arbeiten::V,travailler,çalışmaq
1275,sammeln::V,collectionner,yığmaq
1276,sammeln::V,collectionner,toplamaq
1277,pflücken::V,cueillir,qoparmaq
1278,jagen::V,chasser,ovlamaq
1279,fischen::V,pêcher,balıq tutmaq
1280,fassen::V,capturer,tutmaq
1281,hüten::V,garder,güdmək
1282,treiben::V,mener,haylamaq
1283,anbinden::V,attacher,bağlamaq
1284,füttern::V,faire manger,bəsləmək
1285,melken::V,traire,sağmaq
1286,hacken::V,fendre,yarmaq
1287,gießen::V,arroser,sulamaq
1288,reifen::V,mûrir,dəymək
1289,zubereiten::V,préparer,bişirmək
1290,kochen::V,cuire,qaynatmaq
1291,backen::V,cuire,bişirmək
1292,braten::V,rôtir,qızartmaq
1293,umrühren::V,remuer,qarışdırmaq
1294,stricken::V,tricoter,hörmək
1295,nähen::V,coudre,tikmək
1296,färben::V,teindre,boyamaq
1297,reinigen::V,nettoyer,təmizləmək
1298,waschen::V,laver,yumaq
1299,abwischen::V,essuyer,silmək
1300,spülen::V,rincer,çalxamaq
1301,fegen::V,balayer,süpürmək
1302,kehren::V,balayer,süpürmək
1303,baden::V,se baigner,çimmək
1304,sich waschen::V,se laver,yuyunmaq
1305,ausziehen::V,ôter,soyunmaq
1306,ausziehen::V,enlever,soyunmaq
1307,anziehen::V,mettre,geymək
1308,sich anziehen::V,s'habiller,geyinmək
1309,kämmen::V,peigner,daramaq
1310,schmücken::V,orner,bəzəmək
1311,schmücken::V,décorer,bəzəmək
1312,sagen::V,dire,demək
1313,sagen::V,dire,söymek
1314,sprechen::V,parler,danışmaq
1315,reden::V,parler,danışmaq
1316,sich unterhalten::V,bavarder,söhbət etmək
1317,sich unterhalten::V,s'entretenir,söhbət etmək
1318,fragen::V,demander,soruşmaq
1319,bitten::V,prier,diləmək
1320,bitten::V,prier,xahiş etmək
1321,erzählen::V,raconter,bəhs etmək
1322,mitteilen::V,communiquer,bildirmək
1323,nennen::V,nommer,adlandırmaq
1324,nennen::V,appeler,adlandırmaq
1325,rufen::V,appeler,çağırmaq
1326,prahlen::V,se vanter,öyünmək
1327,übersetzen::V,traduire,tərcümə etmək
1328,denken::V,penser,düşünmək
1329,denken::V,penser,fikirləşmək
1330,glauben::V,croire,inanmaq
1331,bemerken::V,remarquer,qeyd etmək
1332,bemerken::V,apercevoir,qeyd etmək
1333,erkennen::V,reconnaître,tanımaq
1334,begreifen::V,concevoir,anlamaq
1335,verstehen::V,entendre,duymaq
1336,verstehen::V,comprendre,duymaq
1337,lernen::V,apprendre,öyrənmək
1338,wissen::V,savoir,bilmək
1339,sich erinnern an::V,se souvenir de,xatırlamaq
1340,vergessen::V,oublier,unutmaq
1341,messen::V,mesurer,ölçmək
1342,zählen::V,compter,saymaq
1343,rechnen::V,calculer,hesablamaq
1344,lesen::V,lire,oxumaq
1345,malen::V,peindre,şəkil çəkmək
1346,zeichnen::V,dessiner,cızmaq
1347,schreiben::V,écrire,yazmaq
1348,besitzen::V,posséder,yiyələnmək
1349,besitzen::V,posséder,malik olmaq
1350,kaufen::V,acheter,satın almaq
1351,verkaufen::V,vendre,satmaq
1352,bezahlen::V,payer,ödəmək
1353,zahlen::V,payer,ödəmək
1354,beherrschen::V,dominer,idarə etmək
1355,beherrschen::V,maîtriser,idarə etmək
1356,ertragen::V,tolérer,dözmək
1357,ertragen::V,supporter,dözmək
