,Concept_ID,lez,fr
333,Strich::N,цӏар,trait
334,Abstand::N,ара,écart
335,Entfernung::N,мензил,distance
336,Gegend::N,чка,région
337,Gegend::N,чка,contrée
338,Platz::N,ара,place
339,Ort::N,чка,lieu
340,Ort::N,чка,endroit
341,Seite::N,пад,côté
342,Mitte::N,юкь,milieu
343,Gegenstand::N,затӏ,objet
344,Sache::N,шей,chose
345,Sache::N,затӏ,chose
346,Rand::N,къерех,bord
347,Kante::N,син,arête
348,Ecke::N,пӏипӏ,coin
349,Ecke::N,пӏипӏ,tournant
350,Spitze::N,кӏвенкӏв,cime
351,Spitze::N,кӏвенкӏв,pointe
352,Ende::N,кьил,bout
353,Loch::N,тӏеквен,trou
354,Winkel::N,пӏипӏ,coin
355,Winkel::N,пӏипӏ,réduit
356,Muster::N,гишир,dessin
357,Größe::N,кьадар,grandeur
358,Länge::N,яргъивал,longueur
359,Höhe::N,кьакьанвал,hauteur
360,Höhe::N,кьакьанвал,altitude
361,Gewicht::N,заланвал,poids
362,Menge::N,кьадар,quantité
363,Haufen::N,хара,tas
364,Reihe::N,жерге,file
365,Reihe::N,жерге,rangée
366,Boot::N,луьткве,canot
367,Boot::N,луьткве,bateau
368,Ruder::N,кьусу,rame
369,Ruder::N,кьусу,aviron
370,Schlitten::N,гъелерар,traîneau
371,Lagerfeuer::N,цӏай,feu de camp
372,Last::N,заланвал,charge
373,Last::N,заланвал,fardeau
374,Gang::N,ериш,tour
375,Gang::N,ериш,marche
376,Schritt::N,къадам,pas
377,Norden::N,кефер,nord
378,Norden::N,кефер пад,nord
379,Süden::N,кьибле,sud
380,Westen::N,рагъакӏидай пад,ouest
381,Westen::N,рагъакӏидай пад,occident
382,Osten::N,рагъэкъечӏдай пад,est
383,Osten::N,рагъэкъечӏдай пад,orient
384,Holz::N,кӏарас,bois
385,Brett::N,кьул,planche
386,Brett::N,тахта,planche
387,Stütze::N,даях,appui
388,Stütze::N,даях,soutien
389,Stange::N,юрк,barre
390,Stange::N,юрк,perche
391,Stock::N,лаш,canne
392,Stab::N,юрк,bâton
393,Rohr::N,турба,tube
394,Rohr::N,турба,tuyau
395,Haus::N,ужагъ,maison
396,Heim::N,кӏвал,maison
397,Ofen::N,пич,poêle
398,Fußboden::N,кӏвалин ччил,plancher
399,Tisch::N,стол,table
400,Stuhl::N,стул,chaise
401,Wiege::N,кьеб,berceau
402,Bett::N,тахт,lit
403,Regal::N,кьацӏ,étagère
404,Kiste::N,ящик,caisse
405,Fenster::N,дакӏар,fenêtre
406,Tür::N,рак,porte
407,Tor::N,варар,porte
408,Tor::N,варар,portail
409,Zaun::N,пару,clôture
410,Dach::N,къав,toit
411,Leiter::N,гурар,échelle
412,Besen::N,таран кул,balai
413,Spaten::N,ппер,bêche
414,Schaufel::N,хекендаз,pelle
415,Gabel::N,шиш,fourchette
416,Löffel::N,тӏур,cuiller
417,Messer::N,чукӏул,couteau
418,Nagel::N,мих,clou
419,Netz::N,чил,filet
420,Haken::N,къармах,croc
421,Haken::N,къармах,crochet
422,Griff::N,ттум,prise
423,Griff::N,ттум,manche
424,Schloss::N,куьлег,serrure
425,Bild::N,шикил,image
426,Bild::N,шикил,tableau
427,Bild::N,суьрет,image
428,Bild::N,суьрет,tableau
429,Figur::N,фигура,figure
430,Puppe::N,нини,poupée
431,Beutel::N,тагъар,sac
432,Beutel::N,тагъар,petit sac
433,Bündel::N,галгам,paquet
434,Bündel::N,галгам,faisceau
435,Tasche::N,чанта,sac
436,Eimer::N,ведре,seau
437,Deckel::N,кьил,couvercle
438,Deckel::N,къалпагъ,couvercle
439,Geschirr::N,къаб-къажах,vaisselle
440,Sack::N,чувал,sac
441,Tasse::N,сукӏра,tasse
442,Topf::N,къажгъан,pot
443,Topf::N,къажгъан,marmite
444,Kessel::N,къажгъан,chaudron
445,Essen::N,тӏуьн,repas
446,Essen::N,тӏуьн,manger
447,Nahrung::N,тӏуьн,nourriture
448,Speise::N,хуьрек,plat
449,Fleisch::N,як,viande
450,Getreide::N,техил,blé
451,Getreide::N,техил,céréales
452,Brei::N,хапӏа,purée
453,Brei::N,хапӏа,bouillie
454,Brei::N,хешил,purée
455,Brei::N,хешил,bouillie
456,Brot::N,фу,pain
457,Scheibe::N,чӏук,tranche
458,Fett::N,ягълу,graisse
459,Butter::N,гъери,beurre
460,Öl::N,ягълу,huile
461,Salz::N,кьел,sel
462,Suppe::N,суп,soupe
463,Suppe::N,суп,potage
464,Suppe::N,шурпа,soupe
465,Suppe::N,шурпа,potage
466,Honig::N,вирт,miel
467,Milch::N,нек,lait
468,Tee::N,чай,thé
469,Leder::N,тумаж,cuir
470,Wolle::N,йис,laine
471,Stoff::N,парча,tissu
472,Stoff::N,парча,étoffe
473,Nadel::N,раб,aiguille
474,Faden::N,гъал,fil
475,Knopf::N,дуьгме,bouton
476,Knoten::N,тӏвал,nœud
477,Farbe::N,ранг,peinture
478,Kleidung::N,партал,vêtements
479,Kleidung::N,партал,habillement
480,Hemd::N,перем,chemise
481,Kragen::N,хев,col
482,Ärmel::N,хел,manche
483,Hose::N,шалвар,pantalon
484,Gürtel::N,чӏул,ceinture
485,Mütze::N,бармак,bonnet
486,Mütze::N,бармак,casquette
487,Mütze::N,бапӏах,bonnet
488,Mütze::N,бапӏах,casquette
489,Schuh::N,ботинка,soulier
490,Schuh::N,ботинка,chaussure
491,Stiefel::N,чекме,botte
492,Ring::N,тупӏал,bague
493,Band::N,тасма,ruban
494,Kamm::N,регъ,peigne
495,Spiegel::N,гуьзгуь,glace
496,Spiegel::N,гуьзгуь,miroir
497,Riemen::N,къайиш,lanière
498,Riemen::N,къайиш,courroie
499,Schnur::N,еб,corde
500,Schnur::N,еб,ficelle
501,Decke::N,яргъан,couverture
502,Kissen::N,хъуьцуьган,oreiller
503,Tuch::N,шал,drap
504,Tuch::N,шал,fichu
505,Handtuch::N,дасмал,serviette
506,Handtuch::N,дасмал,essuie-mains
507,Kraft::N,гуж,force
508,Stärke::N,къуват,vigueur
509,Gesundheit::N,сагъвал,santé
510,Krankheit::N,тӏал,maladie
511,Schmerz::N,тӏал,douleur
512,Schmerz::N,тӏарвал,douleur
513,Wunde::N,хер,plaie
514,Wunde::N,хер,blessure
515,Fieber::N,ифин,fièvre
516,Arznei::N,дарман,remède
517,Arznei::N,дарман,médecine
518,Brücke::N,муьгъ,pont
519,Brunnen::N,къуй,puits
520,Weide::N,уьруьш,pâturage
521,Pfad::N,рехъ,sentier
522,Weg::N,рехъ,voie
523,Weg::N,рехъ,chemin
524,Straße::N,рехъ,route
525,Dorf::N,хуьр,village
526,Stadt::N,шегьер,cité
527,Stadt::N,шегьер,ville
528,Brief::N,кагъаз,lettre
529,Buch::N,улуб,livre
530,Buchstabe::N,гьарф,lettre
531,Buchstabe::N,гьарф,caractère
532,Zeitung::N,газета,journal
533,Leben::N,уьмуьр,vie
534,Tod::N,кьиникь,mort
535,Grab::N,сур,tombe
536,Kirche::N,килиса,église
537,Sünde::N,гунагь,péché
538,Gott::N,аллагь,dieu
539,Arbeiter::N,фяле,ouvrier
540,Arbeiter::N,фяле,travailleur
541,Chef::N,гьаким,chef
542,Chef::N,гьаким,patron
543,Meister::N,устӏар,maître
544,Arzt::N,доктор,médecin
545,Lehrer::N,муаллим,professeur
546,Lehrer::N,муаллим,instituteur
547,Geld::N,пул,argent
548,Laden::N,магазин,magasin
549,Laden::N,магазин,boutique
550,Preis::N,къимет,prix
551,Ware::N,мал,marchandise
552,Ware::N,товар,marchandise
553,Nutzen::N,хийир,profit
554,Nutzen::N,менфят,profit
555,Reichtum::N,девлет,richesse
556,Welt::N,дуьнья,monde
557,Land::N,уьлкве,pays
558,Staat::N,пачагьлугъ,État
559,Staat::N,государство,État
560,König::N,пачагь,roi
561,Macht::N,власть,pouvoir
562,Macht::N,власть,puissance
563,Grenze::N,сергьят,frontière
564,Krieg::N,дяве,guerre
565,Feind::N,душман,ennemi
566,Gewalt::N,гуж,violence
567,Kampf::N,женг,lutte
568,Kampf::N,женг,combat
569,Bogen[Waffe]::N,чӏемерук,arc
570,Pfeil::N,хьел,flèche
571,Gewehr::N,тфенг,fusil
572,Fehler::N,гъалатӏ,faute
573,Fehler::N,гъалатӏ,erreur
574,Lüge::N,ттаб,mensonge
575,Schaden::N,зиян,dégât
576,Schaden::N,зиян,dommage
577,Schaden::N,зарар,dégât
578,Schaden::N,зарар,dommage
579,Unglück::N,бала,malheur
580,Unglück::N,бедбахтвал,malheur
581,Schuld::N,тахсир,faute
582,Schuld::N,тахсир,culpabilité
583,Alter::N,яш,âge
584,Schluss::N,эхир,fin
585,Zeit::N,вяде,temps
586,Tag::N,югъ,jour
587,Tag::N,югъ,journée
588,Morgen::N,пакама,matin
589,Morgen::N,пакама,matinée
590,Mittag::N,нисин,midi
591,Abend::N,няни,soir
592,Abend::N,няни,soirée
593,Nacht::N,йиф,nuit
594,Woche::N,гьафте,semaine
595,Monat::N,варз,mois
596,Jahr::N,йис,an
597,Jahr::N,йис,année
598,Frühling::N,гатфар,printemps
599,Sommer::N,гад,été
600,Herbst::N,зул,automne
601,Winter::N,кьуьд,hiver
602,Januar::N,январь,janvier
603,Februar::N,февраль,février
604,März::N,март,mars
605,April::N,апрель,avril
606,Mai::N,май,mai
607,Juni::N,июнь,juin
608,Juli::N,июль,juillet
609,August::N,август,août
610,September::N,сентябрь,septembre
611,Oktober::N,октябрь,octobre
612,November::N,ноябрь,novembre
613,Dezember::N,декабрь,décembre
614,Montag::N,ислен,lundi
615,Dienstag::N,саласа,mardi
616,Mittwoch::N,арбе,mercredi
617,Donnerstag::N,хемис югъ,jeudi
618,Freitag::N,жуьмя,vendredi
619,Freitag::N,жуьмя югъ,vendredi
620,Samstag::N,киш,samedi
621,Sonntag::N,гьяд,dimanche
622,groß::A,еке,grand
623,groß::A,чӏехи,grand
624,klein::A,гъвечӏи,petit
625,lang::A,яргъи,long
626,kurz::A,куьруь,court
627,breit::A,гьяркьуь,large
628,schmal::A,гуьтӏуь,étroit
629,dicht::A,къалин,dense
630,dünn::A,кьелечӏ,mince
631,fein::A,шуькӏуь,fin
632,fein::A,шуькӏуь,menu
633,fest::A,кӏеви,ferme
634,fest::A,кӏеви,solide
635,flach::A,кьулу,plat
636,glatt::A,цӏалцӏам,poli
637,glatt::A,цӏалцӏам,lisse
638,hart::A,кӏеви,dur
639,weich::A,хъуьтуьл,mou
640,rund::A,элкъвей,rond
641,spitz::A,хци,aigu
642,spitz::A,хци,pointu
643,scharf::A,хци,tranchant
644,stumpf::A,къуьруь,mousse
645,stumpf::A,къуьруь,émoussé
646,schwer::A,залан,lourd
647,schwer::A,залан,pesant
648,schön::A,иер,beau
649,heiß::A,кудай,chaud
650,heiß::A,кудай,très chaud
651,warm::A,чими,chaud
652,kalt::A,мекьи,froid
653,kühl::A,къайи,frais
654,frisch::A,таза,frais
655,frisch::A,михьи,frais
656,feucht::A,ламу,humide
657,nass::A,кьежей,mouillé
658,trocken::A,кьуру,sec
659,voll::A,ацӏай,plein
660,voll::A,ацӏай,rempli
661,leer::A,буш,vide
662,leer::A,ичӏи,vide
663,offen::A,ахъа,ouvert
664,geschlossen::A,кӏеви,clos
665,geschlossen::A,кӏеви,fermé
666,sauber::A,михьи,net
667,sauber::A,михьи,propre
668,schmutzig::A,чиркин,sale
669,schmutzig::A,чиркин,crasseux
670,schmutzig::A,кьацӏай,sale
671,schmutzig::A,кьацӏай,crasseux
672,roh::A,чиг,cru
673,roh::A,чиг,brut
674,roh::A,ицӏи,cru
675,roh::A,ицӏи,brut
676,reif::A,дигмиш хьайи,mûr
677,lecker::A,дадлу,délicieux
678,lecker::A,дадлу,appétissant
679,süß::A,ширин,doux
680,bitter::A,туькьуьл,amer
681,sauer::A,цуру,aigre
682,hell::A,экуь,clair
683,dunkel::A,мичӏи,sombre
684,schwarz::A,чӏулав,noir
685,weiß::A,лацу,blanc
686,rot::A,яру,rouge
687,gelb::A,хъипи,jaune
688,blau::A,вили,bleu
689,grün::A,къацу,vert
690,grau::A,рехи,gris
691,bunt::A,цӏару,multicolore
692,bunt::A,яру-цӏару,multicolore
693,billig::A,ужуз,bon marché
694,teuer::A,багьа,cher
695,wertvoll::A,масан,précieux
696,blind::A,буьркьуь,aveugle
697,taub::A,биши,sourd
698,kräftig::A,гужлу,fort
699,kräftig::A,гужлу,vigoureux
700,stark::A,къуватлу,fort
701,stark::A,къуватлу,puissant
702,schwach::A,такьатсуз,faible
703,fett::A,куьк,gras
704,schlank::A,шумал,svelte
705,hübsch::A,гуьрчег,joli
706,böse::A,пис,mauvais
707,dumm::A,ахмакь,sot
708,dumm::A,ахмакь,bête
709,faul::A,тенпел,fainéant
710,faul::A,тенпел,paresseux
711,fleißig::A,сяй ийидай,appliqué
712,fleißig::A,сяйи ийидай,appliqué
713,geizig::A,мискьи,avare
714,klug::A,акьуллу,intelligent
715,geschickt::A,магьир,habile
716,lieb::A,играми,cher
717,lieb::A,играми,gentil
718,lustig::A,шад,gai
719,lustig::A,шад,joyeux
720,sanft::A,назик,doux
721,sanft::A,милайим,doux
722,hungrig::A,гишин,affamé
723,krank::A,кефсуз,malade
724,nackt::A,кьецӏил,nu
725,traurig::A,пашман,triste
726,lebendig::A,ччан алай,vivant
727,gut::A,хъсан,bon
728,gut::A,вижевай,bon
729,schlecht::A,пис,mauvais
730,richtig::A,дуьз,juste
731,richtig::A,дуьз,correct
732,schlimm::A,нифретлу,grave
733,schlimm::A,нифретлу,mauvais
734,wahr::A,гьакъикъи,vrai
735,wahr::A,гьакъикъи,véritable
736,alt::A,эски,vieux
737,alt::A,куьгьне,vieux
738,neu::A,цӏийи,neuf
739,neu::A,цӏийи,nouveau
740,ehemalig::A,виликан,ancien
741,alt[Lebewesen]::A,кьуьзуь,âgé
742,alt[Lebewesen]::A,кьуьзуь,vieux
743,jung::A,жегьил,jeune
744,arm::A,кесиб,pauvre
745,reich::A,девлетлу,riche
746,bekannt::A,чидай,connu
747,berühmt::A,машгьур,fameux
748,berühmt::A,машгьур,célèbre
749,fremd::A,ччара,étranger
750,verschieden::A,жуьреба-жуьре,différent
751,nah::A,мукьвал,lié
752,nah::A,мукьвал,proche
753,fern::A,яргъал,éloigné
754,fern::A,яргъал,lointain
755,linker::A,чапла,gauche
756,rechter::A,эрчӏи,droit
757,anderer::A,маса,autre
758,anderer::A,муькуь,autre
759,erster::A,сад лагьай,premier
760,zweiter::A,кьвед лагьай,second
761,zweiter::A,кьвед лагьай,deuxième
762,dritter::A,пуд лагьай,troisième
763,letzter::A,эхиримжи,dernier
764,allein::ADV,кьилди,seul
765,zusammen::ADV,санал,ensemble
766,lange::ADV,яргъалди,longtemps
767,plötzlich::ADV,садлагьана,tout à coup
768,sofort::ADV,гьасятда,immédiatement
769,später::ADV,гуьгъуьнлай,plus tard
770,jetzt::ADV,гила,maintenant
771,heute::ADV,къе,aujourd'hui
772,morgen::ADV,пака,demain
773,bald::ADV,мукьва,bientôt
774,bald::ADV,мукьвара,bientôt
775,dann::ADV,ахпа,puis
776,dann::ADV,ахпа,ensuite
777,gestern::ADV,накь,hier
778,einst::ADV,садра,jadis
779,einst::ADV,садра,autrefois
780,damals::ADV,а чӏавуз,alors
781,damals::ADV,а чӏавуз,à l'époque
782,danach::ADV,ахпа,après
783,danach::ADV,ахпа,ensuite
784,vorher::ADV,вилик,auparavant
785,zuerst::ADV,сифте,d'abord
786,zuerst::ADV,сифте,premièrement
787,einmal::ADV,садра,une fois
788,manchmal::ADV,гагь-гагь,parfois
789,manchmal::ADV,гагь-гагь,quelquefois
790,oft::ADV,гзаф вахтара,souvent
791,immer::ADV,гьамиша,toujours
792,niemals::ADV,са чӏавузни,ne ... jamais
793,niemals::ADV,са вахтундани,ne ... jamais
794,hier::ADV,ина,ici
795,hierhin::ADV,иниз,par ici
796,von hier::ADV,инай,d'ici
797,dort::ADV,ана,là
798,dort::ADV,ана,là-bas
799,dorthin::ADV,аниз,y
800,dorthin::ADV,аниз,par là
801,geradeaus::ADV,дуьз,tout droit
802,vorwärts::ADV,вилик,en avant
803,vorwärts::ADV,виликди,en avant
804,rückwärts::ADV,кьулухъ,en arrière
805,unten::ADV,агъада,en bas
806,unten::ADV,агъада,au-dessous
807,hinab::ADV,агъуз,en bas
808,hinab::ADV,агъуз,vers le bas
809,oben::ADV,винел,dessus
810,oben::ADV,винел,en haut
