,Concept_ID,eu,da
845,hinter::PRP,gibelean,bag
846,hinter::PRP,gibelean,bagved
847,unter::PRP,pean,under
848,unter::PRP,azpian,under
849,durch::PRP,zehar,gennem
850,durch::PRP,zehar,igennem
851,neben::PRP,ondoan,ved siden af
852,neben::PRP,aldamenean,ved siden af
853,zwischen::PRP,artean,mellem
854,wegen::PRP,-gatik,på grund af
855,dies::PRN,hau,dette
856,das::PRN,hura,det
857,alles::PRN,dena,alt
858,ich::PRN,ni,jeg
859,du::PRN,zu,du
860,er::PRN,bera,han
861,wir::PRN,gu,vi
862,ihr::PRN,zuek,I
863,sie::PRN,berak,de
864,was::FPRN,zer,hvad
865,wer::FPRN,nor,hvem
866,wo::FADV,non,hvor
867,wohin::FADV,nora,hvorhen
868,wie::FADV,nola,hvordan
869,wie::FADV,zelan,hvordan
870,warum::FADV,zeren,hvorfor
871,warum::FADV,zergatik,hvorfor
872,wieviel::FNUM,zenbat,hvor meget
873,eins::NUM,bat,én
874,zwei::NUM,bi,to
875,zwei::NUM,biga,to
876,drei::NUM,hiru,tre
877,vier::NUM,lau,fire
878,fünf::NUM,bost,fem
879,sechs::NUM,sei,seks
880,sieben::NUM,zazpi,syv
881,acht::NUM,zortzi,otte
882,neun::NUM,bederatzi,ni
883,zehn::NUM,hamar,ti
884,elf::NUM,hamaika,elleve
885,zwölf::NUM,hamabi,tolv
886,zwanzig::NUM,hogei,tyve
887,dreißig::NUM,hogeita hamar,tredive
888,vierzig::NUM,berrogei,fyrre
889,vierzig::NUM,berrogei,fyrretyve
890,fünfzig::NUM,berrogeita hamar,halvtreds
891,sechzig::NUM,hirurogei,tres
892,siebzig::NUM,hirurogeita hamar,halvfjerds
893,achtzig::NUM,laurogei,firs
894,neunzig::NUM,laurogeita hamar,halvfems
895,hundert::NUM,ehun,hundrede
896,tausend::NUM,mila,tusind
897,und::CNJ,eta,og
898,oder::CNJ,edo,eller
899,stehen::V,zutik egon,stå
900,sitzen::V,eserita egon,sidde
901,liegen::V,etzan,ligge
902,hängen::V,eskegita egon,hænge
903,hängen::V,zintzilik egon,hænge
904,werden::V,bihurtu,blive
905,werden::V,bilakatu,blive
906,passieren::V,pasatu,ske
907,passieren::V,pasatu,hænde
908,passieren::V,gertatu,ske
909,passieren::V,gertatu,hænde
910,beginnen::V,hasi,begynde
911,enden::V,bukatu,ende
912,wechseln::V,aldatu,veksle
913,aufgehen[Sonne]::V,ilki,gå op
914,aufgehen[Sonne]::V,ilki,stå op
915,aufgehen[Sonne]::V,sortu,gå op
916,aufgehen[Sonne]::V,sortu,stå op
917,untergehen[Sonne]::V,sartu,gå ned
918,scheinen[Sonne]::V,eguzkia egon,skinne
919,donnern::V,trumoia jo,tordne
920,wehen::V,haizea ibili,blæse
921,strömen::V,zorrotadaka isuri,strømme
922,fließen::V,isuri,flyde
923,sich drehen::V,biratu,dreje sig
924,schwanken::V,zabuka ibili,vakle
925,schwingen::V,kulunkatu,svinge
926,fallen::V,erori,falde
927,brennen::V,sutan egon,brænde
928,rauchen::V,kea bota,ryge
929,regnen::V,euria ari izan,regne
930,gefrieren::V,izoztu,fryse
931,gefrieren::V,hormatu,fryse
932,tauen::V,gesaldu,tø
933,schmelzen::V,urtu,smelte
934,trocknen::V,idortu,tørre
935,trocknen::V,lehortu,tørre
936,sieden::V,irakin,koge
937,faulen::V,hirotu,rådne
938,faulen::V,usteldu,rådne
939,verfaulen::V,hirotu,rådne
940,verfaulen::V,usteldu,rådne
941,reißen::V,eten,briste
942,reißen::V,tarrat egin,briste
943,versinken::V,urperatu,synke
944,versinken::V,urperatu,synke ned
945,vergehen::V,iragan,forløbe
946,erscheinen::V,agertu,vise sig
947,verschwinden::V,desagertu,forsvinde
948,sinken::V,beheititu,synke
949,abnehmen::V,gutxitu,aftage
950,abnehmen::V,beheratu,aftage
951,zunehmen::V,gora egin,tiltage
952,steigen::V,igo,stige
953,wachsen::V,hazi,gro
954,wachsen::V,hazi,vokse
955,glänzen::V,distiratu,glinse
956,funkeln::V,izarniatu,tindre
957,lärmen::V,zarata atera,larme
958,läuten::V,jo,ringe
959,läuten::V,hots egin,ringe
960,klingeln::V,txirrina jo,ringe
961,klirren::V,tintin egin,klirre
962,brausen::V,marru egin,bruse
963,rauschen::V,fir-fir egin,suse
964,klingen::V,soinu egin,lyde
965,klingen::V,soinu egin,klinge
966,bellen::V,zaunkatu,gø
967,heulen::V,ulu egin,hyle
968,heulen::V,uhuri egin,hyle
969,blasen::V,ufa egin,blæse
970,blasen::V,putz egin,blæse
971,pfeifen::V,txistu egin,fløjte
972,schreien::V,oihu egin,skrige
973,schreien::V,garrasi egin,skrige
974,stöhnen::V,intziri egin,stønne
975,zittern::V,ikara egin,dirre
976,zittern::V,ikara egin,skælve
977,zittern::V,dar-dar egin,dirre
978,zittern::V,dar-dar egin,skælve
979,leben::V,bizi izan,leve
980,geboren werden::V,jaio,fødes
981,atmen::V,hats egin,ånde
982,atmen::V,arnasa egin,ånde
983,trinken::V,edan,drikke
984,essen::V,jan,spise
985,schlucken::V,irentsi,synke
986,müde werden::V,unatu,blive træt
987,müde werden::V,nekatu,blive træt
988,einschlafen::V,lokartu,falde i søvn
989,schlafen::V,lo egin,sove
990,aufwachen::V,esnatu,vågne
991,aufwachen::V,atzarri,vågne
992,aufstehen::V,jaiki,stå op
993,sich erholen::V,atseden egin,komme sig
994,krank werden::V,gaixotu,blive syg
995,krank sein::V,eri izan,være syg
996,krank sein::V,gaixo izan,være syg
997,schmerzen::V,min egin,smerte
998,husten::V,eztul egin,hoste
999,genesen::V,osatu,komme sig
1000,sterben::V,hil,dø
1001,sterben::V,zendu,dø
1002,umkommen::V,istripuz hil,omkomme
1003,sich bewegen::V,higitu,bevæge sig
1004,sich rühren::V,zirkin egin,røre på sig
1005,sich erheben::V,zutitu,rejse sig
1006,sich erheben::V,altxatu,rejse sig
1007,sich setzen::V,eseri,sætte sig
1008,sich setzen::V,jesarri,sætte sig
1009,hinfallen::V,erori,
1010,laufen::V,ibili,løbe
1011,schreiten::V,oinkatu,skride
1012,spazierengehen::V,paseatu,gå en tur
1013,spazierengehen::V,ostera bat egin,gå en tur
1014,eilen::V,lasterkatu,ile
1015,sich beeilen::V,lehiatu,skynde sig
1016,sausen::V,ziztu bizian joan,suse
1017,rennen::V,lasterka egin,løbe
1018,rennen::V,lasterka egin,rende
1019,springen::V,jauzi egin,hoppe
1020,springen::V,jauzi egin,springe
1021,klettern::V,igo,klatre
1022,schaukeln::V,zabu egin,gynge
1023,schaukeln::V,zanbulu egin,gynge
1024,kriechen::V,narras egin,krybe
1025,schwimmen::V,igerikatu,svømme
1026,schwimmen::V,igeri egin,svømme
1027,tauchen::V,murgildu,dykke
1028,tauchen::V,pulunpatu,dykke
1029,rudern::V,bogatu,ro
1030,rudern::V,arraun egin,ro
1031,fahren::V,joan,køre
1032,fliegen::V,hegaldatu,flyve
1033,fliegen::V,hegan egin,flyve
1034,gehen::V,joan,gå
1035,weggehen::V,alde egin,gå bort
1036,abfahren::V,abiatu,køre bort
1037,anhalten::V,geratu,standse
1038,anhalten::V,gelditu,standse
1039,hineingehen::V,sartu,gå ind
1040,eintreten::V,sartu,træde ind
1041,kommen::V,etorri,komme
1042,ankommen::V,heldu,ankomme
1043,ankommen::V,iritsi,ankomme
1044,zurückkommen::V,itzuli,komme tilbage
1045,bleiben::V,gelditu,blive
1046,bleiben::V,gelditu,forblive
1047,warten::V,itxaron,vente
1048,warten::V,zain egon,vente
1049,erwarten::V,iguriki,vente
1050,erwarten::V,iguriki,afvente
1051,suchen::V,bilatu,søge
1052,finden::V,idoro,finde
1053,finden::V,aurkitu,finde
1054,versuchen::V,saiatu,forsøge
1055,versuchen::V,ahalegindu,forsøge
1056,vorbereiten::V,gertatu,forberede
1057,lieben::V,maitatu,elske
1058,lieben::V,maite izan,elske
1059,mögen::V,laket izan,holde af
1060,mögen::V,laket izan,kunne lide
1061,mögen::V,atsegin izan,holde af
1062,mögen::V,atsegin izan,kunne lide
1063,lachen::V,irri egin,le
1064,lachen::V,barre egin,le
1065,rühren::V,hunkitu,røre
1066,weinen::V,negar egin,græde
1067,schimpfen::V,erneguka ari izan,skænde
1068,sich ärgern::V,ernegatu,ærgre sig
1069,sich ärgern::V,haserretu,ærgre sig
1070,sich fürchten::V,beldur izan,være bange
1071,fürchten::V,beldur izan,være bange for
1072,fliehen::V,ihes egin,flygte
1073,flüchten::V,ihes egin,flygte
1074,sehen::V,ikusi,se
1075,anschauen::V,begietsi,se på
1076,anschauen::V,begietsi,betragte
1077,ansehen::V,begiratu,anse
1078,hören::V,aditu,høre
1079,zuhören::V,entzun,høre til
1080,probieren::V,dastatu,smage
1081,probieren::V,dastatu,smage på
1082,riechen::V,usnatu,lugte
1083,riechen::V,usaindu,lugte
1084,fühlen::V,sentitu,føle
1085,scheinen::V,iruditu,synes
1086,scheinen::V,begitandu,synes
1087,zu sehen sein::V,azaldu,synes
1088,vernehmen::V,aditu,erfare
1089,frieren::V,hotz izan,fryse
1090,tun::V,egin,gøre
1091,können::V,ahal izan,kunne
1092,wollen::V,nahi izan,ville
1093,anfangen::V,hasi,begynde
1094,beenden::V,bukatu,afslutte
1095,aufhören::V,utzi,ophøre
1096,aufhören::V,utzi,holde op
1097,gelingen::V,lortu,lykkes
1098,geraten::V,heldu,blive
1099,öffnen::V,ireki,åbne
1100,öffnen::V,zabaldu,åbne
1101,schließen::V,itxi,lukke
1102,stellen::V,ipini,stille
1103,setzen::V,jesarri,sætte
1104,legen::V,jarri,lægge
1105,berühren::V,ukitu,berøre
1106,verbinden::V,uztartu,forbinde
1107,bedecken::V,estali,dække
1108,bedecken::V,estali,bedække
1109,aufhängen::V,eseki,hænge
1110,aufhängen::V,eseki,hænge op
1111,aufhängen::V,eskegi,hænge
1112,aufhängen::V,eskegi,hænge op
1113,anzünden::V,piztu,tænde
1114,anzünden::V,piztu,antænde
1115,aufheben::V,jaso,løfte
1116,aufheben::V,jaso,tage op
1117,zurücklassen::V,atzean utzi,lade tilbage
1118,verlieren::V,galdu,miste
1119,fallen lassen::V,erortzen utzi,tabe
1120,fallen lassen::V,erortzen utzi,droppe
1121,machen::V,egin,gøre
1122,herstellen::V,ekoiztu,fremstille
1123,bauen::V,eraiki,bygge
1124,reparieren::V,konpondu,reparere
1125,verbessern::V,hobetu,rette
1126,verbessern::V,hobetu,forbedre
1127,ändern::V,mudatu,ændre
1128,graben::V,aitzurtu,grave
1129,beugen::V,makurtu,bøje
1130,biegen::V,malgutu,bøje
1131,biegen::V,makolatu,bøje
1132,drehen::V,jiratu,dreje
1133,wenden::V,bihurtu,vende
1134,umdrehen::V,biratu,dreje om
1135,umdrehen::V,alderantzikatu,dreje om
1136,heben::V,jaso,hæve
1137,heben::V,goratu,hæve
1138,hochheben::V,goratu,løfte
1139,hochheben::V,altxatu,løfte
1140,ergreifen::V,oratu,gribe fat i
1141,halten::V,eutsi,holde
1142,drücken::V,sakatu,trykke
1143,schieben::V,bultzatu,skyde
1144,schieben::V,bultzatu,skubbe
1145,kratzen::V,hatz egin,klø
1146,kratzen::V,hatz egin,kradse
1147,kratzen::V,hazka egin,klø
1148,kratzen::V,hazka egin,kradse
1149,lecken::V,miaztu,slikke
1150,lecken::V,lamikatu,slikke
1151,beißen::V,hozka egin,bide
1152,beißen::V,ausiki egin,bide
1153,abreißen::V,kendu,rive af
1154,abschneiden::V,moztu,skære af
1155,abschneiden::V,pikatu,skære af
1156,binden::V,lotu,binde
1157,binden::V,estekatu,binde
1158,stecken::V,sartu,stikke
1159,brechen::V,apurtu,brække
1160,klopfen::V,jo,banke
1161,hauen::V,jo,hugge
1162,kleben::V,itsatsi,klistre
1163,reiben::V,igurtzi,gnide
1164,streichen::V,igurtzi,smøre
1165,schleifen::V,zorroztu,slibe
1166,schneiden::V,moztu,skære
1167,schneiden::V,moztu,klippe
1168,rütteln::V,astindu,ruske
1169,rütteln::V,inarrosi,ruske
1170,schütteln::V,astindu,ryste
1171,schütteln::V,inarrosi,ryste
1172,schwenken::V,zabukatu,svinge
1173,schütten::V,isuri,hælde
1174,füllen::V,bete,fylde
1175,einwickeln::V,bildu,pakke ind
1176,tragen::V,eroan,bære
1177,tragen::V,eraman,bære
1178,schleppen::V,narrastu,slæbe
1179,schleppen::V,herrestatu,slæbe
1180,ziehen::V,tira egin,trække
1181,aufbewahren::V,gorde,opbevare
1182,werfen::V,jaurti,kaste
1183,werfen::V,aurtiki,kaste
1184,fangen::V,atzeman,fange
1185,packen::V,heldu,gribe
1186,verstecken::V,ostendu,gemme
1187,verstecken::V,ezkutatu,gemme
1188,teilen::V,zatitu,dele
1189,schicken::V,bidali,sende
1190,bringen::V,ekarri,bringe
1191,hinzufügen::V,eratxiki,tilføje
1192,hinzufügen::V,gaineratu,tilføje
1193,bekommen::V,jaso,få
1194,erhalten::V,jaso,få
1195,nehmen::V,hartu,tage
1196,wählen::V,hautatu,vælge
1197,wählen::V,aukeratu,vælge
1198,auswählen::V,hautatu,udvælge
1199,auswählen::V,aukeratu,udvælge
1200,bewahren::V,begiratu,bevare
1201,behindern::V,oztopatu,hindre
1202,behindern::V,oztopatu,forhindre
1203,verderben::V,hondatu,ødelægge
1204,beschädigen::V,akastu,beskadige
1205,zerbrechen::V,apurtu,brække itu
1206,zerreißen::V,zarratatu,rive itu
1207,zerstören::V,suntsitu,ødelægge
1208,verbrennen::V,erre,brænde
1209,verbrennen::V,kiskali,brænde
1210,geben::V,eman,give
1211,reichen::V,luzatu,række
1212,reichen::V,helarazi,række
1213,schenken::V,oparitu,forære
1214,versprechen::V,agindu,love
1215,wünschen::V,opatu,ønske
1216,wünschen::V,opetsi,ønske
1217,loben::V,laudatu,rose
1218,loben::V,goraipatu,rose
1219,küssen::V,musu eman,kysse
1220,wiegen::V,kulunkatu,vugge
1221,zudecken::V,estali,dække til
1222,wecken::V,esnatu,vække
1223,wecken::V,iratzartu,vække
1224,zeigen::V,erakutsi,vise
1225,führen::V,gidatu,føre
1226,lehren::V,irakatsi,lære
1227,unterrichten::V,eskolak eman,undervise
1228,aufziehen::V,hazi,opdrage
1229,leiten::V,arteztu,lede
1230,antreiben::V,bulkatu,skynde på
1231,lassen::V,-arazi,få til at
1232,einladen::V,gonbidatu,indbyde
1233,einladen::V,gonbidatu,invitere
1234,vereinigen::V,batu,forene
1235,vereinigen::V,bateratu,forene
1236,besuchen::V,ikustatu,besøge
1237,treffen::V,topatu,møde
1238,sich versammeln::V,bildu,forsamles
1239,spielen::V,jolastu,lege
1240,spielen::V,jolastu,spille
1241,singen::V,abestu,synge
1242,singen::V,kantatu,synge
1243,tanzen::V,dantzatu,danse
1244,tanzen::V,dantzan egin,danse
1245,sich trennen::V,banandu,skilles
1246,verlassen::V,utzietsi,forlade
1247,retten::V,salbatu,redde
1248,retten::V,gaizkatu,redde
1249,bewachen::V,jagon,bevogte
1250,bewachen::V,zaindu,bevogte
1251,schützen::V,babestu,skærme
1252,schützen::V,babestu,beskytte
1253,schützen::V,gerizatu,skærme
1254,schützen::V,gerizatu,beskytte
1255,verteidigen::V,aldeztu,forsvare
1256,sich schlagen::V,elkar jo,slås
1257,sich schlagen::V,elkar borrokatu,slås
1258,schießen::V,tiro egin,skyde
1259,siegen::V,irabazi,sejre
1260,ärgern::V,ernegatu,ærgre
1261,ärgern::V,haserretu,ærgre
1262,schlagen::V,jo,slå
1263,schlagen::V,erauntsi,slå
1264,treten::V,zapaldu,sparke
1265,treten::V,ostiaktu,sparke
1266,stechen::V,sastatu,stikke
1267,stoßen::V,bultzatu,støde
1268,stehlen::V,ostu,stjæle
1269,stehlen::V,lapurtu,stjæle
1270,stören::V,galarazi,forstyrre
1271,belästigen::V,gohaindu,genere
1272,belästigen::V,gohaindu,ulejlige
1273,belästigen::V,alamena eman,genere
1274,belästigen::V,alamena eman,ulejlige
1275,verbergen::V,ezkutatu,skjule
1276,täuschen::V,tronpatu,villede
1277,täuschen::V,engainatu,villede
1278,betrügen::V,iruzurtu,bedrage
1279,töten::V,hil,dræbe
1280,töten::V,heriotza eman,dræbe
1281,wohnen::V,bizi izan,bo
1282,arbeiten::V,lan egin,arbejde
1283,arbeiten::V,behar egin,arbejde
1284,sammeln::V,bildu,samle
1285,sammeln::V,bildumatu,samle
1286,pflücken::V,batu,plukke
1287,pflücken::V,bildu,plukke
1288,jagen::V,ehizatu,jage
1289,fischen::V,arrantzatu,fiske
1290,fischen::V,arrantza egin,fiske
1291,fassen::V,harrapatu,fange
1292,hüten::V,begiratu,vogte
1293,treiben::V,bultza egin,drive
1294,anbinden::V,estekatu,binde fast
1295,füttern::V,bazkatu,fodre
1296,melken::V,jetzi,malke
1297,hacken::V,xehatu,hakke
1298,gießen::V,isuri,hælde
1299,reifen::V,heldu,modne
1300,reifen::V,zoritu,modne
1301,zubereiten::V,prestatu,tilberede
1302,kochen::V,egosi,koge
1303,backen::V,labean egin,bage
1304,braten::V,erregosi,stege
1305,umrühren::V,eragin,røre om
1306,stricken::V,trikotatu,strikke
1307,stricken::V,puntu egin,strikke
1308,nähen::V,josi,sy
1309,färben::V,tindatu,farve
1310,reinigen::V,ikuzi,rense
1311,reinigen::V,ikuzi,gøre ren
1312,reinigen::V,garbitu,rense
1313,reinigen::V,garbitu,gøre ren
1314,waschen::V,xahutu,vaske
1315,waschen::V,garbitu,vaske
1316,abwischen::V,xukatu,tørre af
1317,spülen::V,irakutzi,skylle
1318,fegen::V,erraztatu,feje
1319,kehren::V,isastu,feje
1320,baden::V,bainatu,bade
1321,baden::V,bainua hartu,bade
1322,sich waschen::V,burua garbitu,vaske sig
1323,ausziehen::V,erantzi,tage af
1324,anziehen::V,jantzi,tage på
1325,sich anziehen::V,jantzi,klæde sig på
1326,kämmen::V,orraztu,rede
1327,kämmen::V,orraztu,frisere
1328,schmücken::V,apaindu,pynte
1329,schmücken::V,apaindu,smykke
1330,sagen::V,esan,sige
1331,sprechen::V,mintzatu,snakke
1332,sprechen::V,hitz egin,snakke
1333,reden::V,hitz egin,tale
1334,reden::V,hitz egin,snakke
1335,sich unterhalten::V,solastu,snakke sammen
1336,sich unterhalten::V,solas egin,snakke sammen
1337,fragen::V,galdetu,spørge
1338,bitten::V,eskatu,bede
1339,bitten::V,galdegin,bede
1340,erzählen::V,edestu,berette
1341,erzählen::V,edestu,fortælle
1342,erzählen::V,kontatu,berette
1343,erzählen::V,kontatu,fortælle
1344,mitteilen::V,jakinarazi,meddele
1345,nennen::V,izena eman,nævne
1346,rufen::V,dei egin,råbe
1347,prahlen::V,harrokerian ibili,prale
1348,prahlen::V,ahoberokeriak esan,prale
1349,übersetzen::V,itzuli,oversætte
1350,denken::V,pentsatu,tænke
1351,denken::V,gogoeta egin,tænke
1352,glauben::V,sinetsi,tro
1353,bemerken::V,ohartu,bemærke
1354,bemerken::V,ohartu,lægge mærke til
1355,bemerken::V,konturatu,bemærke
1356,bemerken::V,konturatu,lægge mærke til
1357,erkennen::V,ezagutu,genkende
1358,erkennen::V,antzeman,genkende
1359,begreifen::V,ulertu,begribe
1360,verstehen::V,aditu,forstå
1361,lernen::V,ikasi,lære
1362,wissen::V,jakin,vide
1363,sich erinnern an::V,gogoratu,mindes
1364,sich erinnern an::V,gogoratu,huske på
1365,sich erinnern an::V,gogoan izan,mindes
1366,sich erinnern an::V,gogoan izan,huske på
1367,vergessen::V,ahaztu,glemme
1368,vergessen::V,ahantzi,glemme
1369,messen::V,neurtu,måle
1370,zählen::V,zenbatu,tælle
1371,zählen::V,kopuratu,tælle
1372,rechnen::V,kalkulatu,regne
1373,lesen::V,irakurri,læse
1374,malen::V,margotu,male
1375,zeichnen::V,marraztu,tegne
1376,schreiben::V,idatzi,skrive
1377,besitzen::V,ukan,eje
1378,besitzen::V,ukan,besidde
1379,besitzen::V,eduki,eje
1380,besitzen::V,eduki,besidde
1381,kaufen::V,erosi,købe
1382,verkaufen::V,saldu,sælge
1383,bezahlen::V,ordaindu,betale
1384,zahlen::V,ordaindu,betale
1385,beherrschen::V,menpean izan,beherske
1386,ertragen::V,jasan,tåle
1387,ertragen::V,jasan,udholde
1388,ertragen::V,pairatu,tåle
1389,ertragen::V,pairatu,udholde
