,Concept_ID,ru,cy
113,Quelle::N,источник,ffynhonnell
114,Bach::N,ручей,nant
115,Bach::N,ручей,afonig
116,Bach::N,ручей,cornant
117,Fluss::N,река,afon
118,Ufer::N,берег,glan
119,Küste::N,побережье,traeth
120,Küste::N,побережье,arfordir
121,Festland::N,суша,tir
122,Meer::N,море,môr
123,Bucht::N,бухта,bae
124,Insel::N,остров,ynys
125,Blume::N,цветок,blodyn
126,Gras::N,трава,glaswellt
127,Wurzel::N,корень,gwreiddyn
128,Baum::N,дерево,coeden
129,Stamm::N,ствол,colfen
130,Stamm::N,ствол,boncyff
131,Rinde::N,кора,rhisgl
132,Ast::N,сук,cangen
133,Zweig::N,ветвь,cainc
134,Zweig::N,ветвь,cangen
135,Blatt::N,лист,deilen
136,Birke::N,береза,bedwen
137,Kiefer[Baum]::N,сосна,pinwydden
138,Weide[Baum]::N,ива,helygen
139,Tanne::N,ель,ffynidwydden
140,Horn::N,рог,corn
141,Feder::N,перо,plufyn
142,Fell::N,шкура,ffwr
143,Flügel::N,крыло,adain
144,Klaue::N,коготь,crafanc
145,Kralle::N,лапа,ewin
146,Schwanz::N,хвост,cwt
147,Schwanz::N,хвост,cynffon
148,Ei::N,яйцо,wy
149,Nest::N,гнездо,nyth
150,Bau::N,нора,ffau
151,Tier::N,животное,anifail
152,Herde::N,стадо,praidd
153,Herde::N,стадо,diadell
154,Kuh::N,корова,buwch
155,Bulle::N,бык,tarw
156,Pferd::N,лошадь,ceffyl
157,Schaf::N,овца,dafad
158,Schwein::N,свинья,mochyn
159,Hund::N,собака,ci
160,Katze::N,кошка,cath
161,Bär::N,медведь,arth
162,Eichhörnchen::N,белка,gwiwer
163,Elch::N,лось,elc
164,Fuchs::N,лиса,cadno
165,Hase::N,заяц,ysgyfarnog
166,Maus::N,мышь,llygoden
167,Wolf::N,волк,blaidd
168,Vogel::N,птица,aderyn
169,Schwarm::N,стая,haid
170,Huhn::N,курица,cyw
171,Hahn::N,петух,ceiliog
172,Gans::N,гусь,gŵydd
173,Adler::N,орел,eryr
174,Ente::N,утка,hwyad
175,Eule::N,сова,tylluan
176,Kranich::N,журавль,garan
177,Kranich::N,журавль,crychydd
178,Krähe::N,ворона,brân
179,Kuckuck::N,кукушка,cog
180,Kuckuck::N,кукушка,cwcw
181,Schwan::N,лебедь,alarch
182,Fisch::N,рыба,pysgod
183,Barsch::N,окунь,draenog
184,Hecht::N,щука,penhwyad
185,Schlange[Tier]::N,змея,neidr
186,Wurm::N,червяк,abwydyn
187,Wurm::N,червяк,pryf genwair
188,Spinne::N,паук,cor
189,Spinne::N,паук,pryf copyn
190,Ameise::N,муравей,morgrugyn
191,Laus::N,вошь,lleuen
192,Mücke::N,комар,gwybedyn
193,Fliege::N,муха,cleren
194,Schmetterling::N,бабочка,glöyn byw
195,Schmetterling::N,бабочка,iâr fach yr haf
196,Beere::N,ягода,aeronen
197,Apfel::N,яблоко,afal
198,Pilz::N,гриб,madarch
199,Zwiebel::N,луковица,nionyn
200,Zwiebel::N,луковица,winwnsyn
201,Saat::N,семя,had
202,Korn::N,зерно,grawn
203,Heu::N,сено,gwair
204,Schale::N,шелуха,croen
205,Schale::N,шелуха,plisgyn
206,Grube::N,яма,pwll
207,Grube::N,яма,pydew
208,Falle::N,ловушка,magl
209,Schlinge::N,силок,cwlwm rhedeg
210,Spur::N,след,ôl
211,Asche::N,зола,lludw
212,Asche::N,пепел,lludw
213,Dreck::N,грязь,baw
214,Dreck::N,грязь,budreddi
215,Eisen::N,железо,haearn
216,Gold::N,золото,aur
217,Silber::N,серебро,arian
218,Kohle::N,уголь,glo
219,Glas::N,стекло,gwydr
220,Lehm::N,глина,clai
221,Sand::N,песок,tywod
222,Mensch::N,человек,dyn
223,Mann::N,мужчина,dyn
224,Frau::N,женщина,merch
225,Frau::N,женщина,gwraig
226,Kind::N,ребенок,plentyn
227,Junge::N,мальчик,hogyn
228,Junge::N,мальчик,bachgen
229,Mädchen::N,девочка,merch
230,Mädchen::N,девочка,geneth
231,Familie::N,семья,teulu
232,Familie::N,семья,tylwyth
233,Großvater::N,дедушка,taid
234,Großvater::N,дедушка,tad-cu
235,Großmutter::N,бабушка,nain
236,Großmutter::N,бабушка,mam-gu
237,Eltern::N,родители,rhieni
238,Vater::N,отец,tad
239,Mutter::N,мать,mam
240,Sohn::N,сын,mab
241,Tochter::N,дочь,merch
242,Bruder::N,брат,brawd
243,Schwester::N,сестра,chwaer
244,Onkel::N,дядя,ewythr
245,Tante::N,тетя,modryb
246,Ehemann::N,муж,gŵr
247,Ehefrau::N,жена,gwraig
248,Freude::N,радость,gorfoledd
249,Gelächter::N,смех,chwerthin
250,Glück::N,счастье,hapusrwydd
251,Kummer::N,горе,galar
252,Wunsch::N,желание,dymuniad
253,Lust::N,влечение,chwant
254,Geist::N,дух,ysbryd
255,Gedanke::N,мысль,meddwl
256,Gedächtnis::N,память,cof
257,Verstand::N,ум,meddwl
258,Sinn::N,смысл,ystyr
259,Grund::N,повод,achos
260,Grund::N,повод,rheswm
261,Wahrheit::N,правда,gwir
262,Wahrheit::N,правда,gwirionedd
263,Gespräch::N,беседа,sgwrs
264,Märchen::N,сказка,chwedl werin
265,Erzählung::N,рассказ,stori
266,Nachricht::N,сообщение,neges
267,Neuigkeit::N,новость,newydd
268,Name::N,имя,enw
269,Rätsel::N,загадка,pos
270,Rede::N,речь,araith
271,Sprache::N,язык,iaith
272,Stimme::N,голос,llais
273,Wort::N,слово,gair
274,Zeichen::N,знак,arwydd
275,Ruf::N,зов,galwad
276,Lärm::N,шум,trwst
277,Laut::N,звук,sain
278,Ton::N,звучание,tôn
279,Lied::N,песня,cân
280,Ruhe::N,покой,tawelwch
281,Leute::N,люди,pobl
282,Volk::N,народ,pobl
283,Arbeit::N,работа,gwaith
284,Gast::N,гость,gwestai
285,Geschenk::N,подарок,rhodd
286,Geschenk::N,подарок,anrheg
287,Spiel::N,игра,chwarae
288,Gesellschaft::N,общество,cwmni
289,Hilfe::N,помощь,cymorth
290,Freund::N,друг,cyfaill
291,Kamerad::N,приятель,cydymaith
292,Angelegenheit::N,дело,pwnc
293,Anzahl::N,количество,cyfrif
294,Art::N,вид,bath
295,Stück::N,кусок,darn
296,Teil::N,часть,rhan
297,Hälfte::N,половина,hanner
298,Kreis::N,круг,cylch
299,Kreuz::N,крест,croes
300,Linie::N,линия,llinell
301,Strich::N,черта,strôc
302,Strich::N,черта,trawiad
303,Abstand::N,промежуток,bwlch
304,Abstand::N,промежуток,pellter
305,Entfernung::N,расстояние,pellter
306,Gegend::N,местность,cylch
307,Platz::N,пространство,lle
308,Ort::N,место,lle
309,Seite::N,сторона,ochr
310,Mitte::N,середина,canol
311,Gegenstand::N,предмет,eitem
312,Sache::N,вещь,peth
313,Rand::N,край,cwr
314,Rand::N,край,ymyl
315,Kante::N,ребро,min
316,Kante::N,ребро,ymyl
317,Ecke::N,угол,cornel
318,Spitze::N,кончик,blaen
319,Ende::N,конец,pen
320,Loch::N,дыра,twll
321,Winkel::N,угол,congl
322,Muster::N,узор,patrwm
323,Größe::N,размер,maint
324,Größe::N,размер,maintioli
325,Länge::N,длина,hyd
326,Höhe::N,высота,uchder
327,Gewicht::N,вес,pwysau
328,Menge::N,количество,swm
329,Menge::N,количество,maint
330,Haufen::N,куча,pentwr
331,Reihe::N,ряд,rhes
332,Boot::N,лодка,cwch
333,Ruder::N,весло,rhwyf
334,Schlitten::N,сани,sled
335,Schlitten::N,сани,car llusg
336,Ski::N,лыжа,sgi
337,Lagerfeuer::N,костер,coelcerth
338,Last::N,тяжесть,llwyth
339,Gang::N,ход,tro
340,Schritt::N,шаг,cam
341,Norden::N,север,gogledd
342,Süden::N,юг,de
343,Westen::N,запад,gorllewin
344,Osten::N,восток,dwyrain
345,Holz::N,древесина,pren
346,Brett::N,доска,bwrdd
347,Brett::N,доска,astell
348,Platte::N,плита,llech
349,Stütze::N,подпорка,ateg
350,Stütze::N,подпорка,cynhalydd
351,Stange::N,жердь,polyn
352,Stock::N,палка,ffon
353,Stock::N,палка,brigyn
354,Stab::N,шест,ffon
355,Rohr::N,труба,pibell
356,Haus::N,дом,tŷ
357,Heim::N,дом,cartref
358,Ofen::N,печь,stof
359,Fußboden::N,пол,llawr
360,Tisch::N,стол,bwrdd
361,Stuhl::N,стул,cadair
362,Wiege::N,колыбель,crud
363,Bett::N,постель,gwely
364,Regal::N,полка,silff
365,Kiste::N,ящик,bocs
366,Kiste::N,ящик,blwch
367,Fenster::N,окно,ffenestr
368,Tür::N,дверь,drws
369,Tor::N,ворота,porth
370,Zaun::N,забор,ffens
371,Dach::N,крыша,to
372,Leiter::N,лестница,ysgol
373,Besen::N,метла,ysgub
374,Spaten::N,лопата,rhaw
375,Schaufel::N,совок,rhaw
376,Gabel::N,вилка,fforc
377,Löffel::N,ложка,llwy
378,Messer::N,нож,cyllell
379,Nagel::N,гвоздь,hoel
380,Netz::N,сеть,gwe
381,Netz::N,сеть,rhwyd
382,Haken::N,крюк,bach
383,Griff::N,ручка,carn
384,Schloss::N,замок,clo
385,Bild::N,картина,llun
386,Bild::N,картина,pictiwr
387,Figur::N,фигура,ffigur
388,Puppe::N,кукла,dol
389,Beutel::N,мешок,cwd
390,Bündel::N,связка,bwndel
391,Bündel::N,связка,coflaid
392,Tasche::N,сумка,cod
393,Eimer::N,ведро,bwced
394,Eimer::N,ведро,cunnog
395,Deckel::N,крышка,caead
396,Geschirr::N,посуда,llestri
397,Sack::N,мешок,sach
398,Tasse::N,чашка,cwpan
399,Topf::N,кастрюля,pot
400,Topf::N,кастрюля,crochan
401,Kessel::N,котел,tegell
402,Essen::N,еда,pryd o fwyd
403,Nahrung::N,пища,bwyd
404,Speise::N,блюдо,saig
405,Speise::N,кушанье,saig
406,Fleisch::N,мясо,cig
407,Getreide::N,хлеб,ŷd
408,Getreide::N,хлеб,llafur
409,Brei::N,каша,uwd
410,Brot::N,хлеб,bara
411,Scheibe::N,ломоть,tafell
412,Fett::N,жир,saim
413,Fett::N,жир,braster
414,Butter::N,масло,ymenyn
415,Öl::N,масло,olew
416,Salz::N,соль,halen
417,Suppe::N,суп,cawl
418,Honig::N,мед,mêl
419,Milch::N,молоко,llaeth
420,Milch::N,молоко,llefrith
421,Tee::N,чай,te
422,Leder::N,кожа,lledr
423,Wolle::N,шерсть,gwlân
424,Stoff::N,ткань,lliain
425,Stoff::N,ткань,brethyn
426,Nadel::N,игла,nodwydd
427,Faden::N,нитка,edau
428,Faden::N,нитка,edefyn
429,Knopf::N,пуговица,botwm
430,Knoten::N,узел,cwlwm
431,Farbe::N,краска,paent
432,Kleidung::N,одежда,dillad
433,Kleidung::N,одежда,gwisgoedd
434,Hemd::N,рубашка,crys
435,Kragen::N,воротник,coler
436,Ärmel::N,рукав,llawes
437,Hose::N,брюки,trowsus
438,Gürtel::N,пояс,gwregys
439,Mütze::N,шапка,cap
440,Schuh::N,ботинок,esgid
441,Stiefel::N,сапог,botasen
442,Ring::N,кольцо,modrwy
443,Band::N,лента,rhuban
444,Kamm::N,расческа,crib
445,Spiegel::N,зеркало,drych
446,Riemen::N,ремень,strap
447,Schnur::N,веревка,llinyn
448,Leine::N,поводок,tennyn
449,Decke::N,одеяло,blanced
450,Decke::N,одеяло,gwrthban
451,Kissen::N,подушка,clustog
452,Kissen::N,подушка,gobennydd
453,Tuch::N,платок,sgarff
454,Handtuch::N,полотенце,tywel
455,Handtuch::N,полотенце,lliain sychu
456,Kraft::N,сила,grym
457,Stärke::N,крепость,nerth
458,Stärke::N,крепость,cryfder
459,Gesundheit::N,здоровье,iechyd
460,Krankheit::N,болезнь,afiechyd
461,Krankheit::N,болезнь,anhwylder
462,Schmerz::N,боль,poen
463,Schmerz::N,боль,gwayw
464,Wunde::N,рана,clwyf
465,Fieber::N,лихорадка,twymyn
466,Fieber::N,температура,twymyn
467,Arznei::N,лекарство,meddyginiaeth
468,Brücke::N,мост,pont
469,Brunnen::N,колодец,ffynnon
470,Weide::N,пастбище,porfa
471,Pfad::N,тропа,llwybr
472,Weg::N,путь,ffordd
473,Weg::N,дорога,ffordd
474,Straße::N,улица,heol
475,Straße::N,улица,ffordd
476,Straße::N,дорога,heol
477,Straße::N,дорога,ffordd
478,Dorf::N,деревня,pentref
479,Stadt::N,город,tref
480,Brief::N,письмо,llythyr
481,Buch::N,книга,llyfr
482,Buchstabe::N,буква,llythyren
483,Zeitung::N,газета,papur newydd
484,Leben::N,жизнь,bywyd
485,Tod::N,смерть,marwolaeth
486,Grab::N,могила,bedd
487,Kirche::N,церковь,eglwys
488,Sünde::N,грех,pechod
489,Gott::N,бог,duw
490,Arbeiter::N,рабочий,gweithiwr
491,Chef::N,начальник,pennaeth
492,Meister::N,мастер,meistr
493,Arzt::N,врач,meddyg
494,Lehrer::N,учитель,athro
495,Geld::N,деньги,pres
496,Geld::N,деньги,arian
497,Geschäft::N,занятие,busnes
498,Laden::N,магазин,siop
499,Preis::N,цена,pris
500,Ware::N,товар,nwydd
501,Nutzen::N,выгода,elw
502,Nutzen::N,выгода,budd
503,Reichtum::N,богатство,cyfoeth
504,Welt::N,мир,byd
505,Land::N,страна,gwlad
506,Staat::N,государство,gwladwriaeth
507,König::N,король,brenin
508,Macht::N,власть,grym
509,Macht::N,власть,awdurdod
510,Grenze::N,граница,ffin
511,Grenze::N,граница,goror
512,Krieg::N,война,rhyfel
513,Feind::N,враг,gelyn
514,Gewalt::N,насилие,ffyrnigrwydd
515,Kampf::N,борьба,brwydr
516,Bogen[Waffe]::N,лук,bwa
517,Pfeil::N,стрела,saeth
518,Gewehr::N,ружье,dryll
519,Fehler::N,ошибка,gwall
520,Fehler::N,ошибка,camgymeriad
521,Lüge::N,ложь,celwydd
522,Lüge::N,ложь,anwiredd
523,Schaden::N,вред,niwed
524,Schaden::N,вред,difrod
525,Unglück::N,беда,anffawd
526,Schuld::N,вина,bai
527,Alter::N,возраст,oed
528,Schluss::N,окончание,diwedd
529,Zeit::N,время,amser
530,Tag::N,день,dydd
531,Tag::N,день,diwrnod
532,Morgen::N,утро,bore
533,Mittag::N,полдень,nawn
534,Abend::N,вечер,noswaith
535,Nacht::N,ночь,nos
536,Woche::N,неделя,wythnos
537,Monat::N,месяц,mis
538,Jahr::N,год,blwyddyn
539,Frühling::N,весна,gwanwyn
540,Sommer::N,лето,haf
541,Herbst::N,осень,hydref
542,Winter::N,зима,gaeaf
543,Januar::N,январь,Ionawr
544,Februar::N,февраль,Chwefror
545,März::N,март,Mawrth
546,April::N,апрель,Ebrill
547,Mai::N,май,Mai
548,Juni::N,июнь,Mehefin
549,Juli::N,июль,Gorffennaf
550,August::N,август,Awst
551,September::N,сентябрь,Medi
552,Oktober::N,октябрь,Hydref
553,November::N,ноябрь,Tachwedd
554,Dezember::N,декабрь,Rhagfyr
555,Montag::N,понедельник,dydd Llun
556,Dienstag::N,вторник,dydd Mawrth
557,Mittwoch::N,среда,dydd Mercher
558,Donnerstag::N,четверг,dydd Iau
559,Freitag::N,пятница,dydd Gwener
560,Samstag::N,суббота,dydd Sadwrn
561,Sonntag::N,воскресенье,dydd Sul
562,groß::A,большой,mawr
563,klein::A,маленький,bach
564,lang::A,длинный,hir
565,kurz::A,короткий,byr
566,kurz::A,короткий,cwta
567,breit::A,широкий,llydan
568,schmal::A,узкий,cul
569,dicht::A,густой,dwys
570,dick[Gegenstand]::A,толстый,trwchus
571,dünn::A,тонкий,tenau
572,fein::A,тонкий,main
573,fest::A,крепкий,cadarn
574,flach::A,плоский,gwastad
575,glatt::A,гладкий,llyfn
576,hart::A,твердый,caled
577,weich::A,мягкий,meddal
578,rund::A,круглый,crwn
579,spitz::A,остроконечный,pigfain
580,scharf::A,острый,miniog
581,stumpf::A,тупой,pŵl
582,schwer::A,тяжелый,trwm
583,schön::A,красивый,teg
584,schön::A,красивый,hardd
585,schön::A,красивый,prydferth
586,heiß::A,жаркий,poeth
587,warm::A,теплый,twym
588,warm::A,теплый,cynnes
589,kalt::A,холодный,oer
590,kühl::A,прохладный,oeraidd
591,frisch::A,свежий,iach
592,feucht::A,влажный,llaith
593,nass::A,мокрый,gwlyb
594,trocken::A,сухой,sych
595,voll::A,полный,llawn
596,voll::A,наполненный,llawn
597,leer::A,пустой,gwag
598,offen::A,открытый,agored
599,geschlossen::A,закрытый,caead
600,geschlossen::A,закрытый,caeëdig
601,sauber::A,чистый,glân
602,schmutzig::A,грязный,budr
603,schmutzig::A,грязный,brwnt
604,roh::A,сырой,amrwd
605,reif::A,зрелый,aeddfed
606,lecker::A,вкусный,blasus
607,lecker::A,вкусный,danteithiol
608,süß::A,сладкий,melys
609,bitter::A,горький,chwerw
610,sauer::A,кислый,sur
611,hell::A,светлый,disglair
612,dunkel::A,темный,tywyll
613,schwarz::A,черный,du
614,weiß::A,белый,gwyn
615,rot::A,красный,coch
616,gelb::A,желтый,melyn
617,blau::A,синий,glas
618,grün::A,зеленый,gwyrdd
619,grau::A,серый,llwyd
620,bunt::A,пестрый,lliwgar
621,billig::A,дешевый,rhad
622,teuer::A,дорогой,drud
623,wertvoll::A,ценный,gwerthfawr
624,blind::A,слепой,dall
625,taub::A,глухой,byddar
626,kräftig::A,могучий,nerthol
627,kräftig::A,могучий,grymus
628,stark::A,сильный,cryf
629,stark::A,сильный,cadarn
630,schwach::A,слабый,gwan
631,fett::A,жирный,tew
632,schlank::A,стройный,main
633,hübsch::A,прелестный,tlws
634,böse::A,злой,drwg
635,dumm::A,глупый,twp
636,faul::A,ленивый,diog
637,fleißig::A,прилежный,dyfal
638,geizig::A,жадный,crintach
639,geizig::A,жадный,cybyddlyd
640,klug::A,умный,deallus
641,geschickt::A,искусный,medrus
642,geschickt::A,искусный,deheuig
643,lieb::A,милый,hoff
644,lieb::A,милый,annwyl
645,lustig::A,веселый,llon
646,sanft::A,нежный,mwyn
647,hungrig::A,голодный,newynog
648,krank::A,больной,sâl
649,krank::A,больной,gwael
650,nackt::A,голый,noeth
651,traurig::A,грустный,trist
652,lebendig::A,живой,yn fyw
653,gut::A,хороший,da
654,schlecht::A,плохой,drwg
655,schlecht::A,плохой,gwael
656,richtig::A,правильный,cywir
657,schlimm::A,отвратительный,enbyd
658,schlimm::A,мерзкий,enbyd
659,wahr::A,настоящий,gwir
660,alt::A,старый,hen
661,neu::A,новый,newydd
662,ehemalig::A,бывший,blaenorol
663,alt[Lebewesen]::A,пожилой,oedrannus
664,jung::A,молодой,ifanc
665,arm::A,бедный,tlawd
666,reich::A,богатый,cyfoethog
667,bekannt::A,знакомый,cynefin
668,bekannt::A,знакомый,cyfarwydd
669,berühmt::A,знаменитый,enwog
670,fremd::A,чужой,estron
671,verschieden::A,разный,gwahanol
672,nah::A,близкий,agos
673,fern::A,далекий,pell
674,linker::A,левый,aswy
675,linker::A,левый,chwith
676,rechter::A,правый,de
677,rechter::A,правый,deau
678,anderer::A,другой,arall
679,erster::A,первый,cyntaf
680,zweiter::A,второй,ail
681,dritter::A,третий,trydydd
682,letzter::A,последний,olaf
683,allein::ADV,один,unig
684,allein::ADV,один,ar ei ben ei hun
685,auf einmal::ADV,сразу,ar yr un pryd
686,zusammen::ADV,вместе,ynghyd
687,zusammen::ADV,вместе,gyda'i gilydd
688,lange::ADV,долго,amser hir
689,plötzlich::ADV,вдруг,yn sydyn
690,sofort::ADV,тотчас,ar unwaith
691,später::ADV,позже,yn ddiweddarach
692,jetzt::ADV,сейчас,yn awr
693,heute::ADV,сегодня,heddiw
694,morgen::ADV,завтра,yfory
695,bald::ADV,скоро,yn fuan
696,bald::ADV,скоро,gyda hyn
697,dann::ADV,потом,yna
698,dann::ADV,потом,y pryd hwnnw
699,gestern::ADV,вчера,ddoe
700,einst::ADV,однажды,gynt
701,damals::ADV,тогда,ar y pryd
702,damals::ADV,тогда,bryd hynny
703,danach::ADV,затем,wedyn
704,vorher::ADV,раньше,o'r blaen
705,zuerst::ADV,сперва,yn gyntaf
706,einmal::ADV,раз,unwaith
707,manchmal::ADV,иногда,weithiau
708,manchmal::ADV,иногда,ar brydiau
709,oft::ADV,часто,yn aml
710,oft::ADV,часто,yn fynych
711,immer::ADV,всегда,bob amser
712,niemals::ADV,никогда,ni ... byth
713,niemals::ADV,никогда,ni ... erioed
714,hier::ADV,здесь,yma
715,hierhin::ADV,сюда,hyd yma
716,von hier::ADV,отсюда,oddi yma
717,dort::ADV,там,acw
718,dorthin::ADV,туда,tuag yno
719,geradeaus::ADV,прямо,syth ymlaen
720,vorwärts::ADV,вперед,ymlaen
721,rückwärts::ADV,назад,yn ôl
722,zurück::ADV,обратно,yn ôl
723,unten::ADV,внизу,isod
724,unten::ADV,внизу,oddi tanodd
725,hinab::ADV,вниз,i lawr
726,hinab::ADV,вниз,i waered
727,oben::ADV,наверху,fry
728,hinauf::ADV,вверх,i fyny
729,hinauf::ADV,вверх,i'r lan
730,überall::ADV,везде,ym mhobman
731,nicht::ADV,не,ni
732,nicht::ADV,не,nid
733,ein wenig::ADV,немного,tipyn
734,ein wenig::ADV,немного,ychydig
735,kaum::ADV,едва,prin
736,sehr::ADV,очень,iawn
737,so::ADV,так,fel
738,so::ADV,так,felly
739,noch::ADV,еще,eto
740,nur::ADV,только,yn unig
741,schon::ADV,уже,eisoes
742,schon::ADV,уже,yn barod
743,wieder::ADV,опять,drachefn
744,vergebens::ADV,напрасно,yn ofer
745,vor::PRP,перед,o flaen
746,hinter::PRP,за,ar ôl
747,hinter::PRP,позади,ar ôl
748,unter::PRP,под,islaw
749,durch::PRP,сквозь,trwy
750,neben::PRP,возле,ar bwys
751,zwischen::PRP,между,rhwng
752,zwischen::PRP,между,cydrhwng
753,wegen::PRP,из-за,o achos
754,wegen::PRP,из-за,oherwydd
755,dies::PRN,это,hyn
756,das::PRN,то,hynny
757,alles::PRN,все,popeth
758,ich::PRN,я,fi
759,du::PRN,ты,ti
760,er::PRN,он,fe
761,wir::PRN,мы,ni
762,ihr::PRN,вы,chi
763,sie::PRN,они,hwy
764,was::FPRN,что,pa beth
765,wer::FPRN,кто,pwy
766,wo::FADV,где,ble
767,wo::FADV,где,ym mha le
768,wohin::FADV,куда,i ble
769,wohin::FADV,куда,i ba le
770,wie::FADV,как,sut
771,warum::FADV,почему,pam
772,wieviel::FNUM,сколько,faint
773,eins::NUM,один,un
774,zwei::NUM,два,dau
775,drei::NUM,три,tri
776,vier::NUM,четыре,pedwar
777,fünf::NUM,пять,pump
778,sechs::NUM,шесть,chwech
779,sieben::NUM,семь,saith
780,acht::NUM,восемь,wyth
781,neun::NUM,девять,naw
782,zehn::NUM,десять,deg
783,elf::NUM,одиннадцать,un ar ddeg
784,zwölf::NUM,двенадцать,deuddeg
785,zwölf::NUM,двенадцать,un deg dau
786,zwanzig::NUM,двадцать,ugain
787,dreißig::NUM,тридцать,tri deg
788,dreißig::NUM,тридцать,deg ar hugain
789,vierzig::NUM,сорок,deugain
790,fünfzig::NUM,пятьдесят,hanner cant
791,sechzig::NUM,шестьдесят,chwe deg
792,siebzig::NUM,семьдесят,saith deg
793,siebzig::NUM,семьдесят,deg a thrigain
794,achtzig::NUM,восемьдесят,wyth deg
795,achtzig::NUM,восемьдесят,pedar ugain
796,neunzig::NUM,девяносто,naw deg
797,neunzig::NUM,девяносто,deg a phedwar ugain
798,hundert::NUM,сто,cant
799,tausend::NUM,тысяча,mil
800,und::CNJ,и,a
801,oder::CNJ,или,neu
802,oder::CNJ,либо,neu
803,stehen::V,стоять,sefyll
804,sitzen::V,сидеть,eistedd
805,liegen::V,лежать,gorwedd
806,hängen::V,висеть,hongian
807,werden::V,стать,dod yn
808,werden::V,стать,mynd yn
809,passieren::V,случиться,digwydd
810,beginnen::V,начаться,cychwyn
811,enden::V,кончиться,gorffen
812,wechseln::V,меняться,newid
813,aufgehen[Sonne]::V,взойти,codi
814,untergehen[Sonne]::V,зайти,machlud
815,scheinen[Sonne]::V,светить,tywynnu
816,donnern::V,греметь,taranu
817,wehen::V,дуть,chwythu
