,Concept_ID,ru,cy
818,strömen::V,литься,ffrydio
819,fließen::V,течь,llifo
820,sich drehen::V,вращаться,troi
821,sich drehen::V,вращаться,cylchdroi
822,schwanken::V,колебаться,siglo
823,schwingen::V,качаться,siglo
824,fallen::V,падать,cwympo
825,brennen::V,гореть,llosgi
826,rauchen::V,дымить,mygu
827,regnen::V,дождить,glawio
828,gefrieren::V,замерзнуть,rhewi
829,tauen::V,таять,toddi
830,tauen::V,таять,meirioli
831,schmelzen::V,плавиться,toddi
832,trocknen::V,сохнуть,sychu
833,sieden::V,кипеть,berwi
834,faulen::V,гнить,pydru
835,faulen::V,гнить,braenu
836,verfaulen::V,сгнить,pydru
837,verfaulen::V,сгнить,dadfeilio
838,reißen::V,рваться,clecian
839,reißen::V,рваться,torri'n glats
840,versinken::V,тонуть,suddo
841,vergehen::V,проходить,myned heibio
842,vergehen::V,проходить,pasio
843,erscheinen::V,появиться,ymddangos
844,verschwinden::V,исчезнуть,diflannu
845,sinken::V,спадать,syrthio
846,abnehmen::V,уменьшиться,lleihau
847,zunehmen::V,увеличиваться,cynyddu
848,steigen::V,подниматься,codi
849,wachsen::V,расти,tyfu
850,glänzen::V,блестеть,disgleirio
851,funkeln::V,сверкать,pefrio
852,lärmen::V,шуметь,cadw sŵn
853,lärmen::V,шуметь,gwneud twrw
854,läuten::V,звонить,canu
855,klingeln::V,звонить,canu
856,klingeln::V,звонить,seinio
857,klirren::V,звякать,tincian
858,brausen::V,бушевать,rhuo
859,rauschen::V,шелестеть,siffrwd
860,rauschen::V,шелестеть,chwithrwd
861,klingen::V,звучать,seinio
862,bellen::V,лаять,cyfarth
863,heulen::V,выть,udo
864,heulen::V,выть,oernadu
865,blasen::V,дунуть,chwythu
866,pfeifen::V,свистеть,chwibanu
867,schreien::V,кричать,gweiddi
868,schreien::V,кричать,bloeddio
869,stöhnen::V,стонать,griddfan
870,zittern::V,дрожать,crynu
871,leben::V,жить,byw
872,geboren werden::V,родиться,cael eich geni
873,atmen::V,дышать,anadlu
874,trinken::V,пить,yfed
875,essen::V,есть,bwyta
876,essen::V,кушать,bwyta
877,schlucken::V,глотать,llyncu
878,müde werden::V,устать,blino
879,einschlafen::V,заснуть,mynd i gysgu
880,einschlafen::V,заснуть,syrthio i gysgu
881,schlafen::V,спать,huno
882,schlafen::V,спать,cysgu
883,aufwachen::V,проснуться,dihuno
884,aufstehen::V,встать,codi
885,sich erholen::V,отдыхать,ymlacio
886,sich erholen::V,отдыхать,dadflino
887,krank werden::V,заболеть,mynd yn sâl
888,krank werden::V,заболеть,mynd yn wael
889,krank sein::V,болеть,gwaelu
890,schmerzen::V,болеть,brifo
891,husten::V,кашлять,pesychu
892,genesen::V,поправиться,gwella
893,genesen::V,поправиться,cael yn ôl
894,sterben::V,умереть,marw
895,umkommen::V,погибнуть,trengi
896,sich bewegen::V,двигаться,symud
897,sich rühren::V,шевельнуться,syflyd
898,sich erheben::V,встать,codi
899,sich setzen::V,сесть,eistedd
900,hinfallen::V,упасть,cwympo
901,laufen::V,ходить,cerdded
902,schreiten::V,шагать,camu
903,spazierengehen::V,гулять,mynd am dro
904,eilen::V,спешить,rhuthro
905,sich beeilen::V,торопиться,brysio
906,sausen::V,мчаться,rhuthro
907,rennen::V,бегать,rhedeg
908,springen::V,прыгать,llamu
909,springen::V,прыгать,neidio
910,klettern::V,лазать,dringo
911,schaukeln::V,раскачиваться,siglo
912,kriechen::V,ползать,cropian
913,schwimmen::V,плавать,nofio
914,tauchen::V,нырять,plymio
915,tauchen::V,нырять,ymsuddo
916,rudern::V,грести,rhwyfo
917,fahren::V,ехать,gyrru
918,fahren::V,ехать,dreifio
919,fliegen::V,летать,hedfan
920,gehen::V,идти,mynd
921,weggehen::V,уйти,mynd
922,weggehen::V,уйти,ymadael
923,abfahren::V,отправиться,ymadael
924,anhalten::V,остановиться,stopio
925,hineingehen::V,входить,mynd i mewn
926,eintreten::V,войти,mynd i
927,kommen::V,прийти,dod
928,ankommen::V,прибыть,cyrraedd
929,zurückkommen::V,возвратиться,dychwelyd
930,bleiben::V,остаться,aros
931,bleiben::V,остаться,sefyll
932,warten::V,ждать,aros
933,warten::V,ждать,disgwyl
934,erwarten::V,ожидать,disgwyl
935,suchen::V,искать,chwilio am
936,finden::V,найти,darganfod
937,versuchen::V,пытаться,profi
938,versuchen::V,пытаться,ceisio
939,vorbereiten::V,подготовить,paratoi
940,lieben::V,любить,caru
941,mögen::V,любить,hoffi
942,lachen::V,смеяться,chwerthin
943,rühren::V,растрогать,cynhyrfu
944,weinen::V,плакать,wylo
945,weinen::V,плакать,llefain
946,schimpfen::V,ругаться,grwgnach
947,sich ärgern::V,сердиться,gofidio
948,sich fürchten::V,бояться,ofni
949,fürchten::V,бояться,arswydo
950,fliehen::V,убегать,ffoi
951,flüchten::V,убежать,dianc
952,sehen::V,видеть,gweld
953,anschauen::V,посмотреть,syllu
954,anschauen::V,посмотреть,edrych
955,ansehen::V,смотреть,gwylio
956,hören::V,слышать,clywed
957,zuhören::V,слушать,gwrando
958,probieren::V,пробовать,profi
959,riechen::V,нюхать,arogli
960,fühlen::V,чувствовать,teimlo
961,fühlen::V,чувствовать,clywed
962,scheinen::V,казаться,ymddangos
963,zu sehen sein::V,виднеться,dod i'r golwg
964,vernehmen::V,услышать,clywed sôn am
965,frieren::V,мерзнуть,bod yn oer
966,tun::V,делать,gwneud
967,können::V,мочь,gallu
968,können::V,уметь,gallu
969,wollen::V,хотеть,bod mewn angen
970,anfangen::V,начать,dechrau
971,beenden::V,закончить,darfod
972,beenden::V,закончить,gorffen
973,aufhören::V,перестать,peidio
974,gelingen::V,удаться,llwyddo
975,geraten::V,оказаться,diweddu
976,öffnen::V,открыть,agor
977,schließen::V,закрыть,cau
978,stellen::V,поставить,gosod
979,setzen::V,посадить,gosod
980,legen::V,класть,gosod
981,berühren::V,трогать,cyffwrdd
982,verbinden::V,связать,cysylltu
983,bedecken::V,покрыть,gorchuddio
984,aufhängen::V,повесить,crogi
985,aufhängen::V,повесить,hongian
986,anzünden::V,зажечь,cynnau
987,aufheben::V,поднять,codi
988,zurücklassen::V,оставить,gadael
989,verlieren::V,потерять,colli
990,fallen lassen::V,уронить,gollwng
991,machen::V,сделать,gwneud
992,herstellen::V,изготовить,cynhyrchu
993,bauen::V,строить,adeiladu
994,reparieren::V,чинить,trwsio
995,reparieren::V,чинить,atgyweirio
996,verbessern::V,улучшить,diwygio
997,ändern::V,изменить,altro
998,graben::V,копать,palu
999,graben::V,копать,cloddio
1000,beugen::V,согнуть,plygu
1001,biegen::V,погнуть,plygu
1002,drehen::V,вертеть,troelli
1003,wenden::V,повернуть,troi
1004,umdrehen::V,перевернуть,troi
1005,heben::V,поднимать,codi
1006,hochheben::V,поднять,dyrchafu
1007,ergreifen::V,схватить,gafael
1008,halten::V,держать,dal
1009,drücken::V,нажимать,pwyso
1010,drücken::V,нажимать,gwasgu
1011,schieben::V,толкать,gwthio
1012,kratzen::V,скрести,crafu
1013,lecken::V,лизать,llyfu
1014,beißen::V,кусать,cnoi
1015,beißen::V,кусать,brathu
1016,abreißen::V,оторвать,tynnu ymaith
1017,abschneiden::V,отрезать,torri
1018,binden::V,вязать,clymu
1019,stecken::V,воткнуть,plannu
1020,brechen::V,сломать,torri
1021,klopfen::V,стучать,taro
1022,hauen::V,бить,taro
1023,kleben::V,клеить,gludio
1024,reiben::V,тереть,rhwbio
1025,streichen::V,намазать,taenu
1026,schleifen::V,точить,hogi
1027,schneiden::V,резать,torri
1028,rütteln::V,шатать,ysgytio
1029,schütteln::V,трясти,siglo
1030,schütteln::V,трясти,ysgwyd
1031,schwenken::V,махать,siglo
1032,schütten::V,налить,tywallt
1033,füllen::V,наполнить,llenwi
1034,einwickeln::V,завернуть,lapio
1035,tragen::V,нести,cludo
1036,schleppen::V,тащить,llusgo
1037,ziehen::V,тянуть,tynnu
1038,aufbewahren::V,хранить,cadw
1039,werfen::V,бросать,taflu
1040,fangen::V,ловить,dal
1041,packen::V,схватить,cipio
1042,packen::V,схватить,crafangu
1043,verstecken::V,спрятать,celu
1044,verstecken::V,спрятать,cuddio
1045,teilen::V,разделить,rhannu
1046,schicken::V,посылать,anfon
1047,bringen::V,принести,dod â
1048,hinzufügen::V,добавить,chwanegu
1049,bekommen::V,достать,cael
1050,erhalten::V,получить,derbyn
1051,nehmen::V,взять,cymryd
1052,wählen::V,выбрать,dewis
1053,auswählen::V,отобрать,dethol
1054,bewahren::V,сохранить,cadw
1055,behindern::V,препятствовать,atal
1056,behindern::V,препятствовать,rhwystro
1057,verderben::V,испортить,difetha
1058,beschädigen::V,повредить,niweidio
1059,zerbrechen::V,разбить,torri
1060,zerreißen::V,разорвать,rhwygo
1061,zerstören::V,разрушить,dinistrio
1062,verbrennen::V,сжечь,llosgi
1063,geben::V,дать,rhoi
1064,reichen::V,передать,estyn
1065,schenken::V,дарить,rhoddi
1066,versprechen::V,обещать,addo
1067,wünschen::V,желать,dymuno
1068,loben::V,хвалить,canmol
1069,küssen::V,целовать,cusanu
1070,wiegen::V,качать,siglo
1071,zudecken::V,накрыть,gorchuddio
1072,wecken::V,разбудить,deffro
1073,zeigen::V,показать,dangos
1074,führen::V,вести,arwain
1075,lehren::V,учить,dysgu
1076,unterrichten::V,преподавать,hyfforddi
1077,aufziehen::V,воспитать,dod i fyny
1078,leiten::V,руководить,arwain
1079,antreiben::V,подгонять,annog
1080,lassen::V,заставить,gadael
1081,einladen::V,пригласить,gwahodd
1082,vereinigen::V,объединить,uno
1083,vereinigen::V,объединить,cyfuno
1084,besuchen::V,посетить,ymweld â
1085,treffen::V,встретить,cwrdd
1086,treffen::V,встретить,cyfarfod
1087,sich versammeln::V,собраться,casglu
1088,sich versammeln::V,собраться,cynnull
1089,spielen::V,играть,chwarae
1090,singen::V,петь,canu
1091,tanzen::V,плясать,dawnsio
1092,tanzen::V,танцевать,dawnsio
1093,sich trennen::V,расстаться,ymwahanu
1094,verlassen::V,покинуть,gadael
1095,retten::V,спасти,achub
1096,bewachen::V,охранять,gwarchod
1097,schützen::V,уберегать,noddi
1098,verteidigen::V,защитить,amddiffyn
1099,sich schlagen::V,драться,ffraeo
1100,sich schlagen::V,драться,terfysgu
1101,schießen::V,стрелять,saethu
1102,siegen::V,победить,ennill
1103,ärgern::V,сердить,cythruddo
1104,schlagen::V,ударить,curo
1105,treten::V,пинать,cicio
1106,stechen::V,уколоть,pigo
1107,stoßen::V,толкнуть,gwthio
1108,stehlen::V,украсть,dwyn
1109,stehlen::V,украсть,lladrata
1110,stören::V,помешать,aflonyddu
1111,belästigen::V,надоедать,trafferthu
1112,verbergen::V,скрыть,cuddio
1113,täuschen::V,обмануть,twyllo
1114,betrügen::V,смошенничать,hocedu
1115,töten::V,убить,lladd
1116,wohnen::V,проживать,byw
1117,arbeiten::V,работать,gweithio
1118,sammeln::V,собрать,casglu
1119,pflücken::V,рвать,casglu
1120,pflücken::V,срывать,casglu
1121,jagen::V,охотиться,hela
1122,fischen::V,рыбачить,pysgota
1123,fassen::V,поймать,dal
1124,hüten::V,пасти,bugeilio
1125,treiben::V,гнать,gyrru
1126,anbinden::V,привязать,clymu
1127,füttern::V,кормить,porthi
1128,melken::V,доить,godro
1129,hacken::V,рубить,torri
1130,gießen::V,полить,dyfrhau
1131,reifen::V,созреть,aeddfedu
1132,zubereiten::V,приготовить,coginio
1133,kochen::V,варить,berwi
1134,backen::V,печь,pobi
1135,backen::V,печь,crasu
1136,braten::V,жарить,ffrio
1137,umrühren::V,перемешать,cyffroi
1138,stricken::V,вязать,gwau
1139,nähen::V,шить,gwnïo
1140,färben::V,покрасить,lliwio
1141,reinigen::V,очистить,glanhau
1142,waschen::V,стирать,golchi
1143,abwischen::V,вытереть,sychu
1144,spülen::V,полоскать,streulio
1145,fegen::V,подметать,ysgubo
1146,kehren::V,мести,ysgubo
1147,baden::V,купаться,cael bath
1148,sich waschen::V,мыться,ymolchi
1149,ausziehen::V,снять,tynnu
1150,anziehen::V,надеть,gwisgo
1151,sich anziehen::V,одеться,ymwisgo
1152,kämmen::V,причесать,cribo
1153,schmücken::V,украсить,harddu
1154,schmücken::V,украсить,addurno
1155,sagen::V,сказать,dweud
1156,sprechen::V,говорить,llefaru
1157,reden::V,разговаривать,siarad
1158,sich unterhalten::V,беседовать,sgwrsio
1159,fragen::V,спросить,gofyn
1160,bitten::V,просить,gofyn am
1161,erzählen::V,рассказать,dweud
1162,mitteilen::V,сообщить,cyfleu
1163,nennen::V,назвать,enwi
1164,rufen::V,звать,galw
1165,prahlen::V,хвастаться,brolio
1166,prahlen::V,хвастаться,ymffrostio
1167,übersetzen::V,перевести,cyfieithu
1168,denken::V,думать,meddwl
1169,glauben::V,верить,credu
1170,glauben::V,верить,coelio
1171,bemerken::V,заметить,sylwi
1172,erkennen::V,узнать,adnabod
1173,begreifen::V,понять,amgyffred
1174,begreifen::V,постичь,amgyffred
1175,verstehen::V,услышать,deall
1176,lernen::V,учиться,dysgu
1177,wissen::V,знать,gwybod
1178,sich erinnern an::V,вспомнить,cofio
1179,vergessen::V,забыть,anghofio
1180,messen::V,мерить,mesur
1181,zählen::V,считать,cyfrif
1182,rechnen::V,считать,cyfrifo
1183,lesen::V,читать,darllen
1184,malen::V,рисовать,peintio
1185,zeichnen::V,рисовать,tynnu
1186,schreiben::V,писать,ysgrifennu
1187,besitzen::V,иметь,meddu
1188,kaufen::V,купить,prynu
1189,verkaufen::V,продать,gwerthu
1190,bezahlen::V,заплатить,talu am
1191,zahlen::V,платить,talu
1192,beherrschen::V,владеть,rheoli
1193,beherrschen::V,владеть,llywodraethu
1194,ertragen::V,вытерпеть,dioddef
