,Concept_ID,ml,ar
629,krank::A,അസുഖമുള്ള,مريض
630,nackt::A,നഡമായ,عار
631,traurig::A,വിഷമമുള്ള,حزين
632,lebendig::A,ഉപജീവനം,حي
633,gut::A,നല്ല,جيد
634,schlecht::A,മോശമായ,سيء
635,richtig::A,ശരിയായ,صحيح
636,schlimm::A,വൃത്തികെട്ട,خبيث
637,wahr::A,ശരിയായ,حق
638,alt::A,പഴയ,قديم
639,neu::A,പുതിയ,جديد
640,ehemalig::A,മുൻ,سابق
641,alt[Lebewesen]::A,വയസ്സുള്ള,مسن
642,jung::A,കൌമാരമായ,شاب
643,jung::A,കൌമാരമായ,صغير
644,arm::A,പാവപ്പെട്ട,فقير
645,reich::A,സമ്പന്നമായ,غني
646,bekannt::A,പരിചിതമായ,معلوم
647,berühmt::A,പ്രശസ്തനായ,مشهور
648,fremd::A,വൈദേശികമായ,أجنبي
649,verschieden::A,വ്യത്യസ്തമായ,مختلف
650,nah::A,അരികത്തുള്ള,قريب
651,fern::A,അകലെയുള്ള,بعيد
652,linker::A,അവശേഷിച്ച,يسار
653,rechter::A,വലത്തേ,يمين
654,anderer::A,മറ്റുള്ള,آخر
655,erster::A,ആദ്യത്തെ,أول
656,zweiter::A,രണ്ടാം,ثان
657,dritter::A,മൂന്നാമത്,ثالث
658,letzter::A,അവസാനത്തെ,أخير
659,allein::ADV,തനിച്ചുള്ള,وحده
660,auf einmal::ADV,ഉടന്,بالمرة
661,zusammen::ADV,ഒരുമിച്ച,معا
662,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,مدة طويلة
663,plötzlich::ADV,പെട്ടെന്ന്,فجأة
664,sofort::ADV,തത്ക്ഷണം,حالا
665,sofort::ADV,തത്ക്ഷണം,فورا
666,später::ADV,പിന്നീട്,فيما بعد
667,jetzt::ADV,ഇപ്പോൾ,الآن
668,jetzt::ADV,ഇപ്പോൾ,حاليا
669,heute::ADV,ഇന്ന്,اليوم
670,morgen::ADV,നാളെ,غدا
671,bald::ADV,ഉടനെ,قريبا
672,dann::ADV,അപ്പോൾ,ثم
673,gestern::ADV,ഇന്നലെ,أمس
674,gestern::ADV,ഇന്നലെ,البارحة
675,einst::ADV,പണ്ടൊരിക്കല്,قديما
676,damals::ADV,അപ്പോൾ,حينئذ
677,danach::ADV,പിന്നീട്,ثم
678,danach::ADV,പിന്നീട്,بعد ذلك
679,vorher::ADV,മുൻപ്,من قبل
680,vorher::ADV,മുൻപ്,قبل ذلك
681,zuerst::ADV,ആദ്യം,أولا
682,einmal::ADV,ഒരിക്കൽ,مرة
683,manchmal::ADV,ചിലപ്പോൾ,أحيانا
684,oft::ADV,പലപ്പോഴും,كثيرا
685,immer::ADV,എപ്പോഴും,دائما
686,niemals::ADV,ഒരിക്കലും,لا أبدا
687,hier::ADV,ഇവിടെ,هنا
688,hierhin::ADV,ഇവിടേക്ക്,إلى هنا
689,von hier::ADV,ഇവിടെനിന്ന്,من هنا
690,dort::ADV,അവിടെ,هناك
691,dorthin::ADV,അവിടേക്ക്,إلى هناك
692,geradeaus::ADV,മുമ്പിൽ,إلى الأمام
693,geradeaus::ADV,മുമന്നോട്ട്,إلى الأمام
694,vorwärts::ADV,മുന്നോട്ട്,إلى الأمام
695,rückwärts::ADV,തലതിരിച്ച്,إلى الوراء
696,zurück::ADV,പുറകിലേക്ക്,عودا
697,zurück::ADV,പുറകിലേക്ക്,إلى الخلف
698,unten::ADV,താഴെ,تحت
699,unten::ADV,താഴെ,في الأسفل
700,hinab::ADV,താഴേക്ക്,إلى تحت
701,oben::ADV,മുകളിൽ,فوق
702,oben::ADV,മുകളിൽ,في الأعلى
703,hinauf::ADV,മുകളിൽ,إلى فوق
704,hinauf::ADV,മുകളിൽ,إلى الأعلى
705,überall::ADV,എല്ലായിടത്തും,في كل مكان
706,nicht::ADV,ഇല്ല,لا
707,nicht::ADV,ഇല്ല,لم
708,ein wenig::ADV,കുറച്ച്,قليلا
709,kaum::ADV,കഷ്ടിച്ച്,كاد لا
710,sehr::ADV,വളരെ,جدا
711,sehr::ADV,വളരെ,كثيرا
712,so::ADV,അങ്ങനെ,كذا
713,so::ADV,അങ്ങനെ,كذلك
714,noch::ADV,ഇപ്പോഴും,ما زال
715,nur::ADV,മാത്രം,فقط
716,schon::ADV,നേരത്തേ തന്നെ,قد
717,wieder::ADV,വീണ്ടും,من جديد
718,wieder::ADV,വീണ്ടും,مرة أخرى
719,vergebens::ADV,വിഫല,عبثا
720,vor::PRP,മുമ്പിൽ,أمام
721,hinter::PRP,പുറകിൽ,خلف
722,hinter::PRP,പുറകിൽ,وراء
723,unter::PRP,കീഴിൽ,تحت
724,durch::PRP,ഉള്ളിലൂടെ,عبر
725,durch::PRP,ഉള്ളിലൂടെ,خلال
726,neben::PRP,അടുത്ത്,جنب
727,neben::PRP,അടുത്ത്,بجانب
728,zwischen::PRP,ഇടയ്ക്ക്,بين
729,wegen::PRP,നിമിത്തം,بسبب
730,dies::PRN,ഇത്,هذا
731,das::PRN,അത്,ذلك
732,alles::PRN,എല്ലാം,الكل
733,ich::PRN,ഞാൻ,أنا
734,du::PRN,നിങ്ങൾ,أنت
735,er::PRN,അദ്ദേഹം,هو
736,er::PRN,അയാൾ,هو
737,er::PRN,അവൻ,هو
738,er::PRN,അവർ,هو
739,er::PRN,അവൾ,هو
740,wir::PRN,നമ്മൾ,نحن
741,ihr::PRN,നിങ്ങൾ,أنتم
742,ihr::PRN,നിങ്ങൾ,أنتن
743,sie::PRN,അവർ,هم
744,sie::PRN,അവർ,هن
745,was::FPRN,എന്ത്,ما
746,wer::FPRN,ആര്,من
747,wo::FADV,എവിടെ,أين
748,wohin::FADV,എവിടേക്ക്,إلى أين
749,wie::FADV,എങ്ങനെ,كيف
750,warum::FADV,എന്തുകൊണ്ട്,لماذا
751,wieviel::FNUM,എത്ര,كم
752,eins::NUM,ഒന്ന്,واحد
753,zwei::NUM,രണ്ട്,اثنين
754,drei::NUM,മൂന്ന്,ثلاثة
755,vier::NUM,നാല്,أربعة
756,fünf::NUM,അഞ്ച്,خمسة
757,sechs::NUM,ആറ്,ستة
758,sieben::NUM,ഏഴ്,سبعة
759,acht::NUM,എട്ട്,ثمانية
760,neun::NUM,ഒമ്പത്,تسعة
761,zehn::NUM,പത്ത്,عشرة
762,elf::NUM,പതിനൊന്ന്,أحد عشر
763,zwölf::NUM,പന്ത്രണ്ട്,اثنا عشر
764,zwanzig::NUM,ഇരുപത്,عشرون
765,dreißig::NUM,മുപ്പത്,ثلاثون
766,vierzig::NUM,നാൽപ്പത്,أربعون
767,fünfzig::NUM,അൻപത്,خمسون
768,sechzig::NUM,അറുപത്,ستون
769,siebzig::NUM,എഴുപത്,سبعون
770,achtzig::NUM,എൺപത്,ثمانون
771,neunzig::NUM,തൊണ്ണൂറ്,تسعون
772,hundert::NUM,നൂറ്,مئة
773,tausend::NUM,ആയിരം,ألف
774,und::CNJ,ഉം,و
775,oder::CNJ,അഥവാ,أو
776,stehen::V,നിൽക്കുക,وقف
777,sitzen::V,ഇരിക്കുക,جلس
778,liegen::V,കിടക്കുക,رقد
779,hängen::V,തൂങ്ങുക,تعلق
780,werden::V,ആയിത്തീരുക,صار
781,werden::V,ആയിത്തീരുക,أصبح
782,passieren::V,സംഭവിക്കുക,حدث
783,beginnen::V,ആരംഭിക്കുക,ابتدأ
784,enden::V,അവസാനിപ്പിക്കുക,انتهى
785,wechseln::V,മാറ്റുക,تغير
786,aufgehen[Sonne]::V,ഉയരുക,شرق
787,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,غرب
788,scheinen[Sonne]::V,പ്രകാശിക്കുക,أضاء
789,donnern::V,ഇടിവെട്ടുക,رعد
790,wehen::V,വീശുക,هب
791,strömen::V,ഒഴുകുക,جرى
792,fließen::V,ഒഴുകുക,سال
793,sich drehen::V,ചുറ്റുക,دار
794,sich drehen::V,കറക്കുക,دار
795,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,ترنح
796,schwingen::V,ആടുക,ترجح
797,fallen::V,വീഴുക,سقط
798,brennen::V,കത്തുക,احترق
799,rauchen::V,പുകയുക,دخن
800,regnen::V,മഴ_പെയ്യുക,أمطر
801,gefrieren::V,തണത്ത്_മരവിക്കുക,تجمد
802,tauen::V,അലിയുക,ذاب
803,schmelzen::V,ഉരുകുക,ذاب
804,trocknen::V,വരളുക,نشف
805,sieden::V,തിളപ്പിക്കുക,غلى
806,faulen::V,ചീയുക,فسد
807,verfaulen::V,അഴുകുക,تعفن
808,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,انقطع
809,versinken::V,മുക്കുക,غرق
810,vergehen::V,കടന്നുപോകുക,مضى
811,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,لاح
812,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,ظهر
813,verschwinden::V,അദൃശ്യമാകുക,غاب
814,sinken::V,താഴുക,هبط
815,abnehmen::V,കുറിയുക,نقص
816,zunehmen::V,വർദ്ധിക്കുക,ازداد
817,steigen::V,ഉയരുക,صعد
818,steigen::V,ഉയരുക,ارتفع
819,wachsen::V,വളരുക,نما
820,wachsen::V,വളരുക,نبت
821,glänzen::V,മിന്നുക,لمع
822,funkeln::V,തിളങ്ങുക,تلألأ
823,lärmen::V,ശബ്ദമുണ്ടാക്കുക,ضج
824,lärmen::V,ശബ്ദമുണ്ടാക്കുക,صخب
825,läuten::V,മണിമുഴങ്ങുക,قرع
826,klingeln::V,ചിലമ്പുക,دق
827,klirren::V,കിലുക്കുക,قعقع
828,brausen::V,മുഴങ്ങുക,عج
829,rauschen::V,അനങ്ങുക,حف
830,klingen::V,മുഴക്കുക,رن
831,bellen::V,കുരയ്ക്കുക,نبح
832,heulen::V,ഓരിയിടുക,عوى
833,blasen::V,ഊതുക,نفخ
834,pfeifen::V,വിസിലടിക്കുക,صفر
835,schreien::V,ആക്രോശിക്കുക,صرخ
836,stöhnen::V,അരക്കം,أن
837,stöhnen::V,ആർത്തനാദം,أن
838,zittern::V,വിറയ്ക്കുക,ارتعش
839,leben::V,താമസിക്കുക,عاش
840,geboren werden::V,ജനിക്കുക,ولد
841,atmen::V,ശ്വസിക്കുക,تنفس
842,trinken::V,കുടിക്കുക,شرب
843,essen::V,കഴിക്കുക,أكل
844,schlucken::V,വിഴുങ്ങുക,جرع
845,müde werden::V,ക്ഷീണിക്കുക,تعب
846,einschlafen::V,നിദ്രിക്കുക,نام
847,schlafen::V,ഉറങ്ങുക,نام
848,aufwachen::V,ഉണരുക,استيقظ
849,aufstehen::V,എഴുന്നേൽക്കുക,قام
850,sich erholen::V,വിശ്രമിക്കുക,استجم
851,krank werden::V,ദീനംപിടിക്കുക,مرض
852,krank sein::V,രോഗികളാകുക,مرض
853,schmerzen::V,വേദനിക്കുക,آلم
854,husten::V,ചുമയ്ക്കുക,كح
855,husten::V,ചുമയ്ക്കുക,سعل
856,genesen::V,സുഖപ്പെടുക,نقه
857,sterben::V,മരിക്കുക,مات
858,umkommen::V,മരിക്കുക,هلك
859,sich bewegen::V,സ്ഥലം_മാറുക,تحرك
860,sich rühren::V,ചലിക്കുക,تحرك
861,sich erheben::V,നിൽക്കുക,قام
862,sich setzen::V,ഇരിക്കുക,جلس
863,hinfallen::V,വീഴുക,وقع
864,laufen::V,നടക്കുക,مشى
865,schreiten::V,നടക്കുക,خطا
866,spazierengehen::V,ഉലാത്തുക,تنزه
867,eilen::V,പാഞ്ഞെത്തുക,عجل
868,sich beeilen::V,തിരിക്കുകൂട്ടുക,استعجل
869,sich beeilen::V,തിടുക്കം_കാട്ടുക,استعجل
870,sausen::V,കുതിക്കുക,أسرع
871,rennen::V,ഓടുക,عدا
872,rennen::V,ഓടുക,ركض
873,springen::V,ചാടുക,قفز
874,klettern::V,കയറുക,تسلق
875,schaukeln::V,ഇളകുക,تأرجح
876,kriechen::V,പതുങ്ങികയറുക,دب
877,kriechen::V,പതുങ്ങികയറുക,زحف
878,schwimmen::V,നീന്തുക,سبح
879,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,غطس
880,rudern::V,തുഴയുക,جذف
881,fahren::V,വാഹനം ഓടിക്കുക,ركب
882,fahren::V,വാഹനം ഓടിക്കുക,سافر
883,fliegen::V,പറക്കുക,طار
884,gehen::V,പോകുക,سار
885,gehen::V,പോകുക,ذهب
886,weggehen::V,വിടുക,ذهب
887,weggehen::V,വിടുക,انصرف
888,abfahren::V,പുറപ്പെടുക,رحل
889,anhalten::V,നിർത്തുക,توقف
890,hineingehen::V,പ്രവേശിക്കുക,دخل
891,eintreten::V,പ്രവേശിക്കുക,دخل
892,kommen::V,വരുക,أتى
893,kommen::V,വരുക,جاء
894,ankommen::V,എത്തിച്ചേരുക,وصل
895,zurückkommen::V,തിരിച്ചു വരുക,عاد
896,zurückkommen::V,തിരിച്ചു വരുക,رجع
897,bleiben::V,തുടരുക,مكث
898,warten::V,കാത്തിരിക്കുക,انتظر
899,erwarten::V,പ്രതീക്ഷിക്കുക,ترقب
900,erwarten::V,പ്രതീക്ഷിക്കുക,انتظر
901,suchen::V,തിരയുക,بحث
902,finden::V,കണ്ടെത്തുക,وجد
903,versuchen::V,ശ്രമിക്കുക,حاول
904,vorbereiten::V,തയ്യാറെടുക്കുക,أعد
905,vorbereiten::V,തയ്യാറെടുക്കുക,حضر
906,lieben::V,സ്നേഹിക്കുക,أحب
907,mögen::V,ഇഷ്ടപ്പെടുക,أحب
908,lachen::V,ചിരിക്കുക,ضحك
909,rühren::V,ഹൃദയം സ്പർശിക്കുക,أثر
910,weinen::V,തേങ്ങുക,بكى
911,schimpfen::V,പിറുപിറുക്കുക,سب
912,schimpfen::V,പിറുപിറുക്കുക,شتم
913,sich ärgern::V,കോപിക്കുക,زعل
914,sich fürchten::V,പേടിക്കുക,هاب
915,fürchten::V,പേടിക്കുക,خاف
916,fürchten::V,പേടിക്കുക,خشي
917,fliehen::V,രക്ഷപ്പെടുക,هرب
918,flüchten::V,രക്ഷപ്പെടുക,فر
919,sehen::V,കാണുക,رأى
920,anschauen::V,നോക്കുക,نظر
921,ansehen::V,നോക്കുക,نظر
922,hören::V,കേൾക്കുക,سمع
923,zuhören::V,ശ്രദ്ധിക്കുക,أصغى
924,probieren::V,രുചിയുള്ളതായി_തോന്നുക,ذاق
925,riechen::V,മണത്തു_നോക്കുക,شم
926,riechen::V,മണത്തു_നോക്കുക,استنشق
927,fühlen::V,സ്പർശിച്ചറിയുക,شعر
928,scheinen::V,കാണപ്പെടുക,ظهر
929,zu sehen sein::V,വെളിച്ചപ്പെടുക,ظهر
930,vernehmen::V,കേൾക്കുക,سمع
931,frieren::V,വിറയ്ക്കുക,بردان
932,tun::V,ചെയ്യുക,فعل
933,können::V,കഴിയുക,قدر
934,können::V,കഴിയുക,استطاع
935,wollen::V,വേണുക,شاء
936,wollen::V,വേണുക,أراد
937,anfangen::V,തുടങ്ങുക,بدأ
938,beenden::V,പൂർത്തിയാക്കുക,أنهى
939,aufhören::V,നിർത്തുക,توقف
940,aufhören::V,നിർത്തുക,انقطع
941,gelingen::V,വിജയിക്കുക,نجح
942,geraten::V,പരിണമിക്കുക,طلع
943,öffnen::V,തുറക്കുക,فتح
944,schließen::V,അടയ്ക്കുക,أغلق
945,stellen::V,വയ്ക്കുക,وضع
946,stellen::V,വയ്ക്കുക,أقام
947,setzen::V,വയ്ക്കുക,أجلس
948,legen::V,ഇടുക,وضع
949,berühren::V,തൊടുക,مس
950,berühren::V,തൊടുക,لمس
951,verbinden::V,ഘടിപ്പിക്കുക,ربط
952,verbinden::V,ഘടിപ്പിക്കുക,وصل
953,bedecken::V,മുടുക,غطى
954,aufhängen::V,കെട്ടിതൂക്കുക,علق
955,anzünden::V,കത്തിക്കുക,أوقد
956,aufheben::V,പെറുക്കിയെടുക്കുക,لقط
957,zurücklassen::V,വച്ചുപോരുക,ترك
958,verlieren::V,നഷ്ടപ്പെടുക,فقد
959,fallen lassen::V,വീഴ്ത്തുക,أسقط
960,machen::V,ഉണ്ടാക്കുക,فعل
961,herstellen::V,ഉൽപാദിപ്പിക്കുക,صنع
962,herstellen::V,ഉൽപാദിപ്പിക്കുക,أنتج
963,bauen::V,നിർമ്മിക്കുക,بنى
964,bauen::V,നിർമ്മിക്കുക,شيد
965,reparieren::V,നന്നാക്കുക,صلح
966,verbessern::V,മെച്ചപ്പെടുക,صحح
967,ändern::V,മാറ്റംവരുത്തുക,غير
968,graben::V,കുഴിക്കുക,حفر
969,beugen::V,വണങ്ങുക,ثنى
970,beugen::V,വണങ്ങുക,أحنى
971,biegen::V,കുനിയുക,لوى
972,drehen::V,തിരിക്കുക,أدار
973,drehen::V,തിരിക്കുക,دور
974,wenden::V,തിരിയുക,قلب
975,umdrehen::V,തിരിയുക,قلب
976,heben::V,ഉയർത്തുക,رفع
977,hochheben::V,ഉയർത്തുക,رفع
978,ergreifen::V,ബലമായി_പിടിക്കുക,مسك
979,halten::V,പിടിക്കുക,مسك
980,drücken::V,അമർത്തുക,ضغط
981,schieben::V,തള്ളുക,حرك
982,kratzen::V,ചുരണ്ടുക,خدش
983,lecken::V,നക്കുക,لعق
984,beißen::V,കടിക്കുക,عض
985,abreißen::V,കീറിക്കളയുക,قلع
986,abschneiden::V,മുറിച്ചുമാറ്റുക,قطع
987,binden::V,കെട്ടുക,ربط
988,stecken::V,തുളയ്ക്കുക,دس
989,brechen::V,ഉടയുക,كسر
990,klopfen::V,തട്ടുക,طرق
991,hauen::V,അടിക്കുക,ضرب
992,kleben::V,ഒട്ടിക്കുക,ألصق
993,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,حك
994,streichen::V,പടർത്തുക,نشر
995,schleifen::V,പൊടിക്കുക,سن
996,schneiden::V,മുറിക്കുക,قطع
997,rütteln::V,മുട്ടുക,رج
998,schütteln::V,കുലുക്കുക,هز
999,schwenken::V,ആടുക,لوح
1000,schütten::V,ഒഴിക്കുക,صب
1001,füllen::V,നിറയ്ക്കുക,ملأ
1002,einwickeln::V,പൊതിയുക,لف
1003,tragen::V,വഹിക്കുക,حمل
1004,schleppen::V,വലിച്ചിഴയ്ക്കുക,سحب
1005,ziehen::V,വലിക്കുക,سحب
1006,aufbewahren::V,വയ്ക്കുക,حفظ
1007,werfen::V,എറിയുക,رمى
1008,werfen::V,എറിയുക,ألقى
1009,fangen::V,പിടിക്കുക,التقط
1010,packen::V,തട്ടിപ്പറിക്കുക,مسك
1011,verstecken::V,മറയ്ക്കുക,خبأ
1012,teilen::V,വിഭജിക്കുക,قسم
1013,schicken::V,അയയ്ക്കുക,بعث
1014,schicken::V,അയയ്ക്കുക,أرسل
1015,bringen::V,കൊണ്ടുവരുക,جلب
1016,hinzufügen::V,കൂട്ടുക,أضاف
1017,bekommen::V,കിട്ടുക,حصل
1018,erhalten::V,സ്വീകരിക്കുക,استلم
1019,nehmen::V,എടുക്കുക,أخذ
1020,wählen::V,തിരഞ്ഞെടുക്കുക,اختار
1021,auswählen::V,തിരഞ്ഞെടുക്കുക,انتقى
1022,bewahren::V,പുലർത്തുക,حافظ
1023,behindern::V,തടയിടുക,عاق
1024,verderben::V,നശിപ്പിക്കുക,أفسد
1025,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,أضر
1026,zerbrechen::V,ഉടയുക,كسر
1027,zerreißen::V,കീറുക,مزق
1028,zerstören::V,നശിപ്പിക്കുക,دمر
1029,verbrennen::V,കത്തിനശിക്കുക,حرق
1030,verbrennen::V,കത്തിച്ചുകളയുക,حرق
1031,geben::V,കൊടുക്കുക,أعطى
1032,geben::V,തരുക,أعطى
1033,reichen::V,കൈമാറുക,ناول
1034,schenken::V,സമ്മാനം കൊടുക്കുക,وهب
1035,versprechen::V,വാഗ്ദാനം_നൽകുക,وعد
1036,wünschen::V,ആഗ്രഹിക്കുക,تمنى
1037,loben::V,പുകഴ്ത്തുക,مدح
1038,küssen::V,ഉമ്മവയ്ക്കുക,قبل
1039,wiegen::V,ഇളകുക,هدهد
1040,zudecken::V,മുടുക,غطى
1041,wecken::V,ഉണർത്തുക,أيقظ
1042,zeigen::V,കാണിക്കുക,أرى
1043,führen::V,നടത്തുക,دل
1044,lehren::V,പഠിപ്പിക്കുക,علم
1045,unterrichten::V,പരിശീലിപ്പിക്കുക,علم
1046,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,ربى
1047,leiten::V,നയിക്കുക,دل
1048,leiten::V,നയിക്കുക,أدار
1049,antreiben::V,പ്രേരിപ്പിക്കുക,حث
1050,lassen::V,അനുവദിക്കുക,حدا
1051,einladen::V,ക്ഷണിക്കുക,دعا
1052,vereinigen::V,കൂടിച്ചേരുക,وحد
1053,besuchen::V,സന്ദർശിക്കുക,زار
1054,treffen::V,തമ്മിൽ കാണുക,قابل
1055,sich versammeln::V,സംയോജിപ്പിക്കുക,اجتمع
1056,spielen::V,കളിക്കുക,لعب
1057,singen::V,പാടുക,غنى
1058,tanzen::V,നൃത്തം ചെയ്യുക,رقص
1059,sich trennen::V,നേർപെടുത്തുക,افترق
1060,verlassen::V,പിൻവാങ്ങുക,ترك
1061,retten::V,രക്ഷിക്കുക,نجى
1062,retten::V,രക്ഷിക്കുക,أنقذ
1063,bewachen::V,കാവൽനിൽക്കുക,حرس
1064,schützen::V,പരിരക്ഷിക്കുക,حمى
1065,verteidigen::V,പ്രതിരോധിക്കുക,دافع
1066,sich schlagen::V,കലഹിക്കുക,تضارب
1067,schießen::V,വെടിവെക്കുക,أطلق
1068,siegen::V,വിജയിക്കുക,انتصر
1069,ärgern::V,വിഷമിപ്പിക്കുക,أزعل
1070,schlagen::V,അടിക്കുക,ضرب
1071,treten::V,തൊഴിക്കുക,رفس
1072,stechen::V,കുത്തുക,شك
1073,stoßen::V,തള്ളുക,دفع
1074,stehlen::V,മോഷ്ടിക്കുക,سرق
1075,stören::V,ശല്യപ്പെടുത്തുക,ضايق
1076,belästigen::V,മെനക്കെടുക,أزعج
1077,verbergen::V,മറയ്ക്കുക,كتم
1078,verbergen::V,ഒളിക്കുക,كتم
1079,täuschen::V,കബളിപ്പിക്കുക,خدع
1080,betrügen::V,ചതിക്കുക,غش
1081,töten::V,കൊല്ലുക,قتل
1082,wohnen::V,താമസിക്കുക,سكن
1083,arbeiten::V,ജോലിചെയ്യുക,عمل
1084,arbeiten::V,ജോലിചെയ്യുക,اشتغل
1085,sammeln::V,സഞ്ചയിക്കുക,جمع
1086,pflücken::V,പറിച്ചെടുക്കുക,جنى
1087,pflücken::V,പറിച്ചെടുക്കുക,قطف
1088,jagen::V,വേട്ടയാടുക,صاد
1089,fischen::V,മീൻ പിടിക്കുക,اصطاد
1090,fassen::V,പിടിക്കുക,قبض
1091,hüten::V,ചേർക്കുക,رعى
1092,treiben::V,വാഹനം_ഓടിക്കുക,ساق
1093,anbinden::V,കെട്ടിയിടുക,ربط
1094,füttern::V,തീറ്റുക,علف
1095,melken::V,പാലുകറക്കുക,حلب
1096,hacken::V,വെട്ടിമുറിക്കുക,فرم
1097,gießen::V,നനയ്ക്കുക,سقى
1098,reifen::V,പാകമാകുക,نضج
1099,zubereiten::V,പാചകം_ചെയ്യുക,حضر
1100,kochen::V,വേവിക്കുക,طبخ
1101,backen::V,ബേക്ക് ചെയ്യുക,خبز
1102,braten::V,പോരിക്കുക,قلى
1103,braten::V,പോരിക്കുക,حمر
1104,umrühren::V,ഇളക്കുക,قلب
1105,stricken::V,മെടയുക,حاك
1106,nähen::V,തുന്നുക,خاط
1107,färben::V,ചായം പൂശുക,صبغ
1108,färben::V,ചായം പൂശുക,لون
1109,reinigen::V,വൃത്തിയാക്കുക,نظف
1110,waschen::V,കഴുകുക,غسل
1111,abwischen::V,തുടയ്ക്കുക,مسح
1112,spülen::V,കഴുകുക,شطف
1113,fegen::V,അടിച്ചുവാരുക,كنس
1114,kehren::V,അടിച്ചുവാരുക,كنس
1115,baden::V,നീന്തിത്തുടിക്കുക,استحم
1116,sich waschen::V,കഴുകുക,اغتسل
1117,ausziehen::V,ഇഴുക്കുക,خلع
1118,anziehen::V,ഉടുക്കുക,لبس
1119,sich anziehen::V,ധരിച്ച നേടുകയുക,اكتسى
1120,kämmen::V,മുടിചീകുക,مشط
1121,schmücken::V,അലങ്കരിക്കുക,زين
1122,sagen::V,പറയുക,قال
1123,sprechen::V,സംസാരിക്കുക,تكلم
1124,reden::V,സംസാരിക്കുക,تكلم
1125,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,تحادث
1126,fragen::V,ചോദിക്കുക,سأل
1127,bitten::V,അപേക്ഷിക്കുക,رجا
1128,erzählen::V,പറയുക,حكي
1129,mitteilen::V,അറിയിക്കുക,بلغ
1130,nennen::V,പേരിടുക,سمى
1131,rufen::V,വിളിക്കുക,نادى
1132,prahlen::V,പൊങ്ങച്ചം പറയുക,فشر
1133,prahlen::V,പൊങ്ങച്ചം പറയുക,تفاخر
1134,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,ترجم
1135,denken::V,ചിന്തിക്കുക,فكر
1136,glauben::V,വിശ്വസിക്കുക,اعتقد
1137,bemerken::V,ശ്രദ്ധിക്കുക,لاحظ
1138,erkennen::V,തിരിചറിയുക,عرف
1139,begreifen::V,കൈപ്പിടിയിലാക്കുക,فهم
1140,begreifen::V,കൈപ്പിടിയിലാക്കുക,أدرك
1141,verstehen::V,മനസ്സിലാക്കുക,فهم
1142,lernen::V,പഠിക്കുക,درس
1143,wissen::V,അറിയുക,علم
1144,sich erinnern an::V,ഓർമിക്കുക,تذكر
1145,vergessen::V,മറക്കുക,نسي
1146,messen::V,അളക്കുക,قاس
1147,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,عد
1148,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,أحصى
1149,rechnen::V,ഗണിക്കുക,حسب
1150,lesen::V,വായിക്കുക,قرأ
1151,malen::V,ചിത്രം വരയ്ക്കുക,صور
1152,zeichnen::V,വരയ്ക്കുക,رسم
1153,schreiben::V,എഴുതുക,كتب
1154,besitzen::V,സ്വന്തമാക്കുക,حاز
1155,besitzen::V,സ്വന്തമാക്കുക,ملك
1156,kaufen::V,വാങ്ങുക,اشترى
1157,verkaufen::V,വിൽക്കുക,باع
1158,bezahlen::V,പരിഹാരം ചെയ്യുക,دفع
1159,zahlen::V,പണം അടയ്ക്കുക,سدد
1160,beherrschen::V,ഭരിക്കുക,حكم
1161,ertragen::V,താങ്ങുക,أطاق
1162,ertragen::V,താങ്ങുക,تحمل
