,Concept_ID,et,en
155,Schaf::N,lammas,sheep
156,Schwein::N,siga,pig
157,Hund::N,koer,dog
158,Katze::N,kass,cat
159,Bär::N,karu,bear
160,Eichhörnchen::N,orav,squirrel
161,Elch::N,põder,elk
162,Fuchs::N,rebane,fox
163,Hase::N,jänes,hare
164,Maus::N,hiir,mouse
165,Wolf::N,hunt,wolf
166,Vogel::N,lind,bird
167,Schwarm::N,parv,swarm
168,Huhn::N,kana,chicken
169,Hahn::N,kukk,cock
170,Gans::N,hani,goose
171,Adler::N,kotkas,eagle
172,Ente::N,part,duck
173,Eule::N,kakk,owl
174,Eule::N,öökull,owl
175,Kranich::N,kurg,crane
176,Krähe::N,vares,crow
177,Kuckuck::N,kägu,cuckoo
178,Schwan::N,luik,swan
179,Fisch::N,kala,fish
180,Barsch::N,ahven,perch
181,Hecht::N,haug,pike
182,Schlange[Tier]::N,uss,snake
183,Wurm::N,uss,worm
184,Wurm::N,vagel,worm
185,Spinne::N,ämblik,spider
186,Ameise::N,sipelgas,ant
187,Laus::N,täi,louse
188,Mücke::N,sääsk,midge
189,Fliege::N,kärbes,fly
190,Schmetterling::N,liblikas,butterfly
191,Beere::N,mari,berry
192,Apfel::N,õun,apple
193,Pilz::N,seen,mushroom
194,Zwiebel::N,sibul,onion
195,Saat::N,seeme,seed
196,Korn::N,iva,grain
197,Korn::N,tera,grain
198,Heu::N,hein,hay
199,Schale::N,koor,husk
200,Grube::N,kaevand,pit
201,Falle::N,lõks,trap
202,Falle::N,püünis,trap
203,Schlinge::N,aas,noose
204,Spur::N,jälg,track
205,Asche::N,tuhk,ashes
206,Dreck::N,saast,filth
207,Dreck::N,mustus,filth
208,Eisen::N,raud,iron
209,Gold::N,kuld,gold
210,Silber::N,hõbe,silver
211,Kohle::N,süsi,coal
212,Glas::N,klaas,glass
213,Lehm::N,savi,clay
214,Sand::N,liiv,sand
215,Mensch::N,inimene,human
216,Mann::N,mees,man
217,Frau::N,naine,woman
218,Kind::N,laps,child
219,Junge::N,poiss,boy
220,Mädchen::N,tüdruk,girl
221,Familie::N,perekond,family
222,Großvater::N,vanaisa,grandfather
223,Großmutter::N,vanaema,grandmother
224,Eltern::N,vanemad,parents
225,Vater::N,isa,father
226,Mutter::N,ema,mother
227,Sohn::N,poeg,son
228,Tochter::N,tütar,daughter
229,Bruder::N,vend,brother
230,Schwester::N,õde,sister
231,Onkel::N,onu,uncle
232,Tante::N,tädi,aunt
233,Ehemann::N,mees,husband
234,Ehemann::N,abikaasa,husband
235,Ehefrau::N,naine,wife
236,Ehefrau::N,abikaasa,wife
237,Freude::N,rõõm,joy
238,Gelächter::N,naer,laughter
239,Glück::N,õnn,happiness
240,Kummer::N,mure,grief
241,Kummer::N,kurbus,grief
242,Wunsch::N,soov,wish
243,Lust::N,himu,desire
244,Geist::N,vaim,spirit
245,Gedanke::N,mõte,thought
246,Gedächtnis::N,mälu,memory
247,Verstand::N,aru,mind
248,Verstand::N,mõistus,mind
249,Sinn::N,tähendus,meaning
250,Grund::N,põhjus,reason
251,Wahrheit::N,tõde,truth
252,Gespräch::N,kõne,talk
253,Gespräch::N,vestlus,talk
254,Märchen::N,muinasjutt,fairy tale
255,Erzählung::N,jutustus,story
256,Nachricht::N,teade,message
257,Neuigkeit::N,uudis,news
258,Name::N,nimi,name
259,Rätsel::N,mõistatus,puzzle
260,Rede::N,kõne,speech
261,Sprache::N,keel,language
262,Stimme::N,hääl,voice
263,Wort::N,sõna,word
264,Zeichen::N,märk,sign
265,Ruf::N,hüüe,call
266,Lärm::N,müra,noise
267,Laut::N,hääl,sound
268,Ton::N,toon,tone
269,Lied::N,laul,song
270,Ruhe::N,rahu,calm
271,Ruhe::N,vaikus,calm
272,Leute::N,inimesed,people
273,Volk::N,rahvas,nation
274,Arbeit::N,töö,work
275,Gast::N,külaline,guest
276,Geschenk::N,kingitus,gift
277,Spiel::N,mäng,game
278,Gesellschaft::N,selts,company
279,Hilfe::N,abi,help
280,Freund::N,sõber,friend
281,Kamerad::N,sõber,companion
282,Angelegenheit::N,asi,matter
283,Anzahl::N,arv,count
284,Anzahl::N,hulk,count
285,Art::N,liik,sort
286,Stück::N,tükk,piece
287,Teil::N,osa,part
288,Hälfte::N,pool,half
289,Kreis::N,ring,circle
290,Kreuz::N,rist,cross
291,Linie::N,joon,line
292,Strich::N,joon,stroke
293,Abstand::N,vahe,gap
294,Entfernung::N,kaugus,distance
295,Entfernung::N,vahemaa,distance
296,Gegend::N,ümbrus,area
297,Platz::N,ruum,space
298,Ort::N,paik,place
299,Seite::N,pool,side
300,Mitte::N,keskpaik,middle
301,Gegenstand::N,ese,item
302,Sache::N,ese,thing
303,Rand::N,äär,fringe
304,Rand::N,serv,fringe
305,Kante::N,kant,edge
306,Ecke::N,nurk,corner
307,Spitze::N,teravik,tip
308,Ende::N,ots,end
309,Ende::N,jupp,end
310,Loch::N,auk,hole
311,Winkel::N,nurk,angle
312,Muster::N,muster,pattern
313,Größe::N,suurus,size
314,Länge::N,pikkus,length
315,Höhe::N,kõrgus,height
316,Gewicht::N,kaal,weight
317,Gewicht::N,raskus,weight
318,Menge::N,arv,amount
319,Menge::N,hulk,amount
320,Haufen::N,hunnik,heap
321,Reihe::N,rivi,row
322,Boot::N,paat,boat
323,Ruder::N,aer,oar
324,Schlitten::N,saan,sleigh
325,Ski::N,suusk,ski
326,Lagerfeuer::N,lõke,campfire
327,Last::N,koorem,load
328,Gang::N,käik,walk
329,Schritt::N,samm,step
330,Norden::N,põhi,north
331,Süden::N,lõuna,south
332,Westen::N,lääs,west
333,Osten::N,ida,east
334,Holz::N,puu,wood
335,Brett::N,saelaud,board
336,Platte::N,plaat,slab
337,Stütze::N,tugi,bracket
338,Stange::N,latt,pole
339,Stange::N,teivas,pole
340,Stock::N,kepp,stick
341,Stab::N,varras,staff
342,Rohr::N,toru,pipe
343,Haus::N,maja,house
344,Heim::N,kodu,home
345,Ofen::N,ahi,stove
346,Fußboden::N,põrand,floor
347,Tisch::N,laud,table
348,Stuhl::N,tool,chair
349,Wiege::N,häll,cradle
350,Wiege::N,kätki,cradle
351,Bett::N,voodi,bed
352,Regal::N,riiul,shelf
353,Kiste::N,kast,box
354,Fenster::N,aken,window
355,Tür::N,uks,door
356,Tor::N,värav,gate
357,Zaun::N,aed,fence
358,Zaun::N,tara,fence
359,Dach::N,katus,roof
360,Leiter::N,redel,ladder
361,Besen::N,luud,broom
362,Spaten::N,labidas,spade
363,Schaufel::N,kühvel,shovel
364,Gabel::N,kahvel,fork
365,Löffel::N,lusikas,spoon
366,Messer::N,nuga,knife
367,Nagel::N,nael,nail
368,Netz::N,võrk,net
369,Haken::N,haak,hook
370,Haken::N,konks,hook
371,Griff::N,sang,handle
372,Griff::N,käepide,handle
373,Schloss::N,lukk,lock
374,Bild::N,pilt,picture
375,Figur::N,kuju,figure
376,Figur::N,kujund,figure
377,Puppe::N,nukk,doll
378,Beutel::N,paun,pouch
379,Bündel::N,kimp,bundle
380,Tasche::N,kott,bag
381,Eimer::N,pang,bucket
382,Eimer::N,ämber,bucket
383,Deckel::N,kaas,cover
384,Geschirr::N,nõud,dishes
385,Sack::N,kott,sack
386,Tasse::N,tass,cup
387,Topf::N,pada,pot
388,Kessel::N,pada,kettle
389,Essen::N,söök,meal
390,Nahrung::N,toit,food
391,Speise::N,roog,dish
392,Fleisch::N,liha,meat
393,Getreide::N,teravili,corn
394,Brei::N,puder,mush
395,Brot::N,sai,bread
396,Brot::N,leib,bread
397,Scheibe::N,viil,slice
398,Scheibe::N,viilukas,slice
399,Fett::N,rasv,fat
400,Butter::N,või,butter
401,Öl::N,õli,oil
402,Salz::N,sool,salt
403,Suppe::N,supp,soup
404,Honig::N,mesi,honey
405,Milch::N,piim,milk
406,Tee::N,tee,tea
407,Leder::N,nahk,leather
408,Wolle::N,vill,wool
409,Stoff::N,kangas,cloth
410,Nadel::N,nõel,needle
411,Faden::N,niit,thread
412,Knopf::N,nööp,button
413,Knoten::N,sõlm,knot
414,Farbe::N,värv,paint
415,Kleidung::N,riided,clothes
416,Kleidung::N,riietus,clothes
417,Hemd::N,särk,shirt
418,Kragen::N,krae,collar
419,Ärmel::N,varrukas,sleeve
420,Hose::N,püksid,trousers
421,Gürtel::N,vöö,belt
422,Mütze::N,müts,cap
423,Schuh::N,king,shoe
424,Stiefel::N,saabas,boot
425,Ring::N,sõrmus,ring
426,Band::N,lint,ribbon
427,Kamm::N,kamm,comb
428,Spiegel::N,peegel,mirror
429,Riemen::N,rihm,strap
430,Schnur::N,nöör,string
431,Leine::N,jalutusrihm,leash
432,Decke::N,tekk,blanket
433,Kissen::N,padi,pillow
434,Tuch::N,kalev,scarf
435,Handtuch::N,käterätik,towel
436,Kraft::N,jõud,force
437,Stärke::N,tugevus,strength
438,Gesundheit::N,tervis,health
439,Krankheit::N,haigus,illness
440,Schmerz::N,valu,pain
441,Wunde::N,haav,wound
442,Fieber::N,palavik,fever
443,Arznei::N,ravim,medicine
444,Brücke::N,sild,bridge
445,Brunnen::N,kaev,well
446,Weide::N,karjamaa,pasture
447,Pfad::N,rada,path
448,Weg::N,tee,way
449,Straße::N,tee,road
450,Dorf::N,küla,village
451,Stadt::N,linn,town
452,Brief::N,kiri,letter
453,Buch::N,raamat,book
454,Buchstabe::N,täht,character
455,Zeitung::N,ajaleht,newspaper
456,Leben::N,elu,life
457,Tod::N,surm,death
458,Grab::N,haud,grave
459,Kirche::N,kirik,church
460,Sünde::N,patt,sin
461,Gott::N,jumal,god
462,Arbeiter::N,tööline,worker
463,Chef::N,ülemus,boss
464,Chef::N,juhataja,boss
465,Meister::N,meister,master
466,Arzt::N,arst,doctor
467,Lehrer::N,õpetaja,teacher
468,Geld::N,raha,money
469,Geschäft::N,äri,business
470,Laden::N,pood,shop
471,Laden::N,kauplus,shop
472,Preis::N,hind,price
473,Ware::N,kaup,ware
474,Nutzen::N,tulu,profit
475,Nutzen::N,kasulikkus,profit
476,Reichtum::N,rikkus,wealth
477,Welt::N,maailm,world
478,Land::N,maa,country
479,Staat::N,riik,state
480,König::N,kuningas,king
481,Macht::N,võim,power
482,Grenze::N,piir,border
483,Krieg::N,sõda,war
484,Feind::N,vaenlane,enemy
485,Gewalt::N,väevõim,violence
486,Kampf::N,võitlus,fight
487,Bogen[Waffe]::N,vibu,bow
488,Pfeil::N,nool,arrow
489,Gewehr::N,püss,gun
490,Fehler::N,viga,mistake
491,Lüge::N,vale,lie
492,Schaden::N,kahju,damage
493,Unglück::N,häda,misfortune
494,Unglück::N,õnnetus,misfortune
495,Schuld::N,süü,fault
496,Alter::N,iga,age
497,Schluss::N,lõpp,conclusion
498,Zeit::N,aeg,time
499,Tag::N,päev,day
500,Morgen::N,hommik,morning
501,Mittag::N,lõuna,noon
502,Mittag::N,keskpäev,noon
503,Abend::N,õhtu,evening
504,Nacht::N,öö,night
505,Woche::N,nädal,week
506,Monat::N,kuu,month
507,Jahr::N,aasta,year
508,Frühling::N,kevad,spring
509,Sommer::N,suvi,summer
510,Herbst::N,sügis,autumn
511,Winter::N,talv,winter
512,Januar::N,jaanuar,January
513,Februar::N,veebruar,February
514,März::N,märts,March
515,April::N,aprill,April
516,Mai::N,mai,May
517,Juni::N,juuni,June
518,Juli::N,juuli,July
519,August::N,august,August
520,September::N,september,September
521,Oktober::N,oktoober,October
522,November::N,november,November
523,Dezember::N,detsember,December
524,Montag::N,esmaspäev,Monday
525,Dienstag::N,teisipäev,Tuesday
526,Mittwoch::N,kesknädal,Wednesday
527,Donnerstag::N,neljapäev,Thursday
528,Freitag::N,reede,Friday
529,Samstag::N,laupäev,Saturday
530,Sonntag::N,pühapäev,Sunday
531,groß::A,suur,big
532,klein::A,väike,little
533,klein::A,pisike,little
534,lang::A,pikk,long
535,kurz::A,lühike,short
536,breit::A,lai,wide
537,schmal::A,kitsas,narrow
538,dicht::A,tihe,dense
539,dick[Gegenstand]::A,jäme,thick
540,dünn::A,õhuke,thin
541,dünn::A,peenike,thin
542,fein::A,peen,delicate
543,fein::A,õhuke,delicate
544,fest::A,püsiv,firm
545,fest::A,kindel,firm
546,flach::A,lame,flat
547,flach::A,tasane,flat
548,glatt::A,sile,smooth
549,hart::A,kõva,hard
550,weich::A,pehme,soft
551,rund::A,ümar,round
552,spitz::A,torkav,pointed
553,scharf::A,terav,sharp
554,stumpf::A,nüri,blunt
555,schwer::A,raske,heavy
556,schön::A,kena,beautiful
557,heiß::A,kuum,hot
558,heiß::A,palav,hot
559,warm::A,soe,warm
560,kalt::A,külm,cold
561,kühl::A,jahe,cool
562,frisch::A,värske,fresh
563,feucht::A,niiske,damp
564,nass::A,märg,wet
565,trocken::A,kuiv,dry
566,voll::A,täis,full
567,leer::A,tühi,empty
568,offen::A,avatud,open
569,offen::A,lahtine,open
570,geschlossen::A,suletud,closed
571,sauber::A,puhas,clean
572,schmutzig::A,räpane,dirty
573,schmutzig::A,määrdunud,dirty
574,roh::A,toores,raw
575,reif::A,küps,ripe
576,lecker::A,hõrk,delicious
577,lecker::A,maitsev,delicious
578,süß::A,magus,sweet
579,bitter::A,mõru,bitter
580,sauer::A,hapu,sour
581,hell::A,hele,bright
582,dunkel::A,pime,dark
583,schwarz::A,must,black
584,weiß::A,valge,white
585,rot::A,punane,red
586,gelb::A,kollane,yellow
587,blau::A,sinine,blue
588,grün::A,roheline,green
589,grau::A,hall,grey
590,bunt::A,kirju,colourful
591,bunt::A,kirju,colorful
592,bunt::A,värviline,colourful
593,bunt::A,värviline,colorful
594,billig::A,odav,cheap
595,teuer::A,kallis,dear
596,wertvoll::A,väärtuslik,precious
597,blind::A,pime,blind
598,taub::A,kurt,deaf
599,kräftig::A,jõuline,powerful
600,stark::A,tugev,strong
601,schwach::A,nõrk,weak
602,schwach::A,jõuetu,weak
603,fett::A,rasvane,fat
604,schlank::A,sale,slim
605,hübsch::A,kena,pretty
606,böse::A,tige,evil
607,dumm::A,juhm,stupid
608,dumm::A,rumal,stupid
609,faul::A,laisk,lazy
610,fleißig::A,virk,diligent
611,fleißig::A,hoolas,diligent
612,geizig::A,ihne,stingy
613,klug::A,tark,clever
614,klug::A,arukas,clever
615,klug::A,mõistlik,clever
616,geschickt::A,osav,skilful
617,geschickt::A,osav,skillful
618,lieb::A,armas,dear
619,lustig::A,lõbus,merry
620,sanft::A,õrn,gentle
621,hungrig::A,näljane,hungry
622,krank::A,haige,sick
623,nackt::A,alasti,naked
624,traurig::A,kurb,sad
625,lebendig::A,elus,living
626,gut::A,hea,good
627,schlecht::A,halb,bad
628,richtig::A,õige,correct
629,schlimm::A,paha,nasty
630,wahr::A,tõene,true
631,alt::A,vana,old
632,neu::A,uus,new
633,ehemalig::A,endine,former
634,alt[Lebewesen]::A,vana,aged
635,jung::A,noor,young
636,arm::A,vaene,poor
637,reich::A,rikas,rich
638,bekannt::A,teada,familiar
639,bekannt::A,tuttav,familiar
640,berühmt::A,tuntud,famous
641,fremd::A,võõras,foreign
642,verschieden::A,erinev,different
643,nah::A,lähedane,near
644,fern::A,kauge,far
645,linker::A,vasak,left
646,rechter::A,parem,right
647,anderer::A,muu,other
648,anderer::A,teine,other
649,erster::A,esimene,first
650,zweiter::A,teine,second
651,dritter::A,kolmas,third
652,letzter::A,viimane,last
653,allein::ADV,üksi,alone
654,auf einmal::ADV,korraga,at once
655,auf einmal::ADV,ühekorraga,at once
656,zusammen::ADV,koos,together
657,zusammen::ADV,üheskoos,together
658,lange::ADV,kaua,long
659,plötzlich::ADV,äkki,suddenly
660,plötzlich::ADV,järsku,suddenly
661,sofort::ADV,kohe,instantly
662,später::ADV,hiljem,later
663,jetzt::ADV,nüüd,now
664,heute::ADV,täna,today
665,morgen::ADV,homme,tomorrow
666,bald::ADV,pea,soon
667,bald::ADV,varsti,soon
668,dann::ADV,siis,then
669,gestern::ADV,eile,yesterday
670,einst::ADV,vanasti,once
671,damals::ADV,tookord,at that time
672,danach::ADV,seejärel,afterwards
673,vorher::ADV,enne,before
674,zuerst::ADV,enne,at first
675,zuerst::ADV,esmalt,at first
676,einmal::ADV,kord,once
677,einmal::ADV,üks kord,once
678,manchmal::ADV,mõnikord,sometimes
679,oft::ADV,tihti,often
680,oft::ADV,sageli,often
681,immer::ADV,ikka,always
682,immer::ADV,alati,always
683,niemals::ADV,mitte kunagi,never
684,hier::ADV,siin,here
685,hierhin::ADV,siia,hither
686,hierhin::ADV,siia,to here
687,hierhin::ADV,siia,here
688,von hier::ADV,siit,hence
689,dort::ADV,seal,there
690,dorthin::ADV,sinna,thither
691,dorthin::ADV,sinna,there
692,dorthin::ADV,sinna,to there
693,geradeaus::ADV,otse edasi,ahead
694,vorwärts::ADV,edasi,forward
695,rückwärts::ADV,tagurpidi,backward
696,zurück::ADV,tagasi,back
697,unten::ADV,all,below
698,unten::ADV,allpool,below
699,hinab::ADV,alla,down
700,oben::ADV,ülal,above
701,hinauf::ADV,üles,up
702,überall::ADV,kõikjal,everywhere
703,nicht::ADV,ei,not
704,nicht::ADV,mitte,not
705,ein wenig::ADV,veidi,a little
706,ein wenig::ADV,natuke,a little
707,kaum::ADV,vaevalt,hardly
708,sehr::ADV,väga,very
709,so::ADV,nii,so
710,noch::ADV,veel,still
711,nur::ADV,ainult,only
712,schon::ADV,juba,already
713,wieder::ADV,jälle,again
714,vergebens::ADV,asjata,in vain
715,vor::PRP,ees,in front of
716,hinter::PRP,taha,behind
717,unter::PRP,all,under
718,durch::PRP,läbi,through
719,durch::PRP,kaudu,through
720,neben::PRP,kõrval,next to
721,zwischen::PRP,vahel,between
722,wegen::PRP,tõttu,because of
723,wegen::PRP,pärast,because of
724,dies::PRN,see,this
725,das::PRN,see,that
726,alles::PRN,kõik,everything
727,ich::PRN,mina,I
728,du::PRN,sina,you
729,du::PRN,sina,thou
730,er::PRN,tema,he
731,wir::PRN,me,we
732,ihr::PRN,te,you
733,sie::PRN,nad,they
734,was::FPRN,mis,what
735,wer::FPRN,kes,who
736,wo::FADV,kus,where
737,wohin::FADV,kuhu,where ... to
738,wohin::FADV,kuhu,where to
739,wohin::FADV,kuhu,where
740,wie::FADV,kuidas,how
741,warum::FADV,miks,why
742,wieviel::FNUM,mitu,how much
743,wieviel::FNUM,kui palju,how much
744,eins::NUM,üks,one
745,zwei::NUM,kaks,two
746,drei::NUM,kolm,three
747,vier::NUM,neli,four
748,fünf::NUM,viis,five
749,sechs::NUM,kuus,six
750,sieben::NUM,seitse,seven
751,acht::NUM,kaheksa,eight
752,neun::NUM,üheksa,nine
753,zehn::NUM,kümme,ten
754,elf::NUM,üksteist,eleven
755,zwölf::NUM,kaksteist,twelve
756,zwanzig::NUM,kakskümmend,twenty
757,dreißig::NUM,kolmkümmend,thirty
758,vierzig::NUM,nelikümmend,forty
759,fünfzig::NUM,viiskümmend,fifty
760,sechzig::NUM,kuuskümmend,sixty
761,siebzig::NUM,seitsekümmend,seventy
762,achtzig::NUM,kaheksakümmend,eighty
763,neunzig::NUM,üheksakümmend,ninety
764,hundert::NUM,sada,a hundred
765,tausend::NUM,tuhat,a thousand
766,und::CNJ,ja,and
767,oder::CNJ,või,or
768,stehen::V,seisma,stand
769,sitzen::V,istuma,sit
770,liegen::V,lamama,lie
771,hängen::V,rippuma,hang
772,werden::V,saama,become
773,werden::V,hakkama,become
774,passieren::V,juhtuma,happen
775,beginnen::V,algama,begin
776,beginnen::V,hakkama,begin
777,enden::V,lõppema,end
778,wechseln::V,vahelduma,change
779,aufgehen[Sonne]::V,tõusma,rise
780,untergehen[Sonne]::V,loojuma,set
781,scheinen[Sonne]::V,paistma,shine
782,donnern::V,kõmisema,thunder
783,wehen::V,puhuma,blow
784,strömen::V,voolama,stream
785,fließen::V,voolama,flow
786,sich drehen::V,pöörduma,revolve
787,schwanken::V,kõikuma,sway
788,schwingen::V,võnkuma,swing
789,fallen::V,langema,fall
790,brennen::V,põlema,burn
791,rauchen::V,suitsema,smoke
792,regnen::V,sadama,rain
793,gefrieren::V,kinni külmuma,freeze
794,tauen::V,sulama,thaw
795,schmelzen::V,sulama,melt
796,trocknen::V,kuivama,dry
797,sieden::V,keema,boil
798,faulen::V,mädanema,rot
799,verfaulen::V,mädanema,decay
800,reißen::V,rebenema,snap
801,versinken::V,uppuma,sink
802,vergehen::V,mööduma,pass
803,erscheinen::V,ilmuma,appear
804,verschwinden::V,kaduma,disappear
805,sinken::V,vajuma,drop
806,sinken::V,langema,drop
807,abnehmen::V,vähenema,decrease
808,abnehmen::V,kahenema,decrease
809,zunehmen::V,kasvama,increase
810,steigen::V,tõusma,rise
811,steigen::V,üles minema,rise
812,wachsen::V,kasvama,grow
813,glänzen::V,läikimä,shine
814,funkeln::V,sädelema,sparkle
815,lärmen::V,lärmama,be noisy
816,läuten::V,helisema,chime
817,klingeln::V,helisema,ring
818,klirren::V,kõlisema,tinkle
819,brausen::V,kohisema,roar
820,rauschen::V,kohisema,rustle
821,klingen::V,kõlama,sound
822,bellen::V,haukuma,bark
823,heulen::V,uluma,howl
824,blasen::V,puhuma,blow
825,pfeifen::V,vilistama,whistle
826,schreien::V,karjuma,shout
827,stöhnen::V,oigama,groan
828,zittern::V,värisema,tremble
829,leben::V,elama,be alive
830,leben::V,elus olema,be alive
831,geboren werden::V,sündima,be born
832,atmen::V,hingama,breathe
833,trinken::V,jooma,drink
834,essen::V,sööma,eat
835,schlucken::V,neelama,swallow
836,müde werden::V,väsima,get tired
837,einschlafen::V,uinuma,fall asleep
838,schlafen::V,magama,sleep
839,aufwachen::V,ärkama,wake up
840,aufstehen::V,ärkama,get up
841,aufstehen::V,üles tõusma,get up
842,sich erholen::V,puhkama,relax
843,krank werden::V,haigestuma,fall ill
844,krank werden::V,haigeks jääma,fall ill
845,krank sein::V,haige olema,be ill
846,schmerzen::V,valutama,ache
847,husten::V,köhima,cough
848,genesen::V,toibuma,recover
849,sterben::V,surema,die
850,umkommen::V,surma saama,perish
851,sich bewegen::V,liikuma,move
852,sich rühren::V,liikuma,budge
853,sich erheben::V,kerkima,stand up
854,sich setzen::V,istet võtma,sit down
855,hinfallen::V,kukkuma,tumble
856,hinfallen::V,maha kukkuma,tumble
857,laufen::V,kõndima,walk
858,schreiten::V,astuma,pace
859,spazierengehen::V,jalutama,go for a walk
860,eilen::V,ruttama,rush
861,eilen::V,kiirustama,rush
862,sich beeilen::V,ruttama,hurry
863,sich beeilen::V,kiirustama,hurry
864,sausen::V,kihutama,dash
865,sausen::V,tormama,dash
866,rennen::V,jooksma,run
867,rennen::V,kihutama,run
868,springen::V,hüppama,jump
869,klettern::V,ronima,climb
870,schaukeln::V,kiikuma,seesaw
871,kriechen::V,roomama,creep
872,schwimmen::V,ujuma,swim
873,tauchen::V,sukelduma,dive
874,rudern::V,sõudma,row
875,fahren::V,sõitma,drive
876,fliegen::V,lendama,fly
877,gehen::V,käima,go
