,Concept_ID,it,udm
196,Krähe::N,cornacchia,куака
197,Kuckuck::N,cuccù,кикы
198,Kuckuck::N,cùculo,кикы
199,Schwan::N,cigno,юсь
200,Fisch::N,pesce,чорыг
201,Barsch::N,pèrsico,юш
202,Hecht::N,luccio,чипей
203,Schlange[Tier]::N,serpente,кый
204,Wurm::N,baco,нумыр
205,Wurm::N,verme,нумыр
206,Spinne::N,ragno,чонари
207,Ameise::N,formica,кузьыли
208,Laus::N,pidocchio,тэй
209,Mücke::N,zanzara,нымы
210,Mücke::N,zanzara,чибинь
211,Fliege::N,mosca,кут
212,Schmetterling::N,farfalla,бубыли
213,Beere::N,bacca,узы-боры
214,Apfel::N,mela,яблок
215,Pilz::N,fungo,губи
216,Zwiebel::N,cipolla,сугон
217,Saat::N,semente,кидыс
218,Korn::N,grano,тысь
219,Heu::N,fieno,турын
220,Schale::N,buccia,кыд
221,Grube::N,cava,гу
222,Grube::N,cava,гоп
223,Grube::N,fossa,гу
224,Grube::N,fossa,гоп
225,Falle::N,tràppola,налик
226,Schlinge::N,laccio,гиӟ
227,Schlinge::N,laccio,герд
228,Spur::N,traccia,пытьы
229,Spur::N,traccia,бервыл
230,Asche::N,cenere,пень
231,Dreck::N,fango,дэри
232,Eisen::N,ferro,корт
233,Gold::N,oro,зарни
234,Silber::N,argento,азвесь
235,Kohle::N,carbone,эгыр
236,Glas::N,vetro,стекло
237,Glas::N,vetro,пияла
238,Lehm::N,argilla,сюй
239,Sand::N,arena,луо
240,Sand::N,sabbia,луо
241,Mensch::N,uomo,мурт
242,Mensch::N,uomo,адями
243,Mensch::N,èssere umano,мурт
244,Mensch::N,èssere umano,адями
245,Mann::N,uomo,воргорон
246,Frau::N,donna,кышномурт
247,Kind::N,bambino,нуны
248,Kind::N,bambino,пинал
249,Junge::N,ragazzo,пи
250,Mädchen::N,ragazza,ныл
251,Familie::N,famiglia,семья
252,Großvater::N,nonno,песятай
253,Großvater::N,nonno,пересь атай
254,Großmutter::N,nonna,песянай
255,Großmutter::N,nonna,пересь анай
256,Eltern::N,genitori,атай-анай
257,Eltern::N,genitori,бубы-мумы
258,Vater::N,padre,айы
259,Vater::N,padre,атай
260,Mutter::N,madre,мумы
261,Sohn::N,figlio,пи
262,Tochter::N,figlia,ныл
263,Bruder::N,fratello,агай
264,Schwester::N,sorella,апа
265,Schwester::N,sorella,сузэр
266,Onkel::N,zio,агай
267,Tante::N,zia,апа
268,Tante::N,zia,кенак
269,Ehemann::N,marito,карт
270,Ehefrau::N,moglie,кышно
271,Freude::N,gioia,шумпотон
272,Freude::N,piacere,шумпотон
273,Gelächter::N,risata,горем
274,Glück::N,felicità,шуд
275,Kummer::N,afflizione,кайгу
276,Kummer::N,afflizione,куректон
277,Wunsch::N,desiderio,мылпотон
278,Lust::N,voglia,потон
279,Geist::N,mente,лул
280,Geist::N,spìrito,лул
281,Gedanke::N,idea,малпан
282,Gedanke::N,pensiero,малпан
283,Gedächtnis::N,memoria,йырсазь
284,Gedächtnis::N,memoria,тодэваён
285,Verstand::N,intelletto,йырвизь
286,Sinn::N,senso,смысл
287,Sinn::N,significato,смысл
288,Grund::N,causa,муг
289,Grund::N,causa,ньӧм
290,Grund::N,motivo,муг
291,Grund::N,motivo,ньӧм
292,Grund::N,ragione,муг
293,Grund::N,ragione,ньӧм
294,Wahrheit::N,verità,зэм
295,Wahrheit::N,verità,шонер
296,Gespräch::N,discorso,вераськон
297,Gespräch::N,conversazione,вераськон
298,Märchen::N,fiaba,выжыкыл
299,Märchen::N,fàvola,выжыкыл
300,Erzählung::N,racconto,верос
301,Erzählung::N,narrazione,верос
302,Nachricht::N,messaggio,ивор
303,Neuigkeit::N,notizia,выльивор
304,Name::N,nome,ним
305,Rätsel::N,indovinello,мадькыл
306,Rede::N,discorso,верам
307,Sprache::N,lingua,кыл
308,Sprache::N,linguaggio,кыл
309,Stimme::N,voce,куара
310,Wort::N,parola,кыл
311,Zeichen::N,segno,пус
312,Zeichen::N,segno,тодмет
313,Zeichen::N,segnale,пус
314,Zeichen::N,segnale,тодмет
315,Ruf::N,chiamata,ӧтён
316,Ruf::N,chiamata,чортон
317,Lärm::N,chiasso,ӵашетон
318,Lärm::N,strèpito,ӵашетон
319,Laut::N,suono,куара
320,Ton::N,tono,куара
321,Lied::N,canto,кырӟан
322,Lied::N,canzone,кырӟан
323,Ruhe::N,calma,чалмыт улон
324,Ruhe::N,tranquillità,чалмыт улон
325,Leute::N,gente,адямиос
326,Volk::N,pòpolo,калык
327,Arbeit::N,lavoro,уж
328,Gast::N,òspite,куно
329,Gast::N,invitato,куно
330,Geschenk::N,regalo,салам
331,Geschenk::N,regalo,кузьым
332,Spiel::N,gioco,шудон
333,Gesellschaft::N,compagnìa,калык
334,Hilfe::N,aiuto,юрттон
335,Hilfe::N,soccorso,юрттон
336,Freund::N,amico,эш
337,Freund::N,amico,юлтош
338,Kamerad::N,camerata,тодмо
339,Angelegenheit::N,affare,уж
340,Angelegenheit::N,faccenda,уж
341,Anzahl::N,nùmero,лыд
342,Anzahl::N,quantità,лыд
343,Art::N,tipo,тус
344,Art::N,specie,тус
345,Stück::N,pezzo,юдэс
346,Teil::N,parte,люкет
347,Hälfte::N,metà,ӝыны
348,Kreis::N,cìrcolo,котырес
349,Kreuz::N,croce,крест
350,Linie::N,lìnea,гож
351,Strich::N,tratto,гож
352,Abstand::N,distanza,вис
353,Abstand::N,distanza,кусып
354,Entfernung::N,distanza,кусып
355,Entfernung::N,lontananza,кусып
356,Gegend::N,regione,инты
357,Platz::N,posto,инты
358,Platz::N,spazio,инты
359,Ort::N,luogo,инты
360,Ort::N,luogo,места
361,Ort::N,località,инты
362,Ort::N,località,места
363,Seite::N,lato,пал
364,Seite::N,parte,пал
365,Mitte::N,mezzo,шор
366,Mitte::N,centro,шор
367,Gegenstand::N,oggetto,арбери
368,Sache::N,cosa,котыр
369,Rand::N,orlo,дур
370,Rand::N,orlo,шаер
371,Rand::N,bordo,дур
372,Rand::N,bordo,шаер
373,Kante::N,spìgolo,дур
374,Ecke::N,canto,сэрег
375,Spitze::N,punta,йыл
376,Ende::N,capo,пум
377,Ende::N,estremità,пум
378,Loch::N,buco,пась
379,Winkel::N,àngolo,сэрег
380,Muster::N,disegno,пужы
381,Größe::N,taglia,быдӟала
382,Größe::N,grandezza,быдӟала
383,Länge::N,lunghezza,кузьдала
384,Höhe::N,altezza,ӝуждала
385,Gewicht::N,peso,сектала
386,Gewicht::N,peso,секытлык
387,Menge::N,quantità,лыд
388,Menge::N,quantità,лыдпус
389,Haufen::N,cùmulo,люк
390,Haufen::N,mucchio,люк
391,Reihe::N,fila,чур
392,Boot::N,barca,пыж
393,Boot::N,barca,лодка
394,Boot::N,battello,пыж
395,Boot::N,battello,лодка
396,Ruder::N,remo,полыс
397,Schlitten::N,slitta,додьы
398,Ski::N,sci,куас
399,Lagerfeuer::N,falò,тылскем
400,Lagerfeuer::N,fuoco di bivacco,тылскем
401,Last::N,càrico,секыт
402,Gang::N,andata,ветлон
403,Schritt::N,passo,вамыш
404,Norden::N,nord,уйпал
405,Norden::N,settentrione,уйпал
406,Süden::N,sud,лымшор
407,Süden::N,meridione,лымшор
408,Westen::N,òvest,шунды пуксён
409,Westen::N,occidente,шунды пуксён
410,Osten::N,est,шунды ӝужан
411,Osten::N,oriente,шунды ӝужан
412,Holz::N,legno,пу
413,Brett::N,asse,пул
414,Brett::N,tàvola,пул
415,Platte::N,lastra,плита
416,Platte::N,piastra,плита
417,Stütze::N,supporto,пыкет
418,Stange::N,sbarra,пуӵ
419,Stange::N,pèrtica,пуӵ
420,Stock::N,verga,боды
421,Stock::N,bastone,боды
422,Stock::N,bacchetta,боды
423,Stab::N,asta,пуӵ
424,Stab::N,asta,боды
425,Rohr::N,tubo,труба
426,Haus::N,casa,юрт
427,Heim::N,casa,корка
428,Ofen::N,stufa,гур
429,Fußboden::N,pavimento,выж
430,Tisch::N,tàvolo,ӝӧк
431,Stuhl::N,sedia,пукон
432,Wiege::N,culla,кӧкы
433,Wiege::N,culla,зыбка
434,Bett::N,letto,валес
435,Regal::N,scaffale,ӝажы
436,Kiste::N,cassa,ящик
437,Fenster::N,finestra,укно
438,Fenster::N,finestra,косяк
439,Tür::N,porta,ӧс
440,Tor::N,portone,ӟезьы
441,Zaun::N,recinto,забор
442,Dach::N,tetto,липет
443,Leiter::N,scala,падӟа
444,Leiter::N,scala a pioli,падӟа
445,Besen::N,scopa,ӵужон
446,Besen::N,scopa,исьнер
447,Spaten::N,vanga,лопатка
448,Schaufel::N,pala,ютырон
449,Gabel::N,forchetta,тэчы
450,Gabel::N,forchetta,вилка
451,Löffel::N,cucchiaio,пуньы
452,Messer::N,coltello,пурт
453,Nagel::N,chiodo,кортӵог
454,Netz::N,rete,сеть
455,Haken::N,uncino,курик
456,Griff::N,mànico,ныд
457,Griff::N,maniglia,ныд
458,Schloss::N,serratura,тунгон
459,Bild::N,quadro,суред
460,Bild::N,immàgine,суред
461,Figur::N,figura,фигура
462,Puppe::N,bàmbola,мунё
463,Beutel::N,borsa,пуйы
464,Beutel::N,sacchetto,пуйы
465,Bündel::N,fascio,керттэт
466,Bündel::N,fagotto,керттэт
467,Tasche::N,borsa,пуйы
468,Tasche::N,borsa,сумка
469,Eimer::N,secchio,ведра
470,Deckel::N,coperchio,ӵоксэт
471,Geschirr::N,stoviglie,тусьты-пуньы
472,Sack::N,sacco,пуйы
473,Tasse::N,tazza,ӵаша
474,Topf::N,pèntola,миска
475,Kessel::N,paiolo,пурты
476,Kessel::N,calderone,пурты
477,Essen::N,pasto,сиськон
478,Essen::N,mangiare,сиськон
479,Nahrung::N,cibo,сион
480,Nahrung::N,alimento,сион
481,Speise::N,piatto,сиён
482,Fleisch::N,carne,сӥль
483,Getreide::N,cereali,ю тысь
484,Brei::N,purè,ӝук
485,Brei::N,pappa,ӝук
486,Brot::N,pane,нянь
487,Scheibe::N,fetta,шорем
488,Scheibe::N,trancia,шорем
489,Fett::N,grasso,кӧй
490,Butter::N,burro,вӧй
491,Öl::N,olio,вӧй
492,Salz::N,sale,сылал
493,Suppe::N,zuppa,шыд
494,Suppe::N,minestra,шыд
495,Honig::N,miele,чечы
496,Milch::N,latte,йӧл
497,Tee::N,tè,чай
498,Leder::N,pelle,сурон
499,Wolle::N,lana,гон
500,Wolle::N,lana,ыжгон
501,Stoff::N,panno,куэм
502,Stoff::N,tessuto,куэм
503,Nadel::N,ago,вень
504,Faden::N,filo,сӥньыс
505,Knopf::N,bottone,бирды
506,Knoten::N,nodo,герд
507,Farbe::N,pittura,буёл
508,Kleidung::N,vestiti,дӥсь
509,Kleidung::N,vestiario,дӥсь
510,Hemd::N,camicia,дэрем
511,Kragen::N,bàvero,сирес
512,Kragen::N,colletto,сирес
513,Ärmel::N,mànica,саес
514,Hose::N,calzoni,брюки
515,Hose::N,calzoni,штань
516,Gürtel::N,cintura,кускерттон
517,Mütze::N,berretto,ызьы
518,Schuh::N,scarpa,ботинка
519,Stiefel::N,stivale,сапег
520,Ring::N,anello,зундэс
521,Band::N,nastro,лента
522,Band::N,fettuccia,лента
523,Kamm::N,pèttine,сын
524,Spiegel::N,specchio,синучкон
525,Riemen::N,cinghia,е
526,Schnur::N,corda,гозы
527,Leine::N,guinzaglio,думет
528,Decke::N,coperta,шобрет
529,Kissen::N,cuscino,миндэр
530,Kissen::N,guanciale,миндэр
531,Tuch::N,fazzoletto,кышет
532,Handtuch::N,asciugamano,ӵушкон
533,Kraft::N,forza,кать
534,Kraft::N,forza,ӟигар
535,Stärke::N,forza,юнлык
536,Stärke::N,vigore,юнлык
537,Stärke::N,fortezza,юнлык
538,Gesundheit::N,salute,тазалык
539,Krankheit::N,malattìa,висён
540,Schmerz::N,dolore,висён
541,Wunde::N,piaga,яра
542,Wunde::N,ferita,яра
543,Fieber::N,febbre,кезег
544,Arznei::N,fàrmaco,эмъюм
545,Arznei::N,medicina,эмъюм
546,Brücke::N,ponte,выж
547,Brunnen::N,pozzo,колдэч
548,Weide::N,pàscolo,возь
549,Pfad::N,sentiero,сюрес
550,Weg::N,via,сюрес
551,Weg::N,cammino,сюрес
552,Straße::N,strada,сюрес
553,Dorf::N,paese,гурт
554,Dorf::N,villaggio,гурт
555,Stadt::N,città,кар
556,Stadt::N,città,город
557,Brief::N,lèttera,гожтэт
558,Buch::N,libro,книга
559,Buchstabe::N,lèttera,буква
560,Zeitung::N,giornale,газет
561,Leben::N,vita,улон
562,Tod::N,morte,кулон
563,Grab::N,tomba,шайгу
564,Grab::N,sepolcro,шайгу
565,Kirche::N,chiesa,черк
566,Sünde::N,peccato,сьӧлык
567,Gott::N,dio,ӥнмар
568,Arbeiter::N,operaio,рабочий
569,Arbeiter::N,lavoratore,рабочий
570,Chef::N,capo,начальник
571,Chef::N,padrone,начальник
572,Meister::N,mastro,кибашлы
573,Meister::N,maestro,кибашлы
574,Arzt::N,mèdico,врач
575,Arzt::N,dottore,врач
576,Lehrer::N,professore,дышетӥсь
577,Geld::N,soldi,уксё
578,Geld::N,soldi,коньдон
579,Geld::N,denaro,уксё
580,Geld::N,denaro,коньдон
581,Geschäft::N,affare,уж
582,Geschäft::N,negozio,уж
583,Laden::N,negozio,магазин
584,Preis::N,prezzo,дун
585,Ware::N,merce,вуз
586,Nutzen::N,ùtile,пайда
587,Nutzen::N,profitto,пайда
588,Reichtum::N,ricchezza,узырлык
589,Welt::N,mondo,дунне
590,Land::N,paese,шаер
591,Staat::N,Stato,кун
592,König::N,re,эксэй
593,Macht::N,potere,власть
594,Grenze::N,confine,кунгож
595,Grenze::N,frontiera,кунгож
596,Krieg::N,guerra,ож
597,Feind::N,nemico,тушмон
598,Gewalt::N,violenza,эриктэман
599,Kampf::N,lotta,нюръяськон
600,Bogen[Waffe]::N,arco,пукыӵ
601,Pfeil::N,freccia,пукыӵ вень
602,Gewehr::N,fucile,пыӵал
603,Fehler::N,errore,янгыш
604,Fehler::N,sbaglio,янгыш
605,Lüge::N,bugìa,пӧян
606,Lüge::N,bugìa,алдан
607,Lüge::N,bugìa,ӧрекчан
608,Lüge::N,menzogna,пӧян
609,Lüge::N,menzogna,алдан
610,Lüge::N,menzogna,ӧрекчан
611,Schaden::N,danno,изъян
612,Unglück::N,sfortuna,куректон
613,Unglück::N,sfortuna,шудтэме усён
614,Schuld::N,colpa,янгыш
615,Alter::N,età,арлыд
616,Schluss::N,fine,пум
617,Zeit::N,tempo,дыр
618,Tag::N,giorno,нунал
619,Tag::N,giornata,нунал
620,Morgen::N,mattina,ӵукна
621,Mittag::N,mezzogiorno,лымшор
622,Abend::N,sera,ӝыт
623,Abend::N,sera,акшан
624,Abend::N,serata,ӝыт
625,Abend::N,serata,акшан
626,Nacht::N,notte,уй
627,Woche::N,settimana,арня
628,Monat::N,mese,толэзь
629,Jahr::N,anno,ар
630,Frühling::N,primavera,тулыс
631,Sommer::N,estate,гужем
632,Herbst::N,autunno,сӥзьыл
633,Winter::N,inverno,тол
634,Januar::N,gennaio,выльартолэзь
635,Februar::N,febbraio,тулыспал
636,März::N,marzo,южтолэзь
637,April::N,aprile,оштолэзь
638,Mai::N,maggio,куартолэзь
639,Juni::N,giugno,вожотолэзь
640,Juli::N,luglio,пӧсьтолэзь
641,August::N,agosto,гудырикошкон
642,September::N,settembre,куарусён
643,Oktober::N,ottobre,выльӝуктолэзь
644,November::N,novembre,шуркынмон
645,Dezember::N,dicembre,толсур
646,Montag::N,lunedì,вордӥськон
647,Dienstag::N,martedì,вторник
648,Mittwoch::N,mercoledì,вирнунал
649,Donnerstag::N,giovedì,покчиарня
650,Freitag::N,venerdì,удмуртарня
651,Samstag::N,sàbato,кӧснунал
652,Sonntag::N,domenica,арня
653,groß::A,grande,бадӟым
654,klein::A,pìccolo,пичи
655,lang::A,lungo,кузь
656,kurz::A,corto,вакчи
657,breit::A,largo,паськыт
658,schmal::A,stretto,сюлэг
659,dicht::A,denso,ӵем
660,dick[Gegenstand]::A,spesso,зӧк
661,dünn::A,sottile,векчи
662,fein::A,fine,векчи
663,fein::A,delicato,векчи
664,fest::A,sodo,юн
665,fest::A,sodo,чурыт
666,fest::A,fisso,юн
667,fest::A,fisso,чурыт
668,flach::A,piano,ӵошкыт
669,flach::A,piatto,ӵошкыт
670,glatt::A,liscio,гылыт
671,glatt::A,liscio,вольыт
672,hart::A,duro,чурыт
673,weich::A,molle,небыт
674,rund::A,rotondo,котырес
675,spitz::A,aguzzo,йылсо
676,spitz::A,appuntito,йылсо
677,scharf::A,affilato,лэчыт
678,scharf::A,tagliente,лэчыт
679,stumpf::A,smussato,ныж
680,schwer::A,pesante,секыт
681,schön::A,bello,чебер
682,heiß::A,caldo,пӧсь
683,heiß::A,bollente,пӧсь
684,warm::A,caldo,шуныт
685,kalt::A,freddo,кезьыт
686,kühl::A,fresco,юзмыт
687,kühl::A,fresco,салкым
688,frisch::A,fresco,выль
689,feucht::A,ùmido,мускыт
690,nass::A,bagnato,котмем
691,trocken::A,secco,кӧс
692,voll::A,pieno,тыр
693,leer::A,vuoto,буш
694,leer::A,vuoto,тырттэм
695,offen::A,aperto,усьтэм
696,geschlossen::A,chiuso,ӵогам
697,geschlossen::A,chiuso,пунням
698,sauber::A,netto,ӝикыт
699,sauber::A,netto,чылкыт
700,sauber::A,pulito,ӝикыт
701,sauber::A,pulito,чылкыт
702,schmutzig::A,sporco,нӧд
703,schmutzig::A,sùdicio,нӧд
704,roh::A,crudo,ыль
705,reif::A,maturo,вуэм
706,lecker::A,ghiotto,ческыт
707,lecker::A,squisito,ческыт
708,süß::A,dolce,ческыт
709,bitter::A,amaro,курыт
710,sauer::A,aspro,чырс
711,sauer::A,acerbo,чырс
712,hell::A,chiaro,югыт
713,dunkel::A,buio,пеймыт
714,dunkel::A,oscuro,пеймыт
715,schwarz::A,nero,сьӧд
716,weiß::A,bianco,тӧдьы
717,rot::A,rosso,горд
718,gelb::A,giallo,ӵуж
719,blau::A,blu,лыз
720,blau::A,azzurro,лыз
721,grün::A,verde,вож
722,grau::A,grigio,пурысь
723,bunt::A,variopinto,куӵо
724,billig::A,a buon prezzo,дунтэм
725,billig::A,a buon mercato,дунтэм
726,teuer::A,caro,дуно
727,wertvoll::A,prezioso,дуно
728,blind::A,cieco,сукыр
729,blind::A,cieco,синтэм
730,taub::A,sordo,пельтэм
731,kräftig::A,forte,кужмо
732,kräftig::A,robusto,кужмо
733,stark::A,forte,юн
734,stark::A,forte,кужмо
735,stark::A,vigoroso,юн
736,stark::A,vigoroso,кужмо
737,schwach::A,dèbole,ляб
738,schwach::A,dèbole,начар
739,fett::A,grasso,кӧй
740,schlank::A,snello,веськыт
741,schlank::A,snello,веськрес
742,schlank::A,slanciato,веськыт
743,schlank::A,slanciato,веськрес
744,hübsch::A,bello,чебер
745,hübsch::A,bello,синмаськымон
746,hübsch::A,carino,чебер
747,hübsch::A,carino,синмаськымон
748,böse::A,cattivo,лек
749,dumm::A,stùpido,шузи
750,dumm::A,stùpido,визьтэм
751,faul::A,pigro,азьтэм
752,fleißig::A,diligente,сюлмо
753,geizig::A,avaro,сук
754,klug::A,intelligente,визьмо
755,geschickt::A,àbile,усто
756,geschickt::A,àbile,быгатӥсь
757,lieb::A,caro,мусо
758,lustig::A,gaio,шулдыр
759,lustig::A,allegro,шулдыр
760,sanft::A,dolce,мусо
761,sanft::A,dolce,эрке
762,hungrig::A,affamato,сютэм
763,krank::A,malato,висись
764,krank::A,infermo,висись
765,nackt::A,nudo,гольык
766,traurig::A,triste,мӧзмыт
767,lebendig::A,vivo,улэп
768,gut::A,buono,ӟеч
769,gut::A,buono,умой
770,schlecht::A,cattivo,урод
771,schlecht::A,cattivo,алама
772,richtig::A,giusto,шонер
773,schlimm::A,grave,алама
774,wahr::A,vero,зэмос
775,alt::A,vecchio,вуж
776,neu::A,nuovo,выль
777,ehemalig::A,vecchio,азьвылэз
778,ehemalig::A,d'una_volta,азьвылэз
779,alt[Lebewesen]::A,anziano,пересь
780,jung::A,giovane,егит
781,jung::A,giovane,пинал
782,arm::A,pòvero,начар
783,arm::A,pòvero,куанер
784,reich::A,ricco,узыр
785,bekannt::A,noto,тодмо
786,bekannt::A,conosciuto,тодмо
787,berühmt::A,famoso,дано
788,berühmt::A,cèlebre,дано
789,fremd::A,estràneo,ят
790,fremd::A,straniero,ят
791,verschieden::A,diverso,пӧртэм
792,verschieden::A,differente,пӧртэм
793,nah::A,vicino,матысь
794,nah::A,propinquo,матысь
795,fern::A,lontano,кыдёкысь
796,linker::A,sinistro,паллян
797,rechter::A,destro,бур
798,rechter::A,destro,бурпал
799,anderer::A,altro,мукет
800,erster::A,primo,нырысетӥез
801,zweiter::A,secondo,кыктэтӥез
802,dritter::A,terzo,кунньметӥез
803,letzter::A,ùltimo,берло
804,letzter::A,ùltimo,берпум
805,allein::ADV,solo,огназ
806,allein::ADV,da solo,огназ
807,auf einmal::ADV,insieme,огдыре
808,zusammen::ADV,insieme,ӵош
809,zusammen::ADV,insieme,валче
810,lange::ADV,a lungo,кема
