,Concept_ID,tt,hi
55,Fingernagel::N,тырнак,नख
56,Fingernagel::N,тырнак,नाख़ून
57,Nagel[Anatomie]::N,тырнак,नख
58,Nagel[Anatomie]::N,тырнак,नाख़ून
59,Zeh::N,бармак,उँगली
60,Zeh::N,бармак,पाँव की उँगली
61,Fuß::N,табан,चरण
62,Fuß::N,табан,पाँव
63,Ferse::N,үкчә,एड़ी
64,Knie::N,тез,जानु
65,Knie::N,тез,घुटना
66,Oberschenkel::N,бот,उरु
67,Bein::N,аяк,टाँग
68,Körper::N,тән,तन
69,Körper::N,тән,देह
70,Körper::N,тән,शरीर
71,Körper::N,җисем,तन
72,Körper::N,җисем,देह
73,Körper::N,җисем,शरीर
74,Haut::N,тире,चर्म
75,Haut::N,тире,त्वचा
76,Blut::N,кан,लहू
77,Blut::N,кан,ख़ून
78,Ader::N,тамыр,रग
79,Ader::N,тамыр,शिरा
80,Sehne::N,сеңер,कंडरा
81,Sehne::N,сеңер,स्नायु
82,Knochen::N,сөяк,अस्थि
83,Gehirn::N,ми,दिमाग़
84,Gehirn::N,ми,मस्तिष्क
85,Herz::N,йөрәк,दिल
86,Herz::N,йөрәк,हृदय
87,Magen::N,ашказаны,मेदा
88,Magen::N,ашказаны,अमाशय
89,Leber::N,бавыр,जिगर
90,Leber::N,бавыр,यकृत्
91,Atem::N,сулыш,दम
92,Atem::N,сулыш,साँस
93,Atem::N,сулыш,श्वास
94,Hunger::N,ачлык,भूख
95,Hunger::N,ачлык,क्षुधा
96,Träne::N,яшь,आँसू
97,Träne::N,яшь,अश्रु
98,Geschmack::N,тәм,स्वाद
99,Geschmack::N,тәм,ज़ायक़ा
100,Geschmack::N,зәвык,स्वाद
101,Geschmack::N,зәвык,ज़ायक़ा
102,Geruch::N,ис,बू
103,Geruch::N,ис,गंध
104,Schlaf::N,йокы,नींद
105,Schlaf::N,йокы,निद्रा
106,Traum::N,төш,सपना
107,Traum::N,төш,स्वप्न
108,Himmel::N,күк,आकाश
109,Himmel::N,күк,आसमान
110,Sonne::N,кояш,रवि
111,Sonne::N,кояш,सूरज
112,Sonne::N,кояш,सूर्य
113,Mond::N,ай,चाँद
114,Mond::N,ай,चंद्र
115,Stern::N,йолдыз,तारा
116,Stern::N,йолдыз,सितारा
117,Luft::N,һава,हवा
118,Luft::N,һава,वायु
119,Wind::N,җил,पाद
120,Welle::N,дулкын,लहर
121,Welle::N,дулкын,तरंग
122,Wasser::N,су,जल
123,Wasser::N,су,पानी
124,Stein::N,таш,पत्थर
125,Boden::N,туфрак,मिट्टी
126,Erde::N,җир,भूमि
127,Erde::N,җир,ज़मीन
128,Staub::N,тузан,धूल
129,Rauch::N,төтен,धूआँ
130,Rauch::N,төтен,धुम्र
131,Funke::N,очкын,चिनगारी
132,Funke::N,очкын,स्फुलिंग
133,Feuer::N,ут,आग
134,Feuer::N,ут,आतिश
135,Feuer::N,ут,अग्नि
136,Licht::N,якты,रोशनी
137,Licht::N,якты,प्रकाश
138,Schatten::N,күләгә,छाया
139,Schatten::N,күләгә,परछाई
140,Wetter::N,һава,ऋतु
141,Wetter::N,һава,मौसम
142,Nebel::N,томан,धुँध
143,Nebel::N,томан,कुहरा
144,Wolke::N,болыт,मेघ
145,Wolke::N,болыт,अभ्र
146,Regen::N,яңгыр,मेंह
147,Regen::N,яңгыр,बारिश
148,Schnee::N,кар,हिम
149,Schnee::N,кар,बर्फ़
150,Eis::N,боз,हिम
151,Eis::N,боз,बर्फ़
152,Frost::N,суык,ठंड
153,Frost::N,салкын,ठंड
154,Kälte::N,суык,सर्दी
155,Kälte::N,суык,शीतलता
156,Kälte::N,салкын,सर्दी
157,Kälte::N,салкын,शीतलता
158,Hitze::N,эсселек,ताप
159,Hitze::N,эсселек,गरमी
160,Raureif::N,бәс,पाला
161,Raureif::N,сыкы,पाला
162,Regenbogen::N,салават күпере,इंद्र-धनुष
163,Donner::N,күкрәү,गरज
164,Donner::N,күкрәү,मेघ-गर्जन
165,Strömung::N,агыш'агым,बहाव
166,Strömung::N,агыш'агым,प्रवाह
167,Tropfen::N,тамчы,बूँद
168,Schaum::N,күбек,झाग
169,Schmutz::N,пычрак,गंद
170,Schmutz::N,пычрак,कीचड़
171,See::N,күл,झील
172,See::N,күл,सरोवर
173,Sumpf::N,саз,दलदल
174,Sumpf::N,саз,धँसान
175,Moor::N,торфлык,झाबर
176,Moor::N,торфлык,धँसान
177,Wiese::N,болын,घास-स्थल
178,Wald::N,урман,जंगल
179,Hügel::N,калку,टीला
180,Hügel::N,калку,पहाड़
181,Anhöhe::N,үр,टीला
182,Anhöhe::N,үр,पहाड़ी
183,Berg::N,тау,पहाड़
184,Gipfel::N,оч,शिखर
185,Höhle::N,мәгарә,गुहा
186,Höhle::N,мәгарә,गुफ़ा
187,Abhang::N,кабырга,ढाल
188,Abhang::N,кабырга,ढलान
189,Quelle::N,чишмә,चश्मा
190,Bach::N,елга,सोता
191,Bach::N,елга,नदिका
192,Fluss::N,дәрья,नदी
193,Fluss::N,дәрья,सरिता
194,Ufer::N,су кырые,तट
195,Ufer::N,су кырые,किनारा
196,Küste::N,яр буе,समुद्र-तट
197,Festland::N,коры җир,महाद्वीप
198,Meer::N,диңгез,सागर
199,Meer::N,диңгез,समुद्र
200,Bucht::N,бухта,खाड़ी
201,Bucht::N,култык,खाड़ी
202,Insel::N,атау,टापू
203,Insel::N,атау,द्वीप
204,Insel::N,утрау,टापू
205,Insel::N,утрау,द्वीप
206,Blume::N,чәчкә,फूल
207,Blume::N,чәчкә,पुष्प
208,Gras::N,үлән,घास
209,Wurzel::N,тамыр,मूल
210,Baum::N,агач,पेड़
211,Baum::N,агач,वृक्ष
212,Stamm::N,кәүсә,धड़
213,Rinde::N,кабык,छाल
214,Rinde::N,кабык,वल्कल
215,Ast::N,ботак,डाल
216,Ast::N,ботак,शाखा
217,Zweig::N,ботак,टहनी
218,Zweig::N,тармак,टहनी
219,Blatt::N,яфрак,पत्र
220,Blatt::N,яфрак,पत्ता
221,Birke::N,каен,भूर्ज
222,Kiefer[Baum]::N,нарат,पाइन-वृक्ष
223,Weide[Baum]::N,тал,बेंत
224,Tanne::N,чыршы,फ़र
225,Horn::N,мөгез,सींग
226,Horn::N,мөгез,विषाण
227,Feder::N,йон,पर
228,Feder::N,йон,पंख
229,Fell::N,тире,खाल
230,Fell::N,тире,पशु-चर्म
231,Flügel::N,канат,पंख
232,Flügel::N,канат,डैना
233,Klaue::N,тырнак,पंजा
234,Kralle::N,тырнак,पंजा
235,Kralle::N,тырнак,नाख़ून
236,Schwanz::N,койрык,पूँछ
237,Ei::N,күкәй,अंडा
238,Ei::N,йомырка,अंडा
239,Nest::N,оя,नीड़
240,Nest::N,оя,घोंसला
241,Bau::N,өн,बिल
242,Bau::N,өн,माँद
243,Tier::N,хайван,पशु
244,Tier::N,хайван,जानवर
245,Herde::N,көтү,गल्ला
246,Kuh::N,сыер,गौ
247,Kuh::N,сыер,गाय
248,Bulle::N,үгез,साँड़
249,Pferd::N,ат,अश्व
250,Pferd::N,ат,घोड़ा
251,Schaf::N,сарык,भेड़
252,Schwein::N,дуңгыз,शूकर
253,Hund::N,эт,श्वान
254,Hund::N,эт,कुत्ता
255,Katze::N,песи,बिल्ली
256,Bär::N,аю,रीछ
257,Bär::N,аю,भालू
258,Eichhörnchen::N,тиен,गिलहरी
259,Elch::N,поши,एल्क
260,Fuchs::N,төлке,लोमड़ी
261,Hase::N,куян,खरहा
262,Hase::N,куян,ख़रगोश
263,Maus::N,тычкан,मूष
264,Maus::N,тычкан,चूहा
265,Wolf::N,бүре,वृक
266,Wolf::N,бүре,भेड़िया
267,Vogel::N,кош,पक्षी
268,Vogel::N,кош,चिड़िया
269,Schwarm::N,көтү,झुंड
270,Huhn::N,тавык,मुर्ग़ी
271,Hahn::N,әтәч,मुर्ग़ा
272,Gans::N,каз,हंस
273,Gans::N,каз,हंसिनी
274,Adler::N,каракош,उक़ाब
275,Ente::N,үрдәк,बतख़
276,Ente::N,үрдәк,बत्तक
277,Eule::N,ябалак,उल्लू
278,Kranich::N,торна,सारस
279,Kranich::N,торна,क्रौंंच
280,Krähe::N,карга,काक
281,Kuckuck::N,күке,कोयल
282,Kuckuck::N,күке,कोकिल
283,Kuckuck::N,кәккүк,कोयल
284,Kuckuck::N,кәккүк,कोकिल
285,Schwan::N,аккош,हंस
286,Schwan::N,аккош,मराल
287,Fisch::N,балык,मछली
288,Fisch::N,балык,मत्स्य
289,Barsch::N,алабуга,पर्च
290,Hecht::N,чуртан,पाइक
291,Schlange[Tier]::N,елан,सर्प
292,Wurm::N,корт,कृमि
293,Wurm::N,корт,कीड़ा
294,Spinne::N,үрмәкүч,लूता
295,Spinne::N,үрмәкүч,मकड़ी
296,Ameise::N,кырмыска,चींटी
297,Laus::N,бет,जूँ
298,Mücke::N,черки,डाँस
299,Mücke::N,озынборын,डाँस
300,Fliege::N,чебен,मक्खी
301,Fliege::N,чебен,मक्षिका
302,Schmetterling::N,күбәләк,तितली
303,Beere::N,җиләк,बेरी
304,Apfel::N,алма,सेब
305,Pilz::N,гөмбә,खुंबी
306,Zwiebel::N,суган,प्याज़
307,Zwiebel::N,суганбаш,प्याज़
308,Saat::N,орлык,बीज
309,Korn::N,иген,दाना
310,Korn::N,орлык,दाना
311,Heu::N,печән,मूखी घास
312,Schale::N,кабык,बकला
313,Schale::N,кабык,छिलका
314,Grube::N,баз,गड्ढा
315,Grube::N,чокыр,गड्ढा
316,Falle::N,тозак,जाल
317,Falle::N,тозак,फँदा
318,Falle::N,капкын,जाल
319,Falle::N,капкын,फँदा
320,Schlinge::N,элмәк,फँदा
321,Spur::N,эз,सुराग़
322,Spur::N,эз,पद-चिह्न
323,Asche::N,көл,राख
324,Dreck::N,пычрак,मैल
325,Dreck::N,пычрак,गंदगी
326,Eisen::N,тимер,लोहा
327,Gold::N,алтын,सोना
328,Gold::N,алтын,स्वर्ण
329,Silber::N,көмеш,रजत
330,Silber::N,көмеш,चाँदी
331,Kohle::N,күмер,कोयला
332,Glas::N,пыяла,काँच
333,Lehm::N,балчык,चिकनी मिट्टी
334,Sand::N,ком,रेत
335,Sand::N,ком,बालू
336,Mensch::N,адәм,मानव
337,Mensch::N,адәм,इनसान
338,Mensch::N,адәм,मनुष्य
339,Mensch::N,инсан,मानव
340,Mensch::N,инсан,इनसान
341,Mensch::N,инсан,मनुष्य
342,Mann::N,ир,आदमी
343,Mann::N,ир,पुरुष
344,Frau::N,хатын,औरत
345,Frau::N,хатын,महिला
346,Frau::N,хатын,स्त्री
347,Kind::N,бала,बाल
348,Kind::N,бала,बच्चा
349,Junge::N,малай,लड़का
350,Mädchen::N,кыз,लड़की
351,Mädchen::N,кыз,कुमारी
352,Familie::N,гаилә,परिवार
353,Großvater::N,бабай,दादा
354,Großmutter::N,әби,नानी
355,Eltern::N,ата-ана,माँ-बाप
356,Eltern::N,ата-ана,माता-पिता
357,Vater::N,ата,बाप
358,Vater::N,ата,पिता
359,Mutter::N,ана,माँ
360,Mutter::N,ана,माता
361,Sohn::N,ул,बेटा
362,Sohn::N,ул,पुत्र
363,Tochter::N,кыз,बेटी
364,Tochter::N,кыз,पुत्री
365,Bruder::N,кардәш,भाई
366,Bruder::N,кардәш,भ्राता
367,Schwester::N,апа,बहन
368,Schwester::N,апа,भगिनी
369,Schwester::N,сеңел,बहन
370,Schwester::N,сеңел,भगिनी
371,Onkel::N,дәдә,ताऊ
372,Onkel::N,дәдә,काका
373,Onkel::N,дәдәй,ताऊ
374,Onkel::N,дәдәй,काका
375,Tante::N,түти,बूआ
376,Tante::N,түти,फूफी
377,Tante::N,түти,ख़ाला
378,Tante::N,тәтәй,बूआ
379,Tante::N,тәтәй,फूफी
380,Tante::N,тәтәй,ख़ाला
381,Ehemann::N,ир,पति
382,Ehemann::N,ир,शौहर
383,Ehefrau::N,хатын,बीवी
384,Freude::N,сөенеч,आनंद
385,Freude::N,сөенеч,प्रसन्नता
386,Gelächter::N,көлү,हँसी
387,Gelächter::N,көлү,क़हक़हा
388,Gelächter::N,көлеш,हँसी
389,Gelächter::N,көлеш,क़हक़हा
390,Glück::N,бәхет,आनंद
391,Glück::N,бәхет,ख़ुशी
392,Kummer::N,хәсрәт,शोक
393,Kummer::N,хәсрәт,दुःख
394,Wunsch::N,теләк,इच्छा
395,Wunsch::N,теләк,अभिलाषा
396,Lust::N,теләк,चाह
397,Lust::N,теләк,कामना
398,Lust::N,теләү,चाह
399,Lust::N,теләү,कामना
400,Geist::N,рух,जान
401,Geist::N,рух,प्राण
402,Gedanke::N,уй,विचार
403,Gedanke::N,фикер,विचार
404,Gedächtnis::N,хәтер,याददाश्त
405,Gedächtnis::N,хәтер,स्मरण-शक्ति
406,Verstand::N,акыл,समझ
407,Verstand::N,акыл,अक़्ल
408,Verstand::N,акыл,बुद्धि
409,Sinn::N,мәгънә,अर्थ
410,Grund::N,сәбәп,वजह
411,Grund::N,сәбәп,कारण
412,Wahrheit::N,хак,सत्य
413,Wahrheit::N,хак,सच्चाई
414,Gespräch::N,әңгәмә,चर्चा
415,Gespräch::N,әңгәмә,वार्ता
416,Gespräch::N,әңгәмә,बात-चीत
417,Märchen::N,әкият,क़िस्सा
418,Erzählung::N,хикәя,कथा
419,Erzählung::N,хикәя,कहानी
420,Nachricht::N,хәбәр,सूचना
421,Nachricht::N,хәбәр,समाचार
422,Neuigkeit::N,яңалык,ख़बर
423,Neuigkeit::N,яңалык,समाचार
424,Name::N,исем,नाम
425,Rätsel::N,табышмак,पहेली
426,Rede::N,нотык,वचन
427,Rede::N,нотык,भाषण
428,Sprache::N,тел,भाषा
429,Sprache::N,тел,ज़बान
430,Stimme::N,тавыш,स्वर
431,Stimme::N,тавыш,आवाज़
432,Wort::N,сүз,शब्द
433,Wort::N,сүз,लफ़्ज़
434,Zeichen::N,ишарә,निशान
435,Ruf::N,дәшү,पुकार
436,Ruf::N,дәшү,आह्वान
437,Lärm::N,шау,शोर
438,Lärm::N,шау,हुल्लड़
439,Laut::N,аваз,स्वर
440,Laut::N,аваз,ध्वनि
441,Ton::N,шалтырату,सुर
442,Ton::N,шалтырату,स्वर
443,Lied::N,җыр,गीत
444,Ruhe::N,тынлык,आराम
445,Ruhe::N,тынлык,ख़ामोशी
446,Leute::N,халык,लोग
447,Volk::N,халык,क़ौम
448,Volk::N,халык,प्रजा
449,Arbeit::N,эш,काम
450,Arbeit::N,хезмәт,काम
451,Gast::N,кунак,अतिथि
452,Gast::N,кунак,मेहमान
453,Geschenk::N,бүләк,उपहार
454,Geschenk::N,бүләк,तोहफ़ा
455,Spiel::N,уен,खेल
456,Spiel::N,уен,क्रीड़ा
457,Gesellschaft::N,җәмгыять,साथ
458,Hilfe::N,ярдәм,मदद
459,Hilfe::N,ярдәм,सहायता
460,Hilfe::N,булышлык,मदद
461,Hilfe::N,булышлык,सहायता
462,Freund::N,дус,मित्र
463,Kamerad::N,иптәш,साथी
464,Kamerad::N,иптәш,कामरेड
465,Angelegenheit::N,эш,बात
466,Angelegenheit::N,эш,मामला
467,Anzahl::N,микъдар,तादाद
468,Anzahl::N,микъдар,संख्या
469,Art::N,төр,तरह
470,Art::N,төр,क़िस्म
471,Stück::N,кисәк,फाँक
472,Stück::N,кисәк,टुकड़ा
473,Teil::N,өлеш,भाग
474,Teil::N,өлеш,हिस्सा
475,Hälfte::N,ярым,अर्धभाग
476,Kreis::N,түгәрәк,चक्कर
477,Kreuz::N,хач,सलीब
478,Kreuz::N,хач,क्रूस
479,Kreuz::N,тәре,सलीब
480,Kreuz::N,тәре,क्रूस
481,Linie::N,сызык,लाइन
482,Strich::N,сызык,लकीर
483,Abstand::N,ара,अंतर
484,Abstand::N,ара,फ़ासला
485,Entfernung::N,ераклык,दूरी
486,Entfernung::N,ераклык,फ़ासला
487,Gegend::N,урын,इलाक़ा
488,Platz::N,бушлык,जगह
489,Platz::N,бушлык,स्थान
490,Ort::N,урын,स्थल
491,Ort::N,урын,स्थान
492,Seite::N,як,ओर
493,Seite::N,як,तरफ़
494,Mitte::N,урта,बीच
495,Mitte::N,урта,मध्य
496,Gegenstand::N,нәрсә,चीज़
497,Gegenstand::N,нәрсә,पदार्थ
498,Sache::N,нәрсә,चीज़
499,Sache::N,нәрсә,वस्तु
500,Rand::N,чит,छोर
501,Rand::N,чит,उपांत
502,Kante::N,кырый,कोर
503,Kante::N,кырый,किनारा
504,Ecke::N,почмак,कोना
505,Ecke::N,почмак,नुक्कड़
506,Spitze::N,оч,नोक
507,Ende::N,азак,छोर
508,Ende::N,азак,सिरा
509,Loch::N,тишек,छेद
510,Loch::N,тишек,सूराख़
511,Winkel::N,почмак,कोण
512,Winkel::N,почмак,कोना
513,Muster::N,парча,नमूना
514,Muster::N,парча,डिज़ाइन
515,Größe::N,зурлык,परिमाण
516,Größe::N,зурлык,विस्तार
517,Länge::N,озынлык,लंबाई
518,Höhe::N,биеклек,ऊँचाई
519,Höhe::N,биеклек,उच्चता
520,Gewicht::N,авырлык,भार
521,Gewicht::N,авырлык,वज़न
522,Menge::N,микъдар,मात्रा
523,Haufen::N,өем,ढेर
524,Haufen::N,өем,अंबार
525,Reihe::N,рәт,क़तार
526,Reihe::N,рәт,पंक्ति
527,Boot::N,каек,नाव
528,Boot::N,каек,नौका
529,Boot::N,көймә,नाव
530,Boot::N,көймә,नौका
531,Ruder::N,ишкәк,चप्पू
532,Schlitten::N,чана,बर्फ़-गाड़ी
533,Ski::N,чаңгы,स्की
534,Lagerfeuer::N,костёр,अलाव
535,Lagerfeuer::N,костёр,कैंप-फ़ायर
536,Last::N,йөк,भार
537,Gang::N,йөреш,चाल
538,Schritt::N,адым,डग
539,Schritt::N,адым,क़दम
540,Norden::N,төньяк,उत्तर
541,Süden::N,көньяк,दक्खिन
542,Westen::N,көнбатыш,पश्चिम
543,Osten::N,шәрык,पूरब
544,Osten::N,көнчыгыш,पूरब
545,Holz::N,агач,काठ
546,Holz::N,агач,काष्ठ
547,Brett::N,такта,पटरा
548,Brett::N,такта,तख़्ता
549,Platte::N,плитә,फलक
550,Platte::N,плитә,तख़्ता
551,Stütze::N,таяу,टेक
552,Stütze::N,таяу,थूनी
553,Stange::N,колга,छड़
554,Stange::N,колга,बाँस
555,Stock::N,таяк,लाठी
556,Stab::N,таяк,लग्गा
557,Rohr::N,торба,नल
558,Haus::N,өй,घर
559,Haus::N,өй,मकान
560,Haus::N,йорт,घर
561,Haus::N,йорт,मकान
562,Heim::N,гаилә,घर
563,Heim::N,гаилә,गृह
564,Heim::N,нәсел,घर
565,Heim::N,нәсел,गृह
566,Ofen::N,мич,चूल्हा
567,Fußboden::N,идән,फ़र्श
568,Tisch::N,өстәл,मेज़
569,Stuhl::N,утыргыч,कुरसी
570,Wiege::N,бишек,पालना
571,Wiege::N,бишек,हिंडोला
572,Bett::N,ятак,खाट
573,Bett::N,ятак,पलंग
574,Bett::N,урын-җир,खाट
575,Bett::N,урын-җир,पलंग
576,Regal::N,киштә,शेल्फ़
577,Regal::N,шүрлек,शेल्फ़
578,Kiste::N,әрҗә,पेटी
579,Kiste::N,әрҗә,डिब्बा
580,Fenster::N,тәрәзә,खिड़की
581,Tür::N,ишек,द्वार
582,Tür::N,ишек,दरवाज़ा
583,Tor::N,капка,फाटक
584,Zaun::N,койма,बाड़ा
585,Dach::N,түбә,छत
586,Dach::N,түбә,छप्पर
587,Leiter::N,баскыч,सीढ़ी
588,Besen::N,себерке,झाड़ू
589,Besen::N,себерке,बुहारी
590,Spaten::N,көрәк,कुदाल
591,Schaufel::N,көрәк,बेलचा
592,Schaufel::N,көрәк,फावड़ा
593,Gabel::N,чәннечке,काँटा
594,Löffel::N,кашык,चम्मच
595,Messer::N,пычак,छुरा
596,Messer::N,пычак,चाक़ू
597,Nagel::N,кадак,कील
598,Nagel::N,кадак,मेख़
599,Netz::N,челтәр,जाल
600,Haken::N,ыргак,अंकुश
601,Griff::N,тотка,मूठ
602,Griff::N,тотка,हत्था
603,Schloss::N,йозак,ताला
604,Bild::N,рәсем,चित्र
605,Bild::N,картина,चित्र
606,Figur::N,сын,मूर्ति
607,Figur::N,фигура,मूर्ति
608,Puppe::N,курчак,पुतली
609,Puppe::N,курчак,गुड़िया
610,Beutel::N,луза,झोला
611,Bündel::N,бәйләм,पुलिंदा
612,Tasche::N,букча,बेग
613,Tasche::N,букча,बस्ता
614,Eimer::N,чиләк,बाल्टी
615,Deckel::N,капкач,ढक्कन
616,Geschirr::N,савыт-саба,बरतन-भाँड़े
617,Geschirr::N,кашык-аяк,बरतन-भाँड़े
618,Sack::N,капчык,बोरा
619,Tasse::N,чынаяк,प्याला
620,Topf::N,чүлмәк,देग़चा
621,Kessel::N,казан,देग़
622,Kessel::N,казан,बटलोई
623,Essen::N,ашау,खाना
624,Nahrung::N,азык,भोजन
625,Nahrung::N,тәгам,भोजन
626,Nahrung::N,ашамлык,भोजन
627,Speise::N,ризык,खाना
628,Speise::N,ризык,व्यंजन
629,Fleisch::N,ит,मांस
630,Fleisch::N,ит,गोश्त
631,Getreide::N,ашлык,अनाज
632,Brei::N,ботка,भरता
633,Brei::N,ботка,दलिया
634,Brot::N,ипи,रोटी
635,Brot::N,икмәк,रोटी
636,Scheibe::N,телем,कतला
637,Fett::N,май,वसा
638,Fett::N,май,चरबी
639,Butter::N,май,मक्खन
640,Öl::N,май,तेल
641,Salz::N,тоз,नमक
642,Suppe::N,шулпа,सूप
643,Suppe::N,шулпа,शोरबा
644,Honig::N,бал,शहद
645,Milch::N,сөт,दूध
646,Tee::N,чәй,चाय
647,Leder::N,күн,चमड़ा
648,Wolle::N,йон,ऊन
649,Stoff::N,тукыма,कपड़ा
650,Nadel::N,энә,सूई
651,Faden::N,җеп,डोरा
652,Knopf::N,төймә,बटन
653,Knopf::N,төймә,घुंडी
654,Knoten::N,төен,गाँठ
655,Knoten::N,төен,गुत्थी
656,Farbe::N,буяу,रंग
657,Farbe::N,буяу,वर्ण
658,Kleidung::N,кием,पहनावा
659,Hemd::N,күлмәк,कुरता
660,Hemd::N,күлмәк,क़मीज़
661,Kragen::N,яка,गरदनी
662,Kragen::N,яка,गरेबान
663,Ärmel::N,җиң,आस्तीन
664,Hose::N,чалбар,पैंट
665,Hose::N,чалбар,पतलून
666,Gürtel::N,билбау,पेटी
667,Gürtel::N,билбау,मेखला
668,Mütze::N,бүрек,टोपी
669,Schuh::N,башмак,जूता
670,Stiefel::N,итек,बूट
671,Ring::N,балдак,अँगूठी
672,Band::N,тасма,पट्टी
673,Kamm::N,тарак,कंघी
674,Spiegel::N,көзге,आईना
675,Spiegel::N,көзге,दर्पण
676,Riemen::N,каеш,तसमा
677,Riemen::N,каеш,पट्टा
678,Schnur::N,бау,डोरी
679,Schnur::N,бау,सुतली
680,Leine::N,тезген,रस्सी
681,Decke::N,юрган,रज़ाई
682,Kissen::N,мендәр,तकिया
683,Kissen::N,мендәр,गाद्दा
684,Tuch::N,яулык,रूमाल
685,Tuch::N,яулык,वस्त्र
686,Handtuch::N,сөлгә,अँगोछा
687,Kraft::N,егәр,ज़ोर
688,Kraft::N,егәр,शक्ति
689,Kraft::N,дәрман,ज़ोर
690,Kraft::N,дәрман,शक्ति
691,Stärke::N,көч,बल
692,Stärke::N,көч,ताक़त
693,Stärke::N,дәрман,बल
694,Stärke::N,дәрман,ताक़त
695,Gesundheit::N,саулык,स्वास्थ्य
696,Gesundheit::N,саулык,तंदुरुस्ती
697,Krankheit::N,чир,रोग
698,Krankheit::N,чир,बीमारी
699,Krankheit::N,хаста,रोग
700,Krankheit::N,хаста,बीमारी
701,Krankheit::N,сырхау,रोग
702,Krankheit::N,сырхау,बीमारी
703,Schmerz::N,авырту,दर्द
704,Schmerz::N,авырту,पीड़ा
705,Wunde::N,яра,घाव
706,Wunde::N,яра,ज़ख़्म
707,Wunde::N,җәрәхәт,घाव
708,Wunde::N,җәрәхәт,ज़ख़्म
709,Fieber::N,бизгәк,ज्वर
710,Fieber::N,бизгәк,बुख़ार
711,Arznei::N,дару,दवा
712,Arznei::N,дару,औषाधि
713,Brücke::N,күпер,पुल
714,Brücke::N,күпер,सेतु
715,Brunnen::N,кое,कुआँ
716,Weide::N,утлавык,चरागाह
717,Pfad::N,сукмак,पथ
718,Pfad::N,сукмак,पगडंडी
719,Weg::N,юл,मार्ग
720,Straße::N,урам,राह
721,Straße::N,урам,रास्ता
722,Dorf::N,авыл,गाँव
723,Dorf::N,авыл,ग्राम
724,Stadt::N,шәһәр,शहर
725,Brief::N,хат,ख़त
726,Brief::N,хат,पत्र
727,Brief::N,хат,चिट्ठी
728,Buch::N,китап,किताब
729,Buch::N,китап,पुस्तक
730,Buchstabe::N,хәреф,अक्षर
731,Zeitung::N,газет,अख़बार
732,Zeitung::N,газет,समाचार-पत्र
733,Zeitung::N,газета,अख़बार
734,Zeitung::N,газета,समाचार-पत्र
735,Leben::N,гомер,जीवन
736,Leben::N,гомер,ज़िंदगी
737,Leben::N,тормыш,जीवन
738,Leben::N,тормыш,ज़िंदगी
739,Leben::N,тереклек,जीवन
740,Leben::N,тереклек,ज़िंदगी
741,Tod::N,үлем,मौत
742,Tod::N,үлем,मृत्यु
743,Grab::N,гүр,क़ब्र
744,Grab::N,кабер,क़ब्र
745,Kirche::N,чиркәү,चर्च
746,Kirche::N,чиркәү,गिरजा
747,Sünde::N,язык,पाप
748,Sünde::N,язык,गुनाह
749,Sünde::N,гөнаһ,पाप
750,Sünde::N,гөнаһ,गुनाह
751,Gott::N,алла,देव
752,Gott::N,алла,ईश्वर
753,Gott::N,ходай,देव
754,Gott::N,ходай,ईश्वर
755,Arbeiter::N,эшче,मज़दूर
756,Chef::N,башлык,अध्यक्ष
757,Meister::N,оста,शिल्पज्ञ
