,Concept_ID,tt,ca
828,fünfzig::NUM,илле,cinquanta
829,sechzig::NUM,алтмыш,seixanta
830,siebzig::NUM,җитмеш,setanta
831,achtzig::NUM,сиксән,vuitanta
832,neunzig::NUM,туксан,noranta
833,hundert::NUM,йөз,cent
834,tausend::NUM,мең,mil
835,und::CNJ,вә,i
836,oder::CNJ,яки,o
837,oder::CNJ,яисә,o
838,stehen::V,тору,estar de peu
839,sitzen::V,утыру,seure
840,liegen::V,яту,jeure
841,hängen::V,эленү,penjar
842,werden::V,булу,fer-se
843,werden::V,булу,posar-se
844,passieren::V,булу,succeir
845,beginnen::V,башлану,iniciar-se
846,enden::V,бетү,acabar-se
847,enden::V,бетү,terminar-se
848,wechseln::V,үзгәртү,canviar
849,aufgehen[Sonne]::V,чыгу,sortir
850,untergehen[Sonne]::V,бату,posar-se
851,scheinen[Sonne]::V,яктырту,brillar
852,donnern::V,күкрәү,tronar
853,wehen::V,исү,bufar
854,strömen::V,агу,afluir
855,fließen::V,агу,fluir
856,sich drehen::V,бөтерелү,girar
857,schwanken::V,икеләнү,vacil·lar
858,schwingen::V,тирбәлү,oscil·lar
859,fallen::V,егылу,caure
860,fallen::V,егылу,tombar
861,brennen::V,яну,cremar
862,rauchen::V,төтәү,fumejar
863,rauchen::V,төтенләү,fumejar
864,regnen::V,яву,ploure
865,gefrieren::V,кату,gelar-se
866,tauen::V,эрү,fondre's
867,tauen::V,эретү,fondre's
868,schmelzen::V,эрү,fondre's
869,schmelzen::V,эретү,fondre's
870,trocknen::V,кибү,assecar-se
871,sieden::V,ургылу,bullir
872,faulen::V,черү,podrir-se
873,verfaulen::V,черү,podrir-se
874,reißen::V,өзелү,trencar-se
875,versinken::V,бату,enfonsar-se
876,vergehen::V,авышу,passar
877,erscheinen::V,пәйда булу,aparèixer
878,verschwinden::V,югалу,desaparèixer
879,verschwinden::V,юк булу,desaparèixer
880,sinken::V,кимү,baixar
881,sinken::V,кимү,descendir
882,sinken::V,кайту,baixar
883,sinken::V,кайту,descendir
884,abnehmen::V,азаю,decréixer
885,zunehmen::V,арту,augmentar
886,zunehmen::V,күбәю,augmentar
887,zunehmen::V,ишәю,augmentar
888,steigen::V,үсү,pujar
889,wachsen::V,үсү,créixer
890,glänzen::V,ялкылдау,brillar
891,glänzen::V,ялкылдау,resplendir
892,funkeln::V,ялтырау,espurnejar
893,lärmen::V,шаулау,fer soroll
894,läuten::V,шалтырату,sonar
895,klingeln::V,шалтырату,trucar
896,klirren::V,чылтырау,dringar
897,brausen::V,давыллау,rugir
898,brausen::V,дулау,rugir
899,rauschen::V,кыштырдау,murmurar
900,klingen::V,ишетелү,sonar
901,bellen::V,өрү,lladrar
902,heulen::V,улау,udolar
903,blasen::V,өрү,bufar
904,pfeifen::V,сызгырту,xiular
905,schreien::V,кычкыру,cridar
906,stöhnen::V,ыңгырашу,gemegar
907,zittern::V,калтырау,tremolar
908,zittern::V,калтырану,tremolar
909,leben::V,яшәү,vīure
910,leben::V,гомер итү,vīure
911,geboren werden::V,туу,néixer
912,atmen::V,сулау,respirar
913,trinken::V,эчү,beure
914,essen::V,ашау,menjar
915,schlucken::V,йоту,empassar-se
916,müde werden::V,ялыгу,cansar-se
917,müde werden::V,йөгенү,cansar-se
918,einschlafen::V,йокыга китү,adormir-se
919,schlafen::V,йоклау,dormir
920,aufwachen::V,уяну,despertar-se
921,aufstehen::V,тору,llevar-se
922,sich erholen::V,ял алу,descansar
923,sich erholen::V,истирахәт итү,descansar
924,krank werden::V,чирләү,posar-se malalt
925,krank sein::V,чирләү,estar malalt
926,schmerzen::V,авырту,doldre
927,husten::V,ютәлләү,tossir
928,genesen::V,савыгу,recuperar-se
929,genesen::V,сәламәтләнү,recuperar-se
930,sterben::V,үлү,morir
931,sterben::V,дөнья кую,morir
932,sterben::V,вафат булу,morir
933,umkommen::V,үлү,perir
934,sich bewegen::V,йөрү,moure's
935,sich rühren::V,кыймылдау,moure's
936,sich erheben::V,басу,aixecar-se
937,sich setzen::V,утыру,asseure's
938,hinfallen::V,егылу,caure's
939,laufen::V,җәяүләү,caminar
940,schreiten::V,атлау,procedir
941,spazierengehen::V,йөрү,passejar
942,spazierengehen::V,йөргенү,passejar
943,eilen::V,ашыгу,anar corrent
944,sich beeilen::V,ашыгу,afanyar-se
945,sich beeilen::V,кызулау,afanyar-se
946,sausen::V,җилдерү,córrer
947,rennen::V,йөгерү,córrer
948,springen::V,сикерү,saltar
949,klettern::V,үрмәләү,escalar
950,schaukeln::V,атыну,gronxar-se
951,schaukeln::V,атыну,balancejar-se
952,kriechen::V,шуышу,reptar
953,kriechen::V,шуышу,arrossegar-se
954,kriechen::V,үрмәләү,reptar
955,kriechen::V,үрмәләү,arrossegar-se
956,schwimmen::V,йөзү,nadar
957,tauchen::V,чуму,bussejar
958,tauchen::V,чуму,submergir-se
959,rudern::V,ишү,remar
960,fahren::V,бару,anar
961,fliegen::V,очу,volar
962,gehen::V,йөрү,caminar
963,weggehen::V,китү,anar-se'n
964,abfahren::V,кузгалу,partir
965,anhalten::V,тукталу,aturar-se
966,hineingehen::V,инү,entrar
967,eintreten::V,инү,entrar
968,kommen::V,килү,venir
969,ankommen::V,бару,arribar
970,zurückkommen::V,кире кайту,tornar
971,bleiben::V,калу,quedar-se
972,warten::V,көтү,esperar
973,erwarten::V,көтү,esperar
974,suchen::V,эзләү,buscar
975,finden::V,табу,trobar
976,versuchen::V,маташу,intentar
977,vorbereiten::V,хәзерләү,preparar
978,lieben::V,сөю,estimar
979,lieben::V,ярату,estimar
980,mögen::V,өнәү,agradar a
981,lachen::V,көлү,riure
982,rühren::V,дулкынландыру,commoure
983,rühren::V,дулкынландыру,emocionar
984,weinen::V,елау,plorar
985,schimpfen::V,сүгү,renyar
986,schimpfen::V,сүгенү,renyar
987,sich ärgern::V,ачулану,enfadar-se
988,sich fürchten::V,курку,tenir por
989,fürchten::V,калтырау,témer
990,fürchten::V,калтырану,témer
991,fliehen::V,арка бирү,fugir
992,flüchten::V,качу,refugiar-se
993,sehen::V,күрү,veure
994,anschauen::V,карау,mirar
995,ansehen::V,карау,mirar
996,ansehen::V,күзәтү,mirar
997,hören::V,ишетү,oir
998,zuhören::V,тыңлау,escoltar
999,probieren::V,тату,provar
1000,riechen::V,иснәү,olorar
1001,fühlen::V,тою,sentīr
1002,fühlen::V,сизү,sentīr
1003,scheinen::V,күренү,semblar
1004,zu sehen sein::V,күренү,poder-se veure
1005,vernehmen::V,ишетү,percebre
1006,frieren::V,өшү,tenir fred
1007,frieren::V,күшегү,tenir fred
1008,tun::V,итү,fer
1009,können::V,алу,poder
1010,wollen::V,теләү,voler
1011,anfangen::V,керешү,iniciar
1012,beenden::V,бетерү,acabar
1013,beenden::V,тәмамлау,acabar
1014,aufhören::V,бетү,deixar
1015,gelingen::V,уңу,sortir bé
1016,geraten::V,сабышу,sortir
1017,öffnen::V,ачу,obrir
1018,schließen::V,ябу,tancar
1019,stellen::V,кую,posar
1020,stellen::V,кую,col·locar
1021,setzen::V,утырту,assentar
1022,legen::V,яткыру,posar
1023,berühren::V,тию,tocar
1024,verbinden::V,ялгау,unir
1025,verbinden::V,ялгау,connectar
1026,bedecken::V,өрту,tapar
1027,bedecken::V,өрту,cobrir
1028,bedecken::V,каплау,tapar
1029,bedecken::V,каплау,cobrir
1030,bedecken::V,томалау,tapar
1031,bedecken::V,томалау,cobrir
1032,aufhängen::V,асу,penjar
1033,anzünden::V,кабызу,encendre
1034,aufheben::V,күтәрү,aixecar
1035,zurücklassen::V,калдыру,deixar
1036,verlieren::V,югалту,pērdre
1037,fallen lassen::V,төшерү,deixar caure
1038,machen::V,ясау,fer
1039,machen::V,эшләү,fer
1040,herstellen::V,ясау,producir
1041,bauen::V,кору,construir
1042,reparieren::V,төзәтү,reparar
1043,verbessern::V,яхшырту,millorar
1044,ändern::V,үзгәртү,canviar
1045,graben::V,казу,cavar
1046,beugen::V,ию,doblegar
1047,biegen::V,бөгү,corbar
1048,biegen::V,бөгү,arquejar
1049,drehen::V,бору,girar
1050,drehen::V,бөтерү,girar
1051,wenden::V,бору,girar
1052,umdrehen::V,түнтәрү,voltar
1053,heben::V,күтәрү,pujar
1054,heben::V,күтәрү,aixecar
1055,hochheben::V,күтәрү,aixecar
1056,ergreifen::V,эләктерү,agafar
1057,halten::V,тоту,mantenir
1058,drücken::V,кысу,prémer
1059,drücken::V,кысу,estrènyer
1060,schieben::V,кузгату,empènyer
1061,kratzen::V,тырнау,raspar
1062,lecken::V,ялау,llepar
1063,beißen::V,тешләү,mossegar
1064,abreißen::V,өзү,arrencar
1065,abschneiden::V,кыю,tallar
1066,abschneiden::V,кисү,tallar
1067,binden::V,бәйләү,lligar
1068,stecken::V,төртү,ficar
1069,stecken::V,тыгу,ficar
1070,brechen::V,сындыру,trencar
1071,klopfen::V,шаку,trucar
1072,klopfen::V,шакылдау,trucar
1073,hauen::V,кыйнау,picar
1074,hauen::V,кыйнау,colpejar
1075,kleben::V,ябыштыру,enganxar
1076,reiben::V,ышку,fregar
1077,streichen::V,ягу,untar
1078,schleifen::V,кайрау,afilar
1079,schleifen::V,кайрау,esmolar
1080,schneiden::V,кисү,tallar
1081,rütteln::V,селкетү,sacsejar
1082,schütteln::V,селкетү,agitar
1083,schütteln::V,селкетү,sacsejar
1084,schwenken::V,болгау,agitar
1085,schütten::V,кою,abocar
1086,füllen::V,тутыру,omplir
1087,einwickeln::V,төрү,embolicar
1088,tragen::V,ташу,dur
1089,tragen::V,ташу,portar
1090,schleppen::V,сөйрәү,arrossegar
1091,schleppen::V,өстерәү,arrossegar
1092,ziehen::V,тарту,tirar
1093,ziehen::V,тарту,estirar
1094,aufbewahren::V,саклау,conservar
1095,werfen::V,ыргыту,llançar
1096,fangen::V,тоту,agafar
1097,fangen::V,тоту,atrapar
1098,packen::V,эләктерү,engrapar
1099,verstecken::V,яшерү,amagar
1100,teilen::V,бүлү,dividir
1101,schicken::V,җибәрү,enviar
1102,bringen::V,китерү,portar
1103,hinzufügen::V,өстәү,afegir
1104,bekommen::V,алу,obtenir
1105,erhalten::V,алу,rebre
1106,nehmen::V,алу,prendre
1107,wählen::V,сайлау,triar
1108,wählen::V,сайлау,elegir
1109,auswählen::V,сайлау,escollir
1110,auswählen::V,сайлау,seleccionar
1111,bewahren::V,саклау,conservar
1112,behindern::V,комачаулау,impedir
1113,behindern::V,комачаулау,obstaculitzar
1114,verderben::V,бозу,espatllar
1115,beschädigen::V,бозу,danyar
1116,beschädigen::V,бозу,destrossar
1117,zerbrechen::V,вату,trencar
1118,zerreißen::V,өзү,estripar
1119,zerreißen::V,ерту,estripar
1120,zerstören::V,җимерү,destruir
1121,verbrennen::V,яндыру,cremar
1122,verbrennen::V,көйдерү,cremar
1123,geben::V,бирү,donar
1124,reichen::V,тапшыру,passar
1125,schenken::V,бүләкләү,regalar
1126,versprechen::V,вәгъдә бирү,prometre
1127,wünschen::V,котлау,desitjar
1128,loben::V,мактау,elogiar
1129,küssen::V,үбү,fer un petó a
1130,wiegen::V,тирбәтү,bressolar
1131,zudecken::V,ябу,tapar
1132,zudecken::V,ябу,cobrir
1133,zudecken::V,бөркәү,tapar
1134,zudecken::V,бөркәү,cobrir
1135,wecken::V,уяту,despertar
1136,zeigen::V,күрсәтү,mostrar
1137,zeigen::V,күрсәтү,ensenyar
1138,führen::V,йөртү,guiar
1139,führen::V,йөртү,conduir
1140,lehren::V,өйрәтү,ensenyar
1141,unterrichten::V,укыту,ensenyar
1142,aufziehen::V,асрау,criar
1143,leiten::V,җитәкләү,dirigir
1144,antreiben::V,куалау,impel·lir
1145,antreiben::V,әйдәләү,impel·lir
1146,antreiben::V,ашыктыру,impel·lir
1147,lassen::V,мәҗбүр итү,fer
1148,einladen::V,чакыру,invitar
1149,einladen::V,чакыру,convidar
1150,vereinigen::V,берләштерү,unir
1151,besuchen::V,керешү,visitar
1152,besuchen::V,керешү,anar a veure
1153,treffen::V,очрату,trobar
1154,sich versammeln::V,җыелышу,reunir-se
1155,spielen::V,уйнау,jugar
1156,singen::V,җырлау,cantār
1157,tanzen::V,бию,ballar
1158,sich trennen::V,аерылу,separar-se
1159,sich trennen::V,ташлашу,separar-se
1160,verlassen::V,ташлау,deixar
1161,verlassen::V,ташлау,abandonar
1162,verlassen::V,калдыру,deixar
1163,verlassen::V,калдыру,abandonar
1164,retten::V,коткару,salvar
1165,bewachen::V,каравыллау,vigilar
1166,schützen::V,ышыклау,protegir
1167,verteidigen::V,яклау,defensar
1168,verteidigen::V,саклау,defensar
1169,sich schlagen::V,сугышу,barallar-se
1170,schießen::V,ату,tirar
1171,schießen::V,ату,disparar
1172,siegen::V,җиңү,vèncer
1173,ärgern::V,ачуландыру,enfadar
1174,schlagen::V,ору,pegar
1175,schlagen::V,ору,colpejar
1176,schlagen::V,бәрү,pegar
1177,schlagen::V,бәрү,colpejar
1178,schlagen::V,тукмау,pegar
1179,schlagen::V,тукмау,colpejar
1180,treten::V,тибү,donar un cop de peu a
1181,stechen::V,кадау,punxar
1182,stechen::V,кадау,apunyalar
1183,stoßen::V,этү,empènyer
1184,stehlen::V,урлау,robar
1185,stören::V,комачаулау,molestar
1186,belästigen::V,борчу,importunar
1187,belästigen::V,билмазалау,importunar
1188,verbergen::V,яшерү,amagar
1189,verbergen::V,яшерү,ocultar
1190,täuschen::V,алдату,enganyar
1191,betrügen::V,хәрәмләшү,estafar
1192,töten::V,үтерү,matar
1193,wohnen::V,яшәү,vīure
1194,wohnen::V,яшәү,habitar
1195,arbeiten::V,эшләү,treballar
1196,sammeln::V,туплау,col·leccionar
1197,pflücken::V,өзү,collir
1198,jagen::V,аулау,caçar
1199,fischen::V,балык тоту,pescar
1200,fassen::V,тоту,atrapar
1201,hüten::V,көтү,pasturar
1202,treiben::V,куалау,arriar
1203,anbinden::V,бәйләү,lligar
1204,füttern::V,туйдыру,donar menjar a
1205,melken::V,саву,munyir
1206,hacken::V,чабу,picar
1207,hacken::V,чабу,tallar
1208,gießen::V,сугару,regar
1209,reifen::V,җитешү,madurar
1210,zubereiten::V,пешеренү,preparar
1211,kochen::V,пешерү,coure
1212,kochen::V,кайнату,coure
1213,backen::V,пешерү,coure al forn
1214,braten::V,куыру,rostir
1215,braten::V,кыздыру,rostir
1216,umrühren::V,бутау,remenar
1217,umrühren::V,болгату,remenar
1218,stricken::V,бәйләү,tricotar
1219,stricken::V,бәйләү,fer punt de mitja
1220,nähen::V,тегү,cosir
1221,färben::V,ману,tenyir
1222,reinigen::V,чистарту,netejar
1223,waschen::V,юу,rentār
1224,abwischen::V,сөртү,eixugar
1225,spülen::V,чайкау,esbandir
1226,fegen::V,себерү,escombrar
1227,kehren::V,себерү,escombrar
1228,baden::V,коену,banyar-se
1229,sich waschen::V,юыну,rentār-se
1230,ausziehen::V,чишенү,treure's
1231,anziehen::V,кию,posar-se
1232,sich anziehen::V,киенү,vestir-se
1233,kämmen::V,тарау,pentinar
1234,schmücken::V,бизәү,adornar
1235,schmücken::V,бизәкләү,adornar
1236,sagen::V,дию,dir
1237,sagen::V,әйтү,dir
1238,sprechen::V,сөйләү,parlar
1239,sprechen::V,сөйләшү,parlar
1240,reden::V,сөйләү,parlar
1241,sich unterhalten::V,сөйләшү,conversar
1242,fragen::V,сорау,preguntar
1243,fragen::V,сорашу,preguntar
1244,bitten::V,үтенү,demanar
1245,erzählen::V,сөйләү,contar
1246,erzählen::V,сөйләү,explicar
1247,mitteilen::V,белдерү,comunicar
1248,nennen::V,дию,nomenar
1249,rufen::V,дәшү,cridar
1250,prahlen::V,мактану,lloar-se
1251,prahlen::V,мактану,jactar-se
1252,prahlen::V,шапырыну,lloar-se
1253,prahlen::V,шапырыну,jactar-se
1254,übersetzen::V,күчерү,traduir
1255,denken::V,уйлау,pensar
1256,glauben::V,инану,creure
1257,bemerken::V,искәрү,notar
1258,erkennen::V,тану,reconèixer
1259,begreifen::V,аңлау,comprendre
1260,begreifen::V,төшенү,comprendre
1261,verstehen::V,аңлау,entendre
1262,verstehen::V,төшенү,entendre
1263,lernen::V,уку,aprendre
1264,lernen::V,өйрәнү,aprendre
1265,wissen::V,белү,saber
1266,sich erinnern an::V,хәтерләү,recordar
1267,vergessen::V,оныту,oblidar
1268,messen::V,үлчәү,mesurar
1269,zählen::V,санау,comptar
1270,rechnen::V,исәпләү,calcular
1271,lesen::V,уку,llegir
1272,malen::V,рәсем ясау,pintar
1273,malen::V,сурәт ясау,pintar
1274,malen::V,сурәтләү,pintar
1275,zeichnen::V,язу-сызу,dibuixar
1276,zeichnen::V,сурәт ясау,dibuixar
1277,schreiben::V,язу,escrīure
1278,besitzen::V,биләү,posseir
1279,kaufen::V,алу,comprar
1280,verkaufen::V,сату,vendre
1281,bezahlen::V,түләү,pagar
1282,zahlen::V,түләү,pagar per
1283,beherrschen::V,ия булу,dominar
1284,ertragen::V,чыдау,aguantar
