,Concept_ID,sah,zh
130,Tanne::N,харыйа,冷杉
131,Horn::N,муос,角
132,Feder::N,куорсун,羽毛
133,Fell::N,тирии,皮毛
134,Flügel::N,кынат,翅膀
135,Klaue::N,тыҥырах,爪子
136,Kralle::N,баппаҕай,爪子
137,Schwanz::N,кутурук,尾巴
138,Ei::N,сымыыт,蛋
139,Nest::N,уйа,巢
140,Bau::N,хороон,穴
141,Tier::N,кыыл,动物
142,Tier::N,харамай,动物
143,Herde::N,үөр,群
144,Kuh::N,ынах,母牛
145,Bulle::N,оҕус,公牛
146,Pferd::N,сылгы,马
147,Schaf::N,овца,羊
148,Schwein::N,сибиинньэ,猪
149,Hund::N,ыт,狗
150,Katze::N,куоска,猫
151,Bär::N,эһэ,熊
152,Eichhörnchen::N,тииҥ,松鼠
153,Elch::N,тайах,麋鹿
154,Fuchs::N,саһыл,狐狸
155,Hase::N,куобах,兔子
156,Maus::N,кутуйах,老鼠
157,Wolf::N,бөрө,狼
158,Vogel::N,көтөр,鸟
159,Schwarm::N,бөлөх,群
160,Huhn::N,куурусса,鸡
161,Hahn::N,бөтүүк,公鸡
162,Gans::N,хаас,鹅
163,Adler::N,хотой,鹰
164,Ente::N,кус,鸭
165,Eule::N,мэкчиргэ,猫头鹰
166,Kranich::N,туруйа,鹤
167,Krähe::N,тураах,乌鸦
168,Kuckuck::N,кэҕэ,布谷鸟
169,Schwan::N,куба,天鹅
170,Fisch::N,балык,鱼
171,Barsch::N,алыһар,鲈鱼
172,Hecht::N,сордон,狗鱼
173,Schlange[Tier]::N,моҕой,蛇
174,Schlange[Tier]::N,эриэн үөн,蛇
175,Wurm::N,үөн,蠕虫
176,Spinne::N,ооҕуй,蜘蛛
177,Ameise::N,кымырдаҕас,蚂蚁
178,Laus::N,быт,虱子
179,Mücke::N,кумаар,蚊子
180,Fliege::N,сахсырҕа,苍蝇
181,Schmetterling::N,лыах,蝴蝶
182,Schmetterling::N,үрүмэччи,蝴蝶
183,Beere::N,отон,将果
184,Apfel::N,яблоко,苹果
185,Pilz::N,тэллэй,蘑菇
186,Zwiebel::N,луук,洋葱
187,Saat::N,сиэмэ,种子
188,Korn::N,сиэмэ,谷粒
189,Heu::N,от,干草
190,Schale::N,хах,壳
191,Grube::N,дьаама,坑
192,Falle::N,сохсо,圈套
193,Schlinge::N,уктаа,活扣
194,Spur::N,суол,踪迹
195,Asche::N,күл,灰烬
196,Dreck::N,бадараан,污垢
197,Eisen::N,тимир,铁
198,Gold::N,көмүс,金子
199,Gold::N,кыһыл көмүс,金子
200,Silber::N,көмүс,银
201,Silber::N,үрүҥ көмүс,银
202,Kohle::N,чох,煤
203,Glas::N,өстүөкүлэ,玻璃
204,Lehm::N,туой,粘土
205,Sand::N,кумах,沙
206,Mensch::N,киһи,人
207,Mann::N,эр,男子
208,Frau::N,дьахтар,妇女
209,Kind::N,оҕо,小孩
210,Junge::N,уол,男孩
211,Mädchen::N,кыыс оҕо,女孩
212,Familie::N,кэргэн,家庭
213,Großvater::N,эһэ,祖父
214,Großmutter::N,эбэ,祖母
215,Eltern::N,аҕа-ийэ,父母
216,Vater::N,аҕа,父亲
217,Mutter::N,ийэ,母亲
218,Sohn::N,уол,儿子
219,Tochter::N,кыыс,女儿
220,Bruder::N,убай,兄弟
221,Bruder::N,быраат,兄弟
222,Schwester::N,аҕас,姐妹
223,Schwester::N,балыс,姐妹
224,Onkel::N,таай,伯父
225,Onkel::N,абаҕа,伯父
226,Tante::N,эдьиий,阿姨
227,Ehemann::N,эр,丈夫
228,Ehefrau::N,ойох,妻子
229,Freude::N,үөрүү,愉快
230,Gelächter::N,күлүү,大笑
231,Glück::N,дьол,运气
232,Glück::N,соргу,运气
233,Kummer::N,кутурҕан,苦恼
234,Wunsch::N,баҕарыы,愿望
235,Lust::N,баҕа,乐趣
236,Geist::N,тыын,精神
237,Gedanke::N,санаа,思想
238,Gedächtnis::N,өй,记性
239,Verstand::N,өй,理智
240,Sinn::N,суолта,感觉
241,Grund::N,төрүөт,理由
242,Wahrheit::N,кырдьык,真理
243,Gespräch::N,бэсиэдэ,谈话
244,Gespräch::N,кэпсэтии,谈话
245,Märchen::N,остуоруйа,童话
246,Erzählung::N,кэпсээн,故事
247,Nachricht::N,биллэриллии,消息
248,Neuigkeit::N,сонун,新闻
249,Name::N,аат,名字
250,Rätsel::N,таабырын,谜语
251,Rede::N,этии,讲话
252,Sprache::N,тыл,语言
253,Stimme::N,куолас,声音
254,Wort::N,тыл,词
255,Zeichen::N,бэлиэ,标记
256,Ruf::N,ыҥырыы,呼喊
257,Lärm::N,айдаан,噪音
258,Laut::N,тыас,响声
259,Ton::N,дорҕоон,声音
260,Lied::N,ырыа,歌曲
261,Ruhe::N,уу чуумпу,安静
262,Leute::N,дьон,人们
263,Volk::N,дьон,人民
264,Volk::N,норуот,人民
265,Arbeit::N,үлэ,劳动
266,Gast::N,ыалдьыт,客人
267,Geschenk::N,бэлэх,礼物
268,Spiel::N,оонньуу,游戏
269,Gesellschaft::N,общество,陪同
270,Hilfe::N,көмө,帮助
271,Freund::N,доҕор,朋友
272,Kamerad::N,атас,同志
273,Angelegenheit::N,дьыала,事情
274,Anzahl::N,ахсаан,数目
275,Art::N,биис,种类
276,Stück::N,кырбас,块
277,Teil::N,ирээт,部分
278,Hälfte::N,аҥар,一半
279,Kreis::N,төгүрүк,圆
280,Kreis::N,төгүрүмтэ,圆
281,Kreuz::N,кириэс,十字架
282,Linie::N,сурааһын,线条
283,Strich::N,сурааһын,划
284,Abstand::N,арыт,距离
285,Entfernung::N,ыраах,距离
286,Gegend::N,сир,地区
287,Platz::N,арыт,场所
288,Ort::N,сир,地点
289,Seite::N,өрүт,面
290,Seite::N,сирэй,面
291,Mitte::N,орто,中间
292,Gegenstand::N,предмет,物品
293,Sache::N,мал,物
294,Rand::N,кытыы,边
295,Rand::N,ойоҕос,边
296,Kante::N,кырыы,棱
297,Ecke::N,муннук,角
298,Spitze::N,чыпчаал,尖
299,Ende::N,төбө,结尾
300,Loch::N,тэһэҕэс,洞
301,Loch::N,дьөлөҕөс,洞
302,Winkel::N,муннук,角度
303,Muster::N,оһуор,模型
304,Größe::N,кээмэй,大小
305,Länge::N,уста,长度
306,Höhe::N,үрдүк,高度
307,Gewicht::N,ыйааһын,重量
308,Menge::N,ахсаан,数量
309,Haufen::N,чөмчөх,堆
310,Reihe::N,кэккэ,行
311,Boot::N,оҥочо,小船
312,Ruder::N,эрдии,奖
313,Schlitten::N,сыарҕа,雪橇
314,Ski::N,хайыһар,雪板
315,Lagerfeuer::N,кутаа,营火
316,Last::N,ыарахан,负担
317,Gang::N,хаамыы,行走
318,Schritt::N,хардыы,步伐
319,Norden::N,хоту,北
320,Süden::N,соҕуруу,南
321,Westen::N,арҕаа,西
322,Osten::N,илин,东
323,Holz::N,мас,木材
324,Brett::N,дуоска,木板
325,Brett::N,хаптаһын,木板
326,Platte::N,билиитэ,平板
327,Stütze::N,тулааһын,支架
328,Stange::N,ураҕас,杆
329,Stock::N,мас,棒
330,Stock::N,баалкы,棒
331,Stab::N,ураҕас,棍
332,Rohr::N,турба,管子
333,Haus::N,дьиэ,房屋
334,Heim::N,дьиэ,家
335,Ofen::N,оһох,炉子
336,Fußboden::N,муоста,地板
337,Tisch::N,остуол,桌子
338,Stuhl::N,устуул,椅子
339,Wiege::N,биһик,摇蓝
340,Bett::N,кырабаат,床
341,Regal::N,долбуур,架子
342,Kiste::N,дьааһык,箱子
343,Fenster::N,түннүк,窗户
344,Tür::N,аан,门
345,Tor::N,аан,大门
346,Zaun::N,соппулуот,篱笆
347,Dach::N,кырыыса,屋顶
348,Leiter::N,кирилиэс,梯子
349,Besen::N,миинньик,扫帚
350,Spaten::N,күрдьэх,铁锹
351,Schaufel::N,күрдьэх,铁锹
352,Gabel::N,биилкэ,叉
353,Löffel::N,луоска,食匙
354,Messer::N,быһах,刀
355,Nagel::N,тоһоҕо,钉子
356,Netz::N,илим,网
357,Haken::N,көхө,钩子
358,Griff::N,ук,把柄
359,Griff::N,тутаах,把柄
360,Schloss::N,күлүүс,锁
361,Bild::N,хартыына,图画
362,Figur::N,фигура,人像
363,Puppe::N,куукула,娃娃
364,Beutel::N,мөһөөччук,袋子
365,Bündel::N,баайыы,捆
366,Tasche::N,суумка,手提包
367,Eimer::N,биэдэрэ,桶
368,Deckel::N,хаппах,盖子
369,Geschirr::N,иһит,餐具
370,Sack::N,куул,袋子
371,Tasse::N,сэлиэнэй,杯子
372,Topf::N,көстүрүүҥкэ,锅
373,Kessel::N,хочуол,水壶
374,Essen::N,аһылык,进餐
375,Nahrung::N,ас,食物
376,Speise::N,аһылык,菜肴
377,Fleisch::N,эт,肉
378,Getreide::N,злактар,谷物
379,Brei::N,хааһы,粥
380,Brot::N,килиэп,面包
381,Scheibe::N,куһуок,片
382,Fett::N,сыа,脂肪
383,Butter::N,арыы,黄油
384,Öl::N,арыы,油
385,Salz::N,туус,盐
386,Suppe::N,мин,汤
387,Honig::N,мүөт,蜂蜜
388,Milch::N,үүт,奶
389,Tee::N,чэй,茶
390,Leder::N,тирии,皮革
391,Wolle::N,түү,毛线
392,Stoff::N,таҥас,织物
393,Nadel::N,иннэ,针
394,Faden::N,сап,线
395,Knopf::N,тимэх,纽扣
396,Knoten::N,түмүк,结
397,Farbe::N,кырааска,颜色
398,Kleidung::N,таҥас,衣服
399,Hemd::N,ырбаахы,衬衫
400,Kragen::N,саҕа,领子
401,Ärmel::N,сиэх,袖子
402,Hose::N,ыстаан,裤子
403,Hose::N,бүрүүкэ,裤子
404,Gürtel::N,кур,腰带
405,Mütze::N,бэргэһэ,帽子
406,Schuh::N,бачыыҥка,鞋
407,Stiefel::N,саппыкы,靴子
408,Ring::N,биһилэх,戒指
409,Band::N,лиэнтэ,带子
410,Kamm::N,тараах,梳子
411,Spiegel::N,сиэркилэ,镜子
412,Riemen::N,кур,皮带
413,Schnur::N,быа,绳子
414,Leine::N,тэһиин,皮带
415,Decke::N,суорҕан,被子
416,Kissen::N,сыттык,软垫
417,Tuch::N,былаат,巾
418,Handtuch::N,соттор,手巾
419,Kraft::N,сыра,力
420,Stärke::N,күүс,力量
421,Gesundheit::N,доруобуйа,健康
422,Krankheit::N,ыарыы,病
423,Schmerz::N,ыарыы,痛
424,Wunde::N,баас,伤口
425,Fieber::N,түрүлгэн,发烧
426,Fieber::N,лихорадка,发烧
427,Fieber::N,температура,发烧
428,Arznei::N,эмп,药
429,Brücke::N,күргэ,桥
430,Brunnen::N,холуодьас,井
431,Weide::N,мэччирэҥ,牧场
432,Pfad::N,ыллык,小路
433,Weg::N,суол,路
434,Straße::N,суол,街
435,Dorf::N,дэриэбинэ,村庄
436,Stadt::N,куорат,城市
437,Brief::N,сурук,信
438,Buch::N,кинигэ,书
439,Buchstabe::N,буква,字母
440,Zeitung::N,хаһыат,报纸
441,Leben::N,тыын,生命
442,Tod::N,өлүү,死亡
443,Grab::N,иин,坟墓
444,Kirche::N,таҥара дьиэтэ,教堂
445,Sünde::N,айыы,罪
446,Gott::N,тангара,上帝
447,Arbeiter::N,үлэһит,工人
448,Chef::N,баһылык,上司
449,Chef::N,начальник,上司
450,Meister::N,уус,师傅
451,Meister::N,маастар,师傅
452,Arzt::N,врач,医生
453,Lehrer::N,учуутал,教师
454,Geld::N,харчы,钱
455,Geschäft::N,идэ,交易
456,Laden::N,маҕаһыын,商店
457,Preis::N,сыана,价格
458,Ware::N,табаар,商品
459,Nutzen::N,туһа,好处
460,Reichtum::N,баай,财富
461,Welt::N,аан дойду,世界
462,Land::N,дойду,国家
463,Staat::N,государство,国家
464,König::N,король,国王
465,Macht::N,былаас,权力
466,Grenze::N,кыраныысса,边界
467,Krieg::N,сэрии,战争
468,Feind::N,өстөөх,敌人
469,Gewalt::N,күүһүлээһин,暴力
470,Kampf::N,охсуһуу,战斗
471,Bogen[Waffe]::N,ох,弓
472,Pfeil::N,ох,箭
473,Gewehr::N,саа,枪
474,Fehler::N,сыыһа,错误
475,Lüge::N,сымыйа,谎话
476,Schaden::N,хоромньу,损失
477,Unglück::N,алдьархай,不幸
478,Schuld::N,буруй,过错
479,Alter::N,саас,年龄
480,Schluss::N,тиһэх,结束
481,Zeit::N,бириэмэ,时间
482,Tag::N,күн,天
483,Morgen::N,сарсыарда,早晨
484,Mittag::N,күн ортото,中午
485,Abend::N,киэһэ,晚上
486,Nacht::N,түүн,夜
487,Woche::N,нэдиэлэ,星期
488,Monat::N,ый,月
489,Jahr::N,сыл,年
490,Jahr::N,дьыл,年
491,Frühling::N,саас,春天
492,Sommer::N,сайын,夏天
493,Herbst::N,күһүн,秋天
494,Winter::N,кыһын,冬天
495,Januar::N,тохсунньу,一月
496,Februar::N,олунньу,二月
497,März::N,кулун тутар,三月
498,April::N,муус устар ый,四月
499,Mai::N,ыам ыйа,五月
500,Juni::N,бэс ыйа,六月
501,Juli::N,от ыйа,七月
502,August::N,атырдьах ыйа,八月
503,September::N,балаҕан ыйа,九月
504,Oktober::N,алтынньы,十月
505,November::N,сэтинньи,十一月
506,Dezember::N,ахсынньы,十二月
507,Montag::N,бэнидиэнньик,星期一
508,Dienstag::N,оптуорунньук,星期二
509,Mittwoch::N,сэрэдэ,星期三
510,Donnerstag::N,чэппиэр,星期四
511,Freitag::N,бээтинсэ,星期五
512,Samstag::N,субуота,星期六
513,Sonntag::N,баскыһыанньа,星期日
514,groß::A,бөдөҥ,大
515,groß::A,улахан,大
516,klein::A,кыр,小
517,lang::A,уһун,长
518,kurz::A,кылгас,短
519,breit::A,кэтит,宽
520,schmal::A,кыараҕас,细长的
521,dicht::A,хойуу,密
522,dick[Gegenstand]::A,суон,厚
523,dick[Gegenstand]::A,хойуу,厚
524,dünn::A,чараас,薄
525,fein::A,бытархай,细小
526,fein::A,синньигес,细小
527,fest::A,бөҕө,固体
528,fest::A,кытаанах,固体
529,flach::A,хаптаҕай,平坦
530,glatt::A,кылааккай,光滑
531,hart::A,хатан,硬
532,hart::A,кытаанах,硬
533,weich::A,сымнаҕас,软
534,rund::A,төгүрүк,圆
535,spitz::A,сытыы,尖
536,spitz::A,уһуктаах,尖
537,scharf::A,сытыы,锋利
538,stumpf::A,сыппах,钝
539,schwer::A,ыарахан,重
540,schön::A,кыраһыабай,美丽
541,heiß::A,итии,烫
542,warm::A,ичигэс,暖和
543,kalt::A,тымныы,冷
544,kühl::A,сөрүүн,凉
545,frisch::A,ыраас,新鲜
546,frisch::A,сөрүүн,新鲜
547,frisch::A,тымныы,新鲜
548,feucht::A,сииктээх,潮湿
549,nass::A,инчэҕэй,湿
550,trocken::A,кураан,干
551,voll::A,толору,满
552,leer::A,иччитэх,空
553,offen::A,аһаҕас,敞开
554,geschlossen::A,бүтэй,关闭
555,sauber::A,сэбэр,干净
556,schmutzig::A,кирдээх,肮脏
557,roh::A,сиикэй,生
558,reif::A,буспут,成熟
559,reif::A,сиппит-хоппут,成熟
560,lecker::A,минньигэс,好吃
561,süß::A,минньигэс,甜
562,bitter::A,аһыы,苦
563,sauer::A,аһыы,酸
564,hell::A,сырдык,亮
565,dunkel::A,хараҥа,阴暗
566,schwarz::A,хара,黑
567,weiß::A,үрүҥ,白
568,weiß::A,маҥан,白
569,rot::A,кыһыл,红
570,gelb::A,саһархай,黄
571,blau::A,күөх,蓝
572,grün::A,күөх,绿
573,grün::A,от күөҕэ,绿
574,grau::A,сиэрэй,灰色
575,bunt::A,эриэн,五彩
576,billig::A,чэпчэки,便宜
577,teuer::A,сыаналаах,贵
578,wertvoll::A,сыаналаах,贵重
579,blind::A,хараҕа суох,瞎
580,taub::A,дьүлэй,聋
581,kräftig::A,модун,强壮
582,stark::A,күүстээх,强壮
583,schwach::A,мөлтөх,弱
584,fett::A,эмис,胖
585,schlank::A,дьылҕан,苗条
586,schlank::A,дьыпсаҕай,苗条
587,hübsch::A,олус кэрэ,漂亮
588,hübsch::A,көрүөхтэн үчүгэй,漂亮
589,böse::A,өһүөннээх,邪恶
590,dumm::A,акаары,笨
591,faul::A,нэс,懒惰
592,fleißig::A,кыһамньылаах,勤奋
593,geizig::A,иҥсэлээх,吝啬
594,klug::A,өйдөөх,聪明
595,geschickt::A,наһаа дьоҕурдаах,灵巧
596,lieb::A,тапталлаах,可爱
597,lustig::A,көрдөөх,快乐
598,sanft::A,намчы,柔和
599,sanft::A,сымнаҕас,柔和
600,hungrig::A,аччык,饥饿
601,krank::A,ыалдьар,患病
602,nackt::A,сыгынньах,裸体
603,traurig::A,санаарҕабыллаах,悲哀
604,lebendig::A,тыыннаах,活
605,gut::A,үтүө,好
606,gut::A,үчүгэй,好
607,schlecht::A,куһаҕан,坏
608,richtig::A,сөп,正确
609,schlimm::A,сидьиҥ,糟糕
610,schlimm::A,быдьар,糟糕
611,wahr::A,кырдьык,真
612,alt::A,былыргы,旧
613,neu::A,саҥа,新
614,ehemalig::A,урукку,以前
615,alt[Lebewesen]::A,кырдьаҕас,老
616,jung::A,эдэр,年轻
617,arm::A,дьадаҥы,贫穷
618,reich::A,баай,富裕
619,bekannt::A,билэр,出名
620,berühmt::A,аатырбыт,著名
621,fremd::A,атын,陌生
622,verschieden::A,араас,不同
623,nah::A,чугас,近
624,fern::A,ыраах,遥远
625,linker::A,хаҥас,左
626,rechter::A,уҥа,右
627,anderer::A,атын,别的
628,erster::A,маҥнайгы,第一
629,zweiter::A,иккис,第二
630,dritter::A,үһүс,第三
631,letzter::A,тиһэх,最后
632,allein::ADV,соҕотох,单独
633,auf einmal::ADV,биирдэ,同时
634,zusammen::ADV,холбуу,一起
635,lange::ADV,уһуннук,许久
636,plötzlich::ADV,эмискэ,忽然
637,sofort::ADV,тута,立刻
638,später::ADV,хойут,以后
639,jetzt::ADV,билигин,现在
640,heute::ADV,бүгүн,今天
641,morgen::ADV,сарсын,明天
642,bald::ADV,өтөр,即将
643,dann::ADV,кэнна,然后
644,gestern::ADV,бэҕэһээ,昨天
645,einst::ADV,биир төгүл,曾经
646,einst::ADV,арай биирдэ,曾经
647,damals::ADV,оччоҕо,当时
648,danach::ADV,аары,随后
649,danach::ADV,ол кэнниттэн,随后
650,vorher::ADV,урут,事先
651,zuerst::ADV,маҥнай,首先
652,einmal::ADV,биирдэ,一次
653,manchmal::ADV,арыт,有时
654,oft::ADV,чаастатык,时常
655,immer::ADV,мэлдьи,总是
656,niemals::ADV,хаһан да,从未
657,hier::ADV,маныаха,这里
658,hierhin::ADV,бэттэх,到这里
659,von hier::ADV,мантан,由此
660,dort::ADV,онно,那里
661,dorthin::ADV,онно,到那里
662,geradeaus::ADV,быһа,一直往前
663,geradeaus::ADV,быһаччы,一直往前
664,vorwärts::ADV,инники,向前
665,rückwärts::ADV,төттөру,向后
666,zurück::ADV,төттөрү,退后
667,unten::ADV,аллара,下面
668,hinab::ADV,аллара,向下
669,oben::ADV,үөһэ,上面
670,hinauf::ADV,өрө,向上
671,hinauf::ADV,үөһэ,向上
672,überall::ADV,бэйдиэ,到处
673,nicht::ADV,буолбатах,不
674,ein wenig::ADV,кыратык,一点儿
675,kaum::ADV,нэһиилэ,几乎不
676,sehr::ADV,бэрт,很
677,sehr::ADV,наһаа,很
678,so::ADV,оччо,如此
679,so::ADV,оннук,如此
680,noch::ADV,өссө,还
681,nur::ADV,эрэ,只
682,nur::ADV,сыччах,只
683,schon::ADV,бэлиэр,已经
684,wieder::ADV,эмиэ,又
685,vergebens::ADV,таак,
686,vor::PRP,иннигэр,在...面前
687,hinter::PRP,кэлин,在...背后
688,unter::PRP,-ҕа,在...下面
689,unter::PRP,оһох түгэҕэ,在...下面
690,durch::PRP,курдары,穿过
691,neben::PRP,аттыгар,在...旁
692,zwischen::PRP,ыккардынан,在...之间
693,wegen::PRP,уҥуортан,由于
694,dies::PRN,ити,这
695,dies::PRN,бу,这
696,das::PRN,били,那
697,alles::PRN,барыта,一切
698,ich::PRN,мин,我
699,du::PRN,эн,你
700,er::PRN,кнни,他
701,wir::PRN,биһиги,我们
702,ihr::PRN,эһиги,你们
703,sie::PRN,кинилэр,她
704,was::FPRN,туох,什么
705,wer::FPRN,ким,谁
706,wo::FADV,ханна,哪里
707,wohin::FADV,ханна,去哪里
708,wie::FADV,хайдах,怎么
709,warum::FADV,тоҕо,为什么
710,wieviel::FNUM,төһө,多少
711,eins::NUM,биир,一
712,zwei::NUM,икки,二
713,drei::NUM,үс,三
714,vier::NUM,түөрт,四
715,fünf::NUM,биэс,五
716,sechs::NUM,алта,六
717,sieben::NUM,сэттэ,七
718,acht::NUM,аҕыс,八
719,neun::NUM,тоҕус,九
720,zehn::NUM,уон,十
721,elf::NUM,уон биир,十一
722,zwölf::NUM,уон икки,十二
723,zwanzig::NUM,сүүрбэ,二十
724,dreißig::NUM,отут,三十
725,vierzig::NUM,түөрт уон,四十
726,fünfzig::NUM,биэс уон,五十
727,sechzig::NUM,алта уон,六十
728,siebzig::NUM,сэттэ уон,七十
729,achtzig::NUM,аҕыс уон,八十
730,neunzig::NUM,тоҕус уонус,九十
731,hundert::NUM,сүүс,百
732,tausend::NUM,тыһыынча,千
733,und::CNJ,да,和
734,und::CNJ,уонна,和
735,und::CNJ,итиэннэ,和
736,oder::CNJ,эбэтэр,或者
737,stehen::V,тур,站
738,sitzen::V,олор,坐
739,liegen::V,сыт,躺着
740,hängen::V,санньылый,挂着
741,werden::V,буол,成为
742,passieren::V,буол,发生
743,beginnen::V,саҕалан,开始
744,enden::V,бүт,终止
745,wechseln::V,уларый,变迁
746,aufgehen[Sonne]::V,ой,升起
747,untergehen[Sonne]::V,киир,下落
748,scheinen[Sonne]::V,сырдат,照射
749,donnern::V,эт,打雷
750,wehen::V,үр,飘扬
751,strömen::V,кутулун,流
752,fließen::V,сүүр,流动
753,sich drehen::V,эргий,转动
754,schwanken::V,биэтэҥнээ,摇摆
755,schwingen::V,эйэҥнээ,摇
756,fallen::V,оҕут,坠落
757,brennen::V,умай,燃烧
758,rauchen::V,буруолаа,冒烟
759,regnen::V,самыырдаа,下雨
760,gefrieren::V,тоҥ,结冰
761,tauen::V,ир,融化
762,schmelzen::V,уулун,溶化
763,trocknen::V,куур,变干
764,sieden::V,оргуй,煮
765,faulen::V,сытый,腐烂
766,verfaulen::V,сытыйан_хаал,腐烂
767,reißen::V,хайыт,撕
768,reißen::V,быһытталан,撕
769,versinken::V,тимир,下沉
770,versinken::V,батылын,下沉
771,vergehen::V,дьай,流逝
772,erscheinen::V,көһүн,出现
773,verschwinden::V,сүт,消失
774,sinken::V,намтаа,下降
775,abnehmen::V,аччаа,减少
776,zunehmen::V,элбээ,增加
777,steigen::V,үрдээ,上升
778,wachsen::V,үүн,生长
779,glänzen::V,кылбай,发光
780,funkeln::V,күлүмнээ,闪烁
781,funkeln::V,күлүмүрдээ,闪烁
782,lärmen::V,тыаһаа,吵闹
783,läuten::V,собуоннаа,响
784,klingeln::V,линкинээ,按铃
785,klirren::V,айгырат,
786,brausen::V,сирилээ,疾驶
787,rauschen::V,суугунаа,
788,klingen::V,доргуй,听起来
789,bellen::V,үр,吠
790,heulen::V,улуй,嗥
791,blasen::V,үр,吹
792,pfeifen::V,иһиир,吹口哨
793,schreien::V,кылан,叫喊
794,schreien::V,хаһыытаа,叫喊
