,Concept_ID,pt,uk
854,warum::FADV,por que,чому
855,wieviel::FNUM,quanto,скільки
856,eins::NUM,um,один
857,zwei::NUM,dois,два
858,drei::NUM,três,три
859,vier::NUM,quatro,чотири
860,fünf::NUM,cinco,п’ять
861,sechs::NUM,seis,шість
862,sieben::NUM,sete,сім
863,acht::NUM,oito,вісім
864,neun::NUM,nove,дев’ять
865,zehn::NUM,dez,десять
866,elf::NUM,onze,одинадцять
867,zwölf::NUM,doze,дванадцять
868,zwanzig::NUM,vinte,двадцять
869,dreißig::NUM,trinta,тридцять
870,vierzig::NUM,quarenta,сорок
871,fünfzig::NUM,cinquenta,п’ятдесят
872,sechzig::NUM,sessenta,шістдесят
873,siebzig::NUM,setenta,сімдесят
874,achtzig::NUM,oitenta,вісімдесят
875,neunzig::NUM,noventa,дев’яносто
876,hundert::NUM,cem,сто
877,hundert::NUM,cento,сто
878,tausend::NUM,mil,тисяча
879,und::CNJ,e,і
880,oder::CNJ,ou,або
881,stehen::V,estar em pé,стояти
882,sitzen::V,estar sentado,сидіти
883,liegen::V,jazer,лежати
884,liegen::V,estar deitado,лежати
885,hängen::V,pender,висіти
886,hängen::V,estar pendurado,висіти
887,werden::V,tornar-se,стати
888,werden::V,tornar-se,робитися
889,passieren::V,acontecer,трапитися
890,beginnen::V,começar,початися
891,enden::V,acabar,кінчитися
892,enden::V,terminar,кінчитися
893,wechseln::V,variar,мінятися
894,wechseln::V,alternar,мінятися
895,aufgehen[Sonne]::V,nascer,зійти
896,untergehen[Sonne]::V,pôr-se,зайти
897,scheinen[Sonne]::V,brilhar,світити
898,donnern::V,trovejar,гриміти
899,wehen::V,soprar,віяти
900,strömen::V,correr,литися
901,fließen::V,fluir,текти
902,sich drehen::V,girar,обертатися
903,schwanken::V,oscilar,коливатися
904,schwingen::V,vibrar,хитатися
905,schwingen::V,vibrar,гойдатися
906,fallen::V,cair,падати
907,brennen::V,arder,горіти
908,rauchen::V,fumegar,диміти
909,regnen::V,chover,дощити
910,gefrieren::V,gelar,змерзнути
911,gefrieren::V,congelar,змерзнути
912,tauen::V,derreter,танути
913,tauen::V,descongelar,танути
914,schmelzen::V,fundir-se,плавитися
915,trocknen::V,secar,сохнути
916,sieden::V,ferver,кипіти
917,faulen::V,estragar-se,гнити
918,verfaulen::V,apodrecer,згнити
919,reißen::V,romper-se,рватися
920,versinken::V,afundar-se,тонути
921,vergehen::V,passar,проходити
922,erscheinen::V,aparecer,з’явитися
923,verschwinden::V,desaparecer,щезнути
924,verschwinden::V,desaparecer,зникнути
925,sinken::V,descer,спадати
926,abnehmen::V,diminuir,поменшитися
927,abnehmen::V,decrescer,поменшитися
928,zunehmen::V,crescer,збільшуватися
929,zunehmen::V,aumentar,збільшуватися
930,steigen::V,subir,підніматися
931,wachsen::V,crescer,рости
932,glänzen::V,brilhar,блищати
933,funkeln::V,cintilar,блискати
934,lärmen::V,fazer barulho,шуміти
935,läuten::V,chocalhar,дзвонити
936,klingeln::V,tocar,дзвонити
937,klirren::V,tinir,дзвякати
938,brausen::V,bramar,бушувати
939,rauschen::V,murmurar,шелестіти
940,rauschen::V,rumorejar,шелестіти
941,klingen::V,soar,лунати
942,klingen::V,soar,звучати
943,bellen::V,ladrar,гавкати
944,heulen::V,uivar,вити
945,blasen::V,soprar,дунути
946,pfeifen::V,assobiar,свистіти
947,schreien::V,gritar,кричати
948,stöhnen::V,gemer,стогнати
949,zittern::V,tremer,тремтіти
950,leben::V,viver,жити
951,geboren werden::V,nascer,народитися
952,atmen::V,respirar,дихати
953,trinken::V,beber,пити
954,essen::V,comer,їсти
955,schlucken::V,engolir,ковтати
956,müde werden::V,cansar-se,втомитися
957,einschlafen::V,adormecer,заснути
958,schlafen::V,dormir,спати
959,aufwachen::V,acordar,прокинутися
960,aufstehen::V,levantar-se,встати
961,sich erholen::V,descansar,відпочивати
962,krank werden::V,adoecer,захворіти
963,krank werden::V,ficar doente,захворіти
964,krank sein::V,estar doente,хворіти
965,schmerzen::V,doer,боліти
966,husten::V,tossir,кашляти
967,genesen::V,convalescer,одужати
968,genesen::V,convalescer,видужати
969,sterben::V,morrer,померти
970,umkommen::V,perecer,згинути
971,sich bewegen::V,mover-se,рухатися
972,sich rühren::V,mexer-se,ворушитися
973,sich erheben::V,levantar-se,встати
974,sich setzen::V,sentar-se,сісти
975,hinfallen::V,cair,упасти
976,laufen::V,andar,ходити
977,laufen::V,caminhar,ходити
978,schreiten::V,andar,крокувати
979,schreiten::V,caminhar,крокувати
980,spazierengehen::V,passear,гуляти
981,eilen::V,apressar-se,спішити
982,sich beeilen::V,apressar-se,поспішати
983,sich beeilen::V,despachar-se,поспішати
984,sausen::V,correr,мчатися
985,rennen::V,correr,бігати
986,springen::V,saltar,скакати
987,springen::V,saltar,стрибати
988,klettern::V,trepar,лазити
989,schaukeln::V,baloiçar,гойдатися
990,kriechen::V,rastejar,повзати
991,kriechen::V,arrastar-se,повзати
992,schwimmen::V,nadar,пливти
993,schwimmen::V,nadar,плавати
994,tauchen::V,mergulhar,пірнати
995,rudern::V,remar,гребти
996,rudern::V,remar,веслувати
997,fahren::V,ir,їхати
998,fliegen::V,voar,літати
999,gehen::V,ir,іти
1000,gehen::V,andar,іти
1001,weggehen::V,partir,піти
1002,weggehen::V,ir-se embora,піти
1003,abfahren::V,sair,від’їхати
1004,abfahren::V,sair,відправитися
1005,abfahren::V,partir,від’їхати
1006,abfahren::V,partir,відправитися
1007,anhalten::V,parar,зупинитися
1008,hineingehen::V,entrar,входити
1009,eintreten::V,entrar,увійти
1010,kommen::V,vir,прийти
1011,ankommen::V,chegar,прибути
1012,zurückkommen::V,voltar,повернутися
1013,zurückkommen::V,regressar,повернутися
1014,bleiben::V,ficar,залишитися
1015,bleiben::V,permanecer,залишитися
1016,warten::V,esperar,чекати
1017,erwarten::V,esperar,чекати
1018,erwarten::V,aguardar,чекати
1019,suchen::V,buscar,шукати
1020,suchen::V,procurar,шукати
1021,finden::V,achar,знайти
1022,finden::V,encontrar,знайти
1023,versuchen::V,tentar,випробовувати
1024,vorbereiten::V,preparar,підготувати
1025,lieben::V,amar,любити
1026,lieben::V,querer,любити
1027,mögen::V,gostar de,любити
1028,mögen::V,gostar de,подобатися
1029,lachen::V,rir,сміятися
1030,lachen::V,rir-se,сміятися
1031,rühren::V,comover,розчулити
1032,weinen::V,chorar,плакати
1033,schimpfen::V,ralhar,лаятися
1034,sich ärgern::V,zangar-se,сердитися
1035,sich fürchten::V,ter medo de,боятися
1036,sich fürchten::V,ter receio de,боятися
1037,fürchten::V,temer,боятися
1038,fürchten::V,recear,боятися
1039,fliehen::V,fugir,тікати
1040,flüchten::V,refugiar-se,утекти
1041,sehen::V,ver,бачити
1042,anschauen::V,olhar,поглянути
1043,ansehen::V,mirar,дивитися на
1044,hören::V,ouvir,чути
1045,zuhören::V,escutar,слухати
1046,probieren::V,provar,покуштувати
1047,probieren::V,saborear,покуштувати
1048,riechen::V,cheirar,нюхати
1049,fühlen::V,sentir,відчувати
1050,scheinen::V,parecer,здаватися
1051,zu sehen sein::V,estar à vista,виднітися
1052,vernehmen::V,ouvir,почути
1053,frieren::V,ter frio,мерзнути
1054,tun::V,fazer,робити
1055,können::V,saber,могти
1056,wollen::V,querer,хотіти
1057,anfangen::V,iniciar,почати
1058,beenden::V,acabar,закінчити
1059,beenden::V,terminar,закінчити
1060,aufhören::V,cessar,перестати
1061,aufhören::V,desistir,перестати
1062,gelingen::V,sair bem,вдатися
1063,gelingen::V,dar bom resultado,вдатися
1064,geraten::V,sair,опинитися
1065,geraten::V,dar resultado,опинитися
1066,öffnen::V,abrir,відкрити
1067,schließen::V,fechar,закрити
1068,stellen::V,pôr,поставити
1069,stellen::V,colocar,поставити
1070,setzen::V,pôr,посадити
1071,setzen::V,meter,посадити
1072,legen::V,pôr,класти
1073,legen::V,meter,класти
1074,berühren::V,tocar,чіпати
1075,verbinden::V,unir,зв’язати
1076,verbinden::V,ligar,зв’язати
1077,bedecken::V,cobrir,покрити
1078,aufhängen::V,pendurar,повісити
1079,anzünden::V,acender,запалити
1080,aufheben::V,apanhar,підняти
1081,aufheben::V,levantar,підняти
1082,zurücklassen::V,deixar,залишити
1083,verlieren::V,perder,загубити
1084,fallen lassen::V,deixar cair,упустити
1085,machen::V,fazer,зробити
1086,herstellen::V,produzir,виготовити
1087,bauen::V,edificar,будувати
1088,bauen::V,construir,будувати
1089,reparieren::V,reparar,лагодити
1090,reparieren::V,consertar,лагодити
1091,verbessern::V,melhorar,поліпшити
1092,ändern::V,mudar,змінити
1093,ändern::V,alterar,змінити
1094,graben::V,cavar,копати
1095,beugen::V,curvar,зігнути
1096,biegen::V,vergar,погнути
1097,drehen::V,girar,вертіти
1098,wenden::V,virar,повернути
1099,wenden::V,voltar,повернути
1100,umdrehen::V,virar,перевернути
1101,umdrehen::V,revolver,перевернути
1102,heben::V,levantar,піднімати
1103,hochheben::V,erguer,підняти
1104,hochheben::V,levantar,підняти
1105,ergreifen::V,apanhar,схопити
1106,halten::V,segurar,тримати
1107,drücken::V,apertar,натискати
1108,schieben::V,empurrar,пхати
1109,schieben::V,empurrar,штовхати
1110,kratzen::V,raspar,шкребти
1111,lecken::V,lamber,лизати
1112,beißen::V,morder,кусати
1113,abreißen::V,arrancar,відірвати
1114,abschneiden::V,talhar,відрізати
1115,binden::V,ligar,в’язати
1116,stecken::V,meter,увіткнути
1117,stecken::V,enfiar,увіткнути
1118,brechen::V,romper,зламати
1119,brechen::V,quebrar,зламати
1120,klopfen::V,bater,стукати
1121,hauen::V,bater,бити
1122,kleben::V,colar,клеїти
1123,reiben::V,esfregar,терти
1124,streichen::V,barrar,намазати
1125,schleifen::V,afiar,точити
1126,schneiden::V,cortar,різати
1127,rütteln::V,sacudir,хитати
1128,schütteln::V,abanar,трясти
1129,schütteln::V,sacudir,трясти
1130,schwenken::V,agitar,махати
1131,schütten::V,deitar,налити
1132,füllen::V,encher,наповнити
1133,einwickeln::V,envolver,загорнути
1134,einwickeln::V,embrulhar,загорнути
1135,tragen::V,levar,нести
1136,tragen::V,trazer,нести
1137,schleppen::V,arrastar,тягти
1138,ziehen::V,puxar,тягнути
1139,aufbewahren::V,guardar,зберігати
1140,aufbewahren::V,conservar,зберігати
1141,werfen::V,lançar,кидати
1142,fangen::V,apanhar,ловити
1143,packen::V,agarrar,схопити
1144,verstecken::V,esconder,сховати
1145,teilen::V,partir,розділити
1146,teilen::V,dividir,розділити
1147,schicken::V,enviar,посилати
1148,bringen::V,trazer,принести
1149,hinzufügen::V,acrescentar,додати
1150,bekommen::V,obter,дістати
1151,erhalten::V,receber,одержати
1152,nehmen::V,tomar,взяти
1153,wählen::V,eleger,вибрати
1154,wählen::V,escolher,вибрати
1155,auswählen::V,escolher,відібрати
1156,auswählen::V,seleccionar,відібрати
1157,bewahren::V,guardar,зберегти
1158,bewahren::V,conservar,зберегти
1159,behindern::V,impedir,перешкоджати
1160,verderben::V,estragar,зіпсувати
1161,verderben::V,corromper,зіпсувати
1162,beschädigen::V,danificar,зашкодити
1163,zerbrechen::V,romper,розбити
1164,zerbrechen::V,quebrar,розбити
1165,zerreißen::V,rasgar,розірвати
1166,zerstören::V,destruir,зруйнувати
1167,verbrennen::V,queimar,спалити
1168,geben::V,dar,дати
1169,reichen::V,passar,передати
1170,schenken::V,oferecer,дарувати
1171,versprechen::V,prometer,обіцяти
1172,wünschen::V,desejar,бажати
1173,loben::V,louvar,хвалити
1174,küssen::V,beijar,цілувати
1175,wiegen::V,embalar,качати
1176,zudecken::V,tapar,накрити
1177,zudecken::V,cobrir,накрити
1178,wecken::V,acordar,розбудити
1179,wecken::V,despertar,розбудити
1180,zeigen::V,mostrar,показати
1181,führen::V,guiar,вести
1182,führen::V,conduzir,вести
1183,lehren::V,ensinar,вчити
1184,unterrichten::V,instruir,викладати
1185,aufziehen::V,criar,виховати
1186,leiten::V,dirigir,керувати
1187,leiten::V,conduzir,керувати
1188,antreiben::V,impelir,підганяти
1189,lassen::V,fazer,змусити
1190,einladen::V,convidar,запросити
1191,vereinigen::V,unir,об’єднати
1192,vereinigen::V,reunir,об’єднати
1193,besuchen::V,ir ver,завітати
1194,besuchen::V,ir ver,відвідати
1195,besuchen::V,visitar,завітати
1196,besuchen::V,visitar,відвідати
1197,treffen::V,encontrar,зустріти
1198,sich versammeln::V,reunir-se,зібратися
1199,spielen::V,jogar,грати
1200,spielen::V,brincar,грати
1201,singen::V,cantar,співати
1202,tanzen::V,bailar,танцювати
1203,sich trennen::V,apartar-se,розлучитися
1204,verlassen::V,deixar,покинути
1205,verlassen::V,abandonar,покинути
1206,retten::V,salvar,врятувати
1207,bewachen::V,vigiar,охороняти
1208,bewachen::V,guardar,охороняти
1209,schützen::V,proteger,уберігати
1210,verteidigen::V,defender,захистити
1211,sich schlagen::V,brigar,битися
1212,sich schlagen::V,brigar,дратися
1213,sich schlagen::V,bater-se,битися
1214,sich schlagen::V,bater-se,дратися
1215,schießen::V,disparar,стріляти
1216,siegen::V,vencer,перемогти
1217,ärgern::V,irritar,сердити
1218,ärgern::V,aborrecer,сердити
1219,schlagen::V,bater,ударити
1220,treten::V,pisar,штовхати
1221,stechen::V,picar,вколоти
1222,stoßen::V,empurrar,штовхнути
1223,stehlen::V,furtar,украсти
1224,stören::V,perturbar,перешкодити
1225,belästigen::V,incomodar,докучати
1226,belästigen::V,importunar,докучати
1227,verbergen::V,ocultar,сховати
1228,verbergen::V,esconder,сховати
1229,täuschen::V,iludir,обдурити
1230,täuschen::V,enganar,обдурити
1231,betrügen::V,burlar,зшахраювати
1232,betrügen::V,enganar,зшахраювати
1233,töten::V,matar,убити
1234,wohnen::V,morar,жити
1235,wohnen::V,morar,мешкати
1236,arbeiten::V,trabalhar,працювати
1237,sammeln::V,recolher,зібрати
1238,sammeln::V,coleccionar,зібрати
1239,pflücken::V,colher,зривати
1240,jagen::V,caçar,полювати
1241,fischen::V,pescar,рибалити
1242,fassen::V,apanhar,піймати
1243,hüten::V,guardar,пасти
1244,treiben::V,conduzir,гнати
1245,anbinden::V,atar,прив’язати
1246,füttern::V,dar de comer a,годувати
1247,füttern::V,dar de comer a,харчувати
1248,melken::V,ordenhar,доїти
1249,hacken::V,rachar,рубати
1250,gießen::V,regar,полити
1251,reifen::V,amadurecer,дозріти
1252,zubereiten::V,preparar,зготовити
1253,zubereiten::V,preparar,приготувати
1254,kochen::V,cozer,варити
1255,kochen::V,cozer,готувати
1256,backen::V,cozer,пекти
1257,braten::V,assar,смажити
1258,braten::V,fritar,смажити
1259,umrühren::V,remexer,переміщати
1260,stricken::V,tricotar,в’язати
1261,stricken::V,fazer malha,в’язати
1262,nähen::V,coser,шити
1263,nähen::V,costurar,шити
1264,färben::V,tingir,пофарбувати
1265,färben::V,colorir,пофарбувати
1266,reinigen::V,limpar,очистити
1267,reinigen::V,purificar,очистити
1268,waschen::V,lavar,мити
1269,abwischen::V,limpar,витерти
1270,abwischen::V,esfregar,витерти
1271,spülen::V,lavar,полоскати
1272,spülen::V,enxaguar,полоскати
1273,fegen::V,varrer,підмітати
1274,kehren::V,varrer,мести
1275,baden::V,banhar,купатися
1276,baden::V,tomar banho,купатися
1277,sich waschen::V,lavar-se,митися
1278,ausziehen::V,despir,зняти
1279,anziehen::V,vestir,надіти
1280,sich anziehen::V,vestir-se,одягтися
1281,sich anziehen::V,vestir-se,одягнутися
1282,kämmen::V,pentear,зачесати
1283,schmücken::V,adornar,оздобити
1284,sagen::V,dizer,сказати
1285,sprechen::V,falar,говорити
1286,reden::V,falar,розмовляти
1287,sich unterhalten::V,conversar,бесідувати
1288,fragen::V,perguntar,запитати
1289,bitten::V,pedir,просити
1290,erzählen::V,contar,розповісти
1291,mitteilen::V,comunicar,повідомити
1292,mitteilen::V,participar,повідомити
1293,nennen::V,nomear,назвати
1294,nennen::V,apelidar,назвати
1295,rufen::V,chamar,кликати
1296,prahlen::V,gabar-se,хвалитися
1297,prahlen::V,vangloriar-se,хвалитися
1298,übersetzen::V,traduzir,перекласти
1299,denken::V,pensar,думати
1300,denken::V,pensar,мислити
1301,glauben::V,crer,вірити
1302,bemerken::V,notar,помітити
1303,bemerken::V,observar,помітити
1304,erkennen::V,reconhecer,пізнати
1305,begreifen::V,apreender,осягнути
1306,begreifen::V,compreender,осягнути
1307,verstehen::V,entender,почути
1308,verstehen::V,compreender,почути
1309,lernen::V,aprender,навчатися
1310,wissen::V,saber,знати
1311,sich erinnern an::V,lembrar-se de,пам’ятати
1312,sich erinnern an::V,recordar-se de,пам’ятати
1313,vergessen::V,esquecer,забути
1314,messen::V,medir,міряти
1315,zählen::V,contar,лічити
1316,rechnen::V,calcular,рахувати
1317,lesen::V,ler,читати
1318,malen::V,pintar,малювати
1319,zeichnen::V,desenhar,рисувати
1320,schreiben::V,escrever,писати
1321,besitzen::V,possuir,мати
1322,kaufen::V,comprar,купити
1323,verkaufen::V,vender,продати
1324,bezahlen::V,pagar,заплатити
1325,zahlen::V,pagar,платити
1326,beherrschen::V,imperar,володіти
1327,ertragen::V,suportar,витерпіти
