,Concept_ID,ro,sv
134,Gipfel::N,pisc,topp
135,Höhle::N,peșteră,håla
136,Höhle::N,peșteră,grotta
137,Abhang::N,pantă,slänt
138,Abhang::N,pantă,sluttning
139,Abhang::N,versant,slänt
140,Abhang::N,versant,sluttning
141,Quelle::N,izvor,källa
142,Bach::N,gârlă,bäck
143,Fluss::N,râu,älv
144,Fluss::N,râu,flod
145,Fluss::N,fluviu,älv
146,Fluss::N,fluviu,flod
147,Ufer::N,mal,strand
148,Ufer::N,țărm,strand
149,Küste::N,coastă,kust
150,Festland::N,uscat,fastland
151,Meer::N,mare,hav
152,Bucht::N,golf,vik
153,Bucht::N,golf,bukt
154,Insel::N,insulă,ö
155,Blume::N,floare,blomma
156,Blume::N,floare,blomster
157,Gras::N,iarbă,gräs
158,Wurzel::N,rădăcină,rot
159,Baum::N,copac,träd
160,Baum::N,arbore,träd
161,Stamm::N,tulpină,stam
162,Rinde::N,scoarță,bark
163,Ast::N,cracă,gren
164,Ast::N,creangă,gren
165,Zweig::N,ramură,kvist
166,Zweig::N,creangă,kvist
167,Blatt::N,frunză,löv
168,Blatt::N,frunză,blad
169,Birke::N,mesteacăn,björk
170,Kiefer[Baum]::N,pin,tall
171,Weide[Baum]::N,salcie,pil
172,Weide[Baum]::N,salcie,vide
173,Weide[Baum]::N,răchită,pil
174,Weide[Baum]::N,răchită,vide
175,Tanne::N,brad,gran
176,Horn::N,corn,horn
177,Feder::N,pană,fjäder
178,Fell::N,piele,fäll
179,Fell::N,piele,skinn
180,Flügel::N,aripă,vinge
181,Klaue::N,gheară,klöv
182,Kralle::N,labă,klo
183,Kralle::N,gheară,klo
184,Schwanz::N,coadă,svans
185,Schwanz::N,coadă,stjärt
186,Ei::N,ou,ägg
187,Nest::N,cuib,rede
188,Nest::N,cuib,näste
189,Bau::N,bârlog,bo
190,Bau::N,vizuină,bo
191,Tier::N,animal,djur
192,Herde::N,turmă,flock
193,Herde::N,cireadă,flock
194,Kuh::N,vacă,ko
195,Bulle::N,taur,tjur
196,Pferd::N,cal,häst
197,Schaf::N,oaie,får
198,Schwein::N,porc,svin
199,Hund::N,câine,hund
200,Katze::N,pisică,katt
201,Bär::N,urs,björn
202,Eichhörnchen::N,veveriță,ekorre
203,Elch::N,elan,älg
204,Fuchs::N,vulpe,räv
205,Hase::N,iepure,hare
206,Maus::N,șoarece,mus
207,Wolf::N,lup,varg
208,Vogel::N,pasăre,fågel
209,Schwarm::N,cârd,svärm
210,Huhn::N,găină,höns
211,Hahn::N,cocoș,tupp
212,Gans::N,gâscă,gås
213,Adler::N,vultur,örn
214,Ente::N,rață,anka
215,Eule::N,bufniță,uggla
216,Kranich::N,cocor,trana
217,Krähe::N,cioară,kråka
218,Kuckuck::N,cuc,gök
219,Schwan::N,lebădă,svan
220,Fisch::N,pește,fisk
221,Barsch::N,biban,abborre
222,Hecht::N,știucă,gädda
223,Schlange[Tier]::N,șarpe,orm
224,Wurm::N,vierme,mask
225,Spinne::N,păianjen,spindel
226,Ameise::N,furnică,myra
227,Laus::N,păduche,lus
228,Mücke::N,țânțar,mygga
229,Fliege::N,muscă,fluga
230,Schmetterling::N,fluture,fjäril
231,Beere::N,boabă,bär
232,Apfel::N,măr,äpple
233,Pilz::N,burete,svamp
234,Pilz::N,ciupercă,svamp
235,Zwiebel::N,ceapă,lök
236,Saat::N,semănătură,sådd
237,Korn::N,grâu,korn
238,Heu::N,fân,hö
239,Schale::N,coajă,skal
240,Grube::N,groapă,grop
241,Falle::N,cursă,fälla
242,Falle::N,capcană,fälla
243,Schlinge::N,laț,snara
244,Spur::N,dâră,spår
245,Asche::N,cenușă,aska
246,Dreck::N,noroi,lort
247,Dreck::N,murdărie,lort
248,Eisen::N,fier,järn
249,Gold::N,aur,guld
250,Silber::N,argint,silver
251,Kohle::N,cărbune,kol
252,Glas::N,sticlă,glas
253,Lehm::N,lut,lera
254,Lehm::N,humă,lera
255,Sand::N,nisip,sand
256,Mensch::N,om,människa
257,Mensch::N,persoană,människa
258,Mann::N,om,man
259,Mann::N,bărbat,man
260,Frau::N,femeie,kvinna
261,Kind::N,copil,barn
262,Junge::N,băiat,pojke
263,Junge::N,flăcău,pojke
264,Mädchen::N,fată,flicka
265,Familie::N,familie,familj
266,Großvater::N,bunic,morfar
267,Großvater::N,tată mare,morfar
268,Großmutter::N,bunică,farmor
269,Großmutter::N,mamă mare,farmor
270,Eltern::N,părinți,föräldrar
271,Vater::N,tată,far
272,Vater::N,părinte,far
273,Mutter::N,mamă,mor
274,Sohn::N,fiu,son
275,Sohn::N,fecior,son
276,Tochter::N,fiică,dotter
277,Bruder::N,frate,bror
278,Schwester::N,soră,syster
279,Onkel::N,unchi,morbror
280,Tante::N,mătușă,tant
281,Ehemann::N,soț,äkta man
282,Ehemann::N,bărbat,äkta man
283,Ehefrau::N,soție,hustru
284,Freude::N,bucurie,fröjd
285,Freude::N,bucurie,glädje
286,Gelächter::N,râset,åtlöje
287,Glück::N,fericire,lycka
288,Kummer::N,mâhnire,sorg
289,Wunsch::N,dorință,önskan
290,Wunsch::N,deziderat,önskan
291,Lust::N,poftă,lust
292,Lust::N,înclinare,lust
293,Geist::N,duh,ande
294,Geist::N,minte,ande
295,Geist::N,suflet,ande
296,Gedanke::N,gând,tanke
297,Gedanke::N,cuget,tanke
298,Gedächtnis::N,memorie,minne
299,Verstand::N,minte,förstånd
300,Verstand::N,intelect,förstånd
301,Sinn::N,sens,mening
302,Sinn::N,sens,betydelse
303,Sinn::N,înțeles,mening
304,Sinn::N,înțeles,betydelse
305,Grund::N,cauză,skäl
306,Grund::N,cauză,grund
307,Grund::N,pricină,skäl
308,Grund::N,pricină,grund
309,Wahrheit::N,adevăr,sanning
310,Gespräch::N,convorbire,samtal
311,Gespräch::N,conversație,samtal
312,Märchen::N,basm,saga
313,Märchen::N,poveste,saga
314,Erzählung::N,poveste,berättelse
315,Nachricht::N,veste,meddelande
316,Neuigkeit::N,noutate,nyhet
317,Neuigkeit::N,actualitate,nyhet
318,Name::N,nume,namn
319,Rätsel::N,ghicitoare,gåta
320,Rede::N,discurs,tal
321,Sprache::N,limbă,språk
322,Sprache::N,limbaj,språk
323,Stimme::N,glas,stämma
324,Wort::N,cuvânt,ord
325,Zeichen::N,semn,tecken
326,Zeichen::N,semnal,tecken
327,Ruf::N,chemare,rop
328,Lärm::N,zgomot,bråk
329,Lärm::N,zgomot,oväsen
330,Lärm::N,tărăboi,bråk
331,Lärm::N,tărăboi,oväsen
332,Laut::N,sunet,ljud
333,Ton::N,ton,ton
334,Lied::N,cântec,sång
335,Ruhe::N,odihnă,ro
336,Ruhe::N,odihnă,lugn
337,Ruhe::N,liniște,ro
338,Ruhe::N,liniște,lugn
339,Leute::N,lume,folk
340,Leute::N,oameni,folk
341,Volk::N,popor,folk
342,Volk::N,națiune,folk
343,Arbeit::N,lucru,arbete
344,Gast::N,musafir,gäst
345,Geschenk::N,dar,gåva
346,Geschenk::N,dar,present
347,Geschenk::N,cadou,gåva
348,Geschenk::N,cadou,present
349,Spiel::N,joc,lek
350,Spiel::N,joc,spel
351,Gesellschaft::N,societate,sällskap
352,Hilfe::N,ajutor,hjälp
353,Freund::N,amic,vän
354,Freund::N,prieten,vän
355,Kamerad::N,tovarăș,kamrat
356,Angelegenheit::N,afacere,ärende
357,Angelegenheit::N,afacere,angelägenhet
358,Anzahl::N,număr,antal
359,Anzahl::N,cantitate,antal
360,Art::N,fel,art
361,Art::N,fel,slag
362,Art::N,specie,art
363,Art::N,specie,slag
364,Stück::N,bucată,stycke
365,Teil::N,parte,del
366,Teil::N,porție,del
367,Hälfte::N,jumătate,halva
368,Kreis::N,cerc,krets
369,Kreis::N,cerc,cirkel
370,Kreuz::N,cruce,kors
371,Kreuz::N,cruce,kryss
372,Linie::N,linie,linje
373,Strich::N,linie,streck
374,Strich::N,trăsătură,streck
375,Abstand::N,distanță,avstånd
376,Abstand::N,depărtare,avstånd
377,Entfernung::N,distanță,avstånd
378,Entfernung::N,depărtare,avstånd
379,Gegend::N,regiune,trakt
380,Platz::N,loc,plats
381,Ort::N,loc,plats
382,Ort::N,loc,ställe
383,Seite::N,latură,sida
384,Mitte::N,centru,mitt
385,Gegenstand::N,obiect,föremål
386,Sache::N,lucru,sak
387,Sache::N,chestie,sak
388,Rand::N,bordură,rand
389,Kante::N,muchie,kant
390,Kante::N,bordură,kant
391,Ecke::N,colț,vrå
392,Ecke::N,colț,hörn
393,Spitze::N,vârf,spets
394,Spitze::N,creștet,spets
395,Ende::N,capăt,ända
396,Loch::N,gaură,hål
397,Winkel::N,colț,vinkel
398,Muster::N,desen,mönster
399,Größe::N,mărime,storlek
400,Länge::N,lungime,längd
401,Höhe::N,înălțime,höjd
402,Gewicht::N,greutate,tyngd
403,Menge::N,cantitate,mängd
404,Haufen::N,grămadă,hög
405,Reihe::N,șir,rad
406,Reihe::N,rând,rad
407,Boot::N,barcă,båt
408,Boot::N,luntre,båt
409,Ruder::N,vâslă,åra
410,Ruder::N,lopată,åra
411,Schlitten::N,sanie,släde
412,Ski::N,schi,skida
413,Lagerfeuer::N,foc de tabără,lägereld
414,Last::N,povară,last
415,Last::N,povară,börda
416,Last::N,sarcină,last
417,Last::N,sarcină,börda
418,Gang::N,mers,gång
419,Gang::N,umblet,gång
420,Schritt::N,pas,steg
421,Norden::N,nord,norr
422,Norden::N,miazănoapte,norr
423,Süden::N,sud,söder
424,Süden::N,miazăzi,söder
425,Westen::N,apus,väster
426,Osten::N,est,öster
427,Osten::N,răsărit,öster
428,Holz::N,lemn,trä
429,Brett::N,scândură,bräda
430,Platte::N,placă,platta
431,Stütze::N,proptea,stöd
432,Stütze::N,proptea,stötta
433,Stange::N,bară,stång
434,Stange::N,prăjină,stång
435,Stock::N,băț,käpp
436,Stock::N,băț,pinne
437,Stock::N,baston,käpp
438,Stock::N,baston,pinne
439,Stab::N,baston,stav
440,Stab::N,prăjină,stav
441,Rohr::N,tub,rör
442,Rohr::N,țeavă,rör
443,Haus::N,casă,hus
444,Heim::N,casă,hem
445,Heim::N,cămin,hem
446,Ofen::N,sobă,ugn
447,Fußboden::N,podea,golv
448,Fußboden::N,dușumea,golv
449,Tisch::N,masă,bord
450,Stuhl::N,scaun,stol
451,Wiege::N,leagăn,vagga
452,Bett::N,pat,säng
453,Regal::N,rafturi,hylla
454,Kiste::N,ladă,låda
455,Kiste::N,cutie,låda
456,Fenster::N,fereastră,fönster
457,Tür::N,ușă,dörr
458,Tor::N,poartă,port
459,Zaun::N,gard,staket
460,Zaun::N,gard,stängsel
461,Dach::N,acoperiș,tak
462,Leiter::N,scară,stege
463,Besen::N,mătură,kvast
464,Spaten::N,cazma,spade
465,Spaten::N,hârleț,spade
466,Schaufel::N,lopată,skovel
467,Schaufel::N,lopată,skyffel
468,Gabel::N,furculiță,gaffel
469,Löffel::N,lingură,sked
470,Messer::N,cuțit,kniv
471,Nagel::N,cui,spik
472,Netz::N,plasă,nät
473,Haken::N,cârlig,krok
474,Griff::N,mâner,tag
475,Griff::N,mâner,handtag
476,Schloss::N,lacăt,las
477,Bild::N,tablou,bild
478,Bild::N,imagine,bild
479,Figur::N,chip,figur
480,Figur::N,figură,figur
481,Puppe::N,păpușă,docka
482,Beutel::N,pungă,påse
483,Beutel::N,săculeț,påse
484,Bündel::N,mănunchi,bunt
485,Bündel::N,mănunchi,knippa
486,Tasche::N,geantă,väska
487,Eimer::N,găleată,hink
488,Eimer::N,găleată,ämbar
489,Deckel::N,capac,lock
490,Geschirr::N,vase,servis
491,Geschirr::N,vase,porslin
492,Geschirr::N,tacâmuri,servis
493,Geschirr::N,tacâmuri,porslin
494,Sack::N,sac,säck
495,Tasse::N,ceașcă,kopp
496,Topf::N,oală,gryta
497,Topf::N,oală,kastrull
498,Kessel::N,cazan,kittel
499,Kessel::N,căldare,kittel
500,Essen::N,mâncare,mål
501,Nahrung::N,hrană,näring
502,Nahrung::N,aliment,näring
503,Speise::N,bucate,maträtt
504,Speise::N,fel de bucate,maträtt
505,Fleisch::N,carne,kött
506,Getreide::N,cereale,säd
507,Getreide::N,cereale,spannmål
508,Brei::N,pireu,gröt
509,Brot::N,pâine,bröd
510,Scheibe::N,felie,skiva
511,Scheibe::N,bucată,skiva
512,Fett::N,untură,fett
513,Fett::N,grăsime,fett
514,Butter::N,unt,smör
515,Öl::N,ulei,olja
516,Salz::N,sare,salt
517,Suppe::N,supă,soppa
518,Suppe::N,ciorbă,soppa
519,Honig::N,miere,honung
520,Milch::N,lapte,mjölk
521,Tee::N,ceai,te
522,Leder::N,piele,läder
523,Wolle::N,lână,ull
524,Wolle::N,lână,ylle
525,Stoff::N,stofă,tyg
526,Stoff::N,stofă,stoff
527,Nadel::N,ac,nål
528,Faden::N,ață,tråd
529,Knopf::N,buton,knapp
530,Knoten::N,nod,knut
531,Farbe::N,vopsea,färg
532,Kleidung::N,haine,klädsel
533,Kleidung::N,îmbrăcăminte,klädsel
534,Hemd::N,cămașă,skjorta
535,Kragen::N,guler,krage
536,Ärmel::N,mânecă,ärm
537,Hose::N,pantaloni,byxor
538,Gürtel::N,cordon,bälte
539,Mütze::N,șapcă,mössa
540,Schuh::N,gheată,sko
541,Stiefel::N,cizmă,stövel
542,Ring::N,inel,ring
543,Ring::N,verigă,ring
544,Band::N,panglică,band
545,Band::N,șiret,band
546,Kamm::N,pieptene,kam
547,Spiegel::N,oglindă,spegel
548,Riemen::N,curea,rem
549,Schnur::N,funie,snöre
550,Schnur::N,sfoară,snöre
551,Leine::N,lesă,lina
552,Leine::N,curea,lina
553,Decke::N,pătură,täcke
554,Kissen::N,pernă,dyna
555,Kissen::N,pernă,kudde
556,Tuch::N,batic,sjal
557,Handtuch::N,prosop,handduk
558,Handtuch::N,ștergar,handduk
559,Kraft::N,forță,kraft
560,Kraft::N,putere,kraft
561,Stärke::N,tărie,styrka
562,Stärke::N,vigoare,styrka
563,Gesundheit::N,sănătate,hälsa
564,Krankheit::N,boală,sjukdom
565,Krankheit::N,maladie,sjukdom
566,Schmerz::N,durere,smärta
567,Wunde::N,rană,sår
568,Fieber::N,febră,feber
569,Arznei::N,leac,medicin
570,Arznei::N,leac,läkemedel
571,Arznei::N,medicament,medicin
572,Arznei::N,medicament,läkemedel
573,Brücke::N,pod,bro
574,Brücke::N,punte,bro
575,Brunnen::N,puț,brunn
576,Weide::N,izlaz,bete
577,Weide::N,pășune,bete
578,Pfad::N,cărare,stig
579,Weg::N,drum,väg
580,Straße::N,cale,gata
581,Straße::N,stradă,gata
582,Dorf::N,sat,by
583,Stadt::N,oraș,stad
584,Brief::N,scrisoare,brev
585,Buch::N,carte,bok
586,Buchstabe::N,literă,bokstav
587,Buchstabe::N,caracter,bokstav
588,Zeitung::N,ziar,tidning
589,Zeitung::N,gazetă,tidning
590,Leben::N,viață,liv
591,Tod::N,moarte,död
592,Grab::N,groapă,grav
593,Grab::N,mormânt,grav
594,Kirche::N,biserică,kyrka
595,Sünde::N,păcat,synd
596,Gott::N,zeu,gud
597,Arbeiter::N,muncitor,arbetare
598,Chef::N,șef,chef
599,Meister::N,meșter,mästare
600,Meister::N,maestru,mästare
601,Arzt::N,medic,läkare
602,Arzt::N,doctor,läkare
603,Lehrer::N,profesor,lärare
604,Lehrer::N,învățător,lärare
605,Geld::N,bani,pengar
606,Geld::N,parale,pengar
607,Geschäft::N,treabă,rörelse
608,Geschäft::N,afacere,rörelse
609,Laden::N,magazin,affär
610,Laden::N,prăvălie,affär
611,Preis::N,preț,pris
612,Ware::N,marfă,vara
613,Nutzen::N,folos,gagn
614,Nutzen::N,folos,nytta
615,Nutzen::N,profit,gagn
616,Nutzen::N,profit,nytta
617,Reichtum::N,avuție,rikedom
618,Reichtum::N,bogăție,rikedom
619,Welt::N,lume,värld
620,Land::N,țară,land
621,Staat::N,stat,stat
622,König::N,rege,kung
623,König::N,rege,konung
624,Macht::N,putere,makt
625,Macht::N,putință,makt
626,Grenze::N,hotar,gräns
627,Grenze::N,graniță,gräns
628,Grenze::N,frontieră,gräns
629,Krieg::N,război,krig
630,Feind::N,dușman,fiende
631,Gewalt::N,violență,våld
632,Kampf::N,luptă,kamp
633,Kampf::N,luptă,strid
634,Bogen[Waffe]::N,arc,båge
635,Pfeil::N,săgeată,pil
636,Gewehr::N,armă,gevär
637,Gewehr::N,pușcă,gevär
638,Fehler::N,eroare,fel
639,Fehler::N,greșeală,fel
640,Lüge::N,minciună,lögn
641,Schaden::N,daună,skada
642,Schaden::N,pagubă,skada
643,Unglück::N,nenorocire,otur
644,Unglück::N,nenorocire,olycka
645,Schuld::N,vină,skuld
646,Alter::N,etate,ålder
647,Alter::N,vârstă,ålder
648,Schluss::N,sfârșit,slut
649,Zeit::N,timp,tid
650,Zeit::N,vreme,tid
651,Tag::N,zi,dag
652,Morgen::N,dimineață,morgon
653,Mittag::N,prânz,middag
654,Mittag::N,amiază,middag
655,Abend::N,seară,kväll
656,Nacht::N,noapte,natt
657,Woche::N,săptămână,vecka
658,Monat::N,lună,månad
659,Jahr::N,an,år
660,Frühling::N,primăvară,vår
661,Sommer::N,vară,sommar
662,Herbst::N,toamnă,höst
663,Winter::N,iarnă,vinter
664,Januar::N,ianuarie,januari
665,Februar::N,februarie,februari
666,März::N,martie,mars
667,April::N,aprilie,april
668,Mai::N,mai,maj
669,Juni::N,iunie,juni
670,Juli::N,iulie,juli
671,August::N,august,augusti
672,September::N,septembrie,september
673,Oktober::N,octombrie,oktober
674,November::N,noiembrie,november
675,Dezember::N,decembrie,december
676,Montag::N,luni,måndag
677,Dienstag::N,marți,tisdag
678,Mittwoch::N,miercuri,onsdag
679,Donnerstag::N,joi,torsdag
680,Freitag::N,vineri,fredag
681,Samstag::N,sâmbătă,lördag
682,Sonntag::N,duminică,söndag
683,groß::A,mare,stor
684,klein::A,mic,liten
685,lang::A,lung,lång
686,kurz::A,scurt,kort
687,breit::A,lat,bred
688,breit::A,larg,bred
689,schmal::A,strâmt,smal
690,dicht::A,des,tät
691,dick[Gegenstand]::A,gros,tjock
692,dünn::A,subțire,tunn
693,fein::A,fin,fin
694,fein::A,subțire,fin
695,fest::A,tare,fast
696,fest::A,solid,fast
697,flach::A,șes,platt
698,flach::A,plan,platt
699,glatt::A,lins,glatt
700,hart::A,dur,hård
701,weich::A,moale,mjuk
702,rund::A,rotund,rund
703,rund::A,circular,rund
704,spitz::A,ascuțit,toppig
705,spitz::A,ascuțit,spetsig
706,scharf::A,tăios,vass
707,scharf::A,tăios,skarp
708,scharf::A,ascuțit,vass
709,scharf::A,ascuțit,skarp
710,stumpf::A,tocit,slö
711,schwer::A,greu,tung
712,schön::A,frumos,skön
713,schön::A,frumos,vacker
714,heiß::A,cald,het
715,heiß::A,fierbinte,het
716,warm::A,cald,varm
717,warm::A,fierbinte,varm
718,kalt::A,rece,kall
719,kühl::A,rece,sval
720,kühl::A,rece,kylig
721,kühl::A,răcoros,sval
722,kühl::A,răcoros,kylig
723,frisch::A,răcoros,färsk
724,frisch::A,proaspăt,färsk
725,feucht::A,umed,fuktig
726,feucht::A,jilav,fuktig
727,nass::A,ud,våt
728,trocken::A,sec,torr
729,trocken::A,uscat,torr
730,voll::A,plin,full
731,leer::A,gol,tom
732,offen::A,deschis,öppen
733,geschlossen::A,închis,stängd
734,sauber::A,curat,ren
735,schmutzig::A,murdar,snuskig
736,roh::A,crud,rå
737,reif::A,copt,mogen
738,lecker::A,gustos,läcker
739,süß::A,dulce,söt
740,bitter::A,amar,besk
741,bitter::A,amar,bitter
742,sauer::A,acru,sur
743,hell::A,clar,ljus
744,hell::A,luminos,ljus
745,dunkel::A,obscur,mörk
746,dunkel::A,întunecos,mörk
747,schwarz::A,negru,svart
748,weiß::A,alb,vit
749,rot::A,roșu,röd
750,gelb::A,galben,gul
751,blau::A,albastru,blå
752,grün::A,verde,grön
753,grau::A,gri,grå
754,grau::A,cenușiu,grå
755,bunt::A,colorat,brokig
756,billig::A,ieftin,billig
757,teuer::A,scump,dyr
758,wertvoll::A,prețios,värdefull
759,blind::A,orb,blind
760,taub::A,surd,döv
761,kräftig::A,tare,kraftig
762,kräftig::A,forte,kraftig
763,kräftig::A,robust,kraftig
764,stark::A,viguros,stark
765,stark::A,puternic,stark
766,schwach::A,slab,svag
767,schwach::A,debil,svag
768,fett::A,gras,fet
769,schlank::A,zvelt,slank
770,hübsch::A,drăguț,snygg
771,hübsch::A,drăguț,vacker
772,böse::A,rău,ond
773,böse::A,rău,elak
774,böse::A,răutăcios,ond
775,böse::A,răutăcios,elak
776,dumm::A,nerod,dum
777,dumm::A,tâmpit,dum
778,faul::A,leneș,lat
779,fleißig::A,harnic,flitig
780,fleißig::A,sârguincios,flitig
781,geizig::A,calic,snål
782,geizig::A,calic,girig
783,geizig::A,zgârcit,snål
784,geizig::A,zgârcit,girig
785,klug::A,isteț,klok
786,klug::A,deștept,klok
787,geschickt::A,dibaci,händig
788,geschickt::A,dibaci,skicklig
789,lieb::A,drag,kär
790,lieb::A,drag,snäll
791,lieb::A,iubit,kär
792,lieb::A,iubit,snäll
793,lustig::A,vesel,rolig
794,lustig::A,vesel,lustig
795,sanft::A,blând,mild
796,sanft::A,blajin,mild
797,hungrig::A,flămând,hungrig
798,krank::A,bolnav,sjuk
799,nackt::A,gol,naken
800,traurig::A,trist,ledsen
801,traurig::A,trist,sorgsen
802,traurig::A,mâhnit,ledsen
803,traurig::A,mâhnit,sorgsen
804,lebendig::A,viu,levande
805,gut::A,bun,bra
806,schlecht::A,rău,dålig
807,schlecht::A,prost,dålig
808,richtig::A,drept,riktig
809,richtig::A,corect,riktig
810,schlimm::A,rău,illa
811,wahr::A,adevărat,sann
812,alt::A,uzat,gammal
813,alt::A,vechi,gammal
814,neu::A,nou,ny
815,ehemalig::A,fost,forn
816,ehemalig::A,fost,tidigare
817,ehemalig::A,anterior,forn
818,ehemalig::A,anterior,tidigare
819,alt[Lebewesen]::A,bătrîn,gammal
820,jung::A,tânăr,ung
821,arm::A,sărac,fattig
822,arm::A,sărman,fattig
823,reich::A,avut,rik
824,reich::A,bogat,rik
825,bekannt::A,cunoscut,känd
826,berühmt::A,renumit,berömd
827,fremd::A,străin,främmande
828,verschieden::A,diferit,åtskillig
829,verschieden::A,deosebit,åtskillig
830,nah::A,apropiat,nära
831,fern::A,departe,fjärran
832,linker::A,stâng,vänster
833,rechter::A,drept,höger
834,anderer::A,alt,annan
835,erster::A,prim,första
836,zweiter::A,al doilea,andra
837,dritter::A,treilea,tredje
838,letzter::A,final,sist
839,allein::ADV,singur,allena
840,auf einmal::ADV,dintrodată,på en gång
841,zusammen::ADV,împreună,tillsammans
842,lange::ADV,îndelung,länge
843,lange::ADV,mult timp,länge
844,plötzlich::ADV,deodată,plötsligt
845,plötzlich::ADV,pe neașteptate,plötsligt
846,sofort::ADV,imediat,strax
847,sofort::ADV,imediat,genast
848,sofort::ADV,numaidecît,strax
849,sofort::ADV,numaidecît,genast
850,später::ADV,mai apoi,senare
851,später::ADV,mai târziu,senare
852,jetzt::ADV,acum,nu
853,heute::ADV,azi,i dag
854,heute::ADV,astăzi,i dag
855,morgen::ADV,mâine,i morgon
856,bald::ADV,curând,snart
857,dann::ADV,apoi,då
858,gestern::ADV,ieri,i går
859,einst::ADV,odată,en gång
860,einst::ADV,odinioară,en gång
861,damals::ADV,atunci,då
862,damals::ADV,atunci,den gången
