,Concept_ID,uk,uz
802,aufwachen::V,прокинутися,uyg'onmoq
803,aufstehen::V,встати,qo'pmoq
804,sich erholen::V,відпочивати,dam olmoq
805,krank werden::V,захворіти,kasallanmoq
806,krank sein::V,хворіти,betob yotmoq
807,schmerzen::V,боліти,og'rimoq
808,husten::V,кашляти,yo'talmoq
809,genesen::V,одужати,tuzalmoq
810,genesen::V,видужати,tuzalmoq
811,sterben::V,померти,o'lmoq
812,umkommen::V,згинути,halok bo'lmoq
813,sich bewegen::V,рухатися,harakat qilmoq
814,sich rühren::V,ворушитися,qimirlamoq
815,sich erheben::V,встати,qo'pmoq
816,sich setzen::V,сісти,o'tirmoq
817,hinfallen::V,упасти,yiqilmoq
818,laufen::V,ходити,yurmoq
819,schreiten::V,крокувати,yurmoq
820,spazierengehen::V,гуляти,sayr ätmoq
821,eilen::V,спішити,tezlamoq
822,sich beeilen::V,поспішати,shoshmoq
823,sausen::V,мчатися,chopqillamoq
824,rennen::V,бігати,yugurmoq
825,springen::V,скакати,sakramoq
826,springen::V,стрибати,sakramoq
827,klettern::V,лазити,yuqorilamoq
828,schaukeln::V,гойдатися,irg'amoq
829,kriechen::V,повзати,ämaklamoq
830,schwimmen::V,пливти,suzmoq
831,schwimmen::V,плавати,suzmoq
832,tauchen::V,пірнати,chu'mmoq
833,rudern::V,гребти,eshkak eshmoq
834,rudern::V,веслувати,eshkak eshmoq
835,fahren::V,їхати,haydamoq
836,fliegen::V,літати,uchmoq
837,gehen::V,іти,bormoq
838,weggehen::V,піти,ketoq
839,abfahren::V,від’їхати,jo'namoq
840,abfahren::V,відправитися,jo'namoq
841,anhalten::V,зупинитися,to'xtamoq
842,hineingehen::V,входити,kirmoq
843,eintreten::V,увійти,kirmoq
844,kommen::V,прийти,kelmoq
845,ankommen::V,прибути,etib kelmoq
846,zurückkommen::V,повернутися,qaytib kelmoq
847,bleiben::V,залишитися,qolmoq
848,warten::V,чекати,poylamoq
849,erwarten::V,чекати,kutmoq
850,suchen::V,шукати,izlamoq
851,finden::V,знайти,topmoq
852,versuchen::V,випробовувати,chalishmoq
853,vorbereiten::V,підготувати,hozirlamoq
854,lieben::V,любити,sevmoq
855,mögen::V,любити,ardoqlamoq
856,mögen::V,подобатися,ardoqlamoq
857,lachen::V,сміятися,kulmoq
858,rühren::V,розчулити,ta'sirlantirmoq
859,weinen::V,плакати,yig'lamoq
860,schimpfen::V,лаятися,koyinmoq
861,sich ärgern::V,сердитися,g'azab qilmoq
862,sich fürchten::V,боятися,hurkmoq
863,fürchten::V,боятися,qo'rqmoq
864,fliehen::V,тікати,qochmoq
865,flüchten::V,утекти,qochmoq
866,sehen::V,бачити,ko'rmoq
867,anschauen::V,поглянути,razm solmoq
868,ansehen::V,дивитися на,razm qilmoq
869,hören::V,чути,äshitmoq
870,zuhören::V,слухати,tinglamoq
871,probieren::V,покуштувати,tatib ko'rmoq
872,riechen::V,нюхати,iskamoq
873,fühlen::V,відчувати,sezmoq
874,scheinen::V,здаватися,tuyilmoq
875,zu sehen sein::V,виднітися,ko'rinmoq
876,vernehmen::V,почути,äshitmoq
877,frieren::V,мерзнути,sovuq qotmoq
878,tun::V,робити,ätmoq
879,können::V,могти,-a olmoq
880,können::V,могти,-y olmoq
881,wollen::V,хотіти,istamoq
882,anfangen::V,почати,boshlamoq
883,beenden::V,закінчити,bitirmoq
884,aufhören::V,перестати,tinmoq
885,gelingen::V,вдатися,muvaffaqiyat qozonmoq
886,geraten::V,опинитися,bo'lmoq
887,öffnen::V,відкрити,ochmoq
888,schließen::V,закрити,yopmoq
889,stellen::V,поставити,qo'ymoq
890,setzen::V,посадити,o'tqazmoq
891,legen::V,класти,yotqizmoq
892,berühren::V,чіпати,tegmoq
893,verbinden::V,зв’язати,ulamoq
894,bedecken::V,покрити,bekitmoq
895,aufhängen::V,повісити,ildirmoq
896,anzünden::V,запалити,yondirmoq
897,aufheben::V,підняти,ko'tarmoq
898,zurücklassen::V,залишити,ayrilmoq
899,verlieren::V,загубити,yo'qotmoq
900,fallen lassen::V,упустити,tushirmoq
901,machen::V,зробити,qilmoq
902,herstellen::V,виготовити,chiqarmoq
903,bauen::V,будувати,solmoq
904,reparieren::V,лагодити,tuzatmoq
905,verbessern::V,поліпшити,isloh qilmoq
906,ändern::V,змінити,o'zgartirmoq
907,graben::V,копати,qazimoq
908,beugen::V,зігнути,bukmoq
909,biegen::V,погнути,bukmoq
910,drehen::V,вертіти,aylantirmoq
911,wenden::V,повернути,burmoq
912,umdrehen::V,перевернути,ag'darmoq
913,heben::V,піднімати,yuksaltirmoq
914,hochheben::V,підняти,ko'tarmoq
915,ergreifen::V,схопити,tutamlamoq
916,halten::V,тримати,tutmoq
917,drücken::V,натискати,bosmoq
918,schieben::V,пхати,surmoq
919,schieben::V,штовхати,surmoq
920,kratzen::V,шкребти,qashimoq
921,lecken::V,лизати,mijimoq
922,beißen::V,кусати,tishlamoq
923,abreißen::V,відірвати,emirmoq
924,abschneiden::V,відрізати,cho'rt kesmoq
925,binden::V,в’язати,bog'lamoq
926,stecken::V,увіткнути,suqmoq
927,brechen::V,зламати,sindirmoq
928,klopfen::V,стукати,dukurlamoq
929,hauen::V,бити,urmoq
930,kleben::V,клеїти,yopishtirmoq
931,reiben::V,терти,surkamoq
932,streichen::V,намазати,surkamoq
933,schleifen::V,точити,qayramoq
934,schneiden::V,різати,kesmoq
935,rütteln::V,хитати,chayqamoq
936,schütteln::V,трясти,chayqamoq
937,schwenken::V,махати,chayqatmoq
938,schütten::V,налити,quymoq
939,füllen::V,наповнити,to'ldirmoq
940,einwickeln::V,загорнути,chulg'amoq
941,tragen::V,нести,tashimoq
942,schleppen::V,тягти,sudramoq
943,ziehen::V,тягнути,tortmoq
944,aufbewahren::V,зберігати,tutmoq
945,werfen::V,кидати,tashlamoq
946,fangen::V,ловити,tutmoq
947,packen::V,схопити,opqochmoq
948,verstecken::V,сховати,yashirmoq
949,teilen::V,розділити,bo'lmoq
950,schicken::V,посилати,yubormoq
951,bringen::V,принести,keltirmoq
952,hinzufügen::V,додати,tirkamoq
953,bekommen::V,дістати,olmoq
954,erhalten::V,одержати,olmoq
955,nehmen::V,взяти,olmoq
956,wählen::V,вибрати,saylamoq
957,auswählen::V,відібрати,saylamoq
958,bewahren::V,зберегти,saqlamoq
959,behindern::V,перешкоджати,xalal bermoq
960,verderben::V,зіпсувати,xazon qilmoq
961,beschädigen::V,зашкодити,buzmoq
962,zerbrechen::V,розбити,sindirmoq
963,zerreißen::V,розірвати,yirtmoq
964,zerstören::V,зруйнувати,vayron qilmoq
965,verbrennen::V,спалити,kuydirmoq
966,geben::V,дати,bermoq
967,reichen::V,передати,bermoq
968,schenken::V,дарувати,sovg'a qilmoq
969,versprechen::V,обіцяти,va'da bermoq
970,wünschen::V,бажати,orziqmoq
971,loben::V,хвалити,maqtamoq
972,küssen::V,цілувати,o'pmoq
973,wiegen::V,качати,tebratmoq
974,zudecken::V,накрити,yopmoq
975,wecken::V,розбудити,uyg'otmoq
976,zeigen::V,показати,ko'rsatmoq
977,führen::V,вести,boshlik bo'lmoq
978,lehren::V,вчити,o'rgatmoq
979,unterrichten::V,викладати,dars bermoq
980,aufziehen::V,виховати,o'stirmoq
981,leiten::V,керувати,boshqarmoq
982,antreiben::V,підганяти,shoshiltirmoq
983,lassen::V,змусити,ruxsat bermoq
984,einladen::V,запросити,taklif kilmoq
985,vereinigen::V,об’єднати,qo'shmoq
986,besuchen::V,завітати,mehmonga bormoq
987,besuchen::V,відвідати,mehmonga bormoq
988,treffen::V,зустріти,duchor bo'lmoq
989,sich versammeln::V,зібратися,to'planmoq
990,spielen::V,грати,o'ynamoq
991,singen::V,співати,yalla qilmoq
992,tanzen::V,танцювати,raqs qilmoq
993,sich trennen::V,розлучитися,yakkalanmoq
994,verlassen::V,покинути,qoldirmoq
995,retten::V,врятувати,qutqazmoq
996,bewachen::V,охороняти,qo'rimoq
997,schützen::V,уберігати,yoniga olmoq
998,verteidigen::V,захистити,yoqlamoq
999,sich schlagen::V,битися,yoqalashmoq
1000,sich schlagen::V,дратися,yoqalashmoq
1001,schießen::V,стріляти,otmoq
1002,siegen::V,перемогти,engmoq
1003,ärgern::V,сердити,jahl chiqarmoq
1004,schlagen::V,ударити,urmoq
1005,treten::V,штовхати,tepmoq
1006,stechen::V,вколоти,qadamoq
1007,stoßen::V,штовхнути,turtmoq
1008,stehlen::V,украсти,o'g'rilamoq
1009,stören::V,перешкодити,tebratmoq
1010,belästigen::V,докучати,g'ashini keltirmoq
1011,verbergen::V,сховати,berkitmoq
1012,täuschen::V,обдурити,aldamoq
1013,betrügen::V,зшахраювати,tirriq qilmoq
1014,töten::V,убити,o'ldirmoq
1015,wohnen::V,жити,istiqomat qilmoq
1016,wohnen::V,мешкати,istiqomat qilmoq
1017,arbeiten::V,працювати,ishlamoq
1018,sammeln::V,зібрати,yig'moq
1019,pflücken::V,зривати,termoq
1020,jagen::V,полювати,ov qilmoq
1021,fischen::V,рибалити,baliq ovlamoq
1022,fassen::V,піймати,ilinmoq
1023,hüten::V,пасти,boqtirmoq
1024,treiben::V,гнати,haydamoq
1025,anbinden::V,прив’язати,bog'lamoq
1026,füttern::V,годувати,edirmoq
1027,füttern::V,харчувати,edirmoq
1028,melken::V,доїти,sog'moq
1029,hacken::V,рубати,chopmoq
1030,gießen::V,полити,oqizmoq
1031,reifen::V,дозріти,qizarmoq
1032,zubereiten::V,зготовити,pishirmoq
1033,zubereiten::V,приготувати,pishirmoq
1034,kochen::V,варити,qaynatmoq
1035,kochen::V,готувати,qaynatmoq
1036,backen::V,пекти,yopmoq
1037,braten::V,смажити,qovurmoq
1038,umrühren::V,переміщати,atalamoq
1039,stricken::V,в’язати,to'qimoq
1040,nähen::V,шити,tikmoq
1041,färben::V,пофарбувати,bo'yoqlamoq
1042,reinigen::V,очистити,tozalamoq
1043,waschen::V,мити,yuvmoq
1044,abwischen::V,витерти,surkamoq
1045,spülen::V,полоскати,chaymoq
1046,fegen::V,підмітати,cho'tkalamoq
1047,kehren::V,мести,supurmoq
1048,baden::V,купатися,cho'milmoq
1049,sich waschen::V,митися,yuvinmoq
1050,ausziehen::V,зняти,echintirmoq
1051,anziehen::V,надіти,kiymoq
1052,sich anziehen::V,одягтися,kiyinmoq
1053,sich anziehen::V,одягнутися,kiyinmoq
1054,kämmen::V,зачесати,taramoq
1055,schmücken::V,оздобити,yasatmoq
1056,sagen::V,сказати,aytmoq
1057,sprechen::V,говорити,so'zlamoq
1058,reden::V,розмовляти,gapirmoq
1059,sich unterhalten::V,бесідувати,suhbatlashmoq
1060,fragen::V,запитати,so'ramoq
1061,bitten::V,просити,iltimos qilmoq
1062,erzählen::V,розповісти,aytib bermoq
1063,mitteilen::V,повідомити,bildirmoq
1064,nennen::V,назвати,atamoq
1065,rufen::V,кликати,chaqirmoq
1066,prahlen::V,хвалитися,gerdaymoq
1067,übersetzen::V,перекласти,tarjima qilmoq
1068,denken::V,думати,o'ylamoq
1069,denken::V,мислити,o'ylamoq
1070,glauben::V,вірити,ishonmoq
1071,bemerken::V,помітити,payqamoq
1072,erkennen::V,пізнати,tanimoq
1073,begreifen::V,осягнути,tushunmoq
1074,verstehen::V,почути,anglamoq
1075,lernen::V,навчатися,o'qimoq
1076,wissen::V,знати,bilmoq
1077,sich erinnern an::V,пам’ятати,äsni tanimoq
1078,vergessen::V,забути,unutmoq
1079,messen::V,міряти,o'lchamoq
1080,zählen::V,лічити,raqamlamoq
1081,rechnen::V,рахувати,cho'tlamoq
1082,lesen::V,читати,o'qimoq
1083,malen::V,малювати,rasm solmoq
1084,zeichnen::V,рисувати,chizmoq
1085,schreiben::V,писати,yozmoq
1086,besitzen::V,мати,ägalamoq
1087,kaufen::V,купити,olmoq
1088,verkaufen::V,продати,sotmoq
1089,bezahlen::V,заплатити,to'lamoq
1090,zahlen::V,платити,to'lamoq
1091,beherrschen::V,володіти,ägalamoq
1092,ertragen::V,витерпіти,chidamoq
