,Concept_ID,de,lt
183,Mücke::N,Mücke,uodas
184,Fliege::N,Fliege,musė
185,Schmetterling::N,Schmetterling,drugys
186,Schmetterling::N,Schmetterling,peteliškė
187,Beere::N,Beere,uoga
188,Apfel::N,Apfel,obuolys
189,Pilz::N,Pilz,grybas
190,Zwiebel::N,Zwiebel,svogūnas
191,Saat::N,Saat,sėkla
192,Korn::N,Korn,grūdai
193,Heu::N,Heu,šienas
194,Schale::N,Schale,žievelė
195,Grube::N,Grube,duobė
196,Falle::N,Falle,pinklės
197,Falle::N,Falle,žabangai
198,Schlinge::N,Schlinge,kilpa
199,Spur::N,Spur,vėžė
200,Spur::N,Spur,pėdos
201,Spur::N,Spur,pėdsakas
202,Asche::N,Asche,pelenai
203,Dreck::N,Dreck,purvas
204,Eisen::N,Eisen,geležis
205,Gold::N,Gold,auksas
206,Silber::N,Silber,sidabras
207,Kohle::N,Kohle,anglis
208,Glas::N,Glas,stiklas
209,Lehm::N,Lehm,molis
210,Sand::N,Sand,smėlis
211,Mensch::N,Mensch,žmogus
212,Mann::N,Mann,vyras
213,Mann::N,Mann,vyriškis
214,Frau::N,Frau,moteris
215,Kind::N,Kind,vaikas
216,Junge::N,Junge,vaikinas
217,Junge::N,Junge,berniukas
218,Mädchen::N,Mädchen,mergytė
219,Mädchen::N,Mädchen,mergaitė
220,Familie::N,Familie,šeima
221,Großvater::N,Großvater,senelis
222,Großmutter::N,Großmutter,senelė
223,Eltern::N,Eltern,tėvai
224,Vater::N,Vater,tėvas
225,Mutter::N,Mutter,motina
226,Sohn::N,Sohn,sūnus
227,Tochter::N,Tochter,duktė
228,Bruder::N,Bruder,brolis
229,Schwester::N,Schwester,sesuo
230,Onkel::N,Onkel,dėdė
231,Tante::N,Tante,teta
232,Ehemann::N,Ehemann,vyras
233,Ehefrau::N,Ehefrau,žmona
234,Freude::N,Freude,džiaugsmas
235,Gelächter::N,Gelächter,juokas
236,Glück::N,Glück,laimė
237,Kummer::N,Kummer,vargas
238,Kummer::N,Kummer,rūpestis
239,Wunsch::N,Wunsch,troškimas
240,Wunsch::N,Wunsch,pageidavimas
241,Lust::N,Lust,noras
242,Lust::N,Lust,geidulys
243,Geist::N,Geist,dvasia
244,Gedanke::N,Gedanke,mintis
245,Gedächtnis::N,Gedächtnis,atmintis
246,Verstand::N,Verstand,protas
247,Sinn::N,Sinn,prasmė
248,Grund::N,Grund,priežastis
249,Wahrheit::N,Wahrheit,tiesa
250,Wahrheit::N,Wahrheit,teisybė
251,Gespräch::N,Gespräch,pokalbis
252,Märchen::N,Märchen,pasaka
253,Erzählung::N,Erzählung,apsakymas
254,Erzählung::N,Erzählung,pasakojimas
255,Nachricht::N,Nachricht,žinia
256,Neuigkeit::N,Neuigkeit,naujiena
257,Name::N,Name,vardas
258,Rätsel::N,Rätsel,mįslė
259,Rede::N,Rede,kalba
260,Sprache::N,Sprache,kalba
261,Stimme::N,Stimme,balsas
262,Wort::N,Wort,žodis
263,Zeichen::N,Zeichen,žymė
264,Zeichen::N,Zeichen,ženklas
265,Ruf::N,Ruf,šauksmas
266,Lärm::N,Lärm,triukšmas
267,Laut::N,Laut,garsas
268,Ton::N,Ton,tonas
269,Ton::N,Ton,garsas
270,Lied::N,Lied,daina
271,Lied::N,Lied,giesmė
272,Ruhe::N,Ruhe,ramybė
273,Ruhe::N,Ruhe,ramumas
274,Leute::N,Leute,žmonės
275,Volk::N,Volk,tauta
276,Arbeit::N,Arbeit,darbas
277,Arbeit::N,Arbeit,triūsas
278,Gast::N,Gast,svečias
279,Geschenk::N,Geschenk,dovana
280,Spiel::N,Spiel,žaismas
281,Spiel::N,Spiel,žaidimas
282,Gesellschaft::N,Gesellschaft,draugija
283,Gesellschaft::N,Gesellschaft,kompanija
284,Hilfe::N,Hilfe,pagalba
285,Freund::N,Freund,draugas
286,Freund::N,Freund,bičiulis
287,Kamerad::N,Kamerad,draugas
288,Angelegenheit::N,Angelegenheit,dalykas
289,Angelegenheit::N,Angelegenheit,reikalas
290,Anzahl::N,Anzahl,kiekis
291,Anzahl::N,Anzahl,skaičius
292,Art::N,Art,rūšis
293,Stück::N,Stück,gabalas
294,Teil::N,Teil,dalis
295,Hälfte::N,Hälfte,pusė
296,Kreis::N,Kreis,ratas
297,Kreis::N,Kreis,apskritis
298,Kreis::N,Kreis,apskritimas
299,Kreuz::N,Kreuz,kryžius
300,Linie::N,Linie,linija
301,Strich::N,Strich,brėžis
302,Strich::N,Strich,brūkšnys
303,Abstand::N,Abstand,atstumas
304,Entfernung::N,Entfernung,atstumas
305,Gegend::N,Gegend,vietovė
306,Platz::N,Platz,vieta
307,Ort::N,Ort,vieta
308,Ort::N,Ort,vietovė
309,Seite::N,Seite,pusė
310,Seite::N,Seite,šonas
311,Mitte::N,Mitte,vidurys
312,Gegenstand::N,Gegenstand,dalykas
313,Sache::N,Sache,daiktas
314,Rand::N,Rand,kraštas
315,Rand::N,Rand,pakraštys
316,Kante::N,Kante,kraštas
317,Ecke::N,Ecke,kertė
318,Ecke::N,Ecke,kampas
319,Spitze::N,Spitze,priekis
320,Spitze::N,Spitze,priešakys
321,Ende::N,Ende,galas
322,Loch::N,Loch,skylė
323,Winkel::N,Winkel,kampas
324,Winkel::N,Winkel,kampelis
325,Muster::N,Muster,raštas
326,Größe::N,Größe,dydis
327,Größe::N,Größe,didumas
328,Länge::N,Länge,ilgis
329,Länge::N,Länge,ilgumas
330,Höhe::N,Höhe,aukštis
331,Höhe::N,Höhe,aukštuma
332,Gewicht::N,Gewicht,svoris
333,Gewicht::N,Gewicht,svarstis
334,Menge::N,Menge,kiekis
335,Menge::N,Menge,daugybė
336,Haufen::N,Haufen,krūva
337,Haufen::N,Haufen,šūsnis
338,Reihe::N,Reihe,greta
339,Boot::N,Boot,valtis
340,Boot::N,Boot,laivelis
341,Ruder::N,Ruder,irklas
342,Schlitten::N,Schlitten,rogės
343,Schlitten::N,Schlitten,rogutės
344,Ski::N,Ski,slidė
345,Lagerfeuer::N,Lagerfeuer,laužas
346,Last::N,Last,našta
347,Last::N,Last,nešulys
348,Gang::N,Gang,eisena
349,Schritt::N,Schritt,žingsnis
350,Norden::N,Norden,šiaurė
351,Norden::N,Norden,žiemiai
352,Süden::N,Süden,pietūs
353,Westen::N,Westen,vakarai
354,Osten::N,Osten,rytai
355,Holz::N,Holz,mediena
356,Brett::N,Brett,lenta
357,Platte::N,Platte,plokštė
358,Stütze::N,Stütze,atrama
359,Stütze::N,Stütze,atspara
360,Stange::N,Stange,lazda
361,Stange::N,Stange,kartis
362,Stock::N,Stock,lazda
363,Stab::N,Stab,kartis
364,Rohr::N,Rohr,vamzdis
365,Haus::N,Haus,namas
366,Heim::N,Heim,namai
367,Ofen::N,Ofen,krosnis
368,Fußboden::N,Fußboden,grindys
369,Tisch::N,Tisch,stalas
370,Stuhl::N,Stuhl,kėdė
371,Wiege::N,Wiege,lopšys
372,Bett::N,Bett,lova
373,Bett::N,Bett,patalai
374,Regal::N,Regal,lentyna
375,Kiste::N,Kiste,dėžė
376,Fenster::N,Fenster,langas
377,Tür::N,Tür,durys
378,Tor::N,Tor,vartai
379,Zaun::N,Zaun,tvora
380,Dach::N,Dach,stogas
381,Leiter::N,Leiter,kopėčios
382,Besen::N,Besen,šluota
383,Spaten::N,Spaten,lopeta
384,Spaten::N,Spaten,kastuvas
385,Schaufel::N,Schaufel,semtuvas
386,Gabel::N,Gabel,šakutė
387,Löffel::N,Löffel,šaukštas
388,Messer::N,Messer,peilis
389,Nagel::N,Nagel,vinis
390,Netz::N,Netz,tinklas
391,Haken::N,Haken,vagis
392,Haken::N,Haken,kablys
393,Griff::N,Griff,kotas
394,Griff::N,Griff,rankena
395,Schloss::N,Schloss,spyna
396,Schloss::N,Schloss,užraktas
397,Bild::N,Bild,paveikslas
398,Figur::N,Figur,figūra
399,Puppe::N,Puppe,lėlė
400,Beutel::N,Beutel,krepšys
401,Beutel::N,Beutel,maišelis
402,Bündel::N,Bündel,ryšulys
403,Tasche::N,Tasche,krepšelis
404,Eimer::N,Eimer,kibiras
405,Deckel::N,Deckel,dangtis
406,Geschirr::N,Geschirr,indai
407,Sack::N,Sack,maišas
408,Tasse::N,Tasse,puodukas
409,Topf::N,Topf,puodas
410,Kessel::N,Kessel,katilas
411,Essen::N,Essen,valgis
412,Nahrung::N,Nahrung,penas
413,Nahrung::N,Nahrung,maistas
414,Speise::N,Speise,patiekalas
415,Fleisch::N,Fleisch,mėsa
416,Getreide::N,Getreide,javai
417,Brei::N,Brei,košė
418,Brot::N,Brot,duona
419,Scheibe::N,Scheibe,riekė
420,Fett::N,Fett,taukai
421,Fett::N,Fett,riebalai
422,Butter::N,Butter,sviestas
423,Öl::N,Öl,aliejus
424,Salz::N,Salz,druska
425,Suppe::N,Suppe,sriuba
426,Honig::N,Honig,medus
427,Milch::N,Milch,pienas
428,Tee::N,Tee,arbata
429,Leder::N,Leder,oda
430,Wolle::N,Wolle,vilna
431,Stoff::N,Stoff,audeklas
432,Nadel::N,Nadel,adata
433,Faden::N,Faden,gija
434,Faden::N,Faden,siūlas
435,Knopf::N,Knopf,saga
436,Knoten::N,Knoten,mazgas
437,Farbe::N,Farbe,dažai
438,Kleidung::N,Kleidung,rūbai
439,Kleidung::N,Kleidung,drabužiai
440,Hemd::N,Hemd,marškiniai
441,Kragen::N,Kragen,apykaklė
442,Ärmel::N,Ärmel,rankovė
443,Hose::N,Hose,kelnės
444,Gürtel::N,Gürtel,juosta
445,Gürtel::N,Gürtel,diržas
446,Mütze::N,Mütze,kepurė
447,Schuh::N,Schuh,batas
448,Stiefel::N,Stiefel,auliniai batai
449,Ring::N,Ring,žiedas
450,Band::N,Band,kaspinas
451,Kamm::N,Kamm,šukos
452,Spiegel::N,Spiegel,veidrodis
453,Riemen::N,Riemen,diržas
454,Schnur::N,Schnur,virvė
455,Leine::N,Leine,pavadėlis
456,Decke::N,Decke,antklodė
457,Kissen::N,Kissen,pagalvė
458,Kissen::N,Kissen,priegalvis
459,Tuch::N,Tuch,skarelė
460,Handtuch::N,Handtuch,rankšluostis
461,Kraft::N,Kraft,jėga
462,Stärke::N,Stärke,stiprumas
463,Gesundheit::N,Gesundheit,sveikata
464,Krankheit::N,Krankheit,liga
465,Schmerz::N,Schmerz,skausmas
466,Wunde::N,Wunde,žaizda
467,Fieber::N,Fieber,karštis
468,Arznei::N,Arznei,vaistas
469,Brücke::N,Brücke,tiltas
470,Brunnen::N,Brunnen,šulinys
471,Weide::N,Weide,ganykla
472,Weide::N,Weide,gluosnis
473,Pfad::N,Pfad,takas
474,Weg::N,Weg,kelias
475,Straße::N,Straße,gatvė
476,Dorf::N,Dorf,kaimas
477,Dorf::N,Dorf,sodžius
478,Stadt::N,Stadt,miestas
479,Brief::N,Brief,laiškas
480,Buch::N,Buch,knyga
481,Buchstabe::N,Buchstabe,raidė
482,Zeitung::N,Zeitung,laikraštis
483,Leben::N,Leben,gyvybė
484,Leben::N,Leben,gyvenimas
485,Tod::N,Tod,mirtis
486,Grab::N,Grab,kapas
487,Kirche::N,Kirche,bažnyčia
488,Sünde::N,Sünde,nuodėmė
489,Sünde::N,Sünde,nusidėjimas
490,Gott::N,Gott,dievas
491,Arbeiter::N,Arbeiter,darbininkas
492,Chef::N,Chef,šefas
493,Chef::N,Chef,vadovas
494,Chef::N,Chef,viršininkas
495,Meister::N,Meister,meistras
496,Arzt::N,Arzt,gydytojas
497,Lehrer::N,Lehrer,mokytojas
498,Geld::N,Geld,pinigai
499,Geschäft::N,Geschäft,biznis
500,Laden::N,Laden,krautuvė
501,Laden::N,Laden,parduotuvė
502,Preis::N,Preis,kaina
503,Ware::N,Ware,prekė
504,Nutzen::N,Nutzen,nauda
505,Nutzen::N,Nutzen,pelnas
506,Reichtum::N,Reichtum,turtas
507,Welt::N,Welt,pasaulis
508,Land::N,Land,žemė
509,Land::N,Land,šalis
510,Staat::N,Staat,valstija
511,König::N,König,karalius
512,Macht::N,Macht,galia
513,Macht::N,Macht,valdžia
514,Grenze::N,Grenze,riba
515,Grenze::N,Grenze,siena
516,Krieg::N,Krieg,karas
517,Feind::N,Feind,priešas
518,Gewalt::N,Gewalt,jėga
519,Gewalt::N,Gewalt,smurtas
520,Gewalt::N,Gewalt,prievarta
521,Kampf::N,Kampf,kova
522,Bogen[Waffe]::N,Bogen,lankas
523,Pfeil::N,Pfeil,strėlė
524,Gewehr::N,Gewehr,šautuvas
525,Fehler::N,Fehler,klaida
526,Lüge::N,Lüge,melas
527,Schaden::N,Schaden,nuostolis
528,Schaden::N,Schaden,apgadinimas
529,Unglück::N,Unglück,nelaimė
530,Schuld::N,Schuld,kaltė
531,Alter::N,Alter,amžius
532,Schluss::N,Schluss,pabaiga
533,Zeit::N,Zeit,laikas
534,Tag::N,Tag,diena
535,Morgen::N,Morgen,rytas
536,Mittag::N,Mittag,vidurdienis
537,Abend::N,Abend,vakaras
538,Nacht::N,Nacht,naktis
539,Woche::N,Woche,savaitė
540,Monat::N,Monat,mėnuo
541,Jahr::N,Jahr,metai
542,Frühling::N,Frühling,pavasaris
543,Sommer::N,Sommer,vasara
544,Herbst::N,Herbst,ruduo
545,Winter::N,Winter,žiema
546,Januar::N,Januar,sausis
547,Februar::N,Februar,vasaris
548,März::N,März,kovas
549,April::N,April,balandis
550,Mai::N,Mai,gegužė
551,Juni::N,Juni,birželis
552,Juli::N,Juli,liepa
553,August::N,August,rugpjūtis
554,September::N,September,rugsėjis
555,Oktober::N,Oktober,spalis
556,November::N,November,lapkritis
557,Dezember::N,Dezember,gruodis
558,Montag::N,Montag,pirmadienis
559,Dienstag::N,Dienstag,antradienis
560,Mittwoch::N,Mittwoch,trečiadienis
561,Donnerstag::N,Donnerstag,ketvirtadienis
562,Freitag::N,Freitag,penktadienis
563,Samstag::N,Samstag,šeštadienis
564,Sonntag::N,Sonntag,sekmadienis
565,groß::A,groß,didis
566,groß::A,groß,didelis
567,klein::A,klein,mažas
568,lang::A,lang,ilgas
569,kurz::A,kurz,trumpas
570,breit::A,breit,platus
571,schmal::A,schmal,smulkus
572,dicht::A,dicht,tankus
573,dick[Gegenstand]::A,dick,storas
574,dünn::A,dünn,plonas
575,fein::A,fein,smulkus
576,fest::A,fest,kietas
577,fest::A,fest,tvirtas
578,flach::A,flach,lėkštas
579,flach::A,flach,plokščias
580,glatt::A,glatt,slidus
581,hart::A,hart,kietas
582,weich::A,weich,minkštas
583,rund::A,rund,apvalus
584,rund::A,rund,apskritas
585,spitz::A,spitz,aštrus
586,spitz::A,spitz,smailus
587,scharf::A,scharf,aštrus
588,stumpf::A,stumpf,bukas
589,stumpf::A,stumpf,atšipęs
590,schwer::A,schwer,sunkus
591,schön::A,schön,gražus
592,heiß::A,heiß,karštas
593,warm::A,warm,šiltas
594,kalt::A,kalt,šaltas
595,kühl::A,kühl,vėsus
596,kühl::A,kühl,bejausmis
597,frisch::A,frisch,šviežias
598,feucht::A,feucht,drėgnas
599,nass::A,nass,šlapias
600,trocken::A,trocken,sausas
601,voll::A,voll,pilnas
602,leer::A,leer,tuščias
603,offen::A,offen,atviras
604,geschlossen::A,geschlossen,uždaras
605,geschlossen::A,geschlossen,uždarytas
606,sauber::A,sauber,švarus
607,schmutzig::A,schmutzig,nešvarus
608,schmutzig::A,schmutzig,purvinas
609,roh::A,roh,žalias
610,reif::A,reif,prinokęs
611,reif::A,reif,pribrendęs
612,lecker::A,lecker,gardus
613,süß::A,süß,saldus
614,bitter::A,bitter,kartus
615,sauer::A,sauer,gižus
616,sauer::A,sauer,rūgštus
617,hell::A,hell,šviesus
618,hell::A,hell,skaistus
619,dunkel::A,dunkel,tamsus
620,schwarz::A,schwarz,juodas
621,weiß::A,weiß,baltas
622,rot::A,rot,raudonas
623,gelb::A,gelb,geltonas
624,blau::A,blau,mėlynas
625,grün::A,grün,žalias
626,grau::A,grau,pilkas
627,bunt::A,bunt,margas
628,bunt::A,bunt,spalvotas
629,billig::A,billig,pigus
630,teuer::A,teuer,brangus
631,wertvoll::A,wertvoll,vertingas
632,blind::A,blind,aklas
633,taub::A,taub,kurčias
634,kräftig::A,kräftig,stiprus
635,stark::A,stark,stiprus
636,schwach::A,schwach,silpnas
637,fett::A,fett,riebus
638,schlank::A,schlank,laibas
639,schlank::A,schlank,lieknas
640,hübsch::A,hübsch,gražus
641,böse::A,böse,blogas
642,dumm::A,dumm,paikas
643,dumm::A,dumm,kvailas
644,faul::A,faul,tingus
645,fleißig::A,fleißig,stropus
646,fleißig::A,fleißig,kruopštus
647,geizig::A,geizig,šykštus
648,klug::A,klug,sumanus
649,klug::A,klug,protingas
650,geschickt::A,geschickt,apsukrus
651,lieb::A,lieb,mielas
652,lustig::A,lustig,smagus
653,lustig::A,lustig,linksmas
654,sanft::A,sanft,švelnus
655,sanft::A,sanft,minkštas
656,hungrig::A,hungrig,alkanas
657,krank::A,krank,ligotas
658,krank::A,krank,sergantis
659,nackt::A,nackt,nuogas
660,traurig::A,traurig,liūdnas
661,lebendig::A,lebendig,gyvas
662,gut::A,gut,geras
663,schlecht::A,schlecht,blogas
664,schlecht::A,schlecht,prastas
665,richtig::A,richtig,tikras
666,richtig::A,richtig,teisingas
667,schlimm::A,schlimm,blogas
668,schlimm::A,schlimm,prastas
669,wahr::A,wahr,tikras
670,alt::A,alt,senas
671,neu::A,neu,naujas
672,ehemalig::A,ehemalig,buvęs
673,alt[Lebewesen]::A,alt,pagyvenęs
674,jung::A,jung,jaunas
675,arm::A,arm,neturtingas
676,reich::A,reich,turtingas
677,bekannt::A,bekannt,žinomas
678,bekannt::A,bekannt,pažįstamas
679,berühmt::A,berühmt,žymus
680,berühmt::A,berühmt,garsus
681,fremd::A,fremd,svetimas
682,verschieden::A,verschieden,įvairus
683,nah::A,nah,artimas
684,fern::A,fern,tolimas
685,linker::A,linker,kairys
686,rechter::A,rechter,dešinys
687,anderer::A,anderer,kitas
688,erster::A,erster,pirmas
689,zweiter::A,zweiter,antras
690,dritter::A,dritter,trečias
691,letzter::A,letzter,paskutinis
692,allein::ADV,allein,vienas
693,auf einmal::ADV,auf einmal,iš karto
694,zusammen::ADV,zusammen,kartu
695,zusammen::ADV,zusammen,drauge
696,lange::ADV,lange,ilgai
697,plötzlich::ADV,plötzlich,staiga
698,sofort::ADV,sofort,tuojau
699,später::ADV,später,vėliau
700,später::ADV,später,paskiau
701,jetzt::ADV,jetzt,dabãr
702,heute::ADV,heute,šiandien
703,morgen::ADV,morgen,rytoj
704,bald::ADV,bald,greitai
705,bald::ADV,bald,netrukus
706,dann::ADV,dann,po to
707,gestern::ADV,gestern,vakar
708,einst::ADV,einst,kadaise
709,einst::ADV,einst,kitą kartą
710,damals::ADV,damals,anuomet
711,damals::ADV,damals,anuokart
712,danach::ADV,danach,po to
713,danach::ADV,danach,paskui
714,vorher::ADV,vorher,anksčiau
715,zuerst::ADV,zuerst,pirma
716,zuerst::ADV,zuerst,iš pradžių̃
717,einmal::ADV,einmal,kartą
718,einmal::ADV,einmal,vieną kartą
719,manchmal::ADV,manchmal,kai kada
720,oft::ADV,oft,dažnai
721,immer::ADV,immer,visada
722,immer::ADV,immer,visuomet
723,niemals::ADV,niemals,niekada
724,niemals::ADV,niemals,niekuomet
725,hier::ADV,hier,čia
726,hierhin::ADV,hierhin,šen
727,hierhin::ADV,hierhin,čionai
728,von hier::ADV,von hier,iš čia
729,dort::ADV,dort,ten
730,dort::ADV,dort,tenai
731,dorthin::ADV,dorthin,ten
732,dorthin::ADV,dorthin,ten link
733,geradeaus::ADV,geradeaus,tiesiai
734,vorwärts::ADV,vorwärts,pirmyn
735,rückwärts::ADV,rückwärts,atbulai
736,zurück::ADV,zurück,atgal
737,unten::ADV,unten,žemai
738,unten::ADV,unten,apačioje
739,hinab::ADV,hinab,žemyn
740,oben::ADV,oben,viršuj
741,hinauf::ADV,hinauf,aukštyn
742,hinauf::ADV,hinauf,į viršų
743,überall::ADV,überall,visur
744,nicht::ADV,nicht,ne
745,ein wenig::ADV,ein wenig,truputį
746,kaum::ADV,kaum,vos
747,sehr::ADV,sehr,labai
748,sehr::ADV,sehr,baisiai
749,so::ADV,so,taip
750,noch::ADV,noch,dar
751,nur::ADV,nur,tik
752,nur::ADV,nur,vien
753,schon::ADV,schon,jau
754,wieder::ADV,wieder,vėl
755,wieder::ADV,wieder,iš naujo
756,vergebens::ADV,vergebens,veltui
757,vergebens::ADV,vergebens,bergždžiai
758,vor::PRP,vor,prieš
759,hinter::PRP,hinter,už
760,unter::PRP,unter,po
761,durch::PRP,durch,pro
762,durch::PRP,durch,per
763,neben::PRP,neben,prie
764,neben::PRP,neben,šalia
765,zwischen::PRP,zwischen,tarp
766,wegen::PRP,wegen,dėl
767,wegen::PRP,wegen,dėlei
768,dies::PRN,dies,šis
769,dies::PRN,dies,šitas
770,das::PRN,das,tat
771,alles::PRN,alles,visas
772,ich::PRN,ich,aš
773,du::PRN,du,tu
774,er::PRN,er,jis
775,wir::PRN,wir,mes
776,ihr::PRN,ihr,jūs
777,sie::PRN,sie,ji
