,Concept_ID,av,bg
171,Katze::N,кету,котка
172,Bär::N,ци,мечка
173,Eichhörnchen::N,гвангва,катерица
174,Fuchs::N,цер,лисица
175,Hase::N,гӏанкӏ,заек
176,Maus::N,гӏункӏкӏ,мишка
177,Wolf::N,бацӏ,вълк
178,Vogel::N,хӏинчӏ,птица
179,Schwarm::N,тӏел,рой
180,Schwarm::N,тӏел,рояк
181,Huhn::N,гӏанкӏу,кокошка
182,Hahn::N,хӏелеко,петел
183,Gans::N,хъаз,гъска
184,Adler::N,цӏум,орел
185,Ente::N,ордек,патица
186,Eule::N,беццаруз,сова
187,Kranich::N,къункъра,жерав
188,Krähe::N,гъеду,врана
189,Kuckuck::N,гагу,кукувица
190,Schwan::N,хӏанкъва,лебед
191,Fisch::N,ччугӏа,риба
192,Barsch::N,окунь,костур
193,Hecht::N,щука,щука
194,Schlange[Tier]::N,борохь,змия
195,Wurm::N,хӏапара,червей
196,Spinne::N,хъанхъра,паяк
197,Ameise::N,цӏунцӏра,мравка
198,Laus::N,нацӏ,въшка
199,Mücke::N,кӏкӏара,комар
200,Fliege::N,тӏутӏ,муха
201,Schmetterling::N,кӏалкӏучӏ,пеперуда
202,Apfel::N,гӏеч,ябълка
203,Pilz::N,гӏурдахӏан,гъба
204,Zwiebel::N,кӏочӏопер,лук
205,Zwiebel::N,кӏочӏопер,кромид
206,Saat::N,хьон,семе
207,Korn::N,мугь,зърно
208,Heu::N,хер,сено
209,Schale::N,хъал,кора
210,Grube::N,гвенд,яма
211,Grube::N,гвенд,дупка
212,Falle::N,къор,примка
213,Falle::N,къотен,примка
214,Schlinge::N,кӏичӏ,клуп
215,Spur::N,лъалкӏ,диря
216,Spur::N,лъалкӏ,следа
217,Asche::N,рахъу,пепел
218,Dreck::N,гъиз,кал
219,Dreck::N,хӏарщ,кал
220,Eisen::N,махх,желязо
221,Gold::N,месед,злато
222,Silber::N,гӏарац,сребро
223,Kohle::N,тӏурччи,въглища
224,Glas::N,цӏер,стъкло
225,Lehm::N,хӏатӏ,глина
226,Sand::N,сали,пясък
227,Mensch::N,чи,човек
228,Mann::N,бихьинчи,мъж
229,Frau::N,гӏадан,жена
230,Kind::N,лъимер,дете
231,Junge::N,вас,момче
232,Mädchen::N,яс,момиче
233,Familie::N,хъизан,фамилия
234,Familie::N,хъизан,семейство
235,Großvater::N,кӏудада,дядо
236,Großmutter::N,кӏодо,баба
237,Eltern::N,эбел-эмен,родители
238,Vater::N,эмен,баща
239,Mutter::N,эбел,майка
240,Sohn::N,вас,син
241,Tochter::N,яс,дъщеря
242,Bruder::N,вац,брат
243,Schwester::N,яц,сестра
244,Onkel::N,даци,чичо
245,Onkel::N,даци,вуйчо
246,Tante::N,ада,леля
247,Ehemann::N,рос,съпруг
248,Ehefrau::N,чӏужу,съпруга
249,Freude::N,ракӏбохи,радост
250,Gelächter::N,релъи,смях
251,Glück::N,талихӏ,щастие
252,Glück::N,талихӏ-рохел,щастие
253,Kummer::N,хӏалкъай,тъга
254,Wunsch::N,къасд,желание
255,Lust::N,гъира,желание
256,Geist::N,чӏанкӏ,дух
257,Geist::N,рухӏ-жан,дух
258,Gedanke::N,пикру,мисъл
259,Verstand::N,лумалъи,ум
260,Verstand::N,лумалъи,разум
261,Verstand::N,цӏодорлъи,ум
262,Verstand::N,цӏодорлъи,разум
263,Sinn::N,магӏна,смисъл
264,Grund::N,багьана,причина
265,Wahrheit::N,ритӏухълъи,правда
266,Gespräch::N,накъит,разговор
267,Märchen::N,маргьа,приказка
268,Erzählung::N,къиса,разказ
269,Nachricht::N,хабар,вест
270,Nachricht::N,хабар,известие
271,Neuigkeit::N,хабар-гӏазаб,новина
272,Name::N,цӏар,име
273,Rätsel::N,бицанкӏо,гатанка
274,Rede::N,речь,реч
275,Rede::N,речь,слово
276,Rede::N,калам,реч
277,Rede::N,калам,слово
278,Sprache::N,мацӏ,език
279,Stimme::N,гьаракь,глас
280,Wort::N,рагӏи,дума
281,Zeichen::N,ишара,знак
282,Zeichen::N,гӏаламат,знак
283,Ruf::N,ахӏи,зов
284,Lärm::N,хъуй,шум
285,Lärm::N,хъуй,глъчка
286,Lärm::N,хъуди,шум
287,Lärm::N,хъуди,глъчка
288,Laut::N,гьаракь,звук
289,Laut::N,сас,звук
290,Lied::N,кечӏ,песен
291,Ruhe::N,рахӏат,тишина
292,Ruhe::N,рахӏат,спокойствие
293,Leute::N,гӏадамал,хора
294,Volk::N,халкъ,народ
295,Arbeit::N,хӏалтӏи,труд
296,Arbeit::N,хӏалтӏи,работа
297,Gast::N,гьобол,гост
298,Geschenk::N,сайигъат,дар
299,Geschenk::N,сайигъат,подарък
300,Spiel::N,хӏай,игра
301,Spiel::N,расанди,игра
302,Gesellschaft::N,жамагӏат,общество
303,Hilfe::N,кумек,помощ
304,Freund::N,гьудул,приятел
305,Kamerad::N,гьалмагъ,другар
306,Angelegenheit::N,къваригӏел,работа
307,Anzahl::N,рикӏкӏен,брой
308,Anzahl::N,рикӏкӏен,количество
309,Art::N,жинс,вид
310,Stück::N,кесек,къс
311,Stück::N,кесек,парче
312,Teil::N,пай,дял
313,Teil::N,пай,част
314,Hälfte::N,бащдаб,половина
315,Kreis::N,гор,кръг
316,Kreuz::N,хъанч,кръст
317,Linie::N,мухъ,черта
318,Strich::N,хӏучч,щрих
319,Strich::N,хӏучч,черта
320,Abstand::N,манзил,дистанция
321,Abstand::N,манзил,разстояние
322,Entfernung::N,манзил,разстояние
323,Gegend::N,рахъ,местност
324,Platz::N,бакӏ,място
325,Ort::N,бакӏ,място
326,Seite::N,рахъ,страна
327,Mitte::N,бакьулъбакӏ,среда
328,Gegenstand::N,жо,предмет
329,Sache::N,жо,вещ
330,Rand::N,мицӏир,ръб
331,Kante::N,рагӏал,ръб
332,Kante::N,рагӏал,кант
333,Kante::N,рагӏа-ракьан,ръб
334,Kante::N,рагӏа-ракьан,кант
335,Ecke::N,цили,ъгъл
336,Spitze::N,тӏогь,връх
337,Spitze::N,тӏогь,острие
338,Ende::N,кӏал,край
339,Loch::N,каратӏ,дупка
340,Muster::N,накъиш,десен
341,Muster::N,накъиш,образец
342,Größe::N,кӏодо́лъи,големина
343,Länge::N,халалъи,дължина
344,Höhe::N,борхалъи,висота
345,Höhe::N,борхалъи,височина
346,Gewicht::N,бакӏлъи,тегло
347,Gewicht::N,бакӏлъи,тежест
348,Haufen::N,гъуни,куп
349,Haufen::N,гъуни,грамада
350,Reihe::N,ирга́,ред
351,Reihe::N,ирга́,редица
352,Boot::N,раса,лодка
353,Ruder::N,раххан,весло
354,Ruder::N,раххан,гребло
355,Schlitten::N,чанагъ,шейна
356,Ski::N,лыжаби,ски
357,Lagerfeuer::N,цӏа,огнище
358,Last::N,бакӏлъи,товар
359,Gang::N,хьвади,ход
360,Gang::N,хьвади,вървеж
361,Gang::N,хьвада-чӏвади,ход
362,Gang::N,хьвада-чӏвади,вървеж
363,Schritt::N,гали,стъпка
364,Norden::N,шимал,север
365,Süden::N,юг,юг
366,Süden::N,къибла,юг
367,Westen::N,гъарб,запад
368,Westen::N,магъриб,запад
369,Osten::N,шаркъ,изток
370,Osten::N,машрикъ,изток
371,Holz::N,цӏул,дърво
372,Brett::N,хъарщи,дъска
373,Platte::N,къоно,
374,Stange::N,гӏер,прът
375,Stange::N,гӏер,върлина
376,Stock::N,тӏил,прът
377,Stock::N,тӏил,тояга
378,Stab::N,гӏер,прът
379,Rohr::N,турба,цев
380,Rohr::N,турба,тръба
381,Haus::N,ригь,къща
382,Haus::N,рукъзал,къща
383,Heim::N,рукъ,дом
384,Ofen::N,печь,печка
385,Fußboden::N,чӏабар,под
386,Tisch::N,стол,маса
387,Stuhl::N,бакӏу,стол
388,Wiege::N,кини,люлка
389,Bett::N,кровать,легло
390,Bett::N,кровать,креват
391,Regal::N,хъарщи,рафт
392,Regal::N,хъарщи,етажерка
393,Kiste::N,ящик,кутия
394,Kiste::N,ящик,сандък
395,Kiste::N,тӏалагъуд,кутия
396,Kiste::N,тӏалагъуд,сандък
397,Fenster::N,гордо,прозорец
398,Tür::N,нуцӏа,врата
399,Tor::N,каву,врата
400,Zaun::N,раци,ограда
401,Dach::N,тӏох,покрив
402,Leiter::N,мали,стълба
403,Besen::N,жул,метла
404,Spaten::N,бел,лопата
405,Schaufel::N,раххан,лопата
406,Gabel::N,гӏучӏ,вилица
407,Löffel::N,гъуд,лъжица
408,Messer::N,нус,нож
409,Nagel::N,магӏ,гвоздей
410,Netz::N,гьин,мрежа
411,Haken::N,гъанцӏа,кука
412,Haken::N,гъанцӏа,закачалка
413,Griff::N,гӏоркь,ръчка
414,Griff::N,гӏоркь,дръжка
415,Schloss::N,кӏулал,брава
416,Schloss::N,кӏулал,ключалка
417,Bild::N,сурат,картина
418,Puppe::N,нани,кукла
419,Beutel::N,таргьа,кесия
420,Bündel::N,къай,връзка
421,Tasche::N,сумка,чанта
422,Tasche::N,къвачӏа,чанта
423,Eimer::N,ведро,кофа
424,Deckel::N,тӏалъел,капак
425,Deckel::N,тӏалъел,похлупак
426,Deckel::N,дадитӏалъел,капак
427,Deckel::N,дадитӏалъел,похлупак
428,Geschirr::N,цӏарагӏ,съдове
429,Sack::N,хъап,чувал
430,Sack::N,къандалъо,чувал
431,Tasse::N,чашка,чаша
432,Topf::N,хьаг,гърне
433,Topf::N,хьаг,тенджера
434,Kessel::N,хьаг,котел
435,Kessel::N,гереги,котел
436,Essen::N,тӏагӏам,ядене
437,Nahrung::N,квен,храна
438,Speise::N,квен,ястие
439,Fleisch::N,гьан,месо
440,Getreide::N,бугӏа-ролъ,зърнено храни
441,Getreide::N,могьолабл_культураби,зърнено храни
442,Brei::N,карщ,каша
443,Brot::N,чед,хляб
444,Scheibe::N,мочӏу,резен
445,Fett::N,беэнлъи,мазнина
446,Butter::N,нах,масло
447,Öl::N,нах,олио
448,Öl::N,нах,оливия
449,Salz::N,цӏам,сол
450,Suppe::N,чурпа,супа
451,Honig::N,гьоцӏо,мед
452,Milch::N,рахь,мляко
453,Tee::N,чай,чай
454,Leder::N,тӏом,кожа
455,Wolle::N,квас,вълна
456,Stoff::N,ххам,плат
457,Stoff::N,ххам,материал
458,Nadel::N,рокӏкӏен,игла
459,Faden::N,кун,конец
460,Knopf::N,маргъал,копче
461,Knoten::N,гарацӏ,възел
462,Farbe::N,релъен,боя
463,Kleidung::N,ретӏел,дрехи
464,Kleidung::N,ретӏел,облекло
465,Hemd::N,гурде,риза
466,Kragen::N,габур,яка
467,Ärmel::N,къвал,ръкав
468,Hose::N,тӏажу,панталони
469,Gürtel::N,рачел,пояс
470,Gürtel::N,рачел,колан
471,Mütze::N,тӏагъур,каскет
472,Mütze::N,тӏагъур,фуражка
473,Stiefel::N,этек,ботуш
474,Stiefel::N,чакма,ботуш
475,Ring::N,баргъич,пръстен
476,Band::N,лента,лента
477,Band::N,лента,връзка
478,Kamm::N,гьоркьо,гребен
479,Spiegel::N,матӏу,огледало
480,Riemen::N,рижу,каиш
481,Riemen::N,рижу,ремък
482,Decke::N,одея́ло,покривка
483,Kissen::N,къандалъо,възглавница
484,Tuch::N,квархьи,сукно
485,Handtuch::N,беркӏалрацӏцӏ,пешкир
486,Handtuch::N,беркӏалрацӏцӏ,кърпа за лице
487,Kraft::N,гуч,мощ
488,Kraft::N,гуч,сила
489,Kraft::N,къуват,мощ
490,Kraft::N,къуват,сила
491,Stärke::N,хӏалкӏвей,сила
492,Gesundheit::N,сахлъи́,здраве
493,Krankheit::N,унти,болест
494,Krankheit::N,щокълъи,болест
495,Schmerz::N,унти,болка
496,Wunde::N,ругъун,рана
497,Fieber::N,цӏа-кан,треска
498,Fieber::N,цӏа-кан,температура
499,Arznei::N,дару,лек
500,Arznei::N,дару,лекарство
501,Brücke::N,кьо,мост
502,Brunnen::N,гъуй,чешма
503,Brunnen::N,гъуй,кладенец
504,Weide::N,рицӏцӏ,паша
505,Weide::N,рицӏцӏ,пасище
506,Weide::N,лъичӏирма,паша
507,Weide::N,лъичӏирма,пасище
508,Weide::N,гӏурдаллъи,паша
509,Weide::N,гӏурдаллъи,пасище
510,Weide::N,ри́цӏигъветӏ,паша
511,Weide::N,ри́цӏигъветӏ,пасище
512,Weide::N,рицӏцӏигъветӏ,паша
513,Weide::N,рицӏцӏигъветӏ,пасище
514,Pfad::N,сухъмахъ,пътека
515,Weg::N,нух,път
516,Straße::N,нух,шосе
517,Dorf::N,росу,село
518,Stadt::N,шагьар,град
519,Brief::N,кагъат,писмо
520,Brief::N,рисалат,писмо
521,Buch::N,тӏехь,книга
522,Buchstabe::N,хӏарп,буква
523,Zeitung::N,газет,вестник
524,Leben::N,яшав,живот
525,Tod::N,хвел,смърт
526,Grab::N,хоб,гроб
527,Kirche::N,килиса,църква
528,Sünde::N,хӏакъ,грях
529,Sünde::N,мунагь,грях
530,Gott::N,бичас,бог
531,Gott::N,аллагь,бог
532,Arbeiter::N,хӏалтӏухъан,работник
533,Chef::N,хӏаким,шеф
534,Chef::N,хӏаким,началник
535,Chef::N,начальник,шеф
536,Chef::N,начальник,началник
537,Meister::N,устар,майстор
538,Meister::N,мастер,майстор
539,Meister::N,махщалилав,майстор
540,Arzt::N,жайрахӏ,лекар
541,Lehrer::N,мугӏалим,учител
542,Geld::N,гӏарац,пари
543,Laden::N,тукен,дюкян
544,Laden::N,тукен,магазин
545,Preis::N,багьа,цена
546,Ware::N,къайи,стока
547,Nutzen::N,мунпагӏат,полза
548,Nutzen::N,мунпагӏат,облага
549,Reichtum::N,бечелъи,богатство
550,Welt::N,дуниял,свят
551,Land::N,улка,страна
552,Land::N,икълим,страна
553,Staat::N,пачалихъ,щат
554,Staat::N,пачалихъ,държава
555,König::N,пача,крал
556,König::N,малик,крал
557,König::N,къирал,крал
558,König::N,падишагь,крал
559,Macht::N,кверщел,мощ
560,Macht::N,кверщел,власт
561,Grenze::N,гӏорхъи,граница
562,Krieg::N,рагъ,война
563,Feind::N,тушман,враг
564,Feind::N,тушман,неприятел
565,Gewalt::N,зулму,сила
566,Gewalt::N,зулму,насилие
567,Kampf::N,къеркьей,борба
568,Kampf::N,къеркьей,сражение
569,Bogen[Waffe]::N,газаргъо,лък
570,Pfeil::N,чӏор,стрела
571,Gewehr::N,туманкӏ,пушка
572,Fehler::N,гъалатӏ,грешка
573,Lüge::N,гьереси,лъжа
574,Schaden::N,зиян,повреда
575,Schaden::N,зарал,повреда
576,Unglück::N,балагь,нещастие
577,Schuld::N,гӏайиб,вина
578,Alter::N,гӏумру,възраст
579,Schluss::N,ахир,край
580,Zeit::N,заман,време
581,Tag::N,къо,ден
582,Morgen::N,радалмех,утро
583,Morgen::N,радалмех,сутрин
584,Mittag::N,къадемех,обед
585,Mittag::N,къадемех,пладне
586,Abend::N,релъедамех,вечер
587,Nacht::N,сордо,нощ
588,Woche::N,анкь,седмица
589,Monat::N,моцӏ,месец
590,Jahr::N,сон,година
591,Jahr::N,лъагӏел,година
592,Frühling::N,их,пролет
593,Sommer::N,рии,лято
594,Herbst::N,хасалихълъи,есен
595,Winter::N,кьин,зима
596,Januar::N,январь,януари
597,Februar::N,февра́ль,февруари
598,März::N,март,март
599,April::N,апрель,април
600,Mai::N,май,май
601,Juni::N,июнь,юни
602,Juli::N,июль,юли
603,August::N,август,август
604,September::N,сентябрь,септември
605,Oktober::N,октябрь,октомври
606,November::N,ноябрь,ноември
607,Dezember::N,декабрь,декември
608,Montag::N,итни,понеделник
609,Dienstag::N,талат,вторник
610,Mittwoch::N,арбагӏ,сряда
611,Donnerstag::N,хамиз,четвъртък
612,Freitag::N,рузман,петък
613,Samstag::N,щамат,събота
614,Sonntag::N,гьатӏан,неделя
615,groß::A,кӏудияб,едър
616,groß::A,кӏудияб,голям
617,klein::A,гьитӏинаб,малък
618,klein::A,гьитӏинаб,дребен
619,lang::A,халатаб,дълъг
620,kurz::A,къокъаб,къс
621,breit::A,гӏебаб,широк
622,schmal::A,къваридаб,тесен
623,dicht::A,ризаб,гъст
624,dick[Gegenstand]::A,бицатаб,дебел
625,dünn::A,тӏеренаб,тънък
626,fein::A,тӏеренаб,фин
627,fein::A,тӏеренаб,тънък
628,fest::A,къвакӏараб,твърд
629,fest::A,къвакӏараб,плътен
630,flach::A,чӏепараб,равен
631,flach::A,чӏепараб,плосък
632,glatt::A,цӏвакараб,гладък
633,hart::A,кьварараб,твърд
634,hart::A,кьварараб,корав
635,weich::A,тамахаб,мек
636,rund::A,гургинаб,кръгъл
637,spitz::A,бегӏераб,островръх
638,scharf::A,рекӏараб,остър
639,stumpf::A,тӏехӏараб,тъп
640,stumpf::A,рекӏинчӏеб,тъп
641,schwer::A,бакӏаб,тежък
642,schön::A,берцинаб,хубав
643,schön::A,берцинаб,красив
644,heiß::A,лагьараб,жарък
645,warm::A,хинаб,топъл
646,kalt::A,квачараб,студен
647,kühl::A,квачараб,хладен
648,frisch::A,цӏияб,свеж
649,feucht::A,рагьараб,влажен
650,nass::A,би́ччараб,мокър
651,trocken::A,бакъвараб,сух
652,leer::A,чӏобогояб,празен
653,offen::A,рагьараб,откровен
654,geschlossen::A,рахараб-къараб,закрит
655,geschlossen::A,рахараб-къараб,затворен
656,sauber::A,бацӏцӏадаб,чист
657,schmutzig::A,гъизараб,мръсен
658,roh::A,хамаб,суров
659,roh::A,гӏатӏгояб,суров
660,reif::A,барщараб,зрял
661,lecker::A,тӏагӏамаб,вкусен
662,süß::A,гьуинаб,сладък
663,bitter::A,кьогӏаб,горчив
664,sauer::A,цӏекӏаб,кисел
665,hell::A,канаб,ясен
666,hell::A,канаб,светъл
667,dunkel::A,бецӏаб,тъмен
668,schwarz::A,чӏегӏераб,черен
669,weiß::A,хъахӏаб,бял
670,rot::A,багӏараб,червен
671,gelb::A,гӏобилаб,жълт
672,gelb::A,тӏогьилаб,жълт
673,blau::A,хъахӏилаб,син
674,grün::A,гӏурччинаб,зелен
675,grau::A,накӏкӏуяб,сив
676,bunt::A,къвекӏаб,шарен
677,bunt::A,къвекӏаб,пъстър
678,bunt::A,чара-гъараб,шарен
679,bunt::A,чара-гъараб,пъстър
680,billig::A,учузаб,евтин
681,teuer::A,хири́яб,скъп
682,wertvoll::A,къиматаб,ценен
683,blind::A,беццаб,сляп
684,taub::A,гъугъаб,глух
685,kräftig::A,гучаб,силен
686,stark::A,къуватаб,здрав
687,stark::A,къуватаб,силен
688,schwach::A,гӏажизаб,слаб
689,fett::A,кьарияб,тлъст
690,schlank::A,чергесаб,тънък
691,schlank::A,чергесаб,строен
692,hübsch::A,гьайбатаб,хубав
693,böse::A,ракӏквешаб,зъл
694,dumm::A,гьагаб,глупав
695,dumm::A,гӏантаб,глупав
696,faul::A,кӏохӏалаб,ленив
697,faul::A,кӏохӏалаб,мързелив
698,faul::A,кӏухӏа́лаб,ленив
699,faul::A,кӏухӏа́лаб,мързелив
700,fleißig::A,хӏаракатаб,прилежен
701,geizig::A,къарумаб,скъпернически
702,klug::A,лумияб,умен
703,klug::A,лумияб,разумен
704,geschickt::A,махщел бугев,умел
705,geschickt::A,махщел бугев,сръчен
706,lieb::A,гӏазизаб,мил
707,lieb::A,гӏазизаб,драг
708,lustig::A,кепаб,весел
709,sanft::A,хӏалимаб,нежен
710,sanft::A,хӏалимаб,кротък
711,sanft::A,хӏере́наб,нежен
712,sanft::A,хӏере́наб,кротък
713,hungrig::A,бакъараб,гладен
714,krank::A,щокъаб,болен
715,krank::A,унтараб,болен
716,nackt::A,гӏицӏаб,гол
717,nackt::A,чӏанкӏараб,гол
718,traurig::A,пашманаб,тъжен
719,traurig::A,пашманаб,печален
720,lebendig::A,чӏагояб,жив
721,gut::A,лъикӏаб,добър
722,schlecht::A,къадараб,лош
723,richtig::A,битӏараб,правилен
724,schlimm::A,нажасаб,лош
725,schlimm::A,къабихӏаб,лош
726,wahr::A,хӏакъаб,верен
727,wahr::A,хӏакъаб,истински
728,wahr::A,битӏараб,верен
729,wahr::A,битӏараб,истински
730,alt::A,басрияб,стар
731,alt::A,басрияб,древен
732,neu::A,цӏияб,нов
733,ehemalig::A,цебе́госеб,бивш
734,alt[Lebewesen]::A,хераб,стар
735,jung::A,тӏинчӏаб,млад
736,jung::A,гӏолохъанаб,млад
737,arm::A,пакъираб,беден
738,reich::A,бечедаб,богат
739,bekannt::A,лъалеб,познат
740,bekannt::A,лъалеб,известен
741,berühmt::A,машгьураб,почут
742,berühmt::A,машгьураб,известен
743,fremd::A,чияр,чужд
744,verschieden::A,батӏи-батӏияб,разен
745,verschieden::A,батӏи-батӏияб,различен
746,nah::A,гӏагарда бугеб,близък
747,fern::A,рикӏкӏадаб,далечен
748,linker::A,квегӏаб,ляв
749,rechter::A,кваранаб,прав
750,anderer::A,батӏияб,друг
751,erster::A,тӏоцебесеб,пръв
752,erster::A,тӏоцебесеб,първи
753,zweiter::A,кӏиабилеб,втори
754,dritter::A,лъабабилеб,трети
755,letzter::A,ахирисеб,последен
756,allein::ADV,ялгъузго,само
757,auf einmal::ADV,цихӏинтӏаго,същевременно
758,zusammen::ADV,цойида,заедно
759,plötzlich::ADV,цойидасанго,изведнъж
760,sofort::ADV,гьебсагӏат,веднага
761,jetzt::ADV,гьанже,сега
762,heute::ADV,жакъа,днес
763,morgen::ADV,метер,утре
764,bald::ADV,гьабсагӏаталъ,скоро
765,dann::ADV,цинги,после
766,dann::ADV,цинги,тогава
767,gestern::ADV,сон,вчера
768,einst::ADV,цин,някога
769,damals::ADV,гьебмехалъ,тогава
770,damals::ADV,гьебмехалда,тогава
771,danach::ADV,цинги,после
772,danach::ADV,цинги,след това
773,danach::ADV,хадуса,после
