,Concept_ID,kk,lt
771,süß::A,тәтті,saldus
772,bitter::A,ащы,kartus
773,sauer::A,қышқыл,gižus
774,sauer::A,қышқыл,rūgštus
775,hell::A,жарық,šviesus
776,hell::A,жарық,skaistus
777,hell::A,жарқын,šviesus
778,hell::A,жарқын,skaistus
779,dunkel::A,қараңғы,tamsus
780,schwarz::A,қара,juodas
781,weiß::A,ақ,baltas
782,rot::A,қызыл,raudonas
783,gelb::A,сары,geltonas
784,blau::A,көк,mėlynas
785,grün::A,жасыл,žalias
786,grau::A,бозамық,pilkas
787,bunt::A,алабажак,margas
788,bunt::A,алабажак,spalvotas
789,billig::A,арзан,pigus
790,teuer::A,бағалы,brangus
791,wertvoll::A,құнды,vertingas
792,wertvoll::A,қымбат,vertingas
793,blind::A,көзсіз,aklas
794,blind::A,көр,aklas
795,blind::A,көр_соқыр,aklas
796,taub::A,керең,kurčias
797,taub::A,саңырау,kurčias
798,kräftig::A,қуатты,stiprus
799,kräftig::A,қарымды,stiprus
800,stark::A,білекті,stiprus
801,schwach::A,әлсіз,silpnas
802,schwach::A,күшсіз,silpnas
803,schwach::A,қайратсыз,silpnas
804,fett::A,семіз,riebus
805,schlank::A,ашаң,laibas
806,schlank::A,ашаң,lieknas
807,hübsch::A,ажарлы,gražus
808,hübsch::A,шырайлы,gražus
809,böse::A,өш,blogas
810,böse::A,сұм,blogas
811,böse::A,жауыз,blogas
812,dumm::A,көкми,paikas
813,dumm::A,көкми,kvailas
814,dumm::A,ақымақ,paikas
815,dumm::A,ақымақ,kvailas
816,dumm::A,миы жоқ,paikas
817,dumm::A,миы жоқ,kvailas
818,faul::A,жалқау,tingus
819,faul::A,еріншек,tingus
820,fleißig::A,ұқыпты,stropus
821,fleißig::A,ұқыпты,kruopštus
822,geizig::A,сараң,šykštus
823,klug::A,жетік,sumanus
824,klug::A,жетік,protingas
825,klug::A,ақылды,sumanus
826,klug::A,ақылды,protingas
827,geschickt::A,шебер,apsukrus
828,lieb::A,абзал,mielas
829,lieb::A,айналайын,mielas
830,lustig::A,көңілді,smagus
831,lustig::A,көңілді,linksmas
832,sanft::A,жуас,švelnus
833,sanft::A,жуас,minkštas
834,hungrig::A,аш,alkanas
835,krank::A,кеселді,ligotas
836,krank::A,кеселді,sergantis
837,nackt::A,жалаңаш,nuogas
838,traurig::A,қапа,liūdnas
839,lebendig::A,тірі,gyvas
840,lebendig::A,жанды,gyvas
841,gut::A,жақсы,geras
842,schlecht::A,жаман,blogas
843,schlecht::A,жаман,prastas
844,richtig::A,дұрыс,tikras
845,richtig::A,дұрыс,teisingas
846,schlimm::A,жаман,blogas
847,schlimm::A,жаман,prastas
848,wahr::A,нағыз,tikras
849,alt::A,ескі,senas
850,neu::A,жаңа,naujas
851,ehemalig::A,өткен,buvęs
852,ehemalig::A,бұрынғы,buvęs
853,alt[Lebewesen]::A,кексе,pagyvenęs
854,jung::A,науша,jaunas
855,arm::A,кедей,neturtingas
856,arm::A,дәулетсіз,neturtingas
857,reich::A,малды,turtingas
858,bekannt::A,таныс,žinomas
859,bekannt::A,таныс,pažįstamas
860,bekannt::A,көзтаныс,žinomas
861,bekannt::A,көзтаныс,pažįstamas
862,berühmt::A,атақты,žymus
863,berühmt::A,атақты,garsus
864,fremd::A,бөтен,svetimas
865,verschieden::A,түрлі,įvairus
866,nah::A,жуық,artimas
867,nah::A,етене,artimas
868,fern::A,алыс,tolimas
869,fern::A,алыстағы,tolimas
870,linker::A,сол,kairys
871,linker::A,солшыл,kairys
872,rechter::A,оң,dešinys
873,anderer::A,өзге,kitas
874,anderer::A,былайғы,kitas
875,erster::A,алғашқы,pirmas
876,zweiter::A,екінші,antras
877,dritter::A,үшінші,trečias
878,letzter::A,артқы,paskutinis
879,letzter::A,кейінгі,paskutinis
880,allein::ADV,серіксіз,vienas
881,auf einmal::ADV,бірден,iš karto
882,zusammen::ADV,бірлесіп,kartu
883,zusammen::ADV,бірлесіп,drauge
884,lange::ADV,ұзақ,ilgai
885,plötzlich::ADV,кенет,staiga
886,sofort::ADV,әне-міне дегенше,tuojau
887,später::ADV,артынан,vėliau
888,später::ADV,артынан,paskiau
889,jetzt::ADV,енді,dabãr
890,jetzt::ADV,қазір,dabãr
891,heute::ADV,бүгін,šiandien
892,morgen::ADV,ертең,rytoj
893,bald::ADV,тез,greitai
894,bald::ADV,тез,netrukus
895,dann::ADV,онан соң,po to
896,dann::ADV,сонан соң,po to
897,gestern::ADV,кеше,vakar
898,einst::ADV,бірде,kadaise
899,einst::ADV,бірде,kitą kartą
900,einst::ADV,бір кезде,kadaise
901,einst::ADV,бір кезде,kitą kartą
902,damals::ADV,анада,anuomet
903,damals::ADV,анада,anuokart
904,danach::ADV,онан соң,po to
905,danach::ADV,онан соң,paskui
906,danach::ADV,сонан соң,po to
907,danach::ADV,сонан соң,paskui
908,vorher::ADV,бұрын,anksčiau
909,zuerst::ADV,әуелі,pirma
910,zuerst::ADV,әуелі,iš pradžių̃
911,zuerst::ADV,алдымен,pirma
912,zuerst::ADV,алдымен,iš pradžių̃
913,einmal::ADV,бір жолы,kartą
914,einmal::ADV,бір жолы,vieną kartą
915,manchmal::ADV,кейде,kai kada
916,oft::ADV,ылғи,dažnai
917,immer::ADV,өнебойы,visada
918,immer::ADV,өнебойы,visuomet
919,niemals::ADV,ешуақытта,niekada
920,niemals::ADV,ешуақытта,niekuomet
921,hier::ADV,бұнда,čia
922,hier::ADV,осында,čia
923,hierhin::ADV,бермен,šen
924,hierhin::ADV,бермен,čionai
925,von hier::ADV,бер жақтан,iš čia
926,dort::ADV,анда,ten
927,dort::ADV,анда,tenai
928,dorthin::ADV,әрі,ten
929,dorthin::ADV,әрі,ten link
930,geradeaus::ADV,тура,tiesiai
931,vorwärts::ADV,ілгері,pirmyn
932,rückwärts::ADV,артқа,atbulai
933,zurück::ADV,кейін қарай,atgal
934,unten::ADV,төменде,žemai
935,unten::ADV,төменде,apačioje
936,hinab::ADV,астына,žemyn
937,hinab::ADV,төмен,žemyn
938,oben::ADV,жоғарыда,viršuj
939,hinauf::ADV,өрге,aukštyn
940,hinauf::ADV,өрге,į viršų
941,überall::ADV,әрқайда,visur
942,nicht::ADV,емес,ne
943,ein wenig::ADV,азырақ,truputį
944,ein wenig::ADV,аздаған,truputį
945,ein wenig::ADV,азғантай,truputį
946,kaum::ADV,зорға,vos
947,sehr::ADV,орасан,labai
948,sehr::ADV,орасан,baisiai
949,so::ADV,бұлай,taip
950,so::ADV,былайша,taip
951,noch::ADV,әлі,dar
952,nur::ADV,ғана,tik
953,nur::ADV,ғана,vien
954,schon::ADV,түге,jau
955,wieder::ADV,жаңа,vėl
956,wieder::ADV,жаңа,iš naujo
957,wieder::ADV,қайта,vėl
958,wieder::ADV,қайта,iš naujo
959,wieder::ADV,жаңадан,vėl
960,wieder::ADV,жаңадан,iš naujo
961,vergebens::ADV,бекер,veltui
962,vergebens::ADV,бекер,bergždžiai
963,vor::PRP,алды,prieš
964,hinter::PRP,артынан,už
965,unter::PRP,түп,po
966,unter::PRP,маңында,po
967,durch::PRP,арқылы,pro
968,durch::PRP,арқылы,per
969,neben::PRP,іргеде,prie
970,neben::PRP,іргеде,šalia
971,neben::PRP,жанында,prie
972,neben::PRP,жанында,šalia
973,zwischen::PRP,арада,tarp
974,wegen::PRP,үшін,dėl
975,wegen::PRP,үшін,dėlei
976,dies::PRN,бұ,šis
977,dies::PRN,бұ,šitas
978,dies::PRN,осы,šis
979,dies::PRN,осы,šitas
980,das::PRN,сол,tat
981,alles::PRN,дүйім,visas
982,alles::PRN,күллі,visas
983,ich::PRN,мен,aš
984,du::PRN,сен,tu
985,er::PRN,ол,jis
986,wir::PRN,біз,mes
987,ihr::PRN,сіз,jūs
988,sie::PRN,олар,ji
989,sie::PRN,олар,jos
990,was::FPRN,не,kas
991,wer::FPRN,кім,kas
992,wo::FADV,кәні,kur
993,wo::FADV,қайда,kur
994,wohin::FADV,қайда,kur
995,wohin::FADV,қайда,kur link
996,wie::FADV,калай,kaip
997,warum::FADV,неғып,kod̃ėl
998,warum::FADV,неғып,dėl ko
999,wieviel::FNUM,неше,kiek
1000,wieviel::FNUM,қанша,kiek
1001,eins::NUM,бір,vienas
1002,zwei::NUM,екі,du
1003,drei::NUM,үш,trys
1004,vier::NUM,төрт,keturi
1005,fünf::NUM,бес,penki
1006,sechs::NUM,алты,šeši
1007,sieben::NUM,жеті,septyni
1008,acht::NUM,сегіз,aštuoni
1009,neun::NUM,тоғыз,devyni
1010,zehn::NUM,он,dešimt
1011,elf::NUM,он бір,vienuolika
1012,zwölf::NUM,он екі,dvylika
1013,zwanzig::NUM,жиырма,dvidešimt
1014,dreißig::NUM,отыз,trisdešimt
1015,vierzig::NUM,қырық,keturiasdešimt
1016,fünfzig::NUM,елу,penkiasdešimt
1017,sechzig::NUM,алпыс,šešiasdešimt
1018,siebzig::NUM,жетпіс,septyniasdešimt
1019,achtzig::NUM,сексен,aštuoniasdešimt
1020,neunzig::NUM,тоқсан,devyniasdešimt
1021,hundert::NUM,жүз,šimtas
1022,tausend::NUM,мың,tūkstantis
1023,und::CNJ,та,ĩr
1024,oder::CNJ,әлде,ar
1025,oder::CNJ,әлде,arba
1026,oder::CNJ,немесе,ar
1027,oder::CNJ,немесе,arba
1028,stehen::V,тұру,stovėti
1029,sitzen::V,отыру,sėdėti
1030,liegen::V,жату,gulėti
1031,hängen::V,ілу,kyboti
1032,hängen::V,ілу,kabėti
1033,werden::V,болу,taptis
1034,werden::V,болу,darytis
1035,werden::V,түрегелу,taptis
1036,werden::V,түрегелу,darytis
1037,passieren::V,болу,atsitikti
1038,passieren::V,болу,pasitaikyti
1039,beginnen::V,басталу,prasid́ėti
1040,enden::V,ада болу,baigtis
1041,wechseln::V,құбылу,keistis
1042,wechseln::V,құбылу,pasikeisti
1043,wechseln::V,өзгеру,keistis
1044,wechseln::V,өзгеру,pasikeisti
1045,aufgehen[Sonne]::V,шығу,tekėti
1046,aufgehen[Sonne]::V,шығу,patekėti
1047,untergehen[Sonne]::V,батыру,leistis
1048,untergehen[Sonne]::V,батыру,nusileisti
1049,scheinen[Sonne]::V,жылтырау,šviesti
1050,donnern::V,күркіреу,griausti
1051,donnern::V,күркіреу,griaudėti
1052,wehen::V,огып тур,pūsti
1053,strömen::V,сорғалау,lietis
1054,strömen::V,сорғалау,plūsti
1055,fließen::V,ағу,tekėti
1056,sich drehen::V,айналу,suktis
1057,sich drehen::V,айналу,pasisukti
1058,schwanken::V,толықсу,svyruoti
1059,schwingen::V,тербелу,suptis
1060,fallen::V,құлау,pulti
1061,fallen::V,құлау,kristi
1062,fallen::V,жығылу,pulti
1063,fallen::V,жығылу,kristi
1064,fallen::V,төмендеу,pulti
1065,fallen::V,төмендеу,kristi
1066,brennen::V,жану,degti
1067,rauchen::V,түтету,rūkyti
1068,regnen::V,жауу,lyti
1069,gefrieren::V,мұздай қату,užšalti
1070,gefrieren::V,мұз боп қату,užšalti
1071,tauen::V,жібу,tirpti
1072,schmelzen::V,еру,lydytis
1073,trocknen::V,курау,džiūti
1074,sieden::V,қайнау,virti
1075,faulen::V,иістену,pūti
1076,verfaulen::V,шіру,švinkti
1077,reißen::V,жыртылу,plyšti
1078,reißen::V,жыртылу,trūkti
1079,versinken::V,малтығу,skę̃sti
1080,versinken::V,малтығу,grimzti
1081,vergehen::V,өту,praeiti
1082,erscheinen::V,көріну,pasirodyti
1083,erscheinen::V,көрініп қалу,pasirodyti
1084,verschwinden::V,ғайып_болу,dingti
1085,verschwinden::V,ғайып_болу,išnykti
1086,verschwinden::V,ғайып_болу,pranykti
1087,sinken::V,ылдилау,kristi
1088,sinken::V,төмендеу,kristi
1089,abnehmen::V,кемітілу,mažėti
1090,abnehmen::V,кемітілу,silpnėti
1091,zunehmen::V,көбею,didėti
1092,zunehmen::V,көбею,padaugėti
1093,steigen::V,қобу,kilti
1094,steigen::V,көтерілу,kilti
1095,steigen::V,жоғарылау,kilti
1096,wachsen::V,өсу,augti
1097,glänzen::V,жалтырау,blizgėti
1098,funkeln::V,жарқырау,žibėti
1099,funkeln::V,нұрлану,žibėti
1100,funkeln::V,жылтылдау,žibėti
1101,lärmen::V,шулау,triukšmauti
1102,lärmen::V,шуылдау,triukšmauti
1103,läuten::V,қоңыраулату,skambinti
1104,klingeln::V,дыңғырлау,skambinti
1105,klirren::V,дыңылдату,žvangėti
1106,brausen::V,тасу,šniokšti
1107,rauschen::V,сусылдау,ošti
1108,rauschen::V,сусылдау,šlamėti
1109,rauschen::V,сыбдырлау,ošti
1110,rauschen::V,сыбдырлау,šlamėti
1111,klingen::V,дыбыс шығару,skardėti
1112,bellen::V,үру,loti
1113,heulen::V,ұлу,kaukti
1114,heulen::V,ұлу,staugti
1115,blasen::V,үру,pūsti
1116,pfeifen::V,ысқыру,švilpti
1117,pfeifen::V,ысқыру,švilpauti
1118,schreien::V,шыңғыру,šaukti
1119,schreien::V,айғайлау,šaukti
1120,schreien::V,байбайлау,šaukti
1121,schreien::V,бажалақтау,šaukti
1122,stöhnen::V,ыңырсу,dejuoti
1123,stöhnen::V,ыңырсу,aimanuoti
1124,stöhnen::V,ыңкылдау,dejuoti
1125,stöhnen::V,ыңкылдау,aimanuoti
1126,zittern::V,қалш,virpėti
1127,zittern::V,қалшылдату,virpėti
1128,leben::V,жасау,gyventi
1129,leben::V,күнелту,gyventi
1130,leben::V,күн көру,gyventi
1131,leben::V,тіршілік ету,gyventi
1132,geboren werden::V,туу,gimti
1133,atmen::V,дем алу,alsuoti
1134,atmen::V,дем алу,kvėpuoti
1135,atmen::V,ауа жұту,alsuoti
1136,atmen::V,ауа жұту,kvėpuoti
1137,trinken::V,ішу,gerti
1138,trinken::V,ұрттау,gerti
1139,essen::V,жеу,valgyti
1140,essen::V,тамақтану,valgyti
1141,schlucken::V,жұту,praryti
1142,müde werden::V,болдыру,nuvargti
1143,müde werden::V,болдыру,privargti
1144,einschlafen::V,үйыктап калу,užmigti
1145,schlafen::V,ұйықтау,miegoti
1146,aufwachen::V,ояну,pabusti
1147,aufstehen::V,ояну,keltis
1148,aufstehen::V,ояну,atsikelti
1149,sich erholen::V,тынығу,pailsėti
1150,sich erholen::V,тынығу,poilsiauti
1151,krank werden::V,кеселдену,susirgti
1152,krank werden::V,сырқаттану,susirgti
1153,krank werden::V,ауырып қалу,susirgti
1154,krank werden::V,ауыра бастау,susirgti
1155,krank werden::V,кеселге ұшырау,susirgti
1156,krank werden::V,сырқаттанып қалу,susirgti
1157,krank sein::V,ауыру,sirgti
1158,krank sein::V,сырқаттану,sirgti
1159,schmerzen::V,ауырады,sopėti
1160,schmerzen::V,ауырады,skaudėti
1161,husten::V,жөтелу,kosėti
1162,genesen::V,айығу,sveikti
1163,genesen::V,айығу,taisytis
1164,sterben::V,өлу,mirti
1165,sterben::V,өлу,numirti
1166,sterben::V,қайтыс,mirti
1167,sterben::V,қайтыс,numirti
1168,sterben::V,жантапсыру,mirti
1169,sterben::V,жантапсыру,numirti
1170,umkommen::V,өлу,žūti
1171,umkommen::V,қаза табу,žūti
1172,sich bewegen::V,жылжу,judėti
1173,sich bewegen::V,жылжу,pasijudinti
1174,sich rühren::V,қыбырлау,krutėti
1175,sich erheben::V,тұру,pakilti
1176,sich erheben::V,тұру,atsikelti
1177,sich setzen::V,отыру,sėstis
1178,sich setzen::V,отыру,atsisėsti
1179,hinfallen::V,жығылу,parkristi
1180,hinfallen::V,жығылу,pargriūti
1181,laufen::V,жояу жүру,eiti
1182,schreiten::V,кадамдау,žengti
1183,schreiten::V,кадамдау,žingsniuoti
1184,spazierengehen::V,қыдыру,pasivaikščioti
1185,eilen::V,асығу,skubėti
1186,eilen::V,жеделдену,skubėti
1187,eilen::V,жедепдеу,skubėti
1188,sich beeilen::V,асығу,paskub́ėti
1189,sich beeilen::V,асығу,pasiskubinti
1190,sich beeilen::V,жеделдену,paskub́ėti
1191,sich beeilen::V,жеделдену,pasiskubinti
1192,sausen::V,заулау,dumti
1193,sausen::V,заулау,lėkti
1194,rennen::V,жүгіру,bėgti
1195,springen::V,секіру,šokti
1196,klettern::V,өрмелеп шығу,kopti
1197,schaukeln::V,тербелу,supti
1198,schaukeln::V,тербелу,linguoti
1199,kriechen::V,еңбектеу,ropoti
1200,kriechen::V,еңбектеу,šliaužti
1201,schwimmen::V,жүзу,plaukti
1202,schwimmen::V,малту,plaukti
1203,schwimmen::V,қалықтау,plaukti
1204,tauchen::V,сүңгу,nerti
1205,rudern::V,есу,irtis
1206,rudern::V,есу,irkluoti
1207,fahren::V,бару,važiuoti
1208,fahren::V,бару,važinėti
1209,fliegen::V,ұшу,lėkti
1210,fliegen::V,ұшу,skristi
1211,gehen::V,бару,eiti
1212,weggehen::V,кету,išeiti
1213,abfahren::V,жөнелу,išvykti
1214,abfahren::V,жөнелу,išvažiuoti
1215,anhalten::V,тоқтау,sustoti
1216,hineingehen::V,кіру,įeiti
1217,eintreten::V,ену,įžengti
1218,kommen::V,жету,ateiti
1219,ankommen::V,келу,ateiti
1220,zurückkommen::V,қайту,grį̃žti
1221,zurückkommen::V,қайту,sugrį̃žti
1222,bleiben::V,қалу,likti
1223,bleiben::V,қалу,pasilikti
1224,warten::V,тосу,laukti
1225,erwarten::V,күту,laukti
1226,suchen::V,іздеу,ieškoti
1227,finden::V,табу,rasti
1228,finden::V,табу,surasti
1229,versuchen::V,талпыну,mėginti
1230,vorbereiten::V,әзірлеу,rengti
1231,lieben::V,сүю,myĺėti
1232,mögen::V,жарату,ḿėgti
1233,mögen::V,жарату,patikti
1234,mögen::V,жақсы_көру,ḿėgti
1235,mögen::V,жақсы_көру,patikti
1236,lachen::V,күлу,juoktis
1237,lachen::V,күлісу,juoktis
1238,rühren::V,көңілін бұзу,jaudinti
1239,rühren::V,көңілін бұзу,graudinti
1240,weinen::V,жылау,verkti
1241,schimpfen::V,ақырып-бақыру,bartis
1242,sich ärgern::V,ашулану,pykti
1243,sich ärgern::V,ашулану,apmaudauti
1244,sich fürchten::V,сескену,bijoti
1245,sich fürchten::V,сескену,baimintis
1246,fürchten::V,қауіптену,bijoti
1247,fürchten::V,қауіптену,baimintis
1248,fürchten::V,сақсыну,bijoti
1249,fürchten::V,сақсыну,baimintis
1250,fliehen::V,қашу,bėgti
1251,fliehen::V,қашу,sprukti
1252,fliehen::V,қашып кету,bėgti
1253,fliehen::V,қашып кету,sprukti
1254,flüchten::V,қашу,pabėgti
1255,flüchten::V,қашып кету,pabėgti
1256,sehen::V,көру,žiūŕėti
1257,anschauen::V,назар салу,žiūŕėti
1258,ansehen::V,тамашалау,žiūrėti į
1259,ansehen::V,тамашалау,pažiūrėti į
1260,hören::V,есту,girdėti
1261,zuhören::V,тыңдау,klausytis
1262,zuhören::V,құлақ қою,klausytis
1263,probieren::V,тату,ragauti
1264,probieren::V,тату,paragauti
1265,probieren::V,дәм тату,ragauti
1266,probieren::V,дәм тату,paragauti
1267,riechen::V,иіскеу,uosti
1268,riechen::V,иіскеу,užuosti
1269,fühlen::V,сезу,justi
1270,fühlen::V,сезу,jausti
1271,fühlen::V,сезу,pajusti
1272,fühlen::V,сезіну,justi
1273,fühlen::V,сезіну,jausti
1274,fühlen::V,сезіну,pajusti
1275,scheinen::V,болып көріну,rodytis
1276,scheinen::V,болып көріну,atrodyti
1277,zu sehen sein::V,көріну,pasirodyti
1278,vernehmen::V,есту,išgirsti
1279,vernehmen::V,есітіп қалу,išgirsti
1280,frieren::V,тоңу,šalti
1281,frieren::V,жаурау,šalti
1282,tun::V,ету,daryti
1283,tun::V,істеу,daryti
1284,können::V,білу,galėti
1285,können::V,білу,pajėgti
1286,wollen::V,қалау,norėti
1287,anfangen::V,бастау,pradėti
1288,anfangen::V,бастау,prasid́ėti
1289,beenden::V,бітіру,baigti
1290,beenden::V,бітіру,užbaigti
1291,beenden::V,адақтау,baigti
1292,beenden::V,адақтау,užbaigti
1293,beenden::V,тамамдау,baigti
1294,beenden::V,тамамдау,užbaigti
1295,beenden::V,аяқтап шығу,baigti
1296,beenden::V,аяқтап шығу,užbaigti
1297,aufhören::V,доғару,liautis
1298,gelingen::V,жолы түсу,pavykti
1299,gelingen::V,жолы түсу,pasisekti
1300,geraten::V,калу,nusisekti
1301,öffnen::V,ашу,atverti
1302,öffnen::V,ашу,atidaryti
1303,öffnen::V,ашып қою,atverti
1304,öffnen::V,ашып қою,atidaryti
1305,schließen::V,жабу,uždaryti
1306,stellen::V,қою,statyti
1307,stellen::V,қою,pastatyti
1308,stellen::V,қойдыру,statyti
1309,stellen::V,қойдыру,pastatyti
1310,setzen::V,отырғызу,sodinti
1311,setzen::V,отырғызу,pasodinti
1312,legen::V,салу,dėti
1313,legen::V,салу,pad́ėti
1314,legen::V,калау,dėti
1315,legen::V,калау,pad́ėti
1316,berühren::V,тию,liesti
1317,berühren::V,тию,paliesti
1318,verbinden::V,байлап алу,jungti
1319,verbinden::V,байлап алу,surišti
1320,verbinden::V,сабақтастыру,jungti
1321,verbinden::V,сабақтастыру,surišti
1322,bedecken::V,бүркеу,uždengti
1323,aufhängen::V,ілу,pakarti
1324,aufhängen::V,ілу,pakabinti
1325,aufhängen::V,асып қою,pakarti
1326,aufhängen::V,асып қою,pakabinti
1327,anzünden::V,тұтату,padegti
1328,aufheben::V,көтеру,pakelti
1329,zurücklassen::V,қалдыру,palikti
1330,verlieren::V,жоғалту,pamesti
1331,fallen lassen::V,құлатып алу,atsisakyti
1332,fallen lassen::V,қолдан түсіріп алу,atsisakyti
1333,machen::V,ету,dirbti
1334,machen::V,жасау,dirbti
1335,machen::V,жасап шығару,dirbti
1336,herstellen::V,жасап шығару,gaminti
1337,bauen::V,тұрғызу,statyti
1338,bauen::V,тұрғызу,pastatyti
1339,reparieren::V,оңдау,taisyti
1340,reparieren::V,оңдау,remontuoti
1341,verbessern::V,дұрыстау,gerinti
1342,verbessern::V,дұрыстау,ištaisyti
1343,ändern::V,өзгерту,keisti
1344,ändern::V,өзгерту,pakeisti
1345,graben::V,үңгу,kasti
1346,beugen::V,буғу,lenkti
1347,beugen::V,буғу,palenkti
1348,biegen::V,ию,lenkti
1349,biegen::V,ию,palenkti
1350,biegen::V,майыстыру,lenkti
1351,biegen::V,майыстыру,palenkti
1352,drehen::V,айналдыру,sukti
1353,wenden::V,екінші жағын айналдыру,kreipti
1354,wenden::V,екінші жағын айналдыру,pakreipti
1355,umdrehen::V,бұру,sukti
1356,umdrehen::V,бұру,apversti
1357,heben::V,көтеру,kelti
1358,heben::V,көтеру,pakelti
1359,hochheben::V,жоғарылату,pakelti
1360,hochheben::V,көтеру,pakelti
1361,ergreifen::V,бас_салу,čiupti
1362,ergreifen::V,бас_салу,griebti
1363,ergreifen::V,шап_беріп_ұстап_алу,čiupti
1364,ergreifen::V,шап_беріп_ұстап_алу,griebti
1365,ergreifen::V,шап_беру,čiupti
1366,ergreifen::V,шап_беру,griebti
1367,ergreifen::V,шап_ете_түсу,čiupti
1368,ergreifen::V,шап_ете_түсу,griebti
1369,halten::V,тұту,laikyti
1370,halten::V,тұту,palaikyti
1371,halten::V,ұстау,laikyti
1372,halten::V,ұстау,palaikyti
1373,drücken::V,басу,spausti
1374,schieben::V,итеру,stumti
1375,kratzen::V,қыру,kasyti
1376,kratzen::V,қыру,grandyti
1377,lecken::V,жалау,laižyti
1378,beißen::V,қабу,kandžioti
1379,beißen::V,тістеу,kandžioti
1380,beißen::V,қауып алу,kandžioti
1381,abreißen::V,үзу,nuplėšti
1382,abschneiden::V,қырқу,atpjauti
1383,abschneiden::V,қырқу,atkirpti
1384,binden::V,байланыстыру,rišti
1385,binden::V,байланыстыру,surišti
1386,binden::V,байлап_алу,rišti
1387,binden::V,байлап_алу,surišti
1388,binden::V,байластыру,rišti
1389,binden::V,байластыру,surišti
1390,binden::V,байлау,rišti
1391,binden::V,байлау,surišti
1392,binden::V,буу,rišti
1393,binden::V,буу,surišti
1394,binden::V,матау,rišti
1395,binden::V,матау,surišti
1396,binden::V,сабақтастыру,rišti
1397,binden::V,сабақтастыру,surišti
1398,binden::V,ұштастыру,rišti
1399,binden::V,ұштастыру,surišti
1400,stecken::V,сұғу,kišti
1401,stecken::V,сұғу,įkišti
1402,brechen::V,сындыру,lūžti
1403,brechen::V,сындыру,laužyti
1404,klopfen::V,қағу,belsti
1405,klopfen::V,қағу,barbenti
1406,hauen::V,соғу,mušti
1407,kleben::V,желімдеу,lipdyti
1408,kleben::V,желімдеу,klijuoti
1409,reiben::V,үйкеу,trinti
1410,reiben::V,үйкеу,tarkuoti
1411,streichen::V,сүйкеу,tepti
1412,streichen::V,сүйкеу,užtepti
1413,schleifen::V,егеу,galą́sti
1414,schleifen::V,қайрау,galą́sti
1415,schleifen::V,егеулеу,galą́sti
1416,schneiden::V,кесу,pjauti
1417,schneiden::V,кесу,kirpti
1418,rütteln::V,қозғау,purtyti
1419,rütteln::V,жұлмалау,purtyti
1420,schütteln::V,дірілдету,purtyti
1421,schütteln::V,селкілдету,purtyti
1422,schwenken::V,бұлғау,mojuoti
1423,schwenken::V,сермеу,mojuoti
1424,schütten::V,құю,pilti
1425,schütten::V,құю,berti
1426,füllen::V,толтыру,pildyti
1427,füllen::V,толтыру,pripildyti
1428,einwickeln::V,орау,įvynioti
1429,einwickeln::V,орау,suvynioti
1430,tragen::V,алып жүру,nešti
1431,tragen::V,алып жүру,nešioti
1432,schleppen::V,тарту,vilkti
1433,ziehen::V,тарту,tempti
1434,aufbewahren::V,сақтау,laikyti
1435,werfen::V,лақтыру,mesti
1436,werfen::V,лақтыру,sviesti
1437,fangen::V,қармау,sugauti
1438,fangen::V,қағып алу,sugauti
1439,packen::V,шап беру,čiupti
1440,packen::V,шап беру,griebti
1441,packen::V,шап ете түсу,čiupti
1442,packen::V,шап ете түсу,griebti
1443,packen::V,шап беріп ұстап алу,čiupti
1444,packen::V,шап беріп ұстап алу,griebti
1445,verstecken::V,тығу,slėpti
1446,verstecken::V,тығу,slapstyti
1447,verstecken::V,жасыру,slėpti
1448,verstecken::V,жасыру,slapstyti
1449,teilen::V,бөлу,dalyti
1450,teilen::V,бөлу,padalyti
1451,schicken::V,жіберу,sių̃sti
1452,schicken::V,жіберу,pasių̃sti
1453,bringen::V,әкелу,atnešti
1454,bringen::V,алып келу,atnešti
1455,hinzufügen::V,қосу,pridėti
1456,hinzufügen::V,үстеу,pridėti
1457,bekommen::V,алу,gauti
1458,erhalten::V,алмақ,gauti
1459,nehmen::V,алу,paimti
1460,nehmen::V,алмақ,paimti
1461,wählen::V,таңдау,rinkti
1462,wählen::V,таңдау,išsirinkti
1463,auswählen::V,екшеу,išrinkti
1464,auswählen::V,саралау,išrinkti
1465,auswählen::V,сұрыптау,išrinkti
1466,auswählen::V,сайлап алу,išrinkti
1467,bewahren::V,сақтау,išsaugoti
1468,behindern::V,оралғы болу,trukdyti
1469,verderben::V,бүлдіру,sugadinti
1470,beschädigen::V,бұзу,žaloti
1471,beschädigen::V,бұзу,gadinti
1472,zerbrechen::V,уату,sukulti
1473,zerbrechen::V,уату,sudaužyti
1474,zerreißen::V,жырту,perplėšti
1475,zerreißen::V,жырту,suplėšyti
1476,zerstören::V,қирату,suardyti
1477,zerstören::V,қирату,sugriauti
1478,zerstören::V,талқандау,suardyti
1479,zerstören::V,талқандау,sugriauti
1480,verbrennen::V,өртеу,deginti
1481,verbrennen::V,өртеу,sudeginti
1482,verbrennen::V,жандыру,deginti
1483,verbrennen::V,жандыру,sudeginti
1484,verbrennen::V,өртеп жіберу,deginti
1485,verbrennen::V,өртеп жіберу,sudeginti
1486,verbrennen::V,жандырып жіберу,deginti
1487,verbrennen::V,жандырып жіберу,sudeginti
1488,geben::V,беру,duoti
1489,geben::V,беру,paduoti
