,Concept_ID,pt,ku
324,Hilfe::N,ajuda,alîkarî
325,Hilfe::N,socorro,alîkarî
326,Freund::N,amigo,heval
327,Kamerad::N,camarada,heval
328,Angelegenheit::N,assunto,pirsgirêk
329,Anzahl::N,número,çend
330,Anzahl::N,quantidade,çend
331,Art::N,tipo,çeh
332,Art::N,espécie,çeh
333,Stück::N,pedaço,lib
334,Stück::N,pedaço,parçe
335,Teil::N,peça,parçe
336,Teil::N,parte,parçe
337,Hälfte::N,metade,nîvî
338,Kreis::N,círculo,çemil
339,Kreuz::N,cruz,xaç
340,Linie::N,linha,xezik
341,Strich::N,traço,xezik
342,Abstand::N,distância,dûrahî
343,Entfernung::N,distância,dûrahî
344,Gegend::N,área,dever
345,Gegend::N,região,dever
346,Platz::N,lugar,çih
347,Ort::N,sítio,dever
348,Seite::N,lado,rûpel
349,Mitte::N,meio,nav
350,Mitte::N,meio,nabênê
351,Gegenstand::N,objecto,tişt
352,Sache::N,coisa,tişt
353,Rand::N,bordo,kevî
354,Rand::N,margem,kevî
355,Kante::N,borda,kevî
356,Kante::N,aresta,kevî
357,Ecke::N,esquina,qunç
358,Spitze::N,ponta,derzî
359,Ende::N,cabo,talî
360,Ende::N,extremo,talî
361,Loch::N,furo,qul
362,Loch::N,buraco,qul
363,Winkel::N,canto,kurnîşk
364,Winkel::N,ângulo,kurnîşk
365,Muster::N,padrão,desen
366,Muster::N,desenho,desen
367,Größe::N,tamanho,mezinî
368,Länge::N,comprimento,dirêjahî
369,Höhe::N,altura,bilindayî
370,Höhe::N,altitude,bilindayî
371,Gewicht::N,peso,giranî
372,Menge::N,quantidade,qas
373,Haufen::N,pilha,lod
374,Reihe::N,fila,rêz
375,Boot::N,barco,kelek
376,Ruder::N,remo,bêrik
377,Schlitten::N,trenó,xîjik
378,Ski::N,esqui,lakan
379,Lagerfeuer::N,fogueira,agir
380,Last::N,carga,bar
381,Gang::N,curso,fîtêz
382,Gang::N,caminhada,fîtêz
383,Schritt::N,passo,gav
384,Norden::N,norte,bakur
385,Süden::N,sul,başur
386,Westen::N,oeste,rojava
387,Westen::N,ocidente,rojava
388,Osten::N,este,rojhilat
389,Osten::N,leste,rojhilat
390,Osten::N,oriente,rojhilat
391,Holz::N,madeira,dep
392,Brett::N,tábua,dep
393,Brett::N,prancha,dep
394,Platte::N,laje,dep
395,Platte::N,chapa,dep
396,Stütze::N,apoio,destek
397,Stütze::N,suporte,destek
398,Stange::N,vara,sing
399,Stange::N,barra,sing
400,Stock::N,pau,çam
401,Stock::N,bengala,çam
402,Stab::N,bastão,qat
403,Rohr::N,cano,borî
404,Haus::N,casa,mal
405,Haus::N,casa,xanî
406,Heim::N,lar,mal
407,Heim::N,casa,mal
408,Ofen::N,estufa,sobe
409,Ofen::N,aquecedor,sobe
410,Fußboden::N,piso,binpê
411,Tisch::N,mesa,mase
412,Stuhl::N,cadeira,kursî
413,Wiege::N,berço,derguş
414,Bett::N,cama,qerewêle
415,Regal::N,estante,rêbaz
416,Regal::N,prateleira,rêbaz
417,Kiste::N,caixa,sindoq
418,Fenster::N,janela,çam
419,Fenster::N,janela,şibeke
420,Tür::N,porta,derî
421,Tor::N,portão,derge
422,Zaun::N,cerca,hejik
423,Zaun::N,vedação,hejik
424,Dach::N,telhado,sere xanî
425,Leiter::N,escada,pêling
426,Leiter::N,escada móvel,pêling
427,Besen::N,vassoura,melkes
428,Spaten::N,pá,mer
429,Schaufel::N,pá,bêr
430,Gabel::N,garfo,çetel
431,Löffel::N,colher,kevçî
432,Messer::N,faca,kêr
433,Nagel::N,cravo,bizmar
434,Netz::N,rede,tor
435,Haken::N,gancho,çenqel
436,Griff::N,asa,destî
437,Griff::N,cabo,destî
438,Schloss::N,fechadura,qonax
439,Bild::N,imagem,dimen
440,Figur::N,figura,figûr
441,Puppe::N,boneca,bûk
442,Beutel::N,saco,kîsik
443,Beutel::N,bolsa,kîsik
444,Bündel::N,fardo,pêçek
445,Tasche::N,saco,bêrîk
446,Tasche::N,bolso,bêrîk
447,Eimer::N,balde,dewl
448,Deckel::N,tampa,devik
449,Geschirr::N,louça,ferax
450,Sack::N,saca,tûr
451,Tasse::N,chávena,kada
452,Topf::N,tacho,beroş
453,Topf::N,panela,beroş
454,Kessel::N,caldeira,şîril
455,Essen::N,refeição,xwarin
456,Nahrung::N,comida,xwarin
457,Nahrung::N,alimento,xwarin
458,Speise::N,prato,xwarin
459,Fleisch::N,carne,goşt
460,Getreide::N,cereais,zad
461,Brei::N,puré,hewdêl
462,Brot::N,pão,
463,Scheibe::N,fatia,parçe
464,Fett::N,banha,rûn
465,Fett::N,gordura,rûn
466,Butter::N,manteiga,rûn
467,Öl::N,azeite,rûn
468,Salz::N,sal,xwe
469,Suppe::N,sopa,şorbe
470,Suppe::N,caldo,şorbe
471,Honig::N,mel,hingiv
472,Milch::N,leite,şîr
473,Tee::N,chá,çay
474,Leder::N,couro,çerm
475,Wolle::N,lã,herî
476,Stoff::N,pano,paç
477,Stoff::N,tecido,paç
478,Nadel::N,agulha,derzî
479,Faden::N,fio,ta
480,Knopf::N,botão,bişkok
481,Knoten::N,nó,girêk
482,Farbe::N,corante,boyax
483,Kleidung::N,roupa,çil
484,Kleidung::N,vestuário,çil
485,Hemd::N,camisa,qutik
486,Hemd::N,camisa,miltan
487,Kragen::N,gola,stûvang
488,Ärmel::N,manga,hûçik
489,Hose::N,calça,şewel
490,Gürtel::N,cinto,qayiş
491,Mütze::N,boné,fîno
492,Mütze::N,barrete,fîno
493,Schuh::N,sapato,şêkal
494,Stiefel::N,bota,gizme
495,Stiefel::N,bota,çizme
496,Ring::N,anel,xelek
497,Band::N,fita,band
498,Band::N,faixa,band
499,Kamm::N,pente,şeh
500,Spiegel::N,espelho,eynik
501,Riemen::N,correia,qayiş
502,Schnur::N,corda,doxin
503,Schnur::N,cordel,doxin
504,Leine::N,trela,şirît
505,Decke::N,cobertor,bataniye
506,Kissen::N,almofada,balgî
507,Tuch::N,pano,şar
508,Handtuch::N,toalha,dezmal
509,Kraft::N,força,hêz
510,Kraft::N,força,qewet
511,Stärke::N,força,xurtî
512,Gesundheit::N,saúde,nojdarî
513,Krankheit::N,doença,nexweşî
514,Krankheit::N,enfermidade,nexweşî
515,Schmerz::N,dor,êş
516,Wunde::N,chaga,kul
517,Wunde::N,ferida,kul
518,Fieber::N,febre,ta
519,Arznei::N,remédio,derman
520,Brücke::N,ponte,kopî
521,Brunnen::N,poço,çal
522,Brunnen::N,poço,kani
523,Weide::N,pastagem,beyar
524,Pfad::N,senda,xaçirek
525,Pfad::N,trilho,xaçirek
526,Weg::N,caminho,rê
527,Straße::N,via,rê
528,Straße::N,estrada,rê
529,Dorf::N,aldeia,gund
530,Stadt::N,cidade,baçar
531,Brief::N,carta,name
532,Buch::N,livro,kitêb
533,Buch::N,livro,pirtûk
534,Buchstabe::N,letra,herf
535,Zeitung::N,jornal,rojname
536,Leben::N,vida,jiyan
537,Tod::N,morte,mirin
538,Grab::N,túmulo,mezel
539,Grab::N,sepultura,mezel
540,Kirche::N,igreja,gilyas
541,Sünde::N,pecado,guneh
542,Gott::N,deus,xwedê
543,Arbeiter::N,operário,hîşçî
544,Arbeiter::N,trabalhador,hîşçî
545,Chef::N,chefe,bêg
546,Chef::N,patrão,bêg
547,Meister::N,mestre,hoste
548,Arzt::N,médico,doktor
549,Lehrer::N,professor,mamoste
550,Geld::N,dinheiro,pere
551,Geschäft::N,negócio,firoşgeh
552,Laden::N,loja,dikan
553,Preis::N,preço,buha
554,Ware::N,mercadoria,tişt
555,Nutzen::N,proveito,fêde
556,Reichtum::N,riqueza,serwet
557,Welt::N,mundo,dinya
558,Land::N,país,welat
559,Staat::N,Estado,dewlet
560,König::N,rei,şah
561,König::N,rei,qral
562,Macht::N,poder,qewet
563,Macht::N,poder,destihilat
564,Macht::N,potência,qewet
565,Macht::N,potência,destihilat
566,Grenze::N,fronteira,kevî
567,Krieg::N,guerra,çeng
568,Krieg::N,guerra,sêwaş
569,Feind::N,inimigo,dijmin
570,Gewalt::N,violência,zor
571,Kampf::N,luta,şer
572,Kampf::N,combate,şer
573,Bogen[Waffe]::N,arco,kêvan
574,Pfeil::N,seta,çîrik
575,Pfeil::N,flecha,çîrik
576,Gewehr::N,espingarda,tifing
577,Fehler::N,erro,şaşî
578,Fehler::N,falha,şaşî
579,Lüge::N,mentira,derew
580,Schaden::N,dano,xisar
581,Schaden::N,estrago,xisar
582,Unglück::N,desgraça,bêbextî
583,Schuld::N,culpa,suç
584,Alter::N,idade,temen
585,Schluss::N,fim,girtin
586,Zeit::N,tempo,çax
587,Tag::N,dia,roj
588,Morgen::N,manhã,sibeh
589,Mittag::N,meio-dia,nîro
590,Abend::N,noite,êvar
591,Abend::N,tardinha,êvar
592,Nacht::N,noite,şev
593,Woche::N,semana,heftî
594,Monat::N,mês,meh
595,Jahr::N,ano,sal
596,Frühling::N,primavera,bihar
597,Sommer::N,verão,havîn
598,Herbst::N,outono,payîz
599,Winter::N,inverno,zistan
600,Januar::N,Janeiro,çile
601,Februar::N,Fevereiro,sibat
602,März::N,Março,adar
603,April::N,Abril,nîsan
604,Mai::N,Maio,gûlan
605,Juni::N,Junho,hezîran
606,Juli::N,Julho,tîmeh
607,August::N,Agosto,tebax
608,September::N,Setembro,îlon
609,Oktober::N,Outubro,çotmeh
610,November::N,Novembro,mijdar
611,Dezember::N,Dezembro,kanûn
612,Montag::N,segunda-feira,duşemb
613,Dienstag::N,terça-feira,sêşem
614,Mittwoch::N,quarta-feira,çarşemb
615,Donnerstag::N,quinta-feira,pêşemb
616,Freitag::N,sexta-feira,în
617,Samstag::N,sábado,şemî
618,Sonntag::N,domingo,yekşemb
619,groß::A,grande,mezin
620,klein::A,pequeno,çûçik
621,lang::A,comprido,dirêj
622,kurz::A,curto,kin
623,breit::A,largo,fireh
624,schmal::A,estreito,tenik
625,dicht::A,denso,gir
626,dick[Gegenstand]::A,grosso,şîşman
627,dünn::A,delgado,zirav
628,fein::A,fino,tenik
629,fein::A,subtil,tenik
630,fest::A,firme,saxlem
631,fest::A,sólido,saxlem
632,flach::A,plano,pahn
633,glatt::A,liso,dûz
634,glatt::A,liso,şayîk
635,hart::A,duro,hişk
636,weich::A,mole,nerm
637,rund::A,redondo,gilover
638,spitz::A,agudo,pîj
639,scharf::A,afiado,tûj
640,stumpf::A,rombo,ne tûj
641,schwer::A,pesado,giran
642,schön::A,belo,xweş
643,schön::A,belo,xweşik
644,schön::A,bonito,xweş
645,schön::A,bonito,xweşik
646,heiß::A,quente,kelandî
647,warm::A,quente,germ
648,kalt::A,frio,sar
649,kühl::A,fresco,jemîrî
650,frisch::A,fresco,ter
651,feucht::A,húmido,şil
652,nass::A,molhado,şilek
653,trocken::A,seco,zuwa
654,voll::A,cheio,tijî
655,leer::A,vazio,vala
656,offen::A,aberto,vekirî
657,geschlossen::A,fechado,asê
658,sauber::A,limpo,pakij
659,schmutzig::A,sujo,lewitî
660,roh::A,cru,xav
661,reif::A,maduro,gihaştî
662,lecker::A,delicioso,xweş
663,süß::A,doce,şîrîn
664,bitter::A,amargo,tahl
665,sauer::A,azedo,tirş
666,hell::A,claro,ronî
667,dunkel::A,escuro,tarî
668,dunkel::A,sombrio,tarî
669,schwarz::A,preto,reş
670,weiß::A,branco,sipî
671,rot::A,vermelho,sor
672,gelb::A,amarelo,zer
673,blau::A,azul,şîn
674,grün::A,verde,şîn
675,grau::A,cinzento,gewr
676,bunt::A,colorido,rengîn
677,billig::A,barato,erzan
678,teuer::A,caro,biha
679,wertvoll::A,valioso,hêja
680,wertvoll::A,valioso,giranbiha
681,wertvoll::A,precioso,hêja
682,wertvoll::A,precioso,giranbiha
683,blind::A,cego,kor
684,taub::A,surdo,kerr
685,kräftig::A,forte,gir
686,kräftig::A,forte,xurt
687,kräftig::A,poderoso,gir
688,kräftig::A,poderoso,xurt
689,stark::A,forte,xurt
690,stark::A,robusto,xurt
691,schwach::A,débil,kesad
692,fett::A,gordo,qelew
693,schlank::A,esbelto,zirav
694,hübsch::A,giro,xweşik
695,hübsch::A,bonito,xweşik
696,böse::A,mau,xerab
697,böse::A,mau,aciz
698,dumm::A,parvo,gêj
699,dumm::A,estúpido,gêj
700,faul::A,preguiçoso,têmbêl
701,fleißig::A,aplicado,jêhatî
702,fleißig::A,diligente,jêhatî
703,geizig::A,avarento,destgirtî
704,klug::A,prudente,baqil
705,klug::A,inteligente,baqil
706,geschickt::A,hábil,zîrek
707,geschickt::A,hábil,ziring
708,lieb::A,caro,delal
709,lieb::A,querido,delal
710,lustig::A,alegre,kêfxweş
711,sanft::A,suave,nazenîn
712,sanft::A,brando,nazenîn
713,hungrig::A,faminto,birçî
714,krank::A,doente,nexweş
715,krank::A,enfermo,nexweş
716,nackt::A,nu,rût
717,nackt::A,nu,tazî
718,nackt::A,despido,rût
719,nackt::A,despido,tazî
720,traurig::A,triste,xemgîn
721,lebendig::A,vivo,bisaxî
722,gut::A,bom,baş
723,schlecht::A,mau,xerab
724,schlecht::A,ruim,xerab
725,richtig::A,justo,rast
726,richtig::A,justo,saxlem
727,richtig::A,correcto,rast
728,richtig::A,correcto,saxlem
729,schlimm::A,mau,nebaş
730,schlimm::A,grave,nebaş
731,wahr::A,verdadeiro,rast
732,alt::A,velho,pîr
733,alt::A,velho,kevn
734,alt::A,antigo,pîr
735,alt::A,antigo,kevn
736,neu::A,novo,nû
737,ehemalig::A,antigo,kevnar
738,ehemalig::A,antigo,peşidar
739,alt[Lebewesen]::A,velho,pîr
740,jung::A,jovem,xort
741,arm::A,pobre,feqîr
742,arm::A,pobre,desteng
743,reich::A,rico,dewlemend
744,bekannt::A,conhecido,naskirî
745,berühmt::A,famoso,navdar
746,berühmt::A,célebre,navdar
747,fremd::A,alheio,xerîb
748,fremd::A,estranho,xerîb
749,verschieden::A,diverso,çîhê
750,verschieden::A,diferente,çîhê
751,nah::A,próximo,nêzîk
752,fern::A,remoto,dûr
753,fern::A,distante,dûr
754,linker::A,esquerdo,çepê
755,rechter::A,direito,rastê
756,anderer::A,outro,yê din
757,erster::A,primeiro,yekemîn
758,zweiter::A,segundo,duda
759,dritter::A,terceiro,sisêya
760,letzter::A,final,paşîn
761,letzter::A,último,paşîn
762,allein::ADV,só,tenê
763,auf einmal::ADV,de vez,jar kê
764,zusammen::ADV,juntos,tev
765,zusammen::ADV,juntos,bi hev re
766,lange::ADV,muito tempo,dirêj
767,plötzlich::ADV,de repente,ji nişkave
768,sofort::ADV,imediatamente,yekser
769,später::ADV,mais tarde,paşiyê
770,jetzt::ADV,agora,nuha
771,heute::ADV,hoje,îro
772,morgen::ADV,amanhã,sibeh
773,bald::ADV,logo,nêzîk
774,bald::ADV,breve,nêzîk
775,dann::ADV,então,paşê
776,dann::ADV,depois,paşê
777,gestern::ADV,ontem,do
778,einst::ADV,antigamente,jar ke
779,damals::ADV,então,hîngî
780,danach::ADV,logo,piştra
781,danach::ADV,depois,piştra
782,vorher::ADV,antes,pîşî
783,zuerst::ADV,primeiro,bere
784,einmal::ADV,uma vez,çarik
785,manchmal::ADV,às vezes,çarna
786,oft::ADV,muitas vezes,gelek çaran
787,immer::ADV,sempre,daîm
788,niemals::ADV,nunca,tu çar
789,hier::ADV,cá,li vir
790,hier::ADV,aqui,li vir
791,hierhin::ADV,para cá,vir
792,von hier::ADV,daqui,ji vir
793,dort::ADV,lá,li wê derê
794,dort::ADV,ali,li wê derê
795,dorthin::ADV,lá,wêda
796,dorthin::ADV,para lá,wêda
797,geradeaus::ADV,em frente,rastê rast
798,vorwärts::ADV,avante,ber bi pêş
799,rückwärts::ADV,para trás,paşpê
800,zurück::ADV,atrás,paşdo
801,zurück::ADV,atrás,paşvê
802,unten::ADV,debaixo,jêrî
803,unten::ADV,em baixo,jêrî
804,hinab::ADV,para baixo,berjêr
805,oben::ADV,em cima,banî
806,hinauf::ADV,para cima,banî
807,überall::ADV,em toda parte,li her derê
808,nicht::ADV,não,ne
809,nicht::ADV,não,nîn
810,nicht::ADV,não,tine
811,ein wenig::ADV,um pouco,hebkî
812,ein wenig::ADV,um bocado,hebkî
813,kaum::ADV,apenas,tema
814,kaum::ADV,apenas,himangi
815,sehr::ADV,muito,gelek
816,so::ADV,tão,weha
817,so::ADV,assim,weha
818,noch::ADV,ainda,hêj
819,noch::ADV,ainda,dîsa
820,nur::ADV,só,tenê
821,nur::ADV,só,bes
822,nur::ADV,apenas,tenê
823,nur::ADV,apenas,bes
824,nur::ADV,somente,tenê
825,nur::ADV,somente,bes
826,schon::ADV,já,hew
827,wieder::ADV,outra vez,jar din
828,wieder::ADV,outra vez,dîsa
829,vergebens::ADV,em vão,deya çun
830,vergebens::ADV,em vão,îfleh bûn
831,vor::PRP,diante de,li ber
832,hinter::PRP,atrás de,li pişt
833,unter::PRP,sob,li bin
834,unter::PRP,debaixo de,li bin
835,durch::PRP,por,kura
836,durch::PRP,através de,kura
