,Concept_ID,cy,hr
78,Erde::N,pridd,zemlja
79,Staub::N,llwch,prah
80,Staub::N,llwch,prašina
81,Rauch::N,mwg,dim
82,Funke::N,gwreichioni,iskra
83,Funke::N,gwreichioni,varnica
84,Feuer::N,tân,vatra
85,Licht::N,golau,svjetlo
86,Schatten::N,cysgod,hlad
87,Schatten::N,cysgod,sjena
88,Wetter::N,tywydd,vrijeme
89,Nebel::N,niwl,magla
90,Wolke::N,cwmwl,oblak
91,Regen::N,glaw,kiša
92,Schnee::N,ôd,snijeg
93,Schnee::N,eira,snijeg
94,Eis::N,iâ,led
95,Frost::N,rhew,mraz
96,Kälte::N,oerni,studen
97,Kälte::N,oerni,hladnoća
98,Kälte::N,annwyd,studen
99,Kälte::N,annwyd,hladnoća
100,Hitze::N,gwres,vrućina
101,Raureif::N,barrug,inje
102,Regenbogen::N,enfys,duga
103,Donner::N,tyrfau,grom
104,Donner::N,tyrfau,grmljavina
105,Strömung::N,cerrynt,struja
106,Strömung::N,cerrynt,strujanje
107,Tropfen::N,dafn,kap
108,Tropfen::N,dafn,kaplja
109,Tropfen::N,diferyn,kap
110,Tropfen::N,diferyn,kaplja
111,Schaum::N,ewyn,pjena
112,Schmutz::N,baw,nečistoća
113,Schmutz::N,baw,prljavština
114,Schmutz::N,budreddi,nečistoća
115,Schmutz::N,budreddi,prljavština
116,See::N,llyn,jezero
117,Sumpf::N,cors,bara
118,Moor::N,rhos,močvara
119,Wiese::N,dôl,livada
120,Wald::N,coedwig,šuma
121,Hügel::N,bryn,brijeg
122,Hügel::N,bryn,brežuljak
123,Anhöhe::N,bryn,uzvišica
124,Berg::N,mynydd,brdo
125,Gipfel::N,copa,vrh
126,Höhle::N,ogof,pećina
127,Höhle::N,ogof,spilja
128,Abhang::N,llethr,obronak
129,Abhang::N,llethr,nizbrdica
130,Quelle::N,tarddiad,izvor
131,Quelle::N,tarddiad,vrelo
132,Quelle::N,ffynhonnell,izvor
133,Quelle::N,ffynhonnell,vrelo
134,Bach::N,nant,potok
135,Bach::N,afonig,potok
136,Bach::N,cornant,potok
137,Fluss::N,afon,rijeka
138,Ufer::N,glan,obala
139,Küste::N,traeth,obala
140,Küste::N,traeth,morska obala
141,Küste::N,arfordir,obala
142,Küste::N,arfordir,morska obala
143,Festland::N,tir,kopno
144,Meer::N,môr,more
145,Bucht::N,bae,zaliv
146,Insel::N,ynys,ada
147,Insel::N,ynys,otok
148,Blume::N,blodyn,cvijet
149,Gras::N,glaswellt,trava
150,Wurzel::N,gwreiddyn,korijen
151,Baum::N,coeden,drvo
152,Baum::N,coeden,stablo
153,Stamm::N,colfen,deblo
154,Stamm::N,colfen,stablo
155,Stamm::N,boncyff,deblo
156,Stamm::N,boncyff,stablo
157,Rinde::N,rhisgl,kora
158,Ast::N,cangen,grana
159,Zweig::N,cainc,grana
160,Zweig::N,cangen,grana
161,Blatt::N,deilen,list
162,Birke::N,bedwen,breza
163,Kiefer[Baum]::N,pinwydden,bor
164,Weide[Baum]::N,helygen,iva
165,Weide[Baum]::N,helygen,vŕba
166,Tanne::N,ffynidwydden,jela
167,Horn::N,corn,rog
168,Feder::N,plufyn,pero
169,Fell::N,ffwr,koža
170,Flügel::N,adain,krilo
171,Klaue::N,crafanc,papak
172,Kralle::N,ewin,pandža
173,Schwanz::N,cwt,rep
174,Schwanz::N,cynffon,rep
175,Ei::N,wy,jaje
176,Nest::N,nyth,gnijezdo
177,Bau::N,ffau,jazbina
178,Tier::N,anifail,životinja
179,Herde::N,praidd,krdo
180,Herde::N,praidd,stado
181,Herde::N,diadell,krdo
182,Herde::N,diadell,stado
183,Kuh::N,buwch,krava
184,Bulle::N,tarw,bik
185,Pferd::N,ceffyl,konj
186,Schaf::N,dafad,ovca
187,Schwein::N,mochyn,svinja
188,Hund::N,ci,pas
189,Hund::N,ci,pseto
190,Katze::N,cath,mačka
191,Bär::N,arth,medvjed
192,Eichhörnchen::N,gwiwer,vjeverica
193,Elch::N,elc,los
194,Fuchs::N,cadno,lisica
195,Hase::N,ysgyfarnog,zec
196,Maus::N,llygoden,miš
197,Wolf::N,blaidd,vuk
198,Wolf::N,blaidd,kurjak
199,Vogel::N,aderyn,ptica
200,Schwarm::N,haid,roj
201,Schwarm::N,haid,jato
202,Huhn::N,cyw,kokoš
203,Hahn::N,ceiliog,kokot
204,Hahn::N,ceiliog,pijevac
205,Gans::N,gŵydd,guska
206,Adler::N,eryr,orao
207,Ente::N,hwyad,patka
208,Eule::N,tylluan,sova
209,Kranich::N,garan,ždral
210,Kranich::N,crychydd,ždral
211,Krähe::N,brân,vrana
212,Kuckuck::N,cog,kukavica
213,Kuckuck::N,cwcw,kukavica
214,Schwan::N,alarch,labud
215,Fisch::N,pysgod,riba
216,Barsch::N,draenog,grgeč
217,Hecht::N,penhwyad,štuka
218,Schlange[Tier]::N,neidr,guja
219,Schlange[Tier]::N,neidr,zmija
220,Wurm::N,abwydyn,crv
221,Wurm::N,pryf genwair,crv
222,Spinne::N,cor,pauk
223,Spinne::N,pryf copyn,pauk
224,Ameise::N,morgrugyn,mrav
225,Laus::N,lleuen,uš
226,Mücke::N,gwybedyn,komarac
227,Fliege::N,cleren,muha
228,Schmetterling::N,glöyn byw,leptir
229,Schmetterling::N,iâr fach yr haf,leptir
230,Beere::N,aeronen,boba
231,Beere::N,aeronen,bobica
232,Apfel::N,afal,jabuka
233,Pilz::N,madarch,pečurka
234,Zwiebel::N,nionyn,luk
235,Zwiebel::N,nionyn,kapula
236,Zwiebel::N,winwnsyn,luk
237,Zwiebel::N,winwnsyn,kapula
238,Saat::N,had,sjemenje
239,Korn::N,grawn,zrno
240,Heu::N,gwair,sijeno
241,Schale::N,croen,kora
242,Schale::N,croen,ljuska
243,Schale::N,plisgyn,kora
244,Schale::N,plisgyn,ljuska
245,Grube::N,pwll,jama
246,Grube::N,pydew,jama
247,Falle::N,magl,zamka
248,Falle::N,magl,klopka
249,Schlinge::N,cwlwm rhedeg,uzao
250,Schlinge::N,cwlwm rhedeg,petlja
251,Spur::N,ôl,trag
252,Spur::N,ôl,slijed
253,Asche::N,lludw,pepeo
254,Dreck::N,baw,blato
255,Dreck::N,budreddi,blato
256,Eisen::N,haearn,željezo
257,Gold::N,aur,zlato
258,Silber::N,arian,srebro
259,Kohle::N,glo,ugalj
260,Kohle::N,glo,ugljen
261,Glas::N,gwydr,staklo
262,Lehm::N,clai,glina
263,Lehm::N,clai,ilovača
264,Sand::N,tywod,pijesak
265,Mensch::N,dyn,čovjek
266,Mann::N,dyn,muškarac
267,Frau::N,merch,žena
268,Frau::N,gwraig,žena
269,Kind::N,plentyn,čedo
270,Kind::N,plentyn,dijete
271,Junge::N,hogyn,momče
272,Junge::N,hogyn,dječak
273,Junge::N,bachgen,momče
274,Junge::N,bachgen,dječak
275,Mädchen::N,merch,djevojka
276,Mädchen::N,merch,djevojčica
277,Mädchen::N,geneth,djevojka
278,Mädchen::N,geneth,djevojčica
279,Familie::N,teulu,obitelj
280,Familie::N,teulu,porodica
281,Familie::N,tylwyth,obitelj
282,Familie::N,tylwyth,porodica
283,Großvater::N,taid,djed
284,Großvater::N,tad-cu,djed
285,Großmutter::N,nain,baka
286,Großmutter::N,mam-gu,baka
287,Eltern::N,rhieni,roditelji
288,Vater::N,tad,otac
289,Mutter::N,mam,majka
290,Sohn::N,mab,sin
291,Tochter::N,merch,kći
292,Tochter::N,merch,kćerka
293,Bruder::N,brawd,brat
294,Schwester::N,chwaer,sestra
295,Onkel::N,ewythr,čika
296,Onkel::N,ewythr,ujak
297,Tante::N,modryb,ujna
298,Tante::N,modryb,tetka
299,Ehemann::N,gŵr,muž
300,Ehemann::N,gŵr,suprug
301,Ehefrau::N,gwraig,žena
302,Ehefrau::N,gwraig,supruga
303,Freude::N,gorfoledd,radost
304,Gelächter::N,chwerthin,grohot
305,Glück::N,hapusrwydd,sreća
306,Kummer::N,galar,jad
307,Kummer::N,galar,briga
308,Wunsch::N,dymuniad,želja
309,Lust::N,chwant,volja
310,Geist::N,ysbryd,duh
311,Gedanke::N,meddwl,misao
312,Gedächtnis::N,cof,pamćenje
313,Verstand::N,meddwl,um
314,Verstand::N,meddwl,razum
315,Sinn::N,ystyr,smisao
316,Sinn::N,ystyr,značenje
317,Grund::N,achos,razlog
318,Grund::N,rheswm,razlog
319,Wahrheit::N,gwir,istina
320,Wahrheit::N,gwirionedd,istina
321,Gespräch::N,sgwrs,razgovor
322,Märchen::N,chwedl werin,bajka
323,Erzählung::N,stori,priča
324,Erzählung::N,stori,pripovijest
325,Nachricht::N,neges,vijest
326,Neuigkeit::N,newydd,novost
327,Name::N,enw,ime
328,Rätsel::N,pos,zagonetka
329,Rede::N,araith,govor
330,Rede::N,araith,besjeda
331,Sprache::N,iaith,jezik
332,Stimme::N,llais,glas
333,Wort::N,gair,riječ
334,Zeichen::N,arwydd,znak
335,Ruf::N,galwad,povik
336,Ruf::N,galwad,poklik
337,Lärm::N,trwst,buka
338,Lärm::N,trwst,galama
339,Laut::N,sain,zvuk
340,Ton::N,tôn,ton
341,Lied::N,cân,pjesma
342,Ruhe::N,tawelwch,tišina
343,Ruhe::N,tawelwch,počinak
344,Leute::N,pobl,ljudi
345,Volk::N,pobl,puk
346,Volk::N,pobl,narod
347,Arbeit::N,gwaith,rad
348,Arbeit::N,gwaith,posao
349,Gast::N,gwestai,gost
350,Geschenk::N,rhodd,dar
351,Geschenk::N,rhodd,poklon
352,Geschenk::N,anrheg,dar
353,Geschenk::N,anrheg,poklon
354,Spiel::N,chwarae,igra
355,Gesellschaft::N,cwmni,društvo
356,Gesellschaft::N,cwmni,kompanija
357,Hilfe::N,cymorth,pomoć
358,Freund::N,cyfaill,prijatelj
359,Kamerad::N,cydymaith,drug
360,Kamerad::N,cydymaith,drugar
361,Angelegenheit::N,pwnc,posao
362,Anzahl::N,cyfrif,broj
363,Anzahl::N,cyfrif,brojnost
364,Art::N,bath,vid
365,Art::N,bath,vrst
366,Stück::N,darn,komad
367,Teil::N,rhan,dio
368,Hälfte::N,hanner,polovina
369,Kreis::N,cylch,krug
370,Kreuz::N,croes,križ
371,Linie::N,llinell,crta
372,Strich::N,strôc,crta
373,Strich::N,trawiad,crta
374,Abstand::N,bwlch,razmak
375,Abstand::N,bwlch,odstojanje
376,Abstand::N,pellter,razmak
377,Abstand::N,pellter,odstojanje
378,Entfernung::N,pellter,udaljenost
379,Gegend::N,cylch,kraj
380,Gegend::N,cylch,predeo
381,Platz::N,lle,mjesto
382,Ort::N,lle,mjesto
383,Seite::N,ochr,bok
384,Seite::N,ochr,strana
385,Mitte::N,canol,sredina
386,Gegenstand::N,eitem,predmet
387,Sache::N,peth,posao
388,Rand::N,cwr,rub
389,Rand::N,cwr,kraj
390,Rand::N,ymyl,rub
391,Rand::N,ymyl,kraj
392,Kante::N,min,brid
393,Kante::N,min,ivica
394,Kante::N,ymyl,brid
395,Kante::N,ymyl,ivica
396,Ecke::N,cornel,ugao
397,Spitze::N,blaen,vrh
398,Spitze::N,blaen,šiljak
399,Ende::N,pen,konac
400,Loch::N,twll,rupa
401,Winkel::N,congl,kut
402,Winkel::N,congl,ugao
403,Muster::N,patrwm,uzor
404,Größe::N,maint,veličina
405,Größe::N,maintioli,veličina
406,Länge::N,hyd,duljina
407,Höhe::N,uchder,visina
408,Gewicht::N,pwysau,težina
409,Menge::N,swm,mnoštvo
410,Menge::N,swm,količina
411,Menge::N,maint,mnoštvo
412,Menge::N,maint,količina
413,Haufen::N,pentwr,hrpa
414,Haufen::N,pentwr,gomila
415,Reihe::N,rhes,red
416,Boot::N,cwch,čun
417,Boot::N,cwch,čamac
418,Ruder::N,rhwyf,veslo
419,Schlitten::N,sled,saone
420,Schlitten::N,car llusg,saone
421,Ski::N,sgi,ski
422,Ski::N,sgi,smučka
423,Lagerfeuer::N,coelcerth,logorska vatra
424,Last::N,llwyth,tovar
425,Gang::N,tro,hod
426,Schritt::N,cam,korak
427,Norden::N,gogledd,sjever
428,Süden::N,de,jug
429,Westen::N,gorllewin,zapad
430,Osten::N,dwyrain,istok
431,Holz::N,pren,drvo
432,Brett::N,bwrdd,daska
433,Brett::N,astell,daska
434,Platte::N,llech,ploča
435,Stütze::N,ateg,potpora
436,Stütze::N,cynhalydd,potpora
437,Stange::N,polyn,motka
438,Stock::N,ffon,štap
439,Stock::N,ffon,palica
440,Stock::N,brigyn,štap
441,Stock::N,brigyn,palica
442,Stab::N,ffon,štap
443,Stab::N,ffon,šipka
444,Rohr::N,pibell,cijev
445,Haus::N,tŷ,kuća
446,Heim::N,cartref,dom
447,Ofen::N,stof,peć
448,Fußboden::N,llawr,pod
449,Tisch::N,bwrdd,stol
450,Tisch::N,bwrdd,trpeza
451,Stuhl::N,cadair,stolac
452,Stuhl::N,cadair,stolica
453,Wiege::N,crud,kolijevka
454,Bett::N,gwely,krevet
455,Bett::N,gwely,postelja
456,Regal::N,silff,polica
457,Kiste::N,bocs,sanduk
458,Kiste::N,blwch,sanduk
459,Fenster::N,ffenestr,prozor
460,Tür::N,drws,vrata
461,Tor::N,porth,vrata
462,Tor::N,porth,kapija
463,Zaun::N,ffens,plot
464,Zaun::N,ffens,ograda
465,Dach::N,to,krov
466,Leiter::N,ysgol,ljestve
467,Leiter::N,ysgol,ljestvice
468,Besen::N,ysgub,metla
469,Spaten::N,rhaw,ašov
470,Schaufel::N,rhaw,lopata
471,Gabel::N,fforc,viljuška
472,Löffel::N,llwy,žlica
473,Messer::N,cyllell,nož
474,Nagel::N,hoel,čavao
475,Netz::N,gwe,mreža
476,Netz::N,rhwyd,mreža
477,Haken::N,bach,kuka
478,Griff::N,carn,držak
479,Griff::N,carn,ručica
480,Schloss::N,clo,brava
481,Bild::N,llun,slika
482,Bild::N,pictiwr,slika
483,Figur::N,ffigur,figura
484,Puppe::N,dol,lutka
485,Beutel::N,cwd,kesa
486,Bündel::N,bwndel,snop
487,Bündel::N,bwndel,svežanj
488,Bündel::N,coflaid,snop
489,Bündel::N,coflaid,svežanj
490,Tasche::N,cod,torba
491,Tasche::N,cod,taška
492,Eimer::N,bwced,kabao
493,Eimer::N,cunnog,kabao
494,Deckel::N,caead,poklopac
495,Geschirr::N,llestri,suđe
496,Geschirr::N,llestri,posuđe
497,Sack::N,sach,džak
498,Sack::N,sach,vreća
499,Tasse::N,cwpan,šalica
500,Topf::N,pot,lonac
501,Topf::N,crochan,lonac
502,Kessel::N,tegell,kazan
503,Essen::N,pryd o fwyd,obrok
504,Nahrung::N,bwyd,hrana
505,Speise::N,saig,jelo
506,Fleisch::N,cig,meso
507,Getreide::N,ŷd,žito
508,Getreide::N,ŷd,žitarice
509,Getreide::N,llafur,žito
510,Getreide::N,llafur,žitarice
511,Brei::N,uwd,kaša
512,Brot::N,bara,kruh
513,Scheibe::N,tafell,kriška
514,Fett::N,saim,mast
515,Fett::N,saim,salo
516,Fett::N,braster,mast
517,Fett::N,braster,salo
518,Butter::N,ymenyn,buter
519,Butter::N,ymenyn,maslac
520,Öl::N,olew,ulje
521,Salz::N,halen,sol
522,Suppe::N,cawl,supa
523,Honig::N,mêl,med
524,Milch::N,llaeth,mlijeko
525,Milch::N,llefrith,mlijeko
526,Tee::N,te,čaj
527,Leder::N,lledr,koža
528,Wolle::N,gwlân,vuna
529,Stoff::N,lliain,štof
530,Stoff::N,lliain,tkanina
531,Stoff::N,brethyn,štof
532,Stoff::N,brethyn,tkanina
533,Nadel::N,nodwydd,igla
534,Faden::N,edau,nit
535,Faden::N,edau,konac
536,Faden::N,edefyn,nit
537,Faden::N,edefyn,konac
538,Knopf::N,botwm,dugme
539,Knoten::N,cwlwm,čvor
540,Knoten::N,cwlwm,uzao
541,Farbe::N,paent,farba
542,Kleidung::N,dillad,odjeća
543,Kleidung::N,gwisgoedd,odjeća
544,Hemd::N,crys,košulja
545,Kragen::N,coler,ovratnik
546,Ärmel::N,llawes,rukav
547,Hose::N,trowsus,hlače
548,Gürtel::N,gwregys,pas
549,Gürtel::N,gwregys,pojas
550,Mütze::N,cap,kapa
551,Schuh::N,esgid,cipela
552,Stiefel::N,botasen,čizma
553,Ring::N,modrwy,prsten
554,Band::N,rhuban,vrpca
555,Kamm::N,crib,češalj
556,Spiegel::N,drych,zrcalo
557,Spiegel::N,drych,ogledalo
558,Riemen::N,strap,kaiš
559,Riemen::N,strap,remen
560,Schnur::N,llinyn,vrpca
561,Leine::N,tennyn,uzica
562,Decke::N,blanced,ćebe
563,Decke::N,blanced,pokrivač
564,Decke::N,gwrthban,ćebe
565,Decke::N,gwrthban,pokrivač
566,Kissen::N,clustog,jastuk
567,Kissen::N,gobennydd,jastuk
568,Tuch::N,sgarff,rubac
569,Tuch::N,sgarff,marama
570,Handtuch::N,tywel,ručnik
571,Handtuch::N,lliain sychu,ručnik
572,Kraft::N,grym,snaga
573,Stärke::N,nerth,jakost
574,Stärke::N,cryfder,jakost
575,Gesundheit::N,iechyd,zdravlje
576,Krankheit::N,afiechyd,bolest
577,Krankheit::N,anhwylder,bolest
578,Schmerz::N,poen,bol
579,Schmerz::N,gwayw,bol
580,Wunde::N,clwyf,rana
581,Fieber::N,twymyn,groznica
582,Arznei::N,meddyginiaeth,lijek
583,Brücke::N,pont,most
584,Brücke::N,pont,ćuprija
585,Brunnen::N,ffynnon,bunar
586,Brunnen::N,ffynnon,zdenac
587,Weide::N,porfa,paša
588,Weide::N,porfa,pašnjak
589,Pfad::N,llwybr,staza
590,Weg::N,ffordd,put
591,Straße::N,heol,drum
592,Straße::N,heol,cesta
593,Straße::N,ffordd,drum
594,Straße::N,ffordd,cesta
595,Dorf::N,pentref,selo
596,Stadt::N,tref,grad
597,Stadt::N,tref,varoš
598,Brief::N,llythyr,list
599,Brief::N,llythyr,pismo
600,Buch::N,llyfr,knjiga
601,Buchstabe::N,llythyren,slovo
602,Zeitung::N,papur newydd,novine
603,Leben::N,bywyd,život
604,Tod::N,marwolaeth,smrt
605,Grab::N,bedd,raka
606,Kirche::N,eglwys,crkva
607,Sünde::N,pechod,grijeh
608,Gott::N,duw,bog
609,Arbeiter::N,gweithiwr,radnik
610,Chef::N,pennaeth,šef
611,Meister::N,meistr,majstor
612,Arzt::N,meddyg,liječnik
613,Lehrer::N,athro,učitelj
614,Geld::N,pres,novac
615,Geld::N,arian,novac
616,Geschäft::N,busnes,posao
617,Geschäft::N,busnes,trgovina
618,Laden::N,siop,dućan
619,Preis::N,pris,cijena
620,Ware::N,nwydd,roba
621,Nutzen::N,elw,korist
622,Nutzen::N,budd,korist
623,Reichtum::N,cyfoeth,bogatstvo
624,Welt::N,byd,svijet
625,Land::N,gwlad,zemlja
626,Staat::N,gwladwriaeth,država
627,König::N,brenin,kralj
628,Macht::N,grym,moć
629,Macht::N,grym,vlast
630,Macht::N,awdurdod,moć
631,Macht::N,awdurdod,vlast
632,Grenze::N,ffin,granica
633,Grenze::N,goror,granica
634,Krieg::N,rhyfel,rat
635,Feind::N,gelyn,neprijatelj
636,Gewalt::N,ffyrnigrwydd,sila
637,Gewalt::N,ffyrnigrwydd,nasilje
638,Kampf::N,brwydr,boj
639,Kampf::N,brwydr,borba
640,Bogen[Waffe]::N,bwa,luk
641,Pfeil::N,saeth,strijela
642,Gewehr::N,dryll,puška
643,Fehler::N,gwall,pogreška
644,Fehler::N,gwall,griješka
645,Fehler::N,camgymeriad,pogreška
646,Fehler::N,camgymeriad,griješka
647,Lüge::N,celwydd,laž
648,Lüge::N,anwiredd,laž
649,Schaden::N,niwed,šteta
650,Schaden::N,difrod,šteta
651,Unglück::N,anffawd,nesreća
652,Schuld::N,bai,krivnja
653,Alter::N,oed,dob
654,Schluss::N,diwedd,kraj
655,Schluss::N,diwedd,konac
656,Zeit::N,amser,doba
657,Zeit::N,amser,vrijeme
658,Tag::N,dydd,dan
659,Tag::N,diwrnod,dan
660,Morgen::N,bore,jutro
661,Mittag::N,nawn,podne
662,Abend::N,noswaith,veče
663,Abend::N,noswaith,večer
664,Nacht::N,nos,noć
665,Woche::N,wythnos,sedmica
666,Monat::N,mis,mjesec
667,Jahr::N,blwyddyn,godina
668,Frühling::N,gwanwyn,proljeće
669,Sommer::N,haf,ljeto
670,Herbst::N,hydref,jesen
671,Winter::N,gaeaf,zima
672,Januar::N,Ionawr,januar
673,Januar::N,Ionawr,siječanj
674,Februar::N,Chwefror,veljača
675,Februar::N,Chwefror,februar
676,März::N,Mawrth,mart
677,März::N,Mawrth,ožujak
678,April::N,Ebrill,april
679,April::N,Ebrill,travanj
680,Mai::N,Mai,maj
681,Mai::N,Mai,svibanj
682,Juni::N,Mehefin,juni
683,Juni::N,Mehefin,lipanj
684,Juli::N,Gorffennaf,juli
685,Juli::N,Gorffennaf,srpanj
686,August::N,Awst,august
687,August::N,Awst,kolovoz
688,September::N,Medi,rujan
689,September::N,Medi,septembar
690,Oktober::N,Hydref,oktobar
691,Oktober::N,Hydref,listopad
692,November::N,Tachwedd,studeni
693,November::N,Tachwedd,novembar
694,Dezember::N,Rhagfyr,prosinac
695,Montag::N,dydd Llun,ponedjeljak
696,Montag::N,dydd Llun,ponedjeljnik
697,Dienstag::N,dydd Mawrth,utorak
698,Dienstag::N,dydd Mawrth,utornik
699,Mittwoch::N,dydd Mercher,srijeda
700,Donnerstag::N,dydd Iau,četvrtak
701,Freitag::N,dydd Gwener,petak
702,Samstag::N,dydd Sadwrn,subota
703,Sonntag::N,dydd Sul,nedjelja
704,groß::A,mawr,velik
705,klein::A,bach,mali
706,klein::A,bach,malen
707,lang::A,hir,dug
708,lang::A,hir,dugačak
709,kurz::A,byr,kratak
710,kurz::A,cwta,kratak
711,breit::A,llydan,širok
712,schmal::A,cul,uski
713,schmal::A,cul,uzak
714,dicht::A,dwys,gust
715,dick[Gegenstand]::A,trwchus,debeo
716,dünn::A,tenau,tanak
717,fein::A,main,fin
718,fein::A,main,tanak
719,fest::A,cadarn,čvrst
720,flach::A,gwastad,ravan
721,flach::A,gwastad,plosnat
722,glatt::A,llyfn,gladak
723,hart::A,caled,tvrd
724,weich::A,meddal,mek
725,weich::A,meddal,mekan
726,rund::A,crwn,okrugao
727,spitz::A,pigfain,oštar
728,spitz::A,pigfain,šiljast
729,scharf::A,miniog,oštar
730,scharf::A,miniog,bridak
731,stumpf::A,pŵl,tup
732,schwer::A,trwm,težak
733,schön::A,teg,krasan
734,schön::A,hardd,krasan
735,schön::A,prydferth,krasan
736,heiß::A,poeth,vruć
737,warm::A,twym,topao
738,warm::A,cynnes,topao
739,kalt::A,oer,hladan
740,kühl::A,oeraidd,hladan
741,frisch::A,iach,svjež
742,feucht::A,llaith,vlažan
743,nass::A,gwlyb,mokar
744,trocken::A,sych,suh
745,voll::A,llawn,pun
746,leer::A,gwag,prazan
747,offen::A,agored,otvoren
748,geschlossen::A,caead,zatvoren
749,geschlossen::A,caeëdig,zatvoren
750,sauber::A,glân,čist
751,schmutzig::A,budr,nečist
752,schmutzig::A,budr,blatan
753,schmutzig::A,brwnt,nečist
754,schmutzig::A,brwnt,blatan
755,roh::A,amrwd,sirov
756,reif::A,aeddfed,zreo
757,lecker::A,blasus,tečan
758,lecker::A,blasus,ukusan
759,lecker::A,danteithiol,tečan
760,lecker::A,danteithiol,ukusan
761,süß::A,melys,sladak
762,bitter::A,chwerw,gorak
763,sauer::A,sur,kiseo
764,hell::A,disglair,vedar
765,hell::A,disglair,svijetao
766,dunkel::A,tywyll,taman
767,schwarz::A,du,crn
768,weiß::A,gwyn,bio
769,weiß::A,gwyn,bijel
770,rot::A,coch,crven
771,gelb::A,melyn,žut
772,blau::A,glas,plav
773,blau::A,glas,modar
774,grün::A,gwyrdd,zelen
775,grau::A,llwyd,siv
776,bunt::A,lliwgar,šaren
777,billig::A,rhad,jeftin
778,teuer::A,drud,skup
779,wertvoll::A,gwerthfawr,vrijedan
780,wertvoll::A,gwerthfawr,dragocjen
781,blind::A,dall,slijep
782,taub::A,byddar,gluh
783,kräftig::A,nerthol,snažan
784,kräftig::A,grymus,snažan
785,stark::A,cryf,jak
786,stark::A,cryf,snažan
787,stark::A,cadarn,jak
788,stark::A,cadarn,snažan
789,schwach::A,gwan,slab
790,fett::A,tew,pretio
791,schlank::A,main,vitak
792,hübsch::A,tlws,zgodan
793,böse::A,drwg,zao
794,böse::A,drwg,opak
795,dumm::A,twp,glup
796,faul::A,diog,lijen
797,fleißig::A,dyfal,radin
798,fleißig::A,dyfal,marljiv
799,geizig::A,crintach,škrt
800,geizig::A,cybyddlyd,škrt
801,klug::A,deallus,razborit
802,geschickt::A,medrus,vješt
803,geschickt::A,deheuig,vješt
804,lieb::A,hoff,drag
805,lieb::A,annwyl,drag
806,lustig::A,llon,veseo
807,sanft::A,mwyn,blag
808,hungrig::A,newynog,gladan
809,krank::A,sâl,bolestan
810,krank::A,gwael,bolestan
811,nackt::A,noeth,nag
812,traurig::A,trist,tužan
813,traurig::A,trist,žalostan
814,lebendig::A,yn fyw,živ
815,gut::A,da,dobar
816,schlecht::A,drwg,loš
817,schlecht::A,drwg,rđav
818,schlecht::A,gwael,loš
819,schlecht::A,gwael,rđav
820,richtig::A,cywir,tačan
