,Concept_ID,mrj,lt
606,Frühling::N,шошым,pavasaris
607,Sommer::N,кӓнгӹж,vasara
608,Herbst::N,шӹжӹ,ruduo
609,Winter::N,тел,žiema
610,Winter::N,телӹ,žiema
611,Januar::N,январ,sausis
612,Januar::N,январь,sausis
613,Februar::N,февраль,vasaris
614,März::N,март,kovas
615,April::N,апрель,balandis
616,Mai::N,май,gegužė
617,Juni::N,июнь,birželis
618,Juli::N,июль,liepa
619,August::N,август,rugpjūtis
620,September::N,сентябрь,rugsėjis
621,Oktober::N,октябрь,spalis
622,November::N,ноябрь,lapkritis
623,Dezember::N,декавыр,gruodis
624,Montag::N,шачмы,pirmadienis
625,Dienstag::N,кышкыжмы,antradienis
626,Mittwoch::N,вӹрчегӹ,trečiadienis
627,Donnerstag::N,изӓрня,ketvirtadienis
628,Freitag::N,когарня,penktadienis
629,Samstag::N,кукшыгечӹ,šeštadienis
630,Sonntag::N,рушӓрня,sekmadienis
631,groß::A,кого,didis
632,groß::A,кого,didelis
633,klein::A,изи,mažas
634,lang::A,кужы,ilgas
635,kurz::A,кӹтӹк,trumpas
636,breit::A,кымда,platus
637,schmal::A,ӓнгӹсӹр,smulkus
638,dicht::A,шӹре,tankus
639,dick[Gegenstand]::A,кӹжгӹ,storas
640,dünn::A,вӹцкӹж,plonas
641,fein::A,пыльга,smulkus
642,fest::A,цаткыды,kietas
643,fest::A,цаткыды,tvirtas
644,flach::A,тӓлякӓ,lėkštas
645,flach::A,тӓлякӓ,plokščias
646,glatt::A,ягылгы,slidus
647,hart::A,пингӹдӹ,kietas
648,weich::A,пышкыды,minkštas
649,rund::A,тӹртӹш,apvalus
650,rund::A,тӹртӹш,apskritas
651,spitz::A,кашар,aštrus
652,spitz::A,кашар,smailus
653,scharf::A,кашар,aštrus
654,stumpf::A,нӹшкӹ,bukas
655,stumpf::A,нӹшкӹ,atšipęs
656,schwer::A,нелӹ,sunkus
657,schön::A,цевер,gražus
658,schön::A,олмыдшы,gražus
659,heiß::A,шокшы,karštas
660,warm::A,шокшы,šiltas
661,kalt::A,ӱштӹ,šaltas
662,kühl::A,юалгы,vėsus
663,kühl::A,юалгы,bejausmis
664,kühl::A,йонгата,vėsus
665,kühl::A,йонгата,bejausmis
666,frisch::A,йонгата,šviežias
667,feucht::A,ӹлӹкшӹ,drėgnas
668,feucht::A,вӹдӹжгӹ,drėgnas
669,nass::A,начкы,šlapias
670,trocken::A,кукшы,sausas
671,voll::A,темшӹ,pilnas
672,voll::A,темыман,pilnas
673,leer::A,йӓрӓ,tuščias
674,offen::A,виш,atviras
675,geschlossen::A,чӱчмӹ,uždaras
676,geschlossen::A,чӱчмӹ,uždarytas
677,geschlossen::A,тӹкӹлӓлтшӹ,uždaras
678,geschlossen::A,тӹкӹлӓлтшӹ,uždarytas
679,sauber::A,ире,švarus
680,schmutzig::A,шоран,nešvarus
681,schmutzig::A,шоран,purvinas
682,schmutzig::A,лявӹрӓн,nešvarus
683,schmutzig::A,лявӹрӓн,purvinas
684,schmutzig::A,шорангшы,nešvarus
685,schmutzig::A,шорангшы,purvinas
686,roh::A,пеле кӱшӹ,žalias
687,reif::A,кӱшӹ,prinokęs
688,reif::A,кӱшӹ,pribrendęs
689,lecker::A,тотан,gardus
690,süß::A,мӱӓн,saldus
691,bitter::A,качы,kartus
692,sauer::A,шапы,gižus
693,sauer::A,шапы,rūgštus
694,hell::A,соты,šviesus
695,hell::A,соты,skaistus
696,hell::A,валгыды,šviesus
697,hell::A,валгыды,skaistus
698,dunkel::A,пӹц,tamsus
699,dunkel::A,пӹцкемӹш,tamsus
700,schwarz::A,шим,juodas
701,weiß::A,ош,baltas
702,weiß::A,ошы,baltas
703,rot::A,якшаргы,raudonas
704,gelb::A,сар,geltonas
705,gelb::A,сары,geltonas
706,blau::A,симсӹ,mėlynas
707,grün::A,ыжар,žalias
708,grau::A,луды,pilkas
709,bunt::A,ала,margas
710,bunt::A,ала,spalvotas
711,billig::A,шулдаш,pigus
712,teuer::A,шергӹ,brangus
713,teuer::A,шергӓкӓн,brangus
714,wertvoll::A,ӓкӓн,vertingas
715,blind::A,слöпöй,aklas
716,blind::A,сльöпöй,aklas
717,taub::A,тӱтӱк,kurčias
718,kräftig::A,виӓн,stiprus
719,stark::A,виӓн,stiprus
720,schwach::A,шава,silpnas
721,schwach::A,лӹпкӓ,silpnas
722,schwach::A,слабка,silpnas
723,fett::A,таза,riebus
724,schlank::A,яштака,laibas
725,schlank::A,яштака,lieknas
726,hübsch::A,сӹлнӹ,gražus
727,hübsch::A,олмыдшы,gražus
728,böse::A,шӹдӓн,blogas
729,dumm::A,окмак,paikas
730,dumm::A,окмак,kvailas
731,faul::A,ялахай,tingus
732,fleißig::A,пӓшам яратышы,stropus
733,fleißig::A,пӓшам яратышы,kruopštus
