,Concept_ID,ro,av
59,Hunger::N,foame,ракъи
60,Träne::N,lacrimă,магӏу
61,Geschmack::N,gust,тату
62,Geruch::N,miros,махӏ
63,Schlaf::N,somn,макьу
64,Traum::N,vis,макьу
65,Himmel::N,cer,зоб
66,Sonne::N,soare,бакъ
67,Mond::N,lună,моцӏ
68,Stern::N,stea,цӏва
69,Luft::N,aer,гьава
70,Wind::N,vânt,гьури
71,Welle::N,val,карачел
72,Welle::N,undă,карачел
73,Wasser::N,apă,лъим
74,Stein::N,piatră,гьецӏо
75,Boden::N,sol,ракь
76,Boden::N,pământ,ракь
77,Erde::N,pământ,ракь
78,Erde::N,pământ,дуниял
79,Staub::N,praf,хӏур
80,Rauch::N,fum,кӏкӏуй
81,Funke::N,scânteie,
82,Feuer::N,foc,цӏа
83,Licht::N,lumină,канлъи
84,Schatten::N,umbră,рагӏад
85,Wetter::N,timp,гьава-бакъ
86,Wetter::N,vreme,гьава-бакъ
87,Nebel::N,ceață,гӏодобнакӏкӏ
88,Nebel::N,negură,гӏодобнакӏкӏ
89,Wolke::N,nor,накӏкӏ
90,Regen::N,ploaie,цӏад
91,Schnee::N,zăpadă,гӏазу
92,Eis::N,gheață,цӏер
93,Frost::N,ger,замгьари
94,Kälte::N,frig,квач
95,Hitze::N,arșiță,багӏари
96,Hitze::N,căldură,багӏари
97,Raureif::N,chiciură,мартӏ
98,Regenbogen::N,curcubeu,нур
99,Regenbogen::N,curcubeu,чамбара
100,Donner::N,tunet,гъугъай
101,Donner::N,tunet,гъугъади
102,Strömung::N,curent,чвахи
103,Tropfen::N,picătură,резел
104,Tropfen::N,picătură,тӏинкӏ
105,Tropfen::N,picătură,къатӏра
106,Tropfen::N,picătură,тӏенкӏел
107,Schaum::N,spumă,полоп
108,Schmutz::N,murdărie,чороклъи
109,See::N,lac,хӏор
110,Sumpf::N,mlaștină,хьуцӏ
111,Moor::N,bărăgan,
112,Wiese::N,fânaț,мегъ
113,Wiese::N,fânaț,гӏурдаллъи
114,Wiese::N,livadă,мегъ
115,Wiese::N,livadă,гӏурдаллъи
116,Wald::N,codru,рохь
117,Wald::N,pădure,рохь
118,Hügel::N,deal,гохӏ
119,Hügel::N,movilă,гохӏ
120,Anhöhe::N,deal,сийитма
121,Anhöhe::N,ridicătură,сийитма
122,Berg::N,munte,мегӏер
123,Gipfel::N,pisc,тӏогь
124,Höhle::N,peșteră,нохъо
125,Abhang::N,pantă,лабаллъи
126,Abhang::N,versant,лабаллъи
127,Quelle::N,izvor,ицц
128,Bach::N,gârlă,лъар
129,Fluss::N,râu,гӏор
130,Fluss::N,fluviu,гӏор
131,Ufer::N,mal,рагӏал
132,Ufer::N,țărm,рагӏал
133,Küste::N,coastă,рагӏал
134,Festland::N,uscat,ракь
135,Festland::N,uscat,ракъдаллъи
136,Meer::N,mare,ралъад
137,Bucht::N,golf,кӏветӏ
138,Insel::N,insulă,чӏинкӏиллъи
139,Blume::N,floare,тӏегь
140,Gras::N,iarbă,хер
141,Wurzel::N,rădăcină,кьибил
142,Baum::N,copac,гъветӏ
143,Baum::N,arbore,гъветӏ
144,Stamm::N,tulpină,рохти
145,Rinde::N,scoarță,макъар
146,Ast::N,cracă,ноцӏ
147,Ast::N,creangă,ноцӏ
148,Zweig::N,ramură,гӏаркьел
149,Zweig::N,creangă,гӏаркьел
150,Blatt::N,frunză,тӏамах
151,Birke::N,mesteacăn,мах
152,Birke::N,mesteacăn,махигъветӏ
153,Kiefer[Baum]::N,pin,накӏкӏигъветӏ
154,Weide[Baum]::N,salcie,рицӏцӏ
155,Weide[Baum]::N,salcie,рицӏцӏигъветӏ
156,Weide[Baum]::N,răchită,рицӏцӏ
157,Weide[Baum]::N,răchită,рицӏцӏигъветӏ
158,Tanne::N,brad,ёлка
159,Horn::N,corn,лълъар
160,Feder::N,pană,хӏули
161,Fell::N,piele,тӏом
162,Fell::N,piele,цӏоко
163,Flügel::N,aripă,кваркьи
164,Klaue::N,gheară,галъ
165,Kralle::N,labă,квачӏ
166,Kralle::N,labă,катиквачӏ
167,Kralle::N,gheară,квачӏ
168,Kralle::N,gheară,катиквачӏ
169,Schwanz::N,coadă,рачӏ
170,Ei::N,ou,хоно
171,Nest::N,cuib,бусен
172,Bau::N,bârlog,каратӏ
173,Bau::N,vizuină,каратӏ
174,Tier::N,animal,хӏайван
175,Herde::N,turmă,рехъен
176,Herde::N,turmă,рехъед
177,Herde::N,cireadă,рехъен
178,Herde::N,cireadă,рехъед
179,Kuh::N,vacă,гӏака
180,Bulle::N,taur,оц
181,Pferd::N,cal,чу
182,Schaf::N,oaie,чахъу
183,Schwein::N,porc,болъон
184,Hund::N,câine,гьой
185,Katze::N,pisică,кету
186,Bär::N,urs,ци
187,Eichhörnchen::N,veveriță,гвангва
188,Elch::N,elan,
189,Fuchs::N,vulpe,цер
190,Hase::N,iepure,гӏанкӏ
191,Maus::N,șoarece,гӏункӏкӏ
192,Wolf::N,lup,бацӏ
193,Vogel::N,pasăre,хӏинчӏ
194,Schwarm::N,cârd,тӏел
195,Huhn::N,găină,гӏанкӏу
196,Hahn::N,cocoș,хӏелеко
197,Gans::N,gâscă,хъаз
198,Adler::N,vultur,цӏум
199,Ente::N,rață,ордек
200,Eule::N,bufniță,беццаруз
201,Kranich::N,cocor,къункъра
202,Krähe::N,cioară,гъеду
203,Kuckuck::N,cuc,гагу
204,Schwan::N,lebădă,хӏанкъва
205,Fisch::N,pește,ччугӏа
206,Barsch::N,biban,окунь
207,Hecht::N,știucă,щука
208,Schlange[Tier]::N,șarpe,борохь
209,Wurm::N,vierme,хӏапара
210,Spinne::N,păianjen,хъанхъра
211,Ameise::N,furnică,цӏунцӏра
212,Laus::N,păduche,нацӏ
213,Mücke::N,țânțar,кӏкӏара
214,Fliege::N,muscă,тӏутӏ
215,Schmetterling::N,fluture,кӏалкӏучӏ
216,Beere::N,boabă,
217,Apfel::N,măr,гӏеч
218,Pilz::N,burete,гӏурдахӏан
219,Pilz::N,ciupercă,гӏурдахӏан
220,Zwiebel::N,ceapă,кӏочӏопер
221,Saat::N,semănătură,хьон
222,Korn::N,grâu,мугь
223,Heu::N,fân,хер
224,Schale::N,coajă,хъал
225,Grube::N,groapă,гвенд
226,Falle::N,cursă,къор
227,Falle::N,cursă,къотен
228,Falle::N,capcană,къор
229,Falle::N,capcană,къотен
230,Schlinge::N,laț,кӏичӏ
231,Spur::N,dâră,лъалкӏ
232,Asche::N,cenușă,рахъу
233,Dreck::N,noroi,гъиз
234,Dreck::N,noroi,хӏарщ
235,Dreck::N,murdărie,гъиз
236,Dreck::N,murdărie,хӏарщ
237,Eisen::N,fier,махх
238,Gold::N,aur,месед
239,Silber::N,argint,гӏарац
240,Kohle::N,cărbune,тӏурччи
241,Glas::N,sticlă,цӏер
242,Lehm::N,lut,хӏатӏ
243,Lehm::N,humă,хӏатӏ
244,Sand::N,nisip,сали
245,Mensch::N,om,чи
246,Mensch::N,persoană,чи
247,Mann::N,om,бихьинчи
248,Mann::N,bărbat,бихьинчи
249,Frau::N,femeie,гӏадан
250,Kind::N,copil,лъимер
251,Junge::N,băiat,вас
252,Junge::N,flăcău,вас
253,Mädchen::N,fată,яс
254,Familie::N,familie,хъизан
255,Großvater::N,bunic,кӏудада
256,Großvater::N,tată mare,кӏудада
257,Großmutter::N,bunică,кӏодо
258,Großmutter::N,mamă mare,кӏодо
259,Eltern::N,părinți,эбел-эмен
260,Vater::N,tată,эмен
261,Vater::N,părinte,эмен
262,Mutter::N,mamă,эбел
263,Sohn::N,fiu,вас
264,Sohn::N,fecior,вас
265,Tochter::N,fiică,яс
266,Bruder::N,frate,вац
267,Schwester::N,soră,яц
268,Onkel::N,unchi,даци
269,Tante::N,mătușă,ада
270,Ehemann::N,soț,рос
271,Ehemann::N,bărbat,рос
272,Ehefrau::N,soție,чӏужу
273,Freude::N,bucurie,ракӏбохи
274,Gelächter::N,râset,релъи
275,Glück::N,fericire,талихӏ
276,Glück::N,fericire,талихӏ-рохел
277,Kummer::N,mâhnire,хӏалкъай
278,Wunsch::N,dorință,къасд
279,Wunsch::N,deziderat,къасд
280,Lust::N,poftă,гъира
281,Lust::N,înclinare,гъира
282,Geist::N,duh,чӏанкӏ
283,Geist::N,duh,рухӏ-жан
284,Geist::N,minte,чӏанкӏ
285,Geist::N,minte,рухӏ-жан
286,Geist::N,suflet,чӏанкӏ
287,Geist::N,suflet,рухӏ-жан
288,Gedanke::N,gând,пикру
289,Gedanke::N,cuget,пикру
290,Gedächtnis::N,memorie,
291,Verstand::N,minte,лумалъи
292,Verstand::N,minte,цӏодорлъи
293,Verstand::N,intelect,лумалъи
294,Verstand::N,intelect,цӏодорлъи
295,Sinn::N,sens,магӏна
296,Sinn::N,înțeles,магӏна
297,Grund::N,cauză,багьана
298,Grund::N,pricină,багьана
299,Wahrheit::N,adevăr,ритӏухълъи
300,Gespräch::N,convorbire,накъит
301,Gespräch::N,conversație,накъит
302,Märchen::N,basm,маргьа
303,Märchen::N,poveste,маргьа
304,Erzählung::N,poveste,къиса
305,Nachricht::N,veste,хабар
306,Neuigkeit::N,noutate,хабар-гӏазаб
307,Neuigkeit::N,actualitate,хабар-гӏазаб
308,Name::N,nume,цӏар
309,Rätsel::N,ghicitoare,бицанкӏо
310,Rede::N,discurs,речь
311,Rede::N,discurs,калам
312,Sprache::N,limbă,мацӏ
313,Sprache::N,limbaj,мацӏ
314,Stimme::N,glas,гьаракь
315,Wort::N,cuvânt,рагӏи
316,Zeichen::N,semn,ишара
317,Zeichen::N,semn,гӏаламат
318,Zeichen::N,semnal,ишара
319,Zeichen::N,semnal,гӏаламат
320,Ruf::N,chemare,ахӏи
321,Lärm::N,zgomot,хъуй
322,Lärm::N,zgomot,хъуди
323,Lärm::N,tărăboi,хъуй
324,Lärm::N,tărăboi,хъуди
325,Laut::N,sunet,гьаракь
326,Laut::N,sunet,сас
327,Ton::N,ton,
328,Lied::N,cântec,кечӏ
329,Ruhe::N,odihnă,рахӏат
330,Ruhe::N,liniște,рахӏат
331,Leute::N,lume,гӏадамал
332,Leute::N,oameni,гӏадамал
333,Volk::N,popor,халкъ
334,Volk::N,națiune,халкъ
335,Arbeit::N,lucru,хӏалтӏи
336,Gast::N,musafir,гьобол
337,Geschenk::N,dar,сайигъат
338,Geschenk::N,cadou,сайигъат
339,Spiel::N,joc,хӏай
340,Spiel::N,joc,расанди
341,Gesellschaft::N,societate,жамагӏат
342,Hilfe::N,ajutor,кумек
343,Freund::N,amic,гьудул
344,Freund::N,prieten,гьудул
345,Kamerad::N,tovarăș,гьалмагъ
346,Angelegenheit::N,afacere,къваригӏел
347,Anzahl::N,număr,рикӏкӏен
348,Anzahl::N,cantitate,рикӏкӏен
349,Art::N,fel,жинс
350,Art::N,specie,жинс
351,Stück::N,bucată,кесек
352,Teil::N,parte,пай
353,Teil::N,porție,пай
354,Hälfte::N,jumătate,бащдаб
355,Kreis::N,cerc,гор
356,Kreuz::N,cruce,хъанч
357,Linie::N,linie,мухъ
358,Strich::N,linie,хӏучч
359,Strich::N,trăsătură,хӏучч
360,Abstand::N,distanță,манзил
361,Abstand::N,depărtare,манзил
362,Entfernung::N,distanță,манзил
363,Entfernung::N,depărtare,манзил
364,Gegend::N,regiune,рахъ
365,Platz::N,loc,бакӏ
366,Ort::N,loc,бакӏ
367,Seite::N,latură,рахъ
368,Mitte::N,centru,бакьулъбакӏ
369,Gegenstand::N,obiect,жо
370,Sache::N,lucru,жо
371,Sache::N,chestie,жо
372,Rand::N,bordură,мицӏир
373,Kante::N,muchie,рагӏал
374,Kante::N,muchie,рагӏа-ракьан
375,Kante::N,bordură,рагӏал
376,Kante::N,bordură,рагӏа-ракьан
377,Ecke::N,colț,цили
378,Spitze::N,vârf,тӏогь
379,Spitze::N,creștet,тӏогь
380,Ende::N,capăt,кӏал
381,Loch::N,gaură,каратӏ
382,Winkel::N,colț,
383,Muster::N,desen,накъиш
384,Größe::N,mărime,кӏодо́лъи
385,Länge::N,lungime,халалъи
386,Höhe::N,înălțime,борхалъи
387,Gewicht::N,greutate,бакӏлъи
388,Menge::N,cantitate,
389,Haufen::N,grămadă,гъуни
390,Reihe::N,șir,ирга́
391,Reihe::N,rând,ирга́
392,Boot::N,barcă,раса
393,Boot::N,luntre,раса
394,Ruder::N,vâslă,раххан
395,Ruder::N,lopată,раххан
396,Schlitten::N,sanie,чанагъ
397,Ski::N,schi,лыжаби
398,Lagerfeuer::N,foc de tabără,цӏа
399,Last::N,povară,бакӏлъи
400,Last::N,sarcină,бакӏлъи
401,Gang::N,mers,хьвади
402,Gang::N,mers,хьвада-чӏвади
403,Gang::N,umblet,хьвади
404,Gang::N,umblet,хьвада-чӏвади
405,Schritt::N,pas,гали
406,Norden::N,nord,шимал
407,Norden::N,miazănoapte,шимал
408,Süden::N,sud,юг
409,Süden::N,sud,къибла
410,Süden::N,miazăzi,юг
411,Süden::N,miazăzi,къибла
412,Westen::N,apus,гъарб
413,Westen::N,apus,магъриб
414,Osten::N,est,шаркъ
415,Osten::N,est,машрикъ
416,Osten::N,răsărit,шаркъ
417,Osten::N,răsărit,машрикъ
418,Holz::N,lemn,цӏул
419,Brett::N,scândură,хъарщи
420,Platte::N,placă,къоно
421,Stütze::N,proptea,
422,Stange::N,bară,гӏер
423,Stange::N,prăjină,гӏер
424,Stock::N,băț,тӏил
425,Stock::N,baston,тӏил
426,Stab::N,baston,гӏер
427,Stab::N,prăjină,гӏер
428,Rohr::N,tub,турба
429,Rohr::N,țeavă,турба
430,Haus::N,casă,ригь
431,Haus::N,casă,рукъзал
432,Heim::N,casă,рукъ
433,Heim::N,cămin,рукъ
434,Ofen::N,sobă,печь
435,Fußboden::N,podea,чӏабар
436,Fußboden::N,dușumea,чӏабар
437,Tisch::N,masă,стол
438,Stuhl::N,scaun,бакӏу
439,Wiege::N,leagăn,кини
440,Bett::N,pat,кровать
441,Regal::N,rafturi,хъарщи
442,Kiste::N,ladă,ящик
443,Kiste::N,ladă,тӏалагъуд
444,Kiste::N,cutie,ящик
445,Kiste::N,cutie,тӏалагъуд
446,Fenster::N,fereastră,гордо
447,Tür::N,ușă,нуцӏа
448,Tor::N,poartă,каву
449,Zaun::N,gard,раци
450,Dach::N,acoperiș,тӏох
451,Leiter::N,scară,мали
452,Besen::N,mătură,жул
453,Spaten::N,cazma,бел
454,Spaten::N,hârleț,бел
455,Schaufel::N,lopată,раххан
456,Gabel::N,furculiță,гӏучӏ
457,Löffel::N,lingură,гъуд
458,Messer::N,cuțit,нус
459,Nagel::N,cui,магӏ
460,Netz::N,plasă,гьин
461,Haken::N,cârlig,гъанцӏа
462,Griff::N,mâner,гӏоркь
463,Schloss::N,lacăt,кӏулал
464,Bild::N,tablou,сурат
465,Bild::N,imagine,сурат
466,Figur::N,chip,
467,Figur::N,figură,
468,Puppe::N,păpușă,нани
469,Beutel::N,pungă,таргьа
470,Beutel::N,săculeț,таргьа
471,Bündel::N,mănunchi,къай
472,Tasche::N,geantă,сумка
473,Tasche::N,geantă,къвачӏа
474,Eimer::N,găleată,ведро
475,Deckel::N,capac,тӏалъел
476,Deckel::N,capac,дадитӏалъел
477,Geschirr::N,vase,цӏарагӏ
478,Geschirr::N,tacâmuri,цӏарагӏ
479,Sack::N,sac,хъап
480,Sack::N,sac,къандалъо
481,Tasse::N,ceașcă,чашка
482,Topf::N,oală,хьаг
483,Kessel::N,cazan,хьаг
484,Kessel::N,cazan,гереги
485,Kessel::N,căldare,хьаг
486,Kessel::N,căldare,гереги
487,Essen::N,mâncare,тӏагӏам
488,Nahrung::N,hrană,квен
489,Nahrung::N,aliment,квен
490,Speise::N,bucate,квен
491,Speise::N,fel de bucate,квен
492,Fleisch::N,carne,гьан
493,Getreide::N,cereale,бугӏа-ролъ
494,Getreide::N,cereale,могьолабл_культураби
495,Brei::N,pireu,карщ
496,Brot::N,pâine,чед
497,Scheibe::N,felie,мочӏу
498,Scheibe::N,bucată,мочӏу
499,Fett::N,untură,беэнлъи
500,Fett::N,grăsime,беэнлъи
501,Butter::N,unt,нах
502,Öl::N,ulei,нах
503,Salz::N,sare,цӏам
504,Suppe::N,supă,чурпа
505,Suppe::N,ciorbă,чурпа
506,Honig::N,miere,гьоцӏо
507,Milch::N,lapte,рахь
508,Tee::N,ceai,чай
509,Leder::N,piele,тӏом
510,Wolle::N,lână,квас
511,Stoff::N,stofă,ххам
512,Nadel::N,ac,рокӏкӏен
513,Faden::N,ață,кун
514,Knopf::N,buton,маргъал
515,Knoten::N,nod,гарацӏ
516,Farbe::N,vopsea,релъен
517,Kleidung::N,haine,ретӏел
518,Kleidung::N,îmbrăcăminte,ретӏел
519,Hemd::N,cămașă,гурде
520,Kragen::N,guler,габур
521,Ärmel::N,mânecă,къвал
522,Hose::N,pantaloni,тӏажу
523,Gürtel::N,cordon,рачел
524,Mütze::N,șapcă,тӏагъур
525,Schuh::N,gheată,
526,Stiefel::N,cizmă,этек
527,Stiefel::N,cizmă,чакма
528,Ring::N,inel,баргъич
529,Ring::N,verigă,баргъич
530,Band::N,panglică,лента
531,Band::N,șiret,лента
532,Kamm::N,pieptene,гьоркьо
533,Spiegel::N,oglindă,матӏу
534,Riemen::N,curea,рижу
535,Schnur::N,funie,
536,Schnur::N,sfoară,
537,Leine::N,lesă,
538,Leine::N,curea,
539,Decke::N,pătură,одея́ло
540,Kissen::N,pernă,къандалъо
541,Tuch::N,batic,квархьи
542,Handtuch::N,prosop,беркӏалрацӏцӏ
543,Handtuch::N,ștergar,беркӏалрацӏцӏ
544,Kraft::N,forță,гуч
545,Kraft::N,forță,къуват
546,Kraft::N,putere,гуч
547,Kraft::N,putere,къуват
548,Stärke::N,tărie,хӏалкӏвей
549,Stärke::N,vigoare,хӏалкӏвей
550,Gesundheit::N,sănătate,сахлъи́
551,Krankheit::N,boală,унти
552,Krankheit::N,boală,щокълъи
553,Krankheit::N,maladie,унти
554,Krankheit::N,maladie,щокълъи
555,Schmerz::N,durere,унти
556,Wunde::N,rană,ругъун
557,Fieber::N,febră,цӏа-кан
558,Arznei::N,leac,дару
559,Arznei::N,medicament,дару
560,Brücke::N,pod,кьо
561,Brücke::N,punte,кьо
562,Brunnen::N,puț,гъуй
563,Weide::N,izlaz,рицӏцӏ
564,Weide::N,izlaz,лъичӏирма
565,Weide::N,izlaz,гӏурдаллъи
566,Weide::N,izlaz,ри́цӏигъветӏ
567,Weide::N,izlaz,рицӏцӏигъветӏ
568,Weide::N,pășune,рицӏцӏ
569,Weide::N,pășune,лъичӏирма
570,Weide::N,pășune,гӏурдаллъи
571,Weide::N,pășune,ри́цӏигъветӏ
572,Weide::N,pășune,рицӏцӏигъветӏ
573,Pfad::N,cărare,сухъмахъ
574,Weg::N,drum,нух
575,Straße::N,cale,нух
576,Straße::N,stradă,нух
577,Dorf::N,sat,росу
578,Stadt::N,oraș,шагьар
579,Brief::N,scrisoare,кагъат
580,Brief::N,scrisoare,рисалат
581,Buch::N,carte,тӏехь
582,Buchstabe::N,literă,хӏарп
583,Buchstabe::N,caracter,хӏарп
584,Zeitung::N,ziar,газет
585,Zeitung::N,gazetă,газет
586,Leben::N,viață,яшав
587,Tod::N,moarte,хвел
588,Grab::N,groapă,хоб
589,Grab::N,mormânt,хоб
590,Kirche::N,biserică,килиса
591,Sünde::N,păcat,хӏакъ
592,Sünde::N,păcat,мунагь
593,Gott::N,zeu,бичас
594,Gott::N,zeu,аллагь
595,Arbeiter::N,muncitor,хӏалтӏухъан
596,Chef::N,șef,хӏаким
597,Chef::N,șef,начальник
598,Meister::N,meșter,устар
599,Meister::N,meșter,мастер
600,Meister::N,meșter,махщалилав
601,Meister::N,maestru,устар
602,Meister::N,maestru,мастер
603,Meister::N,maestru,махщалилав
604,Arzt::N,medic,жайрахӏ
605,Arzt::N,doctor,жайрахӏ
606,Lehrer::N,profesor,мугӏалим
607,Lehrer::N,învățător,мугӏалим
608,Geld::N,bani,гӏарац
609,Geld::N,parale,гӏарац
610,Geschäft::N,treabă,
611,Geschäft::N,afacere,
612,Laden::N,magazin,тукен
613,Laden::N,prăvălie,тукен
614,Preis::N,preț,багьа
615,Ware::N,marfă,къайи
616,Nutzen::N,folos,мунпагӏат
617,Nutzen::N,profit,мунпагӏат
618,Reichtum::N,avuție,бечелъи
619,Reichtum::N,bogăție,бечелъи
620,Welt::N,lume,дуниял
621,Land::N,țară,улка
622,Land::N,țară,икълим
623,Staat::N,stat,пачалихъ
624,König::N,rege,пача
625,König::N,rege,малик
626,König::N,rege,къирал
627,König::N,rege,падишагь
628,Macht::N,putere,кверщел
629,Macht::N,putință,кверщел
630,Grenze::N,hotar,гӏорхъи
631,Grenze::N,graniță,гӏорхъи
632,Grenze::N,frontieră,гӏорхъи
633,Krieg::N,război,рагъ
634,Feind::N,dușman,тушман
635,Gewalt::N,violență,зулму
636,Kampf::N,luptă,къеркьей
637,Bogen[Waffe]::N,arc,газаргъо
638,Pfeil::N,săgeată,чӏор
639,Gewehr::N,armă,туманкӏ
640,Gewehr::N,pușcă,туманкӏ
641,Fehler::N,eroare,гъалатӏ
642,Fehler::N,greșeală,гъалатӏ
643,Lüge::N,minciună,гьереси
644,Schaden::N,daună,зиян
645,Schaden::N,daună,зарал
646,Schaden::N,pagubă,зиян
647,Schaden::N,pagubă,зарал
648,Unglück::N,nenorocire,балагь
649,Schuld::N,vină,гӏайиб
650,Alter::N,etate,гӏумру
651,Alter::N,vârstă,гӏумру
652,Schluss::N,sfârșit,ахир
653,Zeit::N,timp,заман
654,Zeit::N,vreme,заман
655,Tag::N,zi,къо
656,Morgen::N,dimineață,радалмех
657,Mittag::N,prânz,къадемех
658,Mittag::N,amiază,къадемех
659,Abend::N,seară,релъедамех
660,Nacht::N,noapte,сордо
661,Woche::N,săptămână,анкь
662,Monat::N,lună,моцӏ
663,Jahr::N,an,сон
664,Jahr::N,an,лъагӏел
665,Frühling::N,primăvară,их
666,Sommer::N,vară,рии
667,Herbst::N,toamnă,хасалихълъи
668,Winter::N,iarnă,кьин
669,Januar::N,ianuarie,январь
670,Februar::N,februarie,февра́ль
671,März::N,martie,март
672,April::N,aprilie,апрель
673,Mai::N,mai,май
674,Juni::N,iunie,июнь
675,Juli::N,iulie,июль
676,August::N,august,август
677,September::N,septembrie,сентябрь
678,Oktober::N,octombrie,октябрь
679,November::N,noiembrie,ноябрь
680,Dezember::N,decembrie,декабрь
681,Montag::N,luni,итни
682,Dienstag::N,marți,талат
683,Mittwoch::N,miercuri,арбагӏ
684,Donnerstag::N,joi,хамиз
685,Freitag::N,vineri,рузман
686,Samstag::N,sâmbătă,щамат
687,Sonntag::N,duminică,гьатӏан
688,groß::A,mare,кӏудияб
689,klein::A,mic,гьитӏинаб
690,lang::A,lung,халатаб
691,kurz::A,scurt,къокъаб
692,breit::A,lat,гӏебаб
693,breit::A,larg,гӏебаб
694,schmal::A,strâmt,къваридаб
695,dicht::A,des,ризаб
696,dick[Gegenstand]::A,gros,бицатаб
697,dünn::A,subțire,тӏеренаб
698,fein::A,fin,тӏеренаб
699,fein::A,subțire,тӏеренаб
700,fest::A,tare,къвакӏараб
701,fest::A,solid,къвакӏараб
702,flach::A,șes,чӏепараб
703,flach::A,plan,чӏепараб
704,glatt::A,lins,цӏвакараб
705,hart::A,dur,кьварараб
706,weich::A,moale,тамахаб
707,rund::A,rotund,гургинаб
708,rund::A,circular,гургинаб
709,spitz::A,ascuțit,бегӏераб
710,scharf::A,tăios,рекӏараб
711,scharf::A,ascuțit,рекӏараб
712,stumpf::A,tocit,тӏехӏараб
713,stumpf::A,tocit,рекӏинчӏеб
714,schwer::A,greu,бакӏаб
715,schön::A,frumos,берцинаб
716,heiß::A,cald,лагьараб
717,heiß::A,fierbinte,лагьараб
718,warm::A,cald,хинаб
719,warm::A,fierbinte,хинаб
720,kalt::A,rece,квачараб
721,kühl::A,rece,квачараб
722,kühl::A,răcoros,квачараб
723,frisch::A,răcoros,цӏияб
724,frisch::A,proaspăt,цӏияб
725,feucht::A,umed,рагьараб
726,feucht::A,jilav,рагьараб
727,nass::A,ud,би́ччараб
728,trocken::A,sec,бакъвараб
729,trocken::A,uscat,бакъвараб
730,voll::A,plin,
731,leer::A,gol,чӏобогояб
732,offen::A,deschis,рагьараб
733,geschlossen::A,închis,рахараб-къараб
734,sauber::A,curat,бацӏцӏадаб
735,schmutzig::A,murdar,гъизараб
736,roh::A,crud,хамаб
737,roh::A,crud,гӏатӏгояб
738,reif::A,copt,барщараб
739,lecker::A,gustos,тӏагӏамаб
740,süß::A,dulce,гьуинаб
741,bitter::A,amar,кьогӏаб
742,sauer::A,acru,цӏекӏаб
743,hell::A,clar,канаб
744,hell::A,luminos,канаб
745,dunkel::A,obscur,бецӏаб
746,dunkel::A,întunecos,бецӏаб
747,schwarz::A,negru,чӏегӏераб
748,weiß::A,alb,хъахӏаб
749,rot::A,roșu,багӏараб
750,gelb::A,galben,гӏобилаб
751,gelb::A,galben,тӏогьилаб
752,blau::A,albastru,хъахӏилаб
753,grün::A,verde,гӏурччинаб
754,grau::A,gri,накӏкӏуяб
755,grau::A,cenușiu,накӏкӏуяб
756,bunt::A,colorat,къвекӏаб
757,bunt::A,colorat,чара-гъараб
758,billig::A,ieftin,учузаб
759,teuer::A,scump,хири́яб
760,wertvoll::A,prețios,къиматаб
761,blind::A,orb,беццаб
762,taub::A,surd,гъугъаб
763,kräftig::A,tare,гучаб
764,kräftig::A,forte,гучаб
765,kräftig::A,robust,гучаб
766,stark::A,viguros,къуватаб
767,stark::A,puternic,къуватаб
768,schwach::A,slab,гӏажизаб
