,Concept_ID,ba,lbe
706,nah::A,яҡын,гъансса
707,fern::A,алыҫ,архсса
708,fern::A,йыраҡ,архсса
709,linker::A,һул,кияхсса
710,linker::A,һул,кюччахсса
711,rechter::A,уң,урчӏахсса
712,anderer::A,бутән,цамур
713,erster::A,тәүге,цалчинмур
714,erster::A,тәүге,цалчиннсса
715,zweiter::A,икенсе,кӏилчиимур
716,dritter::A,өсөнсө,шамулчинмур
717,letzter::A,һуңғы,махъва-махъмур
718,allein::ADV,бер үҙе,ялгъузну
719,allein::ADV,яңғыҙ,ялгъузну
720,auf einmal::ADV,бер юлы,
721,zusammen::ADV,бергә,цачӏу
722,zusammen::ADV,бергә,архӏал
723,lange::ADV,оҙаҡ,батӏи къабуклай
724,lange::ADV,оҙаҡ,хъунмасса хӏаллай
725,plötzlich::ADV,ҡапыл,цакуну
726,sofort::ADV,шунда уҡ,мугьлат бакъа
727,später::ADV,һуңыраҡ,махъ
728,jetzt::ADV,хәҙер,утти
729,jetzt::ADV,хәҙер,цӏана
730,heute::ADV,бөгөн,хӏакьину
731,morgen::ADV,иртәгә,гьуит
732,morgen::ADV,иртәгә,гьунттий
733,bald::ADV,тиҙҙән,
734,dann::ADV,һуңынан,яла
735,gestern::ADV,кисә,лахьхьу
736,einst::ADV,ҡасандыр,
737,einst::ADV,бер баҡыт,
738,damals::ADV,ул саҡта,та чӏумал
739,danach::ADV,һуңынан,яла
740,vorher::ADV,элек,хьхьнчӏ
741,vorher::ADV,элек,хьхьичӏва
742,zuerst::ADV,башта,бакӏрай
743,zuerst::ADV,башта,цӏу бутӏуй
744,einmal::ADV,бер,цал
745,manchmal::ADV,ҡайһы берҙә,ваксса-таксса
746,oft::ADV,йыш,чӏявуну
747,immer::ADV,һәр ҡасан,мудан
748,immer::ADV,һәр ҡасан,даиман
749,niemals::ADV,бер ҡасан да,тачӏав
750,niemals::ADV,бер ваҡытта ла,тачӏав
751,hier::ADV,бында,шикку
752,hierhin::ADV,бында,шиккун
753,von hier::ADV,бынан,шичча
754,von hier::ADV,ошонан,шичча
755,dort::ADV,шунда,гикку
756,dort::ADV,тегендә,гикку
757,dorthin::ADV,шунда,тиккун
758,dorthin::ADV,тегеләй,тиккун
759,geradeaus::ADV,тура,тӏайланм
760,vorwärts::ADV,алға,хьхьичӏунмай
761,rückwärts::ADV,кирегә,махъа-хьхьичӏунмай
762,zurück::ADV,кирегә,махъунмай
763,unten::ADV,түбәндә,лув
764,hinab::ADV,түбәнгә,бакӏ-ялавай
765,hinab::ADV,түбәнгә,бакӏъялавай
766,oben::ADV,юғарыла,ялув
767,hinauf::ADV,юғарыға,лавай
768,überall::ADV,бөтә урында,гьариий
769,überall::ADV,бөтә урында,хьу-хьуний
770,überall::ADV,бөтә урында,гьарца кӏанай
771,nicht::ADV,тугел,къа-
772,ein wenig::ADV,аҙ,чанни
773,ein wenig::ADV,аҙ,ца чансса
774,kaum::ADV,көскә,дахьа
775,kaum::ADV,саҡ-саҡ,дахьа
776,sehr::ADV,ифат,оьну
777,sehr::ADV,ифат,гужну
778,sehr::ADV,ифат,хъинну
779,so::ADV,шулай,укукн
780,noch::ADV,йәнә,гьала
781,noch::ADV,йәнә,уттигу
782,noch::ADV,йәнә,цакьинва
783,noch::ADV,йәнә,ттигу-шилагу
784,nur::ADV,бары,анжагь
785,schon::ADV,инде,
786,wieder::ADV,тағы,цӏуницӏа
787,vergebens::ADV,бушҡа,аьдада
788,vergebens::ADV,бушҡа,нахӏакь
789,vor::PRP,алдында,хьхьичӏ
790,hinter::PRP,артында,махъ
791,unter::PRP,аҫтында,лув
792,durch::PRP,үтә,-х
793,neben::PRP,эргәһендә,чӏарав
794,zwischen::PRP,араһында,дянив
795,wegen::PRP,өсөн,цӏаний
796,wegen::PRP,сәбәпле,цӏаний
797,dies::PRN,был,ва
798,dies::PRN,ошо,ва
799,das::PRN,ул,та
800,das::PRN,ул,кӏа
801,das::PRN,ул,га
802,alles::PRN,бөтә,щала
803,ich::PRN,мин,на
804,du::PRN,һин,ина
805,er::PRN,ул,му
806,wir::PRN,беҙ,жу
807,ihr::PRN,һеҙ,зу
808,sie::PRN,улар,
809,was::FPRN,ә,ци
810,was::FPRN,ни,ци
811,was::FPRN,нәмә,ци
812,wer::FPRN,ҡем,цу
813,wo::FADV,ҡайҙа,чув
814,wohin::FADV,ҡайҙа,чун
815,wie::FADV,инидәй,цукун
816,warum::FADV,ин өсөн,цан
817,wieviel::FNUM,күпме,циксса
818,eins::NUM,бер,ца
819,zwei::NUM,ике,кӏива
820,zwei::NUM,икәү,кӏива
821,drei::NUM,өс,шамма
822,vier::NUM,дүрт,мукьа
823,vier::NUM,дүрт,мукьва
824,fünf::NUM,биш,ххюва
825,sechs::NUM,алты,ряхва
826,sieben::NUM,ете,арула
827,acht::NUM,һигеҙ,мяйва
828,neun::NUM,туғыҙ,урчӏва
829,zehn::NUM,ун,ацӏва
830,elf::NUM,ун бер,ацӏния цава
831,zwölf::NUM,ун ике,ацӏиия кӏива
832,zwanzig::NUM,егерме,кьува
833,dreißig::NUM,утыҙ,зувира
834,vierzig::NUM,ҡырҡ,мукьцӏала
835,fünfzig::NUM,илле,ххюцӏала
836,sechzig::NUM,алтмыш,ряхцӏала
837,siebzig::NUM,етмеш,
838,achtzig::NUM,һикһән,мяйцӏала
839,neunzig::NUM,туҡһан,урчӏцӏала
840,hundert::NUM,йөҙ,ттурш
841,hundert::NUM,йөҙ,ттуршва
842,tausend::NUM,мең,азарва
843,und::CNJ,да,-гу
844,oder::CNJ,йәки,я
845,oder::CNJ,йәки,ягу
846,stehen::V,тороу,ацӏан
847,sitzen::V,ултырыу,щяивкӏун икӏан
848,liegen::V,ятыу,утту нвхьуну икӏан
849,hängen::V,аҫылынып тороу,зурчӏай тӏун
850,werden::V,булыу,хьун
851,passieren::V,булыу,хьун
852,beginnen::V,башлау,дайдишин
853,beginnen::V,башлау,дайдирхьуну дикӏан
854,enden::V,бөтөү,къуртал дан
855,enden::V,тамамланыү,къуртал дан
856,wechseln::V,үҙгәреү,даххана хьун
857,wechseln::V,үҙгәреү,даххана дуллан
858,aufgehen[Sonne]::V,ҡалҡыу,буклай бур
859,untergehen[Sonne]::V,байыу,лаглай бур
860,scheinen[Sonne]::V,яҡтыртып тороу,битан
861,scheinen[Sonne]::V,яҡтыртып тороу,чани буллан
862,donnern::V,күкрәү,тӏий бур
863,wehen::V,иҫеү,бишлай бур
864,strömen::V,ташыу,экьинан
865,fließen::V,ағыу,экьинан
866,sich drehen::V,әйләнеү,гьанан
867,schwanken::V,тирбәлеү,хъюлчу тӏун
868,schwanken::V,тирбәлеү,хӏуркку тӏун
869,schwingen::V,бәүетеү,хъюлчай тӏун
870,schwingen::V,бәүетеү,хъюлчу тӏун
871,fallen::V,йығылыу,багьлан
872,brennen::V,яныу,ччучлан
873,rauchen::V,төтәү,пуркӏу тӏун
874,regnen::V,ямғыр яуа,лачӏун
875,regnen::V,ямғыр яуа,лачIлай дур
876,gefrieren::V,туңыү,микӏ лачӏун
877,tauen::V,иреү,баслан
878,schmelzen::V,иреү,баслан
879,trocknen::V,кибеү,кьакьан
880,sieden::V,ҡайнау,щаран
881,faulen::V,сереу,аьллан
882,verfaulen::V,сереу,аьллан
883,verfaulen::V,сереу,аьян
884,reißen::V,өҙөү,ххя дукан
885,reißen::V,йыртылыу,ххя дукан
886,versinken::V,батыу,оькьлан
887,versinken::V,батыу,оькьан
888,vergehen::V,үтеү,лялиян
889,erscheinen::V,килеп сығыу,буккан
890,erscheinen::V,килеп сығыу,загьир хьун
891,verschwinden::V,юғалыу,бат хьун
892,verschwinden::V,юғалыу,акъа хьун
893,sinken::V,түбәнәйеү,чахь учин
894,abnehmen::V,кәметеү,чан хьун
895,abnehmen::V,кәметеү,ссуссукьу хьун
896,zunehmen::V,артыу,гьарза хьун
897,steigen::V,күтәрелеү,гьаз хьун
898,wachsen::V,үҫеү,ххяххан
899,glänzen::V,ялтырау,цӏай буккан
900,funkeln::V,баҙлау,цӏай-цӏай тӏун
901,lärmen::V,шаулау,чӏу буллан
902,lärmen::V,шаулау,аьлагъужа буллан
903,läuten::V,ҡағыу,занг ришлан
904,läuten::V,ҡағыу,занг дуллан
905,klingeln::V,ҡағыу,занг ришлан
906,klingeln::V,ҡағыу,занг дуллан
907,klingeln::V,шылтыратыу,занг ришлан
908,klingeln::V,шылтыратыу,занг дуллан
909,klirren::V,шылтыратыу,
910,brausen::V,ҡотороноу,никъащилан
911,rauschen::V,шыптырлау,щурщур тӏун
912,klingen::V,яңғырау,чӏу буклан
913,bellen::V,өрөү,хӏап тӏун
914,heulen::V,олоу,
915,blasen::V,өрөү,уф тӏун
916,pfeifen::V,һызғырып ебәреү,щютӏа тӏун
917,schreien::V,ҡысҡырыу,чӏу бан
918,stöhnen::V,уңғырашыу,угь-къак тӏун
919,zittern::V,ҡалтырау,зурзу чин
920,zittern::V,ҡалтырау,зурзу тӏун
921,leben::V,йәшәү,ялапар хъанан
922,geboren werden::V,тыуыу,ан
923,atmen::V,тын алыү,ссихӏ ласлан
924,atmen::V,тын алыү,ссихӏ бигьлан
925,trinken::V,эсеү,хӏачӏан
926,trinken::V,эсеү,хӏачӏлан
927,essen::V,ашау,канан
928,schlucken::V,йотоу,кьюлтӏа тӏун
929,müde werden::V,арыу,аьхчӏин
930,einschlafen::V,йоҡлап китеү,шанан икӏан
931,schlafen::V,йоҡлау,шанан
932,aufwachen::V,уяныу,чантӏ учин
933,aufstehen::V,тороу,бизан
934,sich erholen::V,ял итеү,бигьалаган
935,krank werden::V,сирләү,къашай хьун
936,krank sein::V,сирләү,къашай хъанан
937,krank sein::V,сирләү,къашавай икӏан
938,schmerzen::V,ауыртыу,цӏун
939,husten::V,йүтәлләү,хъугьу чин
940,husten::V,йүтәлләү,хъугьу тӏун
941,genesen::V,һауығыу,хъин хьун
942,genesen::V,һауығыу,сагъ лаган
943,sterben::V,үлеү,ивчӏан
944,umkommen::V,һәләк булыу,лиллан
945,umkommen::V,һәләк булыу,литӏлан
946,umkommen::V,һәләк булыу,ажал биян
947,umkommen::V,һәләк булыу,личӏи хьун
948,umkommen::V,һәләк булыу,иакьлу хьун
949,umkommen::V,һәләк булыу,ахир жан хъанан
950,umkommen::V,һәләк булыу,рухӏирачӏа икӏан
951,sich bewegen::V,хәрәкәт итеү,сукку хьун
952,sich rühren::V,ҡуҙғалыу,сукку хьун
953,sich erheben::V,тороу,бизан
954,sich setzen::V,ултырыу,щяикӏан
955,sich setzen::V,ултырыу,щябикӏан
956,hinfallen::V,ҡолау,багьан
957,laufen::V,йөрөү,занан
958,schreiten::V,атлау,ша ласлан
959,spazierengehen::V,ял итеп йороү,сайр буллан
960,eilen::V,ашығыу,анавар буккан
961,eilen::V,ҡабаланыу,анавар буккан
962,sich beeilen::V,ашығыу,анавар буккан
963,sich beeilen::V,ҡабаланыу,анавар буккан
964,sausen::V,елеү,никъа щилан
965,sausen::V,елеү,никъа щун
966,rennen::V,йүгеп йөрөү,лечлан
967,springen::V,һикереү,тӏанкӏ дан
968,klettern::V,үрмәләү,лахълан
969,klettern::V,үрмәләп менеү,лахълан
970,schaukeln::V,сайҡалыу,гьайжак бигьлан
971,kriechen::V,шыуышыу,ххярк тӏун
972,schwimmen::V,йоҙөү,гьузун
973,tauchen::V,сумыу,лултту уккан
974,rudern::V,ишеү,бяхлан
975,rudern::V,ишеү,батӏлан
976,rudern::V,ишеү,ххялаххи дуклан
977,fahren::V,йөрөү,гьан
978,fliegen::V,осоу,лехлан
979,gehen::V,барыу,нан
980,weggehen::V,китеү,ялагьан
981,abfahren::V,сығыу,гьан
982,anhalten::V,тукталыу,бацӏан
983,hineingehen::V,инеү,буххан
984,eintreten::V,инеү,буххан
985,kommen::V,килеү,учӏан
986,ankommen::V,килеү,биян
987,ankommen::V,килеү,бучӏан
988,zurückkommen::V,ҡайтыу,зана хъун
989,zurückkommen::V,ҡайтыу,зана бикӏан
990,bleiben::V,ҡалыу,личӏан
991,warten::V,көтөп тороу,ялугьлан
992,erwarten::V,көтөү,ялугьлан
993,suchen::V,эҙләү,луглан
994,finden::V,табыу,лякъин
995,versuchen::V,тырышып ҡарау,ххал буллан
996,vorbereiten::V,әҙерләү,хӏадур бан
997,lieben::V,яратыу,эшкьи хьуиу бикӏан
998,mögen::V,һөйөү,ххиран бикӏан
999,mögen::V,яратыу,ххиран бикӏан
1000,lachen::V,көлөү,хъян
1001,rühren::V,ҡағылыу,
1002,weinen::V,илау,аьтӏун
1003,schimpfen::V,һүгенеү,дяъван
1004,schimpfen::V,һүгенеү,ссугайи агьан
1005,schimpfen::V,тиргәнеү,дяъван
1006,schimpfen::V,тиргәнеү,ссугайи агьан
1007,schimpfen::V,һуҡраныу,дяъван
1008,schimpfen::V,һуҡраныу,ссугайи агьан
1009,sich ärgern::V,асыуланыу,ссибизлан
1010,sich fürchten::V,ҡурҡыу,ингъауслан
1011,fürchten::V,ҡурҡыу,хӏучӏ тӏун
1012,fliehen::V,ҡасыу,ака бан
1013,flüchten::V,ҡасыу,лихъан
1014,sehen::V,күреү,чӏалан
1015,anschauen::V,ҡарау,урган
1016,ansehen::V,ҡарау,буруглан
1017,ansehen::V,тикшереү,буруглан
1018,hören::V,ишетеү,баллан
1019,zuhören::V,тыңлау,вичӏи дихьлан
1020,probieren::V,татыу,тӏин ххал буллан
1021,riechen::V,еҫкәү,ссунтӏа тӏун
1022,fühlen::V,тойоу,дакӏнил буслан
1023,scheinen::V,кеүек күренеү,ххан
1024,scheinen::V,кеүек күренеү,бизан
1025,scheinen::V,кеүек күренеү,ххан бикӏлай бикӏан
1026,scheinen::V,тойолоу,ххан
1027,scheinen::V,тойолоу,бизан
1028,scheinen::V,тойолоу,ххан бикӏлай бикӏан
1029,zu sehen sein::V,күренеү,
1030,vernehmen::V,ишетеү,баян
1031,frieren::V,туңыү,лигьулул хъанан
1032,tun::V,яһау,бан
1033,tun::V,әшләү,бан
1034,können::V,алыу,хьун
1035,können::V,мөмкин булыу,хьун
1036,wollen::V,теләү,
1037,anfangen::V,башлау,дайдишин
1038,beenden::V,бөтөрөү,къуртал бан
1039,beenden::V,тамамлау,къуртал бан
1040,aufhören::V,туктау,кьабагьан
1041,gelingen::V,уңышлы булыу,бюхъан
1042,geraten::V,булып сығыу,
1043,öffnen::V,асыу,тӏитӏин
1044,schließen::V,йомоу,лакьин
1045,stellen::V,ҡуйыу,дацӏан дан
1046,stellen::V,ҡуйыу,бишин
1047,setzen::V,урынлаштырыу,щяитан
1048,legen::V,һалыу,бишин
1049,berühren::V,тейеү,ка щун
1050,berühren::V,ҡағылыу,ка щун
1051,verbinden::V,ҡушыу,бахӏин
1052,verbinden::V,ҡушыу,дахӏин
1053,verbinden::V,бәйләү,бахӏин
1054,verbinden::V,бәйләү,дахӏин
1055,bedecken::V,ҡаплау,ялтту бущин
1056,bedecken::V,ҡаплау,ялтту бакьин
1057,aufhängen::V,элеү,лахъан
1058,anzünden::V,тоҡандырыу,лахъан
1059,aufheben::V,мендереү,гьаз бан
1060,zurücklassen::V,ҡалдырыу,кьаитан
1061,zurücklassen::V,ҡалдырыу,битан
1062,verlieren::V,юғалтыу,дакъа дан
1063,fallen lassen::V,төшөрөп ебәреү,рутан
1064,machen::V,яһау,дан
1065,machen::V,эшләү,дан
1066,herstellen::V,эшләп сығарыу,яраг ишла бувиу бан
1067,bauen::V,төҙөү,дан
1068,reparieren::V,төҙәтеү,дакьин дан
1069,verbessern::V,яҡшыртыу,ххуй дан
1070,ändern::V,үҙгәртеү,баххана бан
1071,graben::V,ҡаҙыу,дуклан
1072,beugen::V,бөгөү,лахӏан бан
1073,beugen::V,бөгөү,кьус бикӏан
1074,biegen::V,бөгөү,баччин
1075,biegen::V,бөгөү,лахӏан бан
1076,drehen::V,өйрөлтөү,гьанан
1077,drehen::V,әйләндереү,гьанан
1078,wenden::V,әйләндереү,кӏура баен бан
1079,umdrehen::V,түңкәреү,кӏура баен бан
1080,heben::V,күтәреү,гьаз бан
1081,heben::V,мендереү,гьаз бан
1082,hochheben::V,күтәреү,гьаз бан
1083,ergreifen::V,тотоп алыу,хъап дан
1084,ergreifen::V,тотоп алыу,хъап увиу угьан
1085,halten::V,тотоу,бугьлан
1086,drücken::V,ҡыҫыу,кьюч бигьлан
1087,schieben::V,этеү,щун
1088,schieben::V,төртөү,щун
1089,kratzen::V,ҡырыу,
1090,lecken::V,ялау,ланцӏа тӏун
1091,beißen::V,тешләү,хъапа тӏун
1092,beißen::V,тешләү,кьацӏа тӏун
1093,abreißen::V,өҙөү,буцан
1094,abschneiden::V,ҡырҡыу,бухъан
1095,abschneiden::V,ҡырҡыу,кьукьин
1096,binden::V,бәйләү,бахӏин
1097,binden::V,бәйләү,дахӏин
1098,stecken::V,ҡаҙау,
1099,brechen::V,боҙоу,гъагъан
1100,klopfen::V,шаҡылдау,кьутӏа тӏун
1101,hauen::V,туҡмау,рищун
1102,kleben::V,йәбештереү,лачӏун буллан
1103,reiben::V,ыуыу,ссуку буллан
1104,reiben::V,ышҡыу,ссуку буллан
1105,streichen::V,яғыу,дугъан
1106,streichen::V,яғыу,аьгъу дан
1107,schleifen::V,үткерләү,
1108,schneiden::V,ҡырҡыу,духълан
1109,schneiden::V,ҡырҡыу,кьукьлан
1110,rütteln::V,һелкетеү,
1111,schütteln::V,һелкетеү,хъюлчу буллан
1112,schwenken::V,болғау,палцӏ дуллан
1113,schütten::V,ҡойоу,рутӏин
1114,füllen::V,тултырыу,буцӏин бан
1115,einwickeln::V,төрөү,кай-кай бан
1116,tragen::V,алып барыу,ларсун занан
1117,tragen::V,алып барыу,ларсун ачин
1118,schleppen::V,һөйрәү,ххилан
1119,ziehen::V,тартыу,
1120,aufbewahren::V,һаҡлау,ядан
1121,aufbewahren::V,һаҡлау,ядуллан
1122,werfen::V,ырғытыу,личин
1123,fangen::V,тотоу,бугьан
1124,fangen::V,тотоу,бугьлан
1125,packen::V,етеү,
1126,packen::V,тотоп алыу,
1127,verstecken::V,йәшереү,ладитан
1128,verstecken::V,йәшереү,кьюлтӏ дан
1129,verstecken::V,йәшереү,дахьлаган дан
1130,teilen::V,бүлеү,бачӏин
1131,teilen::V,бүлеү,бутӏа бан
1132,schicken::V,ебәреү,тӏайла буккан
1133,bringen::V,килтереү,диян дан
1134,hinzufügen::V,өтәү,ххи бан
1135,bekommen::V,алыу,ласун
1136,erhalten::V,алыу,ласун
1137,nehmen::V,алыу,ласун
1138,wählen::V,һайлаү,бувчӏин
1139,auswählen::V,һайлап алыу,бувчӏин
1140,auswählen::V,һайлап алыу,язи бугьан
1141,bewahren::V,һаҡлау,ядан
1142,behindern::V,тотҡарлыҡ яһау,дайщишруду дуллан
1143,verderben::V,боҙоу,зия дан
1144,beschädigen::V,боҙоу,зарал буллан
1145,zerbrechen::V,ҡыйратыу,гьагъан
1146,zerbrechen::V,ҡыйратыу,гьагъан бан
1147,zerreißen::V,йыртыу,ххяхха дуккан
1148,zerstören::V,емереү,лекьан дан
1149,verbrennen::V,үртәү,ччуччин
1150,geben::V,биреү,дулун
1151,reichen::V,биреү,дулун
1152,schenken::V,бүләк итеү,пишкаш дан
1153,schenken::V,бүләк итеү,багъишла дан
1154,schenken::V,бүләк итеү,ихӏсандалун дуллун
1155,versprechen::V,вәғәҙә биреү,банна чин
1156,wünschen::V,теләу,
1157,loben::V,маҡтау,цӏа дан
1158,küssen::V,үбеү,ппай тӏун
1159,wiegen::V,бәүетеү,гьуркку тӏун
1160,wiegen::V,бәүетеү,гьуркку буллан
1161,wiegen::V,бәүетеү,гьуркку бан
1162,wiegen::V,тирбәтеү,гьуркку тӏун
1163,wiegen::V,тирбәтеү,гьуркку буллан
1164,wiegen::V,тирбәтеү,гьуркку бан
1165,zudecken::V,ҡаплау,
1166,wecken::V,уятыу,чантӏ учин ан
1167,zeigen::V,күрһәтеү,ккаккан бан
1168,führen::V,етәкләү,буцин
1169,lehren::V,уҡытыу,лахьхьин бан
1170,lehren::V,уҡытыу,лахьхьин буллан
1171,lehren::V,өйрәтеү,лахьхьин бан
1172,lehren::V,өйрәтеү,лахьхьин буллан
1173,unterrichten::V,уҡытыу,дарс дишаван
1174,aufziehen::V,тәрбиәле,хъуна ан
1175,aufziehen::V,тәрбиәле,тарбия ан
1176,leiten::V,етәкләү,каялувшиву дан
1177,leiten::V,етәкселек итеү,каялувшиву дан
1178,antreiben::V,ашыҡтырыу,
1179,lassen::V,мәжбүр итеү,
1180,einladen::V,саҡырыу,хъамалу оьвчин
1181,vereinigen::V,берләштереү,ца бан
1182,besuchen::V,килеп сығыу,ялун уххан
1183,treffen::V,тойоү,хьуна бакьин
1184,treffen::V,осратыу,хьуна бакьин
1185,treffen::V,ҡаршылау,хьуна бакьин
1186,sich versammeln::V,йыйылыу,батӏин
1187,spielen::V,тартыу,тӏуркӏу тӏун
1188,singen::V,йырлау,балай тӏун
1189,tanzen::V,бейеү,къавтӏун
1190,sich trennen::V,айырылышыу,ппив хьун
1191,verlassen::V,ташлау,увккун гьан
1192,verlassen::V,ташлап китеү,увккун гьан
1193,retten::V,ҡотҡарыу,ххассал бан
1194,bewachen::V,һаҡлау,къарал бан
1195,schützen::V,һаҡлау,ябан
1196,verteidigen::V,яҡлау,буруччин
1197,sich schlagen::V,һуғышыу,биян
1198,schießen::V,атыу,битлан
1199,siegen::V,еңеү,ххув хьун
1200,siegen::V,еңеү,ххувшаву ласун
1201,ärgern::V,асыуландырыу,ссибизан уллан
1202,schlagen::V,бәреү,рищун
1203,schlagen::V,туҡмау,рищун
1204,treten::V,тибеү,
1205,treten::V,типкеләү,
1206,stechen::V,сәнсеү,кьутӏин
1207,stoßen::V,этеү,щун
1208,stoßen::V,төртөү,щун
1209,stehlen::V,урлау,дацин
1210,stören::V,ҡамасаулау,кьючин
1211,belästigen::V,бимазалау,бизар уллан
1212,belästigen::V,ҡамасаулау,бизар уллан
1213,verbergen::V,йәшереү,лабитан
1214,verbergen::V,йәшереү,кӏучӏ бан
1215,täuschen::V,ултыртыу,хъяврин ан
1216,betrügen::V,алдау,аьикьин ан
1217,töten::V,үлтереү,ивчӏан
1218,wohnen::V,йәшәү,оьрму бутлан
1219,arbeiten::V,эшләү,зун
1220,sammeln::V,йыйыу,ттихӏин
1221,sammeln::V,йыйыу,вив дишин
1222,pflücken::V,өҙөү,риттун
1223,jagen::V,аулау,авли занан
1224,fischen::V,аулау,чавахъру бугьлан
1225,fassen::V,тотоу,бугьан
1226,hüten::V,көтөү,урттуйн бакьлан
1227,treiben::V,ҡыуыу,дачин дуллан
1228,treiben::V,ҡыуыу,лихъан буллан
1229,anbinden::V,бәйләү,бахӏин
1230,füttern::V,ашатыу,канаки буллан
1231,melken::V,һауыү,ттизин
1232,hacken::V,турау,мюрш буллан
1233,hacken::V,турау,мюрш бан
1234,hacken::V,тапау,мюрш буллан
1235,hacken::V,тапау,мюрш бан
1236,gießen::V,ҡойоу,щин дишин
1237,reifen::V,өлғөрөү,диян
1238,zubereiten::V,бешереү,хӏадур дан
1239,zubereiten::V,бешереү,хӏадур бан
1240,kochen::V,бешереү,шашан
1241,kochen::V,бешереү,шашан дуллан
1242,backen::V,бешереү,бишлан
1243,backen::V,бешереү,шахьлан
1244,braten::V,ҡурыу,цӏарайх дуллан
1245,umrühren::V,ҡатнаштырыу,хӏала бан
1246,stricken::V,бәйләү,щащлан
1247,stricken::V,бәйләү,щащан
1248,nähen::V,тегеү,дуруххан
1249,färben::V,буяу,ранг щун
1250,reinigen::V,таҙартыу,марцӏ бан
1251,waschen::V,йыуыу,шюшин
1252,abwischen::V,һөртөү,лишин
1253,spülen::V,сайҡау,вилаган
1254,fegen::V,һепереү,башин
1255,kehren::V,һепереү,бахьлан
1256,baden::V,һыу инеү,щинавун учӏлан
1257,sich waschen::V,йыуыныу,диссун
1258,sich waschen::V,йыуыныу,лажин диссун
1259,sich waschen::V,йыуыныу,лажин дислан
1260,sich waschen::V,йыуыныу,биссун
1261,sich waschen::V,йыуыныу,чурх бислан
1262,ausziehen::V,сисеү,ликкан
1263,anziehen::V,кейеү,лаххан
1264,sich anziehen::V,кейенеү,янна лаххан
1265,kämmen::V,тарау,ттарал дуккан
1266,schmücken::V,биҙәү,чӏюлу бан
1267,sagen::V,әйтеү,учин
1268,sprechen::V,әйтеү,гъалгъа тӏун
1269,sprechen::V,һөйләшеү,гъалгъа тӏун
1270,reden::V,һөйләшеү,гъалгъа тӏун
1271,sich unterhalten::V,әңгәмәләшеү,гъалгъа тӏун
1272,fragen::V,һорау,цӏуххин
1273,bitten::V,үтенеү,тавакъю буллан
1274,erzählen::V,һөйләү,хавар бусан
1275,mitteilen::V,әйтеү,баян бан
1276,mitteilen::V,әйтеү,хавар бан
1277,nennen::V,атау,цӏа дизан
1278,nennen::V,исемләү,цӏа дизан
1279,rufen::V,саҡырыу,оьвтӏун
1280,prahlen::V,маҡтаныу,цӏа дуллан
1281,prahlen::V,шапырыныу,цӏа дуллан
1282,übersetzen::V,тәржемә итеү,таржума бан
1283,denken::V,уйлау,пикри буллан
1284,glauben::V,ышаныу,вих хьун
1285,bemerken::V,күреү,хӏисав хъун
1286,erkennen::V,таныу,увчӏин
1287,begreifen::V,аңлау,бувчӏин
1288,verstehen::V,аңлау,
1289,lernen::V,өйрәнеү,лахьлан
1290,lernen::V,өйрәнеү,лахьхьин
1291,wissen::V,белеү,кӏулну бикӏан
1292,wissen::V,белеү,хавар бикӏан
1293,sich erinnern an::V,хәтергә алыу,дакӏнин бутан
1294,vergessen::V,онотоу,хъама битан
1295,messen::V,үлсәү,дуцин дуллан
1296,messen::V,үлсәү,дуцин дан
1297,zählen::V,һанау,дуккин
1298,rechnen::V,һанау,хӏисав дан
1299,lesen::V,уҡыу,ккалан
1300,malen::V,һүрәт яһау,сурат дуллан
1301,malen::V,рәсем төшөрөү,сурат дуллан
1302,zeichnen::V,һүрәт яһау,сурат дуллан
1303,zeichnen::V,рәсем төшөрөү,сурат дуллан
1304,schreiben::V,яҙыу,чичин
1305,schreiben::V,яҙыу,чичлан
1306,besitzen::V,биләү,дуну икӏан
1307,besitzen::V,биләү,дуну дикӏан
1308,besitzen::V,биләү,заллуну икӏан
1309,kaufen::V,һатып алыу,машан ласун
1310,verkaufen::V,һатыу,баххан
1311,bezahlen::V,түләү,арцу дулун
1312,bezahlen::V,түләү,багьа булун
1313,zahlen::V,түләү,арцу дулун
1314,zahlen::V,түләү,багьа булун
1315,beherrschen::V,биләү,дуну икӏан
1316,beherrschen::V,биләү,заллуну икӏан
1317,ertragen::V,түҙеү,бухӏан
