,Concept_ID,vep,udm
95,Kälte::N,vilu,кезьыт
96,Hitze::N,räk,пӧсь
97,Raureif::N,hüde,гӧр
98,Regenbogen::N,jumalanbembel',вуюись
99,Donner::N,juru,гудыри
100,Donner::N,jumalanjuru,гудыри
101,Strömung::N,joksmuz,бызён
102,Tropfen::N,tilkuine,шапык
103,Schaum::N,vaht,шукы
104,Schmutz::N,redu,нӧд
105,Schmutz::N,redu,дэри
106,Schmutz::N,pačak,нӧд
107,Schmutz::N,pačak,дэри
108,See::N,järv,ты
109,Sumpf::N,so,нюр
110,Moor::N,so,нюр
111,Wiese::N,nit,возь
112,Wiese::N,nit,возьвыл
113,Wald::N,mec,сик
114,Wald::N,mec,нюлэс
115,Hügel::N,kukaz,выр
116,Hügel::N,kukaz,вырйыл
117,Anhöhe::N,kukaz,выр
118,Anhöhe::N,kukaz,вырйыл
119,Berg::N,mägi,гурезь
120,Gipfel::N,ladv,йыл
121,Höhle::N,mägionduz,гу
122,Abhang::N,paute,бам
123,Quelle::N,lähte,ошмес
124,Bach::N,oja,пичи шур
125,Fluss::N,jogi,шур
126,Ufer::N,rand,ярдур
127,Küste::N,randišt,вудур
128,Festland::N,kuivma,мувыр
129,Meer::N,meri,зарезь
130,Bucht::N,laht,вукож
131,Insel::N,sar',вумуӵ
132,Insel::N,sar',шормуӵ
133,Blume::N,änik,сяська
134,Gras::N,hein,турын
135,Wurzel::N,jur',выжы
136,Baum::N,pu,пу
137,Stamm::N,tüvi,модос
138,Rinde::N,kor',сул
139,Ast::N,oks,ул
140,Zweig::N,oks,вай
141,Zweig::N,barb,вай
142,Blatt::N,lehtez,куар
143,Birke::N,koiv,кызьпу
144,Kiefer[Baum]::N,pedai,пужым
145,Weide[Baum]::N,raid,бадьпу
146,Tanne::N,kuz',кыз
147,Horn::N,sar'v,сюр
148,Feder::N,höuneh,тылы
149,Fell::N,nahk,ку
150,Flügel::N,suug,бурд
151,Klaue::N,künz',гижы
152,Kralle::N,künz',пыд
153,Schwanz::N,händ,быж
154,Ei::N,muna,пуз
155,Ei::N,muna,кукей
156,Nest::N,peza,кар
157,Nest::N,peza,пузкар
158,Bau::N,uru,кар
159,Bau::N,uru,гу
160,Tier::N,živat,пӧйшур
161,Herde::N,kogo,уллё
162,Kuh::N,lehm,скал
163,Bulle::N,härg,ош
164,Bulle::N,härg,пороз
165,Pferd::N,hebo,вал
166,Schaf::N,lambaz,ыж
167,Schwein::N,siga,парсь
168,Hund::N,koir,пуны
169,Katze::N,kaži,коӵыш
170,Bär::N,kondi,гондыр
171,Eichhörnchen::N,orav,коньы
172,Elch::N,hirb',койык
173,Fuchs::N,reboi,ӟичы
174,Hase::N,jäniš,кеч
175,Maus::N,hir',шыр
176,Wolf::N,händikaz,кион
177,Vogel::N,lind,тылобурдо
178,Schwarm::N,parveh,уллё
179,Huhn::N,kana,курег
180,Hahn::N,kukoi,атас
181,Gans::N,hanh',ӟазег
182,Adler::N,orl,ӧрзи
183,Ente::N,sorz,ӵӧж
184,Eule::N,hir'pulo,кучыран
185,Kranich::N,kurg,тури
186,Krähe::N,variš,куака
187,Kuckuck::N,kägi,кикы
188,Schwan::N,joucen,юсь
189,Fisch::N,kala,чорыг
190,Barsch::N,ahven,юш
191,Hecht::N,haug',чипей
192,Schlange[Tier]::N,kü,кый
193,Schlange[Tier]::N,mado,кый
194,Wurm::N,mado,нумыр
195,Spinne::N,hämähouk,чонари
196,Ameise::N,murahaine,кузьыли
197,Laus::N,täi,тэй
198,Mücke::N,säs'k,нымы
199,Mücke::N,säs'k,чибинь
200,Fliege::N,kärbhaine,кут
201,Schmetterling::N,lipkaine,бубыли
202,Beere::N,marj,узы-боры
203,Apfel::N,jablok,яблок
204,Pilz::N,sen',губи
205,Pilz::N,babuk,губи
206,Zwiebel::N,lauk,сугон
207,Saat::N,semned,кидыс
208,Korn::N,jüvä,тысь
209,Korn::N,vill',тысь
210,Heu::N,hein,турын
211,Schale::N,kor',кыд
212,Grube::N,kop,гу
213,Grube::N,kop,гоп
214,Falle::N,rida,налик
215,Schlinge::N,rihm,гиӟ
216,Schlinge::N,rihm,герд
217,Spur::N,jäl'g,пытьы
218,Spur::N,jäl'g,бервыл
219,Asche::N,tuhk,пень
220,Dreck::N,redu,дэри
221,Dreck::N,pačak,дэри
222,Eisen::N,raud,корт
223,Gold::N,kuld,зарни
224,Silber::N,hobed,азвесь
225,Kohle::N,hil',эгыр
226,Glas::N,stökol,стекло
227,Glas::N,stökol,пияла
228,Lehm::N,savi,сюй
229,Sand::N,lete,луо
230,Mensch::N,mez',мурт
231,Mensch::N,mez',адями
232,Mensch::N,ristit,мурт
233,Mensch::N,ristit,адями
234,Mann::N,mez',воргорон
235,Frau::N,naine,кышномурт
236,Kind::N,laps',нуны
237,Kind::N,laps',пинал
238,Junge::N,poig,пи
239,Junge::N,prihaine,пи
240,Mädchen::N,neičukaine,ныл
241,Familie::N,kanz,семья
242,Familie::N,pereh,семья
243,Großvater::N,ded,песятай
244,Großvater::N,ded,пересь атай
245,Großmutter::N,bab,песянай
246,Großmutter::N,bab,пересь анай
247,Eltern::N,vanhembad,атай-анай
248,Eltern::N,vanhembad,бубы-мумы
249,Eltern::N,kazvatajad,атай-анай
250,Eltern::N,kazvatajad,бубы-мумы
251,Vater::N,tat,айы
252,Vater::N,tat,атай
253,Mutter::N,mam,мумы
254,Sohn::N,poig,пи
255,Tochter::N,tütär,ныл
256,Bruder::N,veik,агай
257,Bruder::N,vell',агай
258,Schwester::N,čiža,апа
259,Schwester::N,čiža,сузэр
260,Schwester::N,sizar,апа
261,Schwester::N,sizar,сузэр
262,Onkel::N,däd',агай
263,Tante::N,tädi,апа
264,Tante::N,tädi,кенак
265,Ehemann::N,mužik,карт
266,Ehefrau::N,ak,кышно
267,Freude::N,ilo,шумпотон
268,Freude::N,ihastuz,шумпотон
269,Gelächter::N,nagr,горем
270,Glück::N,oza,шуд
271,Kummer::N,gor'a,кайгу
272,Kummer::N,gor'a,куректон
273,Wunsch::N,taht,мылпотон
274,Lust::N,himo,потон
275,Geist::N,heng,лул
276,Gedanke::N,meletuz,малпан
277,Gedächtnis::N,mušt,йырсазь
278,Gedächtnis::N,mušt,тодэваён
279,Verstand::N,mel',йырвизь
280,Sinn::N,jüvä,смысл
281,Grund::N,sü,муг
282,Grund::N,sü,ньӧм
283,Wahrheit::N,tozi,зэм
284,Wahrheit::N,tozi,шонер
285,Gespräch::N,lodu,вераськон
286,Gespräch::N,pagin,вераськон
287,Märchen::N,sarn,выжыкыл
288,Erzählung::N,sanutez,верос
289,Nachricht::N,tedotuz,ивор
290,Neuigkeit::N,uzištuz,выльивор
291,Name::N,nimi,ним
292,Rätsel::N,ozoitez,мадькыл
293,Rede::N,pagin,верам
294,Rede::N,sanad,верам
295,Sprache::N,kel',кыл
296,Stimme::N,än',куара
297,Wort::N,sana,кыл
298,Zeichen::N,znam,пус
299,Zeichen::N,znam,тодмет
300,Ruf::N,kida,ӧтён
301,Ruf::N,kida,чортон
302,Ruf::N,kucund,ӧтён
303,Ruf::N,kucund,чортон
304,Lärm::N,judu,ӵашетон
305,Laut::N,kulund,куара
306,Ton::N,kulund,куара
307,Lied::N,pajo,кырӟан
308,Ruhe::N,lebu,чалмыт улон
309,Leute::N,rahvaz,адямиос
310,Volk::N,rahvaz,калык
311,Arbeit::N,tö,уж
312,Arbeit::N,rad,уж
313,Gast::N,adiv,куно
314,Geschenk::N,lahj,салам
315,Geschenk::N,lahj,кузьым
316,Spiel::N,vänd,шудон
317,Gesellschaft::N,sebr,калык
318,Hilfe::N,abu,юрттон
319,Freund::N,sebranik,эш
320,Freund::N,sebranik,юлтош
321,Kamerad::N,sebranik,тодмо
322,Angelegenheit::N,azj,уж
323,Anzahl::N,lugu,лыд
324,Art::N,rod,тус
325,Art::N,rodsugu,тус
326,Stück::N,pala,юдэс
327,Stück::N,supal,юдэс
328,Teil::N,pala,люкет
329,Hälfte::N,pol',ӝыны
330,Kreis::N,ümbruz,котырес
331,Kreis::N,kehkruz,котырес
332,Kreuz::N,rist,крест
333,Linie::N,pird,гож
334,Strich::N,pird,гож
335,Abstand::N,keskust,вис
336,Abstand::N,keskust,кусып
337,Entfernung::N,matk,кусып
338,Gegend::N,taho,инты
339,Platz::N,avaruz',инты
340,Ort::N,koht,инты
341,Ort::N,koht,места
342,Seite::N,pol',пал
343,Seite::N,kül'g,пал
344,Mitte::N,kesk,шор
345,Gegenstand::N,kalu,арбери
346,Sache::N,azj,котыр
347,Rand::N,röun,дур
348,Rand::N,röun,шаер
349,Kante::N,röun,дур
350,Ecke::N,saum,сэрег
351,Spitze::N,agjaine,йыл
352,Ende::N,agj,пум
353,Loch::N,reig,пась
354,Winkel::N,čoga,сэрег
355,Winkel::N,saum,сэрег
356,Muster::N,kirjam,пужы
357,Größe::N,suruz',быдӟала
358,Länge::N,piduz,кузьдала
359,Höhe::N,korktuz',ӝуждала
360,Gewicht::N,jügu,сектала
361,Gewicht::N,jügu,секытлык
362,Gewicht::N,vedäduz,сектала
363,Gewicht::N,vedäduz,секытлык
364,Menge::N,äjüz',лыд
365,Menge::N,äjüz',лыдпус
366,Haufen::N,kogo,люк
367,Reihe::N,rivi,чур
368,Boot::N,veneh,пыж
369,Boot::N,veneh,лодка
370,Ruder::N,air,полыс
371,Schlitten::N,regi,додьы
372,Schlitten::N,regut,додьы
373,Ski::N,suks',куас
374,Lagerfeuer::N,nodj,тылскем
375,Lagerfeuer::N,pažag,тылскем
376,Last::N,jüguz,секыт
377,Gang::N,astund,ветлон
378,Schritt::N,hašk,вамыш
379,Norden::N,pohjoine,уйпал
380,Süden::N,suvi,лымшор
381,Westen::N,päivlaskm,шунды пуксён
382,Osten::N,päivnouzm,шунды ӝужан
383,Holz::N,pu,пу
384,Brett::N,laud,пул
385,Platte::N,keitim,плита
386,Stütze::N,tugi,пыкет
387,Stange::N,arz',пуӵ
388,Stock::N,kalu,боды
389,Stab::N,seibaz,пуӵ
390,Stab::N,seibaz,боды
391,Rohr::N,torv,труба
392,Haus::N,pert',юрт
393,Heim::N,kodi,корка
394,Ofen::N,päč,гур
395,Fußboden::N,lava,выж
396,Tisch::N,laud,ӝӧк
397,Tisch::N,stal'c,ӝӧк
398,Stuhl::N,ištim,пукон
399,Wiege::N,kätte,кӧкы
400,Wiege::N,kätte,зыбка
401,Bett::N,sija,валес
402,Bett::N,magaduzsija,валес
403,Regal::N,palič,ӝажы
404,Kiste::N,mülütim,ящик
405,Fenster::N,ikun,укно
406,Fenster::N,ikun,косяк
407,Tür::N,uks',ӧс
408,Tor::N,verai,ӟезьы
409,Zaun::N,aid,забор
410,Dach::N,katuz,липет
411,Leiter::N,pordhad,падӟа
412,Besen::N,lud,ӵужон
413,Besen::N,lud,исьнер
414,Besen::N,vast,ӵужон
415,Besen::N,vast,исьнер
416,Spaten::N,labid,лопатка
417,Schaufel::N,labid,ютырон
418,Gabel::N,hangoine,тэчы
419,Gabel::N,hangoine,вилка
420,Löffel::N,luzik,пуньы
421,Messer::N,veič,пурт
422,Nagel::N,nagl,кортӵог
423,Netz::N,verk,сеть
424,Haken::N,kouk,курик
425,Griff::N,kägä,ныд
426,Griff::N,varz',ныд
427,Schloss::N,lukkol,тунгон
428,Bild::N,kuva,суред
429,Figur::N,figur,фигура
430,Puppe::N,tätüine,мунё
431,Beutel::N,havad,пуйы
432,Bündel::N,toppaz,керттэт
433,Bündel::N,käč,керттэт
434,Tasche::N,sumk,пуйы
435,Tasche::N,sumk,сумка
436,Eimer::N,vädr,ведра
437,Deckel::N,katuz,ӵоксэт
438,Geschirr::N,astii,тусьты-пуньы
439,Sack::N,havad,пуйы
440,Tasse::N,čašk,ӵаша
441,Topf::N,pada,миска
442,Kessel::N,katil,пурты
443,Essen::N,sönd,сиськон
444,Nahrung::N,söm,сион
445,Speise::N,sömine,сиён
446,Fleisch::N,liha,сӥль
447,Getreide::N,vill',ю тысь
448,Brei::N,pudr,ӝук
449,Brot::N,leib,нянь
450,Scheibe::N,bibaleh,шорем
451,Scheibe::N,šlik,шорем
452,Fett::N,razv,кӧй
453,Butter::N,voi,вӧй
454,Öl::N,voi,вӧй
455,Salz::N,sol,сылал
456,Suppe::N,lem',шыд
457,Suppe::N,keitoz,шыд
458,Honig::N,mezi,чечы
459,Milch::N,maid,йӧл
460,Tee::N,čai,чай
461,Leder::N,nahk,сурон
462,Wolle::N,vill,гон
463,Wolle::N,vill,ыжгон
464,Stoff::N,kangaz,куэм
465,Nadel::N,negl,вень
466,Faden::N,nit',сӥньыс
467,Knopf::N,nübl',бирды
468,Knoten::N,sol'm,герд
469,Farbe::N,muju,буёл
470,Kleidung::N,sobad,дӥсь
471,Hemd::N,paid,дэрем
472,Kragen::N,kagluz,сирес
473,Ärmel::N,hijam,саес
474,Hose::N,štanad,брюки
475,Hose::N,štanad,штань
476,Gürtel::N,vö,кускерттон
477,Mütze::N,šapuk,ызьы
478,Schuh::N,keng',ботинка
479,Stiefel::N,sapug,сапег
480,Ring::N,rengaz,зундэс
481,Band::N,lentaine,лента
482,Kamm::N,suga,сын
483,Spiegel::N,zerkol,синучкон
484,Riemen::N,vö,е
485,Schnur::N,nor,гозы
486,Leine::N,talutimnor,думет
487,Decke::N,sijakatuz,шобрет
488,Kissen::N,pöluz,миндэр
489,Tuch::N,paik,кышет
490,Handtuch::N,käzipaik,ӵушкон
491,Kraft::N,vägi,кать
492,Kraft::N,vägi,ӟигар
493,Stärke::N,vahvuz',юнлык
494,Gesundheit::N,tervhuz,тазалык
495,Krankheit::N,läžund,висён
496,Schmerz::N,kibu,висён
497,Wunde::N,čapatez,яра
498,Fieber::N,säru,кезег
499,Arznei::N,zel'l',эмъюм
500,Brücke::N,sild,выж
501,Brunnen::N,kaiv,колдэч
502,Weide::N,omaluine,возь
503,Pfad::N,tehut,сюрес
504,Weg::N,te,сюрес
505,Straße::N,te,сюрес
506,Dorf::N,külä,гурт
507,Stadt::N,lidn,кар
508,Stadt::N,lidn,город
509,Brief::N,kirjeine,гожтэт
510,Buch::N,kirj,книга
511,Buchstabe::N,kirjam,буква
512,Zeitung::N,lehtez,газет
513,Leben::N,elo,улон
514,Tod::N,surm,кулон
515,Grab::N,kaum,шайгу
516,Kirche::N,jumalanpert',черк
517,Sünde::N,grähk,сьӧлык
518,Gott::N,jumal,ӥнмар
519,Arbeiter::N,radnik,рабочий
520,Chef::N,pämez',начальник
521,Meister::N,mastar,кибашлы
522,Arzt::N,lekar',врач
523,Lehrer::N,opendai,дышетӥсь
524,Geld::N,rahad,уксё
525,Geld::N,rahad,коньдон
526,Geschäft::N,biznes,уж
527,Laden::N,lauk,магазин
528,Preis::N,arv,дун
529,Ware::N,tavar,вуз
530,Nutzen::N,liža,пайда
531,Reichtum::N,kodielo,узырлык
532,Reichtum::N,kal'huz',узырлык
533,Welt::N,mail'm,дунне
534,Land::N,ma,шаер
535,Staat::N,valdkund,кун
536,König::N,kunigaz,эксэй
537,Macht::N,vald,власть
538,Grenze::N,röun,кунгож
539,Krieg::N,soda,ож
540,Feind::N,vihanik,тушмон
541,Feind::N,vastustai,тушмон
542,Gewalt::N,vägivald,эриктэман
543,Kampf::N,tora,нюръяськон
544,Bogen[Waffe]::N,taug,пукыӵ
545,Pfeil::N,nol,пукыӵ вень
546,Gewehr::N,oružj,пыӵал
547,Fehler::N,viga,янгыш
548,Lüge::N,kelastuz,пӧян
549,Lüge::N,kelastuz,алдан
550,Lüge::N,kelastuz,ӧрекчан
551,Schaden::N,pahuz',изъян
552,Unglück::N,bed,куректон
553,Unglück::N,bed,шудтэме усён
554,Unglück::N,gor'a,куректон
555,Unglück::N,gor'a,шудтэме усён
556,Schuld::N,värhuz',янгыш
557,Alter::N,igä,арлыд
558,Schluss::N,lop,пум
559,Zeit::N,aig,дыр
560,Tag::N,päiv,нунал
561,Morgen::N,homendez,ӵукна
562,Mittag::N,keskpäiv,лымшор
563,Abend::N,eht,ӝыт
564,Abend::N,eht,акшан
565,Nacht::N,ö,уй
566,Woche::N,nedal',арня
567,Monat::N,ku,толэзь
568,Jahr::N,voz',ар
569,Frühling::N,keväz',тулыс
570,Sommer::N,keza,гужем
571,Herbst::N,sügüz',сӥзьыл
572,Winter::N,tal'v,тол
573,Januar::N,viluku,выльартолэзь
574,Februar::N,uhoku,тулыспал
575,März::N,keväz'ku,южтолэзь
576,April::N,sulaku,оштолэзь
577,Mai::N,semendku,куартолэзь
578,Juni::N,kezaku,вожотолэзь
579,Juli::N,heinku,пӧсьтолэзь
580,August::N,eloku,гудырикошкон
581,September::N,sügüz'ku,куарусён
582,Oktober::N,reduku,выльӝуктолэзь
583,November::N,kül'mku,шуркынмон
584,Dezember::N,tal'vku,толсур
585,Montag::N,ezmärg,вордӥськон
586,Dienstag::N,tožnarg,вторник
587,Mittwoch::N,koumanz'päiv,вирнунал
588,Donnerstag::N,nellänz'päiv,покчиарня
589,Freitag::N,pätnič,удмуртарня
590,Freitag::N,videnz'päiv,удмуртарня
591,Samstag::N,sobat,кӧснунал
592,Sonntag::N,pühäpäiv,арня
593,groß::A,sur',бадӟым
594,groß::A,järed,бадӟым
595,klein::A,pen',пичи
596,klein::A,pičuine,пичи
597,lang::A,pit'k,кузь
598,kurz::A,lühüd,вакчи
599,breit::A,leved,паськыт
600,schmal::A,kaid,сюлэг
601,dicht::A,tihed,ӵем
602,dick[Gegenstand]::A,paks,зӧк
603,dünn::A,hoik,векчи
604,fein::A,hen,векчи
605,fest::A,luja,юн
606,fest::A,luja,чурыт
607,fest::A,ninev,юн
608,fest::A,ninev,чурыт
609,flach::A,lapak,ӵошкыт
610,glatt::A,siled,гылыт
611,glatt::A,siled,вольыт
612,hart::A,kova,чурыт
613,weich::A,pehmed,небыт
614,rund::A,kehker,котырес
615,spitz::A,nügu,йылсо
616,spitz::A,terav,йылсо
617,scharf::A,terav,лэчыт
618,stumpf::A,tül'c,ныж
619,schwer::A,jüged,секыт
620,schön::A,čoma,чебер
621,heiß::A,räk,пӧсь
622,warm::A,läm',шуныт
623,kalt::A,vilu,кезьыт
624,kühl::A,raibak,юзмыт
625,kühl::A,raibak,салкым
626,kühl::A,viluhk,юзмыт
627,kühl::A,viluhk,салкым
628,frisch::A,lahed,выль
629,feucht::A,neps,мускыт
630,feucht::A,toreh,мускыт
631,nass::A,märg,котмем
632,trocken::A,kuiv,кӧс
633,voll::A,täuz',тыр
634,leer::A,joudai,буш
635,leer::A,joudai,тырттэм
636,offen::A,avoin,усьтэм
637,offen::A,avol'jaine,усьтэм
638,geschlossen::A,saubaline,ӵогам
639,geschlossen::A,saubaline,пунням
640,sauber::A,puhtaz,ӝикыт
641,sauber::A,puhtaz,чылкыт
642,schmutzig::A,redukaz,нӧд
643,roh::A,rohk,ыль
644,roh::A,toreh,ыль
645,reif::A,küps,вуэм
646,lecker::A,magukaz,ческыт
647,süß::A,maged,ческыт
648,bitter::A,karged,курыт
649,sauer::A,muiged,чырс
650,hell::A,kirkas,югыт
651,hell::A,valgei,югыт
652,dunkel::A,pimed,пеймыт
653,schwarz::A,must,сьӧд
654,weiß::A,vauged,тӧдьы
655,rot::A,rusked,горд
656,gelb::A,pakuine,ӵуж
657,blau::A,sinine,лыз
658,grün::A,vihand,вож
659,grau::A,hahk,пурысь
660,bunt::A,kirjav,куӵо
661,billig::A,odav,дунтэм
662,teuer::A,kalliž,дуно
663,wertvoll::A,arvokas,дуно
664,blind::A,soged,сукыр
665,blind::A,soged,синтэм
666,taub::A,kurdiž,пельтэм
667,kräftig::A,vägev,кужмо
668,stark::A,vahv,юн
669,stark::A,vahv,кужмо
670,stark::A,vägekaz,юн
671,stark::A,vägekaz,кужмо
672,schwach::A,väll',ляб
673,schwach::A,väll',начар
674,fett::A,razvakaz,кӧй
675,schlank::A,kapos,веськыт
676,schlank::A,kapos,веськрес
677,hübsch::A,čoma,чебер
678,hübsch::A,čoma,синмаськымон
679,böse::A,äred,лек
680,böse::A,käred,лек
681,dumm::A,el'getoi,шузи
682,dumm::A,el'getoi,визьтэм
683,faul::A,lašk,азьтэм
684,fleißig::A,radonnavedii,сюлмо
685,geizig::A,ažlak,сук
686,klug::A,melev,визьмо
687,klug::A,melekaz,визьмо
688,geschickt::A,mahtokaz,усто
689,geschickt::A,mahtokaz,быгатӥсь
690,lieb::A,izo,мусо
691,lieb::A,sula,мусо
692,lustig::A,ilokaz,шулдыр
693,sanft::A,laskav,мусо
694,sanft::A,laskav,эрке
695,hungrig::A,näl'ghine,сютэм
696,krank::A,läžui,висись
697,nackt::A,alastoi,гольык
698,traurig::A,opalahine,мӧзмыт
699,lebendig::A,eläb,улэп
700,gut::A,hüvä,ӟеч
701,gut::A,hüvä,умой
702,schlecht::A,huba,урод
703,schlecht::A,huba,алама
704,richtig::A,oiged,шонер
705,schlimm::A,paha,алама
706,wahr::A,todesine,зэмос
707,alt::A,vanh,вуж
708,neu::A,uz',выль
709,ehemalig::A,edeline,азьвылэз
710,alt[Lebewesen]::A,ravaz,пересь
711,jung::A,nor',егит
712,jung::A,nor',пинал
713,arm::A,gol'l',начар
714,arm::A,gol'l',куанер
715,reich::A,elokaz,узыр
716,bekannt::A,tutab,тодмо
717,berühmt::A,tetab,дано
718,fremd::A,veraz,ят
719,verschieden::A,erazvuitte,пӧртэм
720,nah::A,läheline,матысь
721,fern::A,edahaine,кыдёкысь
722,linker::A,hura,паллян
723,rechter::A,oiged,бур
724,rechter::A,oiged,бурпал
725,anderer::A,toine,мукет
726,erster::A,ezmäine,нырысетӥез
727,zweiter::A,toine,кыктэтӥез
728,dritter::A,koumanz',кунньметӥез
729,letzter::A,jäl'gmäine,берло
730,letzter::A,jäl'gmäine,берпум
731,allein::ADV,üksnäze,огназ
732,auf einmal::ADV,ühten aigan,огдыре
733,zusammen::ADV,ühtes,ӵош
734,zusammen::ADV,ühtes,валче
735,lange::ADV,hätken,кема
736,plötzlich::ADV,äkkid,мапламтэ шорысь
737,sofort::ADV,kerdalaz,али ик
738,später::ADV,möhemba,бергес
739,später::ADV,möhemba,берлогес
740,jetzt::ADV,nügüd',али
741,jetzt::ADV,nügüd',табере
742,heute::ADV,tämbei,туннэ
743,morgen::ADV,homen,ӵуказе
744,bald::ADV,pigai,ӝоген
745,dann::ADV,sid',берло
746,gestern::ADV,eglai,толон
747,einst::ADV,ende,огпол
748,einst::ADV,ende,одӥг пол
749,einst::ADV,kerdan,огпол
750,einst::ADV,kerdan,одӥг пол
751,damals::ADV,siloi,соку
752,danach::ADV,sid',собере
753,vorher::ADV,ende,азьло
754,vorher::ADV,ende,азьвыл
755,zuerst::ADV,ezmäi,азьло
756,einmal::ADV,kerdan,огпол
757,manchmal::ADV,erašti,куддыръя
758,oft::ADV,paksus,ӵем
759,immer::ADV,kaiken,пыр
760,immer::ADV,kaiken,котьку
761,niemals::ADV,ei nikonz,уз ноку
762,hier::ADV,täs,татын
763,hier::ADV,tägä,татын
764,hierhin::ADV,tänna,татчы
765,von hier::ADV,täspäi,татысь
766,von hier::ADV,sid'päi,татысь
767,dort::ADV,sigä,отӥ
768,dort::ADV,sigä,отын
769,dorthin::ADV,sinna,отчы
770,dorthin::ADV,nakkale,отчы
771,geradeaus::ADV,kohtha,меӵак
772,vorwärts::ADV,edehe,азьлань
773,rückwärts::ADV,sel'gin,берлань
774,zurück::ADV,tagaze,берен
775,zurück::ADV,tagaze,берлань
776,unten::ADV,alahan,улын
777,hinab::ADV,alaz,улэ
778,hinab::ADV,alahaks,улэ
779,oben::ADV,ülähän,вылын
780,oben::ADV,ülähän,вылӥын
781,hinauf::ADV,ülez,вылэ
782,hinauf::ADV,ülez,вылӥе
783,hinauf::ADV,ülez,выллань
784,hinauf::ADV,ülähäks,вылэ
785,hinauf::ADV,ülähäks,вылӥе
786,hinauf::ADV,ülähäks,выллань
787,überall::ADV,kaikjal,котькытын
788,überall::ADV,kaikjal,пасьтана
789,nicht::ADV,ei,уз
790,ein wenig::ADV,vähän,ичи
791,ein wenig::ADV,vähän,ӧжыт
792,ein wenig::ADV,vähän,огшап
793,kaum::ADV,habi,муртса
794,sehr::ADV,lujas,туж
795,sehr::ADV,lujas,лекос
796,so::ADV,muga,озьы
797,so::ADV,muga,тазьы
798,so::ADV,ninga,озьы
799,so::ADV,ninga,тазьы
800,noch::ADV,völ,на
801,nur::ADV,järg,гинэ
802,nur::ADV,vaiše,гинэ
803,schon::ADV,jo,ни
804,schon::ADV,jo,ини
