,Concept_ID,uz,kk
785,überall::ADV,har erda,әрқайда
786,nicht::ADV,ämas,емес
787,ein wenig::ADV,biroz,азырақ
788,ein wenig::ADV,biroz,аздаған
789,ein wenig::ADV,biroz,азғантай
790,kaum::ADV,arang,зорға
791,sehr::ADV,ancha,орасан
792,so::ADV,shunday,бұлай
793,so::ADV,shunday,былайша
794,noch::ADV,hali,әлі
795,nur::ADV,yolg'iz,ғана
796,schon::ADV,endi,түге
797,wieder::ADV,yana,жаңа
798,wieder::ADV,yana,қайта
799,wieder::ADV,yana,жаңадан
800,vergebens::ADV,bekorga,бекер
801,vor::PRP,burun,алды
802,hinter::PRP,ketida,артынан
803,unter::PRP,ostida,түп
804,unter::PRP,ostida,маңында
805,durch::PRP,bo'ylab,арқылы
806,neben::PRP,yonida,іргеде
807,neben::PRP,yonida,жанында
808,zwischen::PRP,orada,арада
809,wegen::PRP,sababli,үшін
810,dies::PRN,o'sha,бұ
811,dies::PRN,o'sha,осы
812,das::PRN,narigi,сол
813,alles::PRN,har nima,дүйім
814,alles::PRN,har nima,күллі
815,ich::PRN,men,мен
816,du::PRN,sen,сен
817,er::PRN,u,ол
818,wir::PRN,biz,біз
819,ihr::PRN,siz,сіз
820,sie::PRN,ular,олар
821,was::FPRN,nima,не
822,wer::FPRN,kim,кім
823,wo::FADV,qaerda,кәні
824,wo::FADV,qaerda,қайда
825,wohin::FADV,qayerga,қайда
826,wie::FADV,qanday,калай
827,warum::FADV,nega,неғып
828,wieviel::FNUM,qancha,неше
829,wieviel::FNUM,qancha,қанша
830,eins::NUM,bir,бір
831,zwei::NUM,ikki,екі
832,drei::NUM,uch,үш
833,vier::NUM,to'rt,төрт
834,fünf::NUM,besh,бес
835,sechs::NUM,olti,алты
836,sieben::NUM,etti,жеті
837,acht::NUM,sakkiz,сегіз
838,neun::NUM,to'qqiz,тоғыз
839,zehn::NUM,o'n,он
840,elf::NUM,o'n bir,он бір
841,zwölf::NUM,o'n ikki,он екі
842,zwanzig::NUM,yigirma,жиырма
843,dreißig::NUM,o'ttiz,отыз
844,vierzig::NUM,qirq,қырық
845,fünfzig::NUM,ällik,елу
846,sechzig::NUM,oltmish,алпыс
847,siebzig::NUM,etmish,жетпіс
848,achtzig::NUM,sakson,сексен
849,neunzig::NUM,to'qson,тоқсан
850,hundert::NUM,yuz,жүз
851,tausend::NUM,ming,мың
852,und::CNJ,va,та
853,oder::CNJ,yo,әлде
854,oder::CNJ,yo,немесе
855,stehen::V,turmoq,тұру
856,sitzen::V,o'tirmoq,отыру
857,liegen::V,yotmoq,жату
858,hängen::V,osilmoq,ілу
859,werden::V,bo'lmoq,болу
860,werden::V,bo'lmoq,түрегелу
861,passieren::V,bo'lib o'tmoq,болу
862,beginnen::V,boshlanmoq,басталу
863,enden::V,bitmoq,ада болу
864,wechseln::V,o'zgarmoq,құбылу
865,wechseln::V,o'zgarmoq,өзгеру
866,aufgehen[Sonne]::V,chiqmoq,шығу
867,untergehen[Sonne]::V,botmoq,батыру
868,scheinen[Sonne]::V,yaraqlamoq,жылтырау
869,donnern::V,gulduramoq,күркіреу
870,wehen::V,elpimoq,огып тур
871,strömen::V,oqmoq,сорғалау
872,fließen::V,oqmoq,ағу
873,sich drehen::V,aylanmoq,айналу
874,schwanken::V,qoqilmoq,толықсу
875,schwingen::V,lopillamoq,тербелу
876,fallen::V,tushmoq,құлау
877,fallen::V,tushmoq,жығылу
878,fallen::V,tushmoq,төмендеу
879,brennen::V,yonmoq,жану
880,rauchen::V,tutamoq,түтету
881,regnen::V,yomg'ir yog'moq,жауу
882,gefrieren::V,muzlamoq,мұздай қату
883,gefrieren::V,muzlamoq,мұз боп қату
884,tauen::V,ärimoq,жібу
885,schmelzen::V,ärimoq,еру
886,trocknen::V,qurimoq,курау
887,sieden::V,qaynamoq,қайнау
888,faulen::V,chirimoq,иістену
889,verfaulen::V,chirimoq,шіру
890,reißen::V,qayt qilmoq,жыртылу
891,versinken::V,g'arq bo'lmoq,малтығу
892,vergehen::V,o'tmoq,өту
893,erscheinen::V,zuhur ätmoq,көріну
894,erscheinen::V,zuhur ätmoq,көрініп қалу
895,verschwinden::V,yo'qolmoq,ғайып_болу
896,sinken::V,pasaymoq,ылдилау
897,sinken::V,pasaymoq,төмендеу
898,abnehmen::V,kamaymoq,кемітілу
899,zunehmen::V,urchimoq,көбею
900,steigen::V,oshmoq,қобу
901,steigen::V,oshmoq,көтерілу
902,steigen::V,oshmoq,жоғарылау
903,wachsen::V,o'smoq,өсу
904,glänzen::V,porlamoq,жалтырау
905,funkeln::V,yalt ätmoq,жарқырау
906,funkeln::V,yalt ätmoq,нұрлану
907,funkeln::V,yalt ätmoq,жылтылдау
908,lärmen::V,taraq ätmoq,шулау
909,lärmen::V,taraq ätmoq,шуылдау
910,läuten::V,jiringlamoq,қоңыраулату
911,klingeln::V,jiringlamoq,дыңғырлау
912,klirren::V,sharaqlamoq,дыңылдату
913,brausen::V,vag'illamoq,тасу
914,rauschen::V,shitirlamoq,сусылдау
915,rauschen::V,shitirlamoq,сыбдырлау
916,klingen::V,yangramoq,дыбыс шығару
917,bellen::V,hurmoq,үру
918,heulen::V,uvlamoq,ұлу
919,blasen::V,puflamoq,үру
920,pfeifen::V,xushtak chalmoq ,ысқыру
921,schreien::V,qiyqirmoq,шыңғыру
922,schreien::V,qiyqirmoq,айғайлау
923,schreien::V,qiyqirmoq,байбайлау
924,schreien::V,qiyqirmoq,бажалақтау
925,stöhnen::V,nola qilmoq,ыңырсу
926,stöhnen::V,nola qilmoq,ыңкылдау
927,zittern::V,titramoq,қалш
928,zittern::V,titramoq,қалшылдату
929,leben::V,yashamoq,жасау
930,leben::V,yashamoq,күнелту
931,leben::V,yashamoq,күн көру
932,leben::V,yashamoq,тіршілік ету
933,geboren werden::V,tug'ilmoq,туу
934,atmen::V,nafas chiqarmoq,дем алу
935,atmen::V,nafas chiqarmoq,ауа жұту
936,trinken::V,ichmoq,ішу
937,trinken::V,ichmoq,ұрттау
938,essen::V,emoq,жеу
939,essen::V,emoq,тамақтану
940,schlucken::V,yutmoq,жұту
941,müde werden::V,horimoq,болдыру
942,einschlafen::V,uxlab qolmoq,үйыктап калу
943,schlafen::V,uxlamoq,ұйықтау
944,aufwachen::V,uyg'onmoq,ояну
945,aufstehen::V,qo'pmoq,ояну
946,sich erholen::V,dam olmoq,тынығу
947,krank werden::V,kasallanmoq,кеселдену
948,krank werden::V,kasallanmoq,сырқаттану
949,krank werden::V,kasallanmoq,ауырып қалу
950,krank werden::V,kasallanmoq,ауыра бастау
951,krank werden::V,kasallanmoq,кеселге ұшырау
952,krank werden::V,kasallanmoq,сырқаттанып қалу
953,krank sein::V,betob yotmoq,ауыру
954,krank sein::V,betob yotmoq,сырқаттану
955,schmerzen::V,og'rimoq,ауырады
956,husten::V,yo'talmoq,жөтелу
957,genesen::V,tuzalmoq,айығу
958,sterben::V,o'lmoq,өлу
959,sterben::V,o'lmoq,қайтыс
960,sterben::V,o'lmoq,жантапсыру
961,umkommen::V,halok bo'lmoq,өлу
962,umkommen::V,halok bo'lmoq,қаза табу
963,sich bewegen::V,harakat qilmoq,жылжу
964,sich rühren::V,qimirlamoq,қыбырлау
965,sich erheben::V,qo'pmoq,тұру
966,sich setzen::V,o'tirmoq,отыру
967,hinfallen::V,yiqilmoq,жығылу
968,laufen::V,yurmoq,жояу жүру
969,schreiten::V,yurmoq,кадамдау
970,spazierengehen::V,sayr ätmoq,қыдыру
971,eilen::V,tezlamoq,асығу
972,eilen::V,tezlamoq,жеделдену
973,eilen::V,tezlamoq,жедепдеу
974,sich beeilen::V,shoshmoq,асығу
975,sich beeilen::V,shoshmoq,жеделдену
976,sausen::V,chopqillamoq,заулау
977,rennen::V,yugurmoq,жүгіру
978,springen::V,sakramoq,секіру
979,klettern::V,yuqorilamoq,өрмелеп шығу
980,schaukeln::V,irg'amoq,тербелу
981,kriechen::V,ämaklamoq,еңбектеу
982,schwimmen::V,suzmoq,жүзу
983,schwimmen::V,suzmoq,малту
984,schwimmen::V,suzmoq,қалықтау
985,tauchen::V,chu'mmoq,сүңгу
986,rudern::V,eshkak eshmoq,есу
987,fahren::V,haydamoq,бару
988,fliegen::V,uchmoq,ұшу
989,gehen::V,bormoq,бару
990,weggehen::V,ketoq,кету
991,abfahren::V,jo'namoq,жөнелу
992,anhalten::V,to'xtamoq,тоқтау
993,hineingehen::V,kirmoq,кіру
994,eintreten::V,kirmoq,ену
995,kommen::V,kelmoq,жету
996,ankommen::V,etib kelmoq,келу
997,zurückkommen::V,qaytib kelmoq,қайту
998,bleiben::V,qolmoq,қалу
999,warten::V,poylamoq,тосу
1000,erwarten::V,kutmoq,күту
1001,suchen::V,izlamoq,іздеу
1002,finden::V,topmoq,табу
1003,versuchen::V,chalishmoq,талпыну
1004,vorbereiten::V,hozirlamoq,әзірлеу
1005,lieben::V,sevmoq,сүю
1006,mögen::V,ardoqlamoq,жарату
1007,mögen::V,ardoqlamoq,жақсы_көру
1008,lachen::V,kulmoq,күлу
1009,lachen::V,kulmoq,күлісу
1010,rühren::V,ta'sirlantirmoq,көңілін бұзу
1011,weinen::V,yig'lamoq,жылау
1012,schimpfen::V,koyinmoq,ақырып-бақыру
1013,sich ärgern::V,g'azab qilmoq,ашулану
1014,sich fürchten::V,hurkmoq,сескену
1015,fürchten::V,qo'rqmoq,қауіптену
1016,fürchten::V,qo'rqmoq,сақсыну
1017,fliehen::V,qochmoq,қашу
1018,fliehen::V,qochmoq,қашып кету
1019,flüchten::V,qochmoq,қашу
1020,flüchten::V,qochmoq,қашып кету
1021,sehen::V,ko'rmoq,көру
1022,anschauen::V,razm solmoq,назар салу
1023,ansehen::V,razm qilmoq,тамашалау
1024,hören::V,äshitmoq,есту
1025,zuhören::V,tinglamoq,тыңдау
1026,zuhören::V,tinglamoq,құлақ қою
1027,probieren::V,tatib ko'rmoq,тату
1028,probieren::V,tatib ko'rmoq,дәм тату
1029,riechen::V,iskamoq,иіскеу
1030,fühlen::V,sezmoq,сезу
1031,fühlen::V,sezmoq,сезіну
1032,scheinen::V,tuyilmoq,болып көріну
1033,zu sehen sein::V,ko'rinmoq,көріну
1034,vernehmen::V,äshitmoq,есту
1035,vernehmen::V,äshitmoq,есітіп қалу
1036,frieren::V,sovuq qotmoq,тоңу
1037,frieren::V,sovuq qotmoq,жаурау
1038,tun::V,ätmoq,ету
1039,tun::V,ätmoq,істеу
1040,können::V,-a olmoq,білу
1041,können::V,-y olmoq,білу
1042,wollen::V,istamoq,қалау
1043,anfangen::V,boshlamoq,бастау
1044,beenden::V,bitirmoq,бітіру
1045,beenden::V,bitirmoq,адақтау
1046,beenden::V,bitirmoq,тамамдау
1047,beenden::V,bitirmoq,аяқтап шығу
1048,aufhören::V,tinmoq,доғару
1049,gelingen::V,muvaffaqiyat qozonmoq,жолы түсу
1050,geraten::V,bo'lmoq,калу
1051,öffnen::V,ochmoq,ашу
1052,öffnen::V,ochmoq,ашып қою
1053,schließen::V,yopmoq,жабу
1054,stellen::V,qo'ymoq,қою
1055,stellen::V,qo'ymoq,қойдыру
1056,setzen::V,o'tqazmoq,отырғызу
1057,legen::V,yotqizmoq,салу
1058,legen::V,yotqizmoq,калау
1059,berühren::V,tegmoq,тию
1060,verbinden::V,ulamoq,байлап алу
1061,verbinden::V,ulamoq,сабақтастыру
1062,bedecken::V,bekitmoq,бүркеу
1063,aufhängen::V,ildirmoq,ілу
1064,aufhängen::V,ildirmoq,асып қою
1065,anzünden::V,yondirmoq,тұтату
1066,aufheben::V,ko'tarmoq,көтеру
1067,zurücklassen::V,ayrilmoq,қалдыру
1068,verlieren::V,yo'qotmoq,жоғалту
1069,fallen lassen::V,tushirmoq,құлатып алу
1070,fallen lassen::V,tushirmoq,қолдан түсіріп алу
1071,machen::V,qilmoq,ету
1072,machen::V,qilmoq,жасау
1073,machen::V,qilmoq,жасап шығару
1074,herstellen::V,chiqarmoq,жасап шығару
1075,bauen::V,solmoq,тұрғызу
1076,reparieren::V,tuzatmoq,оңдау
1077,verbessern::V,isloh qilmoq,дұрыстау
1078,ändern::V,o'zgartirmoq,өзгерту
1079,graben::V,qazimoq,үңгу
1080,beugen::V,bukmoq,буғу
1081,biegen::V,bukmoq,ию
1082,biegen::V,bukmoq,майыстыру
1083,drehen::V,aylantirmoq,айналдыру
1084,wenden::V,burmoq,екінші жағын айналдыру
1085,umdrehen::V,ag'darmoq,бұру
1086,heben::V,yuksaltirmoq,көтеру
1087,hochheben::V,ko'tarmoq,жоғарылату
1088,hochheben::V,ko'tarmoq,көтеру
1089,ergreifen::V,tutamlamoq,бас_салу
1090,ergreifen::V,tutamlamoq,шап_беріп_ұстап_алу
1091,ergreifen::V,tutamlamoq,шап_беру
1092,ergreifen::V,tutamlamoq,шап_ете_түсу
1093,halten::V,tutmoq,тұту
1094,halten::V,tutmoq,ұстау
1095,drücken::V,bosmoq,басу
1096,schieben::V,surmoq,итеру
1097,kratzen::V,qashimoq,қыру
1098,lecken::V,mijimoq,жалау
1099,beißen::V,tishlamoq,қабу
1100,beißen::V,tishlamoq,тістеу
1101,beißen::V,tishlamoq,қауып алу
1102,abreißen::V,emirmoq,үзу
1103,abschneiden::V,cho'rt kesmoq,қырқу
1104,binden::V,bog'lamoq,байланыстыру
1105,binden::V,bog'lamoq,байлап_алу
1106,binden::V,bog'lamoq,байластыру
1107,binden::V,bog'lamoq,байлау
1108,binden::V,bog'lamoq,буу
1109,binden::V,bog'lamoq,матау
1110,binden::V,bog'lamoq,сабақтастыру
1111,binden::V,bog'lamoq,ұштастыру
1112,stecken::V,suqmoq,сұғу
1113,brechen::V,sindirmoq,сындыру
1114,klopfen::V,dukurlamoq,қағу
1115,hauen::V,urmoq,соғу
1116,kleben::V,yopishtirmoq,желімдеу
1117,reiben::V,surkamoq,үйкеу
1118,streichen::V,surkamoq,сүйкеу
1119,schleifen::V,qayramoq,егеу
1120,schleifen::V,qayramoq,қайрау
1121,schleifen::V,qayramoq,егеулеу
1122,schneiden::V,kesmoq,кесу
1123,rütteln::V,chayqamoq,қозғау
1124,rütteln::V,chayqamoq,жұлмалау
1125,schütteln::V,chayqamoq,дірілдету
1126,schütteln::V,chayqamoq,селкілдету
1127,schwenken::V,chayqatmoq,бұлғау
1128,schwenken::V,chayqatmoq,сермеу
1129,schütten::V,quymoq,құю
1130,füllen::V,to'ldirmoq,толтыру
1131,einwickeln::V,chulg'amoq,орау
1132,tragen::V,tashimoq,алып жүру
1133,schleppen::V,sudramoq,тарту
1134,ziehen::V,tortmoq,тарту
1135,aufbewahren::V,tutmoq,сақтау
1136,werfen::V,tashlamoq,лақтыру
1137,fangen::V,tutmoq,қармау
1138,fangen::V,tutmoq,қағып алу
1139,packen::V,opqochmoq,шап беру
1140,packen::V,opqochmoq,шап ете түсу
1141,packen::V,opqochmoq,шап беріп ұстап алу
1142,verstecken::V,yashirmoq,тығу
1143,verstecken::V,yashirmoq,жасыру
1144,teilen::V,bo'lmoq,бөлу
1145,schicken::V,yubormoq,жіберу
1146,bringen::V,keltirmoq,әкелу
1147,bringen::V,keltirmoq,алып келу
1148,hinzufügen::V,tirkamoq,қосу
1149,hinzufügen::V,tirkamoq,үстеу
1150,bekommen::V,olmoq,алу
1151,erhalten::V,olmoq,алмақ
1152,nehmen::V,olmoq,алу
1153,nehmen::V,olmoq,алмақ
1154,wählen::V,saylamoq,таңдау
1155,auswählen::V,saylamoq,екшеу
1156,auswählen::V,saylamoq,саралау
1157,auswählen::V,saylamoq,сұрыптау
1158,auswählen::V,saylamoq,сайлап алу
1159,bewahren::V,saqlamoq,сақтау
1160,behindern::V,xalal bermoq,оралғы болу
1161,verderben::V,xazon qilmoq,бүлдіру
1162,beschädigen::V,buzmoq,бұзу
1163,zerbrechen::V,sindirmoq,уату
1164,zerreißen::V,yirtmoq,жырту
1165,zerstören::V,vayron qilmoq,қирату
1166,zerstören::V,vayron qilmoq,талқандау
1167,verbrennen::V,kuydirmoq,өртеу
1168,verbrennen::V,kuydirmoq,жандыру
1169,verbrennen::V,kuydirmoq,өртеп жіберу
1170,verbrennen::V,kuydirmoq,жандырып жіберу
1171,geben::V,bermoq,беру
1172,reichen::V,bermoq,беру
1173,schenken::V,sovg'a qilmoq,тарту
1174,versprechen::V,va'da bermoq,уәде беру
1175,wünschen::V,orziqmoq,тілеу
1176,loben::V,maqtamoq,мақтау
1177,loben::V,maqtamoq,дәріптеу
1178,küssen::V,o'pmoq,сүю
1179,wiegen::V,tebratmoq,тербеу
1180,zudecken::V,yopmoq,бүркеу
1181,wecken::V,uyg'otmoq,ояту
1182,zeigen::V,ko'rsatmoq,көрсету
1183,führen::V,boshlik bo'lmoq,ерту
1184,führen::V,boshlik bo'lmoq,жетектеу
1185,lehren::V,o'rgatmoq,оқыту
1186,unterrichten::V,dars bermoq,оқыту
1187,aufziehen::V,o'stirmoq,бағу
1188,leiten::V,boshqarmoq,басқару
1189,leiten::V,boshqarmoq,жетекшілік ету
1190,antreiben::V,shoshiltirmoq,асықтыру
1191,lassen::V,ruxsat bermoq,-ткізу
1192,lassen::V,ruxsat bermoq,мәжбүр ету
1193,einladen::V,taklif kilmoq,шақыру
1194,vereinigen::V,qo'shmoq,біріктіру
1195,vereinigen::V,qo'shmoq,біріктіріп қою
1196,besuchen::V,mehmonga bormoq,кіріп шығу
1197,besuchen::V,mehmonga bormoq,барып шығу
1198,treffen::V,duchor bo'lmoq,кездесу
1199,sich versammeln::V,to'planmoq,топталу
1200,spielen::V,o'ynamoq,ойнау
1201,singen::V,yalla qilmoq,сайрау
1202,tanzen::V,raqs qilmoq,билеу
1203,sich trennen::V,yakkalanmoq,айрылысу
1204,verlassen::V,qoldirmoq,тастау
1205,retten::V,qutqazmoq,құтқару
1206,bewachen::V,qo'rimoq,күзету
1207,schützen::V,yoniga olmoq,жақтау
1208,schützen::V,yoniga olmoq,жақтасу
1209,verteidigen::V,yoqlamoq,қорғау
1210,sich schlagen::V,yoqalashmoq,алысу
1211,schießen::V,otmoq,ату
1212,siegen::V,engmoq,жеңу
1213,ärgern::V,jahl chiqarmoq,ашуландыру
1214,schlagen::V,urmoq,ұру
1215,treten::V,tepmoq,тебу
1216,stechen::V,qadamoq,шаншу
1217,stoßen::V,turtmoq,түрту
1218,stehlen::V,o'g'rilamoq,ұрлау
1219,stören::V,tebratmoq,кесірлен
1220,belästigen::V,g'ashini keltirmoq,мазасын алу
1221,verbergen::V,berkitmoq,сездірмеу
1222,täuschen::V,aldamoq,жалған айту
1223,betrügen::V,tirriq qilmoq,алдау
1224,betrügen::V,tirriq qilmoq,алдап кету
1225,betrügen::V,tirriq qilmoq,ақымақ қылу
1226,töten::V,o'ldirmoq,құрту
1227,töten::V,o'ldirmoq,өлтіру
1228,wohnen::V,istiqomat qilmoq,мекендеу
1229,wohnen::V,istiqomat qilmoq,өмір сүру
1230,arbeiten::V,ishlamoq,істеу
1231,arbeiten::V,ishlamoq,еңбектену
1232,sammeln::V,yig'moq,жыю
1233,pflücken::V,termoq,жұлу
1234,jagen::V,ov qilmoq,аулау
1235,fischen::V,baliq ovlamoq,балык_аулау
1236,fassen::V,ilinmoq,ұстау
1237,hüten::V,boqtirmoq,жаю
1238,hüten::V,boqtirmoq,бағу
1239,treiben::V,haydamoq,айдау
1240,anbinden::V,bog'lamoq,байлау
1241,füttern::V,edirmoq,ас ішкізу
1242,füttern::V,edirmoq,азықтандыру
1243,füttern::V,edirmoq,қоректендіру
1244,melken::V,sog'moq,сауу
1245,hacken::V,chopmoq,турау
1246,gießen::V,oqizmoq,суару
1247,reifen::V,qizarmoq,жетілу
1248,zubereiten::V,pishirmoq,даяр ету
1249,kochen::V,qaynatmoq,асу
1250,backen::V,yopmoq,пісіру
1251,braten::V,qovurmoq,қуыру
1252,umrühren::V,atalamoq,былғалау
1253,umrühren::V,atalamoq,сапырылыстыру
1254,stricken::V,to'qimoq,торлау
1255,stricken::V,to'qimoq,тоқу
1256,nähen::V,tikmoq,тігу
1257,färben::V,bo'yoqlamoq,бояу
1258,färben::V,bo'yoqlamoq,сырлау
1259,reinigen::V,tozalamoq,аршу
1260,reinigen::V,tozalamoq,тазалау
1261,waschen::V,yuvmoq,жуу
1262,abwischen::V,surkamoq,сүрту
1263,spülen::V,chaymoq,шаю
1264,fegen::V,cho'tkalamoq,сыпыру
1265,kehren::V,supurmoq,сыпыру
1266,baden::V,cho'milmoq,шомылу
1267,sich waschen::V,yuvinmoq,жуыну
1268,ausziehen::V,echintirmoq,шешу
1269,anziehen::V,kiymoq,кигізу
1270,sich anziehen::V,kiyinmoq,киіну
1271,kämmen::V,taramoq,тарау
1272,schmücken::V,yasatmoq,әсемдеу
1273,schmücken::V,yasatmoq,мәнерлеу
1274,schmücken::V,yasatmoq,көріктендіру
1275,sagen::V,aytmoq,деу
1276,sagen::V,aytmoq,айту
1277,sprechen::V,so'zlamoq,деу
1278,sprechen::V,so'zlamoq,айту
1279,reden::V,gapirmoq,сөйлеу
1280,reden::V,gapirmoq,сөйлесу
1281,reden::V,gapirmoq,тіл қатысу
1282,sich unterhalten::V,suhbatlashmoq,сұхбаттасу
1283,fragen::V,so'ramoq,сұрау
1284,bitten::V,iltimos qilmoq,өтіну
1285,bitten::V,iltimos qilmoq,жалыну
1286,erzählen::V,aytib bermoq,айту
1287,mitteilen::V,bildirmoq,білдіру
1288,nennen::V,atamoq,атау
1289,rufen::V,chaqirmoq,шақыру
1290,prahlen::V,gerdaymoq,бөсу
1291,übersetzen::V,tarjima qilmoq,аудару
1292,denken::V,o'ylamoq,ойлау
1293,glauben::V,ishonmoq,нану
1294,glauben::V,ishonmoq,илану
1295,bemerken::V,payqamoq,аңғару
1296,erkennen::V,tanimoq,тану
1297,begreifen::V,tushunmoq,ұғу
1298,begreifen::V,tushunmoq,аңғарып алу
1299,verstehen::V,anglamoq,пайым
1300,verstehen::V,anglamoq,түсіну
1301,lernen::V,o'qimoq,оқу
1302,wissen::V,bilmoq,хабардар болу
1303,sich erinnern an::V,äsni tanimoq,еске түсіру
1304,vergessen::V,unutmoq,ұмыту
1305,messen::V,o'lchamoq,өлшеу
1306,zählen::V,raqamlamoq,санау
1307,rechnen::V,cho'tlamoq,санап шығару
1308,rechnen::V,cho'tlamoq,санап шығу
1309,rechnen::V,cho'tlamoq,санау
1310,lesen::V,o'qimoq,оқу
1311,malen::V,rasm solmoq,сурет салу
1312,zeichnen::V,chizmoq,сурет салу
1313,schreiben::V,yozmoq,жазу
1314,besitzen::V,ägalamoq,болу
1315,kaufen::V,olmoq,алу
1316,kaufen::V,olmoq,әперу
1317,verkaufen::V,sotmoq,сату
1318,bezahlen::V,to'lamoq,төлеу
1319,bezahlen::V,to'lamoq,ақы беру
1320,bezahlen::V,to'lamoq,ақы төлеу
1321,zahlen::V,to'lamoq,төлеу
1322,beherrschen::V,ägalamoq,билеу
1323,ertragen::V,chidamoq,төзу
1324,ertragen::V,chidamoq,шыдау
