,Concept_ID,ta,ps
69,Erde::N,மண்,خاوره
70,Staub::N,தூசி,ګرد
71,Staub::N,தூசி,خاوره
72,Rauch::N,புகை,دود
73,Rauch::N,புகை,لوګی
74,Funke::N,தீப்பொறி,سپرغۍ
75,Feuer::N,தீ,اور
76,Licht::N,வெளிச்சம்,رڼا
77,Schatten::N,நிழல்,سیوری
78,Wetter::N,வானிலை,هوا
79,Nebel::N,பனிமூட்டம்,لړه
80,Wolke::N,மேகம்,ورېځ
81,Regen::N,மழை,وریا
82,Regen::N,மழை,باران
83,Schnee::N,உறைபனி,واوره
84,Eis::N,பனிக்கட்டி,یخ
85,Eis::N,பனிக்கட்டி,کنګل
86,Frost::N,உறைபனி,یخ
87,Kälte::N,குளிர்ந்த,ساړه
88,Hitze::N,சூடு,تودوخي
89,Raureif::N,உறைபனி வெண்திரை,سپینه پرخه
90,Regenbogen::N,வானவில்,بوډۍ ټال
91,Regenbogen::N,வானவில்,سره زرغونه
92,Donner::N,இடி,تالنده
93,Strömung::N,நீரோட்டம்,بهېدنه
94,Tropfen::N,துளி,قطره
95,Tropfen::N,துளி,څاڅکی
96,Schaum::N,நுரை,ځګ
97,Schmutz::N,அழுக்கு,ناپاکي
98,See::N,ஏரி,جهیل
99,Sumpf::N,சதுப்பு நிலம்,جبه
100,Moor::N,முட்புதற்காடு,جبه
101,Wiese::N,பசும் புல்தரை,چمن
102,Wiese::N,பசும் புல்தரை,شنېلی
103,Wald::N,காடு,ځنګل
104,Hügel::N,குன்று,تپه
105,Anhöhe::N,பதுக்கை,غونډۍ
106,Berg::N,மலை,غ‍‍‍‍‍ر
107,Gipfel::N,உச்சி மாநாடு,څوکه
108,Höhle::N,குகை,کاز
109,Abhang::N,சரிவு,لمن
110,Quelle::N,மூலம்,چینه
111,Bach::N,ஓடை,واله
112,Fluss::N,ஆறு,سیند
113,Ufer::N,நீர்க்கரை,غاړه
114,Küste::N,கடற்கரை,ساحل
115,Festland::N,நிலம்,وچه
116,Meer::N,கடல்,بحر
117,Meer::N,கடல்,سمندر
118,Bucht::N,சிறுகுடா,کارۍ
119,Insel::N,தீவு,ټاپو
120,Insel::N,தீவு,جزيره
121,Blume::N,பூ,ګل
122,Gras::N,புல்தரை,واښه
123,Wurzel::N,வேர்,ریښه
124,Baum::N,மரம்,ونه
125,Stamm::N,அடிமரம்,ډډ
126,Rinde::N,பட்டை,پوستکی
127,Rinde::N,மரப்பட்டை,پوستکی
128,Ast::N,கினை,ښاخ
129,Zweig::N,குச்சி,څانګه
130,Blatt::N,இலை,پاڼه
131,Birke::N,பிர்ச் மரம்,توس
132,Kiefer[Baum]::N,தேவதாரு மரம்,نښتر
133,Weide[Baum]::N,மர வகைகளுள் ஒன்று,وله
134,Tanne::N,சாதிக்கய்,ناجو
135,Horn::N,கொம்பு,ښکر
136,Feder::N,இறகு,بڼکه
137,Fell::N,மென்முடி,پوستکی
138,Flügel::N,இறக்கை,وزر
139,Klaue::N,நகம்,پنجه
140,Klaue::N,நகம்,منګول
141,Kralle::N,நகம்,پنجه
142,Kralle::N,நகம்,منګول
143,Schwanz::N,வால்,لکۍ
144,Ei::N,முட்டை,وۍ
145,Ei::N,முட்டை,هګۍ
146,Nest::N,கூடு,جاله
147,Bau::N,குகை,کاز
148,Tier::N,விலங்கு,ژوی
149,Tier::N,விலங்கு,حیوان
150,Herde::N,கூட்டம்,رمه
151,Herde::N,கூட்டம்,غېله
152,Kuh::N,பசு,غوا
153,Bulle::N,காளை,غوئی
154,Pferd::N,குதிரை,آس
155,Schaf::N,செம்மறிஆடு,پسه
156,Schwein::N,பன்றி,سرکوزی
157,Hund::N,நாய்,سپی
158,Katze::N,பூனை,پشه
159,Bär::N,கரடி,خرس
160,Eichhörnchen::N,அணில்,خړ لمی
161,Elch::N,கடம்பை,ګوزن
162,Fuchs::N,நரி,سپلم
163,Hase::N,முயல்,سوی
164,Maus::N,எலி,مږک
165,Wolf::N,ஓநாய்,لېوه
166,Vogel::N,பறவை,مرغه
167,Schwarm::N,தொகுதி,سېل
168,Huhn::N,கோழிக்குஞசு,چرګه
169,Hahn::N,சேவல்,چرګ
170,Gans::N,பெண் வாத்து,بته
171,Adler::N,பருநது,عقاب
172,Ente::N,வாத்து,ایلۍ
173,Eule::N,ஆந்தை,ګونګی
174,Kranich::N,நாரை,کلنګ
175,Krähe::N,காகம்,کارغه
176,Kuckuck::N,குயில்,فاخته
177,Schwan::N,அன்னம்,قو
178,Fisch::N,மீன்,کب
179,Fisch::N,மீன்,ماهی
180,Barsch::N,பேர்ச்,
181,Hecht::N,கோலாச்சி மீன்,
182,Schlange[Tier]::N,பாம்பு,مار
183,Wurm::N,புழு,چینجی
184,Spinne::N,சிலந்தி,غڼه
185,Spinne::N,சிலந்தி,تارکښ
186,Ameise::N,எறும்பு,مېږی
187,Laus::N,பேன்,سپږه
188,Mücke::N,கொசுவினப்பூச்சி,ماشی
189,Fliege::N,ஈ,مچ
190,Schmetterling::N,வண்ணத்துப்பூச்சி,پتنګ
191,Beere::N,சதைப்பழம்,مېوۍ
192,Apfel::N,ஆப்பிள பழம்,مڼه
193,Pilz::N,காளான்,خرېړی
194,Zwiebel::N,வெங்காயம்,پیاز
195,Saat::N,விதை,تخم
196,Korn::N,தானியம்,تخم
197,Korn::N,தானியம்,دانه
198,Heu::N,வைக்கோல்,بوس
199,Heu::N,வைக்கோல்,پروړه
200,Schale::N,தோல்,پوستکی
201,Grube::N,குழி,کنده
202,Falle::N,பொறி,دام
203,Falle::N,பொறி,لومه
204,Schlinge::N,கண்ணி,کړۍ
205,Spur::N,சுவடு,نښه
206,Asche::N,சாம்பல்,آس
207,Asche::N,சாம்பல்,ایره
208,Dreck::N,அழுக்கு,ناپاکي
209,Eisen::N,இரும்பு,اوسپنه
210,Gold::N,தங்கம்,سره زر
211,Silber::N,வெள்ளி,نقره
212,Silber::N,வெள்ளி,سپین زر
213,Kohle::N,நிலக்கரி,سکور
214,Kohle::N,நிலக்கரி,سکاره
215,Glas::N,கண்ணாடி,ښيښه
216,Lehm::N,களிமண்,خټه
217,Sand::N,மணல்,شګه
218,Mensch::N,மனிதர்கள்,انسان
219,Mann::N,மனிதன்,سړی
220,Mann::N,மனிதன்,نارینه
221,Frau::N,பெண்,ښځه
222,Kind::N,குழந்தை,بچی
223,Kind::N,குழந்தை,ماشوم
224,Junge::N,பையன்,هلک
225,Mädchen::N,சிறுமி,نجلۍ
226,Familie::N,குடும்பம்,کورنۍ
227,Großvater::N,தாத்தா,بابا
228,Großmutter::N,பாட்டி,انا
229,Eltern::N,பெற்றோர்,مور او پلار
230,Vater::N,தந்தை,پلار
231,Mutter::N,தாய்,مور
232,Sohn::N,மகன்,زوی
233,Tochter::N,மகள்,لور
234,Bruder::N,சகோதரன்,ورور
235,Schwester::N,அக்கா,خور
236,Onkel::N,தாய் மாமன்,تره
237,Onkel::N,தாய் மாமன்,ماما
238,Tante::N,அத்தை,خاله
239,Ehemann::N,கணவன்,مېړه
240,Ehefrau::N,மனைவி,مېرمن
241,Freude::N,கொண்டாட்டம்,خوشحالي
242,Gelächter::N,சிரிப்பு,خندا
243,Glück::N,மகிழ்ச்சி,بخت
244,Kummer::N,துயரம்,غم
245,Wunsch::N,விருப்பம்,هيله
246,Wunsch::N,விருப்பம்,غوښتنه
247,Lust::N,விருப்பம்,شوق
248,Lust::N,விருப்பம்,مینه
249,Geist::N,ஆன்மா,روح
250,Gedanke::N,எண்ணம்,فکر
251,Gedächtnis::N,ஞாபகம்,یاد
252,Gedächtnis::N,ஞாபகம்,حافظه
253,Verstand::N,மனம்,عقل
254,Verstand::N,மனம்,شعور
255,Sinn::N,அர்த்தம்,معنی
256,Grund::N,காரணம்,علت
257,Grund::N,காரணம்,اساس
258,Wahrheit::N,உண்நை,حقیقت
259,Gespräch::N,பெசு,مرکه
260,Gespräch::N,பெசு,خبرې اترې
261,Märchen::N,நம்பத்தகாத கதை,افسانه
262,Erzählung::N,கதை,قصه
263,Erzählung::N,கதை,کیسه
264,Nachricht::N,செய்தி,خبر
265,Neuigkeit::N,செய்தி,نوی خبر
266,Name::N,பெயர்,نوم
267,Rätsel::N,புதிர்,کیسۍ
268,Rätsel::N,புதிர்,چیستان
269,Rede::N,பேச்சு,وینا
270,Sprache::N,மொழி,ژبه
271,Stimme::N,குரல்,غږ
272,Stimme::N,குரல்,اواز
273,Wort::N,வார்த்தை,لغت
274,Wort::N,வார்த்தை,کلمه
275,Zeichen::N,குறி,نښه
276,Zeichen::N,குறி,اشاره
277,Ruf::N,அழைப்பு,ږغ
278,Ruf::N,அழைப்பு,بلنه
279,Lärm::N,சத்தம்,غالمغال
280,Laut::N,ஒலி,ږغ
281,Ton::N,குரல்,اواز
282,Lied::N,பாட்டு,غزله
283,Lied::N,பாட்டு,سندره
284,Ruhe::N,அமைதி,ارامي
285,Leute::N,மக்கள்,خلک
286,Volk::N,மக்கள்,ولس
287,Arbeit::N,வேலை,کار
288,Gast::N,விருந்தாளி,مېلمه
289,Geschenk::N,பரிசுப் பொருள்,تحفه
290,Geschenk::N,பரிசுப் பொருள்,سوغات
291,Spiel::N,விளையாட்டு,لوبه
292,Gesellschaft::N,சமுதாயம்,ډله
293,Hilfe::N,உதவி,کومک
294,Hilfe::N,உதவி,مرسته
295,Freund::N,நண்பன்,ملګری
296,Kamerad::N,உடனிருப்பவன்,انډيوال
297,Angelegenheit::N,செய்தி,موضوع
298,Anzahl::N,எண்ணிக்கை,شمېر
299,Anzahl::N,எண்ணிக்கை,تعداد
300,Art::N,வகை,ډول
301,Stück::N,துண்டம்,ټوټه
302,Teil::N,பகுதி,برخه
303,Hälfte::N,பாதி,نیم
304,Kreis::N,வட்டம்,دایره
305,Kreuz::N,சிலுவை,صلیب
306,Linie::N,கோடு,خط
307,Linie::N,கோடு,لیکه
308,Strich::N,வாத நோய்,کرښه
309,Abstand::N,இடைவெளி,فاصله
310,Entfernung::N,தூரம்,واټن
311,Gegend::N,வட்டாரம்,سیمه
312,Gegend::N,வட்டாரம்,منطقه
313,Platz::N,வெற்றிடம்,ځای
314,Ort::N,இடம்,ځای
315,Seite::N,பக்கம்,مخ
316,Seite::N,பக்கம்,اړخ
317,Mitte::N,இடைப்பகுதி,وسط
318,Mitte::N,இடைப்பகுதி,مینځ
319,Gegenstand::N,உருப்படி,شی
320,Sache::N,பொருள்,شی
321,Sache::N,பொருள்,څيز
322,Rand::N,தொங்கு,څنډه
323,Rand::N,தொங்கு,کناره
324,Kante::N,விளிம்பு,اړخ
325,Ecke::N,மூலை,ګوټ
326,Spitze::N,முனை,څوکه
327,Ende::N,முடிவு,څوکه
328,Loch::N,துளை,سوری
329,Winkel::N,கோணம்,کنج
330,Winkel::N,கோணம்,کوتی
331,Muster::N,பாங்கு,نمونه
332,Größe::N,அளவு,قد
333,Größe::N,அளவு,لويوالی
334,Länge::N,நீளம்,طول
335,Länge::N,நீளம்,اوږد والی
336,Höhe::N,உயரம்,جګوالی
337,Gewicht::N,எடை,وزن
338,Menge::N,தொகை,اندازه
339,Haufen::N,குவியல்,کوټه
340,Reihe::N,வரிசை,صف
341,Reihe::N,வரிசை,کتار
342,Boot::N,படகு,قايق
343,Ruder::N,துடுப்பு,چپه
344,Schlitten::N,சகடையிலா வண்டி,ښویېدونی
345,Ski::N,பனிச் சறுக்கல்,سکي
346,Lagerfeuer::N,மூட்டம்,اور
347,Last::N,பாரம்,بار
348,Last::N,பாரம்,پېټی
349,Gang::N,நடை,تګ
350,Schritt::N,காலடி,ګام
351,Norden::N,வடக்கு,شمال
352,Süden::N,தெற்கு,سوېل
353,Westen::N,மேற்கு திசை,لوېدېځ
354,Osten::N,கிழக்கு,شرق
355,Osten::N,கிழக்கு,ختیځ
356,Holz::N,மரக்கட்டை,لرګی
357,Brett::N,பலகை,تخته
358,Platte::N,பலகம்,تخته
359,Stütze::N,அடைப்புகன்,تکیوان
360,Stange::N,கம்பம்,ډاګه
361,Stock::N,குச்சி,لرګی
362,Stab::N,கம்பு,چيخله
363,Rohr::N,குழாய்,نل
364,Haus::N,வீடு,کور
365,Heim::N,வீடு,کور
366,Ofen::N,அடுப்பு,تودنۍ
367,Fußboden::N,தரை,غولی
368,Tisch::N,மேசை,مېز
369,Stuhl::N,நாற்காலி,چوکۍ
370,Wiege::N,தொட்டில்,زانګو
371,Bett::N,படுக்கை,کټ
372,Bett::N,படுக்கை,چپرکټ
373,Regal::N,அலமாரி,تاخچۍ
374,Kiste::N,பெட்டி,صندوق
375,Fenster::N,சாளரம்,کړکۍ
376,Tür::N,கதவு,دروازه
377,Tor::N,வாசற்கதவு,دروازه
378,Zaun::N,வேலி,کټاره
379,Dach::N,கூரை,بام
380,Leiter::N,ஏணி,زينه
381,Besen::N,விளக்குமாறு,جارو
382,Spaten::N,மண்வெட்டி,یوم
383,Schaufel::N,அடிதண்டா,بېلچه
384,Gabel::N,முட்கரண்டி,پنجه
385,Löffel::N,கரண்டி,کاشوغه
386,Messer::N,கத்தி,چاقو
387,Nagel::N,ஆணி,ميخ
388,Netz::N,வலை,جال
389,Haken::N,கொக்கி,څنګک
390,Griff::N,கைப்பிடி,لاستی
391,Schloss::N,பூட்டு,کلپ
392,Bild::N,படம்,رسم
393,Figur::N,எண்ணிக்கை,قدوقامت
394,Puppe::N,பொம்மை,ګوډۍ
395,Beutel::N,பை,کڅوړه
396,Bündel::N,பொதி,دسته
397,Tasche::N,பை,بکس
398,Tasche::N,பை,توبره
399,Eimer::N,வாளி,سطل
400,Deckel::N,உறை,سرپوښ
401,Geschirr::N,பாத்திரம்,لوښی
402,Sack::N,பை,جوال
403,Tasse::N,கிண்ணம்,پیاله
404,Topf::N,பானை,دېګی
405,Kessel::N,கெண்டி,دېګ
406,Essen::N,உணவருந்துதல்,خوراک
407,Nahrung::N,உணவு,خوراک
408,Speise::N,உணவு வகை,خواړه
409,Fleisch::N,இறைச்சி,غوښه
410,Getreide::N,மக்காச்சோளம்,غله
411,Brei::N,கஞ்சி,اوګره
412,Brot::N,ரொட்டி,ډوډۍ
413,Scheibe::N,துண்டு,مړۍ
414,Fett::N,கொழுப்பு,غوړي
415,Butter::N,வெண்ணெய்,کوچ
416,Öl::N,எண்ணெய்,تېل
417,Salz::N,உப்பு,مالګه
418,Suppe::N,ரசம்,شوربا
419,Honig::N,தேன்,شات
420,Milch::N,பால்,شوده
421,Tee::N,தெனீர்,چای
422,Leder::N,பதம் செய்யப்பட்ட தோல்,څرمن
423,Wolle::N,கம்பளி,پشم
424,Stoff::N,துணி,ټوټه
425,Nadel::N,ஊசி,ستن
426,Faden::N,நூல்,تار
427,Knopf::N,பொத்தான்,تڼۍ
428,Knopf::N,பொத்தான்,تکمه
429,Knoten::N,முடிச்சு,غوټه
430,Farbe::N,வண்ணக் குழம்பு,رنګ
431,Kleidung::N,ஆடைகள்,کالي
432,Hemd::N,சட்டை,کميس
433,Kragen::N,கழுத்துப் பட்டை,غاړه
434,Ärmel::N,சட்டைக்கை,لستوڼی
435,Hose::N,கால்சட்டை,پطلون
436,Gürtel::N,பெல்ட்,کمربند
437,Mütze::N,தொப்பி,خولۍ
438,Schuh::N,காலணி,بوټ
439,Stiefel::N,காலணி,موزه
440,Ring::N,மோதிரம்,ګوته
441,Band::N,நாடா,فيته
442,Kamm::N,கீப்பு,ګمنځ
443,Spiegel::N,ஆடி,ایینه
444,Spiegel::N,ஆடி,هنداره
445,Spiegel::N,கண்ணாடி,ایینه
446,Spiegel::N,கண்ணாடி,هنداره
447,Riemen::N,வார்,تسمه
448,Schnur::N,கயிறு,مزی
449,Leine::N,தோல்வார்,رسۍ
450,Decke::N,போர்வை,بړستن
451,Kissen::N,தலையணை,بالښت
452,Tuch::N,துணி,ټیکری
453,Handtuch::N,தண்டு,دسمال
454,Kraft::N,நிர்பந்தம்,زور
455,Kraft::N,நிர்பந்தம்,توان
456,Stärke::N,பலம்,قوت
457,Gesundheit::N,ஆரோக்கியம்,صحت
458,Gesundheit::N,ஆரோக்கியம்,روغتیا
459,Krankheit::N,நோய்,مرض
460,Krankheit::N,நோய்,ناروغي
461,Schmerz::N,வலி,درد
462,Wunde::N,காயம்,ټپ
463,Wunde::N,காயம்,زخم
464,Fieber::N,காய்ச்சல்,تبه
465,Arznei::N,மருந்து,دوا
466,Arznei::N,மருந்து,دارو
467,Brücke::N,பாலம்,پول
468,Brunnen::N,கேணி,څاه
469,Brunnen::N,கேணி,کوهی
470,Weide::N,மேய்ச்சல் நிலம்,وله
471,Pfad::N,நடை வழி,تړه
472,Weg::N,வழி,لیار
473,Straße::N,சாலை,سړک
474,Dorf::N,கிராமம்,کلی
475,Stadt::N,நகரம்,ښار
476,Brief::N,கடிதம்,لیک
477,Brief::N,கடிதம்,مکتوب
478,Buch::N,புத்தகம்,کتاب
479,Buchstabe::N,எழத்து,حرف
480,Buchstabe::N,எழத்து,توری
481,Zeitung::N,செய்தித்தாள்,اخبار
482,Leben::N,வாழ்க்கை,ژوند
483,Tod::N,மரணம்,مرګ
484,Tod::N,மரணம்,مړینه
485,Grab::N,சமாதி,قبر
486,Grab::N,சமாதி,ډورۍ
487,Kirche::N,தேவாலயம்,کلیسا
488,Sünde::N,பாவம்,ګناه
489,Gott::N,கடவுள்,خدای
490,Arbeiter::N,தொழிலாளி,کاریګر
491,Chef::N,மேலாளர்,آمر
492,Meister::N,தலைவன்,استاد
493,Arzt::N,மருத்துவர்,طبیب
494,Arzt::N,மருத்துவர்,ډاکټر
495,Lehrer::N,ஆசிரியர்,معلم
496,Lehrer::N,ஆசிரியர்,ښوونکی
497,Geld::N,பணம்,پیسې
498,Geschäft::N,வாணிபம்,سوداګري
499,Laden::N,கடை,دکان
500,Laden::N,கடை,مغازه
501,Preis::N,விலை,بیه
502,Ware::N,சாமன்கள்,مال
503,Nutzen::N,இலாபம்,ګټه
504,Reichtum::N,சொத்து,شتمني
505,Welt::N,உலகம்,نړۍ
506,Welt::N,உலகம்,دنیا
507,Land::N,நாடு,هېواد
508,Staat::N,நாடு,دولت
509,König::N,அரசன்,باچا
510,König::N,அரசன்,پادشاه
511,Macht::N,அதிகாரம்,قدرت
512,Grenze::N,எல்லை,حد
513,Grenze::N,எல்லை,سرحد
514,Krieg::N,போர்,جګړه
515,Feind::N,எதிரி,دښمن
516,Gewalt::N,வன்முறை,زور
517,Gewalt::N,வன்முறை,تشدد
518,Kampf::N,போராட்டம்,جنګ
519,Kampf::N,போராட்டம்,مبارزه
520,Bogen[Waffe]::N,வில்,لیندۍ
521,Pfeil::N,அம்பு,غشی
522,Gewehr::N,துப்பாக்கி,ټوپک
523,Fehler::N,தவறு,خطا
524,Fehler::N,தவறு,غلطي
525,Lüge::N,பொய்,دروغ
526,Schaden::N,சேதாரம்,زیان
527,Schaden::N,சேதாரம்,تاوان
528,Unglück::N,இடையூறு,بدبختي
529,Schuld::N,குற்றம்,ګناه
530,Alter::N,வயது,منګ
531,Schluss::N,முடிவு,اخر
532,Zeit::N,காலம்,وخت
533,Tag::N,நாள்,ورځ
534,Morgen::N,காலை நேரம்,سبا
535,Morgen::N,காலை நேரம்,سهار
536,Mittag::N,மதியம்,غرمه
537,Abend::N,மாலைப் பொழுது,ماښام
538,Nacht::N,இரவு,شپه
539,Woche::N,வாரம்,اونۍ
540,Monat::N,மாதம்,مياشت
541,Jahr::N,வருடம்,کال
542,Frühling::N,வசந்தம்,پسرلی
543,Sommer::N,கோடை,دوبی
544,Herbst::N,இலையுதிர் காலம்,منی
545,Herbst::N,இலையுதிர் காலம்,خزان
546,Winter::N,குளிர்காலம்,ژمی
547,Januar::N,ஜனவரி,جنوري
548,Februar::N,பிபரவரி மாதம்,فبروري
549,März::N,மார்ச் மாதம்,مارچ
550,April::N,ஏப்ரல் மாதம்,اپریل
551,Mai::N,மே மாதம்,مې
552,Juni::N,ஜூன் மாதம்,جون
553,Juli::N,ஜூலை மாதம்,جولای
554,August::N,ஆகஸ்ட் மாதம்,اګست
555,September::N,செப்டம்பர் மாதம்,سپټامبر
556,Oktober::N,அக்டோபர் மாதம்,اکتوبر
557,November::N,நவம்பர் மாதம்,نومبر
558,Dezember::N,டிசம்பர்,دسمبر
559,Montag::N,திங்கட் கிழமை,دوشنبه
560,Dienstag::N,செவ்வாய்க்கிழமை,سه شنبه
561,Mittwoch::N,புதன் கிழமை,چارشنبه
562,Donnerstag::N,வியாழக் கிழமை,پنجشنبه
563,Freitag::N,வெள்ளிக்கிழமை,جمعه
564,Samstag::N,சனிக்கிழமை,خالي
565,Sonntag::N,ஞாயிறுக் கிழமை,یکشنبه
566,groß::A,பெரிய,لوی
567,klein::A,சிறிய,وړوکی
568,lang::A,நீண்ட,اوړد
569,kurz::A,குட்டையான,لنډ
570,breit::A,அகலமான,پراخه
571,schmal::A,குறுகலான,تنګ
572,dicht::A,அடர்த்தியான,ګڼ
573,dick[Gegenstand]::A,தடித்த,پنډ
574,dünn::A,சன்னமான,نری
575,fein::A,மெல்லிய,نازک
576,fest::A,உறுதியாள,کلک
577,fest::A,உறுதியாள,ټینګ
578,flach::A,தட்டையான,هوار
579,glatt::A,வழுவழுப்பான,ښوی
580,hart::A,கடினமான,کلک
581,weich::A,மென்மையான,نرم
582,weich::A,மென்மையான,پوست
583,rund::A,உருண்டையான,ګرد
584,spitz::A,திகந்தமாக,تېره
585,scharf::A,கூரான,تېز
586,scharf::A,கூரான,تېره
587,stumpf::A,உளம் திறந்த,پڅ
588,schwer::A,கனமான,دروند
589,schön::A,அழகான,ښکلی
590,heiß::A,சூடான,تود
591,warm::A,இதமான,تود
592,kalt::A,குளிர்ச்சியான,ېخ
593,kalt::A,குளிர்ச்சியான,سوړ
594,kühl::A,குளிர்ச்சியான,ېخ
595,kühl::A,குளிர்ச்சியான,سوړ
596,frisch::A,சுத்தமான,تازه
597,feucht::A,ஈரமான,مرطوب
598,nass::A,ஈரமான,لوند
599,trocken::A,உலர்ந்த,وچ
600,voll::A,நிரம்பிய,ډک
601,leer::A,காலியான,خالی
602,offen::A,திறந்த,خلاص
603,offen::A,திறந்த,پرانیستی
604,geschlossen::A,மூடப்பட்ட,تړلی
605,sauber::A,சுத்தமான,پاک
606,schmutzig::A,அழக்கான,چټل
607,roh::A,கச்சா,خام
608,reif::A,பழுத்த,پوخ
609,reif::A,பழுத்த,رسېدلی
610,lecker::A,சுவைமிக்க,خوندور
611,lecker::A,சுவைமிக்க,مزه دار
612,süß::A,இனிப்பான,خوږ
613,süß::A,இனிப்பான,شیرین
614,bitter::A,கசப்பான,تریخ
615,sauer::A,புளிப்பாக,ټاک
616,sauer::A,புளிப்பாக,تريو
617,hell::A,பளபளப்பான,روڼ
618,hell::A,பளபளப்பான,روښان
619,dunkel::A,கருமையான,تیاره
620,schwarz::A,கருப்பு வண்ண,تور
621,weiß::A,வெண்மையன,سپين
622,rot::A,சிவப்பு,سور
623,gelb::A,மஞ்சள் வண்ணம்,زېړ
624,blau::A,நீல வண்ண,شین
625,blau::A,நீல வண்ண,اسماني رنګه
626,grün::A,பச்சை வண்ண,زرغون
627,grau::A,சாம்பல் நிற,خړ
628,bunt::A,வண்ண மயமான,رنګارنګ
629,billig::A,மலிவான,ارزان
630,teuer::A,விலை அதிகமான,ګران
631,wertvoll::A,மதிப்புள்ள,قیمتي
632,blind::A,பார்வையற்ற,ړوند
633,taub::A,செவிடான,کوڼ
634,kräftig::A,வலிமையான,قوی
635,stark::A,பலமான,قوی
636,stark::A,பலமான,تکړه
637,schwach::A,பலவீனமான,ضعیف
638,schwach::A,பலவீனமான,کمزوری
639,fett::A,பருமனாக,چاغ
640,schlank::A,ஒல்லியான,خوش اندام
641,hübsch::A,அழகிய,ښکلی
642,hübsch::A,அழகிய,ښایسته
643,böse::A,கேடு விளைவிக்கும்,شریر
644,böse::A,கேடு விளைவிக்கும்,قهرناک
645,dumm::A,முட்டாள்தனமான,احمق
646,faul::A,சோம்பலான,لټ
647,faul::A,சோம்பலான,تنبل
648,fleißig::A,ஊக்கந்தளராத,زحمت کښ
649,geizig::A,கஞேசத்தனமான,بخیل
650,klug::A,சாதுரியமான,عاقل
651,klug::A,சாதுரியமான,هوښیار
652,geschickt::A,திறமையள்ள,ماهر
653,lieb::A,அன்புக்குரிய,عزیز
654,lieb::A,அன்புக்குரிய,محبوب
655,lustig::A,களிப்புமிக்க,خوشحال
656,sanft::A,சாதுவான,پوست
657,sanft::A,சாதுவான,ملایم
658,hungrig::A,பசியுடன்,وږی
659,krank::A,நோயுற்று,مريض
660,krank::A,நோயுற்று,ناروغ
661,nackt::A,ஆடையற்ற,لوڅ
662,traurig::A,சோகமான,غمجن
663,lebendig::A,பிழைப்பு,ژوندی
664,gut::A,நல்ல,ښه
665,schlecht::A,கெட்ட,بد
666,schlecht::A,கெட்ட,خراب
667,richtig::A,சரியான,سم
668,richtig::A,சரியான,صحیح
669,schlimm::A,அருவருப்பான,بد
670,schlimm::A,அருவருப்பான,مخوف
671,wahr::A,உண்மையான,واقعي
