,Concept_ID,et,av
766,rückwärts::ADV,tagurpidi,нахъ-нахъ
767,zurück::ADV,tagasi,нахъе
768,unten::ADV,all,ахакь
769,unten::ADV,all,гъоркь
770,unten::ADV,allpool,ахакь
771,unten::ADV,allpool,гъоркь
772,hinab::ADV,alla,эхебе
773,oben::ADV,ülal,тӏад
774,oben::ADV,ülal,тӏадехун
775,hinauf::ADV,üles,эхеде
776,überall::ADV,kõikjal,кибго
777,nicht::ADV,ei,
778,nicht::ADV,mitte,
779,ein wenig::ADV,veidi,дагьабго
780,ein wenig::ADV,natuke,дагьабго
781,kaum::ADV,vaevalt,хӏалалъ
782,sehr::ADV,väga,кутакалда
783,so::ADV,nii,гьедин
784,noch::ADV,veel,жеги
785,nur::ADV,ainult,гӏӣцӏго
786,schon::ADV,juba,
787,wieder::ADV,jälle,на́хъеги
788,vergebens::ADV,asjata,чӏалгӏаде
789,vor::PRP,ees,цебе
790,hinter::PRP,taha,хадуса
791,unter::PRP,all,ахакь
792,unter::PRP,all,гъоркь
793,durch::PRP,läbi,
794,durch::PRP,kaudu,
795,neben::PRP,kõrval,аскӏо
796,zwischen::PRP,vahel,гьоркьоб
797,wegen::PRP,tõttu,гьелда
798,wegen::PRP,pärast,гьелда
799,dies::PRN,see,гьаб
800,dies::PRN,see,гьеб
801,das::PRN,see,доб
802,alles::PRN,kõik,
803,ich::PRN,mina,дун
804,du::PRN,sina,дуца
805,er::PRN,tema,доб
806,wir::PRN,me,ниж
807,ihr::PRN,te,нуж
808,sie::PRN,nad,дол
809,sie::PRN,nad,эл
810,was::FPRN,mis,щиб
811,wer::FPRN,kes,щиб
812,wo::FADV,kus,киб
813,wo::FADV,kus,кибехун
814,wohin::FADV,kuhu,кибехун
815,wie::FADV,kuidas,кин
816,warum::FADV,miks,щай
817,wieviel::FNUM,mitu,кигӏан
818,wieviel::FNUM,kui palju,кигӏан
819,eins::NUM,üks,цо
820,zwei::NUM,kaks,кӏиго
821,drei::NUM,kolm,лъабго
822,vier::NUM,neli,ункъо
823,fünf::NUM,viis,щуго
824,sechs::NUM,kuus,анлъго
825,sieben::NUM,seitse,анкьго
826,acht::NUM,kaheksa,микьго
827,neun::NUM,üheksa,ичӏго
828,zehn::NUM,kümme,анцӏго
829,elf::NUM,üksteist,анцӏила цо
830,zwölf::NUM,kaksteist,кӏиго-анцӏила
831,zwanzig::NUM,kakskümmend,къого
832,dreißig::NUM,kolmkümmend,лъеберго
833,vierzig::NUM,nelikümmend,кӏикъого
834,fünfzig::NUM,viiskümmend,кӏикъо́ялда анцӏго
835,sechzig::NUM,kuuskümmend,лъабкъого
836,siebzig::NUM,seitsekümmend,лъабкъо́ялда анцӏго
837,achtzig::NUM,kaheksakümmend,ункъого
838,neunzig::NUM,üheksakümmend,ункъоялда а́нцӏила
839,hundert::NUM,sada,нусго
840,tausend::NUM,tuhat,азарго
841,und::CNJ,ja,ва
842,und::CNJ,ja,-ги
843,oder::CNJ,või,ялъуни
844,stehen::V,seisma,бахъунчӏезе
845,sitzen::V,istuma,гӏодов чӏезе
846,liegen::V,lamama,бегизе
847,hängen::V,rippuma,базе
848,werden::V,saama,бахъине
849,werden::V,hakkama,бахъине
850,passieren::V,juhtuma,лъугьине
851,passieren::V,juhtuma,лъугьа-бахъине
852,beginnen::V,algama,байбихьизе
853,beginnen::V,hakkama,байбихьизе
854,enden::V,lõppema,лъугӏизе
855,wechseln::V,vahelduma,хиса-басизе
856,wechseln::V,vahelduma,хисизе
857,aufgehen[Sonne]::V,tõusma,баккизе
858,untergehen[Sonne]::V,loojuma,щинкӏизе
859,scheinen[Sonne]::V,paistma,къалъ-къалъизе
860,donnern::V,kõmisema,гъугъазе
861,wehen::V,puhuma,пуйзе
862,strömen::V,voolama,чвахизе
863,fließen::V,voolama,чвахизе
864,sich drehen::V,pöörduma,сверизе
865,schwanken::V,kõikuma,хьвагӏезе
866,schwanken::V,kõikuma,багъа-бачаризе
867,schwingen::V,võnkuma,щвартӏезе
868,fallen::V,langema,бортизе
869,brennen::V,põlema,рекӏине
870,rauchen::V,suitsema,кӏкӏуй буризе
871,regnen::V,sadama,базе
872,gefrieren::V,kinni külmuma,гӏу́низе
873,tauen::V,sulama,биаризе
874,schmelzen::V,sulama,биине
875,trocknen::V,kuivama,бакъвазе
876,sieden::V,keema,гьалдезе
877,faulen::V,mädanema,махӏцине
878,verfaulen::V,mädanema,туризе
879,reißen::V,rebenema,бихъизе
880,versinken::V,uppuma,гъанкъизе
881,vergehen::V,mööduma,базе
882,vergehen::V,mööduma,бахъизе
883,vergehen::V,mööduma,ине
884,erscheinen::V,ilmuma,баккизе
885,verschwinden::V,kaduma,къине
886,verschwinden::V,kaduma,билизе
887,sinken::V,vajuma,гӏодо́бе ккезе
888,sinken::V,langema,гӏодо́бе ккезе
889,abnehmen::V,vähenema,тӏаса камизе
890,abnehmen::V,kahenema,тӏаса камизе
891,zunehmen::V,kasvama,гӏемерлъизе
892,steigen::V,tõusma,бахине
893,steigen::V,üles minema,бахине
894,wachsen::V,kasvama,кӏодолъизе
895,glänzen::V,läikimä,цӏвакизе
896,funkeln::V,sädelema,паркъезе
897,lärmen::V,lärmama,хъудизе
898,lärmen::V,lärmama,чӏиргъдизе
899,läuten::V,helisema,кьабизе
900,klingeln::V,helisema,кьабизе
901,klirren::V,kõlisema,зваргъизе
902,brausen::V,kohisema,гьалаглъизе
903,rauschen::V,kohisema,шуршудизе
904,klingen::V,kõlama,бахъине
905,bellen::V,haukuma,гъанчдезе
906,heulen::V,uluma,рурудизе
907,blasen::V,puhuma,гьохьизе
908,pfeifen::V,vilistama,гьещтӏезе
909,schreien::V,karjuma,ахӏизе
910,schreien::V,karjuma,ахӏдезе
911,stöhnen::V,oigama,зигардизе
912,zittern::V,värisema,дарран
913,zittern::V,värisema,гьаргьадизе
914,leben::V,elama,бетӏербахъизе
915,leben::V,elus olema,бетӏербахъизе
916,geboren werden::V,sündima,лъугьине
917,atmen::V,hingama,хӏухьел биччазе
918,trinken::V,jooma,гьекъезе
919,essen::V,sööma,квине
920,essen::V,sööma,кваназе
921,schlucken::V,neelama,кӏкӏвине
922,schlucken::V,neelama,къулчӏизе
923,müde werden::V,väsima,сваказе
924,einschlafen::V,uinuma,кьижизе
925,einschlafen::V,uinuma,гъапуллъизе
926,schlafen::V,magama,кьижизе
927,aufwachen::V,ärkama,бигьине
928,aufstehen::V,ärkama,бахъине
929,aufstehen::V,ärkama,тӏадебахъине
930,aufstehen::V,üles tõusma,бахъине
931,aufstehen::V,üles tõusma,тӏадебахъине
932,sich erholen::V,puhkama,хьи бахъизе
933,sich erholen::V,puhkama,хӏалхьи гьабизе
934,krank werden::V,haigestuma,унтизе
935,krank werden::V,haigeks jääma,унтизе
936,krank sein::V,haige olema,унтизе
937,schmerzen::V,valutama,унтизе
938,husten::V,köhima,хъегӏизе
939,genesen::V,toibuma,лъилъизе
940,sterben::V,surema,хвезе
941,umkommen::V,surma saama,гьалаглъизе
942,sich bewegen::V,liikuma,багъаризе
943,sich bewegen::V,liikuma,багъаргъизе
944,sich rühren::V,liikuma,багъаризе
945,sich erheben::V,kerkima,тӏадебахъине
946,sich erheben::V,kerkima,бахъине
947,sich setzen::V,istet võtma,гӏодов чӏезе
948,hinfallen::V,kukkuma,щапизе
949,hinfallen::V,maha kukkuma,щапизе
950,laufen::V,kõndima,хьвадизе
951,schreiten::V,astuma,чӏезе
952,spazierengehen::V,jalutama,тира-сверизе
953,eilen::V,ruttama,ракӏхӏалакине
954,eilen::V,ruttama,дуризе
955,eilen::V,kiirustama,ракӏхӏалакине
956,eilen::V,kiirustama,дуризе
957,sich beeilen::V,ruttama,дуризе
958,sich beeilen::V,ruttama,гӏедегӏизе
959,sich beeilen::V,kiirustama,дуризе
960,sich beeilen::V,kiirustama,гӏедегӏизе
961,sausen::V,kihutama,тӏуризе
962,sausen::V,tormama,тӏуризе
963,rennen::V,jooksma,бекеризе
964,rennen::V,kihutama,бекеризе
965,springen::V,hüppama,кӏанцӏизе
966,klettern::V,ronima,хархадизе
967,schaukeln::V,kiikuma,гьерщезе
968,kriechen::V,roomama,хъурщизе
969,schwimmen::V,ujuma,лъедезе
970,tauchen::V,sukelduma,букъардизе
971,rudern::V,sõudma,хазе
972,fahren::V,sõitma,ине
973,fliegen::V,lendama,боржине
974,gehen::V,käima,ине
975,gehen::V,minema,ине
976,weggehen::V,ära minema,ине
977,weggehen::V,välja minema,ине
978,abfahren::V,väljuma,къокъине
979,abfahren::V,ära sõitma,къокъине
980,anhalten::V,peatuma,чӏезе
981,anhalten::V,peatuma,тархъизе
982,anhalten::V,peatuma,лъалхъизе
983,hineingehen::V,sisenema,тӏаделъугьине
984,hineingehen::V,sisse minema,тӏаделъугьине
985,eintreten::V,sisenema,лъугьине
986,eintreten::V,sisse astuma,лъугьине
987,kommen::V,tulema,бачӏине
988,ankommen::V,saabuma,щвезе
989,ankommen::V,saabuma,тӏадебачӏине
990,zurückkommen::V,tagasi tulema,тадбуссине
991,zurückkommen::V,tagasi tulema,тӏадбуссине
992,bleiben::V,jääma,чӏезе
993,bleiben::V,jääma,хутӏизе
994,warten::V,ootama,чӏезе
995,erwarten::V,ootama,балагьизе
996,erwarten::V,lootma,балагьизе
997,suchen::V,otsima,балагьизе
998,finden::V,leidma,батизе
999,versuchen::V,püüdma,хӏалбихьизе
1000,versuchen::V,üritama,хӏалбихьизе
1001,versuchen::V,katsetama,хӏалбихьизе
1002,vorbereiten::V,valmistama,хӏадурлъизабизе
1003,lieben::V,armastama,балай бегьизе
1004,mögen::V,sallima,бокьизе
1005,mögen::V,meeldima,бокьизе
1006,lachen::V,naerma,белъизе
1007,rühren::V,liigutama,
1008,rühren::V,heldima panema,
1009,weinen::V,nutma,гӏодизе
1010,schimpfen::V,sõimama,гъанчдезе
1011,sich ärgern::V,ärrituma,вагъизе
1012,sich ärgern::V,ärrituma,ццида́хине
1013,sich ärgern::V,vihastuma,вагъизе
1014,sich ärgern::V,vihastuma,ццида́хине
1015,sich fürchten::V,kartma,хӏинкъизе
1016,sich fürchten::V,hirmu tundma,хӏинкъизе
1017,fürchten::V,kartma,беркъазе
1018,fürchten::V,kartma,хӏинкъа-къазе
1019,fliehen::V,põgenema,лъутизе
1020,flüchten::V,põgenema,лъутизе
1021,sehen::V,nägema,бихьизе
1022,anschauen::V,vaatama,бертӏамизе
1023,anschauen::V,vaatama,балагьизе
1024,ansehen::V,vaatama,бала-гъалагьизе
1025,hören::V,kuulma,рагӏизе
1026,zuhören::V,kuulama,гӏенеккизе
1027,probieren::V,proovima,кӏалдиб хъва́зе
1028,probieren::V,proovima,чӏамизе
1029,riechen::V,nuusutama,су́нтӏизе
1030,fühlen::V,tundma,чӏвазе
1031,scheinen::V,näida,
1032,scheinen::V,ilmuda,
1033,zu sehen sein::V,ilmuma,бихьизе
1034,vernehmen::V,üle kuulama,рагӏизе
1035,frieren::V,külmetada,цӏорозе
1036,tun::V,tegema,гьабизе
1037,können::V,võima,кӏвезе
1038,können::V,võima,лъазе
1039,können::V,oskama,кӏвезе
1040,können::V,oskama,лъазе
1041,wollen::V,tahtma,бокьизе
1042,anfangen::V,hakkama,байбихьизе
1043,anfangen::V,alustama,байбихьизе
1044,beenden::V,lõpetama,тӏубазабизе
1045,beenden::V,lõpetama,лъугӏизабизе
1046,aufhören::V,lakkama,бахъизе
1047,gelingen::V,õnnestuma,бахъизе
1048,geraten::V,jõudma,бахъизе
1049,öffnen::V,avama,рагьизе
1050,schließen::V,sulgema,къазе
1051,stellen::V,panema,чӏвазе
1052,stellen::V,asetama,чӏвазе
1053,setzen::V,panema,рекӏинабизе
1054,setzen::V,panema,гӏодор чӏезаризе
1055,legen::V,panema,лъезе
1056,legen::V,asetama,лъезе
1057,berühren::V,riivama,хъвазе
1058,berühren::V,puudutama,хъвазе
1059,verbinden::V,ühendama,хьухьине
1060,verbinden::V,ühendama,бухьине
1061,bedecken::V,katma,кквезе
1062,aufhängen::V,riputama,базе
1063,anzünden::V,süütama,бакизе
1064,anzünden::V,süütama,рекӏинабизе
1065,aufheben::V,üles tõstma,
1066,zurücklassen::V,jätma,тезе
1067,verlieren::V,kaotama,билизабизе
1068,fallen lassen::V,maha pillama,бортизабизе
1069,fallen lassen::V,kukkuda laskma,бортизабизе
1070,machen::V,tegema,гьабизе
1071,herstellen::V,valmistama,гьабизе
1072,herstellen::V,valmistama,хӏадурлъизабизе
1073,bauen::V,ehitama,базе
1074,bauen::V,ehitama,гьабизе
1075,reparieren::V,parandama,къачӏазе
1076,verbessern::V,parandama,лъикӏлъизабизе
1077,ändern::V,muutma,хисизабизе
1078,ändern::V,ümber tegema,хисизабизе
1079,graben::V,kaevama,бухъизе
1080,beugen::V,painutama,хьетӏизабизе
1081,biegen::V,painutama,гьетӏизабизе
1082,drehen::V,keerama,тиризабизе
1083,drehen::V,keerama,свердизабизе
1084,wenden::V,ümber pöörama,бегизе
1085,umdrehen::V,ümber keerama,бегизе
1086,umdrehen::V,ümber keerama,бега-битӏизе
1087,heben::V,tõstma,борхизе
1088,hochheben::V,üles tõstma,борхалъизабизе
1089,hochheben::V,üles tõstma,борхизе
1090,hochheben::V,kõrgele tõstma,борхалъизабизе
1091,hochheben::V,kõrgele tõstma,борхизе
1092,ergreifen::V,haarama,кквезе
1093,halten::V,hoidma,кквезе
1094,drücken::V,pigistama,къазе
1095,drücken::V,pigistama,къанцӏу́зе
1096,drücken::V,pigistama,къвал ба́зе
1097,schieben::V,lükkama,хъилдизе
1098,kratzen::V,kraapima,хачазе
1099,lecken::V,lakkuma,чӏикӏизе
1100,beißen::V,purema,хӏанчӏизе
1101,beißen::V,purema,хӏанчӏизабизе
1102,beißen::V,hammustama,хӏанчӏизе
1103,beißen::V,hammustama,хӏанчӏизабизе
1104,abreißen::V,rebima,тӏезе
1105,abreißen::V,rebima,тӏезабизе
1106,abreißen::V,ära rebima,тӏезе
1107,abreißen::V,ära rebima,тӏезабизе
1108,abschneiden::V,ära lõikama,къотӏизе
1109,binden::V,siduma,бухьине
1110,stecken::V,pistma,къазабизе
1111,brechen::V,murdma,бекизе
1112,klopfen::V,koputama,дванкезе
1113,hauen::V,lööma,базе
1114,kleben::V,kleepima,бацӏцӏине
1115,reiben::V,hõõruma,хачазе
1116,streichen::V,silitama,бахине
1117,streichen::V,silitama,жужазе
1118,schleifen::V,lihvima,лъухьизе
1119,schleifen::V,teritama,лъухьизе
1120,schneiden::V,lõikama,къотӏизе
1121,rütteln::V,raputama,багъа-бачаризабизе
1122,schütteln::V,raputama,кӏобокӏизе
1123,schütteln::V,loksutama,кӏобокӏизе
1124,schwenken::V,vehkima,гьесадизе
1125,schwenken::V,vehkima,хьвагӏезабизе
1126,schwenken::V,lehvitama,гьесадизе
1127,schwenken::V,lehvitama,хьвагӏезабизе
1128,schütten::V,kallama,тӏезе
1129,füllen::V,täitma,цӏезабизе
1130,einwickeln::V,sisse mähkima,жемизе
1131,tragen::V,kandma,баччизе
1132,schleppen::V,tassima,бехъерхъизе
1133,schleppen::V,lohistama,бехъерхъизе
1134,ziehen::V,vedama,цӏазе
1135,ziehen::V,tõmbama,цӏазе
1136,aufbewahren::V,säilitama,цӏунизе
1137,aufbewahren::V,alal hoidma,цӏунизе
1138,werfen::V,viskama,рехизе
1139,fangen::V,püüdma,кквезе
1140,packen::V,kinni haarama,кквезе
1141,packen::V,kinni võtma,кквезе
1142,verstecken::V,peitma,бахчизе
1143,teilen::V,jagama,бикьизе
1144,teilen::V,jaotama,бикьизе
1145,schicken::V,saatma,битӏизе
1146,bringen::V,viima,баччизе
1147,hinzufügen::V,lisama,жубазе
1148,bekommen::V,saama,щвезе
1149,erhalten::V,saama,щвезе
1150,erhalten::V,saama,босизе
1151,nehmen::V,võtma,босизе
1152,wählen::V,valima,бищизе
1153,auswählen::V,valima,тӏасабищизе
1154,bewahren::V,hoidma,цӏунизе
1155,behindern::V,takistama,квекӏен гьабизе
1156,verderben::V,rikkuma,хвезабизе
1157,beschädigen::V,rikkuma,галгъазабизе
1158,zerbrechen::V,katki tegema,щущазабизе
1159,zerreißen::V,katki rebima,бихъизе
1160,zerstören::V,purustama,биххизабизе
1161,verbrennen::V,põletama,бухӏизе
1162,geben::V,andma,кьезе
1163,reichen::V,andma,кьезе
1164,reichen::V,ulatama,кьезе
1165,schenken::V,kinkima,кьезе
1166,versprechen::V,lubama,назру гьабизе
1167,versprechen::V,tõotama,назру гьабизе
1168,wünschen::V,soovima,бокьизе
1169,loben::V,kiitma,беццизе
1170,loben::V,kiitma,бецца-бекъизе
1171,küssen::V,suudlema,баизе
1172,wiegen::V,hällitama,чӏучӏадизабизе
1173,zudecken::V,kaanetama,тӏадбигъине
1174,zudecken::V,kinni katma,тӏадбигъине
1175,wecken::V,äratama,бигьинабизе
1176,zeigen::V,näitama,бихьизабизе
1177,führen::V,juhatama,бачине
1178,lehren::V,õpetama,малъизе
1179,lehren::V,õpetama,цӏализабизе
1180,unterrichten::V,õpetama,цӏализабизе
1181,aufziehen::V,üles kasvatama,гӏезабизе
1182,leiten::V,juhtima,нухмалъи гьабизе
1183,antreiben::V,ergutama,гӏедегӏизабизе
1184,lassen::V,laskma,
1185,einladen::V,kutsuma,ахӏизе
1186,einladen::V,kutsuma,тӏадеахӏизе
1187,vereinigen::V,ühendama,цолъизабизе
1188,besuchen::V,külastama,баккизе
1189,besuchen::V,külastama,хьвадизе
1190,treffen::V,kohtama,дандчӏвазе
1191,sich versammeln::V,kogunema,данделъизе
1192,sich versammeln::V,kogunema,бакӏаризе
1193,spielen::V,mängima,басандизе
1194,singen::V,laulma,ахӏизе
1195,tanzen::V,tantsima,кьурдизе
1196,sich trennen::V,lahku minema,батӏалъизе
1197,verlassen::V,maha jätma,тезе
1198,verlassen::V,maha jätma,рехунтезе
1199,retten::V,päästma,хвасар гьабизе
1200,retten::V,päästma,хвасарлъизабизе
1201,bewachen::V,valvama,цӏунизе
1202,schützen::V,kaitsma,цӏунизе
1203,verteidigen::V,kaitsma,цӏунизе
1204,sich schlagen::V,kaklema,багъизе
1205,schießen::V,tulistama,речӏчӏизе
1206,siegen::V,võitma,бергьине
1207,ärgern::V,ärritama,вагъизавизе
1208,ärgern::V,vihastama,вагъизавизе
1209,schlagen::V,lööma,кьабизе
1210,treten::V,sõtkuma,мал тункизе
1211,stechen::V,pistma,къазабизе
1212,stechen::V,torkama,къазабизе
1213,stoßen::V,tõukama,тункизе
1214,stoßen::V,tõukama,хъилдизе
1215,stehlen::V,varastama,щинкӏизабизе
1216,stören::V,segama,квекӏен гьабизе
1217,stören::V,segama,татубахъи гьабизе
1218,stören::V,häirima,квекӏен гьабизе
1219,stören::V,häirima,татубахъи гьабизе
1220,belästigen::V,ahistama,рахӏатхвезабизе
1221,verbergen::V,peitma,бахчизе
1222,verbergen::V,peitma,балъго тезе
1223,verbergen::V,varjama,бахчизе
1224,verbergen::V,varjama,балъго тезе
1225,täuschen::V,petma,божуда рекӏкӏ гьабизе
1226,täuschen::V,petma,гуккизе
1227,täuschen::V,tüssama,божуда рекӏкӏ гьабизе
1228,täuschen::V,tüssama,гуккизе
1229,betrügen::V,petma,хӏилла гьабизе
1230,betrügen::V,petma,сандирахълъи гьабизе
1231,betrügen::V,tüssama,хӏилла гьабизе
1232,betrügen::V,tüssama,сандирахълъи гьабизе
1233,betrügen::V,truudust murtma,хӏилла гьабизе
1234,betrügen::V,truudust murtma,сандирахълъи гьабизе
1235,töten::V,tapma,чӏвазе
1236,töten::V,surmama,чӏвазе
1237,wohnen::V,elama,яшав гьабизе
1238,arbeiten::V,töötama,хӏалтӏизе
1239,sammeln::V,koguma,бакӏаризе
1240,sammeln::V,korjama,бакӏаризе
1241,pflücken::V,noppima,бетӏизе
1242,jagen::V,jahtima,чан гьабизе
1243,fischen::V,kalastama,ччугӏа кквезе
1244,fischen::V,kala püüdma,ччугӏа кквезе
1245,fassen::V,püüdma,кквезе
1246,hüten::V,karjatama,кваназабизе
1247,treiben::V,ajama,гъезе
1248,anbinden::V,kinni siduma,бухьине
1249,füttern::V,söötma,кваназабизе
1250,melken::V,lüpsma,бечӏчӏизе
1251,hacken::V,raiuma,чӏвазе
1252,hacken::V,lõhkuma,чӏвазе
1253,gießen::V,kastma,лъалъазе
1254,reifen::V,valmima,барщизе
1255,zubereiten::V,valmistama,бежа-белъине
1256,kochen::V,keetma,белъине
1257,backen::V,küpsetama,базе
1258,braten::V,praadima,бежизе
1259,umrühren::V,segama,багъаризе
1260,stricken::V,kuduma,хьухьине
1261,nähen::V,õmblema,букъизе
1262,färben::V,värvima,кьер гьабизе
1263,reinigen::V,puhastama,бацӏцӏине
1264,waschen::V,pesema,чуризе
1265,abwischen::V,puhtaks pühkima,бацӏцӏине
1266,spülen::V,uhtma,хулизе
1267,fegen::V,pühkima,лъухьизе
1268,kehren::V,pühkima,лъухьизе
1269,baden::V,suplema,чордезе
1270,baden::V,kümblema,чордезе
1271,sich waschen::V,end pesema,
1272,ausziehen::V,käest võtma,бахъизе
1273,ausziehen::V,jalast võtma,бахъизе
1274,ausziehen::V,seljast võtma,бахъизе
1275,anziehen::V,jalga panema,ретӏине
1276,sich anziehen::V,riietuma,ретӏине
1277,kämmen::V,kammima,хазе
1278,schmücken::V,kaunistama,чӏухӏизабизе
1279,sagen::V,ütlema,бицине
1280,sprechen::V,rääkima,бицине
1281,sprechen::V,kõnelema,бицине
1282,reden::V,kõnelema,гаргадизе
1283,sich unterhalten::V,vestlema,гаргадизе
1284,fragen::V,küsima,цӏехезе
1285,fragen::V,küsima,гьикъизе
1286,bitten::V,paluma,гьаризе
1287,erzählen::V,jutustama,бицине
1288,mitteilen::V,teatama,лъазабизе
1289,mitteilen::V,teada andma,лъазабизе
1290,nennen::V,nimetama,цӏар лъезе
1291,rufen::V,kutsuma,ахӏизе
1292,prahlen::V,hooplema,беццаризе
1293,übersetzen::V,tõlkima,буссинабизе
1294,denken::V,mõtlema,ургъизе
1295,glauben::V,uskuma,божизе
1296,bemerken::V,märkama,берречӏчӏизе
1297,erkennen::V,ära tundma,лъазе
1298,erkennen::V,ära tundma,батӏаго бахъизе
1299,begreifen::V,aru saama,бичӏчӏизе
1300,verstehen::V,mõistma,
1301,lernen::V,õppima,цӏализе
1302,wissen::V,teadma,лъазе
1303,sich erinnern an::V,mäletama,ракӏалде щвезе
1304,vergessen::V,unustama,кӏочене
1305,messen::V,mõõtma,борцине
1306,zählen::V,loendama,рикӏкӏине
1307,rechnen::V,arvutama,рикӏкӏине
1308,lesen::V,lugema,цӏализе
1309,malen::V,maalima,бахъизе
1310,zeichnen::V,joonistama,бахъизе
1311,schreiben::V,kirjutama,хъвазе
1312,besitzen::V,omama,щвезе
1313,besitzen::V,omama,бу́кӏине
1314,kaufen::V,ostma,босизе
1315,verkaufen::V,müüma,бичизе
1316,bezahlen::V,tasuma,кьезе
1317,zahlen::V,maksma,кьезе
1318,beherrschen::V,valitsema,
1319,ertragen::V,taluma,баччизе
