,Concept_ID,ps,pt
82,Funke::N,سپرغۍ,faísca
83,Funke::N,سپرغۍ,centelha
84,Feuer::N,اور,fogo
85,Licht::N,رڼا,luz
86,Schatten::N,سیوری,sombra
87,Wetter::N,هوا,tempo
88,Nebel::N,لړه,nevoeiro
89,Wolke::N,ورېځ,nuvem
90,Regen::N,وریا,chuva
91,Regen::N,باران,chuva
92,Schnee::N,واوره,neve
93,Eis::N,یخ,gelo
94,Eis::N,کنګل,gelo
95,Frost::N,یخ,gelo
96,Frost::N,یخ,geada
97,Kälte::N,ساړه,frio
98,Hitze::N,تودوخي,ardor
99,Raureif::N,سپینه پرخه,geada
100,Regenbogen::N,بوډۍ ټال,arco-iris
101,Regenbogen::N,سره زرغونه,arco-iris
102,Donner::N,تالنده,trovão
103,Strömung::N,بهېدنه,corrente
104,Tropfen::N,قطره,gota
105,Tropfen::N,څاڅکی,gota
106,Schaum::N,ځګ,espuma
107,Schmutz::N,ناپاکي,sujidade
108,Schmutz::N,ناپاکي,imundície
109,See::N,جهیل,lago
110,Sumpf::N,جبه,charco
111,Sumpf::N,جبه,pântano
112,Moor::N,جبه,pântano
113,Wiese::N,چمن,prado
114,Wiese::N,شنېلی,prado
115,Wald::N,ځنګل,bosque
116,Wald::N,ځنګل,floresta
117,Hügel::N,تپه,colina
118,Anhöhe::N,غونډۍ,alto
119,Anhöhe::N,غونډۍ,outeiro
120,Berg::N,غ‍‍‍‍‍ر,monte
121,Berg::N,غ‍‍‍‍‍ر,montanha
122,Gipfel::N,څوکه,pico
123,Höhle::N,کاز,caverna
124,Abhang::N,لمن,encosta
125,Quelle::N,چینه,fonte
126,Bach::N,واله,regato
127,Bach::N,واله,ribeiro
128,Fluss::N,سیند,rio
129,Ufer::N,غاړه,beira
130,Küste::N,ساحل,costa
131,Festland::N,وچه,terra firme
132,Meer::N,بحر,mar
133,Meer::N,سمندر,mar
134,Bucht::N,کارۍ,baía
135,Insel::N,ټاپو,ilha
136,Insel::N,جزيره,ilha
137,Blume::N,ګل,flor
138,Gras::N,واښه,erva
139,Wurzel::N,ریښه,raiz
140,Baum::N,ونه,árvore
141,Stamm::N,ډډ,tronco
142,Rinde::N,پوستکی,casca
143,Ast::N,ښاخ,ramo
144,Zweig::N,څانګه,galho
145,Blatt::N,پاڼه,folha
146,Birke::N,توس,bétula
147,Kiefer[Baum]::N,نښتر,pinheiro
148,Weide[Baum]::N,وله,salgueiro
149,Tanne::N,ناجو,abeto
150,Horn::N,ښکر,corno
151,Horn::N,ښکر,chifre
152,Feder::N,بڼکه,pena
153,Fell::N,پوستکی,pele
154,Flügel::N,وزر,asa
155,Klaue::N,پنجه,pata
156,Klaue::N,منګول,pata
157,Kralle::N,پنجه,unha
158,Kralle::N,پنجه,garra
159,Kralle::N,منګول,unha
160,Kralle::N,منګول,garra
161,Schwanz::N,لکۍ,rabo
162,Schwanz::N,لکۍ,cauda
163,Ei::N,وۍ,ovo
164,Ei::N,هګۍ,ovo
165,Nest::N,جاله,ninho
166,Bau::N,کاز,toca
167,Bau::N,کاز,covil
168,Tier::N,ژوی,animal
169,Tier::N,حیوان,animal
170,Herde::N,رمه,rebanho
171,Herde::N,غېله,rebanho
172,Kuh::N,غوا,vaca
173,Bulle::N,غوئی,touro
174,Pferd::N,آس,cavalo
175,Schaf::N,پسه,ovelha
176,Schwein::N,سرکوزی,porco
177,Hund::N,سپی,cão
178,Katze::N,پشه,gata
179,Bär::N,خرس,urso
180,Eichhörnchen::N,خړ لمی,esquilo
181,Elch::N,ګوزن,alce
182,Fuchs::N,سپلم,raposa
183,Hase::N,سوی,lebre
184,Maus::N,مږک,rato
185,Wolf::N,لېوه,lobo
186,Vogel::N,مرغه,ave
187,Vogel::N,مرغه,pássaro
188,Schwarm::N,سېل,bando
189,Schwarm::N,سېل,enxame
190,Huhn::N,چرګه,galinha
191,Hahn::N,چرګ,galo
192,Gans::N,بته,ganso
193,Adler::N,عقاب,águia
194,Ente::N,ایلۍ,pata
195,Eule::N,ګونګی,mocho
196,Eule::N,ګونګی,coruja
197,Kranich::N,کلنګ,grou
198,Krähe::N,کارغه,gralha
199,Kuckuck::N,فاخته,cuco
200,Schwan::N,قو,cisne
201,Fisch::N,کب,peixe
202,Fisch::N,ماهی,peixe
203,Schlange[Tier]::N,مار,serpente
204,Wurm::N,چینجی,verme
205,Spinne::N,غڼه,aranha
206,Spinne::N,تارکښ,aranha
207,Ameise::N,مېږی,formiga
208,Laus::N,سپږه,piolho
209,Mücke::N,ماشی,mosquito
210,Fliege::N,مچ,mosca
211,Schmetterling::N,پتنګ,borboleta
212,Beere::N,مېوۍ,bago
213,Apfel::N,مڼه,maçã
214,Pilz::N,خرېړی,fungo
215,Pilz::N,خرېړی,cogumelo
216,Zwiebel::N,پیاز,cebola
217,Saat::N,تخم,sementeira
218,Korn::N,تخم,grão
219,Korn::N,دانه,grão
220,Heu::N,بوس,feno
221,Heu::N,پروړه,feno
222,Schale::N,پوستکی,casca
223,Grube::N,کنده,cova
224,Grube::N,کنده,fossa
225,Falle::N,دام,armadilha
226,Falle::N,لومه,armadilha
227,Schlinge::N,کړۍ,laço
228,Spur::N,نښه,pista
229,Spur::N,نښه,vestígio
230,Asche::N,آس,cinza
231,Asche::N,ایره,cinza
232,Dreck::N,ناپاکي,sujidade
233,Eisen::N,اوسپنه,ferro
234,Gold::N,سره زر,ouro
235,Silber::N,نقره,prata
236,Silber::N,سپین زر,prata
237,Kohle::N,سکور,carvão
238,Kohle::N,سکاره,carvão
239,Glas::N,ښيښه,vidro
240,Lehm::N,خټه,barro
241,Lehm::N,خټه,argila
242,Sand::N,شګه,areia
243,Mensch::N,انسان,homem
244,Mensch::N,انسان,pessoa
245,Mann::N,سړی,homem
246,Mann::N,نارینه,homem
247,Frau::N,ښځه,mulher
248,Kind::N,بچی,filho
249,Kind::N,بچی,criança
250,Kind::N,ماشوم,filho
251,Kind::N,ماشوم,criança
252,Junge::N,هلک,rapaz
253,Junge::N,هلک,menino
254,Mädchen::N,نجلۍ,menina
255,Mädchen::N,نجلۍ,rapariga
256,Familie::N,کورنۍ,família
257,Großvater::N,بابا,avô
258,Großmutter::N,انا,avó
259,Eltern::N,مور او پلار,pais
260,Vater::N,پلار,pai
261,Mutter::N,مور,mãe
262,Sohn::N,زوی,filho
263,Tochter::N,لور,filha
264,Bruder::N,ورور,irmão
265,Schwester::N,خور,irmã
266,Onkel::N,تره,tio
267,Onkel::N,ماما,tio
268,Tante::N,خاله,tia
269,Ehemann::N,مېړه,esposo
270,Ehefrau::N,مېرمن,esposa
271,Freude::N,خوشحالي,prazer
272,Freude::N,خوشحالي,alegria
273,Gelächter::N,خندا,risada
274,Gelächter::N,خندا,gargalhada
275,Glück::N,بخت,felicidade
276,Kummer::N,غم,aflição
277,Kummer::N,غم,desgosto
278,Wunsch::N,هيله,desejo
279,Wunsch::N,غوښتنه,desejo
280,Lust::N,شوق,vontade
281,Lust::N,مینه,vontade
282,Geist::N,روح,mente
283,Geist::N,روح,espírito
284,Gedanke::N,فکر,ideia
285,Gedanke::N,فکر,pensamento
286,Gedächtnis::N,یاد,memória
287,Gedächtnis::N,حافظه,memória
288,Verstand::N,عقل,razão
289,Verstand::N,عقل,inteligência
290,Verstand::N,شعور,razão
291,Verstand::N,شعور,inteligência
292,Sinn::N,معنی,sentido
293,Sinn::N,معنی,significado
294,Grund::N,علت,causa
295,Grund::N,علت,motivo
296,Grund::N,اساس,causa
297,Grund::N,اساس,motivo
298,Wahrheit::N,حقیقت,verdade
299,Gespräch::N,مرکه,conversa
300,Gespräch::N,مرکه,conversação
301,Gespräch::N,خبرې اترې,conversa
302,Gespräch::N,خبرې اترې,conversação
303,Märchen::N,افسانه,conto
304,Erzählung::N,قصه,conto
305,Erzählung::N,قصه,narrativa
306,Erzählung::N,کیسه,conto
307,Erzählung::N,کیسه,narrativa
308,Nachricht::N,خبر,mensagem
309,Neuigkeit::N,نوی خبر,notícia
310,Neuigkeit::N,نوی خبر,novidade
311,Name::N,نوم,nome
312,Rätsel::N,کیسۍ,adivinha
313,Rätsel::N,چیستان,adivinha
314,Rede::N,وینا,oração
315,Rede::N,وینا,discurso
316,Sprache::N,ژبه,língua
317,Stimme::N,غږ,voz
318,Stimme::N,اواز,voz
319,Wort::N,لغت,palavra
320,Wort::N,کلمه,palavra
321,Zeichen::N,نښه,marca
322,Zeichen::N,اشاره,marca
323,Ruf::N,ږغ,grito
324,Ruf::N,ږغ,chamada
325,Ruf::N,بلنه,grito
326,Ruf::N,بلنه,chamada
327,Lärm::N,غالمغال,ruído
328,Lärm::N,غالمغال,barulho
329,Laut::N,ږغ,som
330,Ton::N,اواز,tom
331,Lied::N,غزله,canção
332,Lied::N,سندره,canção
333,Ruhe::N,ارامي,calma
334,Ruhe::N,ارامي,silêncio
335,Leute::N,خلک,gente
336,Leute::N,خلک,pessoas
337,Volk::N,ولس,povo
338,Volk::N,ولس,nação
339,Arbeit::N,کار,trabalho
340,Gast::N,مېلمه,hóspede
341,Gast::N,مېلمه,convidado
342,Geschenk::N,تحفه,prenda
343,Geschenk::N,تحفه,presente
344,Geschenk::N,سوغات,prenda
345,Geschenk::N,سوغات,presente
346,Spiel::N,لوبه,jogo
347,Gesellschaft::N,ډله,companhia
348,Hilfe::N,کومک,ajuda
349,Hilfe::N,کومک,socorro
350,Hilfe::N,مرسته,ajuda
351,Hilfe::N,مرسته,socorro
352,Freund::N,ملګری,amigo
353,Kamerad::N,انډيوال,camarada
354,Angelegenheit::N,موضوع,assunto
355,Anzahl::N,شمېر,número
356,Anzahl::N,شمېر,quantidade
357,Anzahl::N,تعداد,número
358,Anzahl::N,تعداد,quantidade
359,Art::N,ډول,tipo
360,Art::N,ډول,espécie
361,Stück::N,ټوټه,pedaço
362,Teil::N,برخه,peça
363,Teil::N,برخه,parte
364,Hälfte::N,نیم,metade
365,Kreis::N,دایره,círculo
366,Kreuz::N,صلیب,cruz
367,Linie::N,خط,linha
368,Linie::N,لیکه,linha
369,Strich::N,کرښه,traço
370,Abstand::N,فاصله,distância
371,Entfernung::N,واټن,distância
372,Gegend::N,سیمه,área
373,Gegend::N,سیمه,região
374,Gegend::N,منطقه,área
375,Gegend::N,منطقه,região
376,Platz::N,ځای,lugar
377,Ort::N,ځای,sítio
378,Seite::N,مخ,lado
379,Seite::N,اړخ,lado
380,Mitte::N,وسط,meio
381,Mitte::N,مینځ,meio
382,Gegenstand::N,شی,objecto
383,Sache::N,شی,coisa
384,Sache::N,څيز,coisa
385,Rand::N,څنډه,bordo
386,Rand::N,څنډه,margem
387,Rand::N,کناره,bordo
388,Rand::N,کناره,margem
389,Kante::N,اړخ,borda
390,Kante::N,اړخ,aresta
391,Ecke::N,ګوټ,esquina
392,Spitze::N,څوکه,ponta
393,Ende::N,څوکه,cabo
394,Ende::N,څوکه,extremo
395,Loch::N,سوری,furo
396,Loch::N,سوری,buraco
397,Winkel::N,کنج,canto
398,Winkel::N,کنج,ângulo
399,Winkel::N,کوتی,canto
400,Winkel::N,کوتی,ângulo
401,Muster::N,نمونه,padrão
402,Muster::N,نمونه,desenho
403,Größe::N,قد,tamanho
404,Größe::N,لويوالی,tamanho
405,Länge::N,طول,comprimento
406,Länge::N,اوږد والی,comprimento
407,Höhe::N,جګوالی,altura
408,Höhe::N,جګوالی,altitude
409,Gewicht::N,وزن,peso
410,Menge::N,اندازه,quantidade
411,Haufen::N,کوټه,pilha
412,Reihe::N,صف,fila
413,Reihe::N,کتار,fila
414,Boot::N,قايق,barco
415,Ruder::N,چپه,remo
416,Schlitten::N,ښویېدونی,trenó
417,Ski::N,سکي,esqui
418,Lagerfeuer::N,اور,fogueira
419,Last::N,بار,carga
420,Last::N,پېټی,carga
421,Gang::N,تګ,curso
422,Gang::N,تګ,caminhada
423,Schritt::N,ګام,passo
424,Norden::N,شمال,norte
425,Süden::N,سوېل,sul
426,Westen::N,لوېدېځ,oeste
427,Westen::N,لوېدېځ,ocidente
428,Osten::N,شرق,este
429,Osten::N,شرق,leste
430,Osten::N,شرق,oriente
431,Osten::N,ختیځ,este
432,Osten::N,ختیځ,leste
433,Osten::N,ختیځ,oriente
434,Holz::N,لرګی,madeira
435,Brett::N,تخته,tábua
436,Brett::N,تخته,prancha
437,Platte::N,تخته,laje
438,Platte::N,تخته,chapa
439,Stütze::N,تکیوان,apoio
440,Stütze::N,تکیوان,suporte
441,Stange::N,ډاګه,vara
442,Stange::N,ډاګه,barra
443,Stock::N,لرګی,pau
444,Stock::N,لرګی,bengala
445,Stab::N,چيخله,bastão
446,Rohr::N,نل,cano
447,Haus::N,کور,casa
448,Heim::N,کور,lar
449,Heim::N,کور,casa
450,Ofen::N,تودنۍ,estufa
451,Ofen::N,تودنۍ,aquecedor
452,Fußboden::N,غولی,piso
453,Tisch::N,مېز,mesa
454,Stuhl::N,چوکۍ,cadeira
455,Wiege::N,زانګو,berço
456,Bett::N,کټ,cama
457,Bett::N,چپرکټ,cama
458,Regal::N,تاخچۍ,estante
459,Regal::N,تاخچۍ,prateleira
460,Kiste::N,صندوق,caixa
461,Fenster::N,کړکۍ,janela
462,Tür::N,دروازه,porta
463,Tor::N,دروازه,portão
464,Zaun::N,کټاره,cerca
465,Zaun::N,کټاره,vedação
466,Dach::N,بام,telhado
467,Leiter::N,زينه,escada
468,Leiter::N,زينه,escada móvel
469,Besen::N,جارو,vassoura
470,Spaten::N,یوم,pá
471,Schaufel::N,بېلچه,pá
472,Gabel::N,پنجه,garfo
473,Löffel::N,کاشوغه,colher
474,Messer::N,چاقو,faca
475,Nagel::N,ميخ,cravo
476,Netz::N,جال,rede
477,Haken::N,څنګک,gancho
478,Griff::N,لاستی,asa
479,Griff::N,لاستی,cabo
480,Schloss::N,کلپ,fechadura
481,Bild::N,رسم,imagem
482,Figur::N,قدوقامت,figura
483,Puppe::N,ګوډۍ,boneca
484,Beutel::N,کڅوړه,saco
485,Beutel::N,کڅوړه,bolsa
486,Bündel::N,دسته,fardo
487,Tasche::N,بکس,saco
488,Tasche::N,بکس,bolso
489,Tasche::N,توبره,saco
490,Tasche::N,توبره,bolso
491,Eimer::N,سطل,balde
492,Deckel::N,سرپوښ,tampa
493,Geschirr::N,لوښی,louça
494,Sack::N,جوال,saca
495,Tasse::N,پیاله,chávena
496,Topf::N,دېګی,tacho
497,Topf::N,دېګی,panela
498,Kessel::N,دېګ,caldeira
499,Essen::N,خوراک,refeição
500,Nahrung::N,خوراک,comida
501,Nahrung::N,خوراک,alimento
502,Speise::N,خواړه,prato
503,Fleisch::N,غوښه,carne
504,Getreide::N,غله,cereais
505,Brei::N,اوګره,puré
506,Brot::N,ډوډۍ,pão
507,Scheibe::N,مړۍ,fatia
508,Fett::N,غوړي,banha
509,Fett::N,غوړي,gordura
510,Butter::N,کوچ,manteiga
511,Öl::N,تېل,azeite
512,Salz::N,مالګه,sal
513,Suppe::N,شوربا,sopa
514,Suppe::N,شوربا,caldo
515,Honig::N,شات,mel
516,Milch::N,شوده,leite
517,Tee::N,چای,chá
518,Leder::N,څرمن,couro
519,Wolle::N,پشم,lã
520,Stoff::N,ټوټه,pano
521,Stoff::N,ټوټه,tecido
522,Nadel::N,ستن,agulha
523,Faden::N,تار,fio
524,Knopf::N,تڼۍ,botão
525,Knopf::N,تکمه,botão
526,Knoten::N,غوټه,nó
527,Farbe::N,رنګ,corante
528,Kleidung::N,کالي,roupa
529,Kleidung::N,کالي,vestuário
530,Hemd::N,کميس,camisa
531,Kragen::N,غاړه,gola
532,Ärmel::N,لستوڼی,manga
533,Hose::N,پطلون,calça
534,Gürtel::N,کمربند,cinto
535,Mütze::N,خولۍ,boné
536,Mütze::N,خولۍ,barrete
537,Schuh::N,بوټ,sapato
538,Stiefel::N,موزه,bota
539,Ring::N,ګوته,anel
540,Band::N,فيته,fita
541,Band::N,فيته,faixa
542,Kamm::N,ګمنځ,pente
543,Spiegel::N,ایینه,espelho
544,Spiegel::N,هنداره,espelho
545,Riemen::N,تسمه,correia
546,Schnur::N,مزی,corda
547,Schnur::N,مزی,cordel
548,Leine::N,رسۍ,trela
549,Decke::N,بړستن,cobertor
550,Kissen::N,بالښت,almofada
551,Tuch::N,ټیکری,pano
552,Handtuch::N,دسمال,toalha
553,Kraft::N,زور,força
554,Kraft::N,توان,força
555,Stärke::N,قوت,força
556,Gesundheit::N,صحت,saúde
557,Gesundheit::N,روغتیا,saúde
558,Krankheit::N,مرض,doença
559,Krankheit::N,مرض,enfermidade
560,Krankheit::N,ناروغي,doença
561,Krankheit::N,ناروغي,enfermidade
562,Schmerz::N,درد,dor
563,Wunde::N,ټپ,chaga
564,Wunde::N,ټپ,ferida
565,Wunde::N,زخم,chaga
566,Wunde::N,زخم,ferida
567,Fieber::N,تبه,febre
568,Arznei::N,دوا,remédio
569,Arznei::N,دارو,remédio
570,Brücke::N,پول,ponte
571,Brunnen::N,څاه,poço
572,Brunnen::N,کوهی,poço
573,Weide::N,وله,pastagem
574,Pfad::N,تړه,senda
575,Pfad::N,تړه,trilho
576,Weg::N,لیار,caminho
577,Straße::N,سړک,via
578,Straße::N,سړک,estrada
579,Dorf::N,کلی,aldeia
580,Stadt::N,ښار,cidade
581,Brief::N,لیک,carta
582,Brief::N,مکتوب,carta
583,Buch::N,کتاب,livro
584,Buchstabe::N,حرف,letra
585,Buchstabe::N,توری,letra
586,Zeitung::N,اخبار,jornal
587,Leben::N,ژوند,vida
588,Tod::N,مرګ,morte
589,Tod::N,مړینه,morte
590,Grab::N,قبر,túmulo
591,Grab::N,قبر,sepultura
592,Grab::N,ډورۍ,túmulo
593,Grab::N,ډورۍ,sepultura
594,Kirche::N,کلیسا,igreja
595,Sünde::N,ګناه,pecado
596,Gott::N,خدای,deus
597,Arbeiter::N,کاریګر,operário
598,Arbeiter::N,کاریګر,trabalhador
599,Chef::N,آمر,chefe
600,Chef::N,آمر,patrão
601,Meister::N,استاد,mestre
602,Arzt::N,طبیب,médico
603,Arzt::N,ډاکټر,médico
604,Lehrer::N,معلم,professor
605,Lehrer::N,ښوونکی,professor
606,Geld::N,پیسې,dinheiro
607,Geschäft::N,سوداګري,negócio
608,Laden::N,دکان,loja
609,Laden::N,مغازه,loja
610,Preis::N,بیه,preço
611,Ware::N,مال,mercadoria
612,Nutzen::N,ګټه,proveito
613,Reichtum::N,شتمني,riqueza
614,Welt::N,نړۍ,mundo
615,Welt::N,دنیا,mundo
616,Land::N,هېواد,país
617,Staat::N,دولت,Estado
618,König::N,باچا,rei
619,König::N,پادشاه,rei
620,Macht::N,قدرت,poder
621,Macht::N,قدرت,potência
622,Grenze::N,حد,fronteira
623,Grenze::N,سرحد,fronteira
624,Krieg::N,جګړه,guerra
625,Feind::N,دښمن,inimigo
626,Gewalt::N,زور,violência
627,Gewalt::N,تشدد,violência
628,Kampf::N,جنګ,luta
629,Kampf::N,جنګ,combate
630,Kampf::N,مبارزه,luta
631,Kampf::N,مبارزه,combate
632,Bogen[Waffe]::N,لیندۍ,arco
633,Pfeil::N,غشی,seta
634,Pfeil::N,غشی,flecha
635,Gewehr::N,ټوپک,espingarda
636,Fehler::N,خطا,erro
637,Fehler::N,خطا,falha
638,Fehler::N,غلطي,erro
639,Fehler::N,غلطي,falha
640,Lüge::N,دروغ,mentira
641,Schaden::N,زیان,dano
642,Schaden::N,زیان,estrago
643,Schaden::N,تاوان,dano
644,Schaden::N,تاوان,estrago
645,Unglück::N,بدبختي,desgraça
646,Schuld::N,ګناه,culpa
647,Alter::N,منګ,idade
648,Schluss::N,اخر,fim
649,Zeit::N,وخت,tempo
650,Tag::N,ورځ,dia
651,Morgen::N,سبا,manhã
652,Morgen::N,سهار,manhã
653,Mittag::N,غرمه,meio-dia
654,Abend::N,ماښام,noite
655,Abend::N,ماښام,tardinha
656,Nacht::N,شپه,noite
657,Woche::N,اونۍ,semana
658,Monat::N,مياشت,mês
659,Jahr::N,کال,ano
660,Frühling::N,پسرلی,primavera
661,Sommer::N,دوبی,verão
662,Herbst::N,منی,outono
663,Herbst::N,خزان,outono
664,Winter::N,ژمی,inverno
665,Januar::N,جنوري,Janeiro
666,Februar::N,فبروري,Fevereiro
667,März::N,مارچ,Março
668,April::N,اپریل,Abril
669,Mai::N,مې,Maio
670,Juni::N,جون,Junho
671,Juli::N,جولای,Julho
672,August::N,اګست,Agosto
673,September::N,سپټامبر,Setembro
674,Oktober::N,اکتوبر,Outubro
675,November::N,نومبر,Novembro
676,Dezember::N,دسمبر,Dezembro
677,Montag::N,دوشنبه,segunda-feira
678,Dienstag::N,سه شنبه,terça-feira
679,Mittwoch::N,چارشنبه,quarta-feira
680,Donnerstag::N,پنجشنبه,quinta-feira
681,Freitag::N,جمعه,sexta-feira
682,Samstag::N,خالي,sábado
683,Sonntag::N,یکشنبه,domingo
684,groß::A,لوی,grande
685,klein::A,وړوکی,pequeno
686,lang::A,اوړد,comprido
687,kurz::A,لنډ,curto
688,breit::A,پراخه,largo
689,schmal::A,تنګ,estreito
690,dicht::A,ګڼ,denso
691,dick[Gegenstand]::A,پنډ,grosso
692,dünn::A,نری,delgado
693,fein::A,نازک,fino
694,fein::A,نازک,subtil
695,fest::A,کلک,firme
696,fest::A,کلک,sólido
697,fest::A,ټینګ,firme
698,fest::A,ټینګ,sólido
699,flach::A,هوار,plano
700,glatt::A,ښوی,liso
701,hart::A,کلک,duro
702,weich::A,نرم,mole
703,weich::A,پوست,mole
704,rund::A,ګرد,redondo
705,spitz::A,تېره,agudo
706,scharf::A,تېز,afiado
707,scharf::A,تېره,afiado
708,stumpf::A,پڅ,rombo
709,schwer::A,دروند,pesado
710,schön::A,ښکلی,belo
711,schön::A,ښکلی,bonito
712,heiß::A,تود,quente
713,warm::A,تود,quente
714,kalt::A,ېخ,frio
715,kalt::A,سوړ,frio
716,kühl::A,ېخ,fresco
717,kühl::A,سوړ,fresco
718,frisch::A,تازه,fresco
719,feucht::A,مرطوب,húmido
720,nass::A,لوند,molhado
721,trocken::A,وچ,seco
722,voll::A,ډک,cheio
723,leer::A,خالی,vazio
724,offen::A,خلاص,aberto
725,offen::A,پرانیستی,aberto
726,geschlossen::A,تړلی,fechado
727,sauber::A,پاک,limpo
728,schmutzig::A,چټل,sujo
729,roh::A,خام,cru
730,reif::A,پوخ,maduro
731,reif::A,رسېدلی,maduro
732,lecker::A,خوندور,delicioso
733,lecker::A,مزه دار,delicioso
734,süß::A,خوږ,doce
735,süß::A,شیرین,doce
736,bitter::A,تریخ,amargo
737,sauer::A,ټاک,azedo
738,sauer::A,تريو,azedo
739,hell::A,روڼ,claro
740,hell::A,روښان,claro
741,dunkel::A,تیاره,escuro
742,dunkel::A,تیاره,sombrio
743,schwarz::A,تور,preto
744,weiß::A,سپين,branco
745,rot::A,سور,vermelho
746,gelb::A,زېړ,amarelo
747,blau::A,شین,azul
748,blau::A,اسماني رنګه,azul
749,grün::A,زرغون,verde
750,grau::A,خړ,cinzento
751,bunt::A,رنګارنګ,colorido
752,billig::A,ارزان,barato
753,teuer::A,ګران,caro
754,wertvoll::A,قیمتي,valioso
755,wertvoll::A,قیمتي,precioso
756,blind::A,ړوند,cego
757,taub::A,کوڼ,surdo
758,kräftig::A,قوی,forte
759,kräftig::A,قوی,poderoso
760,stark::A,قوی,forte
761,stark::A,قوی,robusto
762,stark::A,تکړه,forte
763,stark::A,تکړه,robusto
764,schwach::A,ضعیف,débil
765,schwach::A,کمزوری,débil
766,fett::A,چاغ,gordo
767,schlank::A,خوش اندام,esbelto
768,hübsch::A,ښکلی,giro
769,hübsch::A,ښکلی,bonito
770,hübsch::A,ښایسته,giro
771,hübsch::A,ښایسته,bonito
772,böse::A,شریر,mau
773,böse::A,قهرناک,mau
774,dumm::A,احمق,parvo
775,dumm::A,احمق,estúpido
776,faul::A,لټ,preguiçoso
777,faul::A,تنبل,preguiçoso
778,fleißig::A,زحمت کښ,aplicado
779,fleißig::A,زحمت کښ,diligente
780,geizig::A,بخیل,avarento
781,klug::A,عاقل,prudente
782,klug::A,عاقل,inteligente
783,klug::A,هوښیار,prudente
784,klug::A,هوښیار,inteligente
785,geschickt::A,ماهر,hábil
786,lieb::A,عزیز,caro
787,lieb::A,عزیز,querido
788,lieb::A,محبوب,caro
789,lieb::A,محبوب,querido
790,lustig::A,خوشحال,alegre
791,sanft::A,پوست,suave
792,sanft::A,پوست,brando
793,sanft::A,ملایم,suave
794,sanft::A,ملایم,brando
795,hungrig::A,وږی,faminto
796,krank::A,مريض,doente
797,krank::A,مريض,enfermo
798,krank::A,ناروغ,doente
799,krank::A,ناروغ,enfermo
800,nackt::A,لوڅ,nu
801,nackt::A,لوڅ,despido
802,traurig::A,غمجن,triste
803,lebendig::A,ژوندی,vivo
804,gut::A,ښه,bom
805,schlecht::A,بد,mau
806,schlecht::A,بد,ruim
807,schlecht::A,خراب,mau
808,schlecht::A,خراب,ruim
809,richtig::A,سم,justo
