,Concept_ID,ab,fa
717,hungrig::A,амлашь,گرسنه
718,krank::A,ачымазаҩ,مریض
719,krank::A,ачымазаҩ,بیمار
720,nackt::A,аҟьантаз,لخت
721,nackt::A,аҟьантаз,برهنه
722,traurig::A,алахьеиқəҵага,غمگین
723,lebendig::A,абза,زنده
724,gut::A,абзиа,خوب
725,schlecht::A,-хəарҭам,بد
726,richtig::A,иашоу,درست
727,schlimm::A,абааҧсы,وخيم
728,wahr::A,агəҭылса,درست
729,wahr::A,агəҭылса,حقیقی
730,wahr::A,абзиаҵəҟьа,درست
731,wahr::A,абзиаҵəҟьа,حقیقی
732,alt::A,Ажə,کهنه
733,neu::A,аҿыц,نو
734,ehemalig::A,анкьатәи,قبلی
735,alt[Lebewesen]::A,абырг,پیر
736,alt[Lebewesen]::A,ақабада,پیر
737,alt[Lebewesen]::A,Ажə,پیر
738,jung::A,аҟата,جوان
739,arm::A,ананамга,فقیر
740,reich::A,абеиа,پولدار
741,reich::A,абеиа,ثروتمند
742,bekannt::A,адыр,آشنا
743,bekannt::A,адыр,معلوم
744,berühmt::A,адыр,مشهور
745,fremd::A,атəым,خارجی
746,fremd::A,атəым,بیگانه
747,verschieden::A,Еиуа-еиҧшым,مختلف
748,verschieden::A,Еиуа-еиҧшым,متفاوت
749,nah::A,ааигəа,نزدیک
750,fern::A,ахара,دور
751,linker::A,арма,چپ
752,rechter::A,арҕьа,راست
753,anderer::A,даҽа,دیگر
754,anderer::A,даҽакы,دیگر
755,erster::A,актәи,اول
756,zweiter::A,аҩбатəи,دوم
757,dritter::A,ахҕатәи,سوم
758,letzter::A,аҵыхəтəантəи,آخر
759,allein::ADV,мацара,تنها
760,auf einmal::ADV,зныкала,همزمان
761,auf einmal::ADV,зныкҟьара,همزمان
762,zusammen::ADV,аиц...,باهم
763,lange::ADV,акыраамҭа,مدت‌ها
764,lange::ADV,акыраамҭа,مدت زیادی
765,plötzlich::ADV,иаалырҟьаны,ناگهان
766,sofort::ADV,иаразнакҵәҟьа,فوراً
767,später::ADV,уажəшьҭаншəа,بعدها
768,jetzt::ADV,уажәы,حالا
769,jetzt::ADV,уажәы,اکنون
770,heute::ADV,иахьа,امروز
771,morgen::ADV,уаҵәы,فردا
772,bald::ADV,иласны,زود
773,bald::ADV,иласны,بزودی
774,dann::ADV,нас,سپس
775,dann::ADV,нас,آنوقت
776,gestern::ADV,иацы,دیروز
777,einst::ADV,зны,وقتی
778,einst::ADV,зны,زمانی
779,damals::ADV,усҟан,آنوقت
780,damals::ADV,усҟан,آنزمان
781,danach::ADV,нас,بعد
782,vorher::ADV,уаанӡа,قبلاً
783,zuerst::ADV,азнаказы,اول
784,zuerst::ADV,азнаказы,ابتداء
785,zuerst::ADV,аҧхьа,اول
786,zuerst::ADV,аҧхьа,ابتداء
787,einmal::ADV,зны,یکدفعه
788,manchmal::ADV,зны-зынла,گاهی
789,manchmal::ADV,зны-зынла,بعضی اوقات
790,oft::ADV,лассы-лассы,اغلب
791,immer::ADV,енагь,همیشه
792,immer::ADV,еснагь,همیشه
793,niemals::ADV,ианакəызаалак,هرگز
794,hier::ADV,ара,اینجا
795,hier::ADV,абра,اینجا
796,hier::ADV,араҟа,اینجا
797,hierhin::ADV,ара,به اینجا
798,hierhin::ADV,араҟа,به اینجا
799,von hier::ADV,арантә,از اینجا
800,dort::ADV,уа,آنجا
801,dorthin::ADV,уахь,به آنجا
802,dorthin::ADV,анахь,به آنجا
803,geradeaus::ADV,ишиашоу,راست
804,vorwärts::ADV,ҕхьаҟа,جلو
805,vorwärts::ADV,ҕхьаҟа,به پیش
806,rückwärts::ADV,шьҭахьла,عقب
807,zurück::ADV,шьҭахьҟа,پس
808,zurück::ADV,шьҭахьҟа,عقب
809,zurück::ADV,шьҭахьҟа,بالعکس
810,unten::ADV,лбаа,زیر
811,unten::ADV,лбаа,پایین
812,hinab::ADV,алада,به پایین
813,oben::ADV,хыхь,بالا
814,hinauf::ADV,аҩада,به بالا
815,überall::ADV,зегьынцьара,همه‌جا
816,nicht::ADV,-м,نه
817,ein wenig::ADV,ҕыҭк,کمی
818,kaum::ADV,аарлаҳәа,به سختی
819,kaum::ADV,афергьҳәа,به سختی
820,sehr::ADV,даара,خیلی
821,sehr::ADV,даара,بسیار
822,so::ADV,ас,چنین
823,so::ADV,ас,اینطور
824,so::ADV,абас,چنین
825,so::ADV,абас,اینطور
826,noch::ADV,макьана,هنوز
827,nur::ADV,заҵәык,فقط
828,nur::ADV,заҵәык,تنها
829,schon::ADV,уажәшьҭа,قبلاً
830,schon::ADV,уажәшьҭа,به این زودی
831,schon::ADV,аиҳа ипоу,قبلاً
832,schon::ADV,аиҳа ипоу,به این زودی
833,wieder::ADV,ҿыц,باز
834,wieder::ADV,ҿыц,دوباره
835,wieder::ADV,дырҩегь,باز
836,wieder::ADV,дырҩегь,دوباره
837,wieder::ADV,дырҩегьых,باز
838,wieder::ADV,дырҩегьых,دوباره
839,vergebens::ADV,баша,بیهوده
840,vor::PRP,аҕхьа,در جلوی
841,hinter::PRP,нхыҵ,پشت
842,unter::PRP,амҵа,تحت
843,unter::PRP,амҵан,تحت
844,neben::PRP,ааигуара,کنار
845,neben::PRP,ааигуара,پهلوی
846,zwischen::PRP,абжьара,بین
847,zwischen::PRP,абжьара,میان
848,wegen::PRP,-иззы,برای
849,wegen::PRP,-иззы,بخاطر
850,wegen::PRP,-ҟнытә,برای
851,wegen::PRP,-ҟнытә,بخاطر
852,dies::PRN,ари,این
853,dies::PRN,абри,این
854,das::PRN,Абни,آن
855,das::PRN,убри,آن
856,alles::PRN,зегьы,تمام
857,alles::PRN,зегьы,همه‌چیر
858,ich::PRN,са,من
859,ich::PRN,сара,من
860,du::PRN,бара,تو
861,er::PRN,иара,او
862,wir::PRN,ҳара,ما
863,ihr::PRN,шәара,شما
864,sie::PRN,дара,آنها
865,wer::FPRN,дарбан,کی
866,wo::FADV,иабыкуу,کجا
867,wo::FADV,аба-,کجا
868,wo::FADV,ахь-,کجا
869,wohin::FADV,иабыкуу,بکجا
870,wohin::FADV,аба-,بکجا
871,wohin::FADV,ахь-,بکجا
872,wie::FADV,-шҕа,چطور
873,wie::FADV,-шҕа,چگونه
874,warum::FADV,избан,چرا
875,warum::FADV,избан,برای چه
876,wieviel::FNUM,заҟа,چند
877,wieviel::FNUM,заҟа,چقدر
878,eins::NUM,акы,یک
879,eins::NUM,аӡәы,یک
880,zwei::NUM,ҩба,دو
881,drei::NUM,хҕа,سه
882,vier::NUM,ҕшьба,چهار
883,fünf::NUM,хəба,پنج
884,sechs::NUM,фба,شش
885,sieben::NUM,Бжьба,هفت
886,acht::NUM,ааба,هشت
887,neun::NUM,жәба,نه
888,zehn::NUM,жәаба,ده
889,elf::NUM,жәеизатәи,یازده
890,zwölf::NUM,жәаҩа,دوازده
891,zwanzig::NUM,ҩажәа,بیست
892,dreißig::NUM,ҩажәижәабатәи,سی
893,vierzig::NUM,ҩынҩажәа,چهل
894,fünfzig::NUM,ҩынҩажәеижәаба,پنجاه
895,sechzig::NUM,хынҩажәа,شصت
896,siebzig::NUM,хынҩажәижәаба,هفتاد
897,achtzig::NUM,ҕшьынҩажәа,هشتاد
898,neunzig::NUM,ҕшьынҩажәижәаба,نود
899,hundert::NUM,шәкы,صد
900,tausend::NUM,зқьы,هزار
901,und::CNJ,-и,و
902,oder::CNJ,ма,یا
903,stehen::V,агылазаара,ایستادن
904,sitzen::V,атəара,نشستن
905,sitzen::V,атəа(заа)ра,نشستن
906,liegen::V,аиара,خوابیدن
907,liegen::V,аиара,دراز کشیدن
908,hängen::V,акнаҳара,آویزان بودن
909,werden::V,аҟалара,شدن
910,passieren::V,аҟалара,گذشتن
911,passieren::V,аҟалара,اتفاق افتادن
912,beginnen::V,алагара,شروع شدن
913,enden::V,алгара,تمام شدن
914,wechseln::V,аҽыҧсахра,عوض شدن
915,aufgehen[Sonne]::V,агылара,برآمدن
916,aufgehen[Sonne]::V,агылара,طلوع کردن
917,aufgehen[Sonne]::V,ахашлара,برآمدن
918,aufgehen[Sonne]::V,ахашлара,طلوع کردن
919,aufgehen[Sonne]::V,аҩаҵхахара,برآمدن
920,aufgehen[Sonne]::V,аҩаҵхахара,طلوع کردن
921,untergehen[Sonne]::V,аҭашəара,غروب کردن
922,scheinen[Sonne]::V,акаҧхара,تابیدن
923,donnern::V,адыдра,رعد زدن
924,wehen::V,асра,دمیدن
925,strömen::V,акаҭəара,روان شدن
926,fließen::V,ацара,روان شدن
927,sich drehen::V,ахагьежьра,چرخیدن
928,schwanken::V,аҵысра,خم و راست شدن
929,schwingen::V,ахызазара,تاب خوردن
930,schwingen::V,ахызазара,نوسان کردن
931,schwingen::V,акьаандара,تاب خوردن
932,schwingen::V,акьаандара,نوسان کردن
933,fallen::V,акаҳара,افتادن
934,fallen::V,акаҳара,سقوط کردن
935,brennen::V,абылра,سوزاندن
936,rauchen::V,ахылҵра,دود کردن
937,regnen::V,аура,باران آمدن
938,gefrieren::V,аҵаара,یخ بستن
939,tauen::V,аӡҭра,آب شدن
940,schmelzen::V,ақəӡыҭра,آب شدن
941,schmelzen::V,аҭəара,آب شدن
942,trocknen::V,абара,خشک شدن
943,sieden::V,ашра,جوشیدن
944,faulen::V,абаара,فاسد شدن
945,verfaulen::V,абаара,پوسیدن
946,verfaulen::V,аилашра,پوسیدن
947,reißen::V,аҧжəара,پاره شدن
948,versinken::V,аӡааҟəрылара,غرق شدن
949,vergehen::V,ацара,گذشتن
950,erscheinen::V,ацəырҵра,ظاهر شدن
951,verschwinden::V,аҵашəкəара,گم شدن
952,verschwinden::V,аҵашəкəара,از بین رفتن
953,sinken::V,атəара,پایین آمدن
954,sinken::V,алаҟəра,پایین آمدن
955,abnehmen::V,ацӡаара,کم شدن
956,abnehmen::V,аиҵалара,کم شدن
957,zunehmen::V,аҽырҭбаара,زیاد شدن
958,zunehmen::V,аиҵыҵра,زیاد شدن
959,zunehmen::V,арацəахара,زیاد شدن
960,steigen::V,азҳара,بالا رفتن
961,steigen::V,ашьҭыҵра,بالا رفتن
962,steigen::V,адухара,بالا رفتن
963,steigen::V,ацлара,بالا رفتن
964,wachsen::V,азҳара,قد کشیدن
965,glänzen::V,ацыр-цырра,برق زدن
966,glänzen::V,ацыҩ-цыҩра,برق زدن
967,glänzen::V,аказказра,برق زدن
968,funkeln::V,ашап-шапра,جرقه زدن
969,funkeln::V,ацым-цымра,جرقه زدن
970,lärmen::V,ашьҭыбжьгара,شلوغ کردن
971,lärmen::V,аҕьҕьаҳәа аилалара,شلوغ کردن
972,läuten::V,аҵəҵəасра,زنگ زدن
973,klingeln::V,аҵəҵəасра,زنگ زدن
974,klirren::V,ахьархьарра,جرنگ جرنگ صدا کردن
975,klirren::V,архьархьарра,جرنگ جرنگ صدا کردن
976,brausen::V,аилаҽҽара,طوفانی بودن
977,brausen::V,еилашуера,طوفانی بودن
978,klingen::V,агара,صدا دادن
979,klingen::V,ашьҭыбжь гара,صدا دادن
980,bellen::V,ашра,عوعو کردن
981,heulen::V,ауура,زوزه کشیدن
982,blasen::V,аҭəҳəара,فوت کردن
983,pfeifen::V,ашəшəра,سوت زدن
984,schreien::V,аҳəҳəара,فریاد زدن
985,schreien::V,ахəаара,فریاد زدن
986,schreien::V,аҟаара,فریاد زدن
987,stöhnen::V,ақьра,نالیدن
988,zittern::V,аҵыс-ҵысра,لرزیدن
989,leben::V,аҟазаара,زیستن
990,leben::V,аҟазаара,زندگی کردن
991,geboren werden::V,Аира,متولد شدن
992,atmen::V,аҕсыҕ лагаҩагара,تنفس کردن
993,trinken::V,ажəра,نوشیدن
994,essen::V,акрыфара,خوردن
995,schlucken::V,албаадара,بلعیدن
996,schlucken::V,албаадара,قورت دادن
997,müde werden::V,ааҕсара,خسته شدن
998,einschlafen::V,ацəара,خواب رفتن
999,schlafen::V,ацəазаара,خوابیدن
1000,aufwachen::V,аҿыхара,از خواب بیدار شدن
1001,aufstehen::V,Агəылҵра,بیدار شدن
1002,sich erholen::V,аҧсшьара,استراحت کردن
1003,krank werden::V,ачмазаҩхара,مریض شدن
1004,krank sein::V,аҳəарҧсарра,بیمار بودن
1005,schmerzen::V,ахьра,درد کردن
1006,husten::V,аимҳәара,سرفه کردن
1007,genesen::V,абзиахара,بهبود یافتن
1008,genesen::V,аӷəӷəахара,بهبود یافتن
1009,sterben::V,аҧсра,مردن
1010,umkommen::V,аҭахара,کشته شدن
1011,sich bewegen::V,аиҭаҵра,حرکت کردن
1012,sich rühren::V,ақəацара,تکان خوردن
1013,sich erheben::V,аҩагылара,برخواستن
1014,sich setzen::V,атəара,نشستن
1015,hinfallen::V,акаҳара,زمین خوردن
1016,laufen::V,аныҟəара,پیاده رفتن
1017,schreiten::V,ашьаҿа еихгара,قدم زدن
1018,spazierengehen::V,анеи-ааира,گردش رفتن
1019,eilen::V,аццакра,شتاب کردن
1020,sich beeilen::V,аццакра,عجله کردن
1021,sausen::V,аҧырра,صفیر کشیدن
1022,sausen::V,иҭрысны,صفیر کشیدن
1023,sausen::V,ишьҭҟьаны ацара,صفیر کشیدن
1024,rennen::V,аҩра,دویدن
1025,springen::V,аҧара,پریدن
1026,klettern::V,ақəлара,بالا رفتن
1027,schaukeln::V,аҟəараҟəанҽара,تاب خوردن
1028,kriechen::V,аҳəазара,خزیدن
1029,schwimmen::V,аӡсара,شنا کردن
1030,tauchen::V,ахəӡааҵəира,غواصی کردن
1031,rudern::V,аҵшьра,پارو زدن
1032,fahren::V,акала,سواره رفتن
1033,fliegen::V,аҧырра,پریدن
1034,gehen::V,аиҭаҵра,رفتن
1035,weggehen::V,ацара,رفتن
1036,abfahren::V,адəықəлара,حرکت کردن
1037,abfahren::V,ацара,حرکت کردن
1038,anhalten::V,ааныргылара,ایست کردن
1039,hineingehen::V,аҭалара,داخل شدن
1040,eintreten::V,аҩналара,وارد شدن
1041,kommen::V,аара,آمدن
1042,kommen::V,ааира,آمدن
1043,ankommen::V,ааира,رسیدن
1044,ankommen::V,аара,رسیدن
1045,ankommen::V,анеира,رسیدن
1046,zurückkommen::V,азыхынҳəра,برگشتن
1047,bleiben::V,аанхара,ماندن
1048,bleiben::V,анхара,ماندن
1049,bleiben::V,аангылара,ماندن
1050,warten::V,азҧшзаара,منتظر بودن
1051,erwarten::V,азҧшра,انتظار داشتن
1052,suchen::V,ашьҭазаара,جستجو کردن
1053,finden::V,аҧшаара,یافتن
1054,finden::V,аҧшаара,پیدا کردن
1055,versuchen::V,аҽазкра,سعی کردن
1056,versuchen::V,аҽазкра,کوشش کردن
1057,vorbereiten::V,армазеира,آماده کردن
1058,lieben::V,абзиабара,عاشق بودن
1059,mögen::V,агəаҧхара,میل داشتن
1060,mögen::V,агəаҧхара,دوست داشتن
1061,lachen::V,аччара,خندیدن
1062,rühren::V,арҵəуара,به رقت آوردن
1063,weinen::V,аҵəуара,گریه کردن
1064,schimpfen::V,ацəҳара,فحاشی کردن
1065,sich ärgern::V,агəаара,ناراحت شدن
1066,sich fürchten::V,аӡыӡара,واهمه کردن
1067,fürchten::V,ацəшəара,ترسیدن
1068,fliehen::V,абналара,گریختن
1069,fliehen::V,ацəцара,گریختن
1070,flüchten::V,абналара,فرار کردن
1071,flüchten::V,ацəцара,فرار کردن
1072,sehen::V,абара,دیدن
1073,anschauen::V,ахəаҧшра,نگاه کردن
1074,ansehen::V,ахəаҧшра,تماشا کردن
1075,hören::V,аҳара,شنیدن
1076,zuhören::V,азыӡырҩра,گوش دادن
1077,probieren::V,аҧышəара,چشیدن
1078,riechen::V,афыҩра,بوییدن
1079,riechen::V,афыҩра,بو کردن
1080,fühlen::V,анырра,احساس کردن
1081,fühlen::V,ацәакырра,احساس کردن
1082,scheinen::V,шәа,بنظر آمدن
1083,scheinen::V,аацәырҵа,بنظر آمدن
1084,vernehmen::V,аҳара,شنیدن
1085,frieren::V,ашəра,سرد بودن
1086,frieren::V,аҵаара,سرد بودن
1087,tun::V,аҟаҵара,کردن
1088,können::V,алшара,توانستن
1089,wollen::V,аҭахра,خواستن
1090,anfangen::V,алагара,شروع کردن
1091,beenden::V,алгара,تمام کردن
1092,beenden::V,алгара,پایان دادن
1093,aufhören::V,аҟəыҵра,دست کشیدن
1094,gelingen::V,аура,موفق شدن
1095,gelingen::V,аманшəалахара,موفق شدن
1096,gelingen::V,алҵра,موفق شدن
1097,geraten::V,нзаарын,نتیجه دادن
1098,öffnen::V,аартра,گشودن
1099,öffnen::V,аартра,باز کردن
1100,schließen::V,аркра,بستن
1101,schließen::V,аркра,قفل کردن
1102,stellen::V,аргылара,گذاردن
1103,setzen::V,артəара,نشاندن
1104,legen::V,ақəҵара,گذاشتن
1105,berühren::V,акьысра,دست زدن
1106,berühren::V,акьысра,لمس کردن
1107,berühren::V,алакьысра,دست زدن
1108,berühren::V,алакьысра,لمس کردن
1109,verbinden::V,аҿаҳəара,وصل کردن
1110,bedecken::V,ақəршəра,پوشاندن
1111,aufhängen::V,акнаҳара,آویختن
1112,anzünden::V,аркра,سوزاندن
1113,aufheben::V,ашьҭыхра,برداشتن
1114,aufheben::V,ашьҭыхра,بلند کردن
1115,zurücklassen::V,аныжьра,گذاشتن
1116,verlieren::V,ацəыӡра,گم کردن
1117,fallen lassen::V,ацəкаҳара,انداختن
1118,machen::V,ачаҧара,کردن
1119,machen::V,ачаҧара,ساختن
1120,herstellen::V,аиҵдара,ساختن
1121,herstellen::V,аиҵдара,تولید کردن
1122,bauen::V,аргылара,ساختن
1123,bauen::V,аргылара,بنا کردن
1124,reparieren::V,арҽеира,درست کردن
1125,reparieren::V,арҽеира,تعمیر کردن
1126,verbessern::V,аиҕьтəра,بهتر کردن
1127,ändern::V,аҧсахра,تغییر دادن
1128,graben::V,ажра,کندن
1129,graben::V,ажра,گود کردن
1130,beugen::V,арҟəра,کج کردن
1131,beugen::V,архəара,کج کردن
1132,biegen::V,арҟəра,خم کردن
1133,biegen::V,архəара,خم کردن
1134,drehen::V,аргьежьра,چرخاندن
1135,umdrehen::V,аарҳәра,برگرداندن
1136,heben::V,аҩахара,برداشتن
1137,heben::V,араҳара,برداشتن
1138,hochheben::V,ахагалара,برآوردن
1139,hochheben::V,ахагалара,بلند کردن
1140,hochheben::V,ашьҭҳəара,برآوردن
1141,hochheben::V,ашьҭҳəара,بلند کردن
1142,halten::V,акра,نگاه داشتن
1143,drücken::V,ақəрӷəӷəара,فشار دادن
1144,drücken::V,ақəрӷəӷəара,فشار آوردن
1145,schieben::V,аҵгəара,هل دادن
1146,schieben::V,агəара,هل دادن
1147,kratzen::V,ацəҟьара,خاریدن
1148,lecken::V,арбзара,لیسیدن
1149,beißen::V,ацҳара,گاز زدن
1150,abreißen::V,амжəара,پاره کردن
1151,abschneiden::V,ахҵəара,بریدن
1152,abschneiden::V,ахҵəара,قطع کردن
1153,abschneiden::V,аҿахҵəара,بریدن
1154,abschneiden::V,аҿахҵəара,قطع کردن
1155,binden::V,аҿаҳəара,بستن
1156,stecken::V,алаҵара,فرو کردن
1157,brechen::V,аҧҵəара,شکستن
1158,klopfen::V,асра,کوبیدن
1159,hauen::V,ақəкшара,زدن
1160,kleben::V,аҷабра,چسباندن
1161,reiben::V,арҟəыҷра,مالش دادن
1162,streichen::V,ахьшьра,مالیدن
1163,schleifen::V,ахра,تیز کردن
1164,schneiden::V,аҧҟара,چیدن
1165,schneiden::V,аҧҟара,بریدن
1166,rütteln::V,арҵысра,لرزاندن
1167,rütteln::V,арҵысра,تکان دادن
1168,schütteln::V,аршəшəара,تکان دادن
1169,schwenken::V,аҟьара,تاب دادن
1170,schütten::V,аҭаҭəара,ریختن
1171,füllen::V,арҭəра,پر کردن
1172,einwickeln::V,алаҳəара,پیچیدن
1173,tragen::V,аҩагара,بردن
1174,tragen::V,аҩагара,حمل کردن
1175,schleppen::V,арҳəазара,کشیدن
1176,ziehen::V,ахара,کشیدن
1177,aufbewahren::V,аҵəахра,نگهداری کردن
1178,werfen::V,аршəра,انداختن
1179,werfen::V,аршəра,پرتاب کردن
1180,fangen::V,акра,گرفتن
1181,packen::V,анкра,گرفتن
1182,packen::V,аҵкаара,گرفتن
1183,verstecken::V,аҵəахра,قایم کردن
1184,verstecken::V,аҵəахра,پنهان کردن
1185,teilen::V,ашара,قسمت کردن
1186,teilen::V,ашара,تقسیم کردن
1187,schicken::V,ашьҭра,فرستادن
1188,schicken::V,ашьҭра,ارسال کردن
1189,bringen::V,аагара,آوردن
1190,hinzufügen::V,ацҵара,افزودن
1191,hinzufügen::V,ацҵара,اضافه کردن
1192,bekommen::V,аҧшаара,گرفتن
1193,bekommen::V,архиара,گرفتن
1194,bekommen::V,аура,گرفتن
1195,erhalten::V,аиура,دریافت کردن
1196,nehmen::V,агара,گرفتن
1197,nehmen::V,агара,برداشتن
1198,wählen::V,алҧшаара,انتخاب کردن
1199,auswählen::V,алхра,برگزیدن
1200,behindern::V,аҧырхагахара,مانع بودن
1201,verderben::V,алгара,از بین بردن
1202,verderben::V,абжьыхра,از بین بردن
1203,verderben::V,аҧхасҭатəра,از بین بردن
1204,beschädigen::V,аҧхасҭатəра,صدمه زدن
1205,zerbrechen::V,аҧҽра,شکستن
1206,zerreißen::V,аҧжəара,دریدن
1207,zerreißen::V,аҧжəара,پاره کردن
1208,zerstören::V,аилаҧыххаара,خراب کردن
1209,zerstören::V,аилаҧыххаара,ویران کردن
1210,verbrennen::V,абылра,سوزاندن
1211,geben::V,аҭара,دادن
1212,reichen::V,аҭара,دادن
1213,schenken::V,аҩгара,هدیه دادن
1214,versprechen::V,ақəргəыӷра,قول دادن
1215,versprechen::V,ақəргəыӷра,وعده دادن
1216,loben::V,арҽхəара,ستایش کردن
1217,küssen::V,агəӡра,بوسیدن
1218,zudecken::V,аҵахҩара,پوشاندن
1219,zudecken::V,ақəршəра,پوشاندن
1220,wecken::V,арҿыхара,بیدار کردن
1221,zeigen::V,арбара,نشان دادن
1222,führen::V,аныҟəгара,رهنمائی کردن
1223,lehren::V,арҵара,آموختن
1224,lehren::V,арҵара,یاد دادن
1225,unterrichten::V,арҧхьара,درس دادن
1226,unterrichten::V,арҧхьара,تدریس کردن
1227,aufziehen::V,ааӡара,تربیت کردن
1228,leiten::V,ахагылазаара,اداره کردن
1229,antreiben::V,арццакра,عجله دادن
1230,lassen::V,арҟаҵара,وادار کردن
1231,einladen::V,ааҕхьара,دعوت کردن
1232,einladen::V,ааҕхьара,مهمان کردن
1233,einladen::V,анаҧхьара,دعوت کردن
1234,einladen::V,анаҧхьара,مهمان کردن
1235,vereinigen::V,аилаҵара,یکی کردن
1236,vereinigen::V,аилаҵара,متحد کردن
1237,besuchen::V,абара,دیدار کردن
1238,treffen::V,аҧылара,ملاقات کردن
1239,sich versammeln::V,аизара,جمع شدن
1240,spielen::V,ахəмарра,بازی کردن
1241,singen::V,ашəаҳəара,آواز خواندن
1242,tanzen::V,акəашара,رقصیدن
1243,sich trennen::V,аилыҵра,جدا شدن
1244,verlassen::V,акажьра,ترک کردن
1245,retten::V,Аиқəрхара,نجات دادن
1246,bewachen::V,ахьчара,حراست کردن
1247,schützen::V,ацəыхьчара,حفظ کردن
1248,verteidigen::V,ахьчара,دفاع کردن
1249,sich schlagen::V,аисра,کتک‌کاری کردن
1250,schießen::V,ахысра,تیر زدن
1251,siegen::V,аиааира,پیروز شدن
1252,ärgern::V,аргəаара,ناراحت کردن
1253,schlagen::V,асра,زدن
1254,schlagen::V,асра,کوبیدن
1255,schlagen::V,аҭасра,زدن
1256,schlagen::V,аҭасра,کوبیدن
1257,stechen::V,алакшара,چاقو زدن
1258,stoßen::V,агəҭасра,هل دادن
1259,stehlen::V,аӡара,دزدیدن
1260,stören::V,аҧырхагахара,مزاحم شدن
1261,belästigen::V,аргəамҵра,زحمت دادن
1262,verbergen::V,аӡара,پنهان کردن
1263,täuschen::V,ажьара,گول زدن
1264,täuschen::V,ажьара,فریب دادن
1265,betrügen::V,ажьара,گول زدن
1266,betrügen::V,ажьара,فریب دادن
1267,töten::V,ашьра,کشتن
1268,wohnen::V,анхара,منزل داشتن
1269,wohnen::V,анхара,سکونت داشتن
1270,arbeiten::V,аусура,کار کردن
1271,sammeln::V,аҟəшəара,جمع کردن
1272,pflücken::V,аҿыршəара,چیدن
1273,pflücken::V,аҿыхра,چیدن
1274,jagen::V,ашəарыцара,شکار کردن
1275,fischen::V,аҧсыӡ икуеит,صید کردن
1276,fischen::V,аҧсыӡ икуеит,ماهی‌گیری کردن
1277,fassen::V,акра,گرفتن
1278,hüten::V,арҳəра,چراندن
1279,hüten::V,арҳəра,مراقبت کردن
1280,hüten::V,ахьчара,چراندن
1281,hüten::V,ахьчара,مراقبت کردن
1282,treiben::V,акацара,راندن
1283,anbinden::V,адҳəалара,متصل کردن
1284,füttern::V,акырҿаҵара,غذا دادن
1285,melken::V,ахьара,دوشیدن
1286,hacken::V,аҟəаҟəара,خرد کردن
1287,gießen::V,аҵаҭəара,ریختن
1288,reifen::V,ашəра,رسیدن
1289,reifen::V,аҟалара,رسیدن
1290,zubereiten::V,ацура,طبخ کردن
1291,zubereiten::V,ацура,آماده کردن
1292,kochen::V,ажəра,پختن
1293,kochen::V,ажəра,آشپزی کردن
1294,backen::V,аӡра,پختن
1295,braten::V,аӡра,سرخ کردن
1296,umrühren::V,аилрыхра,هم زدن
1297,stricken::V,аҧара,بافتن
1298,nähen::V,аӡахра,دوختن
1299,färben::V,ашəра,رنگ زدن
1300,reinigen::V,арыцқьара,پاک کردن
1301,reinigen::V,арыцқьара,تمیز کردن
1302,waschen::V,аӡәӡәара,شستن
1303,abwischen::V,арбара,زدودن
1304,spülen::V,аҭыршара,شستن
1305,fegen::V,аҧссара,جارو کردن
1306,baden::V,аҽыкəабара,شنا کردن
1307,baden::V,аҽыкəабара,حمام کردن
1308,sich waschen::V,аҽыӡəӡəара,شستشو کردن
1309,ausziehen::V,ашəыхра,درآوردن
1310,anziehen::V,ашəҵара,پوشیدن
1311,sich anziehen::V,аҽеилаҳəара,لباس پوشیدن
1312,kämmen::V,аҳəара,شانه زدن
1313,schmücken::V,арҧшӡара,زینت دادن
1314,sagen::V,аҳəара,گفتن
1315,sprechen::V,ацəажəара,حرف زدن
1316,sprechen::V,ацəажəара,صحبت کردن
1317,reden::V,ацəажəара,حرف زدن
1318,reden::V,ацəажəара,صحبت کردن
1319,reden::V,аицәажәара,حرف زدن
1320,reden::V,аицәажәара,صحبت کردن
1321,sich unterhalten::V,аицәажәара,گپ زدن
1322,fragen::V,азҵаара,پرسیدن
1323,fragen::V,азҵаара,سؤال کردن
1324,bitten::V,аҳəара,خواهش کردن
1325,bitten::V,аҳəара,درخواست کردن
1326,erzählen::V,аҳəара,نقل کردن
1327,erzählen::V,аҳəара,حکایت کردن
1328,mitteilen::V,азыцҳара,خبر دادن
1329,nennen::V,ахьӡҵара,نامیدن
1330,rufen::V,азҿыҭра,صدا کردن
1331,prahlen::V,аҽхəара,پز آمدن
1332,übersetzen::V,аиҭагара,ترجمه کردن
1333,denken::V,азхəыцра,فکر کردن
1334,glauben::V,ахаҵара,باور کردن
1335,glauben::V,ахаҵара,عقیده داشتن
1336,bemerken::V,агəаҭара,متوجه شدن
1337,erkennen::V,адырра,شناختن
1338,erkennen::V,адырра,تشخیص دادن
1339,begreifen::V,аилкаара,فهمیدن
1340,begreifen::V,аилкаара,درک کردن
1341,verstehen::V,аҳара,فهمیدن
1342,lernen::V,аҵара,آموختن
1343,lernen::V,аҵара,یاد گرفتن
1344,wissen::V,адырра,دانستن
1345,sich erinnern an::V,агəаларшəара,به یاد آوردن
1346,vergessen::V,ахашҭра,فراموش کردن
1347,messen::V,ашəара,اندازه گرفتن
1348,zählen::V,аҧхьаӡара,شمردن
