,Concept_ID,mdf,lbe
269,Wunsch::N,мяль,мурад
270,Wunsch::N,таколдома,мурад
271,Lust::N,таколдома,гьавас
272,Lust::N,таколдома,ччаву
273,Geist::N,вайме,рухӏ
274,Gedanke::N,мяль,пикри
275,Gedächtnis::N,прявий,дакӏний личӏаву
276,Verstand::N,прявий,аькьлу
277,Sinn::N,ён,мяъна
278,Grund::N,туфта́л,багьана
279,Wahrheit::N,ви́де,тӏайламур
280,Wahrheit::N,ви́де,хӏакьмур
281,Wahrheit::N,видеши́,тӏайламур
282,Wahrheit::N,видеши́,хӏакьмур
283,Gespräch::N,корхтама,ихтилат
284,Märchen::N,ёфкс,магьа
285,Erzählung::N,азкс,хавар
286,Nachricht::N,куля́,хавар
287,Neuigkeit::N,куля́,хавар
288,Name::N,лем,цӏа
289,Rätsel::N,со́дама ёфкс,ссигьа
290,Rede::N,вал,гъалгъа
291,Rede::N,корхтама,гъалгъа
292,Sprache::N,кяль,маз
293,Stimme::N,вайгяль,чӏу
294,Stimme::N,вайгяль,чӏукӏа
295,Wort::N,вал,махъ
296,Zeichen::N,тя́ште,лишан
297,Zeichen::N,тя́штькс,лишан
298,Ruf::N,тердема,
299,Lärm::N,гайф,чӏу
300,Lärm::N,жалакодома,чӏу
301,Laut::N,вайгяль,чӏу
302,Ton::N,вайгяль,чӏу
303,Lied::N,мора,балай
304,Ruhe::N,сетьме,дигьалагру
305,Leute::N,ломатть,инсантал
306,Volk::N,наро́д,ил
307,Volk::N,наро́д,халкь
308,Arbeit::N,тев,заву
309,Gast::N,и́нжи,хъамаличу
310,Gast::N,ко́нак,хъамаличу
311,Geschenk::N,казне,бухчакарши
312,Geschenk::N,казне,лажинккакку
313,Spiel::N,налхкома,тӏуркӏу
314,Spiel::N,налхксема,тӏуркӏу
315,Gesellschaft::N,кружок,жямат
316,Gesellschaft::N,кружок,ккуран
317,Hilfe::N,лездома,кумаг
318,Freund::N,я́лга,дус
319,Kamerad::N,я́лга,хӏаласу
320,Angelegenheit::N,тев,иш
321,Anzahl::N,лувкс,аьдад
322,Art::N,вид,жинс
323,Stück::N,пакш,касак
324,Teil::N,часть,бутӏа
325,Teil::N,пялькс,бутӏа
326,Hälfte::N,пяле,дачӏи
327,Kreis::N,шаркс,кюрщан
328,Kreuz::N,крёз,ххач
329,Linie::N,межа,щва
330,Linie::N,китькс,щва
331,Strich::N,межа,щва
332,Abstand::N,ётка,манзил
333,Entfernung::N,ётка,манзил
334,Gegend::N,ва́ста,кӏану
335,Gegend::N,перьфпя́ль,кӏану
336,Platz::N,ва́ста,
337,Ort::N,ва́ста,кӏану
338,Seite::N,пяле,чул
339,Seite::N,пяле,чулухалу
340,Mitte::N,кучка́,дя
341,Gegenstand::N,веща,зат
342,Sache::N,тев,зат
343,Sache::N,веща,зат
344,Rand::N,пе,зума
345,Kante::N,и́рдез,
346,Ecke::N,ужа,мурцӏу
347,Spitze::N,пря,мицӏ
348,Ende::N,пе,зума
349,Loch::N,варя,ккутӏ
350,Winkel::N,ужа,мурцӏу
351,Muster::N,сёрма,накьич
352,Größe::N,серь,
353,Länge::N,кува́лма,лахъишиву
354,Höhe::N,серь,лахъшиву
355,Gewicht::N,сталма,дуццин
356,Gewicht::N,сталма,кӏушиву
357,Menge::N,лувкс,
358,Haufen::N,мар,бакӏу
359,Reihe::N,ряд,кьюкьа
360,Boot::N,венеж,луткка
361,Ruder::N,миле,весло
362,Ruder::N,миле,чӏатӏа
363,Schlitten::N,ну́рда,чана
364,Schlitten::N,ну́рда,санкка
365,Ski::N,сокс,лижарду
366,Lagerfeuer::N,то́лмар,къавтӏн
367,Last::N,канкс,гьиву
368,Last::N,сталма,гьиву
369,Gang::N,молема,нанаву
370,Schritt::N,аськолкс,ша
371,Norden::N,якшама шире,ухссав
372,Norden::N,якшама шире,ухссавнил чулухалу
373,Süden::N,ля́мбе ши́ре,кьилва
374,Westen::N,ши валгома шире,баргълагавал
375,Westen::N,ши валгома шире,баргълагавал чул
376,Osten::N,шинь стяма шире,баргъбуккай чулухалу
377,Holz::N,вирь,тӏама
378,Holz::N,шуфта,тӏама
379,Brett::N,лавця,тахта
380,Platte::N,плита́,гъуни
381,Stütze::N,неже,гьалакӏу
382,Stange::N,олга,къазихъ
383,Stock::N,байдек,ттархь
384,Stab::N,олгоня,ччантӏакъу
385,Rohr::N,турама,бургъу
386,Haus::N,куд,къатта
387,Heim::N,куд,къатта
388,Ofen::N,пянакуд,пач
389,Fußboden::N,кия́кс,чӏанкъатта
390,Tisch::N,шра,усттул
391,Tisch::N,моркш,усттул
392,Stuhl::N,стул,кӏану
393,Wiege::N,нюря́м,оьрчӏал кӏану
394,Bett::N,ацам,тах
395,Regal::N,лавцяланга,чӏаму
396,Kiste::N,парга,яшикӏ
397,Kiste::N,парга,къурши
398,Fenster::N,валмья,чӏавахьулу
399,Tür::N,кенкш,нуз
400,Tür::N,кенкш,нузкьун
401,Tor::N,ортат,къапу
402,Tor::N,ортат,дарваза
403,Zaun::N,перяфкс,дайгьузанну
404,Dach::N,кудпря,магъи
405,Dach::N,кудпря,цӏиялу
406,Leiter::N,куцема,чуртту
407,Besen::N,тяльме,чӏатлу
408,Spaten::N,ка́йме,бил
409,Schaufel::N,ко́поня,чӏатӏа
410,Schaufel::N,ця́рдом,чӏатӏа
411,Gabel::N,ця́нгоня,гьиссилу
412,Löffel::N,куцю,къуса
413,Messer::N,пеель,чӏила
414,Nagel::N,эска,мяр
415,Haken::N,кя́чказ,къича
416,Griff::N,недь,куяму
417,Griff::N,кунда́мка,куяму
418,Schloss::N,замо́к,кьункьула
419,Bild::N,карти́на,сурат
420,Figur::N,ронга-понда,
421,Puppe::N,ня́ка,ссихьу
422,Beutel::N,кяскав,чантай
423,Bündel::N,кярьме,гьи
424,Bündel::N,кярьме,къар
425,Tasche::N,кошяльня,
426,Eimer::N,ве́дарка,бадра
427,Deckel::N,тавадкс,къапаза
428,Deckel::N,вельхкс,къапаза
429,Geschirr::N,кядьге,пюрунчӏул
430,Geschirr::N,кядьге,тӏахӏникӏичӏу
431,Sack::N,кяскав,къап
432,Sack::N,кяскав,дарваг
433,Tasse::N,ша́ваня,пижан
434,Tasse::N,ша́ваня,пинжан
435,Tasse::N,ша́ваня,инкираччатӏи
436,Tasse::N,ша́ваня,цинцилттал бушкъап
437,Topf::N,кавозь,кӏункӏур
438,Kessel::N,сргавозь,чаг
439,Kessel::N,сргавозь,кӏункӏур
440,Essen::N,ярхцама,дукия
441,Essen::N,ярхцама,дукин
442,Nahrung::N,ярхцампяль,дукра
443,Speise::N,ярхцама,дукра
444,Fleisch::N,пал,дикӏ
445,Fleisch::N,сиволь,дикӏ
446,Getreide::N,сёра,къама
447,Brei::N,ям,ккурч
448,Brot::N,кши,ччатӏ
449,Scheibe::N,кочам,парча
450,Fett::N,куя́,аьгъушиву
451,Butter::N,вай,нагь
452,Butter::N,вай,лагаву
453,Öl::N,вай,
454,Salz::N,сал,цӏву
455,Suppe::N,шонгарям,накь
456,Suppe::N,коршампяль,накь
457,Honig::N,медь,ницӏ
458,Milch::N,лофца,накӏ
459,Tee::N,чай,чяй
460,Leder::N,кедь,бурчу
461,Wolle::N,пона,ппал
462,Stoff::N,котф,янна
463,Nadel::N,салмокс,ххалаххи
464,Faden::N,сюре,ххал
465,Knopf::N,пуня,банд
466,Knoten::N,сюлма,къурхъ
467,Farbe::N,архтомбяль,сир
468,Kleidung::N,щам,янна
469,Kleidung::N,щам,лаххия
470,Hemd::N,па́нар,гьухъа
471,Kragen::N,сиве,дарвач
472,Ärmel::N,ожа,кахха
473,Hose::N,понкст,хӏажак
474,Gürtel::N,каркс,мухӏлу
475,Mütze::N,вазь,кьяпа
476,Schuh::N,башма́к,
477,Stiefel::N,кя́ме,чакма
478,Ring::N,суркс,кӏисса
479,Band::N,керькс,линт
480,Band::N,лента,линт
481,Kamm::N,сюрьхцем,ттарал
482,Spiegel::N,ванома,дагьани
483,Riemen::N,шнань каркс,эн
484,Schnur::N,пикс,хьхьа
485,Schnur::N,карькскя,хьхьа
486,Leine::N,вядьме,
487,Decke::N,вельхкс,виргъан
488,Kissen::N,тоду,кӏаралу
489,Tuch::N,руця́,карщи
490,Handtuch::N,на́рдама,калихьу
491,Handtuch::N,на́рдама,лажинлихьу
492,Kraft::N,вий,эллаж
493,Stärke::N,вииши,гуж
494,Gesundheit::N,шумбраши́,цӏуллу-сагъшиву
495,Krankheit::N,урма́,къашайшиву
496,Krankheit::N,сярядема,къашайшиву
497,Schmerz::N,маряма,къюву
498,Wunde::N,керф,щаву
499,Fieber::N,маштыкс,кӏиришиву
500,Arznei::N,надо́бья,дару
501,Arznei::N,пъчка́фтома,дару
502,Brücke::N,седь,ламу
503,Brunnen::N,эши,къуй
504,Weide::N,ванома васта,бизантту
505,Pfad::N,ян,жегъир ххуллу
506,Pfad::N,киня́,жегъир ххуллу
507,Weg::N,ки,ххуллу
508,Straße::N,ки,ххуллу
509,Dorf::N,веле,щар
510,Dorf::N,веле,шяравалу
511,Stadt::N,ош,шагьру
512,Brief::N,сёрма,чагъар
513,Buch::N,книга,лу
514,Buchstabe::N,бу́ква,хӏарп
515,Zeitung::N,газе́та,кказит
516,Leben::N,эряф,оьрму
517,Leben::N,эряма,оьрму
518,Tod::N,кулома́,ажал
519,Tod::N,кулома́,бивкӏу
520,Tod::N,кулома́,ивчӏаву
521,Grab::N,калма,гьав
522,Kirche::N,це́рькав,килиса
523,Sünde::N,пежеть,бунагъ
524,Sünde::N,муворкс,бунагъ
525,Gott::N,шкай,зал
526,Arbeiter::N,трудендай,зузала
527,Arbeiter::N,работник,зузала
528,Chef::N,азор,ялувма
529,Chef::N,оцюня,ялувма
530,Meister::N,мастяр,усттар
531,Arzt::N,врач,хӏакин
532,Arzt::N,доктор,хӏакин
533,Lehrer::N,учи́тель,учитель
534,Geld::N,ярмакт,арцу
535,Geschäft::N,ладяфкс,даву
536,Geschäft::N,ладяф тев,даву
537,Laden::N,ла́вка,ттучан
538,Preis::N,питне,багъа
539,Ware::N,миф,хъус
540,Ware::N,ра́маф,хъус
541,Nutzen::N,пара,хайр
542,Nutzen::N,пара,мюнпат
543,Nutzen::N,лезкс,хайр
544,Nutzen::N,лезкс,мюнпат
545,Reichtum::N,ко́зяши,давлат
546,Reichtum::N,ко́зяши,аваданшиву
547,Welt::N,свет,дуниял
548,Land::N,мастор,билаят
549,Staat::N,государства,паччахӏлугъ
550,König::N,король,
551,Macht::N,азорондама,власть
552,Macht::N,азорксши,власть
553,Grenze::N,ёткаян,дазу
554,Krieg::N,война́,дяъви
555,Feind::N,душман,душман
556,Feind::N,каршек тюри,душман
557,Gewalt::N,наругама,къия
558,Kampf::N,тюрема́,лачӏуи уккаву
559,Bogen[Waffe]::N,нал,ккуртта
560,Pfeil::N,нал,чӏатӏаракӏ
561,Gewehr::N,винто́вка,ттупанг
562,Fehler::N,эльбядькс,гъалатӏ
563,Lüge::N,васькафнема,щялмахъ
564,Schaden::N,зия́н,зарал
565,Unglück::N,зия́н,бала
566,Schuld::N,муворши,тахсир
567,Alter::N,эряф кизот,оьрму
568,Alter::N,эряфонь пинге,оьрму
569,Schluss::N,пе,ахир
570,Zeit::N,пинге,чӏун
571,Tag::N,ши,кьини
572,Morgen::N,шобдава,кӏюрх
573,Mittag::N,шикучка,ахттайн
574,Mittag::N,шикучка,дяахттайн
575,Mittag::N,шикучка,ахттайн чӏун
576,Abend::N,иля́дь,маркӏачӏан
577,Nacht::N,ве,хьхьу
578,Woche::N,недя́ля,нюжмар
579,Monat::N,ков,барз
580,Jahr::N,киза,шин
581,Frühling::N,тунда́,инт
582,Sommer::N,киза,гъи
583,Herbst::N,сёксе,ссут
584,Winter::N,тяла,кӏи
585,Januar::N,кельмеков,цалчинмур барз
586,Februar::N,уфайков,кӏилчинмур барз
587,März::N,марайков,шамилчинмур барз
588,April::N,шудиков,апрель
589,April::N,шудиков,мукьилчинмур барз
590,Mai::N,панжиков,май
591,Mai::N,панжиков,ххюлчинмур барз
592,Juni::N,лямбеков,июнь
593,Juni::N,лямбеков,ряххилчинмур барз
594,Juli::N,псиков,июль
595,Juli::N,псиков,Арулчинмур барз
596,August::N,сёроньков,мяйлчинмур барз
597,September::N,тюжягов,урчӏилчинмур барз
598,Oktober::N,кельмазаков,ацӏилчинмур барз
599,November::N,эйндамков,ацӏния цалчинмур барз
600,Dezember::N,кучкаков,ацӏния кӏилчинмур барз
601,Montag::N,одговши,итин
602,Montag::N,одговши,итин кьини
603,Dienstag::N,ша́вши,тталат
604,Dienstag::N,ша́вши,тталат кьини
605,Mittwoch::N,вержи,арвахӏ
606,Donnerstag::N,шува́ланя,хамис
607,Freitag::N,пя́денця,нюжмар
608,Freitag::N,пя́денця,нюжмар кьини
609,Samstag::N,ёткши,ххуллун
610,Samstag::N,ёткши,ххуллун кьини
611,Sonntag::N,таргоши,алхӏат
612,Sonntag::N,таргоши,алхӏат кьини
613,groß::A,оцю,бугъарасса
614,klein::A,ёмла,чӏивисса
615,lang::A,кува́ка,лахъисса
616,kurz::A,нюрьхкя́ня,кутӏасса
617,breit::A,кели,уттасса
618,schmal::A,тяйня,уттакӏюласса
619,dicht::A,сиде,ццунсса
620,dicht::A,туста,ццунсса
621,dick[Gegenstand]::A,эчке,ганзсса
622,dünn::A,шува́ня,кӏюласса
623,fein::A,шува́ня,
624,fest::A,кеме,цӏакьсса
625,fest::A,кеме,кьянкьасса
626,flach::A,лапш,баягъисса
627,flach::A,лапш,цӏубакъасса
628,flach::A,лапш,куртӏ дакъасса
629,glatt::A,вадяв,дюрчӏусса
630,glatt::A,такор,дюрчӏусса
631,hart::A,калгода,кьянкьасса
632,weich::A,ляпе,кӏукӏлусса
633,rund::A,кру́глай,ккурккисса
634,spitz::A,ботаз,ярксса
635,spitz::A,ботаз,дайлсса
636,spitz::A,ботаз,мицӏ бусса
637,spitz::A,оржа,ярксса
638,spitz::A,оржа,дайлсса
639,spitz::A,оржа,мицӏ бусса
640,scharf::A,оржа,ярксса
641,scharf::A,оржа,дайлсса
642,scharf::A,оржа,мицӏ бусса
643,stumpf::A,ношка,къуркъасса
644,schwer::A,стака,кӏусса
645,schön::A,мазы,аьнтӏикӏасса
646,heiß::A,пси,кӏирисса
647,warm::A,лямбе,гъелисса
648,kalt::A,кельме,дяркъусса
649,kühl::A,эше,дюхлулсса
650,frisch::A,свежай,цӏусса
651,feucht::A,летьке,атилсса
652,feucht::A,летьке,хъавтусса
653,nass::A,начка,атилсса
654,nass::A,начка,хъавтусса
655,trocken::A,коське,кьавкьсса
656,trocken::A,коське,кьакьан бувсса
657,voll::A,пяшксе,бувцӏусса
658,leer::A,шава,бачӏвасса
659,offen::A,панжада,тӏивтӏусса
660,offen::A,виде,тӏивтӏусса
661,geschlossen::A,пякстаф,лавкьусса
662,geschlossen::A,сёлгф,лавкьусса
663,sauber::A,ару,марцӏсса
664,schmutzig::A,рда́зу,чапалсса
665,schmutzig::A,пя́ндра,чапалсса
666,roh::A,верок,шакъавхьсса
667,reif::A,ке́нерьф,дирсса
668,lecker::A,танцти,нахӏусса
669,lecker::A,танцти,тӏааьнсса
670,süß::A,ламбама,нацӏусса
671,bitter::A,сяпи,кьурчӏисса
672,sauer::A,шапама,туршсса
673,hell::A,валда,чаннасса
674,dunkel::A,шобда,цӏансса
675,schwarz::A,равжа,лухӏисса
676,weiß::A,акша,кӏяласса
677,rot::A,якстерь,ятӏулсса
678,gelb::A,тюжя́,хъахъисса
679,blau::A,сенем,някӏсса
680,grün::A,пиже,щюлисса
681,grün::A,сянгяря,щюлисса
682,grau::A,уле,оьрусса
683,bunt::A,сёрмав,оьрчӏикӏурисса
684,billig::A,у́цез,кьювкьусса
685,billig::A,аф пи́тни,кьювкьусса
686,teuer::A,пи́тни,ххирасса
687,wertvoll::A,питни,багьасса
688,blind::A,сокор,мурчӏисса
689,taub::A,пярав,къюкӏсса
690,kräftig::A,пяк вии,гужсса
691,stark::A,вии,кьянкьасса
692,schwach::A,лафча,заэвсса
693,fett::A,куя́,бучсса
694,schlank::A,виде ронга,бювхъусса
695,hübsch::A,мазы,янусса
696,böse::A,кяжи,оьсса
697,dumm::A,аф ёню,ахӏмакьсса
698,dumm::A,шава пря,ахӏмакьсса
699,faul::A,нола,танмалсса
700,faul::A,нола,курчӏилсса
701,fleißig::A,ку́лхцонды,хӏарачат бусса
702,geizig::A,кирьжя,янттарцӏансса
703,geizig::A,жаднай,янттарцӏансса
704,klug::A,ёню,аькьлу бусса
705,klug::A,пря́ви,аькьлу бусса
706,geschickt::A,маштозь тиф,паргалсса
707,lieb::A,цебярь,аьзизсса
708,lustig::A,ра́хси,тяхъасса
709,sanft::A,сетьме,иминсса
710,hungrig::A,вача,ккашилсса
711,hungrig::A,вачеда,ккашилсса
712,krank::A,сяряди,къашавайсса
713,nackt::A,штада,кӏачӏасса
714,nackt::A,кърхтапа,кӏачӏасса
715,traurig::A,ла́жнай,пашмансса
716,lebendig::A,эряй,уттавасса
717,gut::A,пара,ххуйсса
718,gut::A,цебярь,ххуйсса
719,schlecht::A,кальдяв,оьккисса
720,richtig::A,виде,саргъунсса
721,schlimm::A,кальдяв,оьккисса
722,wahr::A,афкуксонь,хӏакьсса
723,alt::A,ташта,кугьнасса
724,neu::A,од,цӏусса
725,ehemalig::A,и́нгольдень,хъхъичӏвасса
726,alt[Lebewesen]::A,сире,агьилсса
727,jung::A,од,чӏавасса
728,jung::A,од,жагьилсса
729,arm::A,а́шу,мискинсса
730,reich::A,козя,авадансса
731,bekannt::A,содаф,дусъсса
