,Concept_ID,eu,pt
105,Donner::N,ihurtzuri,trovão
106,Strömung::N,laster,corrente
107,Tropfen::N,xorta,gota
108,Schaum::N,bits,espuma
109,Schmutz::N,lohi,sujidade
110,Schmutz::N,lohi,imundície
111,Schmutz::N,zikin,sujidade
112,Schmutz::N,zikin,imundície
113,See::N,laku,lago
114,See::N,aintzira,lago
115,Sumpf::N,zingira,charco
116,Sumpf::N,zingira,pântano
117,Moor::N,zohikaztegi,pântano
118,Wiese::N,larre,prado
119,Wiese::N,belardi,prado
120,Wald::N,baso,bosque
121,Wald::N,baso,floresta
122,Wald::N,oihan,bosque
123,Wald::N,oihan,floresta
124,Hügel::N,muino,colina
125,Hügel::N,pentoka,colina
126,Anhöhe::N,garai,alto
127,Anhöhe::N,garai,outeiro
128,Anhöhe::N,goragune,alto
129,Anhöhe::N,goragune,outeiro
130,Berg::N,mendi,monte
131,Berg::N,mendi,montanha
132,Gipfel::N,gain,pico
133,Gipfel::N,tontor,pico
134,Höhle::N,kobazulo,caverna
135,Abhang::N,aldapa,encosta
136,Quelle::N,iturri,fonte
137,Quelle::N,iturbegi,fonte
138,Bach::N,lats,regato
139,Bach::N,lats,ribeiro
140,Bach::N,erreka,regato
141,Bach::N,erreka,ribeiro
142,Fluss::N,ibai,rio
143,Fluss::N,uhaitz,rio
144,Ufer::N,bazter,beira
145,Küste::N,itsasalde,costa
146,Festland::N,lehor,terra firme
147,Meer::N,itsaso,mar
148,Bucht::N,golko,baía
149,Insel::N,irla,ilha
150,Insel::N,uharte,ilha
151,Blume::N,lili,flor
152,Gras::N,belar,erva
153,Wurzel::N,zuztar,raiz
154,Wurzel::N,sustrai,raiz
155,Baum::N,zuhaitz,árvore
156,Stamm::N,enbor,tronco
157,Rinde::N,azal,casca
158,Ast::N,adar,ramo
159,Zweig::N,abar,galho
160,Blatt::N,hosto,folha
161,Birke::N,urki,bétula
162,Kiefer[Baum]::N,ler,pinheiro
163,Weide[Baum]::N,zume,salgueiro
164,Weide[Baum]::N,sahats,salgueiro
165,Tanne::N,izei,abeto
166,Horn::N,adar,corno
167,Horn::N,adar,chifre
168,Feder::N,luma,pena
169,Feder::N,hegaki,pena
170,Fell::N,ile,pele
171,Fell::N,larru,pele
172,Flügel::N,hego,asa
173,Klaue::N,atzapar,pata
174,Kralle::N,erpe,unha
175,Kralle::N,erpe,garra
176,Kralle::N,atzapar,unha
177,Kralle::N,atzapar,garra
178,Schwanz::N,isats,rabo
179,Schwanz::N,isats,cauda
180,Schwanz::N,buztan,rabo
181,Schwanz::N,buztan,cauda
182,Ei::N,arrautza,ovo
183,Nest::N,habia,ninho
184,Bau::N,ohantze,toca
185,Bau::N,ohantze,covil
186,Tier::N,abere,animal
187,Tier::N,piztia,animal
188,Herde::N,saldo,rebanho
189,Herde::N,abere talde,rebanho
190,Kuh::N,behi,vaca
191,Bulle::N,zezen,touro
192,Pferd::N,zaldi,cavalo
193,Schaf::N,ardi,ovelha
194,Schwein::N,urde,porco
195,Schwein::N,txerri,porco
196,Hund::N,txakur,cão
197,Katze::N,katu,gata
198,Bär::N,hartz,urso
199,Eichhörnchen::N,urtxintxa,esquilo
200,Elch::N,altze,alce
201,Fuchs::N,azeri,raposa
202,Hase::N,erbi,lebre
203,Maus::N,sagu,rato
204,Wolf::N,otso,lobo
205,Vogel::N,txori,ave
206,Vogel::N,txori,pássaro
207,Vogel::N,hegazti,ave
208,Vogel::N,hegazti,pássaro
209,Schwarm::N,aldra,bando
210,Schwarm::N,aldra,enxame
211,Huhn::N,oilo,galinha
212,Hahn::N,oilar,galo
213,Gans::N,antzara,ganso
214,Adler::N,arrano,águia
215,Ente::N,ahate,pata
216,Eule::N,hontza,mocho
217,Eule::N,hontza,coruja
218,Kranich::N,kurrilo,grou
219,Krähe::N,bele,gralha
220,Kuckuck::N,kuku,cuco
221,Schwan::N,beltxarga,cisne
222,Fisch::N,arrain,peixe
223,Barsch::N,perka,perca
224,Hecht::N,lutxo,lúcio
225,Schlange[Tier]::N,suge,serpente
226,Wurm::N,har,verme
227,Spinne::N,armiarma,aranha
228,Ameise::N,inurri,formiga
229,Laus::N,zorri,piolho
230,Mücke::N,eltxo,mosquito
231,Fliege::N,euli,mosca
232,Schmetterling::N,pinpirin,borboleta
233,Schmetterling::N,tximeleta,borboleta
234,Beere::N,baia,bago
235,Apfel::N,sagar,maçã
236,Pilz::N,onddo,fungo
237,Pilz::N,onddo,cogumelo
238,Pilz::N,perretxiko,fungo
239,Pilz::N,perretxiko,cogumelo
240,Zwiebel::N,tipula,cebola
241,Saat::N,haziak,sementeira
242,Korn::N,ale,grão
243,Korn::N,pikor,grão
244,Heu::N,belar ondu,feno
245,Schale::N,azal,casca
246,Grube::N,hobi,cova
247,Grube::N,hobi,fossa
248,Falle::N,harrapagailu,armadilha
249,Schlinge::N,bilur,laço
250,Schlinge::N,xedera,laço
251,Spur::N,lorratz,pista
252,Spur::N,lorratz,vestígio
253,Asche::N,errauts,cinza
254,Dreck::N,satsukeria,sujidade
255,Eisen::N,burdina,ferro
256,Gold::N,urre,ouro
257,Gold::N,urregorri,ouro
258,Silber::N,zilar,prata
259,Silber::N,urrezuri,prata
260,Kohle::N,ikatz,carvão
261,Glas::N,beira,vidro
262,Lehm::N,buztin,barro
263,Lehm::N,buztin,argila
264,Sand::N,harea,areia
265,Sand::N,hondar,areia
266,Mensch::N,gizaki,homem
267,Mensch::N,gizaki,pessoa
268,Mann::N,gizon,homem
269,Frau::N,andere,mulher
270,Frau::N,emakume,mulher
271,Kind::N,haur,filho
272,Kind::N,haur,criança
273,Junge::N,mutil,rapaz
274,Junge::N,mutil,menino
275,Mädchen::N,neska,menina
276,Mädchen::N,neska,rapariga
277,Familie::N,sendi,família
278,Familie::N,familia,família
279,Großvater::N,aitona,avô
280,Großvater::N,aitatxi,avô
281,Großmutter::N,amona,avó
282,Großmutter::N,amatxi,avó
283,Eltern::N,gurasoak,pais
284,Vater::N,aita,pai
285,Mutter::N,ama,mãe
286,Sohn::N,seme,filho
287,Tochter::N,alaba,filha
288,Bruder::N,neba,irmão
289,Bruder::N,anaia,irmão
290,Schwester::N,ahizpa,irmã
291,Onkel::N,osaba,tio
292,Tante::N,izeba,tia
293,Ehemann::N,senar,esposo
294,Ehefrau::N,emazte,esposa
295,Freude::N,poz,prazer
296,Freude::N,poz,alegria
297,Freude::N,pozkari,prazer
298,Freude::N,pozkari,alegria
299,Gelächter::N,barre,risada
300,Gelächter::N,barre,gargalhada
301,Gelächter::N,karkara,risada
302,Gelächter::N,karkara,gargalhada
303,Glück::N,zori,felicidade
304,Kummer::N,xangrin,aflição
305,Kummer::N,xangrin,desgosto
306,Kummer::N,atsekabe,aflição
307,Kummer::N,atsekabe,desgosto
308,Wunsch::N,nahi,desejo
309,Wunsch::N,nahikunde,desejo
310,Lust::N,gogo,vontade
311,Geist::N,gogo,mente
312,Geist::N,gogo,espírito
313,Gedanke::N,gogoeta,ideia
314,Gedanke::N,gogoeta,pensamento
315,Gedächtnis::N,oroimen,memória
316,Gedächtnis::N,gogoramen,memória
317,Verstand::N,adimen,razão
318,Verstand::N,adimen,inteligência
319,Verstand::N,ulermen,razão
320,Verstand::N,ulermen,inteligência
321,Sinn::N,zentzu,sentido
322,Sinn::N,zentzu,significado
323,Grund::N,zergati,causa
324,Grund::N,zergati,motivo
325,Wahrheit::N,egia,verdade
326,Gespräch::N,hizketa,conversa
327,Gespräch::N,hizketa,conversação
328,Gespräch::N,elkarrizketa,conversa
329,Gespräch::N,elkarrizketa,conversação
330,Märchen::N,ipuin,conto
331,Erzählung::N,edesti,conto
332,Erzählung::N,edesti,narrativa
333,Erzählung::N,kontakizun,conto
334,Erzählung::N,kontakizun,narrativa
335,Nachricht::N,albiste,mensagem
336,Neuigkeit::N,berri,notícia
337,Neuigkeit::N,berri,novidade
338,Name::N,izen,nome
339,Rätsel::N,asmakizun,adivinha
340,Rede::N,hitzaldi,oração
341,Rede::N,hitzaldi,discurso
342,Rede::N,mintzaldi,oração
343,Rede::N,mintzaldi,discurso
344,Sprache::N,hizkuntza,língua
345,Stimme::N,ahots,voz
346,Wort::N,hitz,palavra
347,Zeichen::N,agerbide,marca
348,Zeichen::N,agergarri,marca
349,Ruf::N,dei,grito
350,Ruf::N,dei,chamada
351,Lärm::N,zarata,ruído
352,Lärm::N,zarata,barulho
353,Lärm::N,harrabots,ruído
354,Lärm::N,harrabots,barulho
355,Laut::N,hots,som
356,Ton::N,tonu,tom
357,Ton::N,soinu,tom
358,Lied::N,abesti,canção
359,Ruhe::N,nasaitasun,calma
360,Ruhe::N,nasaitasun,silêncio
361,Leute::N,jende,gente
362,Leute::N,jende,pessoas
363,Volk::N,herri,povo
364,Volk::N,herri,nação
365,Volk::N,populu,povo
366,Volk::N,populu,nação
367,Arbeit::N,lan,trabalho
368,Gast::N,arrotz,hóspede
369,Gast::N,arrotz,convidado
370,Gast::N,apopilo,hóspede
371,Gast::N,apopilo,convidado
372,Geschenk::N,opari,prenda
373,Geschenk::N,opari,presente
374,Spiel::N,jolas,jogo
375,Gesellschaft::N,gizarte,companhia
376,Hilfe::N,helpide,ajuda
377,Hilfe::N,helpide,socorro
378,Hilfe::N,laguntza,ajuda
379,Hilfe::N,laguntza,socorro
380,Freund::N,lagun,amigo
381,Kamerad::N,adiskide,camarada
382,Kamerad::N,lagunkide,camarada
383,Angelegenheit::N,afera,assunto
384,Anzahl::N,kopuru,número
385,Anzahl::N,kopuru,quantidade
386,Art::N,mota,tipo
387,Art::N,mota,espécie
388,Stück::N,puska,pedaço
389,Teil::N,atal,peça
390,Teil::N,atal,parte
391,Hälfte::N,erdi,metade
392,Kreis::N,biribilki,círculo
393,Kreuz::N,gurutze,cruz
394,Linie::N,linea,linha
395,Strich::N,marra,traço
396,Abstand::N,tarte,distância
397,Entfernung::N,urrunera,distância
398,Gegend::N,alderdi,área
399,Gegend::N,alderdi,região
400,Gegend::N,eskualde,área
401,Gegend::N,eskualde,região
402,Platz::N,leku,lugar
403,Ort::N,toki,sítio
404,Seite::N,albo,lado
405,Mitte::N,erdi,meio
406,Gegenstand::N,gauzaki,objecto
407,Sache::N,gauza,coisa
408,Rand::N,ertz,bordo
409,Rand::N,ertz,margem
410,Kante::N,ertz,borda
411,Kante::N,ertz,aresta
412,Ecke::N,kantoi,esquina
413,Spitze::N,punta,ponta
414,Ende::N,buru,cabo
415,Ende::N,buru,extremo
416,Ende::N,mutur,cabo
417,Ende::N,mutur,extremo
418,Loch::N,zulo,furo
419,Loch::N,zulo,buraco
420,Winkel::N,zoko,canto
421,Winkel::N,zoko,ângulo
422,Winkel::N,bazter,canto
423,Winkel::N,bazter,ângulo
424,Muster::N,eredu,padrão
425,Muster::N,eredu,desenho
426,Muster::N,marrazki,padrão
427,Muster::N,marrazki,desenho
428,Größe::N,kaizu,tamanho
429,Größe::N,tamaina,tamanho
430,Länge::N,luzera,comprimento
431,Höhe::N,goiera,altura
432,Höhe::N,goiera,altitude
433,Höhe::N,garaiera,altura
434,Höhe::N,garaiera,altitude
435,Gewicht::N,hazta,peso
436,Menge::N,kopuru,quantidade
437,Haufen::N,pila,pilha
438,Haufen::N,mendoi,pilha
439,Reihe::N,ilara,fila
440,Reihe::N,errenkada,fila
441,Boot::N,potin,barco
442,Boot::N,txalupa,barco
443,Ruder::N,arraun,remo
444,Schlitten::N,lera,trenó
445,Schlitten::N,narra,trenó
446,Ski::N,eski,esqui
447,Lagerfeuer::N,su,fogueira
448,Last::N,zama,carga
449,Last::N,karga,carga
450,Gang::N,ibilera,curso
451,Gang::N,ibilera,caminhada
452,Schritt::N,pauso,passo
453,Schritt::N,urrats,passo
454,Norden::N,ipar,norte
455,Norden::N,iparralde,norte
456,Süden::N,hego,sul
457,Süden::N,hegoalde,sul
458,Westen::N,sartalde,oeste
459,Westen::N,sartalde,ocidente
460,Westen::N,mendebalde,oeste
461,Westen::N,mendebalde,ocidente
462,Osten::N,ekialde,este
463,Osten::N,ekialde,leste
464,Osten::N,ekialde,oriente
465,Osten::N,sortalde,este
466,Osten::N,sortalde,leste
467,Osten::N,sortalde,oriente
468,Holz::N,zur,madeira
469,Brett::N,ohol,tábua
470,Brett::N,ohol,prancha
471,Platte::N,lauza,laje
472,Platte::N,lauza,chapa
473,Stütze::N,irozgarri,apoio
474,Stütze::N,irozgarri,suporte
475,Stütze::N,bermagailu,apoio
476,Stütze::N,bermagailu,suporte
477,Stange::N,haga,vara
478,Stange::N,haga,barra
479,Stock::N,makila,pau
480,Stock::N,makila,bengala
481,Stab::N,makila,bastão
482,Rohr::N,hodi,cano
483,Haus::N,etxe,casa
484,Heim::N,etxe,lar
485,Heim::N,etxe,casa
486,Heim::N,etxaleku,lar
487,Heim::N,etxaleku,casa
488,Ofen::N,berogailu,estufa
489,Ofen::N,berogailu,aquecedor
490,Fußboden::N,zoru,piso
491,Tisch::N,mahai,mesa
492,Stuhl::N,aulki,cadeira
493,Wiege::N,kuma,berço
494,Wiege::N,sehaska,berço
495,Bett::N,ohe,cama
496,Bett::N,ohatze,cama
497,Regal::N,apalategi,estante
498,Regal::N,apalategi,prateleira
499,Kiste::N,kutxa,caixa
500,Fenster::N,leiho,janela
501,Tür::N,ate,porta
502,Tor::N,atari,portão
503,Zaun::N,hesi,cerca
504,Zaun::N,hesi,vedação
505,Dach::N,teilatu,telhado
506,Leiter::N,zurubi,escada
507,Leiter::N,zurubi,escada móvel
508,Besen::N,erratz,vassoura
509,Spaten::N,burdinpala,pá
510,Schaufel::N,pala,pá
511,Gabel::N,sardexka,garfo
512,Löffel::N,koilara,colher
513,Messer::N,aizto,faca
514,Nagel::N,iltze,cravo
515,Netz::N,sare,rede
516,Haken::N,mako,gancho
517,Griff::N,eskutoki,asa
518,Griff::N,eskutoki,cabo
519,Schloss::N,sarraila,fechadura
520,Bild::N,irudi,imagem
521,Figur::N,figura,figura
522,Puppe::N,panpina,boneca
523,Puppe::N,andrakila,boneca
524,Beutel::N,zorro,saco
525,Beutel::N,zorro,bolsa
526,Bündel::N,azao,fardo
527,Bündel::N,espal,fardo
528,Tasche::N,poltsa,saco
529,Tasche::N,poltsa,bolso
530,Eimer::N,treska,balde
531,Deckel::N,tapa,tampa
532,Deckel::N,estalki,tampa
533,Geschirr::N,baxera,louça
534,Geschirr::N,ontziteria,louça
535,Sack::N,zaku,saca
536,Tasse::N,kikara,chávena
537,Topf::N,ontzi,tacho
538,Topf::N,ontzi,panela
539,Topf::N,lapiko,tacho
540,Topf::N,lapiko,panela
541,Kessel::N,pazia,caldeira
542,Essen::N,janaldi,refeição
543,Nahrung::N,jan,comida
544,Nahrung::N,jan,alimento
545,Speise::N,jaki,prato
546,Fleisch::N,okela,carne
547,Fleisch::N,haragi,carne
548,Getreide::N,labore,cereais
549,Brei::N,ahi,puré
550,Brei::N,pure,puré
551,Brot::N,ogi,pão
552,Scheibe::N,xerra,fatia
553,Scheibe::N,pirripita,fatia
554,Fett::N,urin,banha
555,Fett::N,urin,gordura
556,Fett::N,koipe,banha
557,Fett::N,koipe,gordura
558,Butter::N,gurin,manteiga
559,Öl::N,olio,azeite
560,Salz::N,gatz,sal
561,Suppe::N,zopa,sopa
562,Suppe::N,zopa,caldo
563,Suppe::N,salda,sopa
564,Suppe::N,salda,caldo
565,Honig::N,ezti,mel
566,Milch::N,esne,leite
567,Tee::N,te,chá
568,Leder::N,larru,couro
569,Wolle::N,artile,lã
570,Stoff::N,ehun,pano
571,Stoff::N,ehun,tecido
572,Nadel::N,orratz,agulha
573,Nadel::N,jostorratz,agulha
574,Faden::N,hari,fio
575,Knopf::N,botoi,botão
576,Knoten::N,korapilo,nó
577,Farbe::N,pintura,corante
578,Kleidung::N,arropa,roupa
579,Kleidung::N,arropa,vestuário
580,Kleidung::N,jantziak,roupa
581,Kleidung::N,jantziak,vestuário
582,Hemd::N,atorra,camisa
583,Hemd::N,alkandora,camisa
584,Kragen::N,idun,gola
585,Ärmel::N,mahuka,manga
586,Hose::N,prakak,calça
587,Hose::N,galtzak,calça
588,Gürtel::N,gerriko,cinto
589,Mütze::N,txano,boné
590,Mütze::N,txano,barrete
591,Mütze::N,txapel,boné
592,Mütze::N,txapel,barrete
593,Schuh::N,oski,sapato
594,Schuh::N,oinetako,sapato
595,Stiefel::N,bota,bota
596,Ring::N,uztai,anel
597,Band::N,zinta,fita
598,Band::N,zinta,faixa
599,Band::N,xingola,fita
600,Band::N,xingola,faixa
601,Kamm::N,orrazi,pente
602,Spiegel::N,mirail,espelho
603,Riemen::N,uhal,correia
604,Schnur::N,lokailu,corda
605,Schnur::N,lokailu,cordel
606,Leine::N,lotura,trela
607,Decke::N,burusi,cobertor
608,Kissen::N,kuxin,almofada
609,Tuch::N,zapi,pano
610,Tuch::N,oihal,pano
611,Handtuch::N,eskuzapi,toalha
612,Handtuch::N,eskuoihal,toalha
613,Kraft::N,indar,força
614,Stärke::N,indar,força
615,Gesundheit::N,osasun,saúde
616,Krankheit::N,eritasun,doença
617,Krankheit::N,eritasun,enfermidade
618,Krankheit::N,gaixotasun,doença
619,Krankheit::N,gaixotasun,enfermidade
620,Schmerz::N,min,dor
621,Wunde::N,zauri,chaga
622,Wunde::N,zauri,ferida
623,Fieber::N,sukar,febre
624,Arznei::N,osagai,remédio
625,Arznei::N,sendagai,remédio
626,Brücke::N,zubi,ponte
627,Brunnen::N,putzu,poço
628,Weide::N,alha,pastagem
629,Weide::N,bazkaleku,pastagem
630,Pfad::N,zidor,senda
631,Pfad::N,zidor,trilho
632,Pfad::N,bidexka,senda
633,Pfad::N,bidexka,trilho
634,Weg::N,bide,caminho
635,Straße::N,errepide,via
636,Straße::N,errepide,estrada
637,Dorf::N,herri,aldeia
638,Stadt::N,hiri,cidade
639,Brief::N,gutun,carta
640,Brief::N,eskutitz,carta
641,Buch::N,liburu,livro
642,Buchstabe::N,hizki,letra
643,Zeitung::N,egunkari,jornal
644,Leben::N,bizi,vida
645,Leben::N,bizitza,vida
646,Tod::N,herio,morte
647,Tod::N,heriotza,morte
648,Grab::N,hobi,túmulo
649,Grab::N,hobi,sepultura
650,Grab::N,hilobi,túmulo
651,Grab::N,hilobi,sepultura
652,Kirche::N,eliza,igreja
653,Sünde::N,hoben,pecado
654,Sünde::N,bekatu,pecado
655,Gott::N,jainko,deus
656,Arbeiter::N,langile,operário
657,Arbeiter::N,langile,trabalhador
658,Arbeiter::N,behargin,operário
659,Arbeiter::N,behargin,trabalhador
660,Chef::N,nagusi,chefe
661,Chef::N,nagusi,patrão
662,Meister::N,maisu,mestre
663,Arzt::N,osagile,médico
664,Arzt::N,sendagile,médico
665,Lehrer::N,irakasle,professor
666,Geld::N,diru,dinheiro
667,Geschäft::N,negozio,negócio
668,Laden::N,denda,loja
669,Laden::N,saltegi,loja
670,Preis::N,prezio,preço
671,Preis::N,salneurri,preço
672,Ware::N,salgai,mercadoria
673,Nutzen::N,onura,proveito
674,Nutzen::N,probetxu,proveito
675,Reichtum::N,aberastasun,riqueza
676,Welt::N,ludi,mundo
677,Welt::N,mundu,mundo
678,Land::N,herrialde,país
679,Staat::N,estatu,Estado
680,König::N,errege,rei
681,Macht::N,botere,poder
682,Macht::N,botere,potência
683,Grenze::N,muga,fronteira
684,Krieg::N,guda,guerra
685,Feind::N,etsai,inimigo
686,Feind::N,arerio,inimigo
687,Gewalt::N,bortxa,violência
688,Gewalt::N,bortizkeria,violência
689,Kampf::N,gudu,luta
690,Kampf::N,gudu,combate
691,Kampf::N,auska,luta
692,Kampf::N,auska,combate
693,Bogen[Waffe]::N,arku,arco
694,Pfeil::N,gezi,seta
695,Pfeil::N,gezi,flecha
696,Gewehr::N,fusil,espingarda
697,Fehler::N,huts,erro
698,Fehler::N,huts,falha
699,Fehler::N,hutsegin,erro
700,Fehler::N,hutsegin,falha
701,Lüge::N,gezur,mentira
702,Schaden::N,kalte,dano
703,Schaden::N,kalte,estrago
704,Unglück::N,zoritxar,desgraça
705,Unglück::N,zorigaitz,desgraça
706,Schuld::N,erru,culpa
707,Alter::N,adin,idade
708,Schluss::N,bukaera,fim
709,Zeit::N,aldi,tempo
710,Zeit::N,denbora,tempo
711,Tag::N,egun,dia
712,Morgen::N,goiz,manhã
713,Mittag::N,eguerdi,meio-dia
714,Abend::N,arrats,noite
715,Abend::N,arrats,tardinha
716,Nacht::N,gau,noite
717,Woche::N,aste,semana
718,Monat::N,hil,mês
719,Jahr::N,urte,ano
720,Frühling::N,udalehen,primavera
721,Sommer::N,uda,verão
722,Herbst::N,udazken,outono
723,Herbst::N,neguantz,outono
724,Winter::N,negu,inverno
725,Januar::N,urtarril,Janeiro
726,Februar::N,otsail,Fevereiro
727,März::N,martxo,Março
728,April::N,apiril,Abril
729,Mai::N,maiatz,Maio
730,Juni::N,ekain,Junho
731,Juli::N,uztail,Julho
732,August::N,abuztu,Agosto
733,September::N,irail,Setembro
734,Oktober::N,urri,Outubro
735,November::N,azaro,Novembro
736,Dezember::N,abendu,Dezembro
737,Montag::N,astelehen,segunda-feira
738,Dienstag::N,astearte,terça-feira
739,Mittwoch::N,asteazken,quarta-feira
740,Donnerstag::N,ostegun,quinta-feira
741,Freitag::N,ostiral,sexta-feira
742,Samstag::N,larunbat,sábado
743,Sonntag::N,igande,domingo
744,groß::A,handi,grande
745,klein::A,txiki,pequeno
746,lang::A,luze,comprido
747,kurz::A,labur,curto
748,breit::A,zabal,largo
749,schmal::A,mehar,estreito
750,dicht::A,sarri,denso
751,dicht::A,trinko,denso
752,dick[Gegenstand]::A,lodi,grosso
753,dünn::A,mehe,delgado
754,fein::A,fin,fino
755,fein::A,fin,subtil
756,fest::A,tinko,firme
757,fest::A,tinko,sólido
758,flach::A,lau,plano
759,flach::A,ordoki,plano
760,glatt::A,leun,liso
761,hart::A,gogor,duro
762,weich::A,bigun,mole
763,weich::A,beratz,mole
764,rund::A,biribil,redondo
765,spitz::A,puntadun,agudo
766,scharf::A,zorrotz,afiado
767,stumpf::A,kamuts,rombo
768,schwer::A,astun,pesado
769,schwer::A,pisutsu,pesado
770,schön::A,eder,belo
771,schön::A,eder,bonito
772,heiß::A,bero,quente
773,heiß::A,oso bero,quente
774,warm::A,bero,quente
775,kalt::A,hotz,frio
776,kühl::A,hotzil,fresco
777,frisch::A,fresko,fresco
778,frisch::A,hozkirri,fresco
779,feucht::A,heze,húmido
780,nass::A,busti,molhado
781,trocken::A,siku,seco
782,trocken::A,lehor,seco
783,voll::A,bete,cheio
784,leer::A,huts,vazio
785,offen::A,ireki,aberto
786,geschlossen::A,itxita,fechado
787,sauber::A,xahu,limpo
788,sauber::A,garbi,limpo
789,schmutzig::A,lohi,sujo
790,schmutzig::A,zikin,sujo
791,roh::A,gordin,cru
792,reif::A,umo,maduro
793,reif::A,heldu,maduro
794,lecker::A,goxo,delicioso
795,süß::A,goxo,doce
796,bitter::A,karmin,amargo
797,bitter::A,garratz,amargo
798,sauer::A,mingots,azedo
799,hell::A,argi,claro
800,dunkel::A,ilun,escuro
801,dunkel::A,ilun,sombrio
802,schwarz::A,beltz,preto
803,weiß::A,zuri,branco
804,rot::A,gorri,vermelho
805,gelb::A,hori,amarelo
806,blau::A,urdin,azul
807,grün::A,berde,verde
808,grün::A,musker,verde
809,grau::A,urdin,cinzento
810,grau::A,urdinabar,cinzento
811,bunt::A,koloretsu,colorido
812,billig::A,merke,barato
813,teuer::A,garesti,caro
814,wertvoll::A,baliotsu,valioso
815,wertvoll::A,baliotsu,precioso
816,blind::A,itsu,cego
817,taub::A,gor,surdo
818,kräftig::A,kementsu,forte
819,kräftig::A,kementsu,poderoso
820,stark::A,bizkor,forte
821,stark::A,bizkor,robusto
822,stark::A,indartsu,forte
823,stark::A,indartsu,robusto
824,schwach::A,ahul,débil
825,schwach::A,indargabe,débil
826,fett::A,gizen,gordo
827,schlank::A,lerden,esbelto
828,hübsch::A,polit,giro
829,hübsch::A,polit,bonito
830,böse::A,tzar,mau
831,böse::A,gaizto,mau
832,dumm::A,lelo,parvo
833,dumm::A,lelo,estúpido
834,dumm::A,pello,parvo
835,dumm::A,pello,estúpido
836,faul::A,nagi,preguiçoso
837,faul::A,alfer,preguiçoso
838,fleißig::A,maratz,aplicado
