,Concept_ID,ce,ku
788,funkeln::V,къега,çikisîn
789,lärmen::V,гӏовгӏаян,guşîn
790,läuten::V,детта,lê de
791,klingeln::V,дека,sîl dan
792,klingeln::V,дека,ringerin
793,klirren::V,дека,zingzing hat
794,brausen::V,хьаьдда даха,guşîn
795,rauschen::V,леста,guşîn
796,klingen::V,дека,deng pe ketin
797,bellen::V,лета,kewtîn
798,heulen::V,угӏа,ûrîn
799,blasen::V,хӏуп баха,puf kirin
800,pfeifen::V,шок етта,fîkandin
801,schreien::V,мохь бетта,qîrîn
802,stöhnen::V,узарш дан,nalîn
803,zittern::V,дега,hejîn
804,leben::V,даха,jihîn
805,geboren werden::V,хила,hatin dinyê
806,geboren werden::V,хила,bûn
807,atmen::V,садеӏа,hilmijîn
808,trinken::V,мала,vexwarin
809,essen::V,кхалла,xwarin
810,schlucken::V,къурдбан,daqulbandin
811,müde werden::V,кӏаддала,betilîln
812,müde werden::V,кӏаддала,qerimîn
813,einschlafen::V,наб кхета,razan
814,schlafen::V,вижа,razan
815,schlafen::V,вижа,razandin
816,schlafen::V,наб ян,razan
817,schlafen::V,наб ян,razandin
818,schlafen::V,дижина хила,razan
819,schlafen::V,дижина хила,razandin
820,aufwachen::V,самадала,şiyarbûn
821,aufstehen::V,гӏатта,rabûn
822,sich erholen::V,садаӏа,baş bûn
823,krank werden::V,цомгуш хила,nexweş kêt
824,krank sein::V,цомгуш хила,nexweş bû
825,schmerzen::V,лаза,êşandin
826,schmerzen::V,ӏийжа,êşandin
827,husten::V,йовхарш етта,kuxin
828,genesen::V,тадала,baş bûn
829,sterben::V,дала,mirin
830,umkommen::V,хӏаллакхила,mirin
831,sich bewegen::V,лела,leqîn
832,sich rühren::V,меттахъхьен,leqîn
833,sich erheben::V,хьалагlатта,rabûn
834,sich setzen::V,хаа,runiştin
835,hinfallen::V,дожа,kêtin
836,hinfallen::V,охьакхета,kêtin
837,laufen::V,вада,meşîn
838,laufen::V,хьада,meşîn
839,schreiten::V,болар дан,meşkirin
840,schreiten::V,ког баккха,meşkirin
841,spazierengehen::V,доладала,gerandin
842,eilen::V,сихдала,lezandin
843,sich beeilen::V,сихдала,zûkirin
844,rennen::V,дада,baz dan
845,springen::V,ирхкхийсадала,hilpekîn
846,klettern::V,тӏедийла,hilperikîn
847,schaukeln::V,техко,lorandin
848,kriechen::V,такха,xuşandin
849,schwimmen::V,некадан,avjenîn
850,tauchen::V,чулелха,qutxuyardin
851,tauchen::V,чулелха,noqîn
852,rudern::V,дига лело,qaîq ajotin
853,rudern::V,кема лело,qaîq ajotin
854,fahren::V,хахка,ajotin
855,fliegen::V,тӏемадала,firîn
856,gehen::V,лeла,çûn
857,weggehen::V,дӏадаха,çûn
858,abfahren::V,дӏадаха,çûyin
859,anhalten::V,саца,rawestîn
860,hineingehen::V,чудала,ketin hundir
861,eintreten::V,чудала,têketin
862,kommen::V,кхача,hatin
863,kommen::V,дӏакхача,hatin
864,kommen::V,схьакхача,hatin
865,ankommen::V,кхача,gihan
866,ankommen::V,кхача,gihîştin
867,ankommen::V,схьакхача,gihan
868,ankommen::V,схьакхача,gihîştin
869,zurückkommen::V,юхада,vegerandin
870,bleiben::V,диса,sekinîn
871,warten::V,хьежа,payîn
872,warten::V,cобар дан,payîn
873,erwarten::V,хьоьжуш ӏан,payîn
874,suchen::V,леха,lêgerîn
875,finden::V,каро,peyda kirin
876,versuchen::V,дан хьажа,çeribandin
877,vorbereiten::V,кечъян,amade kirin
878,lieben::V,деза,hez kirin
879,mögen::V,безамхила,dil kirin
880,lachen::V,дела,kenîn
881,rühren::V,хьедан,hêjan
882,weinen::V,делха,girîn
883,schimpfen::V,чехо,pevçûn
884,sich ärgern::V,оьгӏазъэха,enirîn
885,sich fürchten::V,кхера,tirsîn
886,fürchten::V,кхера,tirsin
887,fliehen::V,дӏадада,bazdan
888,flüchten::V,дӏадада,revîn
889,sehen::V,ган,dîtin
890,anschauen::V,хьажа,sêr kirin
891,anschauen::V,хьежа,sêr kirin
892,ansehen::V,хьовса,hesibandin
893,hören::V,хаза,guhdar jirin
894,zuhören::V,ладогӏа,guhdarî kirin
895,probieren::V,хьажа,tehm kirin
896,riechen::V,хьожа яха,bihn kirin
897,fühlen::V,хаадала,hîs kirin
898,scheinen::V,мотта,xoyer kir
899,zu sehen sein::V,гуш хила,diyar bûn
900,vernehmen::V,бартхатта,bihîstin
901,frieren::V,гӏоро,qerişîn
902,tun::V,дан,kirin
903,können::V,дадала,karin
904,wollen::V,тӏергӏа,xwestîn
905,anfangen::V,доло,dest pêkirin
906,beenden::V,довла,xelas kirin
907,aufhören::V,саца,xelas kirin
908,gelingen::V,кадала,çe bûn
909,geraten::V,хила,qewîmîn
910,öffnen::V,дӏаделла,vekirin
911,öffnen::V,схьаделла,vekirin
912,schließen::V,къовла,girtin
913,schließen::V,дӏачӏагӏа,girtin
914,stellen::V,хlотто,danîn
915,setzen::V,дийгӏа,rûniştin
916,legen::V,охьадилла,danîn
917,legen::V,охьадилла,razandin
918,berühren::V,хьедан,lêketin
919,verbinden::V,вовшахтаса,anîn pê
920,bedecken::V,тилла,sergirtin
921,bedecken::V,тӏетаса,sergirtin
922,aufhängen::V,хьалаолла,aliqandin
923,anzünden::V,лато,pêxistin
924,aufheben::V,айа,hildan
925,zurücklassen::V,дита,hiştin
926,zurücklassen::V,дита,vehiştin
927,verlieren::V,дайа,wendakirin
928,fallen lassen::V,охьадожо,xistin bixe
929,fallen lassen::V,охьадожо,xistin
930,machen::V,дан,kirin
931,machen::V,дан,çêkirin
932,herstellen::V,дан,çê kirin
933,herstellen::V,дан,peyda kirin
934,bauen::V,гӏишлоян,lêkirin
935,reparieren::V,тадан,veherînerîn
936,verbessern::V,нисдан,sererastkirin
937,ändern::V,хийца,degiş kirin
938,graben::V,ахка,kolandin
939,beugen::V,сатто,tewîn
940,beugen::V,сатто,xwar kirin
941,biegen::V,сатто,tewandin
942,biegen::V,сатто,xwarkirin
943,drehen::V,хьовзо,fitilandin
944,umdrehen::V,хьовзo,vegerandin
945,heben::V,айа,hildan
946,heben::V,хьалаайа,hildan
947,hochheben::V,хьалаайа,hildan
948,ergreifen::V,дӏалаца,dest avêtin
949,halten::V,латто,hîştin
950,halten::V,латто,sekinîn
951,drücken::V,тӏетаӏо,pêl kirin
952,schieben::V,татта,damdan
953,kratzen::V,мӏараш тийса,xurandin
954,lecken::V,мотт хьекха,alastin
955,beißen::V,катoха,gez kirin
956,abreißen::V,схьадаккха,hilşandin
957,abschneiden::V,кхада,jêkirin
958,binden::V,дӏадехка,girêdan
959,binden::V,вовшахтаса,girêdan
960,stecken::V,чудахийта,têxistin
961,brechen::V,кагдан,şikandin
962,klopfen::V,детта,kutandin
963,hauen::V,етта,li dan
964,kleben::V,тӏелато,zeliqîn
965,kleben::V,тӏелато,şirêz kirin
966,reiben::V,хьекхо,firikandin
967,streichen::V,тlехьакха,bax dan
968,schleifen::V,ирдан,çarkirin
969,schneiden::V,ларга,jêkirin
970,rütteln::V,лесто,hejandin
971,schütteln::V,лесто,daweşîn
972,schwenken::V,лесто,têwdan
973,schütten::V,дотта,rijandin
974,füllen::V,дуза,dagirtin
975,einwickeln::V,хьарчо,pêçandin
976,tragen::V,дахьа,kişandin
977,tragen::V,дахьа,rajtin
978,schleppen::V,ийзо,kişandin
979,ziehen::V,озо,kişandin
980,aufbewahren::V,ӏалашдан,hilandin
981,werfen::V,кхосса,avêtin
982,fangen::V,леца,sem kirin
983,fangen::V,леца,girtin
984,packen::V,леца,pê girtin
985,verstecken::V,къайладаккха,hîlanin
986,teilen::V,декъа,parvekirin
987,schicken::V,дӏадахьийта,şandin
988,bringen::V,дан,anîn
989,bringen::V,дан,birin
990,hinzufügen::V,тӏетоха,dan ser
991,hinzufügen::V,тӏетоха,li tiştekî zêde kirin
992,bekommen::V,даккха,standin
993,erhalten::V,даккха,standin
994,nehmen::V,схьаэца,girtin
995,wählen::V,харжа,ray dan
996,auswählen::V,харжа,bijartin
997,bewahren::V,lалашдан,rê li ber girtin
998,bewahren::V,lалашдан,lê xwedî derketin
999,behindern::V,новкъарло ян,bara wi
1000,verderben::V,талхо,heram bûn
1001,beschädigen::V,дохо,xerab kirin
1002,zerbrechen::V,дохо,şikênandin
1003,zerbrechen::V,дохо,perçe kirin
1004,zerbrechen::V,кагдан,şikênandin
1005,zerbrechen::V,кагдан,perçe kirin
1006,zerreißen::V,хадо,qelişandin
1007,zerstören::V,дохо,hilşandin
1008,zerstören::V,кагдан,hilşandin
1009,verbrennen::V,даго,şewitandin
1010,geben::V,яла,dan
1011,geben::V,яла,dayin
1012,reichen::V,дӏадала,besbûn
1013,reichen::V,дӏадала,têrkirin
1014,reichen::V,дӏакховдо,besbûn
1015,reichen::V,дӏакховдо,têrkirin
1016,schenken::V,совгӏат дан,diyarî kirin
1017,versprechen::V,ваӏда дан,soz dan
1018,wünschen::V,лаа,dil kirin
1019,loben::V,хасто,pesinandin
1020,küssen::V,оба яккха,maçkirin
1021,wiegen::V,тахка,lorandin
1022,wiegen::V,тахка,wezinandin
1023,zudecken::V,тӏетаса,nixumandin
1024,wecken::V,самадаккха,bixwe hesandin
1025,zeigen::V,гайта,şanîdan
1026,führen::V,дига,raber kirin
1027,lehren::V,ӏамо,hîn kirin
1028,unterrichten::V,хьеха,ders dan
1029,aufziehen::V,кхио,mesinkirin
1030,leiten::V,урхалла дан,rêberî kirin
1031,antreiben::V,сихдан,bezandin
1032,lassen::V,-йта,berdan
1033,lassen::V,-йта,hiştin
1034,einladen::V,кхайкха,dawet kirin
1035,vereinigen::V,цхьаьнатоха,bi yek kirin
1036,besuchen::V,хьажахIотта,mêvan bûn
1037,treffen::V,дуьхьалкхета,rast hatin
1038,sich versammeln::V,гулдан,li hev çivîn
1039,spielen::V,ловза,listin
1040,singen::V,лакха,stran
1041,tanzen::V,хелхадала,reqisîn
1042,sich trennen::V,къаста,hew berdan
1043,verlassen::V,дита,tanê hişt
1044,verlassen::V,дита,bêkes
1045,retten::V,кӏелхьардаккха,rihakirin
1046,bewachen::V,ха дан,raçavkirin
1047,schützen::V,лардан,hemet kirin
1048,verteidigen::V,лардан,paraztin
1049,sich schlagen::V,етта,li hev bezîn
1050,schießen::V,детта,agir kirin
1051,siegen::V,тола,biser ketin
1052,ärgern::V,оьгӏаздахийта,xeyirandin
1053,schlagen::V,тоха,lêdan
1054,schlagen::V,тоха,lêxistin
1055,treten::V,мийра тоха,têlekirin
1056,stechen::V,ӏотта,têrekirin
1057,stechen::V,къовзо,têrekirin
1058,stoßen::V,татта,lêketin
1059,stehlen::V,лачкъо,dizîn
1060,stehlen::V,лачкъо,dizî birin
1061,stören::V,новкъарло ян,aciz kirin
1062,belästigen::V,сагатдан,li tela yeki ketin
1063,verbergen::V,къайладаккха,veşartin
1064,verbergen::V,къайладаккха,kemîndanîn
1065,täuschen::V,ӏexo,xapandin
1066,täuschen::V,ӏexo,lê zexeli kirin
1067,betrügen::V,ледан,xapandin
1068,töten::V,ден,kûştin
1069,wohnen::V,даха,rûniştin
1070,arbeiten::V,къахьега,kar kirin
1071,arbeiten::V,къахьега,şêxulin
1072,sammeln::V,гулдан,komkirin
1073,pflücken::V,даха,çinîn
1074,jagen::V,талла,nêçîr kirin
1075,fischen::V,чӏерий леца,masî girtin
1076,fassen::V,лаца,pê girtin
1077,fassen::V,лаца,sêm kirin
1078,fassen::V,схьалаца,pê girtin
1079,fassen::V,схьалаца,sêm kirin
1080,hüten::V,лардан,hei jê man
1081,treiben::V,лахка,bêherandin
1082,anbinden::V,дӏадехка,tewilandin
1083,füttern::V,хӏума яла,xwarine dan lê
1084,melken::V,оза,dotin
1085,gießen::V,хи тоха,av dan
1086,reifen::V,хьекъа,kemilîn
1087,zubereiten::V,кечъян,çe kirin
1088,zubereiten::V,кхача бан,çe kirin
1089,kochen::V,кхача бан,xwarin çe kirin
1090,kochen::V,кхача бан,kelandin
1091,backen::V,датта,pijandin
1092,braten::V,кхарза,qelandin
1093,braten::V,кхарза,sor kirin
1094,umrühren::V,кего,têvdan
1095,nähen::V,тега,kêl kirin
1096,färben::V,басардан,boyax kirin
1097,reinigen::V,цӏандан,paqijkirin
1098,waschen::V,йила,şuştin
1099,waschen::V,йитта,şuştin
1100,waschen::V,дӏадайа,şuştin
1101,abwischen::V,дӏадайа,pakîj kirin
1102,spülen::V,хи кхарза,şuştin
1103,fegen::V,нуй хьакха,maliştin
1104,kehren::V,нуй хьакха,maliştin
1105,baden::V,лийча,serîşûştin
1106,sich waschen::V,юьхь йила,serîşûştin
1107,ausziehen::V,духар дӏадаккха,jê kirin
1108,sich anziehen::V,духа,xwe kirin
1109,kämmen::V,ехк хьакха,şeh kirin
1110,schmücken::V,хаздан,xemilandin
1111,sagen::V,ала,gotin
1112,sagen::V,ала,peyivîn
1113,sprechen::V,баха,peyivîn
1114,sprechen::V,мотт бийца,peyivîn
1115,reden::V,къамел дан,axaftin
1116,sich unterhalten::V,къамел дан,hev biştaxilin
1117,fragen::V,хатта,pirsîn
1118,fragen::V,хатта,pirs kirin
1119,bitten::V,деха,tika kirin
1120,erzählen::V,дийца,behs kirin
1121,mitteilen::V,хаам бан,vegotin
1122,nennen::V,цӏе яккха,bi nav kirin
1123,rufen::V,кхайкха,bakirin
1124,prahlen::V,куралла ян,pesnê xwe dan
1125,prahlen::V,дозалла дан,pesnê xwe dan
1126,übersetzen::V,гоч дан,qulibandin
1127,übersetzen::V,гоч дан,derbas kirin
1128,denken::V,ойла ян,fikirîn
1129,glauben::V,теша,bawer bûn
1130,bemerken::V,ган,bala xwe dan
1131,bemerken::V,ган,çac lê ketin
1132,erkennen::V,довза,pêhesîn
1133,begreifen::V,кхета,fêmkirin
1134,verstehen::V,кхета,fêmkirin
1135,lernen::V,деша,halmandin
1136,lernen::V,деша,fêrbun
1137,wissen::V,хаа,zanîn
1138,sich erinnern an::V,дагадан,bir bûn
1139,vergessen::V,дицдала,ji bir kirin
1140,messen::V,дуста,pê kanîn
1141,zählen::V,дагардан,hejmardin
1142,rechnen::V,лара,hesibandin
1143,lesen::V,еша,xwendin
1144,malen::V,сурт дилла,rengandin
1145,malen::V,сурт дилла,boyax kirin
1146,zeichnen::V,сурт дилла,işaret kirin
1147,schreiben::V,яздан,nivîsandin
1148,besitzen::V,доладан,hebûn
1149,kaufen::V,эца,kirîn
1150,verkaufen::V,дохка,firotin
1151,bezahlen::V,мах бала,pere dan
1152,zahlen::V,мах бала,pere dan
1153,zahlen::V,мах бала,dayin
1154,beherrschen::V,собаре хила,zebt kirin
1155,beherrschen::V,собаре хила,hukim kirin
1156,ertragen::V,лан,bihêzkirin
1157,ertragen::V,сатоха,bihêzkirin
1158,ertragen::V,садетта,bihêzkirin
1159,Schwarm::N,,lufik
1160,Schlinge::N,,dahf
1161,Art::N,,çeh
1162,Entfernung::N,,dûrahî
1163,Griff::N,,destî
1164,Figur::N,,figûr
1165,Bogen[Waffe]::N,,kêvan
1166,so::ADV,,weha
1167,abnehmen::V,,kêm bûn
1168,sausen::V,,fîzîn
1169,wenden::V,,zivîrin
1170,hacken::V,,kolandin
1171,stricken::V,,hûnan
1172,anziehen::V,,pê kirin
