,Concept_ID,tt,mhr
740,jetzt::ADV,хәзер,кы́зыт
741,heute::ADV,бүген,та́че
742,morgen::ADV,иртәгә,эрла́
743,bald::ADV,тиздән,вашке́
744,dann::ADV,аннары,вара́
745,gestern::ADV,кичә,теҥге́че
746,einst::ADV,берчак,икана́
747,damals::ADV,ул вакытта,туна́м
748,damals::ADV,ул чакта,туна́м
749,danach::ADV,да,вара́
750,vorher::ADV,элек,о́нчыч
751,zuerst::ADV,башта,онда́к
752,einmal::ADV,бер,икана́
753,einmal::ADV,бер мәртәбә,икана́
754,manchmal::ADV,кайчакта,ка́шын
755,manchmal::ADV,кайчакта,кокла́н
756,oft::ADV,еш,чӱ́чкыдын
757,immer::ADV,һәркайчан,эре́
758,immer::ADV,һәркайчан,ту́тыш
759,niemals::ADV,hичбер вакыт,ок нигуна́м
760,hier::ADV,монда,ты́ште
761,hier::ADV,биредә,ты́ште
762,hierhin::ADV,монда,ты́шке
763,hierhin::ADV,монда,тыш
764,von hier::ADV,моннан,тыше́ч
765,von hier::ADV,моннан,тыве́ч
766,dort::ADV,анда,ту́што
767,dorthin::ADV,тегеләй,туш
768,dorthin::ADV,тегеләй,ту́шко
769,geradeaus::ADV,турыдан-туры,вик
770,vorwärts::ADV,алга,о́нчыко
771,rückwärts::ADV,кире,шеҥге́к
772,zurück::ADV,кире,мӧҥге́ш
773,unten::ADV,түбәндә,ӱ́лнӧ
774,unten::ADV,түбәндә,йыма́лне
775,hinab::ADV,аска,йыма́к
776,oben::ADV,өстә,кӱ́шнӧ
777,oben::ADV,өстә,ӱмба́лне
778,oben::ADV,югарыда,кӱ́шнӧ
779,oben::ADV,югарыда,ӱмба́лне
780,hinauf::ADV,өскә,кӱ́ш
781,hinauf::ADV,өскә,кӱ́шкӧ
782,überall::ADV,hәркайда,чыла́ вере́
783,nicht::ADV,түгел,ок
784,nicht::ADV,түгел,о́геш
785,ein wenig::ADV,бераз,изи́ш
786,kaum::ADV,көчкә,пыкше́
787,sehr::ADV,бик,чот
788,so::ADV,алай,тыге́
789,noch::ADV,янә,а́ле
790,noch::ADV,тагын,а́ле
791,nur::ADV,фәкать,гына́
792,schon::ADV,инде,ы́нде
793,wieder::ADV,янә,ада́к
794,wieder::ADV,тагын,ада́к
795,vergebens::ADV,юкка,ара́м
796,vor::PRP,алдыннан,о́нчыч
797,hinter::PRP,арттан,шеҥге́лне
798,unter::PRP,астында,йыма́лне
799,durch::PRP,аша,вошт
800,neben::PRP,тирәсендә,вокте́н
801,zwischen::PRP,арасында,кокла́ште
802,wegen::PRP,сәбәпле,верч
803,dies::PRN,бу,ти́де
804,das::PRN,ул,са́де
805,alles::PRN,һәммә,чыла́
806,ich::PRN,мин,мый
807,du::PRN,син,тый
808,er::PRN,ул,ту́до
809,wir::PRN,без,ме
810,ihr::PRN,сез,те
811,sie::PRN,ул,ну́но
812,was::FPRN,ни,мо
813,was::FPRN,нәрсә,мо
814,wer::FPRN,кем,кӧ
815,wo::FADV,кайда,куша́н
816,wohin::FADV,кая,куш
817,wohin::FADV,кая,ку́шко
818,wie::FADV,ничек,кузе́
819,warum::FADV,нигә,мо
820,warum::FADV,нигә,мола́н
821,wieviel::FNUM,ничә,куна́р
822,eins::NUM,бер,ик
823,zwei::NUM,ике,ко́кыт
824,drei::NUM,өч,кум
825,vier::NUM,дүрт,ныл
826,fünf::NUM,биш,вич
827,sechs::NUM,алты,куд
828,sieben::NUM,җиде,шым
829,acht::NUM,сигез,канда́ш
830,neun::NUM,тугыз,инде́ш
831,zehn::NUM,ун,лу
832,elf::NUM,унбер,лати́к
833,zwölf::NUM,унике,латко́к
834,zwanzig::NUM,егерме,ко́ло
835,dreißig::NUM,утыз,ку́мло
836,vierzig::NUM,кырык,ны́лле
837,fünfzig::NUM,илле,ви́тле
838,sechzig::NUM,алтмыш,ку́дло
839,siebzig::NUM,җитмеш,шы́мле
840,achtzig::NUM,сиксән,канда́шле
841,neunzig::NUM,туксан,инде́шле
842,hundert::NUM,йөз,шӱ́дӧ
843,tausend::NUM,мең,тӱже́м
844,und::CNJ,вә,да
845,und::CNJ,вә,ден
846,oder::CNJ,яки,я
847,oder::CNJ,яки,а́ле
848,oder::CNJ,яисә,я
849,oder::CNJ,яисә,а́ле
850,stehen::V,тору,шога́ш
851,sitzen::V,утыру,шинча́ш
852,liegen::V,яту,кия́ш
853,hängen::V,эленү,кеча́ш
854,werden::V,булу,лия́ш
855,passieren::V,булу,лия́ш
856,beginnen::V,башлану,тӱҥгала́ш
857,enden::V,бетү,пыта́ш
858,wechseln::V,үзгәртү,вашталта́ш
859,aufgehen[Sonne]::V,чыгу,лекта́ш
860,untergehen[Sonne]::V,бату,шинча́ш
861,scheinen[Sonne]::V,яктырту,волгалта́ш
862,donnern::V,күкрәү,кӱдырта́ш
863,donnern::V,күкрәү,сургалта́ш
864,wehen::V,исү,пуа́ш
865,strömen::V,агу,шийалтара́ш
866,fließen::V,агу,йога́ш
867,sich drehen::V,бөтерелү,пӧрда́ш
868,schwanken::V,икеләнү,лӱҥга́ш
869,schwanken::V,икеләнү,тайныла́ш
870,schwingen::V,тирбәлү,рӱпшалта́ш
871,fallen::V,егылу,воза́ш
872,fallen::V,егылу,йӧрла́ш
873,brennen::V,яну,йӱла́ш
874,rauchen::V,төтәү,шикша́ш
875,rauchen::V,төтенләү,шикша́ш
876,regnen::V,яву,йӱра́ш
877,gefrieren::V,кату,кылма́ш
878,gefrieren::V,кату,ияҥа́ш
879,tauen::V,эрү,шула́ш
880,tauen::V,эретү,шула́ш
881,schmelzen::V,эрү,лева́ш
882,schmelzen::V,эретү,лева́ш
883,trocknen::V,кибү,кошка́ш
884,sieden::V,ургылу,шола́ш
885,faulen::V,черү,шӱя́ш
886,verfaulen::V,черү,шӱйы́н шуа́ш
887,reißen::V,өзелү,кӱрла́ш
888,versinken::V,бату,пуре́н кая́ш
889,vergehen::V,авышу,эрте́н кая́ш
890,erscheinen::V,пәйда булу,толы́н лекта́ш
891,verschwinden::V,югалу,йома́ш
892,verschwinden::V,юк булу,йома́ш
893,sinken::V,кимү,пуча́ш
894,sinken::V,кайту,пуча́ш
895,abnehmen::V,азаю,пуча́ш
896,zunehmen::V,арту,шукема́ш
897,zunehmen::V,күбәю,шукема́ш
898,zunehmen::V,ишәю,шукема́ш
899,steigen::V,үсү,нӧлталта́ш
900,wachsen::V,үсү,кушка́ш
901,glänzen::V,ялкылдау,йылгыжа́ш
902,funkeln::V,ялтырау,чолга́ш
903,lärmen::V,шаулау,рӱшка́ш
904,läuten::V,шалтырату,мура́ш
905,klingeln::V,шалтырату,йыҥгырта́ш
906,klirren::V,чылтырау,чылдыртата́ш
907,brausen::V,давыллау,лӱшка́ш
908,brausen::V,дулау,лӱшка́ш
909,rauschen::V,кыштырдау,лыжга́ш
910,klingen::V,ишетелү,йоҥга́ш
911,bellen::V,өрү,опта́ш
912,heulen::V,улау,урмыжа́ш
913,blasen::V,өрү,пуала́ш
914,pfeifen::V,сызгырту,шӱ́шкаш
915,schreien::V,кычкыру,кычкыра́ш
916,stöhnen::V,ыңгырашу,йыҥыса́ш
917,zittern::V,калтырау,чытыра́ш
918,zittern::V,калтырану,чытыра́ш
919,leben::V,яшәү,ила́ш
920,leben::V,гомер итү,ила́ш
921,geboren werden::V,туу,шоча́ш
922,atmen::V,сулау,шӱла́ш
923,trinken::V,эчү,йӱа́ш
924,essen::V,ашау,кочка́ш
925,schlucken::V,йоту,нела́ш
926,müde werden::V,ялыгу,ноя́ш
927,müde werden::V,йөгенү,ноя́ш
928,einschlafen::V,йокыга китү,мале́н колта́ш
929,schlafen::V,йоклау,мала́ш
930,aufwachen::V,уяну,помыжалта́ш
931,aufstehen::V,тору,кынела́ш
932,sich erholen::V,ял алу,кана́ш
933,sich erholen::V,истирахәт итү,кана́ш
934,krank werden::V,чирләү,черлане́н воза́ш
935,krank sein::V,чирләү,черлане́н кия́ш
936,schmerzen::V,авырту,коршта́ш
937,husten::V,ютәлләү,кокыра́ш
938,genesen::V,савыгу,тӱрла́ш
939,genesen::V,савыгу,тазаҥа́ш
940,genesen::V,сәламәтләнү,тӱрла́ш
941,genesen::V,сәламәтләнү,тазаҥа́ш
942,sterben::V,үлү,кола́ш
943,sterben::V,дөнья кую,кола́ш
944,sterben::V,вафат булу,кола́ш
945,umkommen::V,үлү,вуй йома́ш
946,sich bewegen::V,йөрү,кошта́ш
947,sich rühren::V,кыймылдау,тарвана́ш
948,sich erheben::V,басу,кынела́ш
949,sich setzen::V,утыру,шинча́ш
950,hinfallen::V,егылу,йӧрла́ш
951,laufen::V,җәяүләү,кошта́ш
952,schreiten::V,атлау,ошкыла́ш
953,spazierengehen::V,йөрү,гуля́яш
954,spazierengehen::V,йөргенү,гуля́яш
955,eilen::V,ашыгу,вашка́ш
956,sich beeilen::V,ашыгу,вашкешта́ш
957,sich beeilen::V,кызулау,вашкешта́ш
958,sausen::V,җилдерү,юлтка́ш
959,rennen::V,йөгерү,куржтала́ш
960,springen::V,сикерү,тӧршта́ш
961,klettern::V,үрмәләү,кӱза́ш
962,schaukeln::V,атыну,лӱҥгалта́ш
963,kriechen::V,шуышу,нушка́ш
964,kriechen::V,үрмәләү,нушка́ш
965,schwimmen::V,йөзү,ия́ш
966,tauchen::V,чуму,шуҥгалта́ш
967,rudern::V,ишү,удыра́ш
968,fahren::V,бару,кудала́ш
969,fliegen::V,очу,чоҥешта́ш
970,gehen::V,йөрү,кая́ш
971,weggehen::V,китү,кораҥа́ш
972,abfahren::V,кузгалу,лекта́ш
973,anhalten::V,тукталу,чарна́ш
974,hineingehen::V,инү,пура́ш
975,eintreten::V,инү,пура́ш
976,kommen::V,килү,тола́ш
977,ankommen::V,бару,шуа́ш
978,zurückkommen::V,кире кайту,пӧртыла́ш
979,bleiben::V,калу,кода́ш
980,warten::V,көтү,вуча́ш
981,erwarten::V,көтү,вуча́ш
982,suchen::V,эзләү,кычала́ш
983,finden::V,табу,муа́ш
984,versuchen::V,маташу,толаша́ш
985,vorbereiten::V,хәзерләү,ямдыла́ш
986,lieben::V,сөю,йӧрата́ш
987,lieben::V,ярату,йӧрата́ш
988,mögen::V,өнәү,йӧрата́ш
989,lachen::V,көлү,воштыла́ш
990,rühren::V,дулкынландыру,ку́мыл тарвата́ш
991,weinen::V,елау,шорта́ш
992,schimpfen::V,сүгү,каргаша́ш
993,schimpfen::V,сүгенү,каргаша́ш
994,sich ärgern::V,ачулану,сыра́ш
995,sich fürchten::V,курку,лӱда́ш
996,fürchten::V,калтырау,лӱда́ш
997,fürchten::V,калтырану,лӱда́ш
998,fliehen::V,арка бирү,куржа́ш
999,flüchten::V,качу,куржа́ш
1000,sehen::V,күрү,ужа́ш
1001,anschauen::V,карау,онча́ш
1002,ansehen::V,карау,эскера́ш
1003,ansehen::V,күзәтү,эскера́ш
1004,hören::V,ишетү,кола́ш
1005,zuhören::V,тыңлау,колышта́ш
1006,probieren::V,тату,тамла́ш
1007,riechen::V,иснәү,ӱпшынча́ш
1008,fühlen::V,тою,шижа́ш
1009,fühlen::V,сизү,шижа́ш
1010,scheinen::V,күренү,чуча́ш
1011,zu sehen sein::V,күренү,коя́ш
1012,vernehmen::V,ишетү,кола́ш
1013,frieren::V,өшү,кылма́ш
1014,frieren::V,күшегү,кылма́ш
1015,tun::V,итү,ышта́ш
1016,können::V,алу,мошта́ш
1017,wollen::V,теләү,тӱна́ш
1018,anfangen::V,керешү,тӱҥала́ш
1019,beenden::V,бетерү,пытара́ш
1020,beenden::V,тәмамлау,пытара́ш
1021,aufhören::V,бетү,чарна́ш
1022,gelingen::V,уңу,сай лекта́ш
1023,geraten::V,сабышу,лекта́ш
1024,öffnen::V,ачу,поча́ш
1025,schließen::V,ябу,петыра́ш
1026,stellen::V,кую,шында́ш
1027,setzen::V,утырту,шында́ш
1028,legen::V,яткыру,опта́ш
1029,legen::V,яткыру,пышта́ш
1030,berühren::V,тию,тӱка́ш
1031,verbinden::V,ялгау,пида́ш
1032,bedecken::V,өрту,леведа́ш
1033,bedecken::V,каплау,леведа́ш
1034,bedecken::V,томалау,леведа́ш
1035,aufhängen::V,асу,сака́ш
1036,anzünden::V,кабызу,чӱкта́ш
1037,aufheben::V,күтәрү,нӧлтала́ш
1038,zurücklassen::V,калдыру,кода́ш
1039,verlieren::V,югалту,йомдара́ш
1040,fallen lassen::V,төшерү,воза́ш
1041,machen::V,ясау,ышта́ш
1042,machen::V,эшләү,ышта́ш
1043,herstellen::V,ясау,ямдыла́ш
1044,bauen::V,кору,чоҥа́ш
1045,reparieren::V,төзәтү,ачала́ш
1046,verbessern::V,яхшырту,саемда́ш
1047,ändern::V,үзгәртү,весемда́ш
1048,graben::V,казу,кӱнча́ш
1049,beugen::V,ию,пӱгырта́ш
1050,biegen::V,бөгү,лывырта́ш
1051,drehen::V,бору,пӱтыра́ш
1052,drehen::V,бөтерү,пӱтыра́ш
1053,wenden::V,бору,ирала́ш
1054,umdrehen::V,түнтәрү,савырала́ш
1055,heben::V,күтәрү,нӧлта́ш
1056,hochheben::V,күтәрү,нӧлта́ш
1057,ergreifen::V,эләктерү,руалта́ш
1058,halten::V,тоту,куча́ш
1059,drücken::V,кысу,иша́ш
1060,drücken::V,кысу,темда́ш
1061,schieben::V,кузгату,шӱкала́ш
1062,kratzen::V,тырнау,удыра́ш
1063,lecken::V,ялау,нула́ш
1064,beißen::V,тешләү,пура́ш
1065,abreißen::V,өзү,кӱрла́ш
1066,abschneiden::V,кыю,пӱчка́ш
1067,abschneiden::V,кисү,пӱчка́ш
1068,binden::V,бәйләү,кылда́ш
1069,stecken::V,төртү,шуралта́ш
1070,stecken::V,тыгу,шуралта́ш
1071,brechen::V,сындыру,тодышта́ш
1072,klopfen::V,шаку,кыра́ш
1073,klopfen::V,шакылдау,кыра́ш
1074,hauen::V,кыйнау,тӱя́ш
1075,kleben::V,ябыштыру,клеитла́ш
1076,reiben::V,ышку,йыга́ш
1077,reiben::V,ышку,туржала́ш
1078,streichen::V,ягу,шӱра́ш
1079,schleifen::V,кайрау,шума́ш
1080,schleifen::V,кайрау,яна́ш
1081,schneiden::V,кисү,пӱчка́ш
1082,rütteln::V,селкетү,рӱза́ш
1083,schütteln::V,селкетү,почка́ш
1084,schwenken::V,болгау,рӱза́ш
1085,schütten::V,кою,опта́ш
1086,füllen::V,тутыру,тема́ш
1087,einwickeln::V,төрү,вӱдыла́ш
1088,tragen::V,ташу,нумала́ш
1089,schleppen::V,сөйрәү,шӱдыра́ш
1090,schleppen::V,өстерәү,шӱдыра́ш
1091,ziehen::V,тарту,шупша́ш
1092,aufbewahren::V,саклау,арала́ш
1093,werfen::V,ыргыту,шуа́ш
1094,werfen::V,ыргыту,кышка́ш
1095,fangen::V,тоту,куча́ш
1096,packen::V,эләктерү,руалта́ш
1097,verstecken::V,яшерү,тоя́ш
1098,teilen::V,бүлү,пӧла́ш
1099,schicken::V,җибәрү,колта́ш
1100,bringen::V,китерү,конда́ш
1101,hinzufügen::V,өстәү,ешара́ш
1102,bekommen::V,алу,нала́ш
1103,erhalten::V,алу,нала́ш
1104,nehmen::V,алу,нала́ш
1105,wählen::V,сайлау,сайла́ш
1106,auswählen::V,сайлау,таҥгла́ш
1107,bewahren::V,саклау,сакла́ш
1108,behindern::V,комачаулау,чаракла́ш
1109,verderben::V,бозу,пужа́ш
1110,beschädigen::V,бозу,пужа́ш
1111,zerbrechen::V,вату,пудырта́ш
1112,zerreißen::V,өзү,кӱрла́ш
1113,zerreißen::V,ерту,кӱрла́ш
1114,zerstören::V,җимерү,шалата́ш
1115,verbrennen::V,яндыру,йӱлата́ш
1116,verbrennen::V,көйдерү,йӱлата́ш
1117,geben::V,бирү,пуа́ш
1118,reichen::V,тапшыру,пуа́ш
1119,schenken::V,бүләкләү,пӧлекла́ш
1120,versprechen::V,вәгъдә бирү,сӧра́ш
1121,wünschen::V,котлау,тылана́ш
1122,loben::V,мактау,мокта́ш
1123,küssen::V,үбү,шупшала́ш
1124,wiegen::V,тирбәтү,рӱпша́ш
1125,zudecken::V,ябу,леведа́ш
1126,zudecken::V,бөркәү,леведа́ш
1127,wecken::V,уяту,помыжалтара́ш
1128,zeigen::V,күрсәтү,ончыкта́ш
1129,führen::V,йөртү,вӱда́ш
1130,lehren::V,өйрәтү,туныкта́ш
1131,unterrichten::V,укыту,туныкта́ш
1132,aufziehen::V,асрау,орышта́ш
1133,leiten::V,җитәкләү,вӱда́ш
1134,leiten::V,җитәкләү,вуйлата́ш
1135,antreiben::V,куалау,поктыла́ш
1136,antreiben::V,әйдәләү,поктыла́ш
1137,antreiben::V,ашыктыру,поктыла́ш
1138,lassen::V,мәҗбүр итү,-та́ш
1139,einladen::V,чакыру,ӱжа́ш
1140,vereinigen::V,берләштерү,иктешла́ш
1141,besuchen::V,керешү,то́лын кая́ш
1142,treffen::V,очрату,вашлия́ш
1143,sich versammeln::V,җыелышу,погына́ш
1144,sich versammeln::V,җыелышу,чумырга́ш
1145,spielen::V,уйнау,мода́ш
1146,singen::V,җырлау,мура́ш
1147,tanzen::V,бию,кушта́ш
1148,sich trennen::V,аерылу,ойырла́ш
1149,sich trennen::V,ташлашу,ойырла́ш
1150,verlassen::V,ташлау,кудалта́ш
1151,verlassen::V,калдыру,кудалта́ш
1152,retten::V,коткару,утара́ш
1153,bewachen::V,каравыллау,орола́ш
1154,schützen::V,ышыклау,арала́ш
1155,verteidigen::V,яклау,арала́ш
1156,verteidigen::V,саклау,арала́ш
1157,sich schlagen::V,сугышу,кредала́ш
1158,schießen::V,ату,лӱя́ш
1159,siegen::V,җиңү,сеҥа́ш
1160,ärgern::V,ачуландыру,сырыкта́ш
1161,schlagen::V,ору,пера́ш
1162,schlagen::V,бәрү,пера́ш
1163,schlagen::V,тукмау,пера́ш
1164,treten::V,тибү,тошка́ш
1165,stechen::V,кадау,кера́ш
1166,stoßen::V,этү,шӱкала́ш
1167,stehlen::V,урлау,шолышта́ш
1168,stören::V,комачаулау,мешая́ш
1169,belästigen::V,борчу,толаштара́ш
1170,belästigen::V,билмазалау,толаштара́ш
1171,verbergen::V,яшерү,шылта́ш
1172,täuschen::V,алдату,ондала́ш
1173,betrügen::V,хәрәмләшү,ондала́ш
1174,töten::V,үтерү,пушта́ш
1175,wohnen::V,яшәү,ила́ш
1176,arbeiten::V,эшләү,пашалана́ш
1177,arbeiten::V,эшләү,паша́м ышта́ш
1178,sammeln::V,туплау,пога́ш
1179,pflücken::V,өзү,кӱра́ш
1180,jagen::V,аулау,сонарла́ш
1181,fischen::V,балык тоту,кол куча́ш
1182,fassen::V,тоту,куча́ш
1183,hüten::V,көтү,кӱта́ш
1184,treiben::V,куалау,покта́ш
1185,anbinden::V,бәйләү,йолышта́ш
1186,füttern::V,туйдыру,пукша́ш
1187,melken::V,саву,лӱшта́ш
1188,hacken::V,чабу,руа́ш
1189,gießen::V,сугару,шава́ш
1190,reifen::V,җитешү,кӱа́ш
1191,zubereiten::V,пешеренү,ямдыла́ш
1192,kochen::V,пешерү,шолта́ш
1193,kochen::V,кайнату,шолта́ш
1194,backen::V,пешерү,кӱкташ
1195,braten::V,куыру,пуштыла́ш
1196,braten::V,куыру,жаритла́ш
1197,braten::V,кыздыру,пуштыла́ш
1198,braten::V,кыздыру,жаритла́ш
1199,umrühren::V,бутау,луга́ш
1200,umrühren::V,болгату,луга́ш
1201,stricken::V,бәйләү,пида́ш
1202,nähen::V,тегү,урга́ш
1203,färben::V,ману,чиялта́ш
1204,reinigen::V,чистарту,эрыкта́ш
1205,waschen::V,юу,мушка́ш
1206,abwischen::V,сөртү,ӱшта́ш
1207,spülen::V,чайкау,шӱалта́ш
1208,fegen::V,себерү,ӱшта́ш
1209,kehren::V,себерү,ӱшта́ш
1210,baden::V,коену,йӱштыла́ш
1211,sich waschen::V,юыну,мушкылта́ш
1212,ausziehen::V,чишенү,кудаша́ш
1213,anziehen::V,кию,чия́ш
1214,sich anziehen::V,киенү,чия́ш
1215,kämmen::V,тарау,шера́ш
1216,schmücken::V,бизәү,тӱзата́ш
1217,schmücken::V,бизәү,чеверта́ш
1218,schmücken::V,бизәкләү,тӱзата́ш
1219,schmücken::V,бизәкләү,чеверта́ш
1220,sagen::V,дию,ойла́ш
1221,sagen::V,дию,каласа́ш
1222,sagen::V,әйтү,ойла́ш
1223,sagen::V,әйтү,каласа́ш
1224,sprechen::V,сөйләү,кутыра́ш
1225,sprechen::V,сөйләшү,кутыра́ш
1226,reden::V,сөйләү,мутлана́ш
1227,sich unterhalten::V,сөйләшү,кутыра́ш
1228,fragen::V,сорау,йода́ш
1229,fragen::V,сорашу,йода́ш
1230,bitten::V,үтенү,йода́ш
1231,erzählen::V,сөйләү,ойла́ш
1232,mitteilen::V,белдерү,увертара́ш
1233,nennen::V,дию,лӱмда́ш
1234,rufen::V,дәшү,ӱжа́ш
1235,prahlen::V,мактану,моктана́ш
1236,prahlen::V,шапырыну,моктана́ш
1237,übersetzen::V,күчерү,кусара́ш
1238,denken::V,уйлау,шона́ш
1239,glauben::V,инану,ӱшана́ш
1240,bemerken::V,искәрү,шижа́ш
1241,erkennen::V,тану,пала́ш
1242,begreifen::V,аңлау,ыҥла́ш
1243,begreifen::V,төшенү,ыҥла́ш
1244,verstehen::V,аңлау,умыла́ш
1245,verstehen::V,төшенү,умыла́ш
1246,lernen::V,уку,тунема́ш
1247,lernen::V,өйрәнү,тунема́ш
1248,wissen::V,белү,шинча́ш
1249,sich erinnern an::V,хәтерләү,шарна́ш
1250,vergessen::V,оныту,монда́ш
1251,messen::V,үлчәү,виса́ш
1252,zählen::V,санау,шотла́ш
1253,rechnen::V,исәпләү,шотла́ш
1254,lesen::V,уку,луда́ш
1255,malen::V,рәсем ясау,сӱретла́ш
1256,malen::V,сурәт ясау,сӱретла́ш
1257,malen::V,сурәтләү,сӱретла́ш
1258,zeichnen::V,язу-сызу,сӱретла́ш
1259,zeichnen::V,сурәт ясау,сӱретла́ш
1260,schreiben::V,язу,воза́ш
1261,besitzen::V,биләү,лия́ш
1262,kaufen::V,алу,нала́ш
1263,verkaufen::V,сату,ужала́ш
1264,bezahlen::V,түләү,тӱла́ш
1265,zahlen::V,түләү,тӱла́ш
1266,beherrschen::V,ия булу,куча́ш
1267,ertragen::V,чыдау,турка́ш
