,Concept_ID,ab,en
773,aufgehen[Sonne]::V,агылара,rise
774,aufgehen[Sonne]::V,ахашлара,rise
775,aufgehen[Sonne]::V,аҩаҵхахара,rise
776,untergehen[Sonne]::V,аҭашəара,set
777,scheinen[Sonne]::V,акаҧхара,shine
778,donnern::V,адыдра,thunder
779,wehen::V,асра,blow
780,strömen::V,акаҭəара,stream
781,fließen::V,ацара,flow
782,sich drehen::V,ахагьежьра,revolve
783,schwanken::V,аҵысра,sway
784,schwingen::V,ахызазара,swing
785,schwingen::V,акьаандара,swing
786,fallen::V,акаҳара,fall
787,brennen::V,абылра,burn
788,rauchen::V,ахылҵра,smoke
789,regnen::V,аура,rain
790,gefrieren::V,аҵаара,freeze
791,tauen::V,аӡҭра,thaw
792,schmelzen::V,ақəӡыҭра,melt
793,schmelzen::V,аҭəара,melt
794,trocknen::V,абара,dry
795,sieden::V,ашра,boil
796,faulen::V,абаара,rot
797,verfaulen::V,абаара,decay
798,verfaulen::V,аилашра,decay
799,reißen::V,аҧжəара,snap
800,versinken::V,аӡааҟəрылара,sink
801,vergehen::V,ацара,pass
802,erscheinen::V,ацəырҵра,appear
803,verschwinden::V,аҵашəкəара,disappear
804,sinken::V,атəара,drop
805,sinken::V,алаҟəра,drop
806,abnehmen::V,ацӡаара,decrease
807,abnehmen::V,аиҵалара,decrease
808,zunehmen::V,аҽырҭбаара,increase
809,zunehmen::V,аиҵыҵра,increase
810,zunehmen::V,арацəахара,increase
811,steigen::V,азҳара,rise
812,steigen::V,ашьҭыҵра,rise
813,steigen::V,адухара,rise
814,steigen::V,ацлара,rise
815,wachsen::V,азҳара,grow
816,glänzen::V,ацыр-цырра,shine
817,glänzen::V,ацыҩ-цыҩра,shine
818,glänzen::V,аказказра,shine
819,funkeln::V,ашап-шапра,sparkle
820,funkeln::V,ацым-цымра,sparkle
821,lärmen::V,ашьҭыбжьгара,be noisy
822,lärmen::V,аҕьҕьаҳәа аилалара,be noisy
823,läuten::V,аҵəҵəасра,chime
824,klingeln::V,аҵəҵəасра,ring
825,klirren::V,ахьархьарра,tinkle
826,klirren::V,архьархьарра,tinkle
827,brausen::V,аилаҽҽара,roar
828,brausen::V,еилашуера,roar
829,klingen::V,агара,sound
830,klingen::V,ашьҭыбжь гара,sound
831,bellen::V,ашра,bark
832,heulen::V,ауура,howl
833,blasen::V,аҭəҳəара,blow
834,pfeifen::V,ашəшəра,whistle
835,schreien::V,аҳəҳəара,shout
836,schreien::V,ахəаара,shout
837,schreien::V,аҟаара,shout
838,stöhnen::V,ақьра,groan
839,zittern::V,аҵыс-ҵысра,tremble
840,leben::V,аҟазаара,be alive
841,geboren werden::V,Аира,be born
842,atmen::V,аҕсыҕ лагаҩагара,breathe
843,trinken::V,ажəра,drink
844,essen::V,акрыфара,eat
845,schlucken::V,албаадара,swallow
846,müde werden::V,ааҕсара,get tired
847,einschlafen::V,ацəара,fall asleep
848,schlafen::V,ацəазаара,sleep
849,aufwachen::V,аҿыхара,wake up
850,aufstehen::V,Агəылҵра,get up
851,sich erholen::V,аҧсшьара,relax
852,krank werden::V,ачмазаҩхара,fall ill
853,krank sein::V,аҳəарҧсарра,be ill
854,schmerzen::V,ахьра,ache
855,husten::V,аимҳәара,cough
856,genesen::V,абзиахара,recover
857,genesen::V,аӷəӷəахара,recover
858,sterben::V,аҧсра,die
859,umkommen::V,аҭахара,perish
860,sich bewegen::V,аиҭаҵра,move
861,sich rühren::V,ақəацара,budge
862,sich erheben::V,аҩагылара,stand up
863,sich setzen::V,атəара,sit down
864,hinfallen::V,акаҳара,tumble
865,laufen::V,аныҟəара,walk
866,schreiten::V,ашьаҿа еихгара,pace
867,spazierengehen::V,анеи-ааира,go for a walk
868,eilen::V,аццакра,rush
869,sich beeilen::V,аццакра,hurry
870,sausen::V,аҧырра,dash
871,sausen::V,иҭрысны,dash
872,sausen::V,ишьҭҟьаны ацара,dash
873,rennen::V,аҩра,run
874,springen::V,аҧара,jump
875,klettern::V,ақəлара,climb
876,schaukeln::V,аҟəараҟəанҽара,seesaw
877,kriechen::V,аҳəазара,creep
878,schwimmen::V,аӡсара,swim
879,tauchen::V,ахəӡааҵəира,dive
880,rudern::V,аҵшьра,row
881,fahren::V,акала,drive
882,fliegen::V,аҧырра,fly
883,gehen::V,аиҭаҵра,go
884,weggehen::V,ацара,go away
885,abfahren::V,адəықəлара,depart
886,abfahren::V,ацара,depart
887,anhalten::V,ааныргылара,stop
888,hineingehen::V,аҭалара,go in
889,eintreten::V,аҩналара,enter
890,kommen::V,аара,come
891,kommen::V,ааира,come
892,ankommen::V,ааира,arrive
893,ankommen::V,аара,arrive
894,ankommen::V,анеира,arrive
895,zurückkommen::V,азыхынҳəра,come back
896,bleiben::V,аанхара,stay
897,bleiben::V,анхара,stay
898,bleiben::V,аангылара,stay
899,warten::V,азҧшзаара,wait
900,erwarten::V,азҧшра,wait for
901,suchen::V,ашьҭазаара,seek
902,suchen::V,ашьҭазаара,look for
903,finden::V,аҧшаара,find
904,versuchen::V,аҽазкра,try
905,vorbereiten::V,армазеира,prepare
906,lieben::V,абзиабара,love
907,mögen::V,агəаҧхара,like
908,lachen::V,аччара,laugh
909,rühren::V,арҵəуара,move
910,weinen::V,аҵəуара,weep
911,schimpfen::V,ацəҳара,grumble
912,sich ärgern::V,агəаара,be annoyed
913,sich fürchten::V,аӡыӡара,be afraid
914,fürchten::V,ацəшəара,be afraid of
915,fliehen::V,абналара,flee
916,fliehen::V,ацəцара,flee
917,flüchten::V,абналара,escape
918,flüchten::V,ацəцара,escape
919,sehen::V,абара,see
920,anschauen::V,ахəаҧшра,look at
921,ansehen::V,ахəаҧшра,watch
922,hören::V,аҳара,hear
923,zuhören::V,азыӡырҩра,listen
924,probieren::V,аҧышəара,taste
925,riechen::V,афыҩра,smell
926,fühlen::V,анырра,feel
927,fühlen::V,ацәакырра,feel
928,scheinen::V,шәа,seem
929,scheinen::V,аацәырҵа,seem
930,vernehmen::V,аҳара,hear
931,frieren::V,ашəра,be cold
932,frieren::V,аҵаара,be cold
933,tun::V,аҟаҵара,do
934,können::V,алшара,can
935,wollen::V,аҭахра,want
936,anfangen::V,алагара,start
937,beenden::V,алгара,finish
938,aufhören::V,аҟəыҵра,stop
939,gelingen::V,аура,succeed
940,gelingen::V,аманшəалахара,succeed
941,gelingen::V,алҵра,succeed
942,geraten::V,нзаарын,turn out
943,öffnen::V,аартра,open
944,schließen::V,аркра,close
945,stellen::V,аргылара,put
946,setzen::V,артəара,place
947,legen::V,ақəҵара,lay
948,berühren::V,акьысра,touch
949,berühren::V,алакьысра,touch
950,verbinden::V,аҿаҳəара,connect
951,bedecken::V,ақəршəра,cover
952,aufhängen::V,акнаҳара,hang up
953,anzünden::V,аркра,light
954,aufheben::V,ашьҭыхра,pick up
955,zurücklassen::V,аныжьра,leave
956,verlieren::V,ацəыӡра,lose
957,fallen lassen::V,ацəкаҳара,drop
958,machen::V,ачаҧара,make
959,herstellen::V,аиҵдара,produce
960,bauen::V,аргылара,build
961,reparieren::V,арҽеира,mend
962,verbessern::V,аиҕьтəра,improve
963,ändern::V,аҧсахра,alter
964,graben::V,ажра,dig
965,beugen::V,арҟəра,bow
966,beugen::V,архəара,bow
967,biegen::V,арҟəра,bend
968,biegen::V,архəара,bend
969,drehen::V,аргьежьра,spin
970,umdrehen::V,аарҳәра,turn around
971,heben::V,аҩахара,raise
972,heben::V,араҳара,raise
973,hochheben::V,ахагалара,lift
974,hochheben::V,ашьҭҳəара,lift
975,halten::V,акра,hold
976,drücken::V,ақəрӷəӷəара,press
977,schieben::V,аҵгəара,push
978,schieben::V,агəара,push
979,kratzen::V,ацəҟьара,scrape
980,lecken::V,арбзара,lick
981,beißen::V,ацҳара,bite
982,abreißen::V,амжəара,tear off
983,abschneiden::V,ахҵəара,cut off
984,abschneiden::V,аҿахҵəара,cut off
985,binden::V,аҿаҳəара,tie
986,stecken::V,алаҵара,stick
987,brechen::V,аҧҵəара,break
988,klopfen::V,асра,knock
989,hauen::V,ақəкшара,hit
990,kleben::V,аҷабра,glue
991,reiben::V,арҟəыҷра,rub
992,streichen::V,ахьшьра,spread
993,schleifen::V,ахра,grind
994,schneiden::V,аҧҟара,cut
995,rütteln::V,арҵысра,jolt
996,schütteln::V,аршəшəара,shake
997,schwenken::V,аҟьара,swing
998,schütten::V,аҭаҭəара,pour
999,füllen::V,арҭəра,fill
1000,einwickeln::V,алаҳəара,wrap
1001,tragen::V,аҩагара,carry
1002,schleppen::V,арҳəазара,drag
1003,ziehen::V,ахара,pull
1004,aufbewahren::V,аҵəахра,keep
1005,werfen::V,аршəра,throw
1006,fangen::V,акра,catch
1007,packen::V,анкра,grab
1008,packen::V,аҵкаара,grab
1009,verstecken::V,аҵəахра,hide
1010,teilen::V,ашара,divide
1011,schicken::V,ашьҭра,send
1012,bringen::V,аагара,bring
1013,hinzufügen::V,ацҵара,add
1014,bekommen::V,аҧшаара,get
1015,bekommen::V,архиара,get
1016,bekommen::V,аура,get
1017,erhalten::V,аиура,receive
1018,nehmen::V,агара,take
1019,wählen::V,алҧшаара,choose
1020,auswählen::V,алхра,select
1021,behindern::V,аҧырхагахара,hinder
1022,verderben::V,алгара,spoil
1023,verderben::V,абжьыхра,spoil
1024,verderben::V,аҧхасҭатəра,spoil
1025,beschädigen::V,аҧхасҭатəра,damage
1026,zerbrechen::V,аҧҽра,break
1027,zerreißen::V,аҧжəара,tear
1028,zerstören::V,аилаҧыххаара,destroy
1029,verbrennen::V,абылра,burn
1030,geben::V,аҭара,give
1031,reichen::V,аҭара,hand
1032,schenken::V,аҩгара,give
1033,versprechen::V,ақəргəыӷра,promise
1034,loben::V,арҽхəара,praise
1035,küssen::V,агəӡра,kiss
1036,zudecken::V,аҵахҩара,cover
1037,zudecken::V,ақəршəра,cover
1038,wecken::V,арҿыхара,wake
1039,zeigen::V,арбара,show
1040,führen::V,аныҟəгара,guide
1041,lehren::V,арҵара,teach
1042,unterrichten::V,арҧхьара,instruct
1043,aufziehen::V,ааӡара,bring up
1044,leiten::V,ахагылазаара,lead
1045,antreiben::V,арццакра,urge
1046,lassen::V,арҟаҵара,let
1047,einladen::V,ааҕхьара,invite
1048,einladen::V,анаҧхьара,invite
1049,vereinigen::V,аилаҵара,unite
1050,besuchen::V,абара,visit
1051,treffen::V,аҧылара,meet
1052,sich versammeln::V,аизара,assemble
1053,spielen::V,ахəмарра,play
1054,singen::V,ашəаҳəара,sing
1055,tanzen::V,акəашара,dance
1056,sich trennen::V,аилыҵра,separate
1057,verlassen::V,акажьра,leave
1058,retten::V,Аиқəрхара,rescue
1059,bewachen::V,ахьчара,guard
1060,schützen::V,ацəыхьчара,protect
1061,verteidigen::V,ахьчара,defend
1062,sich schlagen::V,аисра,brawl
1063,schießen::V,ахысра,shoot
1064,siegen::V,аиааира,win
1065,ärgern::V,аргəаара,annoy
1066,schlagen::V,асра,beat
1067,schlagen::V,аҭасра,beat
1068,stechen::V,алакшара,sting
1069,stoßen::V,агəҭасра,shove
1070,stehlen::V,аӡара,steal
1071,stören::V,аҧырхагахара,disturb
1072,belästigen::V,аргəамҵра,bother
1073,verbergen::V,аӡара,conceal
1074,täuschen::V,ажьара,deceive
1075,betrügen::V,ажьара,cheat
1076,töten::V,ашьра,kill
1077,wohnen::V,анхара,dwell
1078,arbeiten::V,аусура,work
1079,sammeln::V,аҟəшəара,gather
1080,pflücken::V,аҿыршəара,pick
1081,pflücken::V,аҿыхра,pick
1082,jagen::V,ашəарыцара,hunt
1083,fischen::V,аҧсыӡ икуеит,fish
1084,fassen::V,акра,catch
1085,hüten::V,арҳəра,herd
1086,hüten::V,ахьчара,herd
1087,treiben::V,акацара,drive
1088,anbinden::V,адҳəалара,tie up
1089,füttern::V,акырҿаҵара,feed
1090,melken::V,ахьара,milk
1091,hacken::V,аҟəаҟəара,chop
1092,gießen::V,аҵаҭəара,water
1093,reifen::V,ашəра,ripen
1094,reifen::V,аҟалара,ripen
1095,zubereiten::V,ацура,cook
1096,kochen::V,ажəра,boil
1097,backen::V,аӡра,bake
1098,braten::V,аӡра,fry
1099,umrühren::V,аилрыхра,stir
1100,stricken::V,аҧара,knit
1101,nähen::V,аӡахра,sew
1102,färben::V,ашəра,dye
1103,reinigen::V,арыцқьара,clean
1104,waschen::V,аӡәӡәара,wash
1105,abwischen::V,арбара,wipe
1106,spülen::V,аҭыршара,rinse
1107,fegen::V,аҧссара,sweep
1108,baden::V,аҽыкəабара,bath
1109,sich waschen::V,аҽыӡəӡəара,wash
1110,ausziehen::V,ашəыхра,take off
1111,anziehen::V,ашəҵара,put on
1112,sich anziehen::V,аҽеилаҳəара,get dressed
1113,kämmen::V,аҳəара,comb
1114,schmücken::V,арҧшӡара,decorate
1115,sagen::V,аҳəара,say
1116,sprechen::V,ацəажəара,speak
1117,reden::V,ацəажəара,talk
1118,reden::V,аицәажәара,talk
1119,sich unterhalten::V,аицәажәара,chat
1120,fragen::V,азҵаара,ask
1121,bitten::V,аҳəара,request
1122,erzählen::V,аҳəара,tell
1123,mitteilen::V,азыцҳара,convey
1124,nennen::V,ахьӡҵара,name
1125,rufen::V,азҿыҭра,call
1126,prahlen::V,аҽхəара,brag
1127,übersetzen::V,аиҭагара,translate
1128,denken::V,азхəыцра,think
1129,glauben::V,ахаҵара,believe
1130,bemerken::V,агəаҭара,notice
1131,erkennen::V,адырра,recognize
1132,begreifen::V,аилкаара,grasp
1133,verstehen::V,аҳара,understand
1134,lernen::V,аҵара,learn
1135,wissen::V,адырра,know
1136,sich erinnern an::V,агəаларшəара,remember
1137,vergessen::V,ахашҭра,forget
1138,messen::V,ашəара,measure
1139,zählen::V,аҧхьаӡара,count
1140,rechnen::V,аҳасабра,calculate
1141,lesen::V,аҧхьара,read
1142,besitzen::V,амазаара,own
1143,kaufen::V,Аахəара,buy
1144,verkaufen::V,аҭира,sell
1145,bezahlen::V,ахҭынҵара,pay for
1146,bezahlen::V,ашəара,pay for
1147,zahlen::V,ашəара,pay
1148,ertragen::V,ачҳара,endure
1149,Moor::N,,moor
1150,Kralle::N,,claw
1151,Schwarm::N,,swarm
1152,Sache::N,,thing
1153,Menge::N,,amount
1154,Essen::N,,meal
1155,Geschäft::N,,business
1156,Monat::N,,month
1157,Jahr::N,,year
1158,dünn::A,,thin
1159,roh::A,,raw
1160,durch::PRP,,through
1161,was::FPRN,,what
1162,rauschen::V,,rustle
1163,zu sehen sein::V,,show
1164,wenden::V,,turn
1165,ergreifen::V,,seize
1166,bewahren::V,,preserve
1167,wünschen::V,,wish
1168,wiegen::V,,rock
1169,treten::V,,kick
1170,kehren::V,,sweep
1171,malen::V,,paint
1172,zeichnen::V,,draw
1173,schreiben::V,,write
1174,beherrschen::V,,rule
