,Concept_ID,sq,pt
829,zusammen::ADV,bashkë,juntos
830,zusammen::ADV,së bashku,juntos
831,lange::ADV,për një kohë të gjatë,muito tempo
832,plötzlich::ADV,befas,de repente
833,sofort::ADV,menjëherë,imediatamente
834,sofort::ADV,aty për aty,imediatamente
835,später::ADV,më vonë,mais tarde
836,jetzt::ADV,tash,agora
837,heute::ADV,sot,hoje
838,morgen::ADV,nesër,amanhã
839,bald::ADV,shpejt,logo
840,bald::ADV,shpejt,breve
841,bald::ADV,së shpejti,logo
842,bald::ADV,së shpejti,breve
843,dann::ADV,pastaj,então
844,dann::ADV,pastaj,depois
845,gestern::ADV,dje,ontem
846,einst::ADV,dikur,antigamente
847,damals::ADV,atëherë,então
848,danach::ADV,mandej,logo
849,danach::ADV,mandej,depois
850,vorher::ADV,më parë,antes
851,zuerst::ADV,së pari,primeiro
852,einmal::ADV,njëherë,uma vez
853,manchmal::ADV,nganjëherë,às vezes
854,oft::ADV,shpesh,muitas vezes
855,immer::ADV,përherë,sempre
856,immer::ADV,gjithnjë,sempre
857,niemals::ADV,kurrë,nunca
858,niemals::ADV,asnjëherë,nunca
859,hier::ADV,këtu,cá
860,hier::ADV,këtu,aqui
861,hierhin::ADV,knej,para cá
862,von hier::ADV,që këtej,daqui
863,von hier::ADV,prej këtej,daqui
864,dort::ADV,aty,lá
865,dort::ADV,aty,ali
866,dort::ADV,atje,lá
867,dort::ADV,atje,ali
868,dorthin::ADV,anej,lá
869,dorthin::ADV,anej,para lá
870,geradeaus::ADV,drejt,em frente
871,vorwärts::ADV,mbroth,avante
872,vorwärts::ADV,përpara,avante
873,rückwärts::ADV,mbrapsht,para trás
874,zurück::ADV,prapa,atrás
875,zurück::ADV,mbrapsht,atrás
876,unten::ADV,poshtë,debaixo
877,unten::ADV,poshtë,em baixo
878,hinab::ADV,përposh,para baixo
879,oben::ADV,lart,em cima
880,oben::ADV,sipër,em cima
881,hinauf::ADV,lart,para cima
882,hinauf::ADV,përpjetë,para cima
883,überall::ADV,kudo,em toda parte
884,nicht::ADV,s',não
885,nicht::ADV,nuk,não
886,ein wenig::ADV,një tis,um pouco
887,ein wenig::ADV,një tis,um bocado
888,kaum::ADV,mezi,apenas
889,sehr::ADV,fort,muito
890,sehr::ADV,shumë,muito
891,so::ADV,ashtu,tão
892,so::ADV,ashtu,assim
893,so::ADV,kështu,tão
894,so::ADV,kështu,assim
895,noch::ADV,ende,ainda
896,noch::ADV,akoma,ainda
897,nur::ADV,vetëm,só
898,nur::ADV,vetëm,apenas
899,nur::ADV,vetëm,somente
900,schon::ADV,tashmë,já
901,wieder::ADV,përsëri,outra vez
902,vergebens::ADV,kot,em vão
903,vor::PRP,para,diante de
904,hinter::PRP,prapa,atrás de
905,hinter::PRP,mbrapa,atrás de
906,unter::PRP,nën,sob
907,unter::PRP,nën,debaixo de
908,durch::PRP,nëpër,por
909,durch::PRP,nëpër,através de
910,neben::PRP,pranë,junto de
911,neben::PRP,pranë,ao lado de
912,neben::PRP,përbri,junto de
913,neben::PRP,përbri,ao lado de
914,zwischen::PRP,midis,entre
915,zwischen::PRP,ndërmjet,entre
916,wegen::PRP,për,por
917,wegen::PRP,për,por causa de
918,dies::PRN,ky,isto
919,das::PRN,ky,isso
920,das::PRN,ky,aquilo
921,alles::PRN,gjithçka,todo
922,ich::PRN,unë,eu
923,du::PRN,ti,tu
924,er::PRN,ai,ele
925,wir::PRN,ne,nós
926,ihr::PRN,ju,vós
927,ihr::PRN,ju,vocês
928,sie::PRN,ata,eles
929,was::FPRN,ç',quê
930,was::FPRN,çfarë,quê
931,wer::FPRN,kush,quem
932,wo::FADV,ku,onde
933,wohin::FADV,për ku,aonde
934,wohin::FADV,për ku,para onde
935,wie::FADV,si,como
936,warum::FADV,pse,porquê
937,warum::FADV,pse,por que
938,warum::FADV,përse,porquê
939,warum::FADV,përse,por que
940,wieviel::FNUM,sa,quanto
941,eins::NUM,një,um
942,zwei::NUM,dy,dois
943,drei::NUM,tre,três
944,vier::NUM,katër,quatro
945,fünf::NUM,pesë,cinco
946,sechs::NUM,gjashtë,seis
947,sieben::NUM,shtatë,sete
948,acht::NUM,tetë,oito
949,neun::NUM,nëntë,nove
950,zehn::NUM,dhjetë,dez
951,elf::NUM,njëmbëdhjetë,onze
952,zwölf::NUM,dymbëdhjetë,doze
953,zwanzig::NUM,njëzet,vinte
954,dreißig::NUM,tridhjetë,trinta
955,vierzig::NUM,dyzet,quarenta
956,fünfzig::NUM,pesëdhjetë,cinquenta
957,sechzig::NUM,gjashtëdhjetë,sessenta
958,siebzig::NUM,shtatëdhjetë,setenta
959,achtzig::NUM,tetëdhjetë,oitenta
960,neunzig::NUM,nëntëdhjetë,noventa
961,hundert::NUM,qind,cem
962,hundert::NUM,qind,cento
963,tausend::NUM,mijë,mil
964,und::CNJ,e,e
965,und::CNJ,dhe,e
966,oder::CNJ,a,ou
967,oder::CNJ,apo,ou
968,stehen::V,rri,estar em pé
969,sitzen::V,rri,estar sentado
970,liegen::V,rri shtrirë,jazer
971,liegen::V,rri shtrirë,estar deitado
972,hängen::V,varem,pender
973,hängen::V,varem,estar pendurado
974,werden::V,bëhem,tornar-se
975,passieren::V,ndodh,acontecer
976,beginnen::V,filloj,começar
977,enden::V,përfundoj,acabar
978,enden::V,përfundoj,terminar
979,wechseln::V,ndërroj,variar
980,wechseln::V,ndërroj,alternar
981,aufgehen[Sonne]::V,hapem,nascer
982,untergehen[Sonne]::V,hyj,pôr-se
983,untergehen[Sonne]::V,perëndoj,pôr-se
984,scheinen[Sonne]::V,ndriçoj,brilhar
985,donnern::V,gjëmoj,trovejar
986,donnern::V,bubulloj,trovejar
987,wehen::V,fryj,soprar
988,strömen::V,derdh,correr
989,fließen::V,rrjedh,fluir
990,sich drehen::V,rrotullohem,girar
991,schwanken::V,dyzoj,oscilar
992,schwingen::V,dridhem,vibrar
993,fallen::V,bie,cair
994,brennen::V,digjem,arder
995,rauchen::V,nxjerr tym,fumegar
996,regnen::V,bie shi,chover
997,gefrieren::V,ngrij,gelar
998,gefrieren::V,ngrij,congelar
999,tauen::V,shkrij,derreter
1000,tauen::V,shkrij,descongelar
1001,schmelzen::V,shkrij,fundir-se
1002,trocknen::V,thaj,secar
1003,sieden::V,ziej,ferver
1004,faulen::V,kalbem,estragar-se
1005,faulen::V,prishem,estragar-se
1006,verfaulen::V,kalbem,apodrecer
1007,reißen::V,grisem,romper-se
1008,reißen::V,shqyhem,romper-se
1009,versinken::V,humboj,afundar-se
1010,vergehen::V,kaloj,passar
1011,erscheinen::V,dukem,aparecer
1012,verschwinden::V,zhdukem,desaparecer
1013,sinken::V,ulem,descer
1014,abnehmen::V,pakësohem,diminuir
1015,abnehmen::V,pakësohem,decrescer
1016,abnehmen::V,zvogëlohem,diminuir
1017,abnehmen::V,zvogëlohem,decrescer
1018,zunehmen::V,shtohem,crescer
1019,zunehmen::V,shtohem,aumentar
1020,steigen::V,rritem,subir
1021,wachsen::V,rritem,crescer
1022,glänzen::V,vezulloj,brilhar
1023,funkeln::V,xixoj,cintilar
1024,funkeln::V,xixëlloj,cintilar
1025,lärmen::V,oshtij,fazer barulho
1026,lärmen::V,zhurmoj,fazer barulho
1027,läuten::V,bie,chocalhar
1028,klingeln::V,i bie ziles,tocar
1029,klirren::V,kërcëlloj,tinir
1030,brausen::V,gjëmoj,bramar
1031,rauschen::V,fëshfërij,murmurar
1032,rauschen::V,fëshfërij,rumorejar
1033,klingen::V,tingëlloj,soar
1034,bellen::V,leh,ladrar
1035,heulen::V,ulërij,uivar
1036,blasen::V,fryj,soprar
1037,pfeifen::V,fishkëllej,assobiar
1038,schreien::V,bërtas,gritar
1039,stöhnen::V,rënkoj,gemer
1040,zittern::V,trembem,tremer
1041,leben::V,rroj,viver
1042,leben::V,jetoj,viver
1043,geboren werden::V,lind,nascer
1044,atmen::V,marr frymë,respirar
1045,trinken::V,pi,beber
1046,essen::V,ha,comer
1047,schlucken::V,gëlltis,engolir
1048,schlucken::V,kapërdij,engolir
1049,müde werden::V,lodhem,cansar-se
1050,einschlafen::V,bie të fle,adormecer
1051,schlafen::V,fle,dormir
1052,aufwachen::V,zgjohem,acordar
1053,aufstehen::V,çohem,levantar-se
1054,aufstehen::V,ngrihem,levantar-se
1055,sich erholen::V,qetësohem,descansar
1056,sich erholen::V,shtendosem,descansar
1057,krank werden::V,bie i sëmurë,adoecer
1058,krank werden::V,bie i sëmurë,ficar doente
1059,krank sein::V,jam i sëmurë,estar doente
1060,schmerzen::V,dhemb,doer
1061,husten::V,kollitem,tossir
1062,genesen::V,shërohem,convalescer
1063,sterben::V,vdes,morrer
1064,umkommen::V,vdes,perecer
1065,umkommen::V,mbaroj,perecer
1066,sich bewegen::V,shkundem,mover-se
1067,sich rühren::V,lëviz,mexer-se
1068,sich erheben::V,ngrihem,levantar-se
1069,sich setzen::V,ulem,sentar-se
1070,hinfallen::V,gremisem,cair
1071,laufen::V,eci,andar
1072,laufen::V,eci,caminhar
1073,schreiten::V,çapem,andar
1074,schreiten::V,çapem,caminhar
1075,spazierengehen::V,shëtis,passear
1076,eilen::V,ngas,apressar-se
1077,sich beeilen::V,nxitoj,apressar-se
1078,sich beeilen::V,nxitoj,despachar-se
1079,sausen::V,eci shpejt,correr
1080,rennen::V,vrapoj,correr
1081,springen::V,kërcej,saltar
1082,klettern::V,hipi,trepar
1083,schaukeln::V,kolovitem,baloiçar
1084,kriechen::V,zvarritem,rastejar
1085,kriechen::V,zvarritem,arrastar-se
1086,schwimmen::V,notoj,nadar
1087,tauchen::V,zhytem,mergulhar
1088,rudern::V,vozis,remar
1089,fahren::V,shkoj,ir
1090,fliegen::V,fluturoj,voar
1091,gehen::V,eci,ir
1092,gehen::V,eci,andar
1093,gehen::V,shkoj,ir
1094,gehen::V,shkoj,andar
1095,weggehen::V,vete,partir
1096,weggehen::V,vete,ir-se embora
1097,abfahren::V,nisem,sair
1098,abfahren::V,nisem,partir
1099,anhalten::V,ndalem,parar
1100,hineingehen::V,futem,entrar
1101,eintreten::V,hyj,entrar
1102,kommen::V,vij,vir
1103,ankommen::V,arrij,chegar
1104,ankommen::V,mbërrij,chegar
1105,zurückkommen::V,kthehem,voltar
1106,zurückkommen::V,kthehem,regressar
1107,bleiben::V,mbetem,ficar
1108,bleiben::V,mbetem,permanecer
1109,bleiben::V,qëndroj,ficar
1110,bleiben::V,qëndroj,permanecer
1111,warten::V,pres,esperar
1112,erwarten::V,pres,esperar
1113,erwarten::V,pres,aguardar
1114,suchen::V,kërkoj,buscar
1115,suchen::V,kërkoj,procurar
1116,finden::V,gjej,achar
1117,finden::V,gjej,encontrar
1118,versuchen::V,mundohem,tentar
1119,vorbereiten::V,përgatis,preparar
1120,lieben::V,dashuroj,amar
1121,lieben::V,dashuroj,querer
1122,mögen::V,dua,gostar de
1123,lachen::V,qesh,rir
1124,lachen::V,qesh,rir-se
1125,rühren::V,mallëngjej,comover
1126,weinen::V,qaj,chorar
1127,schimpfen::V,shaj,ralhar
1128,sich ärgern::V,bëhem verem,zangar-se
1129,sich fürchten::V,kam frikë,ter medo de
1130,sich fürchten::V,kam frikë,ter receio de
1131,sich fürchten::V,frikësohem,ter medo de
1132,sich fürchten::V,frikësohem,ter receio de
1133,fürchten::V,kam frikë nga,temer
1134,fürchten::V,kam frikë nga,recear
1135,fliehen::V,arratisem,fugir
1136,flüchten::V,iki,refugiar-se
1137,sehen::V,shoh,ver
1138,anschauen::V,shikoj,olhar
1139,ansehen::V,shikoj,mirar
1140,hören::V,dëgjoj,ouvir
1141,zuhören::V,veshtoj,escutar
1142,probieren::V,provoj,provar
1143,probieren::V,provoj,saborear
1144,riechen::V,nuhas,cheirar
1145,fühlen::V,ndiej,sentir
1146,scheinen::V,ndriçoj,parecer
1147,zu sehen sein::V,dukem,estar à vista
1148,vernehmen::V,dëgjoj,ouvir
1149,frieren::V,mërdhij,ter frio
1150,tun::V,bëj,fazer
1151,können::V,mund,saber
1152,wollen::V,dua,querer
1153,wollen::V,dëshiroj,querer
1154,anfangen::V,filloj,iniciar
1155,beenden::V,kryej,acabar
1156,beenden::V,kryej,terminar
1157,beenden::V,mbaroj,acabar
1158,beenden::V,mbaroj,terminar
1159,aufhören::V,pushoj,cessar
1160,aufhören::V,pushoj,desistir
1161,gelingen::V,më shkon mbarë,sair bem
1162,gelingen::V,më shkon mbarë,dar bom resultado
1163,geraten::V,del,sair
1164,geraten::V,del,dar resultado
1165,öffnen::V,hap,abrir
1166,schließen::V,mbyll,fechar
1167,stellen::V,vë,pôr
1168,stellen::V,vë,colocar
1169,setzen::V,vë,pôr
1170,setzen::V,vë,meter
1171,legen::V,vë,pôr
1172,legen::V,vë,meter
1173,berühren::V,rrok,tocar
1174,verbinden::V,bashkoj,unir
1175,verbinden::V,bashkoj,ligar
1176,bedecken::V,mbuloj,cobrir
1177,aufhängen::V,var,pendurar
1178,anzünden::V,ndez,acender
1179,aufheben::V,ngre,apanhar
1180,aufheben::V,ngre,levantar
1181,zurücklassen::V,lë pas,deixar
1182,verlieren::V,humb,perder
1183,fallen lassen::V,lëshoj,deixar cair
1184,machen::V,bëj,fazer
1185,herstellen::V,prodhoj,produzir
1186,bauen::V,ndërtoj,edificar
1187,bauen::V,ndërtoj,construir
1188,reparieren::V,ndreq,reparar
1189,reparieren::V,ndreq,consertar
1190,reparieren::V,meremetoj,reparar
1191,reparieren::V,meremetoj,consertar
1192,verbessern::V,përmirësoj,melhorar
1193,ändern::V,ndërroj,mudar
1194,ändern::V,ndërroj,alterar
1195,graben::V,gërmoj,cavar
1196,beugen::V,kërrus,curvar
1197,biegen::V,përkul,vergar
1198,drehen::V,dredh,girar
1199,drehen::V,rrotulloj,girar
1200,wenden::V,kthej,virar
1201,wenden::V,kthej,voltar
1202,umdrehen::V,kthej,virar
1203,umdrehen::V,kthej,revolver
1204,heben::V,ngre,levantar
1205,hochheben::V,ngre,erguer
1206,hochheben::V,ngre,levantar
1207,ergreifen::V,rrëmbej,apanhar
1208,halten::V,mbaj,segurar
1209,drücken::V,shtyp,apertar
1210,schieben::V,shtyj,empurrar
1211,kratzen::V,kruaj,raspar
1212,kratzen::V,gërvisht,raspar
1213,lecken::V,lëpij,lamber
1214,beißen::V,kafshoj,morder
1215,abreißen::V,shkëpus,arrancar
1216,abschneiden::V,cungoj,talhar
1217,binden::V,lidh,ligar
1218,stecken::V,fus,meter
1219,stecken::V,fus,enfiar
1220,stecken::V,ngul,meter
1221,stecken::V,ngul,enfiar
1222,brechen::V,thyej,romper
1223,brechen::V,thyej,quebrar
1224,klopfen::V,trokas,bater
1225,hauen::V,godas,bater
1226,kleben::V,ngjis,colar
1227,reiben::V,fërkoj,esfregar
1228,streichen::V,lyej,barrar
1229,schleifen::V,mpreh,afiar
1230,schneiden::V,pres,cortar
1231,rütteln::V,shkund,sacudir
1232,schütteln::V,lëkund,abanar
1233,schütteln::V,lëkund,sacudir
1234,schwenken::V,valëvit,agitar
1235,schütten::V,mbush,deitar
1236,füllen::V,mbush,encher
1237,einwickeln::V,mbështjell,envolver
1238,einwickeln::V,mbështjell,embrulhar
1239,tragen::V,mbaj,levar
1240,tragen::V,mbaj,trazer
1241,tragen::V,mbart,levar
1242,tragen::V,mbart,trazer
1243,schleppen::V,heq,arrastar
1244,schleppen::V,zhgërryej,arrastar
1245,ziehen::V,tërheq,puxar
1246,aufbewahren::V,ruaj,guardar
1247,aufbewahren::V,ruaj,conservar
1248,werfen::V,hedh,lançar
1249,fangen::V,kap,apanhar
1250,packen::V,rrëmbej,agarrar
1251,verstecken::V,fsheh,esconder
1252,teilen::V,ndaj,partir
1253,teilen::V,ndaj,dividir
1254,schicken::V,dërgoj,enviar
1255,bringen::V,sjell,trazer
1256,hinzufügen::V,shtoj,acrescentar
1257,bekommen::V,kap,obter
1258,erhalten::V,marr,receber
1259,nehmen::V,marr,tomar
1260,wählen::V,zgjedh,eleger
1261,wählen::V,zgjedh,escolher
1262,auswählen::V,përzgjedh,escolher
1263,auswählen::V,përzgjedh,seleccionar
1264,bewahren::V,ruaj,guardar
1265,bewahren::V,ruaj,conservar
1266,behindern::V,pengoj,impedir
1267,verderben::V,prish,estragar
1268,verderben::V,prish,corromper
1269,beschädigen::V,dëmtoj,danificar
1270,zerbrechen::V,thyej,romper
1271,zerbrechen::V,thyej,quebrar
1272,zerreißen::V,çjerr,rasgar
1273,zerreißen::V,zheloj,rasgar
1274,zerstören::V,prish,destruir
1275,zerstören::V,shkatërroj,destruir
1276,verbrennen::V,djeg,queimar
1277,geben::V,jap,dar
1278,reichen::V,jap,passar
1279,schenken::V,fal,oferecer
1280,schenken::V,dhuroj,oferecer
1281,versprechen::V,premtoj,prometer
1282,wünschen::V,uroj,desejar
1283,loben::V,lëvdoj,louvar
1284,loben::V,lavdëroj,louvar
1285,küssen::V,puth,beijar
1286,wiegen::V,tund,embalar
1287,zudecken::V,mbuloj,tapar
1288,zudecken::V,mbuloj,cobrir
1289,wecken::V,zgjoj,acordar
1290,wecken::V,zgjoj,despertar
1291,zeigen::V,dëftej,mostrar
1292,führen::V,çoj,guiar
1293,führen::V,çoj,conduzir
1294,lehren::V,arsej,ensinar
1295,unterrichten::V,arsimoj,instruir
1296,aufziehen::V,rris,criar
1297,leiten::V,udhëheq,dirigir
1298,leiten::V,udhëheq,conduzir
1299,antreiben::V,nxis,impelir
1300,lassen::V,detyroj,fazer
1301,einladen::V,ftoj,convidar
1302,vereinigen::V,bashkoj,unir
1303,vereinigen::V,bashkoj,reunir
1304,besuchen::V,vizitoj,ir ver
1305,besuchen::V,vizitoj,visitar
1306,treffen::V,ndesh,encontrar
1307,sich versammeln::V,tubohem,reunir-se
1308,spielen::V,loz,jogar
1309,spielen::V,loz,brincar
1310,spielen::V,luaj,jogar
1311,spielen::V,luaj,brincar
1312,singen::V,këndoj,cantar
1313,tanzen::V,kërcej,bailar
1314,tanzen::V,vallëzoj,bailar
1315,sich trennen::V,ndahem,apartar-se
1316,verlassen::V,braktis,deixar
1317,verlassen::V,braktis,abandonar
1318,retten::V,shpëtoj,salvar
1319,bewachen::V,ruaj,vigiar
1320,bewachen::V,ruaj,guardar
1321,schützen::V,ruaj,proteger
1322,schützen::V,mbroj,proteger
1323,verteidigen::V,mbroj,defender
1324,sich schlagen::V,zihem,brigar
1325,sich schlagen::V,zihem,bater-se
1326,schießen::V,shtie,disparar
1327,siegen::V,fitoj,vencer
1328,siegen::V,ngadhënjej,vencer
1329,ärgern::V,zemëroj,irritar
1330,ärgern::V,zemëroj,aborrecer
1331,schlagen::V,rrah,bater
1332,schlagen::V,godas,bater
1333,treten::V,shtyj,pisar
1334,treten::V,shtyj më këmbë,pisar
1335,stechen::V,ther,picar
1336,stechen::V,shpoj,picar
1337,stoßen::V,shtyj,empurrar
1338,stehlen::V,vjedh,furtar
1339,stören::V,pengoj,perturbar
1340,belästigen::V,bezdis,incomodar
1341,belästigen::V,bezdis,importunar
1342,verbergen::V,fsheh,ocultar
1343,verbergen::V,fsheh,esconder
1344,täuschen::V,mashtroj,iludir
1345,täuschen::V,mashtroj,enganar
1346,betrügen::V,kobis,burlar
1347,betrügen::V,kobis,enganar
1348,töten::V,vras,matar
1349,wohnen::V,banoj,morar
1350,arbeiten::V,punoj,trabalhar
1351,arbeiten::V,vardoj,trabalhar
1352,sammeln::V,mbledh,recolher
1353,sammeln::V,mbledh,coleccionar
1354,sammeln::V,grumbulloj,recolher
1355,sammeln::V,grumbulloj,coleccionar
1356,pflücken::V,vjel,colher
1357,pflücken::V,mbledh,colher
1358,jagen::V,gjuaj,caçar
1359,fischen::V,peshkoj,pescar
1360,fischen::V,gjuaj peshk,pescar
1361,fassen::V,zë,apanhar
1362,hüten::V,kullos,guardar
1363,treiben::V,vë përpara,conduzir
1364,anbinden::V,lidh,atar
1365,füttern::V,grazhdoj,dar de comer a
1366,melken::V,mjel,ordenhar
1367,hacken::V,grij,rachar
1368,gießen::V,ujis,regar
1369,reifen::V,piqem,amadurecer
1370,zubereiten::V,gatuaj,preparar
1371,kochen::V,ziej,cozer
1372,backen::V,pjek,cozer
1373,backen::V,furroj,cozer
1374,braten::V,fërgoj,assar
1375,braten::V,fërgoj,fritar
1376,braten::V,tiganis,assar
1377,braten::V,tiganis,fritar
1378,umrühren::V,trazoj,remexer
1379,stricken::V,thur,tricotar
1380,stricken::V,thur,fazer malha
1381,nähen::V,qep,coser
1382,nähen::V,qep,costurar
1383,färben::V,ngjyej,tingir
1384,färben::V,ngjyej,colorir
1385,färben::V,bojatis,tingir
1386,färben::V,bojatis,colorir
1387,reinigen::V,qëroj,limpar
1388,reinigen::V,qëroj,purificar
1389,reinigen::V,pastroj,limpar
1390,reinigen::V,pastroj,purificar
1391,waschen::V,laj,lavar
1392,waschen::V,finjos,lavar
1393,abwischen::V,fshij,limpar
1394,abwischen::V,fshij,esfregar
1395,spülen::V,kulloj,lavar
1396,spülen::V,kulloj,enxaguar
1397,fegen::V,fshij,varrer
1398,kehren::V,fshij,varrer
1399,baden::V,lahem,banhar
1400,baden::V,lahem,tomar banho
1401,sich waschen::V,lahem,lavar-se
1402,ausziehen::V,heq,despir
1403,ausziehen::V,zbath,despir
1404,anziehen::V,vesh,vestir
1405,anziehen::V,mbath,vestir
1406,sich anziehen::V,vishem,vestir-se
1407,kämmen::V,kreh,pentear
1408,schmücken::V,hijeshoj,adornar
1409,sagen::V,them,dizer
1410,sprechen::V,flas,falar
1411,reden::V,fjalos,falar
1412,reden::V,fjalëtoj,falar
1413,sich unterhalten::V,bisedoj,conversar
1414,fragen::V,pyes,perguntar
1415,bitten::V,lus,pedir
1416,bitten::V,lutem,pedir
1417,erzählen::V,rrëfej,contar
1418,mitteilen::V,kumtoj,comunicar
1419,mitteilen::V,kumtoj,participar
1420,nennen::V,quaj,nomear
1421,nennen::V,quaj,apelidar
1422,rufen::V,thërras,chamar
1423,prahlen::V,mburrem,gabar-se
1424,prahlen::V,mburrem,vangloriar-se
1425,prahlen::V,kapardisem,gabar-se
1426,prahlen::V,kapardisem,vangloriar-se
1427,übersetzen::V,përkthej,traduzir
1428,denken::V,mendoj,pensar
1429,glauben::V,besoj,crer
1430,bemerken::V,vërej,notar
1431,bemerken::V,vërej,observar
1432,erkennen::V,njoh,reconhecer
1433,erkennen::V,shquaj,reconhecer
1434,begreifen::V,marr vesh,apreender
1435,begreifen::V,marr vesh,compreender
1436,verstehen::V,marr vesh,entender
1437,verstehen::V,marr vesh,compreender
1438,lernen::V,mësoj,aprender
1439,wissen::V,di,saber
1440,sich erinnern an::V,kujtoj,lembrar-se de
1441,sich erinnern an::V,kujtoj,recordar-se de
1442,vergessen::V,harroj,esquecer
1443,messen::V,mas,medir
1444,zählen::V,njeh,contar
1445,rechnen::V,llogaris,calcular
1446,lesen::V,lexoj,ler
1447,lesen::V,këndoj,ler
1448,malen::V,lyej,pintar
1449,zeichnen::V,vizatoj,desenhar
1450,schreiben::V,shkruaj,escrever
1451,besitzen::V,kam,possuir
1452,kaufen::V,blej,comprar
1453,verkaufen::V,shes,vender
1454,bezahlen::V,paguaj,pagar
1455,zahlen::V,paguaj,pagar
1456,beherrschen::V,zotëroj,imperar
1457,ertragen::V,duroj,suportar
