,Concept_ID,it,uk
838,zwischen::PRP,fra,між
839,wegen::PRP,a causa di,з-за
840,wegen::PRP,a causa di,через
841,dies::PRN,ciò,це
842,dies::PRN,questo,це
843,das::PRN,ciò,то
844,das::PRN,quello,то
845,alles::PRN,tutto,все
846,ich::PRN,ìo,я
847,du::PRN,tu,ти
848,er::PRN,lui,він
849,er::PRN,egli,він
850,wir::PRN,noi,ми
851,ihr::PRN,voi,ви
852,sie::PRN,loro,вони
853,was::FPRN,che,що
854,was::FPRN,che cosa,що
855,wer::FPRN,chi,хто
856,wo::FADV,dove,де
857,wohin::FADV,dove,куди
858,wie::FADV,come,як
859,warum::FADV,perche,чому
860,wieviel::FNUM,quanto,скільки
861,eins::NUM,uno,один
862,zwei::NUM,due,два
863,drei::NUM,tre,три
864,vier::NUM,quattro,чотири
865,fünf::NUM,cinque,п’ять
866,sechs::NUM,sei,шість
867,sieben::NUM,sette,сім
868,acht::NUM,otto,вісім
869,neun::NUM,nove,дев’ять
870,zehn::NUM,dieci,десять
871,elf::NUM,ùndici,одинадцять
872,zwölf::NUM,dodici,дванадцять
873,zwanzig::NUM,venti,двадцять
874,dreißig::NUM,trenta,тридцять
875,vierzig::NUM,quaranta,сорок
876,fünfzig::NUM,cinquanta,п’ятдесят
877,sechzig::NUM,sessanta,шістдесят
878,siebzig::NUM,settanta,сімдесят
879,achtzig::NUM,ottanta,вісімдесят
880,neunzig::NUM,novanta,дев’яносто
881,hundert::NUM,cento,сто
882,tausend::NUM,mille,тисяча
883,und::CNJ,e,і
884,oder::CNJ,o,або
885,stehen::V,stare in piedi,стояти
886,sitzen::V,sedere,сидіти
887,sitzen::V,stare seduto,сидіти
888,liegen::V,giacere,лежати
889,hängen::V,pèndere,висіти
890,hängen::V,èssere appeso,висіти
891,werden::V,farsi,стати
892,werden::V,farsi,робитися
893,werden::V,diventare,стати
894,werden::V,diventare,робитися
895,passieren::V,succèdere,трапитися
896,beginnen::V,cominciare,початися
897,enden::V,finire,кінчитися
898,enden::V,terminare,кінчитися
899,wechseln::V,variare,мінятися
900,wechseln::V,cambiare,мінятися
901,aufgehen[Sonne]::V,sòrgere,зійти
902,aufgehen[Sonne]::V,spuntare,зійти
903,untergehen[Sonne]::V,tramontare,зайти
904,scheinen[Sonne]::V,splèndere,світити
905,donnern::V,tonare,гриміти
906,wehen::V,soffiare,віяти
907,strömen::V,fluire,литися
908,fließen::V,fluire,текти
909,fließen::V,scorrere,текти
910,sich drehen::V,girarsi,обертатися
911,schwanken::V,oscillare,коливатися
912,schwanken::V,barcollare,коливатися
913,schwingen::V,vibrare,хитатися
914,schwingen::V,vibrare,гойдатися
915,schwingen::V,oscillare,хитатися
916,schwingen::V,oscillare,гойдатися
917,fallen::V,cadere,падати
918,brennen::V,àrdere,горіти
919,brennen::V,bruciare,горіти
920,rauchen::V,fumare,диміти
921,regnen::V,piòvere,дощити
922,gefrieren::V,gelarsi,змерзнути
923,gefrieren::V,congelarsi,змерзнути
924,tauen::V,sciògliersi,танути
925,schmelzen::V,fòndere,плавитися
926,schmelzen::V,sciògliersi,плавитися
927,trocknen::V,asciugarsi,сохнути
928,sieden::V,bollire,кипіти
929,faulen::V,marcire,гнити
930,verfaulen::V,imputridire,згнити
931,reißen::V,strapparsi,рватися
932,versinken::V,affondare,тонути
933,vergehen::V,passare,проходити
934,erscheinen::V,apparire,з’явитися
935,erscheinen::V,comparire,з’явитися
936,verschwinden::V,sparire,щезнути
937,verschwinden::V,sparire,зникнути
938,verschwinden::V,scomparire,щезнути
939,verschwinden::V,scomparire,зникнути
940,sinken::V,calare,спадати
941,sinken::V,scendere,спадати
942,abnehmen::V,diminuire,поменшитися
943,zunehmen::V,aumentare,збільшуватися
944,steigen::V,salire,підніматися
945,steigen::V,montare,підніматися
946,wachsen::V,crescere,рости
947,glänzen::V,splèndere,блищати
948,funkeln::V,brillare,блискати
949,funkeln::V,scintillare,блискати
950,lärmen::V,strepitare,шуміти
951,lärmen::V,fare chiasso,шуміти
952,läuten::V,suonare,дзвонити
953,klingeln::V,suonare,дзвонити
954,klirren::V,tintinnare,дзвякати
955,brausen::V,rombare,бушувати
956,brausen::V,rumoreggiare,бушувати
957,rauschen::V,frusciare,шелестіти
958,klingen::V,suonare,лунати
959,klingen::V,suonare,звучати
960,bellen::V,latrare,гавкати
961,bellen::V,abbaiare,гавкати
962,heulen::V,urlare,вити
963,heulen::V,ululare,вити
964,blasen::V,soffiare,дунути
965,pfeifen::V,fischiare,свистіти
966,schreien::V,gridare,кричати
967,stöhnen::V,gèmere,стогнати
968,zittern::V,tremare,тремтіти
969,leben::V,vìvere,жити
970,geboren werden::V,nàscere,народитися
971,atmen::V,respirare,дихати
972,trinken::V,bere,пити
973,essen::V,mangiare,їсти
974,schlucken::V,inghiottire,ковтати
975,müde werden::V,stancarsi,втомитися
976,einschlafen::V,addormentarsi,заснути
977,schlafen::V,dormire,спати
978,aufwachen::V,svegliarsi,прокинутися
979,aufstehen::V,levarsi,встати
980,sich erholen::V,riposarsi,відпочивати
981,krank werden::V,ammalarsi,захворіти
982,krank sein::V,èssere malato,хворіти
983,schmerzen::V,dolere,боліти
984,husten::V,tossire,кашляти
985,genesen::V,guarire,одужати
986,genesen::V,guarire,видужати
987,sterben::V,morire,померти
988,umkommen::V,perire,згинути
989,sich bewegen::V,agitarsi,рухатися
990,sich rühren::V,muòversi,ворушитися
991,sich erheben::V,alzarsi,встати
992,sich setzen::V,sedersi,сісти
993,hinfallen::V,cadere,упасти
994,laufen::V,camminare,ходити
995,laufen::V,andare a piedi,ходити
996,schreiten::V,andare,крокувати
997,schreiten::V,procedere,крокувати
998,spazierengehen::V,passeggiare,гуляти
999,spazierengehen::V,andare a passeggio,гуляти
1000,eilen::V,andare in fretta,спішити
1001,sich beeilen::V,affrettarsi,поспішати
1002,sausen::V,volare,мчатися
1003,sausen::V,correre,мчатися
1004,rennen::V,correre,бігати
1005,springen::V,saltare,скакати
1006,springen::V,saltare,стрибати
1007,klettern::V,arrampicarsi,лазити
1008,schaukeln::V,fare l'altalena,гойдатися
1009,kriechen::V,strisciare,повзати
1010,schwimmen::V,nuotare,пливти
1011,schwimmen::V,nuotare,плавати
1012,tauchen::V,tuffarsi,пірнати
1013,tauchen::V,immèrgersi,пірнати
1014,rudern::V,remare,гребти
1015,rudern::V,remare,веслувати
1016,fahren::V,andare,їхати
1017,fahren::V,viaggiare,їхати
1018,fliegen::V,volare,літати
1019,gehen::V,andare,іти
1020,weggehen::V,andàrsene,піти
1021,weggehen::V,andare via,піти
1022,abfahren::V,partire,від’їхати
1023,abfahren::V,partire,відправитися
1024,anhalten::V,fermarsi,зупинитися
1025,hineingehen::V,entrare,входити
1026,eintreten::V,entrare,увійти
1027,kommen::V,venire,прийти
1028,ankommen::V,arrivare,прибути
1029,zurückkommen::V,ritornare,повернутися
1030,bleiben::V,restare,залишитися
1031,bleiben::V,rimanere,залишитися
1032,warten::V,aspettare,чекати
1033,erwarten::V,attèndere,чекати
1034,suchen::V,cercare,шукати
1035,finden::V,trovare,знайти
1036,versuchen::V,tentare,випробовувати
1037,vorbereiten::V,preparare,підготувати
1038,lieben::V,amare,любити
1039,mögen::V,piacere a,любити
1040,mögen::V,piacere a,подобатися
1041,mögen::V,volere bene a,любити
1042,mögen::V,volere bene a,подобатися
1043,lachen::V,rìdere,сміятися
1044,rühren::V,commuòvere,розчулити
1045,weinen::V,piàngere,плакати
1046,schimpfen::V,imprecare,лаятися
1047,sich ärgern::V,stizzirsi,сердитися
1048,sich ärgern::V,arrabbiarsi,сердитися
1049,sich fürchten::V,avere paura,боятися
1050,fürchten::V,temere,боятися
1051,fliehen::V,fuggire,тікати
1052,flüchten::V,sfuggire,утекти
1053,sehen::V,vedere,бачити
1054,anschauen::V,guardare,поглянути
1055,ansehen::V,guardare,дивитися на
1056,hören::V,udire,чути
1057,hören::V,sentire,чути
1058,zuhören::V,ascoltare,слухати
1059,probieren::V,degustare,покуштувати
1060,probieren::V,assaggiare,покуштувати
1061,riechen::V,sentire,нюхати
1062,fühlen::V,sentire,відчувати
1063,scheinen::V,parere,здаватися
1064,scheinen::V,sembrare,здаватися
1065,zu sehen sein::V,vedersi,виднітися
1066,vernehmen::V,sentire,почути
1067,vernehmen::V,percepire,почути
1068,frieren::V,aver freddo,мерзнути
1069,tun::V,fare,робити
1070,können::V,sapere,могти
1071,wollen::V,volere,хотіти
1072,anfangen::V,iniziare,почати
1073,anfangen::V,cominciare,почати
1074,beenden::V,finire,закінчити
1075,beenden::V,terminare,закінчити
1076,aufhören::V,finire,перестати
1077,aufhören::V,cessare,перестати
1078,gelingen::V,riuscire,вдатися
1079,geraten::V,stare,опинитися
1080,öffnen::V,aprire,відкрити
1081,schließen::V,chiùdere,закрити
1082,stellen::V,porre,поставити
1083,stellen::V,mettere,поставити
1084,setzen::V,porre,посадити
1085,setzen::V,mettere,посадити
1086,legen::V,posare,класти
1087,legen::V,mettere,класти
1088,berühren::V,toccare,чіпати
1089,verbinden::V,unire,зв’язати
1090,verbinden::V,congiùngere,зв’язати
1091,bedecken::V,coprire,покрити
1092,bedecken::V,ricoprire,покрити
1093,aufhängen::V,attaccare,повісити
1094,anzünden::V,accèndere,запалити
1095,anzünden::V,incendiare,запалити
1096,aufheben::V,raccògliere,підняти
1097,zurücklassen::V,lasciare,залишити
1098,zurücklassen::V,lasciare indietro,залишити
1099,verlieren::V,pèrdere,загубити
1100,fallen lassen::V,lasciare cadere,упустити
1101,machen::V,fare,зробити
1102,herstellen::V,produrre,виготовити
1103,herstellen::V,fabbricare,виготовити
1104,bauen::V,costruire,будувати
1105,reparieren::V,riparare,лагодити
1106,verbessern::V,migliorare,поліпшити
1107,ändern::V,mutare,змінити
1108,ändern::V,cambiare,змінити
1109,graben::V,scavare,копати
1110,beugen::V,chinare,зігнути
1111,beugen::V,flettere,зігнути
1112,biegen::V,tòrcere,погнути
1113,drehen::V,girare,вертіти
1114,wenden::V,girare,повернути
1115,wenden::V,voltare,повернути
1116,umdrehen::V,rivoltare,перевернути
1117,heben::V,levare,піднімати
1118,hochheben::V,levare,підняти
1119,hochheben::V,sollevare,підняти
1120,ergreifen::V,afferrare,схопити
1121,halten::V,tenere,тримати
1122,drücken::V,premere,натискати
1123,schieben::V,spìngere,пхати
1124,schieben::V,spìngere,штовхати
1125,kratzen::V,grattare,шкребти
1126,kratzen::V,graffiare,шкребти
1127,lecken::V,leccare,лизати
1128,beißen::V,mòrdere,кусати
1129,abreißen::V,staccarsi,відірвати
1130,abreißen::V,strapparsi,відірвати
1131,abschneiden::V,tagliare,відрізати
1132,binden::V,legare,в’язати
1133,binden::V,bendare,в’язати
1134,stecken::V,ficcare,увіткнути
1135,brechen::V,rompere,зламати
1136,klopfen::V,bàttere,стукати
1137,hauen::V,picchiare,бити
1138,kleben::V,incollare,клеїти
1139,reiben::V,fregare,терти
1140,streichen::V,spalmare,намазати
1141,schleifen::V,arrotare,точити
1142,schneiden::V,tagliare,різати
1143,rütteln::V,scuòtere,хитати
1144,schütteln::V,agitare,трясти
1145,schütteln::V,scuòtere,трясти
1146,schwenken::V,agitare,махати
1147,schwenken::V,sventolare,махати
1148,schütten::V,versare,налити
1149,füllen::V,riempire,наповнити
1150,einwickeln::V,involtare,загорнути
1151,tragen::V,portare,нести
1152,schleppen::V,trainare,тягти
1153,schleppen::V,trascinare,тягти
1154,ziehen::V,tirare,тягнути
1155,aufbewahren::V,custodire,зберігати
1156,aufbewahren::V,conservare,зберігати
1157,werfen::V,gettare,кидати
1158,werfen::V,lanciare,кидати
1159,fangen::V,prèndere,ловити
1160,fangen::V,acchiappare,ловити
1161,packen::V,pigliare,схопити
1162,packen::V,afferrare,схопити
1163,verstecken::V,nascondere,сховати
1164,teilen::V,divìdere,розділити
1165,schicken::V,inviare,посилати
1166,bringen::V,portare,принести
1167,bringen::V,apportare,принести
1168,hinzufügen::V,aggiùngere,додати
1169,bekommen::V,ricevere,дістати
1170,erhalten::V,ricevere,одержати
1171,nehmen::V,prèndere,взяти
1172,wählen::V,elèggere,вибрати
1173,wählen::V,scegliere,вибрати
1174,auswählen::V,scegliere,відібрати
1175,bewahren::V,conservare,зберегти
1176,behindern::V,impedire,перешкоджати
1177,verderben::V,guastare,зіпсувати
1178,beschädigen::V,danneggiare,зашкодити
1179,zerbrechen::V,rompere,розбити
1180,zerbrechen::V,spezzare,розбити
1181,zerreißen::V,stracciare,розірвати
1182,zerstören::V,distrùggere,зруйнувати
1183,verbrennen::V,bruciare,спалити
1184,geben::V,dare,дати
1185,reichen::V,pòrgere,передати
1186,schenken::V,regalare,дарувати
1187,versprechen::V,promettere,обіцяти
1188,wünschen::V,augurare,бажати
1189,loben::V,lodare,хвалити
1190,küssen::V,baciare,цілувати
1191,wiegen::V,cullare,качати
1192,wiegen::V,dondolare,качати
1193,zudecken::V,coprire,накрити
1194,wecken::V,svegliare,розбудити
1195,zeigen::V,indicare,показати
1196,führen::V,guidare,вести
1197,führen::V,condurre,вести
1198,lehren::V,insegnare,вчити
1199,unterrichten::V,istruire,викладати
1200,unterrichten::V,insegnare,викладати
1201,aufziehen::V,allevare,виховати
1202,leiten::V,avviare,керувати
1203,leiten::V,dirìgere,керувати
1204,antreiben::V,incitare,підганяти
1205,lassen::V,fare,змусити
1206,einladen::V,invitare,запросити
1207,vereinigen::V,unire,об’єднати
1208,besuchen::V,visitare,завітати
1209,besuchen::V,visitare,відвідати
1210,besuchen::V,far vìsita a,завітати
1211,besuchen::V,far vìsita a,відвідати
1212,treffen::V,incontrare,зустріти
1213,sich versammeln::V,rinunirsi,зібратися
1214,spielen::V,giocare,грати
1215,singen::V,cantare,співати
1216,tanzen::V,danzare,танцювати
1217,sich trennen::V,separarsi,розлучитися
1218,verlassen::V,lasciare,покинути
1219,verlassen::V,abbandonare,покинути
1220,retten::V,salvare,врятувати
1221,bewachen::V,custodire,охороняти
1222,schützen::V,protèggere,уберігати
1223,verteidigen::V,difèndere,захистити
1224,sich schlagen::V,bàttersi,битися
1225,sich schlagen::V,bàttersi,дратися
1226,schießen::V,sparare,стріляти
1227,siegen::V,vìncere,перемогти
1228,ärgern::V,stizzire,сердити
1229,schlagen::V,bàttere,ударити
1230,treten::V,calciare,штовхати
1231,stechen::V,pùngere,вколоти
1232,stoßen::V,urtare,штовхнути
1233,stoßen::V,spìngere,штовхнути
1234,stehlen::V,rubare,украсти
1235,stören::V,disturbare,перешкодити
1236,belästigen::V,molestare,докучати
1237,belästigen::V,importunare,докучати
1238,verbergen::V,celare,сховати
1239,verbergen::V,nascondere,сховати
1240,täuschen::V,ingannare,обдурити
1241,betrügen::V,frodare,зшахраювати
1242,betrügen::V,truffare,зшахраювати
1243,töten::V,uccìdere,убити
1244,wohnen::V,abitare,жити
1245,wohnen::V,abitare,мешкати
1246,arbeiten::V,lavorare,працювати
1247,sammeln::V,raccògliere,зібрати
1248,sammeln::V,collezionare,зібрати
1249,pflücken::V,cògliere,зривати
1250,jagen::V,cacciare,полювати
1251,fischen::V,pescare,рибалити
1252,fassen::V,catturare,піймати
1253,fassen::V,acchiappare,піймати
1254,hüten::V,pascolare,пасти
1255,treiben::V,spìngere,гнати
1256,anbinden::V,legare,прив’язати
1257,anbinden::V,attaccare,прив’язати
1258,füttern::V,dar da mangiare a,годувати
1259,füttern::V,dar da mangiare a,харчувати
1260,melken::V,mùngere,доїти
1261,hacken::V,tritare,рубати
1262,hacken::V,spaccare,рубати
1263,gießen::V,annaffiare,полити
1264,reifen::V,maturare,дозріти
1265,zubereiten::V,preparare,зготовити
1266,zubereiten::V,preparare,приготувати
1267,kochen::V,cuòcere,варити
1268,kochen::V,cuòcere,готувати
1269,backen::V,cuòcere,пекти
1270,backen::V,cuòcere al forno,пекти
1271,braten::V,frìggere,смажити
1272,braten::V,arrostire,смажити
1273,umrühren::V,mescolare,переміщати
1274,stricken::V,llavorare a maglia,в’язати
1275,nähen::V,cucire,шити
1276,färben::V,tìngere,пофарбувати
1277,reinigen::V,pulire,очистити
1278,reinigen::V,nettare,очистити
1279,waschen::V,lavare,мити
1280,abwischen::V,asciugare,витерти
1281,spülen::V,lavare,полоскати
1282,spülen::V,sciacquare,полоскати
1283,fegen::V,spazzare,підмітати
1284,kehren::V,spazzare,мести
1285,baden::V,bagnarsi,купатися
1286,baden::V,fare il bagno,купатися
1287,sich waschen::V,lavarsi,митися
1288,ausziehen::V,tògliersi,зняти
1289,anziehen::V,mettersi,надіти
1290,anziehen::V,indossare,надіти
1291,sich anziehen::V,vestirsi,одягтися
1292,sich anziehen::V,vestirsi,одягнутися
1293,kämmen::V,pettinare,зачесати
1294,schmücken::V,ornare,оздобити
1295,schmücken::V,decorare,оздобити
1296,sagen::V,dire,сказати
1297,sprechen::V,parlare,говорити
1298,reden::V,parlare,розмовляти
1299,sich unterhalten::V,conversare,бесідувати
1300,fragen::V,chièdere,запитати
1301,fragen::V,domandare,запитати
1302,bitten::V,pregare,просити
1303,erzählen::V,narrare,розповісти
1304,erzählen::V,raccontare,розповісти
1305,mitteilen::V,comunicare,повідомити
1306,nennen::V,nominare,назвати
1307,rufen::V,chiamare,кликати
1308,prahlen::V,vantarsi,хвалитися
1309,übersetzen::V,tradurre,перекласти
1310,denken::V,pensare,думати
1311,denken::V,pensare,мислити
1312,glauben::V,credere,вірити
1313,bemerken::V,notare,помітити
1314,bemerken::V,osservare,помітити
1315,erkennen::V,riconoscere,пізнати
1316,begreifen::V,capire,осягнути
1317,begreifen::V,comprèndere,осягнути
1318,verstehen::V,intèndere,почути
1319,verstehen::V,comprèndere,почути
1320,lernen::V,imparare,навчатися
1321,lernen::V,apprèndere,навчатися
1322,wissen::V,sapere,знати
1323,sich erinnern an::V,ricordare,пам’ятати
1324,sich erinnern an::V,ricordarsi di,пам’ятати
1325,vergessen::V,dimenticare,забути
1326,messen::V,misurare,міряти
1327,zählen::V,contare,лічити
1328,rechnen::V,contare,рахувати
1329,rechnen::V,calcolare,рахувати
1330,lesen::V,lèggere,читати
1331,malen::V,dipìngere,малювати
1332,zeichnen::V,disegnare,рисувати
1333,schreiben::V,scrìvere,писати
1334,besitzen::V,possedere,мати
1335,kaufen::V,comprare,купити
1336,kaufen::V,acquistare,купити
1337,verkaufen::V,vendere,продати
1338,bezahlen::V,pagare,заплатити
1339,zahlen::V,pagare,платити
1340,beherrschen::V,dominare,володіти
1341,ertragen::V,sopportare,витерпіти
