,Concept_ID,et,sk
835,hinauf::ADV,üles,navrch
836,überall::ADV,kõikjal,všade
837,nicht::ADV,ei,nie
838,nicht::ADV,mitte,nie
839,ein wenig::ADV,veidi,trocha
840,ein wenig::ADV,natuke,trocha
841,kaum::ADV,vaevalt,ledva
842,sehr::ADV,väga,veľmi
843,so::ADV,nii,tak
844,so::ADV,nii,takto
845,noch::ADV,veel,ešte
846,nur::ADV,ainult,len
847,schon::ADV,juba,už
848,wieder::ADV,jälle,zasa
849,vergebens::ADV,asjata,márne
850,vergebens::ADV,asjata,nadarmo
851,vor::PRP,ees,pred
852,hinter::PRP,taha,za
853,unter::PRP,all,pod
854,durch::PRP,läbi,cez
855,durch::PRP,kaudu,cez
856,neben::PRP,kõrval,pri
857,neben::PRP,kõrval,vedľa
858,zwischen::PRP,vahel,medzi
859,wegen::PRP,tõttu,pre
860,wegen::PRP,tõttu,kvôli
861,wegen::PRP,pärast,pre
862,wegen::PRP,pärast,kvôli
863,dies::PRN,see,to
864,dies::PRN,see,táto
865,das::PRN,see,to
866,alles::PRN,kõik,všetko
867,ich::PRN,mina,ja
868,du::PRN,sina,ty
869,er::PRN,tema,on
870,wir::PRN,me,my
871,ihr::PRN,te,vy
872,sie::PRN,nad,oni
873,was::FPRN,mis,čo
874,wer::FPRN,kes,kto
875,wo::FADV,kus,kde
876,wohin::FADV,kuhu,kam
877,wie::FADV,kuidas,ako
878,warum::FADV,miks,prečo
879,wieviel::FNUM,mitu,koľko
880,wieviel::FNUM,kui palju,koľko
881,eins::NUM,üks,jeden
882,zwei::NUM,kaks,dva
883,drei::NUM,kolm,tri
884,vier::NUM,neli,štyri
885,fünf::NUM,viis,päť
886,sechs::NUM,kuus,šesť
887,sieben::NUM,seitse,sedem
888,acht::NUM,kaheksa,osem
889,neun::NUM,üheksa,deväť
890,zehn::NUM,kümme,desať
891,elf::NUM,üksteist,jedenásť
892,zwölf::NUM,kaksteist,dvanásť
893,zwanzig::NUM,kakskümmend,dvadsať
894,dreißig::NUM,kolmkümmend,tridsať
895,vierzig::NUM,nelikümmend,štyridsať
896,fünfzig::NUM,viiskümmend,päťdesiat
897,sechzig::NUM,kuuskümmend,šesťdesiat
898,siebzig::NUM,seitsekümmend,sedemdesiat
899,achtzig::NUM,kaheksakümmend,osemdesiat
900,neunzig::NUM,üheksakümmend,deväťdesiat
901,hundert::NUM,sada,sto
902,tausend::NUM,tuhat,tisíc
903,und::CNJ,ja,i
904,oder::CNJ,või,alebo
905,stehen::V,seisma,stáť
906,sitzen::V,istuma,sedieť
907,liegen::V,lamama,ležať
908,hängen::V,rippuma,visieť
909,werden::V,saama,stať sa
910,werden::V,hakkama,stať sa
911,passieren::V,juhtuma,stať sa
912,beginnen::V,algama,začať sa
913,beginnen::V,hakkama,začať sa
914,enden::V,lõppema,končiť sa
915,wechseln::V,vahelduma,meniť sa
916,aufgehen[Sonne]::V,tõusma,vychádzať
917,untergehen[Sonne]::V,loojuma,zapadnúť
918,scheinen[Sonne]::V,paistma,svietiť
919,donnern::V,kõmisema,hrmieť
920,wehen::V,puhuma,viať
921,strömen::V,voolama,prúdiť
922,fließen::V,voolama,tiecť
923,sich drehen::V,pöörduma,točiť sa
924,sich drehen::V,pöörduma,krútiť sa
925,schwanken::V,kõikuma,kolísať
926,schwanken::V,kõikuma,klátiť sa
927,schwingen::V,võnkuma,kývať sa
928,schwingen::V,võnkuma,chvieť sa
929,fallen::V,langema,padať
930,brennen::V,põlema,páliť
931,brennen::V,põlema,horieť
932,rauchen::V,suitsema,dymiť sa
933,regnen::V,sadama,pršať
934,gefrieren::V,kinni külmuma,zamrznút
935,tauen::V,sulama,taviť sa
936,schmelzen::V,sulama,taviť sa
937,trocknen::V,kuivama,schnúť
938,sieden::V,keema,vrieť
939,faulen::V,mädanema,hniť
940,verfaulen::V,mädanema,zhniť
941,reißen::V,rebenema,pretrhnúť sa
942,versinken::V,uppuma,zapadnúť
943,versinken::V,uppuma,potopiť sa
944,vergehen::V,mööduma,plynúť
945,erscheinen::V,ilmuma,objaviť sa
946,verschwinden::V,kaduma,zmiznúť
947,sinken::V,vajuma,klesať
948,sinken::V,langema,klesať
949,abnehmen::V,vähenema,ubúdať
950,abnehmen::V,kahenema,ubúdať
951,zunehmen::V,kasvama,pribúdať
952,steigen::V,tõusma,stúpať
953,steigen::V,üles minema,stúpať
954,wachsen::V,kasvama,rásť
955,glänzen::V,läikimä,jagať sa
956,glänzen::V,läikimä,lesknúť sa
957,funkeln::V,sädelema,iskriť sa
958,lärmen::V,lärmama,lomoziť
959,läuten::V,helisema,cengať
960,klingeln::V,helisema,zvoniť
961,klirren::V,kõlisema,rinčať
962,brausen::V,kohisema,hučať
963,rauschen::V,kohisema,šumieť
964,klingen::V,kõlama,znieť
965,klingen::V,kõlama,zvoniť
966,bellen::V,haukuma,štekať
967,bellen::V,haukuma,brechať
968,heulen::V,uluma,vyť
969,blasen::V,puhuma,duť
970,blasen::V,puhuma,fúkať
971,pfeifen::V,vilistama,pískať
972,pfeifen::V,vilistama,hvízdať
973,schreien::V,karjuma,kričať
974,stöhnen::V,oigama,stenať
975,zittern::V,värisema,triasť sa
976,leben::V,elama,žiť
977,leben::V,elus olema,žiť
978,geboren werden::V,sündima,narodiť sa
979,atmen::V,hingama,dýchať
980,trinken::V,jooma,piť
981,essen::V,sööma,jesť
982,schlucken::V,neelama,zhltnuť
983,müde werden::V,väsima,unaviť sa
984,einschlafen::V,uinuma,usnúť
985,einschlafen::V,uinuma,zaspať
986,schlafen::V,magama,spať
987,aufwachen::V,ärkama,zobudiť sa
988,aufstehen::V,ärkama,vstať
989,aufstehen::V,üles tõusma,vstať
990,sich erholen::V,puhkama,zotavovať sa
991,sich erholen::V,puhkama,oddýchovať si
992,krank werden::V,haigestuma,ochorieť
993,krank werden::V,haigeks jääma,ochorieť
994,krank sein::V,haige olema,chorieť
995,krank sein::V,haige olema,byť chorý
996,schmerzen::V,valutama,bolieť
997,husten::V,köhima,kašľať
998,genesen::V,toibuma,uzdraviť sa
999,sterben::V,surema,umrieť
1000,sterben::V,surema,zomrieť
1001,umkommen::V,surma saama,zahynúť
1002,sich bewegen::V,liikuma,pohybovať sa
1003,sich rühren::V,liikuma,hnúť sa
1004,sich erheben::V,kerkima,zdvihnúť sa
1005,sich setzen::V,istet võtma,sadnúť si
1006,hinfallen::V,kukkuma,spadnúť
1007,hinfallen::V,maha kukkuma,spadnúť
1008,laufen::V,kõndima,bežať
1009,schreiten::V,astuma,kráčať
1010,spazierengehen::V,jalutama,prechádzať sa
1011,eilen::V,ruttama,súriť
1012,eilen::V,kiirustama,súriť
1013,sich beeilen::V,ruttama,ponáhľať sa
1014,sich beeilen::V,kiirustama,ponáhľať sa
1015,sausen::V,kihutama,hučať
1016,sausen::V,tormama,hučať
1017,rennen::V,jooksma,bežať
1018,rennen::V,kihutama,bežať
1019,springen::V,hüppama,skákať
1020,klettern::V,ronima,liezť
1021,schaukeln::V,kiikuma,húpať
1022,schaukeln::V,kiikuma,hojdať
1023,kriechen::V,roomama,liezť
1024,kriechen::V,roomama,plaziť sa
1025,schwimmen::V,ujuma,plávať
1026,tauchen::V,sukelduma,ponoriť sa
1027,rudern::V,sõudma,veslovať
1028,fahren::V,sõitma,ísť
1029,fahren::V,sõitma,jazdiť
1030,fliegen::V,lendama,letieť
1031,gehen::V,käima,ísť
1032,gehen::V,minema,ísť
1033,weggehen::V,ära minema,odísť
1034,weggehen::V,ära minema,odchádzať
1035,weggehen::V,välja minema,odísť
1036,weggehen::V,välja minema,odchádzať
1037,abfahren::V,väljuma,odcestovať
1038,abfahren::V,ära sõitma,odcestovať
1039,anhalten::V,peatuma,zadržať sa
1040,anhalten::V,peatuma,zastaviť sa
1041,hineingehen::V,sisenema,vchádzať
1042,hineingehen::V,sisse minema,vchádzať
1043,eintreten::V,sisenema,vojsť
1044,eintreten::V,sisenema,vstúpiť
1045,eintreten::V,sisse astuma,vojsť
1046,eintreten::V,sisse astuma,vstúpiť
1047,kommen::V,tulema,prísť
1048,ankommen::V,saabuma,prísť
1049,ankommen::V,saabuma,doraziť
1050,zurückkommen::V,tagasi tulema,vrátiť sa
1051,bleiben::V,jääma,ostať
1052,bleiben::V,jääma,zostať
1053,warten::V,ootama,čakať
1054,erwarten::V,ootama,očakávať
1055,erwarten::V,lootma,očakávať
1056,suchen::V,otsima,hľadať
1057,finden::V,leidma,nájsť
1058,versuchen::V,püüdma,skúsiť
1059,versuchen::V,püüdma,pokúsiť sa
1060,versuchen::V,üritama,skúsiť
1061,versuchen::V,üritama,pokúsiť sa
1062,versuchen::V,katsetama,skúsiť
1063,versuchen::V,katsetama,pokúsiť sa
1064,vorbereiten::V,valmistama,pripraviť
1065,lieben::V,armastama,ľúbiť
1066,lieben::V,armastama,milovať
1067,mögen::V,sallima,mať rád
1068,mögen::V,meeldima,mať rád
1069,lachen::V,naerma,smiať sa
1070,rühren::V,liigutama,dojať
1071,rühren::V,heldima panema,dojať
1072,weinen::V,nutma,plakať
1073,schimpfen::V,sõimama,nadávať
1074,sich ärgern::V,ärrituma,hnevať sa
1075,sich ärgern::V,ärrituma,zlostiť sa
1076,sich ärgern::V,vihastuma,hnevať sa
1077,sich ärgern::V,vihastuma,zlostiť sa
1078,sich fürchten::V,kartma,báť sa
1079,sich fürchten::V,hirmu tundma,báť sa
1080,fürchten::V,kartma,báť sa
1081,fliehen::V,põgenema,utekať
1082,flüchten::V,põgenema,utiecť
1083,sehen::V,nägema,vidieť
1084,anschauen::V,vaatama,pozrieť sa na
1085,ansehen::V,vaatama,pozrieť
1086,hören::V,kuulma,počúvať
1087,zuhören::V,kuulama,počúvať
1088,probieren::V,proovima,ochutnať
1089,riechen::V,nuusutama,ňuchať
1090,fühlen::V,tundma,cítiť
1091,fühlen::V,tundma,pociťovať
1092,scheinen::V,näida,zdať sa
1093,scheinen::V,ilmuda,zdať sa
1094,zu sehen sein::V,ilmuma,byť vidieť
1095,vernehmen::V,üle kuulama,počuť
1096,frieren::V,külmetada,mrznúť
1097,frieren::V,külmetada,oziabať
1098,tun::V,tegema,robiť
1099,können::V,võima,môcť
1100,können::V,oskama,môcť
1101,wollen::V,tahtma,chcieť
1102,anfangen::V,hakkama,začať
1103,anfangen::V,alustama,začať
1104,beenden::V,lõpetama,skončiť
1105,aufhören::V,lakkama,prestať
1106,gelingen::V,õnnestuma,podariť sa
1107,geraten::V,jõudma,dariť sa
1108,öffnen::V,avama,otvoriť
1109,schließen::V,sulgema,zavrieť
1110,stellen::V,panema,postaviť
1111,stellen::V,asetama,postaviť
1112,setzen::V,panema,posadiť
1113,legen::V,panema,klásť
1114,legen::V,panema,položiť
1115,legen::V,asetama,klásť
1116,legen::V,asetama,položiť
1117,berühren::V,riivama,dotykať sa
1118,berühren::V,puudutama,dotykať sa
1119,verbinden::V,ühendama,spojiť
1120,bedecken::V,katma,pokryť
1121,aufhängen::V,riputama,zavesiť
1122,anzünden::V,süütama,zapáliť
1123,aufheben::V,üles tõstma,zdvihnúť
1124,zurücklassen::V,jätma,zanechať
1125,verlieren::V,kaotama,stratiť
1126,fallen lassen::V,maha pillama,pustiť
1127,fallen lassen::V,kukkuda laskma,pustiť
1128,machen::V,tegema,robiť
1129,herstellen::V,valmistama,vyrobiť
1130,bauen::V,ehitama,stavať
1131,bauen::V,ehitama,budovať
1132,reparieren::V,parandama,opraviť
1133,verbessern::V,parandama,zlepšiť
1134,ändern::V,muutma,zmeniť
1135,ändern::V,muutma,preinačiť
1136,ändern::V,ümber tegema,zmeniť
1137,ändern::V,ümber tegema,preinačiť
1138,graben::V,kaevama,ryť
1139,graben::V,kaevama,kopať
1140,beugen::V,painutama,ohnúť
1141,biegen::V,painutama,ohnúť
1142,drehen::V,keerama,točiť
1143,drehen::V,keerama,krútiť
1144,wenden::V,ümber pöörama,obrátiť
1145,wenden::V,ümber pöörama,prevrátiť
1146,umdrehen::V,ümber keerama,otočiť
1147,umdrehen::V,ümber keerama,obrátiť
1148,heben::V,tõstma,dvíhať
1149,heben::V,tõstma,povzniesť
1150,hochheben::V,üles tõstma,zdvihnúť
1151,hochheben::V,kõrgele tõstma,zdvihnúť
1152,ergreifen::V,haarama,uchopiť sa
1153,halten::V,hoidma,držať
1154,drücken::V,pigistama,tisnúť
1155,schieben::V,lükkama,posunovať
1156,kratzen::V,kraapima,škrabať
1157,lecken::V,lakkuma,lízať
1158,beißen::V,purema,kúsať
1159,beißen::V,hammustama,kúsať
1160,abreißen::V,rebima,odtrhnúť
1161,abreißen::V,ära rebima,odtrhnúť
1162,abschneiden::V,ära lõikama,odrezať
1163,abschneiden::V,ära lõikama,odkrojiť
1164,binden::V,siduma,zaviazať
1165,binden::V,siduma,priviazať
1166,stecken::V,pistma,strčiť
1167,brechen::V,murdma,zlomiť
1168,klopfen::V,koputama,tĺcť
1169,klopfen::V,koputama,klopať
1170,hauen::V,lööma,nabiť
1171,kleben::V,kleepima,lepiť
1172,kleben::V,kleepima,nalepiť
1173,reiben::V,hõõruma,trieť
1174,streichen::V,silitama,namazať
1175,schleifen::V,lihvima,ostríť
1176,schleifen::V,teritama,ostríť
1177,schneiden::V,lõikama,rezať
1178,schneiden::V,lõikama,strihať
1179,rütteln::V,raputama,triasť
1180,rütteln::V,raputama,lomcovať
1181,schütteln::V,raputama,triasť
1182,schütteln::V,raputama,potriasť
1183,schütteln::V,loksutama,triasť
1184,schütteln::V,loksutama,potriasť
1185,schwenken::V,vehkima,mávať
1186,schwenken::V,lehvitama,mávať
1187,schütten::V,kallama,sypať
1188,füllen::V,täitma,plniť
1189,einwickeln::V,sisse mähkima,zabaliť
1190,tragen::V,kandma,niesť
1191,schleppen::V,tassima,vliecť
1192,schleppen::V,lohistama,vliecť
1193,ziehen::V,vedama,ťahať
1194,ziehen::V,tõmbama,ťahať
1195,aufbewahren::V,säilitama,uložiť
1196,aufbewahren::V,säilitama,uschovať
1197,aufbewahren::V,alal hoidma,uložiť
1198,aufbewahren::V,alal hoidma,uschovať
1199,werfen::V,viskama,hodiť
1200,werfen::V,viskama,vrhnúť
1201,fangen::V,püüdma,chytať
1202,packen::V,kinni haarama,baliť
1203,packen::V,kinni haarama,chytiť
1204,packen::V,kinni võtma,baliť
1205,packen::V,kinni võtma,chytiť
1206,verstecken::V,peitma,skryť
1207,verstecken::V,peitma,schovať
1208,teilen::V,jagama,podeliť
1209,teilen::V,jagama,rozdeliť
1210,teilen::V,jaotama,podeliť
1211,teilen::V,jaotama,rozdeliť
1212,schicken::V,saatma,posielať
1213,bringen::V,viima,priniesť
1214,hinzufügen::V,lisama,pripojiť
1215,bekommen::V,saama,dostať
1216,erhalten::V,saama,prijať
1217,nehmen::V,võtma,vziať
1218,wählen::V,valima,voliť
1219,auswählen::V,valima,vybrať
1220,auswählen::V,valima,vyvoliť
1221,bewahren::V,hoidma,zachovať
1222,behindern::V,takistama,zavadzať
1223,behindern::V,takistama,byť v ceste
1224,verderben::V,rikkuma,skaziť
1225,beschädigen::V,rikkuma,ublížiť
1226,beschädigen::V,rikkuma,poškodiť
1227,zerbrechen::V,katki tegema,rozbiť
1228,zerbrechen::V,katki tegema,prelomiť
1229,zerreißen::V,katki rebima,pretrhnúť
1230,zerstören::V,purustama,zničiť
1231,verbrennen::V,põletama,spáliť
1232,geben::V,andma,dať
1233,reichen::V,andma,podať
1234,reichen::V,ulatama,podať
1235,schenken::V,kinkima,darovať
1236,versprechen::V,lubama,sľúbiť
1237,versprechen::V,tõotama,sľúbiť
1238,wünschen::V,soovima,želať
1239,loben::V,kiitma,chváliť
1240,küssen::V,suudlema,bozkať
1241,wiegen::V,hällitama,kolísať
1242,zudecken::V,kaanetama,prikryť
1243,zudecken::V,kinni katma,prikryť
1244,wecken::V,äratama,zobudiť
1245,zeigen::V,näitama,ukázať
1246,führen::V,juhatama,viesť
1247,lehren::V,õpetama,učiť
1248,unterrichten::V,õpetama,vyučovať
1249,aufziehen::V,üles kasvatama,vychovať
1250,leiten::V,juhtima,viesť
1251,antreiben::V,ergutama,popudiť
1252,lassen::V,laskma,dať
1253,einladen::V,kutsuma,pozvať
1254,einladen::V,kutsuma,povolať
1255,vereinigen::V,ühendama,spojiť
1256,vereinigen::V,ühendama,zjednotiť
1257,besuchen::V,külastama,navštíviť
1258,treffen::V,kohtama,stretnúť
1259,sich versammeln::V,kogunema,zhromaždiť sa
1260,spielen::V,mängima,hrať
1261,singen::V,laulma,spievať
1262,tanzen::V,tantsima,tancovať
1263,sich trennen::V,lahku minema,rozísť sa
1264,verlassen::V,maha jätma,opustiť
1265,retten::V,päästma,zachrániť
1266,bewachen::V,valvama,strážiť
1267,schützen::V,kaitsma,chrániť
1268,verteidigen::V,kaitsma,brániť
1269,sich schlagen::V,kaklema,biť sa
1270,schießen::V,tulistama,streliť
1271,schießen::V,tulistama,strieľať
1272,siegen::V,võitma,zvíťaziť
1273,ärgern::V,ärritama,hnevať
1274,ärgern::V,ärritama,zlostiť
1275,ärgern::V,vihastama,hnevať
1276,ärgern::V,vihastama,zlostiť
1277,schlagen::V,lööma,biť
1278,schlagen::V,lööma,udrieť
1279,treten::V,sõtkuma,kopnúť
1280,stechen::V,pistma,bodnúť
1281,stechen::V,pistma,pichnúť
1282,stechen::V,torkama,bodnúť
1283,stechen::V,torkama,pichnúť
1284,stoßen::V,tõukama,udrieť
1285,stehlen::V,varastama,kradnúť
1286,stören::V,segama,vyrušiť
1287,stören::V,häirima,vyrušiť
1288,belästigen::V,ahistama,obťažovať
1289,verbergen::V,peitma,skryť
1290,verbergen::V,varjama,skryť
1291,täuschen::V,petma,sklamať
1292,täuschen::V,tüssama,sklamať
1293,betrügen::V,petma,klamať
1294,betrügen::V,petma,podvádzať
1295,betrügen::V,tüssama,klamať
1296,betrügen::V,tüssama,podvádzať
1297,betrügen::V,truudust murtma,klamať
1298,betrügen::V,truudust murtma,podvádzať
1299,töten::V,tapma,zabiť
1300,töten::V,tapma,usmrtiť
1301,töten::V,surmama,zabiť
1302,töten::V,surmama,usmrtiť
1303,wohnen::V,elama,bývať
1304,arbeiten::V,töötama,pracovať
1305,sammeln::V,koguma,zbierať
1306,sammeln::V,korjama,zbierať
1307,pflücken::V,noppima,trhať
1308,pflücken::V,noppima,oberať
1309,jagen::V,jahtima,poľovať
1310,fischen::V,kalastama,loviť ryby
1311,fischen::V,kalastama,chytať ryby
1312,fischen::V,kala püüdma,loviť ryby
1313,fischen::V,kala püüdma,chytať ryby
1314,fassen::V,püüdma,uloviť
1315,hüten::V,karjatama,pásť
1316,treiben::V,ajama,hnať
1317,anbinden::V,kinni siduma,priviazať
1318,füttern::V,söötma,kŕmiť
1319,melken::V,lüpsma,dojiť
1320,hacken::V,raiuma,seknúť
1321,hacken::V,lõhkuma,seknúť
1322,gießen::V,kastma,polievať
1323,reifen::V,valmima,dozrieť
1324,zubereiten::V,valmistama,pripraviť
1325,kochen::V,keetma,variť
1326,backen::V,küpsetama,piecť
1327,backen::V,küpsetama,smažiť
1328,braten::V,praadima,piecť
1329,braten::V,praadima,pražiť
1330,umrühren::V,segama,pomiešať
1331,stricken::V,kuduma,pliesť
1332,nähen::V,õmblema,šiť
1333,färben::V,värvima,zafarbiť
1334,reinigen::V,puhastama,čistiť
1335,waschen::V,pesema,myť
1336,abwischen::V,puhtaks pühkima,utrieť
1337,spülen::V,uhtma,vyplachovať
1338,fegen::V,pühkima,zametať
1339,kehren::V,pühkima,zametať
1340,baden::V,suplema,kúpať sa
1341,baden::V,kümblema,kúpať sa
1342,sich waschen::V,end pesema,umývať sa
1343,ausziehen::V,käest võtma,zobliecť
1344,ausziehen::V,jalast võtma,zobliecť
1345,ausziehen::V,seljast võtma,zobliecť
1346,anziehen::V,jalga panema,obliecť
1347,sich anziehen::V,riietuma,obliecť sa
1348,kämmen::V,kammima,česať
1349,schmücken::V,kaunistama,ozdobiť
1350,sagen::V,ütlema,povedať
1351,sprechen::V,rääkima,hovoriť
1352,sprechen::V,kõnelema,hovoriť
1353,reden::V,kõnelema,rozprávať
1354,sich unterhalten::V,vestlema,rozprávať sa
1355,fragen::V,küsima,spýtať sa
1356,bitten::V,paluma,prosiť
1357,erzählen::V,jutustama,rozprávať
1358,mitteilen::V,teatama,oznámiť
1359,mitteilen::V,teada andma,oznámiť
1360,nennen::V,nimetama,nazvať
1361,nennen::V,nimetama,menovať
1362,rufen::V,kutsuma,volať
1363,rufen::V,kutsuma,zavolať
1364,prahlen::V,hooplema,vystatovať sa
1365,übersetzen::V,tõlkima,preložiť
1366,denken::V,mõtlema,myslieť
1367,glauben::V,uskuma,veriť
1368,bemerken::V,märkama,podotknuť
1369,bemerken::V,märkama,spozorovať
1370,erkennen::V,ära tundma,poznať
1371,begreifen::V,aru saama,pochopiť
1372,begreifen::V,aru saama,porozumieť
1373,verstehen::V,mõistma,rozumieť
1374,lernen::V,õppima,učiť sa
1375,wissen::V,teadma,vedieť
1376,sich erinnern an::V,mäletama,pamätať si na
1377,vergessen::V,unustama,zabudnuť
1378,messen::V,mõõtma,merať
1379,zählen::V,loendama,počítať
1380,rechnen::V,arvutama,rátať
1381,rechnen::V,arvutama,počítať
1382,lesen::V,lugema,čítať
1383,malen::V,maalima,maľovať
1384,zeichnen::V,joonistama,kresliť
1385,schreiben::V,kirjutama,písať
1386,besitzen::V,omama,mať
1387,besitzen::V,omama,vlastniť
1388,kaufen::V,ostma,kúpiť
1389,verkaufen::V,müüma,predať
1390,bezahlen::V,tasuma,zaplatiť
1391,zahlen::V,maksma,platiť
1392,beherrschen::V,valitsema,ovládať
1393,ertragen::V,taluma,znášať
1394,ertragen::V,taluma,vydržať
