,Concept_ID,ml,fr
658,stark::A,ബലമുള്ള,fort
659,stark::A,ബലമുള്ള,puissant
660,schwach::A,ക്ഷീണിച്ച,faible
661,fett::A,കൊഴുപ്പുള്ള,gras
662,schlank::A,മെലിഞ്ഞ,svelte
663,hübsch::A,മനോഹരമായ,joli
664,böse::A,പാപിയായ,mauvais
665,dumm::A,വിവരംകെട്ട,sot
666,dumm::A,വിവരംകെട്ട,bête
667,faul::A,അലസനായ,fainéant
668,faul::A,അലസനായ,paresseux
669,fleißig::A,അദ്ധ്വാനശീലമുള്ള,appliqué
670,geizig::A,പിശുക്കനായ,avare
671,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,intelligent
672,geschickt::A,പ്രതിഭാശാലി,habile
673,lieb::A,പ്രിയപ്പെട്ട,cher
674,lieb::A,പ്രിയപ്പെട്ട,gentil
675,lustig::A,ആനന്ദകരമായ,gai
676,lustig::A,ആനന്ദകരമായ,joyeux
677,sanft::A,സൌമ്യമായ,doux
678,hungrig::A,വിശപ്പുള്ള,affamé
679,krank::A,അസുഖമുള്ള,malade
680,nackt::A,നഡമായ,nu
681,traurig::A,വിഷമമുള്ള,triste
682,lebendig::A,ഉപജീവനം,vivant
683,gut::A,നല്ല,bon
684,schlecht::A,മോശമായ,mauvais
685,richtig::A,ശരിയായ,juste
686,richtig::A,ശരിയായ,correct
687,schlimm::A,വൃത്തികെട്ട,grave
688,schlimm::A,വൃത്തികെട്ട,mauvais
689,wahr::A,ശരിയായ,vrai
690,wahr::A,ശരിയായ,véritable
691,alt::A,പഴയ,vieux
692,neu::A,പുതിയ,neuf
693,neu::A,പുതിയ,nouveau
694,ehemalig::A,മുൻ,ancien
695,alt[Lebewesen]::A,വയസ്സുള്ള,âgé
696,alt[Lebewesen]::A,വയസ്സുള്ള,vieux
697,jung::A,കൌമാരമായ,jeune
698,arm::A,പാവപ്പെട്ട,pauvre
699,reich::A,സമ്പന്നമായ,riche
700,bekannt::A,പരിചിതമായ,connu
701,berühmt::A,പ്രശസ്തനായ,fameux
702,berühmt::A,പ്രശസ്തനായ,célèbre
703,fremd::A,വൈദേശികമായ,étranger
704,verschieden::A,വ്യത്യസ്തമായ,différent
705,nah::A,അരികത്തുള്ള,lié
706,nah::A,അരികത്തുള്ള,proche
707,fern::A,അകലെയുള്ള,éloigné
708,fern::A,അകലെയുള്ള,lointain
709,linker::A,അവശേഷിച്ച,gauche
710,rechter::A,വലത്തേ,droit
711,anderer::A,മറ്റുള്ള,autre
712,erster::A,ആദ്യത്തെ,premier
713,zweiter::A,രണ്ടാം,second
714,zweiter::A,രണ്ടാം,deuxième
715,dritter::A,മൂന്നാമത്,troisième
716,letzter::A,അവസാനത്തെ,dernier
717,allein::ADV,തനിച്ചുള്ള,seul
718,auf einmal::ADV,ഉടന്,à la fois
719,zusammen::ADV,ഒരുമിച്ച,ensemble
720,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,longtemps
721,plötzlich::ADV,പെട്ടെന്ന്,tout à coup
722,sofort::ADV,തത്ക്ഷണം,immédiatement
723,später::ADV,പിന്നീട്,plus tard
724,jetzt::ADV,ഇപ്പോൾ,maintenant
725,heute::ADV,ഇന്ന്,aujourd'hui
726,morgen::ADV,നാളെ,demain
727,bald::ADV,ഉടനെ,bientôt
728,dann::ADV,അപ്പോൾ,puis
729,dann::ADV,അപ്പോൾ,ensuite
730,gestern::ADV,ഇന്നലെ,hier
731,einst::ADV,പണ്ടൊരിക്കല്,jadis
732,einst::ADV,പണ്ടൊരിക്കല്,autrefois
733,damals::ADV,അപ്പോൾ,alors
734,damals::ADV,അപ്പോൾ,à l'époque
735,danach::ADV,പിന്നീട്,après
736,danach::ADV,പിന്നീട്,ensuite
737,vorher::ADV,മുൻപ്,auparavant
738,zuerst::ADV,ആദ്യം,d'abord
739,zuerst::ADV,ആദ്യം,premièrement
740,einmal::ADV,ഒരിക്കൽ,une fois
741,manchmal::ADV,ചിലപ്പോൾ,parfois
742,manchmal::ADV,ചിലപ്പോൾ,quelquefois
743,oft::ADV,പലപ്പോഴും,souvent
744,immer::ADV,എപ്പോഴും,toujours
745,niemals::ADV,ഒരിക്കലും,ne ... jamais
746,hier::ADV,ഇവിടെ,ici
747,hierhin::ADV,ഇവിടേക്ക്,par ici
748,von hier::ADV,ഇവിടെനിന്ന്,d'ici
749,dort::ADV,അവിടെ,là
750,dort::ADV,അവിടെ,là-bas
751,dorthin::ADV,അവിടേക്ക്,y
752,dorthin::ADV,അവിടേക്ക്,par là
753,geradeaus::ADV,മുമ്പിൽ,tout droit
754,geradeaus::ADV,മുമന്നോട്ട്,tout droit
755,vorwärts::ADV,മുന്നോട്ട്,en avant
756,rückwärts::ADV,തലതിരിച്ച്,en arrière
757,zurück::ADV,പുറകിലേക്ക്,de retour
758,unten::ADV,താഴെ,en bas
759,unten::ADV,താഴെ,au-dessous
760,hinab::ADV,താഴേക്ക്,en bas
761,hinab::ADV,താഴേക്ക്,vers le bas
762,oben::ADV,മുകളിൽ,dessus
763,oben::ADV,മുകളിൽ,en haut
764,hinauf::ADV,മുകളിൽ,en haut
765,hinauf::ADV,മുകളിൽ,vers le haut
766,überall::ADV,എല്ലായിടത്തും,partout
767,nicht::ADV,ഇല്ല,ne ... pas
768,ein wenig::ADV,കുറച്ച്,un peu
769,kaum::ADV,കഷ്ടിച്ച്,à peine
770,sehr::ADV,വളരെ,très
771,so::ADV,അങ്ങനെ,si
772,so::ADV,അങ്ങനെ,ainsi
773,noch::ADV,ഇപ്പോഴും,encore
774,nur::ADV,മാത്രം,seulement
775,nur::ADV,മാത്രം,ne ... que
776,schon::ADV,നേരത്തേ തന്നെ,déjà
777,wieder::ADV,വീണ്ടും,de nouveau
778,vergebens::ADV,വിഫല,en vain
779,vor::PRP,മുമ്പിൽ,devant
780,hinter::PRP,പുറകിൽ,derrière
781,unter::PRP,കീഴിൽ,sous
782,unter::PRP,കീഴിൽ,au-dessous de
783,durch::PRP,ഉള്ളിലൂടെ,par
784,durch::PRP,ഉള്ളിലൂടെ,à travers
785,neben::PRP,അടുത്ത്,à côté de
786,zwischen::PRP,ഇടയ്ക്ക്,entre
787,wegen::PRP,നിമിത്തം,à cause de
788,dies::PRN,ഇത്,ceci
789,das::PRN,അത്,ce
790,das::PRN,അത്,cela
791,alles::PRN,എല്ലാം,tout
792,ich::PRN,ഞാൻ,je
793,ich::PRN,ഞാൻ,moi
794,du::PRN,നിങ്ങൾ,tu
795,du::PRN,നിങ്ങൾ,toi
796,er::PRN,അദ്ദേഹം,il
797,er::PRN,അദ്ദേഹം,lui
798,er::PRN,അയാൾ,il
799,er::PRN,അയാൾ,lui
800,er::PRN,അവൻ,il
801,er::PRN,അവൻ,lui
802,er::PRN,അവർ,il
803,er::PRN,അവർ,lui
804,er::PRN,അവൾ,il
805,er::PRN,അവൾ,lui
806,wir::PRN,നമ്മൾ,nous
807,ihr::PRN,നിങ്ങൾ,vous
808,sie::PRN,അവർ,ils
809,sie::PRN,അവർ,elles
810,was::FPRN,എന്ത്,que
811,was::FPRN,എന്ത്,quoi
812,wer::FPRN,ആര്,qui
813,wo::FADV,എവിടെ,où
814,wohin::FADV,എവിടേക്ക്,où
815,wie::FADV,എങ്ങനെ,comment
816,warum::FADV,എന്തുകൊണ്ട്,pourquoi
817,wieviel::FNUM,എത്ര,combien
818,eins::NUM,ഒന്ന്,un
819,zwei::NUM,രണ്ട്,deux
820,drei::NUM,മൂന്ന്,trois
821,vier::NUM,നാല്,quatre
822,fünf::NUM,അഞ്ച്,cinq
823,sechs::NUM,ആറ്,six
824,sieben::NUM,ഏഴ്,sept
825,acht::NUM,എട്ട്,huit
826,neun::NUM,ഒമ്പത്,neuf
827,zehn::NUM,പത്ത്,dix
828,elf::NUM,പതിനൊന്ന്,onze
829,zwölf::NUM,പന്ത്രണ്ട്,douze
830,zwanzig::NUM,ഇരുപത്,vingt
831,dreißig::NUM,മുപ്പത്,trente
832,vierzig::NUM,നാൽപ്പത്,quarante
833,fünfzig::NUM,അൻപത്,cinquante
834,sechzig::NUM,അറുപത്,soixante
835,siebzig::NUM,എഴുപത്,soixante-dix
836,achtzig::NUM,എൺപത്,quatre-vingt
837,neunzig::NUM,തൊണ്ണൂറ്,quatre-vingt-dix
838,hundert::NUM,നൂറ്,cent
839,tausend::NUM,ആയിരം,mille
840,und::CNJ,ഉം,et
841,oder::CNJ,അഥവാ,ou
842,stehen::V,നിൽക്കുക,être debout
843,sitzen::V,ഇരിക്കുക,être assis
844,liegen::V,കിടക്കുക,être couché
845,hängen::V,തൂങ്ങുക,pendre
846,werden::V,ആയിത്തീരുക,devenir
847,passieren::V,സംഭവിക്കുക,se passer
848,beginnen::V,ആരംഭിക്കുക,commencer
849,enden::V,അവസാനിപ്പിക്കുക,finir
850,enden::V,അവസാനിപ്പിക്കുക,se terminer
851,wechseln::V,മാറ്റുക,changer
852,wechseln::V,മാറ്റുക,alterner
853,aufgehen[Sonne]::V,ഉയരുക,se lever
854,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,se coucher
855,scheinen[Sonne]::V,പ്രകാശിക്കുക,briller
856,donnern::V,ഇടിവെട്ടുക,tonner
857,wehen::V,വീശുക,souffler
858,strömen::V,ഒഴുകുക,affluer
859,fließen::V,ഒഴുകുക,couler
860,sich drehen::V,ചുറ്റുക,tourner
861,sich drehen::V,കറക്കുക,tourner
862,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,osciller
863,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,chanceler
864,schwingen::V,ആടുക,vibrer
865,schwingen::V,ആടുക,osciller
866,fallen::V,വീഴുക,tomber
867,brennen::V,കത്തുക,brûler
868,brennen::V,കത്തുക,flamber
869,rauchen::V,പുകയുക,fumer
870,regnen::V,മഴ_പെയ്യുക,pleuvoir
871,gefrieren::V,തണത്ത്_മരവിക്കുക,geler
872,tauen::V,അലിയുക,dégeler
873,schmelzen::V,ഉരുകുക,fondre
874,trocknen::V,വരളുക,sécher
875,sieden::V,തിളപ്പിക്കുക,bouillir
876,faulen::V,ചീയുക,pourrir
877,faulen::V,ചീയുക,se putréfier
878,verfaulen::V,അഴുകുക,pourrir
879,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,rompre
880,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,se déchirer
881,versinken::V,മുക്കുക,s'enfoncer
882,vergehen::V,കടന്നുപോകുക,passer
883,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,apparaître
884,verschwinden::V,അദൃശ്യമാകുക,disparaître
885,sinken::V,താഴുക,descendre
886,sinken::V,താഴുക,s'abaisser
887,abnehmen::V,കുറിയുക,diminuer
888,zunehmen::V,വർദ്ധിക്കുക,augmenter
889,steigen::V,ഉയരുക,monter
890,wachsen::V,വളരുക,croître
891,glänzen::V,മിന്നുക,briller
892,funkeln::V,തിളങ്ങുക,étinceler
893,lärmen::V,ശബ്ദമുണ്ടാക്കുക,faire du bruit
894,läuten::V,മണിമുഴങ്ങുക,sonner
895,klingeln::V,ചിലമ്പുക,sonner
896,klirren::V,കിലുക്കുക,cliqueter
897,brausen::V,മുഴങ്ങുക,mugir
898,rauschen::V,അനങ്ങുക,bruire
899,klingen::V,മുഴക്കുക,sonner
900,bellen::V,കുരയ്ക്കുക,aboyer
901,heulen::V,ഓരിയിടുക,hurler
902,blasen::V,ഊതുക,souffler
903,pfeifen::V,വിസിലടിക്കുക,siffler
904,schreien::V,ആക്രോശിക്കുക,crier
905,stöhnen::V,അരക്കം,gémir
906,stöhnen::V,ആർത്തനാദം,gémir
907,zittern::V,വിറയ്ക്കുക,trembler
908,leben::V,താമസിക്കുക,vivre
909,geboren werden::V,ജനിക്കുക,naître
910,atmen::V,ശ്വസിക്കുക,respirer
911,trinken::V,കുടിക്കുക,boire
912,essen::V,കഴിക്കുക,manger
913,schlucken::V,വിഴുങ്ങുക,avaler
914,müde werden::V,ക്ഷീണിക്കുക,se lasser
915,müde werden::V,ക്ഷീണിക്കുക,se fatiguer
916,einschlafen::V,നിദ്രിക്കുക,s'endormir
917,schlafen::V,ഉറങ്ങുക,dormir
918,aufwachen::V,ഉണരുക,se réveiller
919,aufstehen::V,എഴുന്നേൽക്കുക,se lever
920,sich erholen::V,വിശ്രമിക്കുക,se reposer
921,sich erholen::V,വിശ്രമിക്കുക,se détendre
922,krank werden::V,ദീനംപിടിക്കുക,tomber malade
923,krank sein::V,രോഗികളാകുക,être malade
924,schmerzen::V,വേദനിക്കുക,faire mal
925,husten::V,ചുമയ്ക്കുക,tousser
926,genesen::V,സുഖപ്പെടുക,guérir
927,genesen::V,സുഖപ്പെടുക,se remettre
928,sterben::V,മരിക്കുക,mourir
929,umkommen::V,മരിക്കുക,périr
930,sich bewegen::V,സ്ഥലം_മാറുക,bouger
931,sich rühren::V,ചലിക്കുക,broncher
932,sich erheben::V,നിൽക്കുക,se lever
933,sich setzen::V,ഇരിക്കുക,s'asseoir
934,hinfallen::V,വീഴുക,tomber
935,laufen::V,നടക്കുക,marcher
936,laufen::V,നടക്കുക,aller à pied
937,schreiten::V,നടക്കുക,marcher
938,spazierengehen::V,ഉലാത്തുക,se promener
939,eilen::V,പാഞ്ഞെത്തുക,courir
940,sich beeilen::V,തിരിക്കുകൂട്ടുക,se hâter
941,sich beeilen::V,തിരിക്കുകൂട്ടുക,se dépêcher
942,sich beeilen::V,തിടുക്കം_കാട്ടുക,se hâter
943,sich beeilen::V,തിടുക്കം_കാട്ടുക,se dépêcher
944,sausen::V,കുതിക്കുക,filer
945,rennen::V,ഓടുക,courir
946,springen::V,ചാടുക,sauter
947,klettern::V,കയറുക,grimper
948,schaukeln::V,ഇളകുക,se balancer
949,kriechen::V,പതുങ്ങികയറുക,ramper
950,schwimmen::V,നീന്തുക,nager
951,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,plonger
952,rudern::V,തുഴയുക,ramer
953,fahren::V,വാഹനം ഓടിക്കുക,aller
954,fahren::V,വാഹനം ഓടിക്കുക,rouler
955,fliegen::V,പറക്കുക,voler
956,gehen::V,പോകുക,aller
957,weggehen::V,വിടുക,s'en aller
958,abfahren::V,പുറപ്പെടുക,partir
959,anhalten::V,നിർത്തുക,s'arrêter
960,hineingehen::V,പ്രവേശിക്കുക,entrer
961,eintreten::V,പ്രവേശിക്കുക,entrer
962,kommen::V,വരുക,venir
963,ankommen::V,എത്തിച്ചേരുക,arriver
964,zurückkommen::V,തിരിച്ചു വരുക,revenir
965,bleiben::V,തുടരുക,rester
966,bleiben::V,തുടരുക,demeurer
967,warten::V,കാത്തിരിക്കുക,attendre
968,erwarten::V,പ്രതീക്ഷിക്കുക,attendre
969,suchen::V,തിരയുക,chercher
970,finden::V,കണ്ടെത്തുക,trouver
971,versuchen::V,ശ്രമിക്കുക,essayer
972,vorbereiten::V,തയ്യാറെടുക്കുക,préparer
973,lieben::V,സ്നേഹിക്കുക,aimer
974,mögen::V,ഇഷ്ടപ്പെടുക,aimer
975,mögen::V,ഇഷ്ടപ്പെടുക,vouloir
976,lachen::V,ചിരിക്കുക,rire
977,rühren::V,ഹൃദയം സ്പർശിക്കുക,toucher
978,rühren::V,ഹൃദയം സ്പർശിക്കുക,attendrir
979,weinen::V,തേങ്ങുക,pleurer
980,schimpfen::V,പിറുപിറുക്കുക,gronder
981,sich ärgern::V,കോപിക്കുക,se fâcher
982,sich fürchten::V,പേടിക്കുക,avoir peur
983,fürchten::V,പേടിക്കുക,craindre
984,fürchten::V,പേടിക്കുക,avoir peur de
985,fliehen::V,രക്ഷപ്പെടുക,fuir
986,flüchten::V,രക്ഷപ്പെടുക,s'enfuir
987,sehen::V,കാണുക,voir
988,anschauen::V,നോക്കുക,regarder
989,ansehen::V,നോക്കുക,regarder
990,hören::V,കേൾക്കുക,entendre
991,zuhören::V,ശ്രദ്ധിക്കുക,écouter
992,probieren::V,രുചിയുള്ളതായി_തോന്നുക,goûter
993,riechen::V,മണത്തു_നോക്കുക,sentir
994,fühlen::V,സ്പർശിച്ചറിയുക,sentir
995,scheinen::V,കാണപ്പെടുക,sembler
996,scheinen::V,കാണപ്പെടുക,paraître
997,zu sehen sein::V,വെളിച്ചപ്പെടുക,se voir
998,zu sehen sein::V,വെളിച്ചപ്പെടുക,être visible
999,vernehmen::V,കേൾക്കുക,entendre
1000,vernehmen::V,കേൾക്കുക,percevoir
1001,frieren::V,വിറയ്ക്കുക,avoir froid
1002,tun::V,ചെയ്യുക,faire
1003,können::V,കഴിയുക,savoir
1004,können::V,കഴിയുക,pouvoir
1005,wollen::V,വേണുക,vouloir
1006,anfangen::V,തുടങ്ങുക,commencer
1007,beenden::V,പൂർത്തിയാക്കുക,finir
1008,beenden::V,പൂർത്തിയാക്കുക,terminer
1009,aufhören::V,നിർത്തുക,cesser
1010,aufhören::V,നിർത്തുക,arrêter
1011,gelingen::V,വിജയിക്കുക,réussir
1012,geraten::V,പരിണമിക്കുക,réussir
1013,öffnen::V,തുറക്കുക,ouvrir
1014,schließen::V,അടയ്ക്കുക,fermer
1015,stellen::V,വയ്ക്കുക,poser
1016,stellen::V,വയ്ക്കുക,mettre
1017,setzen::V,വയ്ക്കുക,placer
1018,legen::V,ഇടുക,placer
1019,berühren::V,തൊടുക,toucher
1020,verbinden::V,ഘടിപ്പിക്കുക,lier
1021,bedecken::V,മുടുക,couvrir
1022,aufhängen::V,കെട്ടിതൂക്കുക,accrocher
1023,anzünden::V,കത്തിക്കുക,allumer
1024,aufheben::V,പെറുക്കിയെടുക്കുക,ramasser
1025,zurücklassen::V,വച്ചുപോരുക,laisser
1026,verlieren::V,നഷ്ടപ്പെടുക,perdre
1027,fallen lassen::V,വീഴ്ത്തുക,lâcher
1028,fallen lassen::V,വീഴ്ത്തുക,laisser tomber
1029,machen::V,ഉണ്ടാക്കുക,faire
1030,herstellen::V,ഉൽപാദിപ്പിക്കുക,produire
1031,herstellen::V,ഉൽപാദിപ്പിക്കുക,fabriquer
1032,bauen::V,നിർമ്മിക്കുക,bâtir
1033,bauen::V,നിർമ്മിക്കുക,construire
1034,reparieren::V,നന്നാക്കുക,réparer
1035,verbessern::V,മെച്ചപ്പെടുക,améliorer
1036,ändern::V,മാറ്റംവരുത്തുക,changer
1037,ändern::V,മാറ്റംവരുത്തുക,modifier
1038,graben::V,കുഴിക്കുക,creuser
1039,beugen::V,വണങ്ങുക,plier
1040,beugen::V,വണങ്ങുക,ployer
1041,biegen::V,കുനിയുക,courber
1042,drehen::V,തിരിക്കുക,tordre
1043,drehen::V,തിരിക്കുക,tourner
1044,wenden::V,തിരിയുക,retourner
1045,umdrehen::V,തിരിയുക,tourner
1046,heben::V,ഉയർത്തുക,soulever
1047,hochheben::V,ഉയർത്തുക,lever
1048,ergreifen::V,ബലമായി_പിടിക്കുക,saisir
1049,ergreifen::V,ബലമായി_പിടിക്കുക,prendre
1050,halten::V,പിടിക്കുക,tenir
1051,drücken::V,അമർത്തുക,presser
1052,schieben::V,തള്ളുക,pousser
1053,kratzen::V,ചുരണ്ടുക,gratter
1054,kratzen::V,ചുരണ്ടുക,égratigner
1055,lecken::V,നക്കുക,lécher
1056,beißen::V,കടിക്കുക,mordre
1057,abreißen::V,കീറിക്കളയുക,arracher
1058,abschneiden::V,മുറിച്ചുമാറ്റുക,couper
1059,binden::V,കെട്ടുക,lier
1060,binden::V,കെട്ടുക,attacher
1061,stecken::V,തുളയ്ക്കുക,enfoncer
1062,brechen::V,ഉടയുക,rompre
1063,klopfen::V,തട്ടുക,frapper
1064,hauen::V,അടിക്കുക,frapper
1065,kleben::V,ഒട്ടിക്കുക,coller
1066,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,frotter
1067,streichen::V,പടർത്തുക,empâter
1068,schleifen::V,പൊടിക്കുക,affiler
1069,schleifen::V,പൊടിക്കുക,aiguiser
1070,schneiden::V,മുറിക്കുക,couper
1071,schneiden::V,മുറിക്കുക,trancher
1072,rütteln::V,മുട്ടുക,cahoter
1073,schütteln::V,കുലുക്കുക,secouer
1074,schwenken::V,ആടുക,agiter
1075,schütten::V,ഒഴിക്കുക,verser
1076,füllen::V,നിറയ്ക്കുക,remplir
1077,einwickeln::V,പൊതിയുക,envelopper
1078,tragen::V,വഹിക്കുക,porter
1079,schleppen::V,വലിച്ചിഴയ്ക്കുക,traîner
1080,ziehen::V,വലിക്കുക,tirer
1081,aufbewahren::V,വയ്ക്കുക,garder
1082,aufbewahren::V,വയ്ക്കുക,conserver
1083,werfen::V,എറിയുക,jeter
1084,werfen::V,എറിയുക,lancer
1085,fangen::V,പിടിക്കുക,attraper
1086,packen::V,തട്ടിപ്പറിക്കുക,agripper
1087,verstecken::V,മറയ്ക്കുക,cacher
1088,teilen::V,വിഭജിക്കുക,diviser
1089,schicken::V,അയയ്ക്കുക,envoyer
1090,bringen::V,കൊണ്ടുവരുക,apporter
1091,hinzufügen::V,കൂട്ടുക,ajouter
1092,bekommen::V,കിട്ടുക,obtenir
1093,erhalten::V,സ്വീകരിക്കുക,recevoir
1094,nehmen::V,എടുക്കുക,prendre
1095,wählen::V,തിരഞ്ഞെടുക്കുക,choisir
1096,auswählen::V,തിരഞ്ഞെടുക്കുക,choisir
1097,auswählen::V,തിരഞ്ഞെടുക്കുക,sélectionner
1098,bewahren::V,പുലർത്തുക,préserver
1099,behindern::V,തടയിടുക,gêner
1100,verderben::V,നശിപ്പിക്കുക,gâter
1101,verderben::V,നശിപ്പിക്കുക,corrompre
1102,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,endommager
1103,zerbrechen::V,ഉടയുക,casser
1104,zerreißen::V,കീറുക,déchirer
1105,zerstören::V,നശിപ്പിക്കുക,détruire
1106,verbrennen::V,കത്തിനശിക്കുക,brûler
1107,verbrennen::V,കത്തിച്ചുകളയുക,brûler
1108,geben::V,കൊടുക്കുക,donner
1109,geben::V,തരുക,donner
1110,reichen::V,കൈമാറുക,tendre
1111,schenken::V,സമ്മാനം കൊടുക്കുക,offrir
1112,versprechen::V,വാഗ്ദാനം_നൽകുക,promettre
1113,wünschen::V,ആഗ്രഹിക്കുക,souhaiter
1114,loben::V,പുകഴ്ത്തുക,louer
1115,küssen::V,ഉമ്മവയ്ക്കുക,embrasser
1116,wiegen::V,ഇളകുക,bercer
1117,zudecken::V,മുടുക,couvrir
1118,wecken::V,ഉണർത്തുക,éveiller
1119,wecken::V,ഉണർത്തുക,réveiller
1120,zeigen::V,കാണിക്കുക,montrer
1121,zeigen::V,കാണിക്കുക,faire voir
1122,führen::V,നടത്തുക,guider
1123,lehren::V,പഠിപ്പിക്കുക,apprendre
1124,unterrichten::V,പരിശീലിപ്പിക്കുക,instruire
1125,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,élever
1126,leiten::V,നയിക്കുക,diriger
1127,leiten::V,നയിക്കുക,conduire
1128,antreiben::V,പ്രേരിപ്പിക്കുക,pousser
1129,lassen::V,അനുവദിക്കുക,faire
1130,einladen::V,ക്ഷണിക്കുക,inviter
1131,vereinigen::V,കൂടിച്ചേരുക,unir
1132,vereinigen::V,കൂടിച്ചേരുക,réunir
1133,besuchen::V,സന്ദർശിക്കുക,visiter
1134,besuchen::V,സന്ദർശിക്കുക,aller voir
1135,treffen::V,തമ്മിൽ കാണുക,rencontrer
1136,sich versammeln::V,സംയോജിപ്പിക്കുക,s'assembler
1137,spielen::V,കളിക്കുക,jouer
1138,singen::V,പാടുക,chanter
1139,tanzen::V,നൃത്തം ചെയ്യുക,danser
1140,sich trennen::V,നേർപെടുത്തുക,se séparer
1141,verlassen::V,പിൻവാങ്ങുക,quitter
1142,retten::V,രക്ഷിക്കുക,sauver
1143,bewachen::V,കാവൽനിൽക്കുക,garder
1144,schützen::V,പരിരക്ഷിക്കുക,protéger
1145,verteidigen::V,പ്രതിരോധിക്കുക,défendre
1146,sich schlagen::V,കലഹിക്കുക,se taper
1147,schießen::V,വെടിവെക്കുക,tirer
1148,siegen::V,വിജയിക്കുക,vaincre
1149,ärgern::V,വിഷമിപ്പിക്കുക,agacer
1150,schlagen::V,അടിക്കുക,battre
1151,schlagen::V,അടിക്കുക,frapper
1152,treten::V,തൊഴിക്കുക,botter
1153,treten::V,തൊഴിക്കുക,donner un coup de pied à
1154,stechen::V,കുത്തുക,piquer
1155,stoßen::V,തള്ളുക,heurter
1156,stehlen::V,മോഷ്ടിക്കുക,voler
1157,stören::V,ശല്യപ്പെടുത്തുക,gêner
1158,stören::V,ശല്യപ്പെടുത്തുക,déranger
1159,belästigen::V,മെനക്കെടുക,molester
1160,belästigen::V,മെനക്കെടുക,importuner
1161,verbergen::V,മറയ്ക്കുക,cacher
1162,verbergen::V,മറയ്ക്കുക,dissimuler
1163,verbergen::V,ഒളിക്കുക,cacher
1164,verbergen::V,ഒളിക്കുക,dissimuler
1165,täuschen::V,കബളിപ്പിക്കുക,abuser
1166,täuschen::V,കബളിപ്പിക്കുക,tromper
1167,betrügen::V,ചതിക്കുക,duper
1168,betrügen::V,ചതിക്കുക,frauder
1169,töten::V,കൊല്ലുക,tuer
1170,wohnen::V,താമസിക്കുക,habiter
1171,wohnen::V,താമസിക്കുക,demeurer
1172,arbeiten::V,ജോലിചെയ്യുക,travailler
1173,sammeln::V,സഞ്ചയിക്കുക,collectionner
1174,pflücken::V,പറിച്ചെടുക്കുക,cueillir
1175,jagen::V,വേട്ടയാടുക,chasser
1176,fischen::V,മീൻ പിടിക്കുക,pêcher
1177,fassen::V,പിടിക്കുക,capturer
1178,hüten::V,ചേർക്കുക,garder
1179,treiben::V,വാഹനം_ഓടിക്കുക,mener
1180,anbinden::V,കെട്ടിയിടുക,attacher
1181,füttern::V,തീറ്റുക,faire manger
1182,melken::V,പാലുകറക്കുക,traire
1183,hacken::V,വെട്ടിമുറിക്കുക,fendre
1184,gießen::V,നനയ്ക്കുക,arroser
1185,reifen::V,പാകമാകുക,mûrir
1186,zubereiten::V,പാചകം_ചെയ്യുക,préparer
1187,kochen::V,വേവിക്കുക,cuire
1188,backen::V,ബേക്ക് ചെയ്യുക,cuire
1189,braten::V,പോരിക്കുക,rôtir
1190,umrühren::V,ഇളക്കുക,remuer
1191,stricken::V,മെടയുക,tricoter
1192,nähen::V,തുന്നുക,coudre
1193,färben::V,ചായം പൂശുക,teindre
1194,reinigen::V,വൃത്തിയാക്കുക,nettoyer
1195,waschen::V,കഴുകുക,laver
1196,abwischen::V,തുടയ്ക്കുക,essuyer
1197,spülen::V,കഴുകുക,rincer
1198,fegen::V,അടിച്ചുവാരുക,balayer
1199,kehren::V,അടിച്ചുവാരുക,balayer
1200,baden::V,നീന്തിത്തുടിക്കുക,se baigner
1201,sich waschen::V,കഴുകുക,se laver
1202,ausziehen::V,ഇഴുക്കുക,ôter
1203,ausziehen::V,ഇഴുക്കുക,enlever
1204,anziehen::V,ഉടുക്കുക,mettre
1205,sich anziehen::V,ധരിച്ച നേടുകയുക,s'habiller
1206,kämmen::V,മുടിചീകുക,peigner
1207,schmücken::V,അലങ്കരിക്കുക,orner
1208,schmücken::V,അലങ്കരിക്കുക,décorer
1209,sagen::V,പറയുക,dire
1210,sprechen::V,സംസാരിക്കുക,parler
1211,reden::V,സംസാരിക്കുക,parler
1212,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,bavarder
1213,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,s'entretenir
1214,fragen::V,ചോദിക്കുക,demander
1215,bitten::V,അപേക്ഷിക്കുക,prier
1216,erzählen::V,പറയുക,raconter
1217,mitteilen::V,അറിയിക്കുക,communiquer
1218,nennen::V,പേരിടുക,nommer
1219,nennen::V,പേരിടുക,appeler
1220,rufen::V,വിളിക്കുക,appeler
