,Concept_ID,ba,nl
782,überall::ADV,бөтә урында,overal
783,nicht::ADV,тугел,niet
784,ein wenig::ADV,аҙ,wat
785,kaum::ADV,көскә,amper
786,kaum::ADV,көскә,nauwelijks
787,kaum::ADV,саҡ-саҡ,amper
788,kaum::ADV,саҡ-саҡ,nauwelijks
789,sehr::ADV,ифат,erg
790,sehr::ADV,ифат,zeer
791,so::ADV,шулай,zo
792,noch::ADV,йәнә,nog
793,nur::ADV,бары,maar
794,nur::ADV,бары,alleen
795,schon::ADV,инде,al
796,schon::ADV,инде,reeds
797,wieder::ADV,тағы,weer
798,wieder::ADV,тағы,terug
799,vergebens::ADV,бушҡа,vergeefs
800,vergebens::ADV,бушҡа,tevergeefs
801,vor::PRP,алдында,voor
802,hinter::PRP,артында,achter
803,unter::PRP,аҫтында,onder
804,unter::PRP,аҫтында,beneden
805,durch::PRP,үтә,door
806,neben::PRP,эргәһендә,naast
807,zwischen::PRP,араһында,tussen
808,wegen::PRP,өсөн,wegens
809,wegen::PRP,өсөн,vanwege
810,wegen::PRP,сәбәпле,wegens
811,wegen::PRP,сәбәпле,vanwege
812,dies::PRN,был,dit
813,dies::PRN,ошо,dit
814,das::PRN,ул,dat
815,alles::PRN,бөтә,alles
816,ich::PRN,мин,ik
817,du::PRN,һин,je
818,du::PRN,һин,jij
819,er::PRN,ул,hij
820,wir::PRN,беҙ,we
821,wir::PRN,беҙ,wij
822,ihr::PRN,һеҙ,jullie
823,sie::PRN,улар,ze
824,sie::PRN,улар,zij
825,was::FPRN,ә,wat
826,was::FPRN,ни,wat
827,was::FPRN,нәмә,wat
828,wer::FPRN,ҡем,wie
829,wo::FADV,ҡайҙа,waar
830,wohin::FADV,ҡайҙа,waarheen
831,wie::FADV,инидәй,hoe
832,warum::FADV,ин өсөн,waarom
833,wieviel::FNUM,күпме,hoeveel
834,eins::NUM,бер,één
835,zwei::NUM,ике,twee
836,zwei::NUM,икәү,twee
837,drei::NUM,өс,drie
838,vier::NUM,дүрт,vier
839,fünf::NUM,биш,vijf
840,sechs::NUM,алты,zes
841,sieben::NUM,ете,zeven
842,acht::NUM,һигеҙ,acht
843,neun::NUM,туғыҙ,negen
844,zehn::NUM,ун,tien
845,elf::NUM,ун бер,elf
846,zwölf::NUM,ун ике,twaalf
847,zwanzig::NUM,егерме,twintig
848,dreißig::NUM,утыҙ,dertig
849,vierzig::NUM,ҡырҡ,veertig
850,fünfzig::NUM,илле,vijftig
851,sechzig::NUM,алтмыш,zestig
852,siebzig::NUM,етмеш,zeventig
853,achtzig::NUM,һикһән,tachtig
854,neunzig::NUM,туҡһан,negentig
855,hundert::NUM,йөҙ,honderd
856,tausend::NUM,мең,duizend
857,und::CNJ,да,en
858,oder::CNJ,йәки,of
859,stehen::V,тороу,staan
860,sitzen::V,ултырыу,zitten
861,liegen::V,ятыу,liggen
862,hängen::V,аҫылынып тороу,hangen
863,werden::V,булыу,worden
864,passieren::V,булыу,gebeuren
865,beginnen::V,башлау,beginnen
866,enden::V,бөтөү,eindigen
867,enden::V,тамамланыү,eindigen
868,wechseln::V,үҙгәреү,wijzigen
869,wechseln::V,үҙгәреү,veranderen
870,aufgehen[Sonne]::V,ҡалҡыу,opgaan
871,untergehen[Sonne]::V,байыу,ondergaan
872,scheinen[Sonne]::V,яҡтыртып тороу,schijnen
873,donnern::V,күкрәү,donderen
874,wehen::V,иҫеү,waaien
875,strömen::V,ташыу,stromen
876,fließen::V,ағыу,vloeien
877,sich drehen::V,әйләнеү,draaien
878,sich drehen::V,әйләнеү,zich draaien
879,schwanken::V,тирбәлеү,wankelen
880,schwingen::V,бәүетеү,zwieren
881,fallen::V,йығылыу,vallen
882,brennen::V,яныу,branden
883,rauchen::V,төтәү,roken
884,regnen::V,ямғыр яуа,regenen
885,gefrieren::V,туңыү,bevriezen
886,tauen::V,иреү,dooien
887,schmelzen::V,иреү,smelten
888,trocknen::V,кибеү,drogen
889,sieden::V,ҡайнау,koken
890,sieden::V,ҡайнау,zieden
891,faulen::V,сереу,rotten
892,verfaulen::V,сереу,verrotten
893,reißen::V,өҙөү,scheuren
894,reißen::V,йыртылыу,scheuren
895,versinken::V,батыу,verzinken
896,vergehen::V,үтеү,vergaan
897,erscheinen::V,килеп сығыу,opdagen
898,erscheinen::V,килеп сығыу,verschijnen
899,verschwinden::V,юғалыу,verdwijnen
900,sinken::V,түбәнәйеү,zinken
901,abnehmen::V,кәметеү,afnemen
902,abnehmen::V,кәметеү,verminderen
903,zunehmen::V,артыу,toenemen
904,steigen::V,күтәрелеү,stijgen
905,steigen::V,күтәрелеү,omhooggaan
906,wachsen::V,үҫеү,groeien
907,glänzen::V,ялтырау,glanzen
908,glänzen::V,ялтырау,schitteren
909,funkeln::V,баҙлау,fonkelen
910,lärmen::V,шаулау,lawaai maken
911,läuten::V,ҡағыу,luiden
912,klingeln::V,ҡағыу,bellen
913,klingeln::V,шылтыратыу,bellen
914,klirren::V,шылтыратыу,rinkelen
915,brausen::V,ҡотороноу,bruisen
916,rauschen::V,шыптырлау,ruisen
917,klingen::V,яңғырау,klinken
918,bellen::V,өрөү,blaffen
919,heulen::V,олоу,huilen
920,blasen::V,өрөү,blazen
921,pfeifen::V,һызғырып ебәреү,fluiten
922,schreien::V,ҡысҡырыу,gillen
923,schreien::V,ҡысҡырыу,schreeuwen
924,stöhnen::V,уңғырашыу,steunen
925,zittern::V,ҡалтырау,beven
926,zittern::V,ҡалтырау,sidderen
927,leben::V,йәшәү,leven
928,geboren werden::V,тыуыу,geboren worden
929,atmen::V,тын алыү,ademen
930,trinken::V,эсеү,drinken
931,essen::V,ашау,eten
932,schlucken::V,йотоу,slikken
933,müde werden::V,арыу,moe worden
934,einschlafen::V,йоҡлап китеү,inslapen
935,schlafen::V,йоҡлау,slapen
936,aufwachen::V,уяныу,ontwaken
937,aufwachen::V,уяныу,wakker worden
938,aufstehen::V,тороу,opstaan
939,sich erholen::V,ял итеү,zich ontspannen
940,krank werden::V,сирләү,ziek worden
941,krank sein::V,сирләү,ziek zijn
942,schmerzen::V,ауыртыу,pijn doen
943,husten::V,йүтәлләү,hoesten
944,genesen::V,һауығыу,genezen
945,sterben::V,үлеү,sterven
946,sterben::V,үлеү,overlijden
947,umkommen::V,һәләк булыу,omkomen
948,sich bewegen::V,хәрәкәт итеү,zich bewegen
949,sich rühren::V,ҡуҙғалыу,zich verroeren
950,sich erheben::V,тороу,oprijzen
951,sich erheben::V,тороу,verrijzen
952,sich setzen::V,ултырыу,gaan zitten
953,hinfallen::V,ҡолау,vallen
954,hinfallen::V,ҡолау,neervallen
955,laufen::V,йөрөү,lopen
956,schreiten::V,атлау,stappen
957,schreiten::V,атлау,schrijden
958,spazierengehen::V,ял итеп йороү,gaan wandelen
959,eilen::V,ашығыу,ijlen
960,eilen::V,ашығыу,haasten
961,eilen::V,ҡабаланыу,ijlen
962,eilen::V,ҡабаланыу,haasten
963,sich beeilen::V,ашығыу,zich haasten
964,sich beeilen::V,ҡабаланыу,zich haasten
965,sausen::V,елеү,stuiven
966,rennen::V,йүгеп йөрөү,rennen
967,springen::V,һикереү,springen
968,klettern::V,үрмәләү,klimmen
969,klettern::V,үрмәләү,klauteren
970,klettern::V,үрмәләп менеү,klimmen
971,klettern::V,үрмәләп менеү,klauteren
972,schaukeln::V,сайҡалыу,schommelen
973,kriechen::V,шыуышыу,kruipen
974,schwimmen::V,йоҙөү,zwemmen
975,tauchen::V,сумыу,duiken
976,rudern::V,ишеү,roeien
977,fahren::V,йөрөү,rijden
978,fliegen::V,осоу,vliegen
979,gehen::V,барыу,gaan
980,weggehen::V,китеү,weggaan
981,abfahren::V,сығыу,vertrekken
982,anhalten::V,тукталыу,stoppen
983,anhalten::V,тукталыу,stilhouden
984,hineingehen::V,инеү,ingaan
985,hineingehen::V,инеү,binnengaan
986,eintreten::V,инеү,binnenkomen
987,kommen::V,килеү,komen
988,ankommen::V,килеү,aankomen
989,zurückkommen::V,ҡайтыу,terugkomen
990,bleiben::V,ҡалыу,blijven
991,warten::V,көтөп тороу,wachten
992,erwarten::V,көтөү,verwachten
993,suchen::V,эҙләү,zoeken
994,finden::V,табыу,vinden
995,versuchen::V,тырышып ҡарау,proberen
996,versuchen::V,тырышып ҡарау,beproeven
997,vorbereiten::V,әҙерләү,voorbereiden
998,lieben::V,яратыу,houden van
999,mögen::V,һөйөү,lusten
1000,mögen::V,һөйөү,houden van
1001,mögen::V,яратыу,lusten
1002,mögen::V,яратыу,houden van
1003,lachen::V,көлөү,lachen
1004,rühren::V,ҡағылыу,roeren
1005,weinen::V,илау,huilen
1006,weinen::V,илау,schreien
1007,schimpfen::V,һүгенеү,kijven
1008,schimpfen::V,һүгенеү,schelden
1009,schimpfen::V,тиргәнеү,kijven
1010,schimpfen::V,тиргәнеү,schelden
1011,schimpfen::V,һуҡраныу,kijven
1012,schimpfen::V,һуҡраныу,schelden
1013,sich ärgern::V,асыуланыу,zich ergeren
1014,sich fürchten::V,ҡурҡыу,bang zijn
1015,fürchten::V,ҡурҡыу,vrezen
1016,fliehen::V,ҡасыу,vluchten
1017,flüchten::V,ҡасыу,ontsnappen
1018,flüchten::V,ҡасыу,ontkomen
1019,sehen::V,күреү,zien
1020,anschauen::V,ҡарау,aankijken
1021,ansehen::V,ҡарау,aanzien
1022,ansehen::V,ҡарау,bekijken
1023,ansehen::V,тикшереү,aanzien
1024,ansehen::V,тикшереү,bekijken
1025,hören::V,ишетеү,horen
1026,zuhören::V,тыңлау,luisteren
1027,probieren::V,татыу,proeven
1028,riechen::V,еҫкәү,ruiken
1029,fühlen::V,тойоу,voelen
1030,scheinen::V,кеүек күренеү,lijken
1031,scheinen::V,тойолоу,lijken
1032,zu sehen sein::V,күренеү,te zien zijn
1033,vernehmen::V,ишетеү,vernemen
1034,frieren::V,туңыү,het koud hebben
1035,tun::V,яһау,doen
1036,tun::V,әшләү,doen
1037,können::V,алыу,kunnen
1038,können::V,мөмкин булыу,kunnen
1039,wollen::V,теләү,willen
1040,anfangen::V,башлау,beginnen
1041,anfangen::V,башлау,aanvangen
1042,beenden::V,бөтөрөү,beëindigen
1043,beenden::V,тамамлау,beëindigen
1044,aufhören::V,туктау,ophouden
1045,gelingen::V,уңышлы булыу,lukken
1046,gelingen::V,уңышлы булыу,gelukken
1047,geraten::V,булып сығыу,uitvallen
1048,öffnen::V,асыу,openen
1049,öffnen::V,асыу,opendoen
1050,schließen::V,йомоу,sluiten
1051,schließen::V,йомоу,dichtdoen
1052,stellen::V,ҡуйыу,stellen
1053,stellen::V,ҡуйыу,plaatsen
1054,setzen::V,урынлаштырыу,zetten
1055,setzen::V,урынлаштырыу,plaatsen
1056,legen::V,һалыу,leggen
1057,berühren::V,тейеү,aanraken
1058,berühren::V,ҡағылыу,aanraken
1059,verbinden::V,ҡушыу,verbinden
1060,verbinden::V,бәйләү,verbinden
1061,bedecken::V,ҡаплау,bedekken
1062,aufhängen::V,элеү,ophangen
1063,anzünden::V,тоҡандырыу,aansteken
1064,aufheben::V,мендереү,oprapen
1065,zurücklassen::V,ҡалдырыу,achterlaten
1066,verlieren::V,юғалтыу,verliezen
1067,fallen lassen::V,төшөрөп ебәреү,laten vallen
1068,machen::V,яһау,maken
1069,machen::V,эшләү,maken
1070,herstellen::V,эшләп сығарыу,produceren
1071,herstellen::V,эшләп сығарыу,voortbrengen
1072,bauen::V,төҙөү,bouwen
1073,reparieren::V,төҙәтеү,repareren
1074,reparieren::V,төҙәтеү,herstellen
1075,verbessern::V,яҡшыртыу,verbeteren
1076,ändern::V,үҙгәртеү,wijzigen
1077,ändern::V,үҙгәртеү,veranderen
1078,graben::V,ҡаҙыу,graven
1079,beugen::V,бөгөү,buigen
1080,biegen::V,бөгөү,buigen
1081,drehen::V,өйрөлтөү,draaien
1082,drehen::V,әйләндереү,draaien
1083,wenden::V,әйләндереү,keren
1084,wenden::V,әйләндереү,wenden
1085,umdrehen::V,түңкәреү,omdraaien
1086,heben::V,күтәреү,heffen
1087,heben::V,күтәреү,optillen
1088,heben::V,мендереү,heffen
1089,heben::V,мендереү,optillen
1090,hochheben::V,күтәреү,tillen
1091,ergreifen::V,тотоп алыу,pakken
1092,ergreifen::V,тотоп алыу,grijpen
1093,halten::V,тотоу,houden
1094,drücken::V,ҡыҫыу,drukken
1095,schieben::V,этеү,duwen
1096,schieben::V,этеү,schuiven
1097,schieben::V,төртөү,duwen
1098,schieben::V,төртөү,schuiven
1099,kratzen::V,ҡырыу,krassen
1100,lecken::V,ялау,likken
1101,beißen::V,тешләү,bijten
1102,abreißen::V,өҙөү,afrukken
1103,abreißen::V,өҙөү,afscheuren
1104,abschneiden::V,ҡырҡыу,afsnijden
1105,binden::V,бәйләү,binden
1106,stecken::V,ҡаҙау,steken
1107,brechen::V,боҙоу,breken
1108,klopfen::V,шаҡылдау,kloppen
1109,hauen::V,туҡмау,houwen
1110,kleben::V,йәбештереү,plakken
1111,reiben::V,ыуыу,wrijven
1112,reiben::V,ышҡыу,wrijven
1113,streichen::V,яғыу,smeren
1114,schleifen::V,үткерләү,slijpen
1115,schneiden::V,ҡырҡыу,snijden
1116,rütteln::V,һелкетеү,schudden
1117,schütteln::V,һелкетеү,schudden
1118,schwenken::V,болғау,wuiven
1119,schwenken::V,болғау,zwaaien
1120,schütten::V,ҡойоу,gieten
1121,schütten::V,ҡойоу,storten
1122,füllen::V,тултырыу,vullen
1123,einwickeln::V,төрөү,inwikkelen
1124,tragen::V,алып барыу,dragen
1125,schleppen::V,һөйрәү,slepen
1126,ziehen::V,тартыу,trekken
1127,aufbewahren::V,һаҡлау,bewaren
1128,werfen::V,ырғытыу,gooien
1129,fangen::V,тотоу,vangen
1130,packen::V,етеү,pakken
1131,packen::V,етеү,vastpakken
1132,packen::V,тотоп алыу,pakken
1133,packen::V,тотоп алыу,vastpakken
1134,verstecken::V,йәшереү,verstoppen
1135,teilen::V,бүлеү,delen
1136,schicken::V,ебәреү,sturen
1137,bringen::V,килтереү,brengen
1138,hinzufügen::V,өтәү,toevoegen
1139,bekommen::V,алыу,verkrijgen
1140,erhalten::V,алыу,krijgen
1141,nehmen::V,алыу,nemen
1142,wählen::V,һайлаү,kiezen
1143,wählen::V,һайлаү,verkiezen
1144,auswählen::V,һайлап алыу,uitkiezen
1145,bewahren::V,һаҡлау,bewaren
1146,behindern::V,тотҡарлыҡ яһау,hinderen
1147,verderben::V,боҙоу,bederven
1148,beschädigen::V,боҙоу,beschadigen
1149,zerbrechen::V,ҡыйратыу,breken
1150,zerbrechen::V,ҡыйратыу,stukbreken
1151,zerreißen::V,йыртыу,scheuren
1152,zerreißen::V,йыртыу,verscheuren
1153,zerstören::V,емереү,vernielen
1154,verbrennen::V,үртәү,branden
1155,verbrennen::V,үртәү,verbranden
1156,geben::V,биреү,geven
1157,reichen::V,биреү,reiken
1158,reichen::V,биреү,aanreiken
1159,schenken::V,бүләк итеү,schenken
1160,versprechen::V,вәғәҙә биреү,beloven
1161,wünschen::V,теләу,wensen
1162,loben::V,маҡтау,loven
1163,loben::V,маҡтау,prijzen
1164,küssen::V,үбеү,kussen
1165,wiegen::V,бәүетеү,wiegen
1166,wiegen::V,тирбәтеү,wiegen
1167,zudecken::V,ҡаплау,toedekken
1168,wecken::V,уятыу,wekken
1169,zeigen::V,күрһәтеү,tonen
1170,zeigen::V,күрһәтеү,wijzen
1171,führen::V,етәкләү,voeren
1172,lehren::V,уҡытыу,leren
1173,lehren::V,өйрәтеү,leren
1174,unterrichten::V,уҡытыу,onderwijzen
1175,aufziehen::V,тәрбиәле,grootbrengen
1176,leiten::V,етәкләү,leiden
1177,leiten::V,етәкселек итеү,leiden
1178,antreiben::V,ашыҡтырыу,aandrijven
1179,lassen::V,мәжбүр итеү,laten
1180,einladen::V,саҡырыу,uitnodigen
1181,vereinigen::V,берләштереү,verenigen
1182,besuchen::V,килеп сығыу,bezoeken
1183,treffen::V,тойоү,treffen
1184,treffen::V,тойоү,ontmoeten
1185,treffen::V,осратыу,treffen
1186,treffen::V,осратыу,ontmoeten
1187,treffen::V,ҡаршылау,treffen
1188,treffen::V,ҡаршылау,ontmoeten
1189,sich versammeln::V,йыйылыу,zich verzamelen
1190,spielen::V,тартыу,spelen
1191,singen::V,йырлау,zingen
1192,tanzen::V,бейеү,dansen
1193,sich trennen::V,айырылышыу,van elkaar gaan
1194,verlassen::V,ташлау,verlaten
1195,verlassen::V,ташлап китеү,verlaten
1196,retten::V,ҡотҡарыу,redden
1197,bewachen::V,һаҡлау,bewaken
1198,schützen::V,һаҡлау,beschermen
1199,verteidigen::V,яҡлау,verdedigen
1200,sich schlagen::V,һуғышыу,knokken
1201,schießen::V,атыу,schieten
1202,siegen::V,еңеү,overwinnen
1203,ärgern::V,асыуландырыу,ergeren
1204,schlagen::V,бәреү,slaan
1205,schlagen::V,туҡмау,slaan
1206,treten::V,тибеү,trappen
1207,treten::V,тибеү,schoppen
1208,treten::V,типкеләү,trappen
1209,treten::V,типкеләү,schoppen
1210,stechen::V,сәнсеү,steken
1211,stechen::V,сәнсеү,prikken
1212,stoßen::V,этеү,stoten
1213,stoßen::V,төртөү,stoten
1214,stehlen::V,урлау,stelen
1215,stören::V,ҡамасаулау,storen
1216,stören::V,ҡамасаулау,verstoren
1217,belästigen::V,бимазалау,lastig vallen
1218,belästigen::V,ҡамасаулау,lastig vallen
1219,verbergen::V,йәшереү,verbergen
1220,täuschen::V,ултыртыу,misleiden
1221,betrügen::V,алдау,bedriegen
1222,töten::V,үлтереү,doden
1223,wohnen::V,йәшәү,wonen
1224,arbeiten::V,эшләү,werken
1225,sammeln::V,йыйыу,inzamelen
1226,sammeln::V,йыйыу,verzamelen
1227,pflücken::V,өҙөү,plukken
1228,jagen::V,аулау,jagen
1229,fischen::V,аулау,vissen
1230,fassen::V,тотоу,vangen
1231,hüten::V,көтөү,hoeden
1232,treiben::V,ҡыуыу,drijven
1233,anbinden::V,бәйләү,vastbinden
1234,füttern::V,ашатыу,voeren
1235,melken::V,һауыү,melken
1236,hacken::V,турау,hakken
1237,hacken::V,тапау,hakken
1238,gießen::V,ҡойоу,gieten
1239,reifen::V,өлғөрөү,rijpen
1240,zubereiten::V,бешереү,klaarmaken
1241,zubereiten::V,бешереү,toebereiden
1242,kochen::V,бешереү,koken
1243,backen::V,бешереү,bakken
1244,braten::V,ҡурыу,braden
1245,umrühren::V,ҡатнаштырыу,omroeren
1246,stricken::V,бәйләү,breien
1247,nähen::V,тегеү,naaien
1248,färben::V,буяу,verven
1249,färben::V,буяу,kleuren
1250,reinigen::V,таҙартыу,reinigen
1251,waschen::V,йыуыу,wassen
1252,abwischen::V,һөртөү,afvegen
1253,spülen::V,сайҡау,spoelen
1254,spülen::V,сайҡау,afwassen
1255,fegen::V,һепереү,vegen
1256,kehren::V,һепереү,vegen
1257,baden::V,һыу инеү,baden
1258,sich waschen::V,йыуыныу,zich wassen
1259,ausziehen::V,сисеү,uittrekken
1260,anziehen::V,кейеү,aantrekken
1261,sich anziehen::V,кейенеү,zich aankleden
1262,kämmen::V,тарау,kammen
1263,schmücken::V,биҙәү,tooien
1264,sagen::V,әйтеү,zeggen
1265,sprechen::V,әйтеү,spreken
1266,sprechen::V,һөйләшеү,spreken
1267,reden::V,һөйләшеү,praten
1268,sich unterhalten::V,әңгәмәләшеү,zich onderhouden
1269,fragen::V,һорау,vragen
1270,bitten::V,үтенеү,vragen
1271,bitten::V,үтенеү,verzoeken
1272,erzählen::V,һөйләү,vertellen
1273,mitteilen::V,әйтеү,meedelen
1274,nennen::V,атау,noemen
1275,nennen::V,исемләү,noemen
1276,rufen::V,саҡырыу,roepen
1277,prahlen::V,маҡтаныу,pralen
1278,prahlen::V,шапырыныу,pralen
1279,übersetzen::V,тәржемә итеү,vertalen
1280,denken::V,уйлау,denken
1281,glauben::V,ышаныу,geloven
1282,bemerken::V,күреү,bemerken
1283,erkennen::V,таныу,herkennen
1284,begreifen::V,аңлау,begrijpen
1285,verstehen::V,аңлау,verstaan
1286,lernen::V,өйрәнеү,leren
1287,wissen::V,белеү,weten
1288,sich erinnern an::V,хәтергә алыу,zich herinneren aan
1289,vergessen::V,онотоу,vergeten
1290,messen::V,үлсәү,meten
1291,zählen::V,һанау,tellen
1292,rechnen::V,һанау,rekenen
1293,lesen::V,уҡыу,lezen
1294,malen::V,һүрәт яһау,schilderen
1295,malen::V,рәсем төшөрөү,schilderen
1296,zeichnen::V,һүрәт яһау,tekenen
1297,zeichnen::V,рәсем төшөрөү,tekenen
1298,schreiben::V,яҙыу,schrijven
1299,besitzen::V,биләү,bezitten
1300,kaufen::V,һатып алыу,kopen
1301,verkaufen::V,һатыу,verkopen
1302,bezahlen::V,түләү,betalen
1303,zahlen::V,түләү,betalen
1304,beherrschen::V,биләү,beheersen
1305,ertragen::V,түҙеү,verdragen
