,Concept_ID,ar,bg
828,sehr::ADV,كثيرا,твърде
829,so::ADV,كذا,тъй
830,so::ADV,كذا,така
831,so::ADV,كذلك,тъй
832,so::ADV,كذلك,така
833,noch::ADV,ما زال,още
834,nur::ADV,فقط,само
835,schon::ADV,قد,вече
836,wieder::ADV,من جديد,пак
837,wieder::ADV,من جديد,отново
838,wieder::ADV,مرة أخرى,пак
839,wieder::ADV,مرة أخرى,отново
840,vergebens::ADV,عبثا,напразно
841,vor::PRP,أمام,пред
842,hinter::PRP,خلف,зад
843,hinter::PRP,وراء,зад
844,unter::PRP,تحت,под
845,durch::PRP,عبر,през
846,durch::PRP,خلال,през
847,neben::PRP,جنب,до
848,neben::PRP,جنب,при
849,neben::PRP,بجانب,до
850,neben::PRP,بجانب,при
851,zwischen::PRP,بين,между
852,zwischen::PRP,بين,помежду
853,wegen::PRP,بسبب,заради
854,dies::PRN,هذا,този
855,das::PRN,ذلك,туй
856,das::PRN,ذلك,това
857,alles::PRN,الكل,всичко
858,ich::PRN,أنا,аз
859,du::PRN,أنت,ти
860,er::PRN,هو,той
861,wir::PRN,نحن,ние
862,ihr::PRN,أنتم,вие
863,ihr::PRN,أنتن,вие
864,sie::PRN,هم,те
865,sie::PRN,هن,те
866,was::FPRN,ما,що
867,was::FPRN,ما,какво
868,wer::FPRN,من,кой
869,wo::FADV,أين,къде
870,wohin::FADV,إلى أين,накъде
871,wohin::FADV,إلى أين,накъдето
872,wie::FADV,كيف,как
873,warum::FADV,لماذا,защо
874,wieviel::FNUM,كم,колко
875,eins::NUM,واحد,един
876,zwei::NUM,اثنين,два
877,drei::NUM,ثلاثة,три
878,vier::NUM,أربعة,четири
879,fünf::NUM,خمسة,пет
880,sechs::NUM,ستة,шест
881,sieben::NUM,سبعة,седем
882,acht::NUM,ثمانية,осем
883,neun::NUM,تسعة,девет
884,zehn::NUM,عشرة,десет
885,elf::NUM,أحد عشر,единайсет
886,elf::NUM,أحد عشر,единадесет
887,zwölf::NUM,اثنا عشر,дванайсет
888,zwölf::NUM,اثنا عشر,дванадесет
889,zwanzig::NUM,عشرون,двайсет
890,zwanzig::NUM,عشرون,двадесет
891,dreißig::NUM,ثلاثون,тридесет
892,vierzig::NUM,أربعون,четиридесет
893,fünfzig::NUM,خمسون,петдесет
894,sechzig::NUM,ستون,шестдесет
895,siebzig::NUM,سبعون,седемдесет
896,achtzig::NUM,ثمانون,осемдесет
897,neunzig::NUM,تسعون,деветдесет
898,hundert::NUM,مئة,сто
899,tausend::NUM,ألف,хиляда
900,und::CNJ,و,а
901,und::CNJ,و,та
902,oder::CNJ,أو,или
903,stehen::V,وقف,стоя
904,sitzen::V,جلس,седя
905,liegen::V,رقد,лежа
906,hängen::V,تعلق,вися
907,werden::V,صار,бъда
908,werden::V,صار,стана
909,werden::V,أصبح,бъда
910,werden::V,أصبح,стана
911,passieren::V,حدث,случа се
912,beginnen::V,ابتدأ,започна
913,enden::V,انتهى,свърша
914,wechseln::V,تغير,променям
915,aufgehen[Sonne]::V,شرق,изгрея
916,untergehen[Sonne]::V,غرب,заляза
917,scheinen[Sonne]::V,أضاء,грея
918,scheinen[Sonne]::V,أضاء,светя
919,donnern::V,رعد,гърмя
920,wehen::V,هب,вея
921,wehen::V,هب,духам
922,strömen::V,جرى,тека
923,strömen::V,جرى,лея се
924,fließen::V,سال,тека
925,sich drehen::V,دار,въртя се
926,schwanken::V,ترنح,клатя се
927,schwingen::V,ترجح,трептя
928,fallen::V,سقط,падам
929,brennen::V,احترق,горя
930,rauchen::V,دخن,димя
931,regnen::V,أمطر,вали дъжд
932,gefrieren::V,تجمد,замръзна
933,tauen::V,ذاب,топя се
934,schmelzen::V,ذاب,разтопя се
935,trocknen::V,نشف,съхна
936,sieden::V,غلى,вря
937,sieden::V,غلى,кипя
938,faulen::V,فسد,гния
939,verfaulen::V,تعفن,изгния
940,reißen::V,انقطع,напукам се
941,versinken::V,غرق,потъна
942,vergehen::V,مضى,минавам
943,erscheinen::V,لاح,явя се
944,erscheinen::V,ظهر,явя се
945,verschwinden::V,غاب,изчезна
946,sinken::V,هبط,падна
947,abnehmen::V,نقص,отслабна
948,zunehmen::V,ازداد,нарасна
949,steigen::V,صعد,увелича се
950,steigen::V,صعد,покачвам се
951,steigen::V,ارتفع,увелича се
952,steigen::V,ارتفع,покачвам се
953,wachsen::V,نما,раста
954,wachsen::V,نبت,раста
955,glänzen::V,لمع,лъщя
956,glänzen::V,لمع,блестя
957,funkeln::V,تلألأ,искря
958,lärmen::V,ضج,шумя
959,lärmen::V,صخب,шумя
960,läuten::V,قرع,звъня
961,klingeln::V,دق,звъня
962,klirren::V,قعقع,звънтя
963,klirren::V,قعقع,дрънкам
964,brausen::V,عج,буча
965,rauschen::V,حف,шумя
966,klingen::V,رن,звуча
967,bellen::V,نبح,лая
968,heulen::V,عوى,вия
969,heulen::V,عوى,рева
970,blasen::V,نفخ,духна
971,pfeifen::V,صفر,свиря
972,schreien::V,صرخ,крещя
973,stöhnen::V,أن,стена
974,stöhnen::V,أن,пъшкам
975,zittern::V,ارتعش,треперя
976,leben::V,عاش,живея
977,geboren werden::V,ولد,родя се
978,atmen::V,تنفس,дишам
979,trinken::V,شرب,пия
980,essen::V,أكل,ям
981,schlucken::V,جرع,гълтам
982,müde werden::V,تعب,уморя се
983,einschlafen::V,نام,заспя
984,schlafen::V,نام,спя
985,aufwachen::V,استيقظ,събудя се
986,aufstehen::V,قام,стана
987,sich erholen::V,استجم,отдъхвам си
988,krank werden::V,مرض,заболея
989,krank sein::V,مرض,боледувам
990,schmerzen::V,آلم,боля
991,husten::V,كح,кашлям
992,husten::V,سعل,кашлям
993,genesen::V,نقه,оздравея
994,sterben::V,مات,умра
995,umkommen::V,هلك,загина
996,sich bewegen::V,تحرك,движа се
997,sich bewegen::V,تحرك,мърдам се
998,sich rühren::V,تحرك,движа се
999,sich erheben::V,قام,стана
1000,sich setzen::V,جلس,седна
1001,hinfallen::V,وقع,падна
1002,laufen::V,مشى,ходя
1003,schreiten::V,خطا,крача
1004,spazierengehen::V,تنزه,разхождам се
1005,eilen::V,عجل,бързам
1006,sich beeilen::V,استعجل,побързам
1007,sausen::V,أسرع,тичам
1008,rennen::V,عدا,бягам
1009,rennen::V,ركض,бягам
1010,springen::V,قفز,скачам
1011,klettern::V,تسلق,катеря се
1012,schaukeln::V,تأرجح,люлея се
1013,kriechen::V,دب,лазя
1014,kriechen::V,دب,пълзя
1015,kriechen::V,زحف,лазя
1016,kriechen::V,زحف,пълзя
1017,schwimmen::V,سبح,плувам
1018,tauchen::V,غطس,гмуркам се
1019,rudern::V,جذف,греба
1020,fahren::V,ركب,пътувам
1021,fahren::V,سافر,пътувам
1022,fliegen::V,طار,летя
1023,fliegen::V,طار,хвърча
1024,gehen::V,سار,ида
1025,gehen::V,سار,вървя
1026,gehen::V,ذهب,ида
1027,gehen::V,ذهب,вървя
1028,weggehen::V,ذهب,отида си
1029,weggehen::V,انصرف,отида си
1030,abfahren::V,رحل,отпътувам
1031,anhalten::V,توقف,спра се
1032,hineingehen::V,دخل,влизам
1033,eintreten::V,دخل,вляза
1034,kommen::V,أتى,ида
1035,kommen::V,أتى,дойда
1036,kommen::V,جاء,ида
1037,kommen::V,جاء,дойда
1038,ankommen::V,وصل,пристигна
1039,zurückkommen::V,عاد,върна се
1040,zurückkommen::V,رجع,върна се
1041,bleiben::V,مكث,остана
1042,warten::V,انتظر,чакам
1043,erwarten::V,ترقب,очаквам
1044,erwarten::V,انتظر,очаквам
1045,suchen::V,بحث,търся
1046,finden::V,وجد,намеря
1047,versuchen::V,حاول,опитам
1048,vorbereiten::V,أعد,подготвя
1049,vorbereiten::V,حضر,подготвя
1050,lieben::V,أحب,любя
1051,mögen::V,أحب,обичам
1052,lachen::V,ضحك,смея се
1053,rühren::V,أثر,трогна
1054,weinen::V,بكى,плача
1055,schimpfen::V,سب,ругая
1056,schimpfen::V,سب,псувам
1057,schimpfen::V,شتم,ругая
1058,schimpfen::V,شتم,псувам
1059,sich ärgern::V,زعل,ядосам се
1060,sich fürchten::V,هاب,боя се
1061,sich fürchten::V,هاب,страхувам се
1062,fürchten::V,خاف,боя се от
1063,fürchten::V,خاف,страхувам се от
1064,fürchten::V,خشي,боя се от
1065,fürchten::V,خشي,страхувам се от
1066,fliehen::V,هرب,бягам
1067,flüchten::V,فر,бягам
1068,flüchten::V,فر,избягам
1069,sehen::V,رأى,видя
1070,anschauen::V,نظر,гледам
1071,ansehen::V,نظر,поглеждам
1072,hören::V,سمع,чувам
1073,zuhören::V,أصغى,слушам
1074,probieren::V,ذاق,опитам
1075,riechen::V,شم,подуша
1076,riechen::V,استنشق,подуша
1077,fühlen::V,شعر,усещам
1078,fühlen::V,شعر,чувствувам
1079,scheinen::V,ظهر,изглеждам
1080,zu sehen sein::V,ظهر,виждам се
1081,vernehmen::V,سمع,доловя
1082,frieren::V,بردان,мръзна
1083,tun::V,فعل,правя
1084,können::V,قدر,мога
1085,können::V,استطاع,мога
1086,wollen::V,شاء,ща
1087,wollen::V,شاء,искам
1088,wollen::V,أراد,ща
1089,wollen::V,أراد,искам
1090,anfangen::V,بدأ,започна
1091,beenden::V,أنهى,свърша
1092,beenden::V,أنهى,завърша
1093,aufhören::V,توقف,престана
1094,aufhören::V,انقطع,престана
1095,gelingen::V,نجح,успея
1096,gelingen::V,نجح,сполуча
1097,geraten::V,طلع,удам се
1098,öffnen::V,فتح,отворя
1099,schließen::V,أغلق,затворя
1100,stellen::V,وضع,поставя
1101,stellen::V,أقام,поставя
1102,setzen::V,أجلس,туря
1103,legen::V,وضع,сложа
1104,legen::V,وضع,слагам
1105,berühren::V,مس,докосна
1106,berühren::V,لمس,докосна
1107,verbinden::V,ربط,свържа
1108,verbinden::V,وصل,свържа
1109,bedecken::V,غطى,покрия
1110,aufhängen::V,علق,закача
1111,anzünden::V,أوقد,запаля
1112,aufheben::V,لقط,вдигна
1113,aufheben::V,لقط,повдигна
1114,zurücklassen::V,ترك,оставя
1115,verlieren::V,فقد,загубя
1116,fallen lassen::V,أسقط,изпусна
1117,machen::V,فعل,направя
1118,herstellen::V,صنع,произведа
1119,herstellen::V,أنتج,произведа
1120,bauen::V,بنى,строя
1121,bauen::V,شيد,строя
1122,reparieren::V,صلح,поправя
1123,verbessern::V,صحح,подобря
1124,ändern::V,غير,променя
1125,graben::V,حفر,копая
1126,beugen::V,ثنى,прегъна
1127,beugen::V,أحنى,прегъна
1128,biegen::V,لوى,прегъна
1129,drehen::V,أدار,въртя
1130,drehen::V,دور,въртя
1131,wenden::V,قلب,обърна
1132,umdrehen::V,قلب,обърна
1133,heben::V,رفع,вдигам
1134,hochheben::V,رفع,издигна
1135,ergreifen::V,مسك,хвана
1136,ergreifen::V,مسك,обхвана
1137,halten::V,مسك,държа
1138,drücken::V,ضغط,натискам
1139,drücken::V,ضغط,притискам
1140,schieben::V,حرك,тикам
1141,kratzen::V,خدش,одраскам
1142,lecken::V,لعق,лижа
1143,lecken::V,لعق,ближа
1144,beißen::V,عض,хапя
1145,beißen::V,عض,ухапя
1146,abreißen::V,قلع,откъсна
1147,abschneiden::V,قطع,отрежа
1148,binden::V,ربط,вържа
1149,stecken::V,دس,пъхна
1150,brechen::V,كسر,троша
1151,klopfen::V,طرق,чукам
1152,hauen::V,ضرب,бия
1153,kleben::V,ألصق,лепя
1154,kleben::V,ألصق,залепя
1155,reiben::V,حك,трия
1156,reiben::V,حك,търкам
1157,streichen::V,نشر,намажа
1158,schleifen::V,سن,остря
1159,schneiden::V,قطع,режа
1160,rütteln::V,رج,разтърсвам
1161,schütteln::V,هز,клатя
1162,schütteln::V,هز,друсам
1163,schwenken::V,لوح,размахам
1164,schütten::V,صب,сипя
1165,füllen::V,ملأ,напълня
1166,einwickeln::V,لف,увия
1167,einwickeln::V,لف,завия
1168,tragen::V,حمل,нося
1169,schleppen::V,سحب,влача
1170,ziehen::V,سحب,тегля
1171,ziehen::V,سحب,дръпна
1172,aufbewahren::V,حفظ,съхраня
1173,werfen::V,رمى,хвърля
1174,werfen::V,ألقى,хвърля
1175,fangen::V,التقط,ловя
1176,fangen::V,التقط,уловя
1177,packen::V,مسك,хвана
1178,verstecken::V,خبأ,крия
1179,verstecken::V,خبأ,скрия
1180,teilen::V,قسم,разделя
1181,schicken::V,بعث,изпращам
1182,schicken::V,أرسل,изпращам
1183,bringen::V,جلب,донеса
1184,hinzufügen::V,أضاف,прибавя
1185,bekommen::V,حصل,сдобия се
1186,erhalten::V,استلم,получа
1187,nehmen::V,أخذ,взема
1188,wählen::V,اختار,избирам
1189,auswählen::V,انتقى,избера
1190,bewahren::V,حافظ,пазя
1191,behindern::V,عاق,преча
1192,behindern::V,عاق,спъвам
1193,verderben::V,أفسد,разваля
1194,beschädigen::V,أضر,повредя
1195,zerbrechen::V,كسر,счупя
1196,zerreißen::V,مزق,скъсам
1197,zerstören::V,دمر,разруша
1198,verbrennen::V,حرق,изгоря
1199,geben::V,أعطى,дам
1200,reichen::V,ناول,подам
1201,schenken::V,وهب,подаря
1202,versprechen::V,وعد,обещая
1203,wünschen::V,تمنى,желая
1204,loben::V,مدح,хваля
1205,küssen::V,قبل,целувам
1206,wiegen::V,هدهد,люлея
1207,zudecken::V,غطى,покрия
1208,wecken::V,أيقظ,събудя
1209,zeigen::V,أرى,покажа
1210,führen::V,دل,водя
1211,führen::V,دل,заведа
1212,lehren::V,علم,уча
1213,unterrichten::V,علم,преподавам
1214,aufziehen::V,ربى,отгледам
1215,leiten::V,دل,ръководя
1216,leiten::V,دل,управлявам
1217,leiten::V,أدار,ръководя
1218,leiten::V,أدار,управлявам
1219,antreiben::V,حث,подкарвам
1220,lassen::V,حدا,накарам
1221,einladen::V,دعا,поканя
1222,vereinigen::V,وحد,съединя
1223,besuchen::V,زار,посетя
1224,treffen::V,قابل,срещна
1225,sich versammeln::V,اجتمع,събера се
1226,spielen::V,لعب,играя
1227,singen::V,غنى,пея
1228,tanzen::V,رقص,танцувам
1229,sich trennen::V,افترق,разделя се
1230,verlassen::V,ترك,напусна
1231,retten::V,نجى,спася
1232,retten::V,أنقذ,спася
1233,bewachen::V,حرس,охранявам
1234,schützen::V,حمى,запазя
1235,verteidigen::V,دافع,защитя
1236,sich schlagen::V,تضارب,бия се
1237,schießen::V,أطلق,стрелям
1238,siegen::V,انتصر,победя
1239,ärgern::V,أزعل,ядосам
1240,schlagen::V,ضرب,бия
1241,schlagen::V,ضرب,ударя
1242,treten::V,رفس,ритам
1243,stechen::V,شك,бодна
1244,stoßen::V,دفع,бутна
1245,stoßen::V,دفع,блъсна
1246,stehlen::V,سرق,
1247,stören::V,ضايق,смутя
1248,belästigen::V,أزعج,отегча
1249,belästigen::V,أزعج,безпокоя
1250,verbergen::V,كتم,скрия
1251,täuschen::V,خدع,измамя
1252,betrügen::V,غش,измамя
1253,töten::V,قتل,убия
1254,töten::V,قتل,умъртвя
1255,wohnen::V,سكن,живея
1256,arbeiten::V,عمل,работя
1257,arbeiten::V,اشتغل,работя
1258,sammeln::V,جمع,събера
1259,pflücken::V,جنى,бера
1260,pflücken::V,جنى,откъсна
1261,pflücken::V,قطف,бера
1262,pflücken::V,قطف,откъсна
1263,jagen::V,صاد,ловувам
1264,fischen::V,اصطاد,ловя риба
1265,fassen::V,قبض,хвана
1266,hüten::V,رعى,пазя
1267,treiben::V,ساق,карам
1268,anbinden::V,ربط,завържа
1269,füttern::V,علف,храня
1270,melken::V,حلب,доя
1271,hacken::V,فرم,сека
1272,gießen::V,سقى,полея
1273,reifen::V,نضج,узрея
1274,zubereiten::V,حضر,приготвя
1275,kochen::V,طبخ,варя
1276,backen::V,خبز,пека
1277,braten::V,قلى,пържа
1278,braten::V,حمر,пържа
1279,umrühren::V,قلب,разбъркам
1280,stricken::V,حاك,плета
1281,nähen::V,خاط,шия
1282,färben::V,صبغ,боядисам
1283,färben::V,لون,боядисам
1284,reinigen::V,نظف,почистя
1285,waschen::V,غسل,мия
1286,waschen::V,غسل,пера
1287,abwischen::V,مسح,избърша
1288,spülen::V,شطف,плакна
1289,fegen::V,كنس,измета
1290,kehren::V,كنس,мета
1291,baden::V,استحم,къпя се
1292,sich waschen::V,اغتسل,мия се
1293,ausziehen::V,خلع,съблека
1294,anziehen::V,لبس,облека
1295,sich anziehen::V,اكتسى,облека се
1296,kämmen::V,مشط,реша
1297,kämmen::V,مشط,вчеша
1298,schmücken::V,زين,накича
1299,sagen::V,قال,кажа
1300,sprechen::V,تكلم,говоря
1301,reden::V,تكلم,говоря
1302,sich unterhalten::V,تحادث,разговарям
1303,fragen::V,سأل,запитам
1304,bitten::V,رجا,моля
1305,erzählen::V,حكي,разкажа
1306,mitteilen::V,بلغ,съобщя
1307,nennen::V,سمى,нарека
1308,rufen::V,نادى,викам
1309,rufen::V,نادى,повикам
1310,prahlen::V,فشر,хваля се
1311,prahlen::V,تفاخر,хваля се
1312,übersetzen::V,ترجم,преведа
1313,denken::V,فكر,мисля
1314,glauben::V,اعتقد,вярвам
1315,bemerken::V,لاحظ,забележа
1316,erkennen::V,عرف,позная
1317,begreifen::V,فهم,схвана
1318,begreifen::V,أدرك,схвана
1319,verstehen::V,فهم,разбера
1320,lernen::V,درس,уча се
1321,wissen::V,علم,зная
1322,sich erinnern an::V,تذكر,спомня си за
1323,vergessen::V,نسي,забравя
1324,messen::V,قاس,меря
1325,zählen::V,عد,броя
1326,zählen::V,أحصى,броя
1327,rechnen::V,حسب,сметна
1328,lesen::V,قرأ,чета
1329,malen::V,صور,рисувам
1330,zeichnen::V,رسم,рисувам
1331,schreiben::V,كتب,пиша
1332,besitzen::V,حاز,имам
1333,besitzen::V,حاز,притежавам
1334,besitzen::V,ملك,имам
1335,besitzen::V,ملك,притежавам
1336,kaufen::V,اشترى,купя
1337,kaufen::V,اشترى,купувам
1338,verkaufen::V,باع,продам
1339,bezahlen::V,دفع,заплатя
1340,zahlen::V,سدد,платя
1341,beherrschen::V,حكم,владея
1342,ertragen::V,أطاق,понеса
1343,ertragen::V,تحمل,понеса
