,Concept_ID,la,xal
804,sitzen::V,sedere,суух
805,liegen::V,iacere,кевтх
806,hängen::V,pendere,өлгәтә бәәх
807,werden::V,fieri,болх
808,passieren::V,accidere,болх
809,beginnen::V,incipere,эклх
810,enden::V,finem habere,төгсх
811,wechseln::V,mutari,хүврх
812,aufgehen[Sonne]::V,oriri,һарх
813,untergehen[Sonne]::V,occidere,орх
814,untergehen[Sonne]::V,occidere,сүүрлх
815,scheinen[Sonne]::V,lucere,герлтх
816,donnern::V,tonare,күрҗңнх
817,wehen::V,flare,сальклх
818,strömen::V,fluere,һооҗх
819,fließen::V,manare,урсх
820,sich drehen::V,torqueri,эргх
821,schwanken::V,vacillare,дәәвлх
822,schwingen::V,vibrare,нәәхлх
823,fallen::V,cadere,унх
824,fallen::V,cadere,киисх
825,brennen::V,ardere,шатх
826,rauchen::V,fumare,ута һарһх
827,regnen::V,pluere,орх
828,gefrieren::V,congelari,мөстх
829,tauen::V,rorare,хәәлх
830,schmelzen::V,liquescere,хәәлх
831,schmelzen::V,liquescere,хәәлгдх
832,trocknen::V,arescere,эврх
833,sieden::V,fervere,буслх
834,faulen::V,putescere,үмкәрх
835,verfaulen::V,putescere,илҗрх
836,reißen::V,scindi,тасрх
837,versinken::V,mergi,чивх
838,vergehen::V,praeterire,болх
839,erscheinen::V,apparere,һарх
840,verschwinden::V,discedere,уга болх
841,sinken::V,labi,татгдх
842,abnehmen::V,deminui,хасгдх
843,zunehmen::V,augeri,өсх
844,steigen::V,augescere,немх
845,wachsen::V,crescere,өсх
846,wachsen::V,crescere,урһх
847,glänzen::V,splendere,гилвкх
848,funkeln::V,micare,цәклх
849,lärmen::V,strepere,шууглдх
850,läuten::V,sonare,хоңх
851,klingeln::V,tinnire,җиңнулх
852,klirren::V,crepare,җиңнх
853,brausen::V,saevire,догшрхх
854,rauschen::V,crepare,сарҗңнх
855,klingen::V,sonare,ә һарх
856,bellen::V,latrare,хуцх
857,heulen::V,ululare,уульх
858,blasen::V,flare,үләх
859,pfeifen::V,sibilare,ишкрх
860,schreien::V,clamare,хәәкрх
861,stöhnen::V,gemere,түңшх
862,zittern::V,tremere,дагҗннх
863,zittern::V,trepidare,дагҗннх
864,leben::V,vivere,бәәх
865,geboren werden::V,nasci,төрх
866,atmen::V,spirare,әмсхлх
867,trinken::V,bibere,уух
868,essen::V,edere,идх
869,schlucken::V,devorare,зальгх
870,müde werden::V,fatigari,көшх
871,einschlafen::V,obdormiscere,унтх
872,schlafen::V,dormire,нөөрсх
873,aufwachen::V,expergisci,серх
874,aufstehen::V,exsurgere,босх
875,sich erholen::V,se reficere,амрх
876,krank werden::V,aegrescere,гемтх
877,krank sein::V,aegrotare,шалтглх
878,schmerzen::V,dolere,өвдх
879,husten::V,tussire,ханях
880,genesen::V,convalescere,эдгх
881,sterben::V,mori,үкх
882,sterben::V,mori,өңгрх
883,umkommen::V,perire,үкх
884,sich bewegen::V,se movere,көдлх
885,sich bewegen::V,se movere,көндрх
886,sich rühren::V,micare,көндрх
887,sich erheben::V,surgere,босх
888,sich setzen::V,considere,суух
889,hinfallen::V,cadere,унх
890,hinfallen::V,cadere,киисх
891,laufen::V,vadere,йовх
892,schreiten::V,gradi,алхх
893,spazierengehen::V,ambulare,сергҗ йовх
894,eilen::V,properare,шулудх
895,sich beeilen::V,festinare,адһх
896,sich beeilen::V,festinare,шамдх
897,sausen::V,currere,хурдлх
898,sausen::V,currere,йир_хурдар_гүүх
899,sausen::V,currere,йир_хурдар_йовх
900,rennen::V,currere,гүүх
901,springen::V,salire,һәрәдх
902,klettern::V,niti,давшх
903,schaukeln::V,oscillare,дүүдңндх
904,kriechen::V,repere,мөлкх
905,kriechen::V,serpere,мөлкх
906,schwimmen::V,nare,усчх
907,schwimmen::V,natare,усчх
908,tauchen::V,mergere,булхх
909,rudern::V,remigare,хәәвдх
910,fahren::V,vehi,йовх
911,fliegen::V,volare,нисх
912,gehen::V,ire,йовх
913,gehen::V,vadere,йовх
914,weggehen::V,abire,йовх
915,weggehen::V,abire,одх
916,weggehen::V,abire,һарх
917,weggehen::V,abire,мөрлх
918,weggehen::V,discedere,йовх
919,weggehen::V,discedere,одх
920,weggehen::V,discedere,һарх
921,weggehen::V,discedere,мөрлх
922,abfahren::V,proficisci,мордх
923,anhalten::V,consistere,зогсх
924,hineingehen::V,inire,орх
925,hineingehen::V,ingredi,орх
926,eintreten::V,intrare,орх
927,kommen::V,venire,ирх
928,ankommen::V,advenire,ирх
929,zurückkommen::V,revenire,орх
930,bleiben::V,manere,бәәх
931,warten::V,opperiri,күләх
932,erwarten::V,opperiri,күләх
933,erwarten::V,expectare,күләх
934,suchen::V,quaerere,хәәх
935,finden::V,reperire,олх
936,versuchen::V,conari,седх
937,versuchen::V,temptare,седх
938,vorbereiten::V,parare,белдх
939,lieben::V,amare,дурлх
940,mögen::V,amare,таассгдх
941,lachen::V,ridere,инәх
942,rühren::V,commovere,уйрах
943,weinen::V,flere,уульх
944,schimpfen::V,increpare,харах
945,sich ärgern::V,indignari,уурлх
946,sich fürchten::V,vereri,әәх
947,fürchten::V,timere,әәх
948,fürchten::V,timere,сүрдх
949,fliehen::V,fugere,зулх
950,flüchten::V,effugere,орһх
951,flüchten::V,effugere,зулх
952,sehen::V,videre,үзх
953,anschauen::V,aspectare,харх
954,ansehen::V,spectare,хәләх
955,ansehen::V,spectare,үзх
956,hören::V,audire,соңсх
957,zuhören::V,auscultare,соңсх
958,probieren::V,gustare,амсх
959,riechen::V,olfacere,үнрчлх
960,fühlen::V,sentire,медх
961,scheinen::V,videri,болҗ медгдх
962,scheinen::V,videri,миниһәр болхла
963,scheinen::V,videri,болад бәәх
964,zu sehen sein::V,conspici,үзгдх
965,vernehmen::V,comperire,соңсх
966,frieren::V,algere,даарх
967,tun::V,facere,кех
968,können::V,posse,чадх
969,wollen::V,velle,дурлх
970,anfangen::V,incipere,эклх
971,beenden::V,finire,дуусх
972,aufhören::V,desistere,уурх
973,gelingen::V,contingere,бүтх
974,gelingen::V,contingere,күцәх
975,geraten::V,evenire,болх
976,öffnen::V,aperire,секх
977,schließen::V,claudere,хаах
978,stellen::V,sistere,тәвх
979,setzen::V,ponere,суулһх
980,legen::V,ponere,тәвх
981,berühren::V,tangere,көндәх
982,verbinden::V,iungere,боох
983,bedecken::V,tegere,хучх
984,bedecken::V,tegere,бүркх
985,bedecken::V,operire,хучх
986,bedecken::V,operire,бүркх
987,aufhängen::V,suspendere,өлгх
988,anzünden::V,accendere,асах
989,anzünden::V,accendere,шатах
990,anzünden::V,inflammare,асах
991,anzünden::V,inflammare,шатах
992,aufheben::V,tollere,өөдән өргх
993,zurücklassen::V,relinquere,үлдәх
994,verlieren::V,perdere,геех
995,verlieren::V,amittere,геех
996,fallen lassen::V,dimittere,алдх
997,machen::V,facere,кех
998,herstellen::V,fabricare,кех
999,bauen::V,construere,тосхх
1000,reparieren::V,reparare,ясх
1001,verbessern::V,emendare,сәәрүлх
1002,ändern::V,mutare,хүврәх
1003,graben::V,fodere,малтх
1004,beugen::V,flectere,нуһлх
1005,biegen::V,curvare,матилһх
1006,drehen::V,torquere,эргүлх
1007,wenden::V,vertere,көмрх
1008,wenden::V,vertere,эргүлх
1009,umdrehen::V,convertere,эргүлх
1010,heben::V,tollere,өргх
1011,heben::V,tollere,деер өргх
1012,hochheben::V,levare,өргх
1013,ergreifen::V,capessere,бәрх
1014,halten::V,tenere,бәрх
1015,drücken::V,premere,шахх
1016,schieben::V,promovere,түлкх
1017,kratzen::V,radere,мааҗх
1018,lecken::V,lambere,долах
1019,beißen::V,mordere,хазх
1020,abreißen::V,avellere,таслх
1021,abschneiden::V,desecare,тәәрх
1022,binden::V,ligare,боох
1023,stecken::V,inserere,шаах
1024,stecken::V,inserere,хатхх
1025,brechen::V,rumpere,хамхлх
1026,klopfen::V,pultare,цокх
1027,hauen::V,ferire,цокх
1028,kleben::V,agglutinare,наах
1029,reiben::V,terere,зүлгх
1030,streichen::V,oblinere,наах
1031,streichen::V,oblinere,лашх
1032,streichen::V,oblinere,түркх
1033,schleifen::V,acuere,хурцлх
1034,schneiden::V,secare,хәәчлх
1035,rütteln::V,quassare,дәәвлүлх
1036,schütteln::V,quatere,сегсрх
1037,schwenken::V,ventilare,дайлх
1038,schütten::V,fundere,кех
1039,füllen::V,complere,дүүргх
1040,einwickeln::V,involvere,орах
1041,tragen::V,ferre,зөөх
1042,tragen::V,portare,зөөх
1043,schleppen::V,pertrahere,чирх
1044,ziehen::V,trahere,татх
1045,aufbewahren::V,asservare,хадһлх
1046,werfen::V,iacere,хайх
1047,fangen::V,capere,бәрх
1048,fangen::V,capere,хавлх
1049,packen::V,capessere,бәрх
1050,verstecken::V,abdere,дүрх
1051,verstecken::V,abdere,бултулх
1052,teilen::V,partiri,хувах
1053,teilen::V,dividere,хувах
1054,schicken::V,mittere,илгәх
1055,bringen::V,apportare,авч ирх
1056,hinzufügen::V,addere,немх
1057,bekommen::V,adipisci,авх
1058,erhalten::V,accipere,авх 
1059,nehmen::V,sumere,авх
1060,wählen::V,eligere,шүүх
1061,auswählen::V,deligere,шүүх
1062,bewahren::V,conservare,хадһлх
1063,bewahren::V,conservare,кевтнь үлдәх
1064,bewahren::V,conservare,кевтнь бәәлһх
1065,behindern::V,impedire,харшлх
1066,verderben::V,corrumpere,үрәх
1067,beschädigen::V,laedere,эвдх
1068,zerbrechen::V,rumpere,күүлх
1069,zerbrechen::V,rumpere,хамхлх
1070,zerbrechen::V,frangere,күүлх
1071,zerbrechen::V,frangere,хамхлх
1072,zerreißen::V,discindere,шуучх
1073,zerstören::V,delere,эвдх
1074,verbrennen::V,urere,шатах
1075,verbrennen::V,cremare,шатах
1076,geben::V,dare,өгх
1077,reichen::V,praebere,өгх
1078,schenken::V,donare,белглх
1079,schenken::V,largiri,белглх
1080,versprechen::V,polliceri,амлх
1081,versprechen::V,promittere,амлх
1082,loben::V,laudare,магтх
1083,küssen::V,osculari,үмсх
1084,zudecken::V,tegere,бүркх
1085,wecken::V,excitare,серүлх
1086,zeigen::V,monstrare,үзүлх
1087,führen::V,ducere,көтлх
1088,lehren::V,docere,заах
1089,lehren::V,docere,сурһх
1090,unterrichten::V,instituere,сурһх
1091,unterrichten::V,instituere,багшлх
1092,aufziehen::V,nutrire,өскәх
1093,leiten::V,ducere,һардх
1094,leiten::V,ducere,толһалх
1095,antreiben::V,incitare,шамдах
1096,lassen::V,iubere,күч үзүлх
1097,einladen::V,invitare,үрх
1098,vereinigen::V,coniungere,хамцулх
1099,besuchen::V,visere,одх
1100,treffen::V,convenire,харһх
1101,sich versammeln::V,convenire,цуглрх
1102,sich versammeln::V,convenire,хурх
1103,spielen::V,ludere,наадх
1104,singen::V,cantare,дуулх
1105,tanzen::V,saltare,биилх
1106,sich trennen::V,digredi,хаһцх
1107,sich trennen::V,discedere,хаһцх
1108,verlassen::V,deserere,хайх
1109,verlassen::V,relinquere,хайх
1110,retten::V,servare,әм аврх
1111,retten::V,servare,әәмшгәс харсх
1112,bewachen::V,custodire,харх
1113,bewachen::V,custodire,манх
1114,schützen::V,tueri,харсх
1115,schützen::V,tutari,харсх
1116,verteidigen::V,defendere,харсх
1117,sich schlagen::V,luctari,гүвдлдх
1118,schießen::V,iaculari,хах
1119,siegen::V,vincere,диилх
1120,ärgern::V,irritare,уурлулх
1121,schlagen::V,ferire,цокх
1122,schlagen::V,ferire,гүвдх
1123,treten::V,calcare,
1124,stechen::V,pungere,хатхх
1125,stoßen::V,tundere,түлкчкх
1126,stehlen::V,furari,хулхалх
1127,stören::V,turbare,һә болх
1128,belästigen::V,obtundere,амр эс өгх
1129,verbergen::V,celare,нуух
1130,verbergen::V,celare,бултулх
1131,verbergen::V,occultare,нуух
1132,verbergen::V,occultare,бултулх
1133,täuschen::V,fallere,меклх
1134,betrügen::V,fraudare,меклх
1135,betrügen::V,fraudare,мек һарһх
1136,töten::V,necare,алх
1137,töten::V,caedere,алх
1138,wohnen::V,habitare,бәәх
1139,arbeiten::V,laborare,көдлх
1140,sammeln::V,colligere,түүх
1141,pflücken::V,carpere,түүх
1142,pflücken::V,carpere,хурах
1143,jagen::V,venari,аңнх
1144,jagen::V,venari,аңһучлх
1145,fischen::V,piscari,заһс аңнх
1146,fassen::V,capere,бәрх
1147,hüten::V,custodire,хәрүлх
1148,treiben::V,agere,туух
1149,anbinden::V,alligare,уйх
1150,füttern::V,nutrire,теҗәх
1151,melken::V,mulgere,саах
1152,hacken::V,findere,чавчх
1153,gießen::V,rigare,услх
1154,reifen::V,maturescere,болх
1155,reifen::V,maturescere,болвсрх
1156,zubereiten::V,apparare,белдх
1157,kochen::V,coquere,чанх
1158,kochen::V,coquere,болһх
1159,backen::V,coquere,болһх
1160,braten::V,torrere,хуурх
1161,umrühren::V,commovere,самрх
1162,stricken::V,texere,өлгх
1163,nähen::V,suere,уйх
1164,färben::V,tingere,будх
1165,reinigen::V,purgare,цеврлх
1166,waschen::V,lavare,уһах
1167,abwischen::V,abstergere,арчх
1168,spülen::V,perluere,зәәлх
1169,fegen::V,verrere,сәвүрдх
1170,kehren::V,purgare,сәвүрдх
1171,baden::V,lavari,өөмх
1172,sich waschen::V,lavari,уһах
1173,sich waschen::V,lavari,бийән уһаҗ
1174,ausziehen::V,exuere,тәәлх
1175,anziehen::V,induere,өмсх
1176,sich anziehen::V,vestiri,хувцлх
1177,kämmen::V,pectere,самлх
1178,schmücken::V,ornare,чимх
1179,schmücken::V,ornare,кеерүлх
1180,schmücken::V,decorare,чимх
1181,schmücken::V,decorare,кеерүлх
1182,sagen::V,dicere,келх
1183,sprechen::V,fari,келх
1184,reden::V,loqui,күүндх
1185,reden::V,loqui,күр_кех
1186,sich unterhalten::V,colloqui,күүндх
1187,sich unterhalten::V,disputare,күүндх
1188,fragen::V,rogare,сурх
1189,fragen::V,quaerere,сурх
1190,bitten::V,orare,эрх
1191,bitten::V,rogare,эрх
1192,erzählen::V,narrare,келх
1193,erzählen::V,narrare,келҗ өгх
1194,mitteilen::V,communicare,медүлх
1195,nennen::V,appellare,нерәдх
1196,nennen::V,appellare,нер өгх
1197,rufen::V,vocare,дуудх
1198,prahlen::V,gloriari,көөрх
1199,übersetzen::V,vertere,орчулх
1200,denken::V,cogitare,санх
1201,glauben::V,credere,шүтх
1202,glauben::V,credere,нәәлх
1203,bemerken::V,animadvertere,темдглх
1204,erkennen::V,cognoscere,таньх
1205,erkennen::V,cognoscere,медх
1206,begreifen::V,comprehendere,медх
1207,verstehen::V,intellegere,соңсх
1208,lernen::V,discere,сурх
1209,wissen::V,scire,медх
1210,sich erinnern an::V,meminisse,санх
1211,vergessen::V,oblivisci,мартх
1212,messen::V,metiri,кемҗәлх
1213,zählen::V,numerare,тоолх
1214,rechnen::V,reri,тоолх
1215,rechnen::V,calculare,тоолх
1216,lesen::V,legere,умшх
1217,malen::V,pingere,зурх
1218,zeichnen::V,scribere,зурх
1219,schreiben::V,scribere,бичх
1220,besitzen::V,possidere,эзлх
1221,kaufen::V,emere,хулдҗ авх
1222,verkaufen::V,vendere,хулдх
1223,verkaufen::V,vendere,гүүлгх
1224,bezahlen::V,pendere,өгх
1225,zahlen::V,solvere,өгх
1226,beherrschen::V,regere,эзлх
1227,beherrschen::V,imperare,эзлх
1228,ertragen::V,tolerare,даах
1229,ertragen::V,sustinere,даах
1230,wünschen::V,,сә хәәх
1231,wiegen::V,,саатулх
