,Concept_ID,is,eu
62,Träne::N,tár,malko
63,Geschmack::N,smekkur,dasta
64,Geruch::N,lykt,usain
65,Schlaf::N,svefn,lo
66,Traum::N,draumur,amets
67,Himmel::N,himinn,zeru
68,Sonne::N,sól,eguzki
69,Mond::N,tungl,ilargi
70,Stern::N,stjarna,izar
71,Luft::N,loft,aire
72,Wind::N,vindur,haize
73,Welle::N,alda,uhin
74,Welle::N,alda,olatu
75,Welle::N,bylgja,uhin
76,Welle::N,bylgja,olatu
77,Wasser::N,vatn,ur
78,Stein::N,steinn,harri
79,Boden::N,botn,lur
80,Boden::N,botn,zoru
81,Erde::N,jörð,lur
82,Staub::N,ryk,hauts
83,Staub::N,duft,hauts
84,Rauch::N,reykur,ke
85,Funke::N,neisti,zirta
86,Funke::N,neisti,txinparta
87,Feuer::N,eldur,su
88,Licht::N,ljós,argi
89,Schatten::N,skuggi,itzal
90,Schatten::N,skuggi,geriza
91,Wetter::N,veður,eguraldi
92,Nebel::N,þoka,laino
93,Wolke::N,ský,hodei
94,Regen::N,regn,euri
95,Schnee::N,snjór,elur
96,Eis::N,ís,horma
97,Frost::N,frost,izotzaldi
98,Kälte::N,kuldi,hotz
99,Hitze::N,hiti,bero
100,Raureif::N,hrím,antzigar
101,Regenbogen::N,regnbogi,ostadar
102,Regenbogen::N,regnbogi,ortzadar
103,Donner::N,þruma,ostots
104,Donner::N,þruma,ihurtzuri
105,Strömung::N,straumur,laster
106,Tropfen::N,dropi,xorta
107,Schaum::N,froða,bits
108,Schmutz::N,óhreinindi,lohi
109,Schmutz::N,óhreinindi,zikin
110,See::N,stöðuvatn,laku
111,See::N,stöðuvatn,aintzira
112,Sumpf::N,fen,zingira
113,Moor::N,mýri,zohikaztegi
114,Wiese::N,engi,larre
115,Wiese::N,engi,belardi
116,Wald::N,skógur,baso
117,Wald::N,skógur,oihan
118,Hügel::N,hæð,muino
119,Hügel::N,hæð,pentoka
120,Hügel::N,hóll,muino
121,Hügel::N,hóll,pentoka
122,Anhöhe::N,hæð,garai
123,Anhöhe::N,hæð,goragune
124,Anhöhe::N,hóll,garai
125,Anhöhe::N,hóll,goragune
126,Berg::N,fell,mendi
127,Berg::N,fjall,mendi
128,Gipfel::N,tindur,gain
129,Gipfel::N,tindur,tontor
130,Höhle::N,hellir,kobazulo
131,Abhang::N,hlíð,aldapa
132,Abhang::N,brekka,aldapa
133,Quelle::N,lind,iturri
134,Quelle::N,lind,iturbegi
135,Quelle::N,uppspretta,iturri
136,Quelle::N,uppspretta,iturbegi
137,Bach::N,lækur,lats
138,Bach::N,lækur,erreka
139,Fluss::N,á,ibai
140,Fluss::N,á,uhaitz
141,Fluss::N,fljót,ibai
142,Fluss::N,fljót,uhaitz
143,Ufer::N,árbakki,bazter
144,Ufer::N,sjávarbakki,bazter
145,Küste::N,strönd,itsasalde
146,Festland::N,meginland,lehor
147,Meer::N,haf,itsaso
148,Meer::N,sjór,itsaso
149,Bucht::N,vík,golko
150,Insel::N,eyja,irla
151,Insel::N,eyja,uharte
152,Blume::N,blóm,lili
153,Gras::N,gras,belar
154,Wurzel::N,rót,zuztar
155,Wurzel::N,rót,sustrai
156,Baum::N,tré,zuhaitz
157,Stamm::N,stofn,enbor
158,Rinde::N,börkur,azal
159,Ast::N,grein,adar
160,Zweig::N,angi,abar
161,Zweig::N,kvistur,abar
162,Blatt::N,blað,hosto
163,Birke::N,birki,urki
164,Kiefer[Baum]::N,fura,ler
165,Weide[Baum]::N,víðir,zume
166,Weide[Baum]::N,víðir,sahats
167,Tanne::N,greni,izei
168,Horn::N,horn,adar
169,Feder::N,fjöður,luma
170,Feder::N,fjöður,hegaki
171,Fell::N,skinn,ile
172,Fell::N,skinn,larru
173,Flügel::N,vængur,hego
174,Klaue::N,kló,atzapar
175,Kralle::N,kló,erpe
176,Kralle::N,kló,atzapar
177,Schwanz::N,rófa,isats
178,Schwanz::N,rófa,buztan
179,Schwanz::N,skott,isats
180,Schwanz::N,skott,buztan
181,Ei::N,egg,arrautza
182,Nest::N,hreiður,habia
183,Bau::N,greni,ohantze
184,Bau::N,bæli,ohantze
185,Tier::N,dýr,abere
186,Tier::N,dýr,piztia
187,Herde::N,hjörð,saldo
188,Herde::N,hjörð,abere talde
189,Kuh::N,kýr,behi
190,Bulle::N,boli,zezen
191,Pferd::N,hestur,zaldi
192,Schaf::N,kind,ardi
193,Schwein::N,svín,urde
194,Schwein::N,svín,txerri
195,Hund::N,hundur,txakur
196,Katze::N,köttur,katu
197,Bär::N,björn,hartz
198,Eichhörnchen::N,íkorni,urtxintxa
199,Elch::N,elgur,altze
200,Fuchs::N,refur,azeri
201,Hase::N,héri,erbi
202,Maus::N,mús,sagu
203,Wolf::N,úlfur,otso
204,Vogel::N,fugl,txori
205,Vogel::N,fugl,hegazti
206,Schwarm::N,sægur,aldra
207,Huhn::N,hæna,oilo
208,Hahn::N,hani,oilar
209,Gans::N,gæs,antzara
210,Adler::N,örn,arrano
211,Ente::N,önd,ahate
212,Eule::N,uggla,hontza
213,Kranich::N,trana,kurrilo
214,Krähe::N,kráka,bele
215,Kuckuck::N,gaukur,kuku
216,Schwan::N,svanur,beltxarga
217,Fisch::N,fiskur,arrain
218,Barsch::N,aborri,perka
219,Hecht::N,gedda,lutxo
220,Schlange[Tier]::N,naðra,suge
221,Wurm::N,ormur,har
222,Spinne::N,kónguló,armiarma
223,Ameise::N,maur,inurri
224,Laus::N,lús,zorri
225,Mücke::N,mý,eltxo
226,Mücke::N,mýfluga,eltxo
227,Fliege::N,fluga,euli
228,Schmetterling::N,fiðrildi,pinpirin
229,Schmetterling::N,fiðrildi,tximeleta
230,Beere::N,ber,baia
231,Apfel::N,epli,sagar
232,Pilz::N,sveppur,onddo
233,Pilz::N,sveppur,perretxiko
234,Zwiebel::N,laukur,tipula
235,Saat::N,fræ,haziak
236,Saat::N,útsæði,haziak
237,Korn::N,korn,ale
238,Korn::N,korn,pikor
239,Heu::N,hey,belar ondu
240,Schale::N,hýði,azal
241,Grube::N,gryfja,hobi
242,Falle::N,gildra,harrapagailu
243,Schlinge::N,snara,bilur
244,Schlinge::N,snara,xedera
245,Spur::N,spor,lorratz
246,Asche::N,aska,errauts
247,Dreck::N,óþverri,satsukeria
248,Eisen::N,járn,burdina
249,Gold::N,gull,urre
250,Gold::N,gull,urregorri
251,Silber::N,silfur,zilar
252,Silber::N,silfur,urrezuri
253,Kohle::N,kol,ikatz
254,Glas::N,gler,beira
255,Lehm::N,leir,buztin
256,Sand::N,sandur,harea
257,Sand::N,sandur,hondar
258,Mensch::N,maður,gizaki
259,Mensch::N,manneskja,gizaki
260,Mann::N,maður,gizon
261,Mann::N,karlmaður,gizon
262,Frau::N,kona,andere
263,Frau::N,kona,emakume
264,Kind::N,barn,haur
265,Kind::N,krakki,haur
266,Junge::N,drengur,mutil
267,Mädchen::N,stelpa,neska
268,Familie::N,fjölskylda,sendi
269,Familie::N,fjölskylda,familia
270,Großvater::N,afi,aitona
271,Großvater::N,afi,aitatxi
272,Großmutter::N,amma,amona
273,Großmutter::N,amma,amatxi
274,Eltern::N,foreldrar,gurasoak
275,Vater::N,faðir,aita
276,Mutter::N,móðir,ama
277,Sohn::N,sonur,seme
278,Tochter::N,dóttir,alaba
279,Bruder::N,bróðir,neba
280,Bruder::N,bróðir,anaia
281,Schwester::N,systir,ahizpa
282,Onkel::N,föðurbróðir,osaba
283,Tante::N,frænka,izeba
284,Tante::N,móðursystir,izeba
285,Ehemann::N,eiginmaður,senar
286,Ehefrau::N,eiginkona,emazte
287,Freude::N,gleði,poz
288,Freude::N,gleði,pozkari
289,Gelächter::N,hlátur,barre
290,Gelächter::N,hlátur,karkara
291,Glück::N,gæfa,zori
292,Kummer::N,sorg,xangrin
293,Kummer::N,sorg,atsekabe
294,Wunsch::N,ósk,nahi
295,Wunsch::N,ósk,nahikunde
296,Lust::N,fýsn,gogo
297,Lust::N,löngun,gogo
298,Geist::N,andi,gogo
299,Gedanke::N,hugsun,gogoeta
300,Gedächtnis::N,minni,oroimen
301,Gedächtnis::N,minni,gogoramen
302,Verstand::N,vit,adimen
303,Verstand::N,vit,ulermen
304,Sinn::N,merking,zentzu
305,Grund::N,ástæða,zergati
306,Wahrheit::N,sannleikur,egia
307,Gespräch::N,samtal,hizketa
308,Gespräch::N,samtal,elkarrizketa
309,Märchen::N,ævintýri,ipuin
310,Erzählung::N,saga,edesti
311,Erzählung::N,saga,kontakizun
312,Nachricht::N,frétt,albiste
313,Neuigkeit::N,frétt,berri
314,Name::N,nafn,izen
315,Rätsel::N,gáta,asmakizun
316,Rede::N,ræða,hitzaldi
317,Rede::N,ræða,mintzaldi
318,Sprache::N,mál,hizkuntza
319,Sprache::N,tungumál,hizkuntza
320,Stimme::N,rödd,ahots
321,Wort::N,orð,hitz
322,Zeichen::N,tákn,agerbide
323,Zeichen::N,tákn,agergarri
324,Zeichen::N,merki,agerbide
325,Zeichen::N,merki,agergarri
326,Ruf::N,kall,dei
327,Lärm::N,hávaði,zarata
328,Lärm::N,hávaði,harrabots
329,Laut::N,hljóð,hots
330,Ton::N,tónn,tonu
331,Ton::N,tónn,soinu
332,Lied::N,ljóð,abesti
333,Lied::N,söngur,abesti
334,Ruhe::N,ró,nasaitasun
335,Ruhe::N,kyrrð,nasaitasun
336,Leute::N,fólk,jende
337,Volk::N,þjóð,herri
338,Volk::N,þjóð,populu
339,Arbeit::N,vinna,lan
340,Gast::N,gestur,arrotz
341,Gast::N,gestur,apopilo
342,Geschenk::N,gjöf,opari
343,Spiel::N,leikur,jolas
344,Gesellschaft::N,selskapur,gizarte
345,Hilfe::N,hjálp,helpide
346,Hilfe::N,hjálp,laguntza
347,Freund::N,vinur,lagun
348,Kamerad::N,félagi,adiskide
349,Kamerad::N,félagi,lagunkide
350,Angelegenheit::N,mál,afera
351,Angelegenheit::N,málefni,afera
352,Anzahl::N,tala,kopuru
353,Anzahl::N,fjöldi,kopuru
354,Art::N,tegund,mota
355,Stück::N,biti,puska
356,Stück::N,stykki,puska
357,Teil::N,hluti,atal
358,Teil::N,partur,atal
359,Hälfte::N,helmingur,erdi
360,Kreis::N,hringur,biribilki
361,Kreuz::N,kross,gurutze
362,Kreuz::N,krossmark,gurutze
363,Linie::N,lína,linea
364,Strich::N,strik,marra
365,Abstand::N,millibil,tarte
366,Entfernung::N,fjarlægð,urrunera
367,Gegend::N,hérað,alderdi
368,Gegend::N,hérað,eskualde
369,Platz::N,pláss,leku
370,Ort::N,staður,toki
371,Seite::N,hlið,albo
372,Mitte::N,miðja,erdi
373,Gegenstand::N,hlutur,gauzaki
374,Sache::N,mál,gauza
375,Rand::N,brún,ertz
376,Kante::N,rönd,ertz
377,Ecke::N,horn,kantoi
378,Spitze::N,oddur,punta
379,Ende::N,endi,buru
380,Ende::N,endi,mutur
381,Loch::N,gat,zulo
382,Loch::N,hola,zulo
383,Winkel::N,skot,zoko
384,Winkel::N,skot,bazter
385,Winkel::N,krókur,zoko
386,Winkel::N,krókur,bazter
387,Muster::N,munstur,eredu
388,Muster::N,munstur,marrazki
389,Größe::N,stærð,kaizu
390,Größe::N,stærð,tamaina
391,Länge::N,lengd,luzera
392,Höhe::N,hæð,goiera
393,Höhe::N,hæð,garaiera
394,Gewicht::N,vigt,hazta
395,Gewicht::N,þyngd,hazta
396,Menge::N,magn,kopuru
397,Haufen::N,hrúga,pila
398,Haufen::N,hrúga,mendoi
399,Haufen::N,haugur,pila
400,Haufen::N,haugur,mendoi
401,Reihe::N,röð,ilara
402,Reihe::N,röð,errenkada
403,Boot::N,bátur,potin
404,Boot::N,bátur,txalupa
405,Ruder::N,ár,arraun
406,Schlitten::N,sleði,lera
407,Schlitten::N,sleði,narra
408,Ski::N,skíði,eski
409,Lagerfeuer::N,varðeldur,su
410,Last::N,byrði,zama
411,Last::N,byrði,karga
412,Last::N,farmur,zama
413,Last::N,farmur,karga
414,Gang::N,ganga,ibilera
415,Schritt::N,skref,pauso
416,Schritt::N,skref,urrats
417,Norden::N,norður,ipar
418,Norden::N,norður,iparralde
419,Süden::N,suður,hego
420,Süden::N,suður,hegoalde
421,Westen::N,vestur,sartalde
422,Westen::N,vestur,mendebalde
423,Osten::N,austur,ekialde
424,Osten::N,austur,sortalde
425,Holz::N,viður,zur
426,Brett::N,fjöl,ohol
427,Platte::N,flötur,lauza
428,Stütze::N,stoð,irozgarri
429,Stütze::N,stoð,bermagailu
430,Stange::N,stöng,haga
431,Stock::N,prik,makila
432,Stock::N,stafur,makila
433,Stab::N,prik,makila
434,Stab::N,stafur,makila
435,Rohr::N,rör,hodi
436,Rohr::N,pípa,hodi
437,Haus::N,hús,etxe
438,Heim::N,heimili,etxe
439,Heim::N,heimili,etxaleku
440,Ofen::N,ofn,berogailu
441,Fußboden::N,gólf,zoru
442,Tisch::N,borð,mahai
443,Stuhl::N,stóll,aulki
444,Wiege::N,vagga,kuma
445,Wiege::N,vagga,sehaska
446,Bett::N,rúm,ohe
447,Bett::N,rúm,ohatze
448,Bett::N,hvíla,ohe
449,Bett::N,hvíla,ohatze
450,Regal::N,hilla,apalategi
451,Kiste::N,kassi,kutxa
452,Fenster::N,gluggi,leiho
453,Tür::N,dyr,ate
454,Tür::N,hurð,ate
455,Tor::N,hlið,atari
456,Zaun::N,girðing,hesi
457,Zaun::N,limgarður,hesi
458,Dach::N,þak,teilatu
459,Leiter::N,stigi,zurubi
460,Besen::N,sópur,erratz
461,Spaten::N,spaði,burdinpala
462,Schaufel::N,skófla,pala
463,Gabel::N,gaffall,sardexka
464,Löffel::N,skeið,koilara
465,Messer::N,hnífur,aizto
466,Nagel::N,nögl,iltze
467,Netz::N,net,sare
468,Haken::N,krókur,mako
469,Griff::N,tak,eskutoki
470,Schloss::N,lás,sarraila
471,Bild::N,mynd,irudi
472,Figur::N,stytta,figura
473,Puppe::N,brúða,panpina
474,Puppe::N,brúða,andrakila
475,Beutel::N,poki,zorro
476,Beutel::N,baggi,zorro
477,Bündel::N,böggull,azao
478,Bündel::N,böggull,espal
479,Tasche::N,veski,poltsa
480,Eimer::N,fata,treska
481,Deckel::N,lok,tapa
482,Deckel::N,lok,estalki
483,Geschirr::N,leirtau,baxera
484,Geschirr::N,leirtau,ontziteria
485,Sack::N,sekkur,zaku
486,Tasse::N,bolli,kikara
487,Topf::N,pottur,ontzi
488,Topf::N,pottur,lapiko
489,Kessel::N,ketill,pazia
490,Essen::N,matur,janaldi
491,Nahrung::N,fæða,jan
492,Speise::N,réttur,jaki
493,Speise::N,matarréttur,jaki
494,Fleisch::N,kjöt,okela
495,Fleisch::N,kjöt,haragi
496,Getreide::N,korn,labore
497,Brei::N,grautur,ahi
498,Brei::N,grautur,pure
499,Brot::N,brauð,ogi
500,Scheibe::N,sneið,xerra
501,Scheibe::N,sneið,pirripita
502,Fett::N,fita,urin
503,Fett::N,fita,koipe
504,Butter::N,smjör,gurin
505,Öl::N,olía,olio
506,Salz::N,salt,gatz
507,Suppe::N,súpa,zopa
508,Suppe::N,súpa,salda
509,Honig::N,hunang,ezti
510,Milch::N,mjólk,esne
511,Tee::N,te,te
512,Leder::N,skinn,larru
513,Wolle::N,ull,artile
514,Stoff::N,dúkur,ehun
515,Nadel::N,nál,orratz
516,Nadel::N,nál,jostorratz
517,Faden::N,þráður,hari
518,Knopf::N,tala,botoi
519,Knopf::N,hnappur,botoi
520,Knoten::N,hnútur,korapilo
521,Farbe::N,málning,pintura
522,Kleidung::N,búningur,arropa
523,Kleidung::N,búningur,jantziak
524,Kleidung::N,klæðnaður,arropa
525,Kleidung::N,klæðnaður,jantziak
526,Hemd::N,skyrta,atorra
527,Hemd::N,skyrta,alkandora
528,Kragen::N,kragi,idun
529,Kragen::N,flibbi,idun
530,Ärmel::N,ermi,mahuka
531,Hose::N,buxur,prakak
532,Hose::N,buxur,galtzak
533,Gürtel::N,belti,gerriko
534,Mütze::N,húfa,txano
535,Mütze::N,húfa,txapel
536,Schuh::N,skór,oski
537,Schuh::N,skór,oinetako
538,Stiefel::N,stígvél,bota
539,Ring::N,hringur,uztai
540,Band::N,band,zinta
541,Band::N,band,xingola
542,Kamm::N,greiða,orrazi
543,Spiegel::N,spegill,mirail
544,Riemen::N,ól,uhal
545,Riemen::N,reim,uhal
546,Schnur::N,snúra,lokailu
547,Leine::N,band,lotura
548,Decke::N,teppi,burusi
549,Kissen::N,koddi,kuxin
550,Tuch::N,klútur,zapi
551,Tuch::N,klútur,oihal
552,Handtuch::N,þurrka,eskuzapi
553,Handtuch::N,þurrka,eskuoihal
554,Handtuch::N,handklæði,eskuzapi
555,Handtuch::N,handklæði,eskuoihal
556,Kraft::N,afl,indar
557,Kraft::N,kraftur,indar
558,Stärke::N,styrkur,indar
559,Gesundheit::N,heilsa,osasun
560,Gesundheit::N,heilbrigði,osasun
561,Krankheit::N,sjúkdómur,eritasun
562,Krankheit::N,sjúkdómur,gaixotasun
563,Schmerz::N,sársauki,min
564,Wunde::N,sár,zauri
565,Fieber::N,hitasótt,sukar
566,Arznei::N,lyf,osagai
567,Arznei::N,lyf,sendagai
568,Brücke::N,brú,zubi
569,Brunnen::N,brunnur,putzu
570,Weide::N,hagi,alha
571,Weide::N,hagi,bazkaleku
572,Pfad::N,stígur,zidor
573,Pfad::N,stígur,bidexka
574,Weg::N,vegur,bide
575,Straße::N,gata,errepide
576,Straße::N,stræti,errepide
577,Dorf::N,þorp,herri
578,Stadt::N,borg,hiri
579,Brief::N,bréf,gutun
580,Brief::N,bréf,eskutitz
581,Buch::N,bók,liburu
582,Buchstabe::N,bókstafur,hizki
583,Zeitung::N,dagblað,egunkari
584,Leben::N,líf,bizi
585,Leben::N,líf,bizitza
586,Tod::N,dauði,herio
587,Tod::N,dauði,heriotza
588,Grab::N,gröf,hobi
589,Grab::N,gröf,hilobi
590,Kirche::N,kirkja,eliza
591,Sünde::N,synd,hoben
592,Sünde::N,synd,bekatu
593,Gott::N,guð,jainko
594,Arbeiter::N,verkamaður,langile
595,Arbeiter::N,verkamaður,behargin
596,Chef::N,yfirmaður,nagusi
597,Meister::N,meistari,maisu
598,Arzt::N,læknir,osagile
599,Arzt::N,læknir,sendagile
600,Lehrer::N,kennari,irakasle
601,Geld::N,peningar,diru
602,Geschäft::N,viðskipti,negozio
603,Laden::N,búð,denda
604,Laden::N,búð,saltegi
605,Laden::N,verslun,denda
606,Laden::N,verslun,saltegi
607,Preis::N,verð,prezio
608,Preis::N,verð,salneurri
609,Ware::N,vara,salgai
610,Nutzen::N,gagn,onura
611,Nutzen::N,gagn,probetxu
612,Reichtum::N,auður,aberastasun
613,Welt::N,veröld,ludi
614,Welt::N,veröld,mundu
615,Land::N,land,herrialde
616,Staat::N,ríki,estatu
617,König::N,konungur,errege
618,Macht::N,vald,botere
619,Grenze::N,landamæri,muga
620,Krieg::N,stríð,guda
621,Feind::N,fjandmaður,etsai
622,Feind::N,fjandmaður,arerio
623,Gewalt::N,ofbeldi,bortxa
624,Gewalt::N,ofbeldi,bortizkeria
625,Kampf::N,bardagi,gudu
626,Kampf::N,bardagi,auska
627,Bogen[Waffe]::N,bogi,arku
628,Pfeil::N,ör,gezi
629,Gewehr::N,byssa,fusil
630,Fehler::N,villa,huts
631,Fehler::N,villa,hutsegin
632,Lüge::N,lygi,gezur
633,Schaden::N,skemmd,kalte
634,Unglück::N,óhamingja,zoritxar
635,Unglück::N,óhamingja,zorigaitz
636,Schuld::N,sök,erru
637,Alter::N,aldur,adin
638,Schluss::N,lok,bukaera
639,Schluss::N,endir,bukaera
640,Zeit::N,tími,aldi
641,Zeit::N,tími,denbora
642,Tag::N,dagur,egun
643,Morgen::N,morgunn,goiz
644,Mittag::N,hádegi,eguerdi
645,Abend::N,kvöld,arrats
646,Nacht::N,nótt,gau
647,Woche::N,vika,aste
648,Monat::N,mánuður,hil
649,Jahr::N,ár,urte
650,Frühling::N,vor,udalehen
651,Sommer::N,sumar,uda
652,Herbst::N,haust,udazken
653,Herbst::N,haust,neguantz
654,Winter::N,vetur,negu
655,Januar::N,janúar,urtarril
656,Februar::N,február,otsail
657,März::N,mars,martxo
658,April::N,apríl,apiril
659,Mai::N,maí,maiatz
660,Juni::N,júní,ekain
661,Juli::N,júlí,uztail
662,August::N,ágúst,abuztu
663,September::N,september,irail
664,Oktober::N,október,urri
665,November::N,nóvember,azaro
666,Dezember::N,desember,abendu
667,Montag::N,mánudagur,astelehen
668,Dienstag::N,þriðjudagur,astearte
669,Mittwoch::N,miðvikudagur,asteazken
670,Donnerstag::N,fimmtudagur,ostegun
671,Freitag::N,föstudagur,ostiral
672,Samstag::N,laugardagur,larunbat
673,Sonntag::N,sunnudagur,igande
674,groß::A,stór,handi
675,klein::A,lítill,txiki
676,lang::A,langur,luze
677,kurz::A,stuttur,labur
678,breit::A,breiður,zabal
679,schmal::A,mjór,mehar
680,dicht::A,þéttur,sarri
681,dicht::A,þéttur,trinko
682,dick[Gegenstand]::A,þykkur,lodi
683,dünn::A,þunnur,mehe
684,fein::A,fíngerður,fin
685,fest::A,fastur,tinko
686,flach::A,flatur,lau
687,flach::A,flatur,ordoki
688,glatt::A,háll,leun
689,glatt::A,sléttur,leun
690,hart::A,harður,gogor
691,weich::A,mjúkur,bigun
692,weich::A,mjúkur,beratz
693,rund::A,kringlóttur,biribil
694,spitz::A,oddhvass,puntadun
695,scharf::A,beittur,zorrotz
696,stumpf::A,bitlaus,kamuts
697,schwer::A,þungur,astun
698,schwer::A,þungur,pisutsu
699,schön::A,fagur,eder
700,schön::A,fallegur,eder
701,heiß::A,heitur,bero
702,heiß::A,heitur,oso bero
703,warm::A,hlýr,bero
704,warm::A,heitur,bero
705,kalt::A,kaldur,hotz
706,kühl::A,svalur,hotzil
707,frisch::A,frískur,fresko
708,frisch::A,frískur,hozkirri
709,feucht::A,rakur,heze
710,feucht::A,þvalur,heze
711,nass::A,votur,busti
712,nass::A,blautur,busti
713,trocken::A,þurr,siku
714,trocken::A,þurr,lehor
715,voll::A,fullur,bete
716,leer::A,tómur,huts
717,offen::A,opinn,ireki
718,geschlossen::A,lokaður,itxita
719,sauber::A,þrifinn,xahu
720,sauber::A,þrifinn,garbi
721,schmutzig::A,óhreinn,lohi
722,schmutzig::A,óhreinn,zikin
723,schmutzig::A,sóðalegur,lohi
724,schmutzig::A,sóðalegur,zikin
725,roh::A,hrár,gordin
726,reif::A,þroskaður,umo
727,reif::A,þroskaður,heldu
728,lecker::A,ljúffengur,goxo
729,süß::A,sætur,goxo
730,bitter::A,beiskur,karmin
731,bitter::A,beiskur,garratz
732,sauer::A,súr,mingots
733,hell::A,bjartur,argi
734,dunkel::A,dimmur,ilun
735,schwarz::A,svartur,beltz
736,weiß::A,hvítur,zuri
737,rot::A,rauður,gorri
738,gelb::A,gulur,hori
739,blau::A,blár,urdin
740,grün::A,grænn,berde
741,grün::A,grænn,musker
742,grau::A,grár,urdin
743,grau::A,grár,urdinabar
744,bunt::A,marglitur,koloretsu
745,billig::A,ódýr,merke
746,teuer::A,dýr,garesti
747,wertvoll::A,verðmætur,baliotsu
748,blind::A,blindur,itsu
749,taub::A,heyrnarlaus,gor
750,kräftig::A,öflugur,kementsu
751,stark::A,sterkur,bizkor
752,stark::A,sterkur,indartsu
753,schwach::A,veill,ahul
754,schwach::A,veill,indargabe
755,fett::A,feitur,gizen
756,schlank::A,grannur,lerden
757,schlank::A,spengilegur,lerden
758,hübsch::A,snotur,polit
759,hübsch::A,laglegur,polit
760,böse::A,illur,tzar
761,böse::A,illur,gaizto
762,böse::A,vondur,tzar
763,böse::A,vondur,gaizto
764,dumm::A,heimskur,lelo
765,dumm::A,heimskur,pello
766,faul::A,latur,nagi
767,faul::A,latur,alfer
768,fleißig::A,iðinn,maratz
769,fleißig::A,iðinn,lanzale
770,geizig::A,nískur,zeken
771,geizig::A,nískur,zikoitz
772,klug::A,hygginn,zuhur
773,geschickt::A,fimur,trebe
774,geschickt::A,fimur,antzetsu
775,geschickt::A,laginn,trebe
776,geschickt::A,laginn,antzetsu
777,lieb::A,kær,maite
778,lieb::A,kær,laztan
779,lieb::A,ljúfur,maite
780,lieb::A,ljúfur,laztan
781,lustig::A,kátur,alaitsu
782,sanft::A,blíður,eme
783,sanft::A,blíður,ezti
784,hungrig::A,soltinn,gose
785,hungrig::A,hungraður,gose
786,krank::A,sjúkur,eri
787,krank::A,sjúkur,gaixo
788,nackt::A,nakinn,biluzi
789,traurig::A,dapur,itun
790,traurig::A,dapur,betilun
791,traurig::A,hryggur,itun
792,traurig::A,hryggur,betilun
793,lebendig::A,lifandi,bizirik
794,gut::A,góður,on
795,schlecht::A,slæmur,txar
796,schlecht::A,lélegur,txar
797,richtig::A,réttur,zuzen
798,schlimm::A,slæmur,larri
799,wahr::A,sannur,egiazko
800,alt::A,gamall,zahar
801,neu::A,nýr,berri
802,ehemalig::A,fyrrverandi,lehengo
803,alt[Lebewesen]::A,gamall,adindun
804,jung::A,ungur,gazte
805,arm::A,vesall,txiro
806,arm::A,vesall,behartsu
807,arm::A,fátækur,txiro
808,arm::A,fátækur,behartsu
809,reich::A,ríkur,dirudun
810,reich::A,auðugur,dirudun
811,bekannt::A,kunnugur,ezagun
812,berühmt::A,frægur,entzun
813,berühmt::A,frægur,ospetsu
814,fremd::A,framandi,arrotz
815,fremd::A,ókunnugur,arrotz
816,verschieden::A,ýmis,ezberdin
817,verschieden::A,ýmis,desberdin
818,nah::A,nálægur,hurre
819,nah::A,nálægur,hurbil
820,fern::A,fjarri,urrun
821,fern::A,fjarlægur,urrun
822,linker::A,vinstri,ezker
823,rechter::A,hægri,eskuin
