,Concept_ID,ko,myv
239,Bruder::N,형제,ялакс
240,Schwester::N,누이,сазор
241,Onkel::N,백부,леля
242,Tante::N,아주머니,патя
243,Ehemann::N,남편,мирде
244,Ehefrau::N,아내,ни
245,Freude::N,기쁨,кеняркс
246,Gelächter::N,웃음,ракамо
247,Gelächter::N,웃음,пейдема
248,Glück::N,즐거움,уцяска
249,Kummer::N,슬픔,рискс
250,Kummer::N,슬픔,мелявкс
251,Wunsch::N,소망,мель
252,Wunsch::N,소망,бажамо
253,Geist::N,할기,ойме
254,Gedanke::N,상념,мель
255,Gedächtnis::N,기억,мель
256,Verstand::N,분별,прев
257,Verstand::N,지능,прев
258,Sinn::N,센스,толк
259,Sinn::N,센스,смысла
260,Grund::N,까닭,тувтал
261,Wahrheit::N,참,видечи
262,Wahrheit::N,진실,видечи
263,Gespräch::N,대화,кортнема
264,Märchen::N,동화,ёвкс
265,Erzählung::N,이야기,ёвтнема
266,Neuigkeit::N,뉴스,куля
267,Name::N,이름,лем
268,Rätsel::N,수수께끼,содамоёвкс
269,Rede::N,연설,кортамо
270,Sprache::N,말,кель
271,Stimme::N,목소리,ваигель
272,Wort::N,낱말,вал
273,Zeichen::N,신호,теште
274,Ruf::N,부름,тердема
275,Lärm::N,소동,шалнома
276,Laut::N,음성,вайгель
277,Ton::N,목소리,гайнема
278,Lied::N,노래,моро
279,Ruhe::N,쉼,оймамо
280,Leute::N,사람들,ломанть
281,Volk::N,국중,народ
282,Arbeit::N,근로,тев
283,Arbeit::N,너무,тев
284,Gast::N,손님,инже
285,Geschenk::N,행하,казне
286,Spiel::N,무리,налксема
287,Gesellschaft::N,교제,община
288,Hilfe::N,거들음,лездамо
289,Hilfe::N,보좌,лездамо
290,Freund::N,친구,оя
291,Freund::N,친구,ялга
292,Kamerad::N,동실자,оя
293,Kamerad::N,동실자,ялга
294,Angelegenheit::N,용무,тев
295,Anzahl::N,어떤,ламоксчи
296,Anzahl::N,수,ламоксчи
297,Art::N,정류,вид
298,Stück::N,일부분,пакш
299,Stück::N,일부분,пелькс
300,Teil::N,몱,часть
301,Teil::N,몱,пелькс
302,Teil::N,구훠,часть
303,Teil::N,구훠,пелькс
304,Hälfte::N,2분의,пель
305,Hälfte::N,2분의,пелькс
306,Kreis::N,고리,кирькс
307,Kreuz::N,열십자,крёст
308,Linie::N,선,кикс
309,Strich::N,스침,межа
310,Abstand::N,거리,ютко
311,Entfernung::N,거리,ютко
312,Gegend::N,곳,тарка
313,Gegend::N,곳,пертьпелькс
314,Gegend::N,부금,тарка
315,Gegend::N,부금,пертьпелькс
316,Platz::N,장소,васолкс
317,Ort::N,장소,тарка
318,Seite::N,옆면,ён
319,Seite::N,옆면,чире
320,Mitte::N,궁간,куншка
321,Gegenstand::N,항목,предмет
322,Sache::N,뭉에,тев
323,Sache::N,뭉에,веща
324,Rand::N,가,пе
325,Rand::N,가,чире
326,Kante::N,귀퉁,ирдез
327,Ecke::N,구석,ужо
328,Spitze::N,끝,пряне
329,Spitze::N,끝,пе
330,Spitze::N,참단,пряне
331,Spitze::N,참단,пе
332,Ende::N,말당,пе
333,Loch::N,빙옷,варя
334,Winkel::N,각도,ужо
335,Muster::N,본,сёрма
336,Muster::N,견복,сёрма
337,Größe::N,신장,сэрь
338,Größe::N,신장,покшолма
339,Länge::N,길이긺,кувалмо
340,Höhe::N,높이,сэрь
341,Höhe::N,높이,пандо
342,Gewicht::N,추,сталмо
343,Menge::N,수양,лововкс
344,Haufen::N,퇴적,мар
345,Haufen::N,퇴적,валявкс
346,Reihe::N,열,ряд
347,Boot::N,보트,венч
348,Ruder::N,노,милё
349,Schlitten::N,썰매,нурдт
350,Ski::N,스키,сокс
351,Lagerfeuer::N,캠프의 모닥불,толбандя
352,Last::N,무거운짐,сталмо
353,Last::N,무거운짐,кандома
354,Gang::N,걸음,молема
355,Gang::N,걸음,якамо
356,Schritt::N,보조,эскелькс
357,Norden::N,북쪽 ,якшамо ёнкс
358,Süden::N,남쪽,лембе ёнкс
359,Westen::N,서쪽,чивалгома
360,Osten::N,동쪽,чилисема
361,Holz::N,목재,чувто
362,Brett::N,마루널,лаз
363,Platte::N,탤,плита
364,Platte::N,금속판,плита
365,Stütze::N,버팀목,неже
366,Stange::N,장대,олга
367,Stock::N,막대기,мандо
368,Stab::N,작대기,олога
369,Rohr::N,갈대,турба
370,Haus::N,집,кудо
371,Heim::N,집,кудо
372,Ofen::N,아궁이,каштомо
373,Fußboden::N,마루,киякс
374,Tisch::N,탁자,столь
375,Stuhl::N,의자,стул
376,Wiege::N,발상지,лавсь
377,Wiege::N,발상지,нурямот
378,Bett::N,침대,ацамо
379,Regal::N,서가,лався
380,Regal::N,서가,лавсяланго
381,Kiste::N,짐궤,горобия
382,Kiste::N,짐궤,сундук
383,Fenster::N,눔,вальма
384,Tür::N,문,кенкш
385,Tor::N,대문,ортат
386,Zaun::N,담장,пирявт
387,Zaun::N,담장,пирвякс
388,Dach::N,지붕,кудопря
389,Leiter::N,사닥다리,кузтема
390,Besen::N,비,тенсть
391,Spaten::N,가래,койме
392,Schaufel::N,삽,кече
393,Schaufel::N,삽,келей койме
394,Gabel::N,갈래,сянгине
395,Löffel::N,숟가락,пенч
396,Messer::N,나이프,пеель
397,Nagel::N,발툽,эске
398,Netz::N,그물,алтыма
399,Haken::N,갈고리,кечказ
400,Griff::N,움켜쥠,кедне
401,Schloss::N,자물쇠,замок
402,Schloss::N,자물쇠,панжома
403,Bild::N,그림,картина
404,Figur::N,몸메,рунго
405,Puppe::N,인형,няка
406,Beutel::N,클,кескав
407,Bündel::N,자근다발,керькс
408,Tasche::N,가방,юдма
409,Eimer::N,동이,ведра
410,Deckel::N,뚜껑,велькс
411,Geschirr::N,식시,кедьге
412,Sack::N,조갑,кескав
413,Tasse::N,차잔,чакш
414,Topf::N,단지,кастрюля
415,Kessel::N,주전자,котёл
416,Essen::N,먹기,ярсамо
417,Nahrung::N,식료,ярсамопель
418,Speise::N,음식물,ярсамопель
419,Fleisch::N,고기,сывель
420,Getreide::N,곡물,сюро
421,Brei::N,젤리,каша
422,Brot::N,빵,кши
423,Scheibe::N,원반,кочом
424,Scheibe::N,원반,сускомо
425,Fett::N,기름,куя
426,Butter::N,버터,ой
427,Öl::N,올리브유,ой
428,Salz::N,소금,сал
429,Suppe::N,국,ям
430,Suppe::N,수프,ям
431,Honig::N,감미,медь
432,Milch::N,유즙,ловсо
433,Tee::N,차,чай
434,Leder::N,가죽,киське
435,Wolle::N,양털,пона
436,Stoff::N,패료,коцт
437,Nadel::N,바늘,салмукс
438,Faden::N,콘실,суре
439,Knopf::N,단추,пов
440,Knoten::N,곁절,сюлмо
441,Farbe::N,색,артомапель
442,Kleidung::N,옷입기,оршамот
443,Hemd::N,속옷,панар
444,Kragen::N,깃,сиве
445,Ärmel::N,소매,ожа
446,Hose::N,바지,понкст
447,Gürtel::N,밴드,каркс
448,Mütze::N,모자,чапка
449,Schuh::N,구두,туфля
450,Stiefel::N,장화,кем
451,Ring::N,고리,суркс
452,Band::N,리본,лента
453,Kamm::N,빗,сурсеме
454,Spiegel::N,거울,чавачамо
455,Riemen::N,가죽끈,кшнань каркс
456,Schnur::N,밧줄,пикс
457,Leine::N,고삐줄,ведьме
458,Decke::N,이부자리,вельтямо
459,Kissen::N,깔개,тодов
460,Tuch::N,천,паця
461,Handtuch::N,수건,нардамо
462,Kraft::N,세력,вий
463,Stärke::N,힘,виевчи
464,Gesundheit::N,위생,шумбрачи
465,Krankheit::N,병,орма
466,Krankheit::N,병,сэредема
467,Schmerz::N,아픔고통,сэредькс
468,Wunde::N,상처,керявкс
469,Fieber::N,열별,маштыкс
470,Arznei::N,약,ормаменькс
471,Brücke::N,교량,сэдь
472,Brücke::N,교량,мадамо
473,Brunnen::N,원천,лисьма
474,Weide::N,목장,ракшань ванома тарка
475,Pfad::N,좁은길,ян
476,Weg::N,길,ки
477,Straße::N,길,ки
478,Dorf::N,촌,веле
479,Dorf::N,촌락,веле
480,Stadt::N,도시,ош
481,Brief::N,서한,сёрма
482,Buch::N,책,книга
483,Buchstabe::N,문자,буква
484,Zeitung::N,신문,газета
485,Leben::N,삶,эрямо
486,Tod::N,죽음,кулома
487,Grab::N,무덤,калмо
488,Kirche::N,교회,церькова
489,Sünde::N,부정,чумочи
490,Gott::N,하느님,паз
491,Arbeiter::N,일하는사람,робочей
492,Chef::N,사장,прявт
493,Meister::N,명인,кол тевень тенця
494,Meister::N,대가,кол тевень тенця
495,Arzt::N,의사,врач
496,Lehrer::N,교사,учитель
497,Lehrer::N,교사,тонавтыця
498,Geld::N,돈,ярмак
499,Geschäft::N,일,ладязь тев
500,Laden::N,가게,лавка
501,Preis::N,가격,питне
502,Ware::N,상품,миевкс
503,Ware::N,상품,рамавкс
504,Nutzen::N,이익,паро
505,Nutzen::N,이익,лезэ
506,Reichtum::N,많음,сюпавчи
507,Welt::N,세상,мир
508,Welt::N,세상,мастор ланго
509,Land::N,지방,мастор
510,Staat::N,국가,государства
511,König::N,국왕,король
512,Macht::N,힘,азорксчи
513,Grenze::N,국경,буен тешкс
514,Krieg::N,전쟁,война
515,Feind::N,적,душман
516,Gewalt::N,권력,нарьгамо
517,Kampf::N,전투,тюрема
518,Bogen[Waffe]::N,활,нал
519,Pfeil::N,화살,нал
520,Gewehr::N,무기,ружия
521,Gewehr::N,무기,винтовка
522,Fehler::N,오류,ильведькс
523,Fehler::N,오류,ильведевкс
524,Lüge::N,거짓말,манчема
525,Lüge::N,거짓말,кенгелема
526,Schaden::N,손상,зыян
527,Unglück::N,불행,зыян
528,Schuld::N,부채,чумочи
529,Alter::N,연령,шка
530,Schluss::N,마감,пе
531,Zeit::N,때,шка
532,Zeit::N,때,пинге
533,Zeit::N,시간,шка
534,Zeit::N,시간,пинге
535,Tag::N,하루,чи
536,Morgen::N,이침,валске
537,Mittag::N,대낮,чикуншка
538,Abend::N,저녁,чокшнэ
539,Nacht::N,밤,ве
540,Woche::N,근무일,недля
541,Monat::N,달,ков
542,Jahr::N,해,ие
543,Frühling::N,봄,тундо
544,Sommer::N,여름,кизэ
545,Herbst::N,가을,сёксь
546,Winter::N,겨울,теле
547,Januar::N,일월,якшамков
548,Februar::N,이월,февраль
549,März::N,삼월,март
550,April::N,사월,апрель
551,Mai::N,오월,май
552,Juni::N,유월,июнь
553,Juli::N,칠월,июль
554,August::N,팔월,август
555,September::N,구월,сентября
556,Oktober::N,시월,октября
557,November::N,십일월,ноября
558,Dezember::N,십이월,декабря
559,Montag::N,월요일,пондельник
560,Dienstag::N,화요일,овторник
561,Mittwoch::N,수요일,серёда
562,Donnerstag::N,모교일,цетьверьг
563,Freitag::N,그묘일,пеця
564,Samstag::N,토요일,субута
565,Samstag::N,토요일,шлямочи
566,Sonntag::N,일요일,недлячи
567,groß::A,큰,ине
568,groß::A,큰,покш
569,klein::A,자근,вишка
570,lang::A,긴,кувака
571,kurz::A,짧은,нурькине
572,breit::A,넓은,келей
573,schmal::A,좁은,теине
574,dicht::A,농밀한,тусто
575,dick[Gegenstand]::A,두꺼운,эчке
576,dünn::A,얇은,човине
577,fein::A,미세한,човине
578,fest::A,굳은,кеме
579,flach::A,얕은,лапужа
580,glatt::A,반들반들한,валаня
581,hart::A,굳은,калгодо
582,weich::A,연한,чевте
583,rund::A,둥근,кеверь
584,spitz::A,뾰족한,пшти
585,scharf::A,날카로운,пшти
586,stumpf::A,무딘,ношка
587,schwer::A,무거운,стака
588,schön::A,멋진,мазый
589,heiß::A,뜨거운,пси
590,warm::A,따뜻한,лембе
591,kalt::A,찬,якшамо
592,kühl::A,서늘한,экше
593,frisch::A,신선한,свежа
594,feucht::A,축축한,летьке
595,nass::A,젖은,начко
596,trocken::A,마른,коське
597,voll::A,완전한,пешксе
598,leer::A,빈,чаво
599,offen::A,열린,панжадо
600,offen::A,열린,виде
601,geschlossen::A,닫힌,пекстазь
602,geschlossen::A,닫힌,сёлгозь
603,sauber::A,깨끗한,ванькс
604,schmutzig::A,더러운,ливезев
605,roh::A,날게잇의,верек
606,reif::A,이근,кенерезь
607,lecker::A,맛있는,тантей
608,süß::A,단,ламбамо
609,bitter::A,찌르는듯한,сэпей
610,sauer::A,산성의,чапамо
611,hell::A,밝은,валдо
612,dunkel::A,어두운,чопода
613,schwarz::A,검은,раужо
614,weiß::A,하얀,ашо
615,rot::A,붉은,якстере
616,gelb::A,황색,ожо
617,blau::A,푸른,сэнь
618,grün::A,녹색의,пиже
619,grau::A,회색의,шержев
620,bunt::A,알록달록한,сёрмав
621,billig::A,싼,аволь питней
622,teuer::A,값비산,питней
623,wertvoll::A,가치가많은,питней
624,blind::A,눈먼,сокор
625,taub::A,무감간한,амариця
626,kräftig::A,강장한,пек виев
627,stark::A,강한,виев
628,schwach::A,약한,лавшо
629,fett::A,실찐,куя
630,schlank::A,호리호리한,виде ронга
631,hübsch::A,예쁜,мазый
632,böse::A,나쁜,кежей
633,dumm::A,어리석은,чавола
634,dumm::A,어리석은,превтеме
635,faul::A,너덜너덜한,нузякс
636,fleißig::A,근면한,мелень путыця
637,geizig::A,인색한,скупой
638,geschickt::A,교묘한,маштозь теезь
639,lieb::A,친애하는,вадря
640,lustig::A,유쾌한,весёла
641,sanft::A,온화한,сэтьме
642,hungrig::A,배고픈,вачо
643,krank::A,병든,сэредиця
644,nackt::A,벌거벗은,штапо
645,traurig::A,슬픈,нусманя
646,lebendig::A,살아있는,эриця
647,gut::A,좋은,паро
648,schlecht::A,나쁜,берянь
649,richtig::A,바른,виде
650,schlimm::A,못된,берянь
651,wahr::A,참된,алкуксонь
652,alt::A,늙은,ташто
653,neu::A,새,од
654,ehemalig::A,전의,икелень
655,alt[Lebewesen]::A,낡은,сыре
656,jung::A,젊은,од
657,arm::A,가난한,кажов
658,reich::A,풍부한,сюпав
659,bekannt::A,저명한,содавикс
660,berühmt::A,유명한,содавикс
661,fremd::A,타처이,лия
662,fremd::A,타처이,асодавикс
663,verschieden::A,따른,эрьва
664,nah::A,가까운,а васолонь
665,fern::A,먼,умонь
666,fern::A,먼,кезэрень
667,linker::A,왼쭉의,керш
668,rechter::A,오른쪽의,вить
669,anderer::A,다른,лия
670,erster::A,첫째,васень
671,erster::A,첫째,васенце
672,zweiter::A,둘째,омбоце
673,dritter::A,셋째,колмоце
674,letzter::A,의후자의,меельце
675,allein::ADV,훌로,башка
676,allein::ADV,훌로,ськамонзо
677,auf einmal::ADV,갑자기,вейсэ
678,zusammen::ADV,모아서,вейс
679,zusammen::ADV,모아서,вейсэ
680,lange::ADV,오래,кувать
681,plötzlich::ADV,둘연한,апак учо
682,sofort::ADV,즉시,курок
683,sofort::ADV,즉시,нейке
684,später::ADV,보다늦은,мейле
685,jetzt::ADV,목하,ней
686,heute::ADV,오늘,течи
687,morgen::ADV,내일,ванды
688,bald::ADV,곱,курок
689,dann::ADV,그경우에,мейле
690,dann::ADV,그경우에,седе мейле
691,gestern::ADV,어제,исяк
692,einst::ADV,옛날에,весть
693,einst::ADV,옛날에,зярдо-бути
694,damals::ADV,그때에,сестэ
695,danach::ADV,그 뒤에,мейле
696,danach::ADV,그 뒤에,седе мейле
697,vorher::ADV,미리,васняяк
698,zuerst::ADV,최초로,васня
699,einmal::ADV,한번,весть
700,manchmal::ADV,땓대로,лиясто
701,oft::ADV,땓대로,сеетьстэ
702,immer::ADV,늘,свал
703,niemals::ADV,결코...(하지)않다,а зярдояк
704,hier::ADV,여기,тесэ
705,hierhin::ADV,여기로,тей
706,dort::ADV,거기,тосо
707,dorthin::ADV,저기예,тов
708,geradeaus::ADV,곧장,витьстэ
709,vorwärts::ADV,앞으로,икелев
710,rückwärts::ADV,뒤로,мекев
711,zurück::ADV,제자리로,мекев
712,unten::ADV,아래에,ало
713,hinab::ADV,아래쪽으로,алов
714,oben::ADV,위에,вере
715,hinauf::ADV,위쪽으로,верев
716,überall::ADV,도처에,эрьва косо
717,nicht::ADV,안,а
718,ein wenig::ADV,적음,аламошка
719,kaum::ADV,가의,ансяк
720,sehr::ADV,자주,пек
721,sehr::ADV,자주,вельть
722,so::ADV,그와같이,истя
723,noch::ADV,아직,таго
724,nur::ADV,다만,ансяк
725,schon::ADV,이미,уш
726,wieder::ADV,다시,таго
727,vergebens::ADV,헛되이,стяко
728,vor::PRP,앞에,икеле
729,hinter::PRP,뒤에,вельде
730,unter::PRP,잍에,ало
731,durch::PRP,통고하여,пачк
732,neben::PRP,와나란히,вакссо
733,zwischen::PRP,의사이로,ютксо
734,wegen::PRP,때문에,кис
735,wegen::PRP,때문에,коряс
736,wegen::PRP,때문에,кувалт
737,dies::PRN,이,те
738,das::PRN,저,те
739,das::PRN,저,тона
740,alles::PRN,모든것,весе
741,alles::PRN,모든것,весемесь
742,ich::PRN,나,мон
743,du::PRN,너,тон
744,er::PRN,그,сон
745,wir::PRN,우리,минь
746,ihr::PRN,너희들,тынь
747,sie::PRN,그들,сынь
748,was::FPRN,뭣,мезе
749,wer::FPRN,누구,ки
750,wo::FADV,어디,косо
751,wohin::FADV,어디로,ков
752,wohin::FADV,어디로,козо
753,wie::FADV,어떻게,кода
754,warum::FADV,왜,мекс
755,wieviel::FNUM,얼마만큰,зяро
756,eins::NUM,하나,вейке
757,zwei::NUM,둘,кавто
758,drei::NUM,셋,колмо
759,vier::NUM,넷,ниле
760,fünf::NUM,다섯,вете
761,sechs::NUM,여섯,кото
762,sieben::NUM,일곱,сисем
763,acht::NUM,여덟,кавксо
764,neun::NUM,아홉,вейксэ
765,zehn::NUM,열,кемень
766,elf::NUM,열하나,кевейкее
767,zwölf::NUM,열둘,кемгавтово
768,zwanzig::NUM,스물,комсь
769,dreißig::NUM,서름,колоньгемень
770,vierzig::NUM,마흔,ниленьгемень
771,fünfzig::NUM,숸,ведьгемень
772,sechzig::NUM,에순,кодгемень
773,siebzig::NUM,일흔,сизьгемень
774,achtzig::NUM,여든,кавксоньгемень
775,neunzig::NUM,아흔,вейксэньгемень
776,hundert::NUM,백,сядо
777,tausend::NUM,천,тыща
778,und::CNJ,와,ды
779,oder::CNJ,아니면,или
780,stehen::V,서다,аштемс стядо
781,sitzen::V,앉다,аштемс озадо
782,liegen::V,눕다,мадезь аштемс
783,hängen::V,달다,нурьгемс
784,werden::V,되다,арамс
785,passieren::V,지장옶다,лисэмс
786,beginnen::V,시작되다,ушодомс
787,enden::V,큳내다,лоткамс
788,wechseln::V,병경하다,полавтнемс
789,aufgehen[Sonne]::V,뜨다,лисемс
790,aufgehen[Sonne]::V,뜨다,стямс
791,untergehen[Sonne]::V,지다,валгомс
792,scheinen[Sonne]::V,빛나다,валдомтомс
793,donnern::V,천둥치다,цярномс
794,donnern::V,천둥치다,галдордомс
795,wehen::V,풀다,пувамс
796,strömen::V,흐르다,чудемс
797,fließen::V,흐르다,чудемс
798,sich drehen::V,돌다,велямс
799,schwanken::V,동요하다,лыкамс
800,schwanken::V,동요하다,якамс
801,schwingen::V,흔들다,нурсемс
802,schwingen::V,흔들다,лыкамс
803,fallen::V,떨어지다,прамс
804,fallen::V,떨어지다,сяворемс
805,brennen::V,타다,паломс
806,rauchen::V,김이나다,качадомс
807,regnen::V,비가오다,пиземс
808,gefrieren::V,얼다,кельмемс
809,tauen::V,녹다,соламс
810,schmelzen::V,녹다,соламс
811,trocknen::V,홈치다,коськемс
812,sieden::V,끓다,лакамс
813,sieden::V,끓다,пиксемс
814,faulen::V,부패하다,наксадомс
815,verfaulen::V,썩다,наксадомс
816,reißen::V,지바찢다,сезневемс
817,versinken::V,가라앉다,ваямс
818,vergehen::V,지나가다,ютамс
819,erscheinen::V,나타나다,лисемс
820,verschwinden::V,사라지다,ёмамс
821,sinken::V,가라앉다,явамс
822,abnehmen::V,떼어내다,киремемс
823,zunehmen::V,증가하다,ламолгадомс
824,zunehmen::V,증가하다,раштамс
