,Concept_ID,nl,nl
87,Licht::N,licht,licht
88,Schatten::N,schaduw,schaduw
89,Wetter::N,weer,weer
90,Nebel::N,mist,mist
91,Nebel::N,mist,nevel
92,Nebel::N,nevel,mist
93,Nebel::N,nevel,nevel
94,Wolke::N,wolk,wolk
95,Regen::N,regen,regen
96,Schnee::N,sneeuw,sneeuw
97,Eis::N,ijs,ijs
98,Frost::N,vorst,vorst
99,Kälte::N,kou,kou
100,Kälte::N,kou,koude
101,Kälte::N,koude,kou
102,Kälte::N,koude,koude
103,Hitze::N,hitte,hitte
104,Raureif::N,rijp,rijp
105,Regenbogen::N,regenboog,regenboog
106,Donner::N,donder,donder
107,Strömung::N,stroming,stroming
108,Tropfen::N,druppel,druppel
109,Schaum::N,schuim,schuim
110,Schmutz::N,vuil,vuil
111,See::N,meer,meer
112,Sumpf::N,moeras,moeras
113,Moor::N,veen,veen
114,Wiese::N,wei,wei
115,Wiese::N,wei,weide
116,Wiese::N,weide,wei
117,Wiese::N,weide,weide
118,Wald::N,bos,bos
119,Hügel::N,heuvel,heuvel
120,Anhöhe::N,hoogte,hoogte
121,Berg::N,berg,berg
122,Gipfel::N,top,top
123,Höhle::N,hol,hol
124,Abhang::N,helling,helling
125,Quelle::N,bron,bron
126,Bach::N,beek,beek
127,Fluss::N,stroom,stroom
128,Ufer::N,wal,wal
129,Ufer::N,wal,oever
130,Ufer::N,oever,wal
131,Ufer::N,oever,oever
132,Küste::N,kust,kust
133,Festland::N,vasteland,vasteland
134,Meer::N,zee,zee
135,Bucht::N,baai,baai
136,Bucht::N,baai,inham
137,Bucht::N,inham,baai
138,Bucht::N,inham,inham
139,Insel::N,eiland,eiland
140,Blume::N,bloem,bloem
141,Gras::N,gras,gras
142,Wurzel::N,wortel,wortel
143,Baum::N,boom,boom
144,Stamm::N,stam,stam
145,Rinde::N,schors,schors
146,Ast::N,tak,tak
147,Zweig::N,twijg,twijg
148,Blatt::N,blad,blad
149,Birke::N,berk,berk
150,Kiefer[Baum]::N,den,den
151,Weide[Baum]::N,wilg,wilg
152,Tanne::N,spar,spar
153,Horn::N,hoorn,hoorn
154,Feder::N,veer,veer
155,Feder::N,veer,pluim
156,Feder::N,pluim,veer
157,Feder::N,pluim,pluim
158,Fell::N,vel,vel
159,Flügel::N,vleugel,vleugel
160,Klaue::N,klauw,klauw
161,Kralle::N,klauw,klauw
162,Schwanz::N,staart,staart
163,Ei::N,ei,ei
164,Nest::N,nest,nest
165,Bau::N,hol,hol
166,Tier::N,dier,dier
167,Herde::N,kudde,kudde
168,Kuh::N,koe,koe
169,Bulle::N,stier,stier
170,Pferd::N,paard,paard
171,Schaf::N,schaap,schaap
172,Schwein::N,varken,varken
173,Hund::N,hond,hond
174,Katze::N,kat,kat
175,Bär::N,beer,beer
176,Eichhörnchen::N,eekhoorntje,eekhoorntje
177,Elch::N,eland,eland
178,Fuchs::N,vos,vos
179,Hase::N,haas,haas
180,Maus::N,muis,muis
181,Wolf::N,wolf,wolf
182,Vogel::N,vogel,vogel
183,Schwarm::N,zwerm,zwerm
184,Huhn::N,kip,kip
185,Huhn::N,kip,hoen
186,Huhn::N,hoen,kip
187,Huhn::N,hoen,hoen
188,Hahn::N,haan,haan
189,Gans::N,gans,gans
190,Adler::N,arend,arend
191,Ente::N,eend,eend
192,Eule::N,uil,uil
193,Kranich::N,kraanvogel,kraanvogel
194,Krähe::N,kraai,kraai
195,Kuckuck::N,koekoek,koekoek
196,Schwan::N,zwaan,zwaan
197,Fisch::N,vis,vis
198,Barsch::N,baars,baars
199,Hecht::N,snoek,snoek
200,Schlange[Tier]::N,slang,slang
201,Wurm::N,worm,worm
202,Spinne::N,spin,spin
203,Ameise::N,mier,mier
204,Laus::N,luis,luis
205,Mücke::N,mug,mug
206,Fliege::N,vlieg,vlieg
207,Schmetterling::N,vlinder,vlinder
208,Beere::N,bes,bes
209,Apfel::N,appel,appel
210,Pilz::N,paddestoel,paddestoel
211,Zwiebel::N,ui,ui
212,Saat::N,zaad,zaad
213,Korn::N,graan,graan
214,Korn::N,graan,korrel
215,Korn::N,korrel,graan
216,Korn::N,korrel,korrel
217,Heu::N,hooi,hooi
218,Schale::N,schil,schil
219,Grube::N,kuil,kuil
220,Falle::N,val,val
221,Schlinge::N,strop,strop
222,Spur::N,spoor,spoor
223,Asche::N,as,as
224,Dreck::N,drek,drek
225,Eisen::N,ijzer,ijzer
226,Gold::N,goud,goud
227,Silber::N,zilver,zilver
228,Kohle::N,kool,kool
229,Glas::N,glas,glas
230,Lehm::N,klei,klei
231,Sand::N,zand,zand
232,Mensch::N,mens,mens
233,Mann::N,man,man
234,Frau::N,vrouw,vrouw
235,Kind::N,kind,kind
236,Junge::N,jongen,jongen
237,Mädchen::N,meisje,meisje
238,Familie::N,gezin,gezin
239,Familie::N,gezin,familie
240,Familie::N,familie,gezin
241,Familie::N,familie,familie
242,Großvater::N,grootvader,grootvader
243,Großmutter::N,grootmoeder,grootmoeder
244,Eltern::N,ouders,ouders
245,Vater::N,vader,vader
246,Mutter::N,moeder,moeder
247,Sohn::N,zoon,zoon
248,Tochter::N,dochter,dochter
249,Bruder::N,broer,broer
250,Bruder::N,broer,broeder
251,Bruder::N,broeder,broer
252,Bruder::N,broeder,broeder
253,Schwester::N,zus,zus
254,Schwester::N,zus,zuster
255,Schwester::N,zuster,zus
256,Schwester::N,zuster,zuster
257,Onkel::N,oom,oom
258,Tante::N,tante,tante
259,Ehemann::N,echtgenoot,echtgenoot
260,Ehefrau::N,echtgenote,echtgenote
261,Freude::N,vreugde,vreugde
262,Gelächter::N,gelach,gelach
263,Glück::N,geluk,geluk
264,Kummer::N,verdriet,verdriet
265,Wunsch::N,wens,wens
266,Wunsch::N,wens,verlangen
267,Wunsch::N,verlangen,wens
268,Wunsch::N,verlangen,verlangen
269,Lust::N,zin,zin
270,Lust::N,zin,lust
271,Lust::N,lust,zin
272,Lust::N,lust,lust
273,Geist::N,geest,geest
274,Gedanke::N,gedachte,gedachte
275,Gedächtnis::N,geheugen,geheugen
276,Verstand::N,verstand,verstand
277,Sinn::N,betekenis,betekenis
278,Grund::N,reden,reden
279,Wahrheit::N,waarheid,waarheid
280,Gespräch::N,gesprek,gesprek
281,Märchen::N,sprookje,sprookje
282,Erzählung::N,verhaal,verhaal
283,Nachricht::N,tijding,tijding
284,Neuigkeit::N,nieuws,nieuws
285,Neuigkeit::N,nieuws,nieuwtje
286,Neuigkeit::N,nieuwtje,nieuws
287,Neuigkeit::N,nieuwtje,nieuwtje
288,Name::N,naam,naam
289,Rätsel::N,raadsel,raadsel
290,Rede::N,rede,rede
291,Sprache::N,taal,taal
292,Stimme::N,stem,stem
293,Wort::N,woord,woord
294,Zeichen::N,teken,teken
295,Ruf::N,roep,roep
296,Lärm::N,lawaai,lawaai
297,Laut::N,klank,klank
298,Laut::N,klank,geluid
299,Laut::N,geluid,klank
300,Laut::N,geluid,geluid
301,Ton::N,toon,toon
302,Ton::N,toon,klank
303,Ton::N,klank,toon
304,Ton::N,klank,klank
305,Lied::N,lied,lied
306,Ruhe::N,rust,rust
307,Ruhe::N,rust,stilte
308,Ruhe::N,stilte,rust
309,Ruhe::N,stilte,stilte
310,Leute::N,lui,lui
311,Leute::N,lui,mensen
312,Leute::N,mensen,lui
313,Leute::N,mensen,mensen
314,Volk::N,volk,volk
315,Arbeit::N,werk,werk
316,Arbeit::N,werk,arbeid
317,Arbeit::N,arbeid,werk
318,Arbeit::N,arbeid,arbeid
319,Gast::N,gast,gast
320,Geschenk::N,cadeau,cadeau
321,Geschenk::N,cadeau,geschenk
322,Geschenk::N,geschenk,cadeau
323,Geschenk::N,geschenk,geschenk
324,Spiel::N,spel,spel
325,Gesellschaft::N,gezelschap,gezelschap
326,Hilfe::N,hulp,hulp
327,Freund::N,vriend,vriend
328,Kamerad::N,maat,maat
329,Kamerad::N,maat,metgezel
330,Kamerad::N,metgezel,maat
331,Kamerad::N,metgezel,metgezel
332,Angelegenheit::N,zaak,zaak
333,Angelegenheit::N,zaak,aangelegenheid
334,Angelegenheit::N,aangelegenheid,zaak
335,Angelegenheit::N,aangelegenheid,aangelegenheid
336,Anzahl::N,tal,tal
337,Anzahl::N,tal,aantal
338,Anzahl::N,aantal,tal
339,Anzahl::N,aantal,aantal
340,Art::N,slag,slag
341,Art::N,slag,soort
342,Art::N,soort,slag
343,Art::N,soort,soort
344,Stück::N,stuk,stuk
345,Teil::N,deel,deel
346,Hälfte::N,helft,helft
347,Kreis::N,kring,kring
348,Kreis::N,kring,cirkel
349,Kreis::N,cirkel,kring
350,Kreis::N,cirkel,cirkel
351,Kreuz::N,kruis,kruis
352,Linie::N,lijn,lijn
353,Strich::N,haal,haal
354,Strich::N,haal,streep
355,Strich::N,streep,haal
356,Strich::N,streep,streep
357,Abstand::N,afstand,afstand
358,Entfernung::N,afstand,afstand
359,Gegend::N,streek,streek
360,Platz::N,ruimte,ruimte
361,Ort::N,oord,oord
362,Ort::N,oord,plaats
363,Ort::N,plaats,oord
364,Ort::N,plaats,plaats
365,Seite::N,zij,zij
366,Seite::N,zij,kant
367,Seite::N,zij,zijde
368,Seite::N,kant,zij
369,Seite::N,kant,kant
370,Seite::N,kant,zijde
371,Seite::N,zijde,zij
372,Seite::N,zijde,kant
373,Seite::N,zijde,zijde
374,Mitte::N,midden,midden
375,Gegenstand::N,voorwerp,voorwerp
376,Sache::N,zaak,zaak
377,Rand::N,rand,rand
378,Rand::N,rand,boord
379,Rand::N,boord,rand
380,Rand::N,boord,boord
381,Kante::N,kant,kant
382,Ecke::N,hoek,hoek
383,Spitze::N,punt,punt
384,Spitze::N,punt,spits
385,Spitze::N,spits,punt
386,Spitze::N,spits,spits
387,Ende::N,einde,einde
388,Ende::N,einde,uiteinde
389,Ende::N,uiteinde,einde
390,Ende::N,uiteinde,uiteinde
391,Loch::N,gat,gat
392,Winkel::N,hoek,hoek
393,Muster::N,dessin,dessin
394,Muster::N,dessin,patroon
395,Muster::N,patroon,dessin
396,Muster::N,patroon,patroon
397,Größe::N,grootte,grootte
398,Länge::N,lengte,lengte
399,Höhe::N,hoogte,hoogte
400,Gewicht::N,gewicht,gewicht
401,Menge::N,hoeveelheid,hoeveelheid
402,Haufen::N,hoop,hoop
403,Reihe::N,rij,rij
404,Reihe::N,rij,reeks
405,Reihe::N,reeks,rij
406,Reihe::N,reeks,reeks
407,Boot::N,boot,boot
408,Ruder::N,roeiriem,roeiriem
409,Schlitten::N,slee,slee
410,Schlitten::N,slee,slede
411,Schlitten::N,slede,slee
412,Schlitten::N,slede,slede
413,Ski::N,ski,ski
414,Lagerfeuer::N,kampvuur,kampvuur
415,Last::N,last,last
416,Last::N,last,vracht
417,Last::N,vracht,last
418,Last::N,vracht,vracht
419,Gang::N,wandeling,wandeling
420,Schritt::N,stap,stap
421,Schritt::N,stap,schrede
422,Schritt::N,schrede,stap
423,Schritt::N,schrede,schrede
424,Norden::N,noorden,noorden
425,Süden::N,zuiden,zuiden
426,Westen::N,westen,westen
427,Osten::N,oosten,oosten
428,Holz::N,hout,hout
429,Brett::N,plank,plank
430,Platte::N,plaat,plaat
431,Stütze::N,stut,stut
432,Stütze::N,stut,steun
433,Stütze::N,steun,stut
434,Stütze::N,steun,steun
435,Stange::N,stang,stang
436,Stock::N,stok,stok
437,Stab::N,staf,staf
438,Rohr::N,pijp,pijp
439,Haus::N,huis,huis
440,Heim::N,tehuis,tehuis
441,Ofen::N,kachel,kachel
442,Fußboden::N,vloer,vloer
443,Tisch::N,tafel,tafel
444,Stuhl::N,stoel,stoel
445,Wiege::N,wieg,wieg
446,Bett::N,bed,bed
447,Regal::N,rek,rek
448,Kiste::N,kist,kist
449,Fenster::N,raam,raam
450,Fenster::N,raam,venster
451,Fenster::N,venster,raam
452,Fenster::N,venster,venster
453,Tür::N,deur,deur
454,Tor::N,poort,poort
455,Zaun::N,omheining,omheining
456,Dach::N,dak,dak
457,Leiter::N,ladder,ladder
458,Besen::N,bezem,bezem
459,Spaten::N,schop,schop
460,Schaufel::N,schep,schep
461,Gabel::N,vork,vork
462,Löffel::N,lepel,lepel
463,Messer::N,mes,mes
464,Nagel::N,spijker,spijker
465,Netz::N,net,net
466,Haken::N,haak,haak
467,Griff::N,handvat,handvat
468,Schloss::N,slot,slot
469,Bild::N,beeld,beeld
470,Figur::N,figuur,figuur
471,Puppe::N,pop,pop
472,Beutel::N,zak,zak
473,Beutel::N,zak,buidel
474,Beutel::N,buidel,zak
475,Beutel::N,buidel,buidel
476,Bündel::N,pak,pak
477,Bündel::N,pak,bundel
478,Bündel::N,bundel,pak
479,Bündel::N,bundel,bundel
480,Tasche::N,tas,tas
481,Eimer::N,emmer,emmer
482,Deckel::N,deksel,deksel
483,Geschirr::N,vaatwerk,vaatwerk
484,Sack::N,zak,zak
485,Tasse::N,kop,kop
486,Topf::N,pan,pan
487,Kessel::N,ketel,ketel
488,Essen::N,eten,eten
489,Nahrung::N,voedsel,voedsel
490,Speise::N,spijs,spijs
491,Fleisch::N,vlees,vlees
492,Getreide::N,graan,graan
493,Brei::N,pap,pap
494,Brei::N,pap,brij
495,Brei::N,brij,pap
496,Brei::N,brij,brij
497,Brot::N,brood,brood
498,Scheibe::N,plak,plak
499,Scheibe::N,plak,snede
500,Scheibe::N,snede,plak
501,Scheibe::N,snede,snede
502,Fett::N,vet,vet
503,Butter::N,boter,boter
504,Öl::N,olie,olie
505,Salz::N,zout,zout
506,Suppe::N,soep,soep
507,Honig::N,honing,honing
508,Milch::N,melk,melk
509,Tee::N,thee,thee
510,Leder::N,leer,leer
511,Leder::N,leer,leder
512,Leder::N,leder,leer
513,Leder::N,leder,leder
514,Wolle::N,wol,wol
515,Stoff::N,stof,stof
516,Nadel::N,naald,naald
517,Faden::N,draad,draad
518,Knopf::N,knoop,knoop
519,Knoten::N,knoop,knoop
520,Farbe::N,verf,verf
521,Kleidung::N,kledij,kledij
522,Kleidung::N,kledij,kleding
523,Kleidung::N,kleding,kledij
524,Kleidung::N,kleding,kleding
525,Hemd::N,hemd,hemd
526,Kragen::N,kraag,kraag
527,Ärmel::N,mouw,mouw
528,Hose::N,broek,broek
529,Hose::N,broek,pantalon
530,Hose::N,pantalon,broek
531,Hose::N,pantalon,pantalon
532,Gürtel::N,riem,riem
533,Gürtel::N,riem,gordel
534,Gürtel::N,gordel,riem
535,Gürtel::N,gordel,gordel
536,Mütze::N,muts,muts
537,Schuh::N,schoen,schoen
538,Stiefel::N,laars,laars
539,Ring::N,ring,ring
540,Band::N,lint,lint
541,Kamm::N,kam,kam
542,Spiegel::N,spiegel,spiegel
543,Riemen::N,riem,riem
544,Schnur::N,koord,koord
545,Leine::N,lijn,lijn
546,Decke::N,deken,deken
547,Kissen::N,kussen,kussen
548,Tuch::N,doek,doek
549,Handtuch::N,handdoek,handdoek
550,Kraft::N,kracht,kracht
551,Stärke::N,sterkte,sterkte
552,Gesundheit::N,gezondheid,gezondheid
553,Krankheit::N,ziekte,ziekte
554,Schmerz::N,pijn,pijn
555,Wunde::N,wond,wond
556,Fieber::N,koorts,koorts
557,Arznei::N,medicament,medicament
558,Arznei::N,medicament,geneesmiddel
559,Arznei::N,geneesmiddel,medicament
560,Arznei::N,geneesmiddel,geneesmiddel
561,Brücke::N,brug,brug
562,Brunnen::N,put,put
563,Brunnen::N,put,bron
564,Brunnen::N,bron,put
565,Brunnen::N,bron,bron
566,Weide::N,wei,wei
567,Weide::N,wei,weide
568,Weide::N,weide,wei
569,Weide::N,weide,weide
570,Pfad::N,pad,pad
571,Weg::N,weg,weg
572,Straße::N,baan,baan
573,Straße::N,baan,straat
574,Straße::N,straat,baan
575,Straße::N,straat,straat
576,Dorf::N,dorp,dorp
577,Stadt::N,stad,stad
578,Brief::N,brief,brief
579,Buch::N,boek,boek
580,Buchstabe::N,letter,letter
581,Zeitung::N,krant,krant
582,Zeitung::N,krant,dagblad
583,Zeitung::N,dagblad,krant
584,Zeitung::N,dagblad,dagblad
585,Leben::N,leven,leven
586,Tod::N,dood,dood
587,Grab::N,graf,graf
588,Kirche::N,kerk,kerk
589,Sünde::N,zonde,zonde
590,Gott::N,god,god
591,Arbeiter::N,arbeider,arbeider
592,Chef::N,chef,chef
593,Meister::N,meester,meester
594,Arzt::N,arts,arts
595,Arzt::N,arts,dokter
596,Arzt::N,dokter,arts
597,Arzt::N,dokter,dokter
598,Lehrer::N,leraar,leraar
599,Lehrer::N,leraar,onderwijzer
600,Lehrer::N,onderwijzer,leraar
601,Lehrer::N,onderwijzer,onderwijzer
602,Geld::N,geld,geld
603,Geschäft::N,zaak,zaak
604,Laden::N,winkel,winkel
605,Preis::N,prijs,prijs
606,Ware::N,waar,waar
607,Nutzen::N,nut,nut
608,Nutzen::N,nut,voordeel
609,Nutzen::N,voordeel,nut
610,Nutzen::N,voordeel,voordeel
611,Reichtum::N,rijkdom,rijkdom
612,Welt::N,wereld,wereld
613,Land::N,land,land
614,Staat::N,staat,staat
615,König::N,koning,koning
616,Macht::N,macht,macht
617,Grenze::N,grens,grens
618,Krieg::N,oorlog,oorlog
619,Feind::N,vijand,vijand
620,Gewalt::N,geweld,geweld
621,Kampf::N,strijd,strijd
622,Kampf::N,strijd,gevecht
623,Kampf::N,gevecht,strijd
624,Kampf::N,gevecht,gevecht
625,Bogen[Waffe]::N,boog,boog
626,Pfeil::N,pijl,pijl
627,Gewehr::N,geweer,geweer
628,Fehler::N,fout,fout
629,Lüge::N,leugen,leugen
630,Schaden::N,schade,schade
631,Unglück::N,tegenspoed,tegenspoed
632,Schuld::N,schuld,schuld
633,Alter::N,leeftijd,leeftijd
634,Schluss::N,slot,slot
635,Zeit::N,tijd,tijd
636,Tag::N,dag,dag
637,Morgen::N,morgen,morgen
638,Morgen::N,morgen,ochtend
639,Morgen::N,ochtend,morgen
640,Morgen::N,ochtend,ochtend
641,Mittag::N,middag,middag
642,Abend::N,avond,avond
643,Nacht::N,nacht,nacht
644,Woche::N,week,week
645,Monat::N,maand,maand
646,Jahr::N,jaar,jaar
647,Frühling::N,lente,lente
648,Frühling::N,lente,voorjaar
649,Frühling::N,voorjaar,lente
650,Frühling::N,voorjaar,voorjaar
651,Sommer::N,zomer,zomer
652,Herbst::N,herfst,herfst
653,Winter::N,winter,winter
654,Januar::N,januari,januari
655,Februar::N,februari,februari
656,März::N,maart,maart
657,April::N,april,april
658,Mai::N,mei,mei
659,Juni::N,juni,juni
660,Juli::N,juli,juli
661,August::N,augustus,augustus
662,September::N,september,september
663,Oktober::N,oktober,oktober
664,November::N,november,november
665,Dezember::N,december,december
666,Montag::N,maandag,maandag
667,Dienstag::N,dinsdag,dinsdag
668,Mittwoch::N,woensdag,woensdag
669,Donnerstag::N,donderdag,donderdag
670,Freitag::N,vrijdag,vrijdag
671,Samstag::N,zaterdag,zaterdag
672,Sonntag::N,zondag,zondag
673,groß::A,groot,groot
674,klein::A,klein,klein
675,lang::A,lang,lang
676,kurz::A,kort,kort
677,breit::A,breed,breed
678,schmal::A,smal,smal
679,dicht::A,dicht,dicht
680,dick[Gegenstand]::A,dik,dik
681,dünn::A,dun,dun
682,fein::A,fijn,fijn
683,fest::A,vast,vast
684,flach::A,plat,plat
685,glatt::A,glad,glad
686,hart::A,hard,hard
687,weich::A,week,week
688,rund::A,rond,rond
689,spitz::A,spits,spits
690,spitz::A,spits,puntig
691,spitz::A,puntig,spits
692,spitz::A,puntig,puntig
693,scharf::A,scherp,scherp
694,stumpf::A,stomp,stomp
695,schwer::A,zwaar,zwaar
696,schön::A,mooi,mooi
697,schön::A,mooi,fraai
698,schön::A,fraai,mooi
699,schön::A,fraai,fraai
700,heiß::A,heet,heet
701,warm::A,warm,warm
702,kalt::A,koud,koud
703,kühl::A,koel,koel
704,frisch::A,fris,fris
705,feucht::A,vochtig,vochtig
706,nass::A,nat,nat
707,trocken::A,droog,droog
708,voll::A,vol,vol
709,leer::A,leeg,leeg
710,offen::A,open,open
711,geschlossen::A,gesloten,gesloten
712,sauber::A,net,net
713,sauber::A,net,schoon
714,sauber::A,schoon,net
715,sauber::A,schoon,schoon
716,schmutzig::A,vuil,vuil
717,roh::A,rauw,rauw
718,reif::A,rijp,rijp
719,lecker::A,lekker,lekker
720,süß::A,zoet,zoet
721,bitter::A,bitter,bitter
722,sauer::A,zuur,zuur
723,hell::A,licht,licht
724,hell::A,licht,helder
725,hell::A,helder,licht
726,hell::A,helder,helder
727,dunkel::A,donker,donker
728,schwarz::A,zwart,zwart
729,weiß::A,wit,wit
730,rot::A,rood,rood
731,gelb::A,geel,geel
732,blau::A,blauw,blauw
733,grün::A,groen,groen
734,grau::A,grijs,grijs
735,bunt::A,bont,bont
736,billig::A,goedkoop,goedkoop
737,teuer::A,duur,duur
738,wertvoll::A,kostbaar,kostbaar
739,wertvoll::A,kostbaar,waardevol
740,wertvoll::A,waardevol,kostbaar
741,wertvoll::A,waardevol,waardevol
742,blind::A,blind,blind
743,taub::A,doof,doof
744,kräftig::A,krachtig,krachtig
745,stark::A,sterk,sterk
746,schwach::A,zwak,zwak
747,fett::A,vet,vet
748,schlank::A,slank,slank
749,hübsch::A,leuk,leuk
750,böse::A,kwaad,kwaad
751,dumm::A,dom,dom
752,faul::A,lui,lui
753,fleißig::A,vlijtig,vlijtig
754,geizig::A,gierig,gierig
755,klug::A,slim,slim
756,klug::A,slim,schrander
757,klug::A,slim,verstandig
758,klug::A,schrander,slim
759,klug::A,schrander,schrander
760,klug::A,schrander,verstandig
761,klug::A,verstandig,slim
762,klug::A,verstandig,schrander
763,klug::A,verstandig,verstandig
764,geschickt::A,handig,handig
765,geschickt::A,handig,vaardig
766,geschickt::A,vaardig,handig
767,geschickt::A,vaardig,vaardig
768,lieb::A,lief,lief
769,lustig::A,vrolijk,vrolijk
770,sanft::A,zacht,zacht
771,hungrig::A,hongerig,hongerig
772,krank::A,ziek,ziek
773,nackt::A,naakt,naakt
774,traurig::A,treurig,treurig
775,traurig::A,treurig,bedroefd
776,traurig::A,bedroefd,treurig
777,traurig::A,bedroefd,bedroefd
778,lebendig::A,levend,levend
779,gut::A,goed,goed
780,schlecht::A,slecht,slecht
781,richtig::A,juist,juist
782,schlimm::A,erg,erg
783,schlimm::A,erg,kwaad
784,schlimm::A,kwaad,erg
785,schlimm::A,kwaad,kwaad
786,wahr::A,waar,waar
787,alt::A,oud,oud
788,neu::A,nieuw,nieuw
789,ehemalig::A,voormalig,voormalig
790,alt[Lebewesen]::A,oud,oud
791,jung::A,jong,jong
792,arm::A,arm,arm
793,reich::A,rijk,rijk
794,bekannt::A,bekend,bekend
795,berühmt::A,beroemd,beroemd
796,fremd::A,vreemd,vreemd
797,verschieden::A,verscheiden,verscheiden
798,verschieden::A,verscheiden,verschillend
799,verschieden::A,verschillend,verscheiden
800,verschieden::A,verschillend,verschillend
801,nah::A,nabij,nabij
802,nah::A,nabij,nabijgelegen
803,nah::A,nabijgelegen,nabij
804,nah::A,nabijgelegen,nabijgelegen
805,fern::A,ver,ver
806,linker::A,linker,linker
807,rechter::A,rechter,rechter
808,anderer::A,andere,andere
809,erster::A,eerste,eerste
810,zweiter::A,tweede,tweede
811,dritter::A,derde,derde
812,letzter::A,laatste,laatste
813,allein::ADV,alleen,alleen
814,auf einmal::ADV,ineens,ineens
815,auf einmal::ADV,ineens,tegelijk
816,auf einmal::ADV,tegelijk,ineens
817,auf einmal::ADV,tegelijk,tegelijk
818,zusammen::ADV,samen,samen
819,zusammen::ADV,samen,bijeen
820,zusammen::ADV,bijeen,samen
821,zusammen::ADV,bijeen,bijeen
822,lange::ADV,lang,lang
823,plötzlich::ADV,eensklaps,eensklaps
824,plötzlich::ADV,eensklaps,plotsklaps
825,plötzlich::ADV,plotsklaps,eensklaps
826,plötzlich::ADV,plotsklaps,plotsklaps
827,sofort::ADV,terstond,terstond
828,sofort::ADV,terstond,aanstonds
829,sofort::ADV,terstond,onmiddelijk
830,sofort::ADV,aanstonds,terstond
831,sofort::ADV,aanstonds,aanstonds
832,sofort::ADV,aanstonds,onmiddelijk
833,sofort::ADV,onmiddelijk,terstond
834,sofort::ADV,onmiddelijk,aanstonds
835,sofort::ADV,onmiddelijk,onmiddelijk
836,später::ADV,later,later
837,jetzt::ADV,nu,nu
838,jetzt::ADV,nu,nou
839,jetzt::ADV,nu,thans
840,jetzt::ADV,nou,nu
841,jetzt::ADV,nou,nou
842,jetzt::ADV,nou,thans
843,jetzt::ADV,thans,nu
844,jetzt::ADV,thans,nou
845,jetzt::ADV,thans,thans
846,heute::ADV,heden,heden
847,heute::ADV,heden,vandaag
848,heute::ADV,vandaag,heden
849,heute::ADV,vandaag,vandaag
850,morgen::ADV,morgen,morgen
851,bald::ADV,gauw,gauw
852,bald::ADV,gauw,weldra
853,bald::ADV,weldra,gauw
854,bald::ADV,weldra,weldra
855,dann::ADV,dan,dan
856,dann::ADV,dan,toen
857,dann::ADV,toen,dan
858,dann::ADV,toen,toen
859,gestern::ADV,gisteren,gisteren
860,einst::ADV,eens,eens
