,Concept_ID,it,bn
720,erster::A,primo,প্রথম
721,zweiter::A,secondo,দ্বিতীয়
722,dritter::A,terzo,তৃতীয়
723,letzter::A,ùltimo,সর্বশেষ
724,allein::ADV,solo,একক
725,allein::ADV,da solo,একক
726,auf einmal::ADV,insieme,জলদি
727,zusammen::ADV,insieme,একসঙ্গে
728,lange::ADV,a lungo,লম্বা
729,plötzlich::ADV,all'improvviso,হঠাৎ
730,sofort::ADV,sùbito,মুহ্ণর্তমধ্যে
731,sofort::ADV,all'istante,মুহ্ণর্তমধ্যে
732,später::ADV,più tardi,পশ্চাতে
733,jetzt::ADV,ora,এখন
734,jetzt::ADV,adesso,এখন
735,heute::ADV,oggi,আজ
736,morgen::ADV,domani,আগামিকাল
737,bald::ADV,presto,অস্পকালমধ্যে
738,bald::ADV,tra poco,অস্পকালমধ্যে
739,dann::ADV,allora,তখন
740,gestern::ADV,ieri,গতকাল
741,einst::ADV,prima,একবার মাত্র
742,einst::ADV,un tempo,একবার মাত্র
743,damals::ADV,allora,তখন
744,danach::ADV,poi,পরে
745,danach::ADV,dopo,পরে
746,vorher::ADV,prima,আগে
747,zuerst::ADV,prima,আগে
748,zuerst::ADV,dapprima,আগে
749,einmal::ADV,una volta,একবার
750,manchmal::ADV,talvolta,কখনও কখনও
751,manchmal::ADV,qualche volta,কখনও কখনও
752,oft::ADV,spesso,ঘনঘন
753,immer::ADV,sempre,সর্বদা
754,niemals::ADV,non mai,কখলও নহে
755,hier::ADV,qua,এখানে
756,hierhin::ADV,qua,এখানে
757,von hier::ADV,ne,ত্রই স্তান হইতে
758,von hier::ADV,da qui,ত্রই স্তান হইতে
759,dort::ADV,lì,ওখানে
760,dorthin::ADV,là,ওখানে
761,geradeaus::ADV,diritto,অগ্রগামী
762,vorwärts::ADV,avanti,সন্মুখিকে
763,rückwärts::ADV,all'indietro,খিরিয়া
764,zurück::ADV,di indietro,পিঠ
765,unten::ADV,giù,নীচে
766,unten::ADV,sotto,নীচে
767,hinab::ADV,giù,নিম্নগামী
768,hinab::ADV,in giù,নিম্নগামী
769,oben::ADV,su,উপরে
770,oben::ADV,sopra,উপরে
771,hinauf::ADV,in sù,উচ্চতর অংশে
772,hinauf::ADV,in alto,উচ্চতর অংশে
773,überall::ADV,dappertutto,সর্বত্র
774,nicht::ADV,non,না
775,ein wenig::ADV,un po',অল্প
776,ein wenig::ADV,un poco,অল্প
777,kaum::ADV,a appena,কষ্টসহকাবে
778,sehr::ADV,molto,খুব
779,so::ADV,così,তত
780,so::ADV,tanto,তত
781,noch::ADV,ancora,এখন পর্যস্ত
782,nur::ADV,solo,শুধু
783,nur::ADV,soltanto,শুধু
784,schon::ADV,già,ইতঃপুর্বে
785,wieder::ADV,di nuovo,আবার
786,vergebens::ADV,invano,বিফলে
787,vor::PRP,davanti a,সম্মুখে
788,hinter::PRP,dietro,পশ্চাতে
789,unter::PRP,sotto,নীচে
790,durch::PRP,per,দ্বারা
791,durch::PRP,attraverso,দ্বারা
792,neben::PRP,a accanto a,কাছে
793,zwischen::PRP,fra,মধ্যে
794,wegen::PRP,a causa di,জন্য
795,dies::PRN,ciò,এটা
796,dies::PRN,questo,এটা
797,das::PRN,ciò,ওটা
798,das::PRN,quello,ওটা
799,alles::PRN,tutto,সব
800,ich::PRN,ìo,আমি
801,du::PRN,tu,তুমি
802,er::PRN,lui,উনি
803,er::PRN,egli,উনি
804,wir::PRN,noi,আমরা
805,ihr::PRN,voi,তোমরা
806,sie::PRN,loro,তারা
807,was::FPRN,che,কি
808,was::FPRN,che cosa,কি
809,wer::FPRN,chi,কে
810,wo::FADV,dove,কোথায়
811,wohin::FADV,dove,কোথায়
812,wie::FADV,come,কেমন
813,warum::FADV,perche,কেন
814,wieviel::FNUM,quanto,কত
815,eins::NUM,uno,অক
816,zwei::NUM,due,দুই
817,drei::NUM,tre,তিন
818,vier::NUM,quattro,চার
819,fünf::NUM,cinque,পাঁচ
820,sechs::NUM,sei,ছয়
821,sieben::NUM,sette,সাত
822,acht::NUM,otto,আট
823,neun::NUM,nove,নয়
824,zehn::NUM,dieci,দশ
825,elf::NUM,ùndici,এগারো
826,zwölf::NUM,dodici,দ্বাদশ
827,zwanzig::NUM,venti,বিশ
828,dreißig::NUM,trenta,ত্রিশ
829,vierzig::NUM,quaranta,চল্লিশ
830,fünfzig::NUM,cinquanta,পঞ্চাশ
831,sechzig::NUM,sessanta,ষাট
832,siebzig::NUM,settanta,সত্তর
833,achtzig::NUM,ottanta,আশি
834,neunzig::NUM,novanta,নব্বুই
835,hundert::NUM,cento,শত
836,tausend::NUM,mille,হাজার
837,und::CNJ,e,আর
838,und::CNJ,e,এবং
839,oder::CNJ,o,বা
840,stehen::V,stare in piedi,দাঁড়ানো
841,sitzen::V,sedere,বসা
842,sitzen::V,stare seduto,বসা
843,liegen::V,giacere,শোয়া
844,hängen::V,pèndere,ঝোলা
845,hängen::V,èssere appeso,ঝোলা
846,werden::V,farsi,হইয়া উঠা
847,werden::V,diventare,হইয়া উঠা
848,passieren::V,succèdere,ঘটা
849,beginnen::V,cominciare,আরম্ভ হওয়া
850,enden::V,finire,শেষ হওয়া
851,enden::V,terminare,শেষ হওয়া
852,wechseln::V,variare,রূপাস্তর করা
853,wechseln::V,cambiare,রূপাস্তর করা
854,aufgehen[Sonne]::V,sòrgere,উদিত হওয়া
855,aufgehen[Sonne]::V,spuntare,উদিত হওয়া
856,untergehen[Sonne]::V,tramontare,অস্ত যাওয়া
857,scheinen[Sonne]::V,splèndere,আলো দেওয়া
858,donnern::V,tonare,বজ্রধ্বনি করা
859,wehen::V,soffiare,প্রবাহিত হওয়া
860,strömen::V,fluire,প্রবাহিত হওয়া
861,fließen::V,fluire,ছুটা
862,fließen::V,scorrere,ছুটা
863,sich drehen::V,girarsi,পাক খাওয়া
864,schwanken::V,oscillare,দোলা
865,schwanken::V,barcollare,দোলা
866,schwingen::V,vibrare,দোলা
867,schwingen::V,oscillare,দোলা
868,fallen::V,cadere,পড়া
869,brennen::V,àrdere,সেঁকা
870,brennen::V,bruciare,সেঁকা
871,rauchen::V,fumare,ধোঁয়া ছড়ান
872,regnen::V,piòvere,বর্ষণ_করা
873,gefrieren::V,gelarsi,হিমায়িত হওয়া
874,gefrieren::V,congelarsi,হিমায়িত হওয়া
875,tauen::V,sciògliersi,গলা
876,schmelzen::V,fòndere,গলা
877,schmelzen::V,sciògliersi,গলা
878,trocknen::V,asciugarsi,শুষ্ক করা
879,sieden::V,bollire,ফোঁড়া
880,faulen::V,marcire,ক্ষয় হওয়া
881,verfaulen::V,imputridire,ক্ষয় হওয়া 
882,reißen::V,strapparsi,ছিঁড়া
883,versinken::V,affondare,ডুবা
884,vergehen::V,passare,যাওয়া
885,erscheinen::V,apparire,আসা
886,erscheinen::V,comparire,আসা
887,verschwinden::V,sparire,অদৃশ্য হওয়া
888,verschwinden::V,scomparire,অদৃশ্য হওয়া
889,sinken::V,calare,হ্রাস হওয়া
890,sinken::V,scendere,হ্রাস হওয়া
891,abnehmen::V,diminuire,হ্রাস হওয়া
892,zunehmen::V,aumentare,বৃদ্ধি পাওয়া
893,steigen::V,salire,ওঠা
894,steigen::V,montare,ওঠা
895,wachsen::V,crescere,বড় হওয়া
896,glänzen::V,splèndere,জ্বলা
897,funkeln::V,brillare,জ্বল্জ্বল করা
898,funkeln::V,scintillare,জ্বল্জ্বল করা
899,lärmen::V,strepitare,
900,lärmen::V,fare chiasso,
901,läuten::V,suonare,রুসুঝুসু করা
902,klingeln::V,suonare,বাজা
903,klirren::V,tintinnare,টুংটাং-শব্দ করা
904,brausen::V,rombare,গর্জন করা
905,brausen::V,rumoreggiare,গর্জন করা
906,rauschen::V,frusciare,মর্মরধ্বনি করা
907,klingen::V,suonare,শব্দ করা
908,bellen::V,latrare,ঘেউ ঘেউ করা
909,bellen::V,abbaiare,ঘেউ ঘেউ করা
910,heulen::V,urlare,গর্জন করা
911,heulen::V,ululare,গর্জন করা
912,blasen::V,soffiare,ফুঁ দেওয়া
913,pfeifen::V,fischiare,শিস্ দেওয়া
914,schreien::V,gridare,চিৎকার করা
915,stöhnen::V,gèmere,গোঁ-গো করা
916,zittern::V,tremare,কাঁপা
917,leben::V,vìvere,বাঁচা
918,geboren werden::V,nàscere,জন্মানো
919,atmen::V,respirare,শ্বাস ফেলা
920,trinken::V,bere,পান করা
921,essen::V,mangiare,ভক্ষণ করা
922,schlucken::V,inghiottire,গেলা
923,müde werden::V,stancarsi,পরিশ্রান্ত হওয়া
924,einschlafen::V,addormentarsi,নিদ্রামগ্ন হওয়া
925,schlafen::V,dormire,নিদ্রা যাওয়া
926,aufwachen::V,svegliarsi,জাগা
927,aufstehen::V,levarsi,জাগা
928,sich erholen::V,riposarsi,আরাম করা
929,krank werden::V,ammalarsi,অসুস্থ হত্তয়া
930,krank sein::V,èssere malato,রূগ্ণ হত্তয়া
931,schmerzen::V,dolere,কন্কন করা
932,husten::V,tossire,কাশা
933,genesen::V,guarire,আরোগ্য হওয়া
934,sterben::V,morire,মারা যাওয়া
935,umkommen::V,perire,মারা যাওয়া
936,sich bewegen::V,agitarsi,চলা
937,sich rühren::V,muòversi,নড়া
938,sich erheben::V,alzarsi,উদিত হওয়া
939,sich setzen::V,sedersi,বসা
940,hinfallen::V,cadere,পড়া
941,laufen::V,camminare,হাঁটা
942,laufen::V,andare a piedi,হাঁটা
943,schreiten::V,andare,হাঁটা
944,schreiten::V,procedere,হাঁটা
945,spazierengehen::V,passeggiare,পায়চারি করা
946,spazierengehen::V,andare a passeggio,পায়চারি করা
947,eilen::V,andare in fretta,ত্বরাম্বিত করা
948,sich beeilen::V,affrettarsi,ত্বরাম্বিত করা
949,sausen::V,volare,ধেয়ে যাওয়া
950,sausen::V,correre,ধেয়ে যাওয়া
951,rennen::V,correre,চলা
952,springen::V,saltare,লাফানো
953,klettern::V,arrampicarsi,আরোহণ করা
954,schaukeln::V,fare l'altalena,দোলা
955,kriechen::V,strisciare,হামাগুড়ি দেওয়া
956,schwimmen::V,nuotare,সাঁতার কাটা
957,tauchen::V,tuffarsi,ডোবা
958,tauchen::V,immèrgersi,ডোবা
959,rudern::V,remare,দাঁড় টানা
960,fahren::V,andare,চালান
961,fahren::V,viaggiare,চালান
962,fliegen::V,volare,ওড়া
963,gehen::V,andare,যাওয়া
964,weggehen::V,andàrsene,প্রস্থান করা
965,weggehen::V,andare via,প্রস্থান করা
966,abfahren::V,partire,প্রস্থান করা
967,anhalten::V,fermarsi,থামা
968,hineingehen::V,entrare,ঢোকা
969,eintreten::V,entrare,ঢোকা
970,kommen::V,venire,আসা
971,ankommen::V,arrivare,আসা
972,zurückkommen::V,ritornare,ফিরা
973,bleiben::V,restare,থাকা
974,bleiben::V,rimanere,থাকা
975,warten::V,aspettare,অপেক্ষা করা
976,erwarten::V,attèndere,অপেক্ষা করা
977,suchen::V,cercare,খোঁজ করা
978,finden::V,trovare,পাওয়া
979,versuchen::V,tentare,পরখ করা
980,vorbereiten::V,preparare,প্রস্তুত করা
981,lieben::V,amare,ভালবাসা
982,mögen::V,piacere a,পছন্দ করা
983,mögen::V,volere bene a,পছন্দ করা
984,lachen::V,rìdere,হাসা
985,rühren::V,commuòvere,হৃদয়ম্পর্শ করা
986,weinen::V,piàngere,কাঁদা
987,schimpfen::V,imprecare,নালিশ করা
988,sich ärgern::V,stizzirsi,রাগ হত্তয়া
989,sich ärgern::V,arrabbiarsi,রাগ হত্তয়া
990,sich fürchten::V,avere paura,ভয় করা
991,fürchten::V,temere,ডরা
992,fliehen::V,fuggire,পালানো
993,flüchten::V,sfuggire,পালানো
994,sehen::V,vedere,দেখা
995,anschauen::V,guardare,দেখা
996,ansehen::V,guardare,দেখা
997,hören::V,udire,শোনা
998,hören::V,sentire,শোনা
999,zuhören::V,ascoltare,শোনা
1000,probieren::V,degustare,পরখ করা
1001,probieren::V,assaggiare,পরখ করা
1002,riechen::V,sentire,শুঁকা
1003,fühlen::V,sentire,অনুভব করা
1004,scheinen::V,parere,মনে হত্তয়া
1005,scheinen::V,sembrare,মনে হত্তয়া
1006,zu sehen sein::V,vedersi,দেখা দেত্তয়া
1007,vernehmen::V,sentire,শোনা
1008,vernehmen::V,percepire,শোনা
1009,frieren::V,aver freddo,শীত লাগা
1010,tun::V,fare,করা
1011,können::V,sapere,পারা
1012,wollen::V,volere,ইচ্ছা করা
1013,anfangen::V,iniziare,আরম্ভ করা
1014,anfangen::V,cominciare,আরম্ভ করা
1015,beenden::V,finire,শেষ করা
1016,beenden::V,terminare,শেষ করা
1017,aufhören::V,finire,থামা
1018,aufhören::V,cessare,থামা
1019,gelingen::V,riuscire,সিদ্ধিলাভ করা
1020,geraten::V,stare,পরিণত হত্তয়া
1021,öffnen::V,aprire,খোলা
1022,schließen::V,chiùdere,বন্ধ করা
1023,stellen::V,porre,স্থাপন করা
1024,stellen::V,mettere,স্থাপন করা
1025,setzen::V,porre,স্থাপন করা
1026,setzen::V,mettere,স্থাপন করা
1027,legen::V,posare,স্থাপন করা
1028,legen::V,mettere,স্থাপন করা
1029,berühren::V,toccare,স্পর্শ করা
1030,verbinden::V,unire,সংযুক্ত করা
1031,verbinden::V,congiùngere,সংযুক্ত করা
1032,bedecken::V,coprire,ঢাকা
1033,bedecken::V,ricoprire,ঢাকা
1034,aufhängen::V,attaccare,ঝুলানো
1035,anzünden::V,accèndere,জ্বালান
1036,anzünden::V,incendiare,জ্বালান
1037,aufheben::V,raccògliere,কুড়াইয়া তোলা
1038,zurücklassen::V,lasciare,পরিত্যাগ করা
1039,zurücklassen::V,lasciare indietro,পরিত্যাগ করা
1040,verlieren::V,pèrdere,হারান
1041,fallen lassen::V,lasciare cadere,ফেলা
1042,machen::V,fare,গঠন করা
1043,herstellen::V,produrre,সৃষ্টি করা
1044,herstellen::V,fabbricare,সৃষ্টি করা
1045,bauen::V,costruire,নির্মাণ করা
1046,reparieren::V,riparare,মেরামত করা
1047,verbessern::V,migliorare,উন্নতিলাভ করা
1048,ändern::V,mutare,পরিবর্তিত করা
1049,ändern::V,cambiare,পরিবর্তিত করা
1050,graben::V,scavare,খনন করা
1051,beugen::V,chinare,নোয়া
1052,beugen::V,flettere,নোয়া
1053,biegen::V,tòrcere,নোয়া
1054,drehen::V,girare,ঘোরান
1055,wenden::V,girare,উলটাইয়া দেত্তয়া
1056,wenden::V,voltare,উলটাইয়া দেত্তয়া
1057,umdrehen::V,rivoltare,উলটানো
1058,heben::V,levare,উত্তোলন করা
1059,hochheben::V,levare,উঁচু করা
1060,hochheben::V,sollevare,উঁচু করা
1061,ergreifen::V,afferrare,দখল করা
1062,halten::V,tenere,ধরা
1063,drücken::V,premere,টেপা
1064,schieben::V,spìngere,ঠেলা
1065,kratzen::V,grattare,চাঁচা
1066,kratzen::V,graffiare,চাঁচা
1067,lecken::V,leccare,চাটা
1068,beißen::V,mòrdere,দংশন করা
1069,abreißen::V,staccarsi,বিচ্ছিন্ন করা
1070,abreißen::V,strapparsi,বিচ্ছিন্ন করা
1071,abschneiden::V,tagliare,বিচ্ছিন্ন করা
1072,binden::V,legare,বন্ধন করা
1073,binden::V,bendare,বন্ধন করা
1074,stecken::V,ficcare,বিদ্ধ করা
1075,brechen::V,rompere,ভাঙা
1076,klopfen::V,bàttere,আঘাত করা
1077,hauen::V,picchiare,আঘাত করা
1078,kleben::V,incollare,সাঁটা
1079,reiben::V,fregare,ঘষা
1080,streichen::V,spalmare,ছড়াইয়া
1081,schleifen::V,arrotare,ধার দেওয়া
1082,schneiden::V,tagliare,কাটা
1083,rütteln::V,scuòtere,নাড়ান
1084,schütteln::V,agitare,নড়া
1085,schütteln::V,scuòtere,নড়া
1086,schwenken::V,agitare,দোলা
1087,schwenken::V,sventolare,দোলা
1088,schütten::V,versare,বর্ষণ করা
1089,füllen::V,riempire,পরিপূর্ণ করা
1090,einwickeln::V,involtare,মুড়া
1091,tragen::V,portare,বহন করা
1092,schleppen::V,trainare,টানা
1093,schleppen::V,trascinare,টানা
1094,ziehen::V,tirare,টানা
1095,aufbewahren::V,custodire,রাখা
1096,aufbewahren::V,conservare,রাখা
1097,werfen::V,gettare,ছুড়া
1098,werfen::V,lanciare,ছুড়া
1099,fangen::V,prèndere,লোফা
1100,fangen::V,acchiappare,লোফা
1101,packen::V,pigliare,ধরা
1102,packen::V,afferrare,ধরা
1103,verstecken::V,nascondere,গোপন করা
1104,teilen::V,divìdere,বিভক্ত করা
1105,schicken::V,inviare,প্রেরণ করা
1106,bringen::V,portare,আনা
1107,bringen::V,apportare,আনা
1108,hinzufügen::V,aggiùngere,একত্র করা
1109,bekommen::V,ricevere,পাওয়া
1110,erhalten::V,ricevere,পাওয়া
1111,nehmen::V,prèndere,নেওয়া
1112,wählen::V,elèggere,বাছা
1113,wählen::V,scegliere,বাছা
1114,auswählen::V,scegliere,বাছা
1115,bewahren::V,conservare,বাঁচাইয়া রাখা
1116,behindern::V,impedire,বাধা দেওয়া
1117,verderben::V,guastare,নষ্ট করা
1118,beschädigen::V,danneggiare,ক্ষতি করা
1119,zerbrechen::V,rompere,ভাঙ্গিয়া যাওয়া
1120,zerbrechen::V,spezzare,ভাঙ্গিয়া যাওয়া
1121,zerreißen::V,stracciare,ছিঁড়া
1122,zerstören::V,distrùggere,বিনাশ করা
1123,verbrennen::V,bruciare,দহন করা
1124,geben::V,dare,দেওয়া
1125,reichen::V,pòrgere,দেওয়া
1126,schenken::V,regalare,উপহার দেত্তয়া
1127,versprechen::V,promettere,প্রতিশ্রুতি দেওয়া
1128,wünschen::V,augurare,আকাঙ্ক্ষা করা
1129,loben::V,lodare,প্রশংসা করা
1130,küssen::V,baciare,চুম্বন করা
1131,wiegen::V,cullare,দুলানো
1132,wiegen::V,dondolare,দুলানো
1133,zudecken::V,coprire,ঢাকা
1134,wecken::V,svegliare,জাগানো
1135,zeigen::V,indicare,দেখানো
1136,führen::V,guidare,পথ দেখানো
1137,führen::V,condurre,পথ দেখানো
1138,lehren::V,insegnare,শেখানো
1139,unterrichten::V,istruire,শিক্ষা দেওয়া
1140,unterrichten::V,insegnare,শিক্ষা দেওয়া
1141,aufziehen::V,allevare,পালন করা
1142,leiten::V,avviare,পরিচালনা করা
1143,leiten::V,dirìgere,পরিচালনা করা
1144,antreiben::V,incitare,চালনা করা
1145,lassen::V,fare,অনুমতি দেওয়া
1146,einladen::V,invitare,নিমন্ত্রণ করা
1147,vereinigen::V,unire,এক করা
1148,besuchen::V,visitare,দেখিতে যাওয়া
1149,besuchen::V,far vìsita a,দেখিতে যাওয়া
1150,treffen::V,incontrare,সন্মুখীন হওয়া
1151,sich versammeln::V,rinunirsi,জড়ো হওয়া
1152,spielen::V,giocare,খেলা
1153,singen::V,cantare,গাওয়া
1154,tanzen::V,danzare,নাচা
1155,sich trennen::V,separarsi,পৃথক করা
1156,verlassen::V,lasciare,পরিত্যাগ করা
1157,verlassen::V,abbandonare,পরিত্যাগ করা
1158,retten::V,salvare,উদ্ধার করা
1159,bewachen::V,custodire,পাহারা দেওয়া
1160,schützen::V,protèggere,রক্ষা করা
1161,verteidigen::V,difèndere,রক্ষা করা
1162,sich schlagen::V,bàttersi,লড়াই করা
1163,schießen::V,sparare,তীরবেগে ছোটা
1164,siegen::V,vìncere,জেতা
1165,ärgern::V,stizzire,বিরক্ত করা
1166,schlagen::V,bàttere,আঘাত করা
1167,treten::V,calciare,লাথি মারা
1168,stechen::V,pùngere,দংশন করা
1169,stoßen::V,urtare,ঠেলা
1170,stoßen::V,spìngere,ঠেলা
1171,stehlen::V,rubare,অপহরণ করা
1172,stören::V,disturbare,ঘাঁটান
1173,belästigen::V,molestare,বিরক্ত করা
1174,belästigen::V,importunare,বিরক্ত করা
1175,verbergen::V,celare,গোপন করা
1176,verbergen::V,nascondere,গোপন করা
1177,täuschen::V,ingannare,প্রবঞ্চনা করা
1178,betrügen::V,frodare,প্রতারণা করা
1179,betrügen::V,truffare,প্রতারণা করা
1180,töten::V,uccìdere,হত্যা করা
1181,wohnen::V,abitare,বাস করা
1182,arbeiten::V,lavorare,কাজ করা
1183,sammeln::V,raccògliere,সংগ্রহ করা
1184,sammeln::V,collezionare,সংগ্রহ করা
1185,pflücken::V,cògliere,চয়ন করা
1186,jagen::V,cacciare,শিকার করা
1187,fischen::V,pescare,মাছ ধরা
1188,fassen::V,catturare,ধরা
1189,fassen::V,acchiappare,ধরা
1190,hüten::V,pascolare,যুথভুক্ত করা
1191,treiben::V,spìngere,চালনা করা
1192,anbinden::V,legare,বন্ধন করা
1193,anbinden::V,attaccare,বন্ধন করা
1194,füttern::V,dar da mangiare a,ভোজন করানো
1195,melken::V,mùngere,দুগ্ধ দোহন করা
1196,hacken::V,tritare,কাটা
1197,hacken::V,spaccare,কাটা
1198,gießen::V,annaffiare,বর্ষণ করা
1199,reifen::V,maturare,পাকা
1200,zubereiten::V,preparare,রন্ধন করা
1201,kochen::V,cuòcere,রন্ধন করা
1202,backen::V,cuòcere,সেকা
1203,backen::V,cuòcere al forno,সেকা
1204,braten::V,frìggere,ভাজা
1205,braten::V,arrostire,ভাজা
1206,umrühren::V,mescolare,নড়ানো
1207,stricken::V,llavorare a maglia,বোনা
1208,nähen::V,cucire,সেলাই করা
1209,färben::V,tìngere,রঞ্জিত করা
1210,reinigen::V,pulire,পরিষ্কার করা
1211,reinigen::V,nettare,পরিষ্কার করা
1212,waschen::V,lavare,পরিষ্কার করা
1213,abwischen::V,asciugare,মুছা
1214,spülen::V,lavare,পরিষ্কার করা
1215,spülen::V,sciacquare,পরিষ্কার করা
1216,fegen::V,spazzare,ঝাঁট দেওয়া
1217,kehren::V,spazzare,ঝাঁট দেওয়া
1218,baden::V,bagnarsi,অবগাহন করা
1219,baden::V,fare il bagno,অবগাহন করা
1220,sich waschen::V,lavarsi,ধোয়া
1221,ausziehen::V,tògliersi,খুলা
1222,anziehen::V,mettersi,গায়ে দেত্তয়া
1223,anziehen::V,indossare,গায়ে দেত্তয়া
1224,sich anziehen::V,vestirsi,পোশাক পরা
1225,kämmen::V,pettinare,আঁচড়ানো
1226,schmücken::V,ornare,সাজান করা
1227,schmücken::V,decorare,সাজান করা
1228,sagen::V,dire,উচ্চারণ করা
1229,sprechen::V,parlare,বলা
1230,reden::V,parlare,আলাপ করা
1231,sich unterhalten::V,conversare,আড্ডা দেওয়া
1232,fragen::V,chièdere,জিজ্ঞাসা করা
1233,fragen::V,domandare,জিজ্ঞাসা করা
1234,bitten::V,pregare,প্রার্থনা করা
1235,erzählen::V,narrare,বর্ণনা করা
1236,erzählen::V,raccontare,বর্ণনা করা
1237,mitteilen::V,comunicare,বলা
1238,nennen::V,nominare,নাম দেওয়া
1239,rufen::V,chiamare,আমন্ত্রণ করা
1240,prahlen::V,vantarsi,বড়াই করা
1241,übersetzen::V,tradurre,ভাষাস্তরিত করা
1242,denken::V,pensare,ভাবা
1243,glauben::V,credere,বিশ্বাস করা
1244,bemerken::V,notare,লক্ষ্য করা
1245,bemerken::V,osservare,লক্ষ্য করা
1246,erkennen::V,riconoscere,চিনিতে পারা
1247,begreifen::V,capire,উপলব্ধি করা
1248,begreifen::V,comprèndere,উপলব্ধি করা
1249,verstehen::V,intèndere,উপলব্ধি করা
1250,verstehen::V,comprèndere,উপলব্ধি করা
1251,lernen::V,imparare,শেখা
1252,lernen::V,apprèndere,শেখা
1253,wissen::V,sapere,জানা
1254,sich erinnern an::V,ricordare,মনে করা
1255,sich erinnern an::V,ricordarsi di,মনে করা
1256,vergessen::V,dimenticare,বিস্মৃত হওয়া
1257,messen::V,misurare,মাপা
1258,zählen::V,contare,গণনা করা
1259,rechnen::V,contare,হিসাব করা
1260,rechnen::V,calcolare,হিসাব করা
1261,lesen::V,lèggere,পাঠ করা
1262,malen::V,dipìngere,আঁকা
1263,zeichnen::V,disegnare,ছকা
1264,schreiben::V,scrìvere,লেখা
1265,besitzen::V,possedere,অধিকার করা
1266,kaufen::V,comprare,ক্রয় করা
1267,kaufen::V,acquistare,ক্রয় করা
1268,verkaufen::V,vendere,বেচা
1269,bezahlen::V,pagare,প্রদান করা
1270,zahlen::V,pagare,প্রদান করা
1271,beherrschen::V,dominare,শাসন করা
1272,ertragen::V,sopportare,বহন করা
