,Concept_ID,kv,no
1141,anziehen::V,пасьтавны,ta på
1142,sich anziehen::V,пасьтасьны,kle på seg
1143,kämmen::V,сынавны,gre
1144,kämmen::V,сынавны,kjemme
1145,schmücken::V,баситны,pynte
1146,schmücken::V,баситны,smykke
1147,sagen::V,висьтавны,si
1148,sprechen::V,шуны,snakke
1149,reden::V,баитны,tale
1150,reden::V,баитны,snakke
1151,sich unterhalten::V,сёрнитны,samtale
1152,fragen::V,юавны,spørre
1153,bitten::V,корны,be
1154,erzählen::V,висьтавны,fortelle
1155,mitteilen::V,висьтавны,meddele
1156,nennen::V,нимтны,kalle
1157,rufen::V,китсавны,rope
1158,rufen::V,корны,rope
1159,rufen::V,чукӧстны,rope
1160,prahlen::V,ошшасьны,skryte
1161,übersetzen::V,вуджӧтны,oversette
1162,denken::V,чайтны,tenke
1163,glauben::V,веритны,tro
1164,bemerken::V,казявны,bemerke
1165,bemerken::V,казявны,legge merke til
1166,erkennen::V,тӧдсавны,gjenkjenne
1167,begreifen::V,вежӧртны,begripe
1168,verstehen::V,кывны,forstå
1169,verstehen::V,кывны,skjønne
1170,lernen::V,велӧтчыны,lære
1171,wissen::V,тӧдны,vite
1172,sich erinnern an::V,касьтывны,huske på
1173,vergessen::V,вунӧтны,glemme
1174,messen::V,меряйтны,måle
1175,zählen::V,лыддьыны,telle
1176,rechnen::V,лыддьыны,regne
1177,lesen::V,лыддьӧтны,lese
1178,zeichnen::V,гижмавны,tegne
1179,schreiben::V,гижны,skrive
1180,besitzen::V,лоны,eie
1181,besitzen::V,лоны,inneha
1182,kaufen::V,небны,kjøpe
1183,verkaufen::V,вузавны,selge
1184,bezahlen::V,вештыны,betale
1185,zahlen::V,вештыны,betale
1186,ertragen::V,терпитны,orke
1187,Insel::N,,øy
1188,Menge::N,,mengde
1189,Gewalt::N,,vold
1190,Alter::N,,alder
1191,richtig::A,,riktig
1192,wahr::A,,sann
1193,berühmt::A,,berømt
1194,allein::ADV,,alene
1195,rennen::V,,løpe
1196,malen::V,,male
1197,beherrschen::V,,beherske
