,Concept_ID,az,sq
60,Traum::N,röya,ëndërr
61,Himmel::N,göy,qiell
62,Himmel::N,səma,qiell
63,Sonne::N,günəş,diell
64,Mond::N,ay,hënë
65,Stern::N,ulduz,yll
66,Luft::N,hava,ajër
67,Wind::N,yel,erë
68,Wind::N,külək,erë
69,Welle::N,dalğa,valë
70,Welle::N,dalğa,dallgë
71,Wasser::N,su,ujë
72,Stein::N,daş,gur
73,Boden::N,yer,tokë
74,Boden::N,yer,truall
75,Boden::N,zəmin,tokë
76,Boden::N,zəmin,truall
77,Erde::N,yer torpaq,dhe
78,Erde::N,yer torpaq,baltë
79,Staub::N,toz,pluhur
80,Rauch::N,tüstü,tym
81,Funke::N,qığılcım,xixë
82,Funke::N,qığılcım,shkëndijë
83,Feuer::N,od,zjarr
84,Licht::N,işıq,dritë
85,Schatten::N,kölgə,hije
86,Wetter::N,hava,mot
87,Nebel::N,duman,mjegull
88,Wolke::N,bulud,re
89,Regen::N,yağış,shi
90,Regen::N,yağmur,shi
91,Schnee::N,qar,borë
92,Eis::N,buz,akull
93,Frost::N,ayaz,ngricë
94,Kälte::N,soyuq,të ftohtë
95,Hitze::N,coşğunluq,vapë
96,Hitze::N,coşğunluq,nxehtësi
97,Raureif::N,qırov,cikmë
98,Regenbogen::N,göy qurşağı,ylber
99,Donner::N,göy gurultusu,gjëmim
100,Donner::N,göy gurultusu,bubullimë
101,Strömung::N,axın,rrymë
102,Tropfen::N,damcı,pikë
103,Schaum::N,köpük,shkumë
104,Schmutz::N,çamır,baltë
105,See::N,göl,liqen
106,Sumpf::N,bataqlıq,batak
107,Moor::N,bataqlıq,kënetë
108,Wiese::N,çəmən,livadh
109,Wald::N,meşə,pyll
110,Hügel::N,təpə,kodër
111,Anhöhe::N,təpə,bregore
112,Berg::N,dağ,mal
113,Gipfel::N,zirvə,kulm
114,Höhle::N,mağara,shpellë
115,Höhle::N,mağara,zgafelle
116,Abhang::N,yamac,shpat
117,Abhang::N,yamac,tatëpjetë
118,Quelle::N,bulaq,krua
119,Quelle::N,bulaq,burim
120,Bach::N,kiçik çay,virua
121,Fluss::N,çay,lumë
122,Ufer::N,kənar,breg
123,Küste::N,sahil,anëdet
124,Küste::N,sahil,bregdet
125,Festland::N,materik,kontinent
126,Meer::N,dəniz,det
127,Bucht::N,körfəz,gji deti
128,Insel::N,ada,ishull
129,Insel::N,ada,ujdhesë
130,Blume::N,çiçək,lule
131,Gras::N,ot,bar
132,Wurzel::N,kök,rrënjë
133,Baum::N,ağac,pemë
134,Stamm::N,gövdə,trung
135,Rinde::N,qabıq,lëvore
136,Ast::N,şax,degë
137,Zweig::N,budaq,bisk
138,Blatt::N,yarpaq,fletë
139,Blatt::N,yarpaq,gjethe
140,Birke::N,tozağacı,mështekën
141,Kiefer[Baum]::N,şam,pishë
142,Weide[Baum]::N,söyüd,shelg
143,Tanne::N,küknar,bredh
144,Horn::N,buynuz,bri
145,Feder::N,tük,pupël
146,Feder::N,lələk,pupël
147,Fell::N,xəz,lëkurë
148,Flügel::N,qanad,krah
149,Flügel::N,qanad,fletë
150,Klaue::N,pəncə,kthetër
151,Kralle::N,dırnaq,thua
152,Kralle::N,dırnaq,kthetër
153,Schwanz::N,quyruq,bisht
154,Ei::N,yumurta,vezë
155,Nest::N,yuva,fole
156,Bau::N,yuva,strofkë
157,Tier::N,heyvan,kafshë
158,Herde::N,sürü,kope
159,Herde::N,sürü,grigjë
160,Kuh::N,inək,lopë
161,Bulle::N,öküz,dem
162,Pferd::N,at,kalë
163,Schaf::N,qoyun,dele
164,Schwein::N,donuz,derr
165,Hund::N,it,qen
166,Hund::N,köpək,qen
167,Katze::N,pişik,mace
168,Bär::N,ayı,ari
169,Eichhörnchen::N,dələ,ketër
170,Elch::N,sığın,dre brilopatë
171,Fuchs::N,tülkü,dhelpër
172,Hase::N,dovşan,lepur
173,Maus::N,siçan,mi
174,Wolf::N,qurd,ujk
175,Vogel::N,quş,zog
176,Vogel::N,quş,shpend
177,Schwarm::N,sürü,luzmë
178,Huhn::N,toyuq,pulë
179,Hahn::N,xoruz,gjel
180,Hahn::N,xoruz,këndes
181,Gans::N,qaz,patë
182,Adler::N,qartal,shqiponjë
183,Adler::N,qaraquş,shqiponjë
184,Ente::N,ördək,rosë
185,Eule::N,bayquş,buf
186,Kranich::N,durna,lejlek
187,Kranich::N,durna,kurrillë
188,Krähe::N,qarğa,sorrë
189,Kuckuck::N,ququ,qyqe
190,Schwan::N,qu quşu,mjellmë
191,Fisch::N,balıq,peshk
192,Barsch::N,tar,purtekë
193,Hecht::N,durnabalığı,mlysh
194,Schlange[Tier]::N,ilan,gjarpër
195,Wurm::N,qurd,krimb
196,Spinne::N,hörümçək,marimangë
197,Ameise::N,qarışqa,thnegël
198,Ameise::N,qarışqa,milingonë
199,Laus::N,bit,morr
200,Mücke::N,ağcaqanad,kunup
201,Mücke::N,ağcaqanad,mushkonjë
202,Fliege::N,milçək,mizë
203,Schmetterling::N,kəpənək,flutur
204,Beere::N,gilə,frutë
205,Beere::N,gilə,manaferrë
206,Apfel::N,alma,mollë
207,Pilz::N,göbələk,kërpudhë
208,Zwiebel::N,soğan,qepë
209,Saat::N,əkin,farë
210,Korn::N,taxıl,grurë
211,Korn::N,taxıl,kokërr
212,Heu::N,quru ot,sanë
213,Schale::N,qabıq,lëkurë
214,Grube::N,çuxur,gropë
215,Falle::N,tələ,kurth
216,Falle::N,tələ,grackë
217,Falle::N,duzaq,kurth
218,Falle::N,duzaq,grackë
219,Schlinge::N,ilmək,nyjë
220,Spur::N,iz,gjurmë
221,Asche::N,kül,hi
222,Dreck::N,kir,baltë
223,Eisen::N,dəmir,hekur
224,Gold::N,altun,ar
225,Gold::N,altun,flori
226,Silber::N,gümüş,argjend
227,Kohle::N,kömür,qymyr
228,Glas::N,şüşə,qelq
229,Lehm::N,gil,argjilë
230,Lehm::N,palçıq,argjilë
231,Sand::N,qum,rërë
232,Mensch::N,adam,njeri
233,Mensch::N,insan,njeri
234,Mann::N,kişi,burrë
235,Mann::N,kişi,mashkull
236,Frau::N,qadın,grua
237,Frau::N,qadın,femër
238,Kind::N,uşaq,kalama
239,Junge::N,oğlan,djalë
240,Mädchen::N,qız,gocë
241,Mädchen::N,qız,vajzë
242,Familie::N,ailə,familje
243,Großvater::N,baba,gjysh
244,Großmutter::N,nənə,gjyshe
245,Eltern::N,valideyn,prindër
246,Vater::N,ata,atë
247,Mutter::N,ana,nënë
248,Sohn::N,oğul,bir
249,Tochter::N,qız,bijë
250,Bruder::N,qardaş,vëlla
251,Schwester::N,bacı,motër
252,Onkel::N,əmi,dajë
253,Onkel::N,əmi,xhaxha
254,Onkel::N,dayı,dajë
255,Onkel::N,dayı,xhaxha
256,Tante::N,bibi,teze
257,Tante::N,bibi,hallë
258,Ehemann::N,ər,burrë
259,Ehemann::N,ər,bashkëshort
260,Ehefrau::N,arvad,grua
261,Ehefrau::N,arvad,bashkëshorte
262,Freude::N,nəşə,gaz
263,Freude::N,nəşə,gëzim
264,Freude::N,sevinc,gaz
265,Freude::N,sevinc,gëzim
266,Gelächter::N,gülüş,qeshje
267,Gelächter::N,qəhqəhə,qeshje
268,Glück::N,səadət,lumturi
269,Glück::N,xoşbəxtlik,lumturi
270,Kummer::N,qəm,brengë
271,Kummer::N,qəm,pikëllim
272,Kummer::N,kədər,brengë
273,Kummer::N,kədər,pikëllim
274,Wunsch::N,arzu,dëshirë
275,Lust::N,həvəs,epsh
276,Lust::N,həvəs,dashuri
277,Geist::N,ruh,frymë
278,Geist::N,ruh,shpirt
279,Gedanke::N,fikir,ide
280,Gedanke::N,fikir,mendim
281,Gedanke::N,düşüncə,ide
282,Gedanke::N,düşüncə,mendim
283,Gedächtnis::N,xatir,kujtesë
284,Gedächtnis::N,hafizə,kujtesë
285,Verstand::N,ağıl,mend
286,Sinn::N,məna,kuptim
287,Grund::N,səbəb,arsye
288,Wahrheit::N,haqq,vërtetë
289,Wahrheit::N,doğruluq,vërtetë
290,Gespräch::N,söhbət,bisedim
291,Gespräch::N,qonuşma,bisedim
292,Märchen::N,nağıl,përrallë
293,Erzählung::N,hekayə,tregim
294,Nachricht::N,xəbər,lajm
295,Neuigkeit::N,xəbər,risi
296,Neuigkeit::N,yenilik,risi
297,Name::N,ad,emër
298,Rätsel::N,tapmaca,gjëzë
299,Rätsel::N,tapmaca,gjëegjëzë
300,Rede::N,nitq,fjalim
301,Sprache::N,dil,gjuhë
302,Stimme::N,səs,zë
303,Wort::N,söz,fjalë
304,Wort::N,kəlmə,fjalë
305,Zeichen::N,nişan,shenjë
306,Ruf::N,çığırtı,thirrmë
307,Lärm::N,gurultu,zhurmë
308,Laut::N,səs,tingull
309,Ton::N,ton,ton
310,Lied::N,mahnı,këngë
311,Ruhe::N,sakitlik,qetësi
312,Leute::N,xalq,botë
313,Leute::N,xalq,njerëz
314,Volk::N,millət,popull
315,Arbeit::N,iş,punë
316,Arbeit::N,əmək,punë
317,Gast::N,qonaq,mik
318,Gast::N,qonaq,mysafir
319,Gast::N,müsafir,mik
320,Gast::N,müsafir,mysafir
321,Geschenk::N,hədiyyə,dhuratë
322,Geschenk::N,hədiyyə,peshqesh
323,Spiel::N,oyun,lojë
324,Spiel::N,tamaşa,lojë
325,Gesellschaft::N,cəmiyyet,shoqëri
326,Hilfe::N,kömək,ndihmë
327,Hilfe::N,yardım,ndihmë
328,Freund::N,dost,mik
329,Kamerad::N,yoldaş,shok
330,Angelegenheit::N,iş,punë
331,Anzahl::N,say,sasi
332,Art::N,çeşid,lloj
333,Stück::N,dənə,copë
334,Stück::N,parça,copë
335,Teil::N,qisim,pjesë
336,Hälfte::N,yarım,gjysmë
337,Kreis::N,dairə,qark
338,Kreis::N,dairə,rreth
339,Kreuz::N,xaç,kryq
340,Linie::N,xətt,vijë
341,Strich::N,cızıq,vizë
342,Abstand::N,məsafə,distancë
343,Entfernung::N,məsafə,largim
344,Entfernung::N,uzaqlıq,largim
345,Gegend::N,bölgə,vise
346,Gegend::N,bölgə,krahinë
347,Platz::N,yer,shesh
348,Ort::N,yer,vend
349,Seite::N,yan,anë
350,Seite::N,tərəf,anë
351,Mitte::N,orta,mes
352,Gegenstand::N,şey,send
353,Sache::N,şey,gjë
354,Sache::N,şey,send
355,Rand::N,kənar,qoshe
356,Kante::N,tiyə,teh
357,Kante::N,kənar,teh
358,Ecke::N,bucaq,qoshe
359,Spitze::N,uc,majë
360,Ende::N,son,skaj
361,Ende::N,son,bisht
362,Ende::N,axır,skaj
363,Ende::N,axır,bisht
364,Loch::N,deşik,vrimë
365,Winkel::N,guşə,kënd
366,Muster::N,ülgü,mostër
367,Größe::N,böyüklük,madhësi
368,Länge::N,uzunluq,gjatësi
369,Höhe::N,yüksəklik,lartësi
370,Gewicht::N,çəki,peshë
371,Gewicht::N,ağırlıq,peshë
372,Menge::N,miqdar,sasi
373,Haufen::N,yığın,grumbull
374,Reihe::N,səf,radhë
375,Reihe::N,səf,rresht
376,Reihe::N,sıra,radhë
377,Reihe::N,sıra,rresht
378,Boot::N,qayıq,barkë
379,Boot::N,qayıq,lundër
380,Ruder::N,kürək,rrem
381,Schlitten::N,kirşə,sajë
382,Ski::N,xizək,ski
383,Lagerfeuer::N,düşərgə tonqalı,flakadan
384,Lagerfeuer::N,düşərgə tonqalı,zjarr i madh
385,Last::N,yük,barrë
386,Gang::N,yeriş,ecje
387,Schritt::N,addım,hap
388,Norden::N,şimal,veri
389,Süden::N,cənub,jug
390,Westen::N,qərb,perëndim
391,Osten::N,şərq,lindje
392,Holz::N,ağac,dru
393,Holz::N,taxta,dru
394,Brett::N,taxta,dërrasë
395,Platte::N,lövhə,pllakë
396,Stütze::N,dayaq,shtyllë
397,Stütze::N,dayaq,mbështetesë
398,Stütze::N,dəstək,shtyllë
399,Stütze::N,dəstək,mbështetesë
400,Stange::N,şüvül,shufër
401,Stock::N,dəyənək,dajak
402,Stab::N,əsa,shkop
403,Stab::N,şüvül,shkop
404,Rohr::N,boru,tub
405,Rohr::N,truba,tub
406,Haus::N,ev,shtëpi
407,Heim::N,ev,konak
408,Heim::N,ev,shtëpi
409,Ofen::N,peç,sobë
410,Ofen::N,peç,stufë
411,Ofen::N,soba,sobë
412,Ofen::N,soba,stufë
413,Fußboden::N,döşəmə,dysheme
414,Tisch::N,masa,tryezë
415,Stuhl::N,stul,karrige
416,Wiege::N,beşik,djep
417,Bett::N,yataq,shtrat
418,Regal::N,rəf,raft
419,Kiste::N,yeşik,kuti
420,Kiste::N,sandıq,kuti
421,Fenster::N,pəncərə,dritare
422,Tür::N,qapı,derë
423,Tor::N,darvaza,portë
424,Zaun::N,çəpər,gardh
425,Dach::N,dam,çati
426,Leiter::N,nərdivan,shkallë
427,Besen::N,süpürgə,fshesë
428,Spaten::N,kürək,lopatë
429,Schaufel::N,kürək,qyrek
430,Gabel::N,çəngəl,pirun
431,Löffel::N,qaşıq,lugë
432,Messer::N,bıçaq,thikë
433,Nagel::N,mıx,gozhdë
434,Netz::N,tor,rrjetë
435,Haken::N,çəngəl,grep
436,Haken::N,çəngəl,grremç
437,Griff::N,qulp,dorak
438,Griff::N,qulp,dorezë
439,Griff::N,tutacaq,dorak
440,Griff::N,tutacaq,dorezë
441,Schloss::N,qıfıl,bravë
442,Bild::N,rəsm,tablo
443,Bild::N,rəsm,pikturë
444,Figur::N,şəkil,figurë
445,Figur::N,heykəl,figurë
446,Puppe::N,kukla,kukull
447,Puppe::N,gəlincik,kukull
448,Beutel::N,kisə,qese
449,Beutel::N,kisə,trastë
450,Beutel::N,torba,qese
451,Beutel::N,torba,trastë
452,Bündel::N,bağlama,deng
453,Tasche::N,çanta,çantë
454,Eimer::N,vedrə,kovë
455,Eimer::N,çəllək,kovë
456,Deckel::N,qapaq,kapak
457,Deckel::N,qapaq,mbulesë
458,Geschirr::N,qab-qazan,enë
459,Sack::N,çuval,thes
460,Sack::N,çuval,torbë
461,Tasse::N,fincan,filxhan
462,Topf::N,qazan,kusi
463,Topf::N,qazan,tenxhere
464,Kessel::N,qazan,kazan
465,Essen::N,yemək,ngrënie
466,Nahrung::N,qida,ushqim
467,Speise::N,xörək,gatesë
468,Fleisch::N,ət,mish
469,Getreide::N,taxıl,drithë
470,Brei::N,aş,qull
471,Brei::N,sıyıq,qull
472,Brot::N,çörək,bukë
473,Scheibe::N,dilim,fetë
474,Fett::N,yağ,lyrë
475,Fett::N,yağ,yndyrë
476,Butter::N,kərə yağı,gjalpë
477,Öl::N,yağ,vaj
478,Salz::N,duz,kripë
479,Suppe::N,şorba,supë
480,Suppe::N,şorba,çorbë
481,Honig::N,bal,mjaltë
482,Milch::N,süd,qumësht
483,Tee::N,çay,çaj
484,Leder::N,dəri,lëkurë
485,Wolle::N,yun,lesh
486,Stoff::N,qumaş,pëlhurë
487,Nadel::N,iynə,gjilpërë
488,Faden::N,sap,pe
489,Faden::N,sap,fije
490,Knopf::N,düymə,kopsë
491,Knoten::N,düyün,komb
492,Farbe::N,boya,bojë
493,Kleidung::N,geyim,veshje
494,Hemd::N,köynək,këmishë
495,Kragen::N,yaxa,jakë
496,Ärmel::N,qol,mëngë
497,Hose::N,şalvar,brekë
498,Gürtel::N,kəmər,rrip
499,Mütze::N,şapka,kësulë
500,Schuh::N,tufli,këpucë
501,Schuh::N,ayaqqabı,këpucë
502,Stiefel::N,çəkmə,çizme
503,Ring::N,üzük,unazë
504,Band::N,lent,shirit
505,Kamm::N,daraq,krehër
506,Spiegel::N,güzgü,pasqyrë
507,Riemen::N,qayış,rrip
508,Schnur::N,ip,litar
509,Schnur::N,ip,cikomë
510,Leine::N,kəmsik,rrip
511,Decke::N,ədyal,batanije
512,Decke::N,yorğan,batanije
513,Kissen::N,yastıq,jastëk
514,Tuch::N,şarf,shami
515,Tuch::N,kaşne,shami
516,Handtuch::N,dəsmal,peshqir
517,Kraft::N,güc,forcë
518,Stärke::N,qüvvət,koll
519,Gesundheit::N,sağlamlıq,shëndet
520,Krankheit::N,xəstəlik,sëmundje
521,Schmerz::N,ağrı,dhimbje
522,Schmerz::N,sancı,dhimbje
523,Wunde::N,yara,plagë
524,Fieber::N,isitmə,ethe
525,Fieber::N,qızdırma,ethe
526,Arznei::N,ilaç,ilaç
527,Arznei::N,dərman,ilaç
528,Brücke::N,körpü,urë
529,Brunnen::N,quyu,pus
530,Weide::N,otlaq,kullotë
531,Pfad::N,cığır,ravë
532,Pfad::N,cığır,shteg
533,Weg::N,yol,udhë
534,Weg::N,yol,shteg
535,Straße::N,küçə,rrugë
536,Dorf::N,kənd,fshat
537,Dorf::N,kənd,katund
538,Stadt::N,şəhər,qytet
539,Brief::N,məktub,letër
540,Buch::N,kitab,libër
541,Buchstabe::N,hərf,shkronjë
542,Zeitung::N,qəzet,gazetë
543,Leben::N,həyat,jetë
544,Tod::N,ölüm,mortje
545,Grab::N,qəbir,varr
546,Kirche::N,kilsə,kishë
547,Sünde::N,günah,mëkat
548,Sünde::N,günah,gjynah
549,Gott::N,tanrı,hy
550,Gott::N,tanrı,zot
551,Arbeiter::N,işçi,punëtor
552,Chef::N,şef,shef
553,Chef::N,şef,drejtues
554,Chef::N,rəis,shef
555,Chef::N,rəis,drejtues
556,Meister::N,usta,mjeshtër
557,Arzt::N,həkim,mjek
558,Arzt::N,həkim,doktor
559,Arzt::N,doktor,mjek
560,Arzt::N,doktor,doktor
561,Lehrer::N,müəllim,mësues
562,Lehrer::N,müəllim,arsimtar
563,Geld::N,pul,para
564,Geld::N,pul,holla
565,Geschäft::N,ticarət,ujdi
566,Geschäft::N,ticarət,biznes
567,Laden::N,dükan,dyqan
568,Preis::N,qiymət,çmim
569,Ware::N,mal,mall
570,Nutzen::N,fayda,dobi
571,Nutzen::N,fayda,leverdi
572,Reichtum::N,zənginlik,kamje
573,Reichtum::N,zənginlik,pasuri
574,Welt::N,aləm,botë
575,Welt::N,dünya,botë
576,Land::N,ölkə,vend
577,Staat::N,dövlət,shtet
578,König::N,kral,mbret
579,König::N,məlik,mbret
580,Macht::N,qüdrət,fuqi
581,Macht::N,qüdrət,pushtet
582,Grenze::N,hüdud,kufi
583,Grenze::N,sərhət,kufi
584,Krieg::N,hərb,luftë
585,Krieg::N,müharibə,luftë
586,Feind::N,düşmən,armik
587,Gewalt::N,cəbr,dhunë
588,Kampf::N,savaş,luftim
589,Bogen[Waffe]::N,yay,hark
590,Pfeil::N,ox,shigjetë
591,Gewehr::N,tüfəng,pushkë
592,Fehler::N,xəta,gafë
593,Fehler::N,xəta,gabim
594,Lüge::N,yalan,gënjeshtër
595,Schaden::N,ziyan,dëm
596,Schaden::N,ziyan,zarar
597,Unglück::N,bəla,fatkeqësi
598,Schuld::N,təqsir,faj
599,Alter::N,yaş,moshë
600,Schluss::N,son,fund
601,Zeit::N,vaxt,kohë
602,Zeit::N,zaman,kohë
603,Tag::N,gün,ditë
604,Morgen::N,sabah,mëngjes
605,Mittag::N,günorta,mesditë
606,Abend::N,axşam,mbrëmje
607,Nacht::N,gecə,natë
608,Woche::N,həftə,javë
609,Monat::N,ay,muaj
610,Jahr::N,il,vit
611,Frühling::N,yaz,pranverë
612,Frühling::N,bahar,pranverë
613,Sommer::N,yay,verë
614,Herbst::N,payız,vjeshtë
615,Winter::N,qış,dimër
616,Januar::N,Janvar,janar
617,Februar::N,Fevral,shkurt
618,März::N,Mart,mars
619,April::N,Aprel,prill
620,Mai::N,May,maj
621,Juni::N,İyun,qershor
622,Juli::N,İyul,korrik
623,August::N,Avqust,gusht
624,September::N,Sentyabr,shtator
625,Oktober::N,Oktyabr,tetor
626,November::N,Noyabr,nëntor
627,Dezember::N,Dekabr,dhjetor
628,Montag::N,bazar ertəsi,hënë
629,Dienstag::N,çərşənbə axşamı,martë
630,Mittwoch::N,çərşənbə,mërkurë
631,Donnerstag::N,cüme axşamı,enjte
632,Freitag::N,cüme,premte
633,Samstag::N,şənbə,shtunë
634,Sonntag::N,bazar,diel
635,groß::A,böyük,madh
636,klein::A,kiçik,vogël
637,lang::A,uzun,gjatë
638,kurz::A,qısa,shkurtër
639,breit::A,enli,gjerë
640,breit::A,geniş,gjerë
641,schmal::A,dar,ngushtë
642,dicht::A,sıx,dendur
643,dick[Gegenstand]::A,qalın,trashë
644,dünn::A,nazik,hollë
645,fein::A,incə,imët
646,fest::A,bərk,fortë
647,fest::A,möhkəm,fortë
648,flach::A,düz,sheshtë
649,glatt::A,hamar,rrafshët
650,hart::A,sərt,fortë
651,weich::A,yumşaq,butë
652,rund::A,yuvarlaq,rrumbullakët
653,spitz::A,uclu,majëmprehtë
654,spitz::A,sivri,majëmprehtë
655,scharf::A,kəskin,mprehtë
656,stumpf::A,küt,topitur
657,schwer::A,ağır,rëndë
658,schön::A,gözəl,bukur
659,schön::A,gəşəng,bukur
660,heiß::A,isti,nxehtë
661,warm::A,ilıq,ngrohtë
662,kalt::A,soyuq,ftohtë
663,kühl::A,sərin,freskët
664,frisch::A,təzə,pastër
665,feucht::A,nəm,lagësht
666,nass::A,yaş,lagur
667,trocken::A,quru,thatë
668,voll::A,dolu,plotë
669,leer::A,boş,bosh
670,leer::A,boş,zbrazët
671,offen::A,açıq,hapur
672,geschlossen::A,qapalı,mbyllur
673,sauber::A,təmiz,dëlirë
674,schmutzig::A,kirli,ndyrë
675,roh::A,çiy,gjallë
676,reif::A,yetişmiş,arrirë
677,lecker::A,dadlı,shijshëm
678,lecker::A,ləzzətli,shijshëm
679,süß::A,şirin,ëmbël
680,bitter::A,acı,hidhur
681,sauer::A,turş,thartë
682,hell::A,aydın,me dritë
683,dunkel::A,qaranlıq,errët
684,schwarz::A,qara,i zi
685,weiß::A,ağ,bardhë
686,rot::A,qırmızı,kuq
687,gelb::A,sarı,verdhë
688,blau::A,göy,blu
689,blau::A,göy,kaltër
690,blau::A,mavi,blu
691,blau::A,mavi,kaltër
692,grün::A,yaşıl,blertë
693,grün::A,yaşıl,gjelbër
694,grau::A,boz,hirtë
695,grau::A,boz,bojë hiri
696,bunt::A,əlvan,shumëngjyrëshëm
697,bunt::A,rəngli,shumëngjyrëshëm
698,billig::A,ucuz,lirë
699,teuer::A,bahalı,shtrenjtë
700,wertvoll::A,qiymətli,çmuar
701,wertvoll::A,qiymətli,vlershëm
702,blind::A,kor,qorr
703,blind::A,kor,verbër
704,taub::A,kar,shurdhër
705,kräftig::A,güclü,fuqishëm
706,stark::A,qüvvətli,fortë
707,schwach::A,zəif,dobët
708,schwach::A,gücsüz,dobët
709,fett::A,şişman,dhjamur
710,schlank::A,zərif,hollë
711,hübsch::A,göyçək,bukur
712,hübsch::A,göyçək,hijshëm
713,böse::A,fəna,keq
714,dumm::A,axmaq,teveqel
715,faul::A,tənbəl,dembel
716,fleißig::A,çalışqan,zellshëm
717,geizig::A,xəsis,kurnac
718,geizig::A,xəsis,dorështrënguar
719,klug::A,ağıllı,mençur
720,geschickt::A,bacarıqlı,aftë
721,lieb::A,əziz,dashur
722,lieb::A,sevimli,dashur
723,lustig::A,məzəli,gëzuar
724,lustig::A,gülməli,gëzuar
725,sanft::A,mülayim,butë
726,hungrig::A,ac,uritur
727,krank::A,xəstə,sëmurë
728,nackt::A,çılpaq,lakuriq
729,nackt::A,çılpaq,zhveshur
730,traurig::A,qəmgin,trishtuar
731,traurig::A,kədərli,trishtuar
732,lebendig::A,canlı,gjallë
733,gut::A,yaxşı,mirë
734,schlecht::A,pis,keq
735,richtig::A,doğru,drejtë
736,schlimm::A,fəna,keq
737,wahr::A,gərçək,vërtetë
738,alt::A,əski,vjetër
739,alt::A,köhnə,vjetër
740,neu::A,yeni,i ri
741,ehemalig::A,əvvəlki,dikurshëm
742,alt[Lebewesen]::A,qoca,plak
743,jung::A,gənc,i ri
744,arm::A,kasıb,varfër
745,arm::A,kasıb,vobektë
746,arm::A,yoxsul,varfër
747,arm::A,yoxsul,vobektë
748,reich::A,zəngin,pasur
749,bekannt::A,tanış,njohur
750,berühmt::A,məşhur,famshëm
751,fremd::A,yad,huaj
752,verschieden::A,dürlü,ndryshëm
753,nah::A,yaxın,afërt
754,fern::A,uzaq,largët
755,linker::A,sol,majtë
756,rechter::A,sağ,djathtë
757,anderer::A,başqa,tjetër
758,erster::A,birinci,parë
759,zweiter::A,ikinci,dytë
760,dritter::A,üçüncü,i tretë
761,letzter::A,sonuncu,fundit
762,letzter::A,axırıncı,fundit
763,allein::ADV,tək,vetëm
764,allein::ADV,yalqız,vetëm
765,auf einmal::ADV,birdən,njëkohësisht
766,zusammen::ADV,birlikdə,bashkë
767,zusammen::ADV,birlikdə,së bashku
768,lange::ADV,uzun,për një kohë të gjatë
769,plötzlich::ADV,qəfildən,befas
770,sofort::ADV,həmən,menjëherë
771,sofort::ADV,həmən,aty për aty
772,sofort::ADV,dərhal,menjëherë
773,sofort::ADV,dərhal,aty për aty
774,später::ADV,sonra,më vonë
775,jetzt::ADV,indi,tash
776,heute::ADV,bugün,sot
777,morgen::ADV,sabah,nesër
778,bald::ADV,yaxında,shpejt
779,bald::ADV,yaxında,së shpejti
780,bald::ADV,tezliklə,shpejt
781,bald::ADV,tezliklə,së shpejti
782,dann::ADV,onda,pastaj
783,gestern::ADV,dünən,dje
784,einst::ADV,əvvəllər,dikur
785,damals::ADV,o vaxt,atëherë
786,danach::ADV,sonra,mandej
787,vorher::ADV,qabaqcadan,më parë
788,zuerst::ADV,əvvəl,së pari
789,einmal::ADV,bir dəfə,njëherë
790,manchmal::ADV,hərdənbir,nganjëherë
791,oft::ADV,tez-tez,shpesh
792,oft::ADV,çox vaxt,shpesh
793,immer::ADV,daimi,përherë
