,Concept_ID,xal,mhr
51,Knochen::N,ясн,лу
52,Gehirn::N,экн,вем
53,Gehirn::N,экн,вуйве́м
54,Herz::N,зүркн,шӱм
55,Magen::N,гесн,пага́р
56,Leber::N,элкн,мокш
57,Atem::N,әмсхл,шӱ́лыш
58,Hunger::N,харһнлһн,шужыма́ш
59,Träne::N,нульмсн,шинчавӱ́д
60,Geschmack::N,амтн,там
61,Geruch::N,үнр,пуш
62,Schlaf::N,нөр,о́мо
63,Traum::N,зүүдн,йӱдо́мо
64,Himmel::N,теңгр,кава́
65,Sonne::N,нарн,ке́че
66,Mond::N,сар,ты́лзе
67,Stern::N,одн,шӱ́дыр
68,Luft::N,аһар,юж
69,Wind::N,салькн,марде́ж
70,Welle::N,дольган,то́лкын
71,Wasser::N,усн,вӱд
72,Stein::N,чолун,кӱ
73,Boden::N,Һазр,рок
74,Erde::N,Һазр,мла́нде
75,Staub::N,тоосн,пура́к
76,Rauch::N,утан,шикш
77,Funke::N,очн,сеске́м
78,Funke::N,очн,тулйы́п
79,Feuer::N,һал,тул
80,Licht::N,герл,со́то
81,Schatten::N,сүүдр,ӱ́мыл
82,Wetter::N,теңгр,иге́че
83,Nebel::N,будн,тӱтыра́
84,Wolke::N,үүлн,пыл
85,Regen::N,хур,йӱр
86,Schnee::N,цасн,лум
87,Eis::N,мөсн,ий
88,Frost::N,киитн,чатлама́
89,Kälte::N,киитн,йӱ́штӧ
90,Hitze::N,халун,шо́кшо
91,Raureif::N,цаң,пӧрш
92,Raureif::N,цаң,по́кшым
93,Raureif::N,кирү,пӧрш
94,Raureif::N,кирү,по́кшым
95,Regenbogen::N,солңһ,шонанпы́л
96,Donner::N,оһтрһун дун,кӱ́дырчӧ
97,Strömung::N,урсхл,йо́гын
98,Tropfen::N,дусал,чӱча́лтыш
99,Schaum::N,көөсн,шоҥ
100,Schmutz::N,кир,лавыра́
101,See::N,нур,ер
102,Sumpf::N,унул,лӱ́кӧ
103,Moor::N,улм,куп
104,Wiese::N,хадлһн,о́лык
105,Wald::N,ө-модн,чодыра́
106,Hügel::N,толһа,арка́
107,Anhöhe::N,хамр,тӧва́
108,Anhöhe::N,хамр,кӱкшака́
109,Berg::N,уул,ку́рык
110,Gipfel::N,ора,чаҥга́
111,Gipfel::N,ора,курыкву́й
112,Höhle::N,хадин көндә,пеще́р
113,Höhle::N,хадин көндә,курыкпо́мыш
114,Abhang::N,ташу,та́йыл
115,Quelle::N,булг,важ
116,Quelle::N,булг,вӱдшинча́
117,Bach::N,һооҗур,изэҥе́р
118,Fluss::N,һол,эҥе́р
119,Ufer::N,көвә,сер
120,Küste::N,көвә,вӱдтӱ́р
121,Küste::N,теңгсин көвә,вӱдтӱ́р
122,Festland::N,хүүрә һазр,мла́нде
123,Meer::N,теңгс,те́ҥыз
124,Bucht::N,цекә,икса́
125,Bucht::N,теңгсин цекә,икса́
126,Insel::N,арл,отро́
127,Blume::N,цецг,пеле́дыш
128,Gras::N,ноһан,шу́до
129,Wurzel::N,уңг,вож
130,Baum::N,модн,пуше́ҥге
131,Stamm::N,шилв,йы́тыр
132,Stamm::N,һол модн,йы́тыр
133,Rinde::N,көрсн,шӱм
134,Ast::N,ац,укш
135,Zweig::N,ац,торма́к
136,Blatt::N,хамтхасн,лышта́ш
137,Birke::N,хусм модн,куэ́
138,Kiefer[Baum]::N,шар харһа,пӱ́нчӧ
139,Weide[Baum]::N,удн,уа́
140,Tanne::N,җөөлн цаһан модн,кож
141,Horn::N,өвр,шур
142,Feder::N,өрвлг,пы́стыл
143,Fell::N,арсн,кова́ште
144,Flügel::N,җивр,шу́лдыр
145,Klaue::N,хумсн,кӱч
146,Kralle::N,тавг,ла́па
147,Kralle::N,тавг,копа́
148,Schwanz::N,сүл,поч
149,Ei::N,өндгн,му́но
150,Nest::N,үр,пыжа́ш
151,Bau::N,нүкн,пыжа́ш
152,Tier::N,мал,я́нлык
153,Tier::N,мал,живо́тный
154,Herde::N,сүрг мал,кӱ́тӱ
155,Herde::N,сүрг мал,тӱшка́
156,Kuh::N,үкр,ушка́л
157,Bulle::N,бух,ӱ́шкыж
158,Pferd::N,мөрн,и́мне
159,Schaf::N,хөн,шо́рык
160,Schwein::N,һаха,сӧсна́
161,Hund::N,ноха,пий
162,Katze::N,мис,пы́рыс
163,Bär::N,аю,маска́
164,Eichhörnchen::N,кермн,ур
165,Elch::N,хандһа,шо́рдо
166,Fuchs::N,арат,ры́выж
167,Hase::N,туула,мера́ҥ
168,Maus::N,хулһн,коля́
169,Wolf::N,чон,пи́ре
170,Vogel::N,шовун,ка́йык
171,Schwarm::N,зел,каша́к
172,Huhn::N,така,чы́ве
173,Hahn::N,эр така,агыта́н
174,Gans::N,һалун,ко́мбо
175,Adler::N,һәрд,карагу́ш
176,Ente::N,нуһсн,лу́до
177,Eule::N,һурвлһ,тумна́
178,Kranich::N,тоһрун,турня́
179,Krähe::N,шаазһа,кора́к
180,Kuckuck::N,эргин хуцдг,куку́
181,Schwan::N,хун,йӱ́ксӧ
182,Fisch::N,заһсн,кол
183,Barsch::N,шүрг,ола́ҥге
184,Hecht::N,цурх,нуж
185,Hecht::N,цурх,чорта́н
186,Schlange[Tier]::N,моһа,ки́шке
187,Wurm::N,өтн,шукш
188,Spinne::N,аралҗн,эҥыре́мыш
189,Ameise::N,шорһлҗн,ку́тко
190,Laus::N,бөөсн,тий
191,Mücke::N,бөкүн,шыҥа́
192,Fliege::N,батхн,ка́рме
193,Schmetterling::N,эрвәкә,лы́ве
194,Beere::N,бөөлҗрһн,мӧр
195,Apfel::N,альмн,олма́
196,Pilz::N,теңгрин ки,по́ҥго
197,Zwiebel::N,мәңгрснә толһа,шога́н
198,Saat::N,буудян экн,нӧ́шмӧ
199,Saat::N,буудян экн,туш
200,Korn::N,экн,шу́рно
201,Heu::N,өвсн,шу́до
202,Schale::N,хальсн,шӱм
203,Grube::N,нүкн,выне́м
204,Falle::N,урх,лӧ́дӧ
205,Falle::N,хавх,лӧ́дӧ
206,Schlinge::N,бүтү,о́птыш
207,Schlinge::N,бүтү,шӧрга́лтыш
208,Spur::N,мөр,кыша́
209,Asche::N,үмсн,ло́мыж
210,Dreck::N,бальчг,лавыра́
211,Eisen::N,төмр,кӱ́ртньӧ
212,Gold::N,алтн,шӧ́ртньӧ
213,Silber::N,мөңгн,ший
214,Silber::N,цаһан мөңгн,ший
215,Kohle::N,нүүрсн,мландышӱ́й
216,Glas::N,шил,янда́
217,Lehm::N,шавр,шун
218,Sand::N,элсн,ошма́
219,Mensch::N,күн,еҥ
220,Mensch::N,күн,айде́ме
221,Mensch::N,күмн,еҥ
222,Mensch::N,күмн,айде́ме
223,Mann::N,эр,пӧръе́ҥ
224,Frau::N,күүкд күн,ӱдырама́ш
225,Kind::N,үрн,аза́
226,Junge::N,көвүн,рве́зе
227,Mädchen::N,бичкн күүкн,ӱдыра́ш
228,Familie::N,бүл,еш
229,Großvater::N,өвк эцк,коча́
230,Großvater::N,наһц эцк,коча́
231,Großmutter::N,эмг эк,кова́
232,Großmutter::N,наһц эк,кова́
233,Eltern::N,эк эцк хойр,ача́-ава́
234,Vater::N,эцк,ача́
235,Mutter::N,эк,ава́
236,Sohn::N,көвүн,э́рге
237,Tochter::N,күүкн,ӱ́дыр
238,Bruder::N,дү көвүн,иза́
239,Bruder::N,дү көвүн,шо́льо
240,Schwester::N,эгч,ака́
241,Schwester::N,дү күүкн,ака́
242,Onkel::N,авһ,иза́
243,Onkel::N,наһцх,иза́
244,Tante::N,наһц эгч,кока́
245,Ehemann::N,залу,мари́й
246,Ehefrau::N,гергн,ва́те
247,Freude::N,байр,куа́н
248,Freude::N,байр,куаныма́ш
249,Gelächter::N,инәдн,во́штылтыш
250,Glück::N,җирһл,пиа́л
251,Glück::N,сәәхн җирһл,пиа́л
252,Kummer::N,зовлң,о́йго
253,Wunsch::N,дурн,ку́мыл
254,Lust::N,җилвтлһн,ку́мыл
255,Geist::N,зөрг,ӧрт
256,Geist::N,зөрг,чон
257,Gedanke::N,ухан,ой
258,Gedanke::N,ухан,шоныма́ш
259,Gedächtnis::N,чееҗин тодлвр,шарныма́ш
260,Verstand::N,ухан,уш
261,Sinn::N,учр-утх,смысл
262,Grund::N,учр,ама́л
263,Grund::N,шалтан,ама́л
264,Wahrheit::N,үнн,чын
265,Gespräch::N,күүндвүр,мутланыма́ш
266,Märchen::N,тууль,йома́к
267,Erzählung::N,келвр,ойлыма́ш
268,Nachricht::N,медүллһн,увертарыма́ш
269,Neuigkeit::N,зәңг,уве́р
270,Name::N,нерн,лӱм
271,Rätsel::N,тәәлвртә тууль,ту́што
272,Rede::N,келлһн,ойлыма́ш
273,Sprache::N,келн,йы́лме
274,Stimme::N,дун,йӱк
275,Wort::N,үг,ой
276,Wort::N,үг,мут
277,Zeichen::N,темдг,ти́ште
278,Zeichen::N,темдг,знак
279,Ruf::N,дуудлһн,ӱжма́ш
280,Lärm::N,шууган,лӱшкыма́ш
281,Lärm::N,шууган,йӱк-йӱа́н
282,Laut::N,ә,йӱк
283,Ton::N,дун,йӱксе́м
284,Lied::N,дун,му́ро
285,Ruhe::N,амулң,ты́мык
286,Leute::N,әмтн,еҥ-влак
287,Volk::N,улс,ка́лык
288,Arbeit::N,көдлмш,паша́
289,Gast::N,гиич,уна́
290,Geschenk::N,белг,пӧле́к
291,Spiel::N,наадн,мо́дыш
292,Spiel::N,наадн,модма́ш
293,Gesellschaft::N,олн,тӱшка́
294,Hilfe::N,нөкд,по́лыш
295,Freund::N,иньг,таҥ
296,Freund::N,иньг,йолта́ш
297,Kamerad::N,үр,таҥ
298,Angelegenheit::N,керг,паша́
299,Anzahl::N,то,чот
300,Art::N,зүүл,вид
301,Stück::N,хусг,ка́тыш
302,Stück::N,хусг,ла́стык
303,Teil::N,хүв,ужа́ш
304,Hälfte::N,өрәл,пел
305,Hälfte::N,өрәл,пе́ле
306,Kreis::N,төгрг,ты́ртыш
307,Kreuz::N,кирс,ыре́с
308,Linie::N,зурасн,ли́ний
309,Strich::N,татасн,коре́ш
310,Abstand::N,зә,кокла́
311,Entfernung::N,һазр,тора́
312,Entfernung::N,һазр,ку́жыт
313,Gegend::N,һазр,кунде́м
314,Platz::N,зә,ку́мдык
315,Ort::N,бәәрн,вер
316,Ort::N,бәәрн,о́лмо
317,Seite::N,тал,ӧ́рдыж
318,Seite::N,хаҗу,ӧ́рдыж
319,Seite::N,хәврһ,ӧ́рдыж
320,Mitte::N,дунд,покше́л
321,Gegenstand::N,юмн,наста́
322,Sache::N,юмн,наста́
323,Rand::N,зах,тӱр
324,Kante::N,ирмәг,тӱр
325,Ecke::N,өнцг,лук
326,Spitze::N,үзүр,вуй
327,Ende::N,үзүр,муча́ш
328,Loch::N,хаһрха,рож
329,Winkel::N,булң,лук
330,Muster::N,намч,пеза́к
331,Muster::N,намч,узо́р
332,Muster::N,намч,ӱ́лгӧ
333,Größe::N,кемҗән,кӱ́кшыт
334,Länge::N,ут,ку́тыш
335,Höhe::N,өндр,кӱ́кшыт
336,Gewicht::N,күнд,не́лыт
337,Gewicht::N,чиңнүр,не́лыт
338,Menge::N,ик,чот
339,Haufen::N,ова,кы́шыл
340,Reihe::N,зерг,рада́м
341,Reihe::N,зерглән,рада́м
342,Boot::N,оңһц,пуш
343,Ruder::N,хәәв,эшка́к
344,Schlitten::N,цан,тер
345,Schlitten::N,цан,изде́р
346,Ski::N,лыҗ,е́че
347,Lagerfeuer::N,костёр,туло́то
348,Last::N,күнд,нӧ́лтыш
349,Gang::N,йовлһн,ошкылма́ш
350,Schritt::N,ишкм,о́шкыл
351,Norden::N,ар үзг,йӱдйыма́л
352,Süden::N,өмн,кечывалве́л
353,Süden::N,өмн үзг,кечывалве́л
354,Westen::N,барун,касве́л
355,Westen::N,барун үзг,касве́л
356,Osten::N,зүн,эрве́л
357,Osten::N,зүн үзг,эрве́л
358,Holz::N,модн,пу
359,Brett::N,харһа,оҥа́
360,Platte::N,хавтха чолун,аста́р
361,Stütze::N,тулг,чара́к
362,Stange::N,уньн,лома́ш
363,Stock::N,модн,тоя́
364,Stab::N,шуург,вара́
365,Stab::N,шуург,кашта́
366,Rohr::N,турва,пуч
367,Haus::N,гер,пӧрт
368,Heim::N,гер-бул,мӧ́ҥгӧ
369,Ofen::N,беш,комака́
370,Fußboden::N,девскр,кӱва́р
371,Tisch::N,ширә,ӱсте́л
372,Stuhl::N,стул,пӱке́н
373,Wiege::N,өлгә,шепка́
374,Wiege::N,дүүҗң,шепка́
375,Bett::N,орн,ва́кшыш
376,Bett::N,орндг,ва́кшыш
377,Regal::N,таг,шӧ́рлык
378,Regal::N,тәвц,шӧ́рлык
379,Kiste::N,яршг,шо́ндык
380,Kiste::N,яршг,я́шлык
381,Fenster::N,терз,окна́
382,Tür::N,үүдн,омса́
383,Tor::N,үүдн,капка́
384,Tor::N,өргн үүдн,капка́
385,Tor::N,хашан үүдн,капка́
386,Zaun::N,хаша,сава́р
387,Dach::N,деевр,леве́дыш
388,Leiter::N,шат,тошка́лтыш
389,Leiter::N,давшур,тошка́лтыш
390,Besen::N,сәвүр,ӱштерво́штыр
391,Spaten::N,күрз,ко́льмо
392,Schaufel::N,совг,сово́к
393,Schaufel::N,совг,су́ско
394,Gabel::N,серә,ви́лке
395,Löffel::N,ухр,па́не
396,Löffel::N,ухр,совла́
397,Messer::N,утх,кӱ́зӧ
398,Nagel::N,хадасн,пуда́
399,Netz::N,гөлм,вапш
400,Haken::N,дегә,са́гыле
401,Griff::N,иш,кыл
402,Griff::N,бәрүл,кыл
403,Schloss::N,оньс,кӧгӧ́н
404,Bild::N,зург,сӱре́т
405,Figur::N,фигур,фигу́р
406,Puppe::N,наадһа,курча́к
407,Beutel::N,мишг,меша́к
408,Bündel::N,багла,арша́ш
409,Bündel::N,боодһа,арша́ш
410,Tasche::N,сумк,сумка́
411,Eimer::N,суулһ,ведра́
412,Deckel::N,бүркәсн,ко́мдыш
413,Geschirr::N,сав,а́те
414,Geschirr::N,сав-сарх,а́те
415,Sack::N,мишг,куль
416,Sack::N,мишг,меша́к
417,Tasse::N,ааһ,чу́кыр
418,Tasse::N,ааһ,чашка́
419,Topf::N,кастрюль,ми́ске
420,Kessel::N,хәәсн,под
421,Essen::N,зоогллһн,ко́чкыш
422,Nahrung::N,теҗәл,ку́рго
423,Speise::N,хот,ко́чкыш
424,Fleisch::N,махн,шыл
425,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,шу́рно
426,Brei::N,хаш,пу́чымыш
427,Brot::N,өдмг,ки́нде
428,Scheibe::N,зүсм,ка́тыш
429,Fett::N,өөкн,коя́
430,Butter::N,тосн,ӱй
431,Öl::N,тосн,ӱй
432,Salz::N,давсн,шинча́л
433,Suppe::N,шөлн,шӱр
434,Honig::N,бал,мӱй
435,Milch::N,үсн,шӧр
436,Tee::N,цә,чай
437,Leder::N,арсн,сура́н
438,Leder::N,арсн,шӱ́штӧ
439,Wolle::N,утцн,пун
440,Wolle::N,эд,пун
441,Stoff::N,эд,куэ́м
442,Stoff::N,эд,посто́
443,Nadel::N,зүн,и́ме
444,Faden::N,утцн,шӱ́ртӧ
445,Knopf::N,товч,по́лдыш
446,Knoten::N,зәңгдә,пышке́м
447,Farbe::N,будг,чия́
448,Kleidung::N,хувцн,чие́м
449,Kleidung::N,хувцн,вурге́м
450,Kleidung::N,хувц-хунр,чие́м
451,Kleidung::N,хувц-хунр,вурге́м
452,Hemd::N,киилг,ту́выр
453,Kragen::N,зах,сога́
454,Ärmel::N,ханцн,шокш
455,Hose::N,шалвур,йола́ш
456,Gürtel::N,бүс,ӱ́штӧ
457,Mütze::N,махла,упш
458,Schuh::N,башмгуд,боти́нке
459,Stiefel::N,һосн,кем
460,Ring::N,билцг,шерга́ш
461,Band::N,лент,тасма́
462,Band::N,лент,ле́нте
463,Kamm::N,сам,шерге́
464,Spiegel::N,толь,вошто́нчыш
465,Riemen::N,бүс,кӱзанӱ́штӧ
466,Schnur::N,деесн,кере́м
467,Schnur::N,деесн,кандыра́
468,Leine::N,бурнтг,вӱра́ҥ
469,Leine::N,нохан көтлвр,вӱра́ҥ
470,Decke::N,көнҗл,леве́дыш
471,Decke::N,көнҗл,одея́л
472,Kissen::N,дер,кӱ́пчык
473,Tuch::N,альчур,шо́выч
474,Handtuch::N,полотенц,со́лык
475,Handtuch::N,һар-нүүрин альчур,со́лык
476,Kraft::N,күчн,вий
477,Kraft::N,күчн,куа́т
478,Stärke::N,чидл,куа́т
479,Stärke::N,чидл,карма́н
480,Gesundheit::N,эрүл-менд,таза́лык
481,Krankheit::N,өвчн,чер
482,Schmerz::N,өвдлһн,ко́рштыш
483,Wunde::N,шав,су́сыр
484,Fieber::N,безг,йӱштыму́ж
485,Fieber::N,безг,лихора́дке
486,Arznei::N,эм,эм
487,Brücke::N,тагт,кӱва́р
488,Brunnen::N,худг,вӱдвыне́м
489,Weide::N,малын идг,нурше́р
490,Pfad::N,цувг,йолго́рно
491,Pfad::N,цувг,сокма́к
492,Weg::N,хаалһ,ко́рно
493,Straße::N,зам,ко́рно
494,Dorf::N,хотн,ял
495,Stadt::N,балһсн,ола́
496,Brief::N,бичг,се́рыш
497,Buch::N,дегтр,книга́
498,Buchstabe::N,үзг,буква́
499,Zeitung::N,газет,газе́т
500,Leben::N,җирһл,и́лыш
501,Tod::N,үкл,колыма́ш
502,Tod::N,өңгрлһн,колыма́ш
503,Grab::N,оршалһна нүкн,шӱга́р
504,Kirche::N,чонҗ,че́рке
505,Sünde::N,нүл,су́лык
506,Sünde::N,килнц,су́лык
507,Gott::N,бурхн,ю́мо
508,Arbeiter::N,көдлмшч,паша́зе
509,Chef::N,толһач,тӧра́
510,Meister::N,урн,маста́р
511,Arzt::N,эмч,врач
512,Lehrer::N,багш,ту́ныктышо
513,Geld::N,мөңгн,окса́
514,Geschäft::N,көдлмш,сатулыма́ш
515,Laden::N,лавк,ке́выт
516,Preis::N,үн,ак
517,Ware::N,эд-тавр,сату́
518,Nutzen::N,олз,пайда́
519,Reichtum::N,зөөр,поя́нлык
520,Welt::N,орчлң,тӱня́
521,Welt::N,делкә,тӱня́
522,Land::N,орн-нутг,эл
523,Staat::N,государств,кугыжа́ныш
524,König::N,хан,кугыжа́
525,Macht::N,йосн,власть
526,Grenze::N,меҗә,грани́ца
527,Krieg::N,дән,сар
528,Feind::N,дәәсн,тушма́н
529,Gewalt::N,күч һарһлһн,виешлыма́ш
530,Kampf::N,ноолдан,кредалма́ш
531,Kampf::N,бәрлдлһн,кредалма́ш
532,Bogen[Waffe]::N,саадг,юҥе́ж
533,Pfeil::N,сумн,пикш
534,Gewehr::N,бу,пыча́л
535,Fehler::N,алдг,йо́ҥылыш
536,Lüge::N,худл,шоя́к
537,Schaden::N,хорлт,зия́н
538,Unglück::N,гүрм,эҥге́к
539,Schuld::N,гем,тита́к
540,Schuld::N,гем,йола́
541,Schuld::N,буру,тита́к
542,Schuld::N,буру,йола́
543,Alter::N,насн,ийго́т
544,Schluss::N,чилгч,муча́ш
545,Zeit::N,цаг,жап
546,Zeit::N,цаг,па́гыт
547,Tag::N,өдр,ке́че
548,Morgen::N,өрүн,эр
549,Mittag::N,үд,кечыва́л
550,Abend::N,асхн,кас
551,Nacht::N,сө,йӱд
552,Woche::N,долан хонг,арня́
553,Monat::N,сар,ты́лзе
554,Jahr::N,җил,ий
555,Frühling::N,хавр,шо́шо
556,Sommer::N,зун,кеҥе́ж
557,Herbst::N,намр,шы́же
558,Winter::N,үвл,те́ле
559,Januar::N,январь,шоркыйол
560,Januar::N,январь,идалыкву́й
561,Januar::N,январь,янва́рь
562,Februar::N,февраль,пургыж
563,Februar::N,февраль,февра́ль
564,März::N,март,ӱярня
565,März::N,март,март
566,März::N,моһа сар,ӱярня
567,März::N,моһа сар,март
568,April::N,апрель,апре́ль
569,Mai::N,май,ага
570,Mai::N,май,май
571,Juni::N,июнь,пеледыш
572,Juni::N,июнь,ию́нь
573,Juni::N,мөчн сар,пеледыш
574,Juni::N,мөчн сар,ию́нь
575,Juli::N,июль,сӱрем
576,Juli::N,июль,ию́ль
577,August::N,август,сорла
578,August::N,август,агарма́н
579,August::N,август,а́вгуст
580,September::N,һаха сар,идым
581,September::N,һаха сар,сентя́брь
582,Oktober::N,октябрь,шыжа
583,Oktober::N,октябрь,октя́брь
584,November::N,ноябрь,кылме тылзе
585,November::N,ноябрь,ноя́брь
586,November::N,үкр сар,кылме тылзе
587,November::N,үкр сар,ноя́брь
588,Dezember::N,бар сар,дека́брь
589,Montag::N,понедельник,шо́чмо
590,Dienstag::N,вторник,ку́шкыжмо
591,Mittwoch::N,среда,вӱрге́че
592,Mittwoch::N,үлмҗ өдр,вӱрге́че
593,Donnerstag::N,четверг,изарня́
594,Donnerstag::N,пүрвә өдр,изарня́
595,Freitag::N,пятниц,кугарня́
596,Samstag::N,суббот,шуматке́че
597,Sonntag::N,нарн өдр,рушарня́
598,Sonntag::N,воскресень,рушарня́
599,groß::A,ик,кугу́
600,klein::A,бичкн,изи́
601,lang::A,ут,кужу́
602,kurz::A,оһтр,кӱ́чык
603,breit::A,өргн,кумда́
604,schmal::A,уутьхн,а́ҥысыр
605,dicht::A,нигт,ну́гыдо
606,dick[Gegenstand]::A,зузан,кӱ́жгӧ
607,dünn::A,нимгн,ви́чкыж
608,fein::A,нәрхн,ты́гыде
609,fest::A,бат,чо́ткыдо
610,flach::A,хавтха,лапка́
611,glatt::A,тегш,яклака́
612,glatt::A,тиньгр,яклака́
613,hart::A,хату,пе́ҥгыде
614,weich::A,җөөлн,пу́шкыдо
615,weich::A,җөөлкн,пу́шкыдо
616,rund::A,төгрг,йырге́шке
617,spitz::A,шовһр,коша́р
618,scharf::A,хурц,пӱ́сӧ
619,stumpf::A,мука,токма́к
620,schwer::A,күнд,не́ле
621,schön::A,сәәхн,сы́лне
622,heiß::A,халун,шо́кшо
623,warm::A,дулан,ле́ве
624,kalt::A,киитн,йӱ́штӧ
625,kühl::A,серүн,юа́лге
626,kühl::A,серүн,южгата́
627,frisch::A,серүн,свежа́
628,feucht::A,чиигтә,вӱ́дыжгӧ
629,nass::A,чиигтә,нӧ́рӧ
630,trocken::A,хагсу,ку́кшо
631,voll::A,дүүрң,тич
632,leer::A,сул,яра́
633,leer::A,хоосн,яра́
634,offen::A,секәтә,виш
635,geschlossen::A,хаалһата,пе́тырыме
636,geschlossen::A,хаалһата,тӱ́чмӧ
637,sauber::A,цевр,ару́
638,sauber::A,цевр,янда́р
639,schmutzig::A,киртә,лавыра́н
640,schmutzig::A,киртә,ла́выргыше
641,roh::A,түүкә,кӱ́чымӧ
642,reif::A,болсн,лӧза́
643,lecker::A,әмтәхн,ту́тло
644,süß::A,әмтәхн,ше́ре
645,bitter::A,һашун,ко́чо
646,bitter::A,һашута,ко́чо
647,sauer::A,ишклң,шо́по
648,hell::A,герлтә,во́лгыдо
649,dunkel::A,харңһу,пычке́мыш
650,schwarz::A,хар,шола́
651,weiß::A,цаһан,ош
652,rot::A,улан,йошка́р
653,gelb::A,шар,сар
654,blau::A,көк,ка́нде
655,grün::A,көк,ужа́р
656,grau::A,бор,сур
657,bunt::A,алг,олача́
658,bunt::A,эрәтә,олача́
659,billig::A,кимд,шу́лдо
660,teuer::A,үнтә,ше́рге
661,wertvoll::A,үнтә,шергака́н
662,wertvoll::A,эрднь,шергака́н
663,blind::A,сохр,со́кыр
664,taub::A,дүлә,соҥгыра́
665,kräftig::A,күчтә,куа́тле
666,stark::A,чаңһ,вия́н
667,schwach::A,күчн тату,а́лдыме
668,fett::A,тарһн,коя́
669,schlank::A,эццн,йоштката́
670,schlank::A,эццн,яжу́
671,hübsch::A,көркхн,чеве́р
672,böse::A,уурта,шы́де
673,dumm::A,тенг,аҥыра́
674,faul::A,залху,його
675,fleißig::A,кинән,ты́ршыше
676,fleißig::A,кинмһә,ты́ршыше
677,geizig::A,ховдг,чаҥга́
678,klug::A,ухата,уша́н
679,geschickt::A,чадмг,уста́
680,lieb::A,эңкр,ала́л
681,lustig::A,сергмҗтә,весела́
682,lustig::A,җирһлтә,весела́
683,sanft::A,номһн,ны́жылге
684,hungrig::A,өлн,шу́жышо
685,hungrig::A,харһнсн,шу́жышо
686,krank::A,өвчтә,че́рле
687,krank::A,шалтгта,че́рле
688,nackt::A,нүцкн,чарама́т
689,traurig::A,һундлта,ойга́н
690,lebendig::A,әмд,и́лыше
691,gut::A,сән,сай
692,schlecht::A,му,уда́
693,schlecht::A,му,шӱ́кшӧ
694,richtig::A,зөвтә,чы́нле
695,schlimm::A,җигшүртә,аля́к
696,schlimm::A,җигшүртә,тыра́н
697,wahr::A,үнн,чы́нле
698,wahr::A,үнн,настоя́щий
699,wahr::A,мөн,чы́нле
700,wahr::A,мөн,настоя́щий
701,alt::A,хуучн,то́што
702,neu::A,шин,у
703,ehemalig::A,хуучн,о́нчычсо
704,ehemalig::A,хуучн,онда́кысе
705,alt[Lebewesen]::A,көгшн,шо́нто
706,jung::A,баһ,са́мырык
707,arm::A,угатя,нужна́
708,reich::A,байн,поя́н
709,bekannt::A,таньл,па́лыме
710,bekannt::A,таньдг,па́лыме
711,berühmt::A,туурсн,лӱ́млӧ
712,fremd::A,күүнә,йот
713,verschieden::A,әдл биш,тӱ́рлӧ
714,verschieden::A,йилһәтә,тӱ́рлӧ
715,nah::A,өөрхн,ли́шыл
716,fern::A,хол,тора́
717,fern::A,хол,мӱ́ндыр
718,linker::A,зүн,шола́
719,rechter::A,барун,пурла́
720,anderer::A,талдан,вес
721,anderer::A,талдан,мо́ло
722,erster::A,негдгч,и́кымше
723,zweiter::A,хойрдгч,ко́кымшо
724,dritter::A,һурвдгч,ку́мшо
