,Concept_ID,fi,pl
810,oben::ADV,ylhäällä,na górze
811,hinauf::ADV,ylös,w górę
812,hinauf::ADV,ylös,na górę
813,überall::ADV,kaikkialla,wszędzie
814,nicht::ADV,ei,nie
815,ein wenig::ADV,vähän,trochę
816,kaum::ADV,tuskin,ledwie
817,kaum::ADV,tuskin,prawie nie
818,sehr::ADV,kovin,bardzo
819,sehr::ADV,oikein,bardzo
820,so::ADV,näin,tak
821,noch::ADV,vielä,jeszcze
822,nur::ADV,vain,tylko
823,nur::ADV,ainoastaan,tylko
824,schon::ADV,jo,już
825,wieder::ADV,taas,znów
826,wieder::ADV,taas,znowu
827,wieder::ADV,jälleen,znów
828,wieder::ADV,jälleen,znowu
829,vergebens::ADV,turhaan,na próżno
830,vor::PRP,edessä,przed
831,hinter::PRP,takana,za
832,unter::PRP,alla,pod
833,durch::PRP,läpi,przez
834,durch::PRP,kautta,przez
835,neben::PRP,vieressä,obok
836,zwischen::PRP,välillä,między
837,wegen::PRP,takia,z powodu
838,wegen::PRP,vuoksi,z powodu
839,dies::PRN,tämä,to
840,das::PRN,se,to
841,alles::PRN,kaikki,wszystko
842,ich::PRN,minä,ja
843,du::PRN,sinä,ty
844,er::PRN,hän,on
845,wir::PRN,me,my
846,ihr::PRN,te,wy
847,sie::PRN,he,oni
848,was::FPRN,mikä,co
849,wer::FPRN,ken,kto
850,wer::FPRN,kuka,kto
851,wo::FADV,missä,gdzie
852,wohin::FADV,mihin,dokąd
853,wie::FADV,miten,jak
854,wie::FADV,kuinka,jak
855,warum::FADV,miksi,dlaczego
856,wieviel::FNUM,paljonko,ile
857,wieviel::FNUM,kuinka paljon,ile
858,eins::NUM,yksi,jeden
859,zwei::NUM,kaksi,dwa
860,drei::NUM,kolme,trzy
861,vier::NUM,neljä,cztery
862,fünf::NUM,viisi,pięć
863,sechs::NUM,kuusi,sześć
864,sieben::NUM,seitsemän,siedem
865,acht::NUM,kahdeksan,osiem
866,neun::NUM,yhdeksän,dziewięć
867,zehn::NUM,kymmenen,dziesięć
868,elf::NUM,yksitoista,jedenaście
869,zwölf::NUM,kaksitoista,dwanaście
870,zwanzig::NUM,kaksikymmentä,dwadzieścia
871,dreißig::NUM,kolmekymmentä,trzydzieści
872,vierzig::NUM,neljäkymmentä,czterdzieści
873,fünfzig::NUM,viisikymmentä,pięćdziesiąt
874,sechzig::NUM,kuusikymmentä,sześćdziesiąt
875,siebzig::NUM,seitsemänkymmentä,siedemdziesiąt
876,achtzig::NUM,kahdeksankymmentä,osiemdziesiąt
877,neunzig::NUM,yhdeksänkymmentä,dziewięćdziesiąt
878,hundert::NUM,sata,sto
879,tausend::NUM,tuhat,tysiąc
880,und::CNJ,ja,i
881,oder::CNJ,tai,lub
882,oder::CNJ,tai,albo
883,stehen::V,seisoa,stać
884,sitzen::V,istua,siedzieć
885,liegen::V,maata,leżeć
886,hängen::V,riippua,wisieć
887,werden::V,tulla,zostać
888,werden::V,tulla,stać się
889,werden::V,joutua,zostać
890,werden::V,joutua,stać się
891,passieren::V,sattua,dziać się
892,passieren::V,sattua,zdarzyć się
893,passieren::V,tapahtua,dziać się
894,passieren::V,tapahtua,zdarzyć się
895,beginnen::V,alkaa,zacząć się
896,enden::V,loppua,kończyć się
897,enden::V,päättyä,kończyć się
898,wechseln::V,vaihtua,zmienić się
899,wechseln::V,vaihdella,zmienić się
900,aufgehen[Sonne]::V,nousta,wzejść
901,untergehen[Sonne]::V,laskea,zajść
902,scheinen[Sonne]::V,paistaa,świecić
903,donnern::V,jyristä,grzmieć
904,wehen::V,tuulla,wiać
905,wehen::V,puhaltaa,wiać
906,strömen::V,virrata,płynąć
907,strömen::V,virrata,lać się
908,fließen::V,valua,ciec
909,fließen::V,valua,płynąć
910,fließen::V,juosta,ciec
911,fließen::V,juosta,płynąć
912,sich drehen::V,pyöriä,obracać się
913,schwanken::V,horjua,chwiać się
914,schwingen::V,heilua,wahać się
915,schwingen::V,värähdellä,wahać się
916,fallen::V,pudota,padać
917,fallen::V,langeta,padać
918,brennen::V,palaa,palić się
919,rauchen::V,savuta,dymić
920,rauchen::V,savuta,dymić się
921,regnen::V,sataa,padać
922,gefrieren::V,jäätyä,zamarznąć
923,tauen::V,sulaa,tajać
924,schmelzen::V,sulaa,topnieć
925,trocknen::V,kuivua,schnąć
926,sieden::V,kiehua,wrzeć
927,sieden::V,kiehua,kipieć
928,faulen::V,mädätä,gnić
929,verfaulen::V,mädätä,zgnić
930,verfaulen::V,mädäntyä,zgnić
931,reißen::V,revetä,urywać się
932,versinken::V,upota,tonąć
933,versinken::V,vajota,tonąć
934,vergehen::V,kulua,przechodzić
935,erscheinen::V,ilmestyä,zjawiać się
936,verschwinden::V,kadota,zniknąć
937,sinken::V,vajota,spadać
938,abnehmen::V,vähetä,spadać
939,zunehmen::V,kasvaa,wzrosnąć
940,zunehmen::V,lisääntyä,wzrosnąć
941,steigen::V,nousta,wzrastać
942,wachsen::V,kasvaa,rosnąć
943,glänzen::V,kiiltää,błyszczeć
944,funkeln::V,kipinöidä,zabłyszczeć
945,lärmen::V,meluta,hałasować
946,läuten::V,soida,dzwonić
947,klingeln::V,soida,dzwonić
948,klirren::V,kalista,brzęczeć
949,brausen::V,kohista,huczeć
950,rauschen::V,kohista,szumieć
951,rauschen::V,kohista,szeleścić
952,klingen::V,soida,brzmieć
953,klingen::V,soida,dźwięczeć
954,bellen::V,haukkua,szczekać
955,heulen::V,ulvoa,wyć
956,blasen::V,puhaltaa,dmuchnąć
957,pfeifen::V,viheltää,gwizdać
958,schreien::V,kirkua,krzyczeć
959,stöhnen::V,voihkia,stękać
960,zittern::V,vapista,drżeć
961,leben::V,elää,żyć
962,geboren werden::V,syntyä,urodzić się
963,atmen::V,hengittää,oddychać
964,trinken::V,juoda,pić
965,essen::V,syödä,jeść
966,schlucken::V,niellä,połknąć
967,müde werden::V,uupua,zmęczyć się
968,einschlafen::V,uinahtaa,zasnąć
969,schlafen::V,maata,spać
970,schlafen::V,nukkua,spać
971,aufwachen::V,herätä,obudzić się
972,aufstehen::V,nousta,wstać
973,aufstehen::V,nousta ylös,wstać
974,sich erholen::V,levätä,wypoczywać
975,krank werden::V,sairastua,zachorować
976,krank sein::V,potea,chorować
977,krank sein::V,sairastaa,chorować
978,schmerzen::V,särkeä,boleć
979,schmerzen::V,kivistää,boleć
980,husten::V,yskiä,kaszlać
981,genesen::V,toipua,wyzdrowieć
982,sterben::V,kuolla,umrzeć
983,umkommen::V,saada surmansa,zginąć
984,umkommen::V,kuolla,zginąć
985,sich bewegen::V,liikkua,poruszać się
986,sich rühren::V,liikahtaa,ruszyć się
987,sich erheben::V,nousta,podnieść się
988,sich setzen::V,istuutua,usiąść
989,hinfallen::V,kaatua,upaść
990,laufen::V,kävellä,chodzić
991,schreiten::V,astua,kroczyć
992,schreiten::V,astella,kroczyć
993,spazierengehen::V,kävellä,iść na spacer
994,eilen::V,kiirehtiä,pospieszać
995,sich beeilen::V,kiirehtiä,pospieszyć się
996,sich beeilen::V,olla kiireissään,pospieszyć się
997,sausen::V,rynnätä,pędzić
998,sausen::V,viilettää,pędzić
999,rennen::V,juosta,biec
1000,rennen::V,juosta,biegać
1001,springen::V,hypätä,skakać
1002,klettern::V,kiivetä,wspinać się
1003,schaukeln::V,kiikkua,huśtać
1004,schaukeln::V,kiikkua,kołysać
1005,kriechen::V,ryömiä,pełzać
1006,kriechen::V,ryömiä,czołgać się
1007,schwimmen::V,uida,pływać
1008,tauchen::V,sukeltaa,zanurzać się
1009,rudern::V,soutaa,wiosłować
1010,fahren::V,ajaa,jechać
1011,fahren::V,kulkea,jechać
1012,fliegen::V,lentää,latać
1013,fliegen::V,lentää,lecieć
1014,gehen::V,käydä,iść
1015,weggehen::V,lähteä,odejść
1016,weggehen::V,poistua,odejść
1017,abfahren::V,lähteä,odjechać
1018,anhalten::V,pysähtyä,zatrzymać się
1019,anhalten::V,seisahtua,zatrzymać się
1020,hineingehen::V,mennä sisään,wchodzić
1021,eintreten::V,astua sisään,wejść
1022,eintreten::V,astua sisään,nastąpić
1023,kommen::V,tulla,przyjść
1024,ankommen::V,saapua,przybyć
1025,zurückkommen::V,palata,wrócić
1026,bleiben::V,jäädä,zostać
1027,bleiben::V,viipyä,zostać
1028,warten::V,odottaa,czekać
1029,erwarten::V,odottaa,oczekiwać
1030,suchen::V,etsiä,szukać
1031,finden::V,löytää,znaleźć
1032,versuchen::V,yrittää,próbować
1033,vorbereiten::V,valmistaa,przygotować
1034,lieben::V,pitää,kochać
1035,lieben::V,rakastaa,kochać
1036,mögen::V,pitää,lubić
1037,mögen::V,tykätä,lubić
1038,lachen::V,nauraa,śmiać się
1039,rühren::V,liikuttaa,wzruszyć
1040,weinen::V,itkeä,płakać
1041,schimpfen::V,haukkua,kląć
1042,sich ärgern::V,suuttua,gniewać się
1043,sich fürchten::V,pelätä,bać się
1044,fürchten::V,pelätä,bać się
1045,fliehen::V,paeta,uciekać
1046,flüchten::V,paeta,uciec
1047,sehen::V,nähdä,widzieć
1048,sehen::V,nähdä,zobaczyć
1049,anschauen::V,katsoa,oglądać
1050,ansehen::V,katsoa,popatrzeć na
1051,hören::V,kuulla,słyszeć
1052,zuhören::V,kuunnella,słuchać
1053,probieren::V,maistaa,kosztować
1054,riechen::V,haistaa,wąchać
1055,fühlen::V,tuntea,czuć
1056,fühlen::V,tuntea,odczuwać
1057,scheinen::V,tuntua,wydawać się
1058,zu sehen sein::V,näkyä,widnieć
1059,vernehmen::V,kuulla,usłyszeć
1060,frieren::V,palella,marznąć
1061,tun::V,tehdä,czynić
1062,können::V,osata,móc
1063,können::V,osata,umieć
1064,wollen::V,tahtoa,chcieć
1065,anfangen::V,ruveta,zacząć
1066,anfangen::V,aloittaa,zacząć
1067,beenden::V,lopettaa,zakończyć
1068,aufhören::V,loppua,przestać
1069,gelingen::V,onnistua,udać się
1070,geraten::V,sujua,udać się
1071,geraten::V,joutua,udać się
1072,öffnen::V,avata,otworzyć
1073,öffnen::V,aukaista,otworzyć
1074,schließen::V,sulkea,zamknąć
1075,stellen::V,panna,postawić
1076,stellen::V,asettaa,postawić
1077,setzen::V,panna,posadzić
1078,setzen::V,istuttaa,posadzić
1079,legen::V,panna,kłaść
1080,legen::V,asettaa,kłaść
1081,berühren::V,koskea,dotykać
1082,berühren::V,koskettaa,dotykać
1083,verbinden::V,liittää,łączyć
1084,verbinden::V,yhdistää,łączyć
1085,bedecken::V,kattaa,przykryć
1086,bedecken::V,peittää,przykryć
1087,aufhängen::V,ripustaa,powiesić
1088,anzünden::V,sytyttää,zapalić
1089,aufheben::V,ylös nostaa,podnieść
1090,aufheben::V,nostaa,podnieść
1091,zurücklassen::V,jättää,zostawić
1092,verlieren::V,kadottaa,zgubić
1093,fallen lassen::V,pudottaa,upuścić
1094,machen::V,tehdä,zrobić
1095,herstellen::V,tuottaa,wytworzyć
1096,herstellen::V,valmistaa,wytworzyć
1097,bauen::V,rakentaa,budować
1098,reparieren::V,korjata,naprawiać
1099,verbessern::V,parantaa,ulepszyć
1100,ändern::V,muuttaa,zmienić
1101,graben::V,kaivaa,kopać
1102,beugen::V,taivuttaa,zagiąć
1103,biegen::V,taivuttaa,zgiąć
1104,drehen::V,kääntää,obracać
1105,wenden::V,kääntää,obrocić
1106,umdrehen::V,kääntää,obrocić
1107,heben::V,nostaa,podnosić
1108,heben::V,kohottaa,podnosić
1109,hochheben::V,nostaa,podnieść
1110,ergreifen::V,tarttua,chwycić
1111,halten::V,pitää,trzymać
1112,drücken::V,painaa,naciskać
1113,drücken::V,puristaa,naciskać
1114,schieben::V,työntää,pchać
1115,schieben::V,työntää,posuwać
1116,kratzen::V,raapia,drapać
1117,lecken::V,nuolla,lizać
1118,beißen::V,purra,kąsać
1119,abreißen::V,repiä,oderwać
1120,abschneiden::V,leikata poikki,odciąć
1121,abschneiden::V,leikata,odciąć
1122,binden::V,sitoa,wiązać
1123,stecken::V,pistää,wetknąć
1124,brechen::V,murtaa,złamać
1125,klopfen::V,koputtaa,pukać
1126,klopfen::V,koputtaa,stukać
1127,klopfen::V,kolkuttaa,pukać
1128,klopfen::V,kolkuttaa,stukać
1129,hauen::V,lyödä,bić
1130,kleben::V,liimata,kleić
1131,reiben::V,hieroa,trzeć
1132,reiben::V,hangata,trzeć
1133,streichen::V,sivellä,smarować
1134,schleifen::V,hioa,ostrzyć
1135,schneiden::V,leikata,ciąć
1136,schneiden::V,leikata,krajać
1137,rütteln::V,ravistaa,trząść
1138,schütteln::V,pudistaa,trząść
1139,schwenken::V,heiluttaa,machać
1140,schütten::V,kaataa,nasypać
1141,füllen::V,täyttää,napełnić
1142,einwickeln::V,kääriä,zawinąć
1143,tragen::V,kantaa,nieść
1144,schleppen::V,raahata,wlec
1145,ziehen::V,vetää,ciągnąć
1146,aufbewahren::V,säilyttää,przechowywać
1147,werfen::V,viskata,rzucać
1148,fangen::V,napata,łowić
1149,fangen::V,ottaa kiinni,łowić
1150,packen::V,tarttua,chwycić
1151,verstecken::V,kätkeä,ukryć
1152,verstecken::V,kätkeä,schować
1153,verstecken::V,piilottaa,ukryć
1154,verstecken::V,piilottaa,schować
1155,teilen::V,jakaa,podzielić
1156,schicken::V,lähettää,posyłać
1157,bringen::V,viedä,przynieść
1158,hinzufügen::V,lisätä,dodać
1159,bekommen::V,saada,dostać
1160,erhalten::V,saada,otrzymać
1161,nehmen::V,ottaa,wziąć
1162,wählen::V,valita,wybrać
1163,auswählen::V,valikoida,wybrać
1164,bewahren::V,säilyttää,zachować
1165,behindern::V,estää,utrudnić
1166,behindern::V,estää,przeszkadzać
1167,verderben::V,pilata,zepsuć
1168,verderben::V,turmella,zepsuć
1169,beschädigen::V,vioittaa,uszkodzić
1170,beschädigen::V,vahingoittaa,uszkodzić
1171,zerbrechen::V,rikkoa,złamać
1172,zerreißen::V,repiä rikki,drzeć
1173,zerreißen::V,repiä rikki,rozdzierać
1174,zerreißen::V,repiä palasiksi,drzeć
1175,zerreißen::V,repiä palasiksi,rozdzierać
1176,zerstören::V,hävittää,zniszczyć
1177,verbrennen::V,polttaa,spalić
1178,geben::V,antaa,dać
1179,reichen::V,ojentaa,podać
1180,schenken::V,lahjoittaa,darować
1181,versprechen::V,luvata,obiecać
1182,wünschen::V,toivottaa,życzyć
1183,loben::V,ylistää,chwalić
1184,küssen::V,suudella,całować
1185,wiegen::V,tuudittaa,kołysać
1186,wiegen::V,keinuttaa,kołysać
1187,zudecken::V,peittää,przykryć
1188,wecken::V,herättää,zbudzić
1189,zeigen::V,näyttää,pokazać
1190,zeigen::V,osoittaa,pokazać
1191,führen::V,johdattaa,wieść
1192,führen::V,johdattaa,prowadzić
1193,lehren::V,opettaa,uczyć
1194,unterrichten::V,opettaa,nauczać
1195,aufziehen::V,kasvattaa,wychować
1196,leiten::V,johtaa,kierować
1197,antreiben::V,hoputtaa,popędzić
1198,lassen::V,antaa,zostawić
1199,einladen::V,kutsua,zaprosić
1200,vereinigen::V,yhdistää,zjednoczyć
1201,besuchen::V,vierailla,odwiedzić
1202,treffen::V,tavata,trafić
1203,treffen::V,tavata,spotkać
1204,sich versammeln::V,kokoontua,zebrać się
1205,sich versammeln::V,kokoontua,zgromadzić się
1206,spielen::V,pelata,grać
1207,spielen::V,pelata,bawić się
1208,spielen::V,leikkiä,grać
1209,spielen::V,leikkiä,bawić się
1210,singen::V,laulaa,śpiewać
1211,tanzen::V,tanssia,pląsać
1212,tanzen::V,tanssia,tańczyć
1213,sich trennen::V,erota,rozstać się
1214,verlassen::V,jättää,opuścić
1215,retten::V,pelastaa,ocalić
1216,retten::V,pelastaa,uratować
1217,bewachen::V,vartioida,pilnować
1218,schützen::V,suojella,ochronić
1219,verteidigen::V,puolustaa,bronić
1220,sich schlagen::V,tapella,pobić się
1221,schießen::V,ampua,strzelać
1222,siegen::V,voittaa,zwycziężyć
1223,ärgern::V,ärsyttää,gniewać
1224,schlagen::V,lyödä,bić
1225,schlagen::V,lyödä,uderzyć
1226,treten::V,potkaista,kopnąć
1227,stechen::V,pistää,ukłuć
1228,stoßen::V,sysätä,popchnąć
1229,stoßen::V,työntää,popchnąć
1230,stehlen::V,varastaa,ukraść
1231,stören::V,häiritä,zakłócić
1232,stören::V,häiritä,przeszkodzić
1233,belästigen::V,häiritä,dokuczać
1234,verbergen::V,kätkeä,ukryć
1235,täuschen::V,harhauttaa,łudzić
1236,betrügen::V,pettää,oszukać
1237,betrügen::V,petkuttaa,oszukać
1238,töten::V,tappaa,zabić
1239,wohnen::V,asua,mieszkać
1240,arbeiten::V,tehdä työtä,pracować
1241,arbeiten::V,työskennellä,pracować
1242,sammeln::V,koota,zebrać
1243,sammeln::V,kerätä,zebrać
1244,pflücken::V,poimia,zerwać
1245,jagen::V,metsästää,polować
1246,fischen::V,kalastaa,łowić ryby
1247,fassen::V,pyydystää,złapać
1248,fassen::V,saalistaa,złapać
1249,hüten::V,paimentaa,paść
1250,treiben::V,ajaa,pędzić
1251,anbinden::V,kytkeä,przywiązać
1252,füttern::V,ruokkia,karmić
1253,melken::V,lypsää,doić
1254,hacken::V,hakata,rąbać
1255,gießen::V,kastella,lać
1256,gießen::V,kastella,podlać
1257,reifen::V,kypsyä,dojrzeć
1258,zubereiten::V,valmistaa,przyrządzić
1259,kochen::V,keittää,gotować
1260,backen::V,leipoa,piec
1261,braten::V,paistaa,piec
1262,braten::V,paistaa,smażyć
1263,umrühren::V,hämmentää,przemieszać
1264,stricken::V,kutoa,dziać
1265,stricken::V,neuloa,dziać
1266,nähen::V,ommella,szyć
1267,färben::V,värjätä,pofarbować
1268,färben::V,värittää,pofarbować
1269,reinigen::V,puhdistaa,oczyścić
1270,waschen::V,pestä,prać
1271,abwischen::V,pyyhkiä,obetrzeć
1272,spülen::V,huuhtoa,płukać
1273,fegen::V,pyyhkäistä,zamiatać
1274,kehren::V,lakaista,zamieść
1275,baden::V,kylpeä,kąpać się
1276,sich waschen::V,peseytyä,myć się
1277,ausziehen::V,riisua,zdjąć
1278,anziehen::V,pukea ylleen,włożyć
1279,sich anziehen::V,pukeutua,ubrać się
1280,kämmen::V,kammata,uczesać
1281,schmücken::V,koristaa,ozdabiać
1282,schmücken::V,kaunistaa,ozdabiać
1283,sagen::V,sanoa,powiedzieć
1284,sprechen::V,puhua,mówić
1285,reden::V,keskustella,mówić
1286,sich unterhalten::V,jutella,rozmawiać
1287,fragen::V,kysyä,zapytać
1288,bitten::V,pyytää,prosić
1289,erzählen::V,kertoa,opowiedzieć
1290,mitteilen::V,ilmoittaa,zawiadomić o
1291,nennen::V,kutsua,nazwać
1292,nennen::V,nimittää,nazwać
1293,rufen::V,kutsua,wołać
1294,prahlen::V,kerskailla,chełpić się
1295,übersetzen::V,kääntää,tłumaczyć
1296,denken::V,miettiä,myśleć
1297,denken::V,ajatella,myśleć
1298,glauben::V,uskoa,sądzić
1299,glauben::V,uskoa,wierzyć
1300,bemerken::V,huomata,zauważyć
1301,erkennen::V,tunnistaa,poznać
1302,begreifen::V,ymmärtää,zrozumieć
1303,verstehen::V,ymmärtää,rozumieć
1304,verstehen::V,ymmärtää,dosłyszeć
1305,lernen::V,oppia,uczyć się
1306,wissen::V,tietää,wiedzieć
1307,sich erinnern an::V,muistaa,przypomnieć sobie
1308,vergessen::V,unohtaa,zapomnieć
1309,messen::V,mitata,mierzyć
1310,zählen::V,laskea,liczyć
1311,rechnen::V,laskea,rachować
1312,lesen::V,lukea,czytać
1313,malen::V,maalata,malować
1314,zeichnen::V,piirtää,rysować
1315,zeichnen::V,piirustaa,rysować
1316,schreiben::V,kirjoittaa,pisać
1317,besitzen::V,omistaa,posiadać
1318,kaufen::V,ostaa,kupić
1319,verkaufen::V,myydä,sprzedać
1320,bezahlen::V,maksaa,zapłacić
1321,zahlen::V,maksaa,płacić
1322,beherrschen::V,hallita,opanować
1323,ertragen::V,kestää,znieść
