,Concept_ID,nl,zh
864,krank werden::V,ziek worden,生病
865,krank sein::V,ziek zijn,生病
866,schmerzen::V,pijn doen,疼痛
867,husten::V,hoesten,咳
868,genesen::V,genezen,痊愈
869,sterben::V,sterven,死
870,sterben::V,overlijden,死
871,umkommen::V,omkomen,丧命
872,sich bewegen::V,zich bewegen,移动
873,sich rühren::V,zich verroeren,动弹
874,sich erheben::V,oprijzen,站起
875,sich erheben::V,verrijzen,站起
876,sich setzen::V,gaan zitten,坐
877,hinfallen::V,vallen,跌倒
878,hinfallen::V,neervallen,跌倒
879,laufen::V,lopen,步行
880,schreiten::V,stappen,迈步
881,schreiten::V,schrijden,迈步
882,spazierengehen::V,gaan wandelen,散步
883,eilen::V,ijlen,急忙
884,eilen::V,haasten,急忙
885,sich beeilen::V,zich haasten,赶快
886,sausen::V,stuiven,疾驰
887,rennen::V,rennen,奔跑
888,springen::V,springen,跳
889,klettern::V,klimmen,攀缘
890,klettern::V,klauteren,攀缘
891,schaukeln::V,schommelen,荡秋千
892,kriechen::V,kruipen,爬行
893,schwimmen::V,zwemmen,游泳
894,tauchen::V,duiken,潜水
895,rudern::V,roeien,划船
896,fahren::V,rijden,行驶
897,fliegen::V,vliegen,飞
898,gehen::V,gaan,走
899,weggehen::V,weggaan,离去
900,abfahren::V,vertrekken,出发
901,anhalten::V,stoppen,停住
902,anhalten::V,stilhouden,停住
903,hineingehen::V,ingaan,进去
904,hineingehen::V,binnengaan,进去
905,eintreten::V,binnenkomen,进入
906,kommen::V,komen,来
907,ankommen::V,aankomen,到达
908,zurückkommen::V,terugkomen,回来
909,bleiben::V,blijven,停留
910,warten::V,wachten,等
911,erwarten::V,verwachten,等候
912,suchen::V,zoeken,找
913,finden::V,vinden,找到
914,versuchen::V,proberen,尝试
915,versuchen::V,beproeven,尝试
916,vorbereiten::V,voorbereiden,预备
917,lieben::V,houden van,爱
918,mögen::V,lusten,喜欢
919,mögen::V,houden van,喜欢
920,lachen::V,lachen,笑
921,rühren::V,roeren,
922,weinen::V,huilen,哭
923,weinen::V,schreien,哭
924,schimpfen::V,kijven,骂
925,schimpfen::V,schelden,骂
926,sich ärgern::V,zich ergeren,生气
927,sich fürchten::V,bang zijn,害怕
928,fürchten::V,vrezen,害怕
929,fliehen::V,vluchten,逃走
930,flüchten::V,ontsnappen,逃跑
931,flüchten::V,ontkomen,逃跑
932,sehen::V,zien,看
933,anschauen::V,aankijken,注视
934,ansehen::V,aanzien,注视
935,ansehen::V,bekijken,注视
936,hören::V,horen,听
937,zuhören::V,luisteren,倾听
938,probieren::V,proeven,尝
939,riechen::V,ruiken,闻
940,fühlen::V,voelen,感到
941,scheinen::V,lijken,照耀
942,zu sehen sein::V,te zien zijn,可以看到
943,vernehmen::V,vernemen,审讯
944,frieren::V,het koud hebben,觉得冷
945,tun::V,doen,作
946,können::V,kunnen,能
947,wollen::V,willen,要
948,anfangen::V,beginnen,开始
949,anfangen::V,aanvangen,开始
950,beenden::V,beëindigen,结束
951,aufhören::V,ophouden,停止
952,gelingen::V,lukken,成功
953,gelingen::V,gelukken,成功
954,geraten::V,uitvallen,陷于
955,öffnen::V,openen,打开
956,öffnen::V,opendoen,打开
957,schließen::V,sluiten,关
958,schließen::V,dichtdoen,关
959,stellen::V,stellen,放
960,stellen::V,plaatsen,放
961,setzen::V,zetten,放
962,setzen::V,plaatsen,放
963,legen::V,leggen,摆
964,berühren::V,aanraken,触
965,verbinden::V,verbinden,联结
966,bedecken::V,bedekken,覆盖
967,aufhängen::V,ophangen,挂
968,anzünden::V,aansteken,点
969,aufheben::V,oprapen,拾起
970,zurücklassen::V,achterlaten,遗留
971,verlieren::V,verliezen,丧失
972,fallen lassen::V,laten vallen,让掉下
973,machen::V,maken,做
974,herstellen::V,produceren,生产
975,herstellen::V,voortbrengen,生产
976,bauen::V,bouwen,建造
977,reparieren::V,repareren,修理
978,reparieren::V,herstellen,修理
979,verbessern::V,verbeteren,改进
980,ändern::V,wijzigen,改变
981,ändern::V,veranderen,改变
982,graben::V,graven,挖
983,beugen::V,buigen,弯下
984,biegen::V,buigen,弯
985,drehen::V,draaien,转动
986,wenden::V,keren,转动
987,wenden::V,wenden,转动
988,umdrehen::V,omdraaien,转动
989,heben::V,heffen,举起
990,heben::V,optillen,举起
991,hochheben::V,tillen,抬高
992,ergreifen::V,pakken,抓住
993,ergreifen::V,grijpen,抓住
994,halten::V,houden,拿着
995,drücken::V,drukken,压
996,schieben::V,duwen,推
997,schieben::V,schuiven,推
998,kratzen::V,krassen,搔
999,lecken::V,likken,舔
1000,beißen::V,bijten,咬
1001,abreißen::V,afrukken,撕下
1002,abreißen::V,afscheuren,撕下
1003,abschneiden::V,afsnijden,切断
1004,binden::V,binden,捆
1005,stecken::V,steken,插
1006,brechen::V,breken,断裂
1007,klopfen::V,kloppen,敲
1008,hauen::V,houwen,揍
1009,kleben::V,plakken,粘
1010,reiben::V,wrijven,摩擦
1011,streichen::V,smeren,涂
1012,schleifen::V,slijpen,拖曳
1013,schneiden::V,snijden,切
1014,rütteln::V,schudden,颠簸
1015,schütteln::V,schudden,摇动
1016,schwenken::V,wuiven,摇动
1017,schwenken::V,zwaaien,摇动
1018,schütten::V,gieten,倒
1019,schütten::V,storten,倒
1020,füllen::V,vullen,填满
1021,einwickeln::V,inwikkelen,包
1022,tragen::V,dragen,提
1023,schleppen::V,slepen,扛
1024,ziehen::V,trekken,拉
1025,aufbewahren::V,bewaren,保存
1026,werfen::V,gooien,扔
1027,fangen::V,vangen,捕捉
1028,packen::V,pakken,抓住
1029,packen::V,vastpakken,抓住
1030,verstecken::V,verstoppen,藏
1031,teilen::V,delen,分
1032,schicken::V,sturen,派遣
1033,bringen::V,brengen,带来
1034,hinzufügen::V,toevoegen,添加
1035,bekommen::V,verkrijgen,得到
1036,erhalten::V,krijgen,接到
1037,nehmen::V,nemen,拿
1038,wählen::V,kiezen,挑选
1039,wählen::V,verkiezen,挑选
1040,auswählen::V,uitkiezen,选择
1041,bewahren::V,bewaren,保持
1042,behindern::V,hinderen,防碍
1043,verderben::V,bederven,败坏
1044,beschädigen::V,beschadigen,损坏
1045,zerbrechen::V,breken,破碎
1046,zerbrechen::V,stukbreken,破碎
1047,zerreißen::V,scheuren,撕碎
1048,zerreißen::V,verscheuren,撕碎
1049,zerstören::V,vernielen,毁坏
1050,verbrennen::V,branden,燃烧
1051,verbrennen::V,verbranden,燃烧
1052,geben::V,geven,给
1053,reichen::V,reiken,递给
1054,reichen::V,aanreiken,递给
1055,schenken::V,schenken,赠送
1056,versprechen::V,beloven,许诺
1057,wünschen::V,wensen,祝
1058,loben::V,loven,表扬
1059,loben::V,prijzen,表扬
1060,küssen::V,kussen,亲
1061,wiegen::V,wiegen,轻摇
1062,zudecken::V,toedekken,盖上
1063,wecken::V,wekken,唤起
1064,zeigen::V,tonen,指
1065,zeigen::V,wijzen,指
1066,führen::V,voeren,带领
1067,lehren::V,leren,教
1068,unterrichten::V,onderwijzen,讲课
1069,aufziehen::V,grootbrengen,抚养
1070,leiten::V,leiden,领导
1071,antreiben::V,aandrijven,催促
1072,lassen::V,laten,让
1073,einladen::V,uitnodigen,邀请
1074,vereinigen::V,verenigen,统一
1075,besuchen::V,bezoeken,参观
1076,treffen::V,treffen,会面
1077,treffen::V,ontmoeten,会面
1078,sich versammeln::V,zich verzamelen,聚集
1079,spielen::V,spelen,玩
1080,singen::V,zingen,唱歌
1081,tanzen::V,dansen,跳舞
1082,sich trennen::V,van elkaar gaan,分别
1083,verlassen::V,verlaten,离开
1084,retten::V,redden,救
1085,bewachen::V,bewaken,守卫
1086,schützen::V,beschermen,保护
1087,verteidigen::V,verdedigen,保卫
1088,sich schlagen::V,knokken,打架
1089,schießen::V,schieten,射击
1090,siegen::V,overwinnen,获胜
1091,ärgern::V,ergeren,激怒
1092,schlagen::V,slaan,打
1093,treten::V,trappen,踢
1094,treten::V,schoppen,踢
1095,stechen::V,steken,刺
1096,stechen::V,prikken,刺
1097,stoßen::V,stoten,撞
1098,stehlen::V,stelen,盗窃
1099,stören::V,storen,干扰
1100,stören::V,verstoren,干扰
1101,belästigen::V,lastig vallen,打搅
1102,verbergen::V,verbergen,隐藏
1103,täuschen::V,misleiden,欺骗
1104,betrügen::V,bedriegen,欺骗
1105,töten::V,doden,杀
1106,wohnen::V,wonen,居住
1107,arbeiten::V,werken,工作
1108,sammeln::V,inzamelen,收集
1109,sammeln::V,verzamelen,收集
1110,pflücken::V,plukken,采
1111,jagen::V,jagen,打猎
1112,fischen::V,vissen,捕鱼
1113,fassen::V,vangen,捉住
1114,hüten::V,hoeden,守护
1115,treiben::V,drijven,漂
1116,anbinden::V,vastbinden,拴
1117,füttern::V,voeren,喂
1118,melken::V,melken,挤奶
1119,hacken::V,hakken,剁细
1120,gießen::V,gieten,浇
1121,reifen::V,rijpen,成熟
1122,zubereiten::V,klaarmaken,
1123,zubereiten::V,toebereiden,
1124,kochen::V,koken,煮
1125,backen::V,bakken,烤
1126,braten::V,braden,煎
1127,umrühren::V,omroeren,搅拌
1128,stricken::V,breien,织
1129,nähen::V,naaien,缝
1130,färben::V,verven,染色
1131,färben::V,kleuren,染色
1132,reinigen::V,reinigen,清洁
1133,waschen::V,wassen,洗
1134,abwischen::V,afvegen,擦掉
1135,spülen::V,spoelen,清洗
1136,spülen::V,afwassen,清洗
1137,fegen::V,vegen,扫
1138,kehren::V,vegen,打扫
1139,baden::V,baden,给...洗澡
1140,sich waschen::V,zich wassen,洗澡
1141,ausziehen::V,uittrekken,脱
1142,anziehen::V,aantrekken,穿
1143,sich anziehen::V,zich aankleden,穿衣
1144,kämmen::V,kammen,梳
1145,schmücken::V,tooien,装饰
1146,sagen::V,zeggen,说
1147,sprechen::V,spreken,说
1148,reden::V,praten,讲
1149,sich unterhalten::V,zich onderhouden,聊天
1150,fragen::V,vragen,问
1151,bitten::V,vragen,请
1152,bitten::V,verzoeken,请
1153,erzählen::V,vertellen,叙述
1154,mitteilen::V,meedelen,通知
1155,nennen::V,noemen,叫做
1156,rufen::V,roepen,叫
1157,prahlen::V,pralen,吹牛
1158,übersetzen::V,vertalen,翻译
1159,denken::V,denken,想
1160,glauben::V,geloven,以为
1161,bemerken::V,bemerken,发觉
1162,erkennen::V,herkennen,识别
1163,begreifen::V,begrijpen,理解
1164,verstehen::V,verstaan,明白
1165,lernen::V,leren,学
1166,wissen::V,weten,知道
1167,sich erinnern an::V,zich herinneren aan,回忆
1168,vergessen::V,vergeten,忘记
1169,messen::V,meten,测量
1170,zählen::V,tellen,数
1171,rechnen::V,rekenen,计算
1172,lesen::V,lezen,读
1173,malen::V,schilderen,画
1174,zeichnen::V,tekenen,绘制
1175,schreiben::V,schrijven,写
1176,besitzen::V,bezitten,占有
1177,kaufen::V,kopen,买
1178,verkaufen::V,verkopen,卖
1179,bezahlen::V,betalen,付钱
1180,zahlen::V,betalen,支付
1181,beherrschen::V,beheersen,统治
1182,ertragen::V,verdragen,忍耐
