,Concept_ID,ady,te
178,Grube::N,машэ́,గొయ్యి
179,Falle::N,зэраубытырэ́ ӏэмэпсы́м,బోను
180,Schlinge::N,бзыуубыт,ఉరి
181,Spur::N,ужы,జాడ
182,Spur::N,лъэуж,జాడ
183,Asche::N,яжьэ́,బూడిద
184,Dreck::N,псынжъы,ముఱికి
185,Eisen::N,гыучӏы́,ఇనుము
186,Eisen::N,къэнджа́л,ఇనుము
187,Gold::N,дышъэ́,బంగారము
188,Silber::N,тыжьы́н,వెండి
189,Kohle::N,шӏомыкӏ,నేలబొగ్గు
190,Glas::N,апч,గాజు
191,Lehm::N,етӏагъо́,బంకమన్ను
192,Sand::N,пшахъо,ఇసుక
193,Mensch::N,цӏыфы́,నరుడు
194,Mann::N,хъулъфы́гъ,పురుమడు
195,Frau::N,бӏылъфыгъэ́,ఆడుది
196,Kind::N,кӏэлэцӏы́кӏу,బిడ్డ
197,Junge::N,кӏэлэцӏы́кӏу,బాలుడు
198,Mädchen::N,пшъэшъэжъый,బాలిక
199,Familie::N,быны́,కుటుంబము
200,Familie::N,уна́гъу,కుటుంబము
201,Großvater::N,тэтэ́жъ,తాత
202,Großmutter::N,нэнэ́жъ,అయ్యమ్మ
203,Eltern::N,ны-тыхэ́р,తల్లితండ్రులు
204,Vater::N,ты,తండ్రి
205,Mutter::N,ны,తల్లి
206,Sohn::N,къо,కొడుకు
207,Tochter::N,пхъу,కూతురు
208,Bruder::N,шы,పోదరుడు
209,Schwester::N,шы́пхъу,సోదరి
210,Onkel::N,янэ́ш,మేనమామ
211,Tante::N,атэшыпхъу,మేనత్త
212,Tante::N,атэшыпхъу,పినతల్లి
213,Ehemann::N,лӏы,భర్త
214,Ehefrau::N,шъу́з,భార్య
215,Freude::N,гушӏуа́гъу,సంతోషము
216,Gelächter::N,щхыныр,నవ్వు
217,Glück::N,насы́п,సంతోషము
218,Kummer::N,тхьамыкӏагъу,దుఃఖము
219,Wunsch::N,шӏонгъоны́гъ,కోరిక
220,Lust::N,шӏонгъоны́гъ,కోరిక
221,Geist::N,гу,ఆత్మ
222,Gedanke::N,гупшыс,ఆలోచన
223,Gedächtnis::N,память,జ్ఞాపకము
224,Verstand::N,акъы́л,మనస్సు
225,Sinn::N,мэхьанэ,అర్థము
226,Grund::N,ушъхьагъу,కారణము
227,Wahrheit::N,шъыпкъэ́,సత్యము
228,Gespräch::N,гущыӏ,పంభాషణ
229,Märchen::N,пшысэ,అద్భుతకథ
230,Erzählung::N,къэба́р,కథ
231,Nachricht::N,къэба́р,వార్త
232,Neuigkeit::N,къэбарыкӏ,వార్త
233,Name::N,цӏэ,పేరు
234,Rätsel::N,коджэхь-къоджэшх,చిక్కు
235,Rede::N,гущыӏ,ఉపన్యాసము
236,Sprache::N,бзэ,భాష
237,Stimme::N,макъэ́,కంరథ్సని
238,Wort::N,гущыӏ,మాట
239,Zeichen::N,тамы́гъ,గుర్తు
240,Ruf::N,джэ макъ,పిలువు
241,Lärm::N,макъэ,సందడి
242,Laut::N,макъэ,ధ్వని
243,Lied::N,орэ́д,పాట
244,Ruhe::N,самбырыныгъ,గాలిలేమి
245,Leute::N,цӏыфхэ́р,జనులు
246,Volk::N,цӏыф лъэпкъ,జాతి
247,Arbeit::N,ӏофшӏакӏэ́н,పని
248,Gast::N,хьакӏэ́,అతిధి
249,Geschenk::N,шӏухьафтын,దానము
250,Spiel::N,еоны́р,ఆట
251,Spiel::N,джэгуны́р,ఆట
252,Spiel::N,къегъэӏоны́р,ఆట
253,Gesellschaft::N,обществ,జట్టు
254,Hilfe::N,ӏэпыӏэгъу,సాహాయ్యము
255,Freund::N,ныбджэгъу,స్నేహితుడు
256,Kamerad::N,ныбджэгъу,చెలికాడు
257,Angelegenheit::N,ӏофы́,విషయము
258,Anzahl::N,пчъагъэ́,లెక్క
259,Art::N,изэрэщы́т,జాతి
260,Art::N,лъэпкъ,జాతి
261,Stück::N,такъы́р,తునుక
262,Teil::N,щыщ,భాగము
263,Teil::N,ӏахь,భాగము
264,Hälfte::N,ныкъо́,సగము
265,Kreis::N,хъура́й,వృత్తము
266,Kreuz::N,къащ,సిలువ
267,Linie::N,хъахъ,గీత
268,Linie::N,итхъа́гъ,గీత
269,Strich::N,хъахъ,గీత
270,Strich::N,итхъагъ,గీత
271,Abstand::N,азыфагу,సందు
272,Entfernung::N,чӏыгууанэ,దూరము
273,Gegend::N,чӏыпӏэ́,విస్తీర్ణము
274,Platz::N,азыфагу,ఎడము
275,Ort::N,чӏыпӏэ́,స్థలము
276,Seite::N,лъэны́къу,ప్రక్క
277,Mitte::N,гузэ́гу,నడిమి
278,Gegenstand::N,пкъыгъо,పద్దు
279,Rand::N,цакӏэ́,అంచు
280,Kante::N,цэгэналъ,అంచు
281,Ecke::N,къогъу,మూల
282,Spitze::N,пакӏэ,మొన
283,Ende::N,кӏэ,కొన
284,Loch::N,гъуа́н,రంధ్రము
285,Winkel::N,къогъу,కోణము
286,Muster::N,тхыпхъэ,మాదిరి
287,Größe::N,иина́гъ,పరిమాణము
288,Länge::N,икӏыхьа́гъ,పొడుగు
289,Höhe::N,лъэгагъ,పొడుగు
290,Gewicht::N,онтэгъугъэ́,భారము
291,Menge::N,пчъагъэ́,మొత్తము
292,Haufen::N,ӏат,రాశి
293,Reihe::N,саты́р,వరుస
294,Boot::N,къуашъо́,పడవ
295,Ruder::N,къошъобэ́щ,అడక
296,Ski::N,лыжэхэр,స్కీ
297,Lagerfeuer::N,пхъэмашӏу,నెగడు
298,Gang::N,кӏоныр,నడక
299,Schritt::N,лъэубэ́къу,అడుగు
300,Norden::N,темы́р,ఉత్తరదిక్కు
301,Süden::N,къыблэ́,దక్షిణము
302,Westen::N,тыгъэкъохьа́пӏ,పడమర
303,Osten::N,тыгьэкъокӏы́пӏ,తూర్పు
304,Holz::N,чъыгы́,కొయ్య
305,Brett::N,пхъэ́мбгъу,పలక
306,Platte::N,упсыхьагъ,పలక
307,Stütze::N,кӏэгъэкъон,వాల్సేడ్లు
308,Stange::N,къорэ́гъ,స్తంభము
309,Stock::N,бэщ,కఱ్ఱ
310,Stab::N,бэщ кӏы́хь,కఱ్ఱ
311,Rohr::N,онджэкъ,గొట్టము
312,Haus::N,унэ́,ఇల్లు
313,Heim::N,унэ́,స్వగృహము
314,Ofen::N,гъэжъэн,పొయ్యి
315,Fußboden::N,джэхашъу,నేల
316,Tisch::N,стол,మేజా
317,Stuhl::N,пхъэнтӏэ́кӏу,కుర్చీ
318,Wiege::N,кушъэ́,ఉయ్యాల
319,Bett::N,пӏэкӏо́р,పడక
320,Bett::N,пӏэкӏо́р,మంచం
321,Regal::N,мэкӏай,అటక
322,Kiste::N,ящык,వెట్టె
323,Fenster::N,шъхьаныгъу́пчъ,కిటికి
324,Tür::N,пчъэ,ద్వారము
325,Tor::N,къэла́пчъ,ద్వారము
326,Zaun::N,шӏыхьагъэ́,కంచె
327,Dach::N,шъхьэ́,ఇంటివైకప్పు
328,Leiter::N,лъэо́й,నిచ్చెన
329,Leiter::N,дэкӏояпӏэ́,నిచ్చెన
330,Besen::N,пхъэнкӏы́пхъ,చీపురుకట్ట
331,Spaten::N,къазгъы́р,పాఱ
332,Schaufel::N,хэӏалъ,పాఱ
333,Gabel::N,цацэ,ముండ్లగరిటె
334,Löffel::N,джэмы́шх,గరిటె
335,Messer::N,шъэжъы́й,కత్తి
336,Nagel::N,гъучӏыӏу́н,మేకు
337,Netz::N,хъытыу,వల
338,Haken::N,хьажтӏаркъу,కొక్కెము
339,Griff::N,къопс,పిడి
340,Schloss::N,ӏункӏы́бз,తాళము
341,Bild::N,сурэ́т,చిత్రము
342,Puppe::N,нысхъа́п,బొమ్మ
343,Beutel::N,дзыо́,సంచి
344,Tasche::N,ӏэлъмэ́къ,సంచి
345,Eimer::N,щалъ,చేద
346,Deckel::N,шъхьэ,మూత
347,Geschirr::N,хьакъу-шыкъу,వంటకాలు
348,Sack::N,дзыо́,గోనెసంచి
349,Tasse::N,чашк,గిన్నె
350,Topf::N,кастрюль,కుండ
351,Kessel::N,шыуа́н,నీరుకాచుపాత్ర
352,Essen::N,шхэн,ఆహారము
353,Nahrung::N,шхэн,ఆహారము
354,Speise::N,шхыныгъу,ఆహారము
355,Fleisch::N,лы,మాంసము
356,Getreide::N,лэжьыгъацэ́,ధాన్యము
357,Brei::N,пӏастэ́,గుజ్జు
358,Brot::N,хьалыгъу,రొట్టె
359,Scheibe::N,такъы́р,బద్ద
360,Fett::N,дагъэ́,క్రొవ్వు
361,Butter::N,тхъу,వెన్న
362,Öl::N,тхъу,నూనె
363,Salz::N,щыгъу,ఉప్పు
364,Suppe::N,хьантхъупс,చారు
365,Honig::N,шъоу́,తెనె
366,Milch::N,щэ,పాలు
367,Tee::N,щай,తేనీరు
368,Leder::N,кӏы́шъу,బాగుచేసివతోలు
369,Wolle::N,цы,ఉన్ని
370,Stoff::N,шэкӏы,బట్ట
371,Nadel::N,бгъэ́хаӏу,సూది
372,Faden::N,ӏуда́н,దారము
373,Knopf::N,занкӏэу,బొత్తాము
374,Knoten::N,зэкъодзапӏэ,ముడి
375,Farbe::N,краск,రంగు
376,Kleidung::N,щыгъы́ны,బట్టలు
377,Hemd::N,джан,చొక్కాయ
378,Kragen::N,пшъапӏ,మాల
379,Ärmel::N,гъуап,చొక్కాయచెయ్యి
380,Hose::N,гъончэ́дж,ఇజారు
381,Gürtel::N,бгыры́пх,పటకా
382,Mütze::N,паӏо́,టోపి
383,Stiefel::N,щазым,బూటు
384,Ring::N,ӏэлъы́н,ఉంగరము
385,Band::N,лент,నాడా
386,Kamm::N,мажь,దువ్వెన
387,Spiegel::N,гъундж,అద్దము
388,Riemen::N,бгыры́пх,వాడా
389,Schnur::N,кӏапсэ́,దారము
390,Leine::N,шъокӏапс,వారు
391,Decke::N,чыхӏэн,కంబళి
392,Kissen::N,шъхьант,తలగడ
393,Tuch::N,шъхьэтехъу,బట్ట
394,Handtuch::N,ӏаплъэкӏ,తువాలు
395,Kraft::N,къары́у,బలము
396,Kraft::N,кӏуачӏэ́,బలము
397,Stärke::N,кӏуачӏэ́,శక్తి
398,Gesundheit::N,псауныгъ,ఆరోగ్యము
399,Krankheit::N,узы,రోగము
400,Schmerz::N,узы,నొప్పి
401,Wunde::N,уӏагъэ́,గాయము
402,Fieber::N,техьа́гъу,జ్వరము
403,Fieber::N,жъоку,జ్వరము
404,Arznei::N,ӏэзэ́гъу,మందు
405,Brücke::N,лъэмы́д ж,వంతెన
406,Brunnen::N,псынэ́,బావి
407,Brunnen::N,псынэ́,కూపము
408,Brunnen::N,псынэ́,నుయ్యి
409,Weide::N,хъупӏэ́,పచ్చికబయలు
410,Pfad::N,лъагъу,కాలిత్రోవ
411,Weg::N,гъо́гу,మార్గము
412,Straße::N,гъо́гу,బాట
413,Dorf::N,къуа́дж,గ్రామము
414,Stadt::N,къалэ́,పట్టణము
415,Brief::N,тхэн,జాబు
416,Brief::N,письмэ,జాబు
417,Buch::N,тхы́лъ,పుస్తకము
418,Buchstabe::N,хьары́ф,అక్షరము
419,Zeitung::N,газет,వార్తాపత్రిక
420,Leben::N,гъашӏэ́,ప్రాణము
421,Tod::N,аджал,మరణము
422,Grab::N,бэны́,సమాధి
423,Kirche::N,чылы́с,క్రెస్తవులగుడి
424,Sünde::N,гунахь,పాపము
425,Gott::N,тхьэ,దేవుడు
426,Arbeiter::N,рабоч,పనిపాటుచేశేవాడు
427,Chef::N,гъэр,యజమానుడు
428,Meister::N,ӏэпыӏа́с,కళాకారుడు
429,Lehrer::N,кӏэлэегъа́дж,ఉపాధ్యాయుడు
430,Geld::N,ахъщ,ద్రవ్యము
431,Geschäft::N,ӏофшӏэн,వ్యాపారము
432,Laden::N,туча́н,అంగడి
433,Preis::N,уасэ́,వెల
434,Ware::N,хьап-щып,సరకులు
435,Nutzen::N,чар,ప్రయోజనము
436,Nutzen::N,федэ́,ప్రయోజనము
437,Reichtum::N,байныгъ,ధనము
438,Welt::N,дуна́й,ప్రపంచము
439,Land::N,хэгъэ́́гу,దేశము
440,Staat::N,къэралыгъу,రాజ్యము
441,König::N,пачъы́хь,రాజు
442,Macht::N,шынэгъакзэ́,అధికారము
443,Grenze::N,гъуна́пкъ,సరిహద్దు
444,Krieg::N,зао́,యుద్ధము
445,Feind::N,пы́и,శత్రువు
446,Gewalt::N,егъэзыгъэныгъ,దౌర్జన్యము
447,Kampf::N,бэнэныгъ,పోట్లాట
448,Bogen[Waffe]::N,щабз,విల్లు
449,Pfeil::N,щэбза́щ,బాణము
450,Gewehr::N,шхонч,తుపాకి
451,Fehler::N,хэукъоныгъ,తప్ప
452,Lüge::N,пцӏы,అసత్యము
453,Schaden::N,зэра́р,నష్టము
454,Unglück::N,тхьамыкӏагъу,దురదృష్టము
455,Schuld::N,мысагъэ́,తప్పు
456,Alter::N,ныбжь,వయస్సు
457,Schluss::N,кӏэ,ముగింపు
458,Zeit::N,уахътэ́,కాలము
459,Tag::N,мафэ́,దినము
460,Morgen::N,пчэды́жь,ఉదయము
461,Mittag::N,щэджагьу́,మధ్యాహ్నము
462,Abend::N,пчыхьэ́,సాయంకాలము
463,Nacht::N,чэщы́,రత్రి
464,Woche::N,тхьамафэ́,వారము
465,Monat::N,мазэ́,నెల
466,Jahr::N,илъэ́с,సంవత్సరము
467,Frühling::N,гъатхэ́,వసంతకాలము
468,Sommer::N,гъэмафэ́,వేసవికాము
469,Herbst::N,бжыхьэ́,ఆకురాలుకాలము
470,Winter::N,кӏыма́ф,శీతకాలము
471,Januar::N,январь,జనవరి
472,Februar::N,февраль,ఫిబ్రవరి
473,März::N,март,మార్చి
474,April::N,апрель,ఏప్రిలు
475,Mai::N,май,మే
476,Juni::N,июнь,జూన్
477,Juli::N,июль,జూలై
478,August::N,август,ఆగస్టు
479,September::N,сентябрь,సెప్ఠెంబరు
480,Oktober::N,октябрь,అక్టోబరు
481,November::N,ноябрь,నవంబరు
482,Dezember::N,декабрь,డిసెంబర్
483,Montag::N,блыпэ́,సోమవారము
484,Dienstag::N,гъубдж,మంగళవారము
485,Mittwoch::N,бэрэскэжъый,బుధవారము
486,Donnerstag::N,мэфэ́ку,గురువారము
487,Freitag::N,бэрэскэшху,శుక్రవారము
488,Samstag::N,шэмбэ́т,శనివారము
489,Sonntag::N,тхьаума́ф,ఆదివారము
490,groß::A,ины́,గొప్పైన
491,klein::A,цӏы́кӏу,చిన్న
492,lang::A,кӏыхьэ́,పొడుగాటి
493,kurz::A,кӏэкӏы́,పొట్టి
494,breit::A,шъуамбгъо́,వెడల్పైన
495,schmal::A,бгъузэ́,ఇఱుకైన
496,dicht::A,ӏужъу́,దట్టమైన
497,dick[Gegenstand]::A,ӏужъу́,దట్టమైన
498,dünn::A,пӏуакӏэ́,పలుచని
499,fein::A,пӏуакӏэ́,నాజాకైన
500,fest::A,пытэ́,దృడమైవ
501,flach::A,тешъо́,చదువైన
502,glatt::A,зэны́бжь,నున్నని
503,hart::A,пытэ́,కఠినమైన
504,weich::A,шъабэ́,మృదువైన
505,rund::A,хъура́й,గుండ్రని
506,spitz::A,папцӏэ́,మొనగల
507,scharf::A,чан,పదనైన
508,stumpf::A,цако́,వాడిలేని
509,schwer::A,онтэ́гъу,బరువ్తెన
510,schön::A,дахэ́,సుందరమైన
511,heiß::A,жъо́ркъ,వేడియైన
512,warm::A,фабэ́у,వెచ్చని
513,kalt::A,чъыӏэ́,చల్లని
514,kühl::A,чъыӏэтагъ,చల్లని
515,frisch::A,чъыӏэтагъ,తాజాయైన
516,feucht::A,шынагъэ зиӏэ,చెమ్మగానున్న
517,feucht::A,шынэгъакӏэ зиӏэ,చెమ్మగానున్న
518,nass::A,цӏынэ́,తడిగామన్న
519,trocken::A,гъушъ,ఎండిన
520,trocken::A,чъэпхъыгъ,ఎండిన
521,voll::A,из,నిండు
522,voll::A,изыбз,నిండు
523,leer::A,нэкӏы́,శూన్యమైన
524,offen::A,зэдэхыгъэ,తెఱచియున్న
525,geschlossen::A,зэфэшӏыгъ,మూసిన
526,sauber::A,къабзэ́,పరిశుద్ధమైన
527,schmutzig::A,шӏо́и,ముఱికియైన
528,roh::A,мыжъо́,పచ్చి
529,reif::A,чъэпхъыгъ,పండివ
530,lecker::A,го́хьы,రుచి గల
531,süß::A,ӏэшӏу,తియ్యని
532,bitter::A,дыджы́,చేదైన
533,sauer::A,хафэ́,పుల్లని
534,hell::A,нэфын,కాంతిగల
535,dunkel::A,мэзэхэ,చీకటియైన
536,schwarz::A,шӏуцӏэ,నల్లని
537,weiß::A,фыжьы́,తెలుపు
538,rot::A,плъыжьы́,ఎఱ్ఱని
539,gelb::A,гъожьы́,పసుపు పచ్చ
540,blau::A,шхъуантӏэ,నీలవర్ణము
541,grün::A,шхъуантӏэ,ఆకుపచ్చని
542,grau::A,шхъо,నెరిసిన
543,bunt::A,къолэны,రంగేలీ
544,billig::A,пыут,చౌకయైన
545,teuer::A,сикӏа́с,వెలపొడుగైన
546,teuer::A,силъа́пӏ,వెలపొడుగైన
547,wertvoll::A,пкӏэ зиӏ,విలుప్తెన
548,wertvoll::A,уасэ́ зыфа́шӏ,విలుప్తెన
549,blind::A,нэшъу́,గ్రుడ్డి
550,taub::A,дэгу,చెవిటి
551,kräftig::A,лъэ́ш,శక్తి గల
552,stark::A,лъэ́ш,బలమైన
553,schwach::A,хъыбэй,బలహీనమైన
554,fett::A,пщэры́,క్రొవ్విన
555,schlank::A,ищыгъэ,సన్నని
556,hübsch::A,дахэ́,సాగప్తెన
557,böse::A,ябгэ,చెడ్డ
558,dumm::A,делэ,తెలివిలేని
559,faul::A,шъхьахы́нэ,సోమరియైన
560,fleißig::A,егугъурэ,శ్రద్దగల
561,geizig::A,тхьацэ,పిసినారియైన
562,klug::A,акъылышӏу́,తెలివిగల
563,geschickt::A,ӏэпэӏэсэ́,నిపుణతగల
564,geschickt::A,шо́у шӏыгъэ́,నిపుణతగల
565,lieb::A,псэм фэд,ప్రియమైన
566,lustig::A,чэф,ఉల్లాసము గల
567,sanft::A,ӏушъа́б,సాధువైన
568,hungrig::A,гъаблэ́,ఆకలిగొనిన
569,krank::A,сыма́дж,వ్యాధిగల
570,nackt::A,пцӏанэ́,దిగంబరమైన
571,traurig::A,нэшхъэй,విచారముగల
572,gut::A,дэгъу́,మంచి
573,schlecht::A,дэи,చెడ్డ
574,richtig::A,тэрэз,సరియైన
575,schlimm::A,щынэгъо,అసహ్యమైన
576,wahr::A,шъыпкъэ́,నిజమైన
577,alt::A,жъы,ముసలి
578,neu::A,кӏэ,క్రొత్త
579,ehemalig::A,-щтыгъэ,పూర్వపు
580,ehemalig::A,-гъэ,పూర్వపు
581,alt[Lebewesen]::A,жъы,ముసలి
582,jung::A,ныбжьыкӏэ́,పసి
583,arm::A,тхьамы́кӏ,బీద
584,reich::A,бай,ధనవంతుడైన
585,bekannt::A,нэӏуа́с,తెలిసిన
586,berühmt::A,цӏэры́ӏу,ప్రపిద్దికెక్కివ
587,fremd::A,хымэ,అన్యమైన
588,verschieden::A,зэфэшъхьафы,భేదమైన
589,nah::A,благъэ́,దగ్గఱనున్న
590,fern::A,чыжьэ,దూరమందున్న
591,linker::A,сэмэ́гу,ఎడమప్రక్కగ
592,rechter::A,джабгъу,కుడి
593,anderer::A,нэмы́кӏ,వేఱ్తెన
594,erster::A,апэр,మొదటి
595,zweiter::A,я́тӏонэр,రెండన
596,dritter::A,ящэнэр,మూడో
597,letzter::A,аужыр,కడపటి
598,allein::ADV,зы,ఒంటిగా
