,Concept_ID,bg,no
874,liegen::V,лежа,ligge
875,hängen::V,вися,henge
876,werden::V,бъда,bli
877,werden::V,стана,bli
878,passieren::V,случа се,skje
879,passieren::V,случа се,hende
880,beginnen::V,започна,begynne
881,enden::V,свърша,ende
882,enden::V,свърша,slutte
883,wechseln::V,променям,veksle
884,aufgehen[Sonne]::V,изгрея,stå opp
885,untergehen[Sonne]::V,заляза,gå ned
886,scheinen[Sonne]::V,грея,skinne
887,scheinen[Sonne]::V,светя,skinne
888,donnern::V,гърмя,tordne
889,wehen::V,вея,blåse
890,wehen::V,духам,blåse
891,strömen::V,тека,strømme
892,strömen::V,лея се,strømme
893,fließen::V,тека,flyte
894,sich drehen::V,въртя се,dreie seg
895,schwanken::V,клатя се,svaie
896,schwingen::V,трептя,svinge
897,fallen::V,падам,falle
898,brennen::V,горя,brenne
899,rauchen::V,димя,ryke
900,regnen::V,вали дъжд,regne
901,gefrieren::V,замръзна,fryse
902,tauen::V,топя се,tine
903,schmelzen::V,разтопя се,smelte
904,trocknen::V,съхна,tørre
905,sieden::V,вря,koke
906,sieden::V,кипя,koke
907,faulen::V,гния,råtne
908,verfaulen::V,изгния,råtne
909,reißen::V,напукам се,briste
910,versinken::V,потъна,synke
911,versinken::V,потъна,synke ned
912,vergehen::V,минавам,forløpe
913,erscheinen::V,явя се,synes
914,verschwinden::V,изчезна,forsvinne
915,sinken::V,падна,synke
916,abnehmen::V,отслабна,avta
917,abnehmen::V,отслабна,minske
918,zunehmen::V,нарасна,tilta
919,steigen::V,увелича се,stige
920,steigen::V,покачвам се,stige
921,wachsen::V,раста,gro
922,wachsen::V,раста,vokse
923,glänzen::V,лъщя,skinne
924,glänzen::V,блестя,skinne
925,funkeln::V,искря,tindre
926,lärmen::V,шумя,bråke
927,läuten::V,звъня,ringe
928,klingeln::V,звъня,ringe
929,klirren::V,звънтя,klirre
930,klirren::V,дрънкам,klirre
931,brausen::V,буча,bruse
932,rauschen::V,шумя,suse
933,klingen::V,звуча,lyde
934,klingen::V,звуча,klinge
935,bellen::V,лая,gjø
936,bellen::V,лая,bjeffe
937,heulen::V,вия,ule
938,heulen::V,рева,ule
939,blasen::V,духна,blåse
940,pfeifen::V,свиря,plystre
941,schreien::V,крещя,skrike
942,stöhnen::V,стена,stønne
943,stöhnen::V,пъшкам,stønne
944,zittern::V,треперя,dirre
945,zittern::V,треперя,skjelve
946,leben::V,живея,leve
947,geboren werden::V,родя се,fødes
948,atmen::V,дишам,ånde
949,atmen::V,дишам,puste
950,trinken::V,пия,drikke
951,essen::V,ям,spise
952,schlucken::V,гълтам,svelge
953,müde werden::V,уморя се,bli trett
954,einschlafen::V,заспя,sovne
955,schlafen::V,спя,sove
956,aufwachen::V,събудя се,våkne
957,aufstehen::V,стана,stå opp
958,sich erholen::V,отдъхвам си,bli bra
959,sich erholen::V,отдъхвам си,komme seg
960,krank werden::V,заболея,bli syk
961,krank sein::V,боледувам,være syk
962,schmerzen::V,боля,gjøre vondt
963,husten::V,кашлям,hoste
964,genesen::V,оздравея,komme seg
965,sterben::V,умра,dø
966,umkommen::V,загина,omkomme
967,sich bewegen::V,движа се,bevege seg
968,sich bewegen::V,мърдам се,bevege seg
969,sich rühren::V,движа се,røre på seg
970,sich erheben::V,стана,reise seg
971,sich setzen::V,седна,sette sig
972,hinfallen::V,падна,falle over ende
973,laufen::V,ходя,løpe
974,schreiten::V,крача,skride
975,spazierengehen::V,разхождам се,spasere
976,spazierengehen::V,разхождам се,gå en tur
977,eilen::V,бързам,ile
978,sich beeilen::V,побързам,skynde seg
979,sausen::V,тичам,suse
980,rennen::V,бягам,løpe
981,springen::V,скачам,hoppe
982,springen::V,скачам,springe
983,klettern::V,катеря се,klatre
984,schaukeln::V,люлея се,huske
985,kriechen::V,лазя,krype
986,kriechen::V,пълзя,krype
987,schwimmen::V,плувам,svømme
988,tauchen::V,гмуркам се,dykke
989,rudern::V,греба,ro
990,fahren::V,пътувам,kjøre
991,fliegen::V,летя,fly
992,fliegen::V,хвърча,fly
993,gehen::V,ида,gå
994,gehen::V,вървя,gå
995,weggehen::V,отида си,gå bort
996,abfahren::V,отпътувам,reise
997,anhalten::V,спра се,stanse
998,hineingehen::V,влизам,gå inn
999,eintreten::V,вляза,tre inn
1000,kommen::V,ида,komme
1001,kommen::V,дойда,komme
1002,ankommen::V,пристигна,ankomme
1003,ankommen::V,пристигна,komme til
1004,zurückkommen::V,върна се,komme tilbake
1005,bleiben::V,остана,bli
1006,bleiben::V,остана,forbli
1007,warten::V,чакам,vente
1008,erwarten::V,очаквам,vente
1009,suchen::V,търся,søke
1010,finden::V,намеря,finne
1011,versuchen::V,опитам,prøve
1012,versuchen::V,опитам,forsøke
1013,vorbereiten::V,подготвя,forberede
1014,lieben::V,любя,elske
1015,mögen::V,обичам,like
1016,lachen::V,смея се,le
1017,rühren::V,трогна,røre
1018,weinen::V,плача,gråte
1019,schimpfen::V,ругая,skjelle
1020,schimpfen::V,псувам,skjelle
1021,sich ärgern::V,ядосам се,ergre seg
1022,sich fürchten::V,боя се,være redd
1023,sich fürchten::V,страхувам се,være redd
1024,fürchten::V,боя се от,være redd for
1025,fürchten::V,страхувам се от,være redd for
1026,fliehen::V,бягам,rømme
1027,fliehen::V,бягам,flykte
1028,flüchten::V,бягам,flykte
1029,flüchten::V,избягам,flykte
1030,sehen::V,видя,se
1031,anschauen::V,гледам,se på
1032,anschauen::V,гледам,betrakte
1033,ansehen::V,поглеждам,anse
1034,hören::V,чувам,høre
1035,zuhören::V,слушам,tilhøre
1036,probieren::V,опитам,smake
1037,probieren::V,опитам,smake på
1038,riechen::V,подуша,lukte
1039,fühlen::V,усещам,føle
1040,fühlen::V,чувствувам,føle
1041,scheinen::V,изглеждам,se ut
1042,zu sehen sein::V,виждам се,synes
1043,vernehmen::V,доловя,få vite
1044,frieren::V,мръзна,fryse
1045,tun::V,правя,gjøre
1046,können::V,мога,kunne
1047,wollen::V,ща,ville
1048,wollen::V,искам,ville
1049,anfangen::V,започна,begynne
1050,beenden::V,свърша,avslutte
1051,beenden::V,завърша,avslutte
1052,aufhören::V,престана,slutte
1053,aufhören::V,престана,holde opp
1054,gelingen::V,успея,lykkes
1055,gelingen::V,сполуча,lykkes
1056,geraten::V,удам се,bli
1057,öffnen::V,отворя,åpne
1058,schließen::V,затворя,lukke
1059,schließen::V,затворя,stenge
1060,stellen::V,поставя,stille
1061,setzen::V,туря,sette
1062,legen::V,сложа,legge
1063,legen::V,слагам,legge
1064,berühren::V,докосна,berøre
1065,verbinden::V,свържа,forbinde
1066,bedecken::V,покрия,dekke
1067,aufhängen::V,закача,henge
1068,aufhängen::V,закача,henge opp
1069,anzünden::V,запаля,tenne
1070,anzünden::V,запаля,antenne
1071,anzünden::V,запаля,tenne på
1072,aufheben::V,вдигна,løfte
1073,aufheben::V,вдигна,ta opp
1074,aufheben::V,повдигна,løfte
1075,aufheben::V,повдигна,ta opp
1076,zurücklassen::V,оставя,slippe tilbake
1077,verlieren::V,загубя,miste
1078,fallen lassen::V,изпусна,droppe
1079,fallen lassen::V,изпусна,la falle
1080,machen::V,направя,lage
1081,machen::V,направя,gjøre
1082,herstellen::V,произведа,fremstille
1083,bauen::V,строя,bygge
1084,reparieren::V,поправя,reparere
1085,verbessern::V,подобря,rette
1086,verbessern::V,подобря,forbedre
1087,ändern::V,променя,forandre
1088,graben::V,копая,grave
1089,beugen::V,прегъна,bøye
1090,biegen::V,прегъна,bøye
1091,drehen::V,въртя,dreie
1092,wenden::V,обърна,vende
1093,umdrehen::V,обърна,snu
1094,heben::V,вдигам,heve
1095,hochheben::V,издигна,løfte
1096,ergreifen::V,хвана,gripe
1097,ergreifen::V,хвана,få tak i
1098,ergreifen::V,обхвана,gripe
1099,ergreifen::V,обхвана,få tak i
1100,halten::V,държа,holde
1101,drücken::V,натискам,trykke
1102,drücken::V,притискам,trykke
1103,schieben::V,тикам,skyve
1104,kratzen::V,одраскам,klø
1105,kratzen::V,одраскам,klore
1106,lecken::V,лижа,slikke
1107,lecken::V,ближа,slikke
1108,beißen::V,хапя,bite
1109,beißen::V,ухапя,bite
1110,abreißen::V,откъсна,rive av
1111,abschneiden::V,отрежа,skjære av
1112,binden::V,вържа,binde
1113,stecken::V,пъхна,stikke
1114,brechen::V,троша,bryte
1115,brechen::V,троша,briste
1116,klopfen::V,чукам,banke
1117,hauen::V,бия,hogge
1118,kleben::V,лепя,klistre
1119,kleben::V,залепя,klistre
1120,reiben::V,трия,gni
1121,reiben::V,търкам,gni
1122,streichen::V,намажа,stryke
1123,schleifen::V,остря,slipe
1124,schneiden::V,режа,klippe
1125,rütteln::V,разтърсвам,ruske
1126,schütteln::V,клатя,riste
1127,schütteln::V,друсам,riste
1128,schwenken::V,размахам,svinge
1129,schütten::V,сипя,helle
1130,füllen::V,напълня,fylle
1131,einwickeln::V,увия,vikle inn
1132,einwickeln::V,завия,vikle inn
1133,tragen::V,нося,bære
1134,schleppen::V,влача,slepe
1135,ziehen::V,тегля,dra
1136,ziehen::V,тегля,trekke
1137,ziehen::V,дръпна,dra
1138,ziehen::V,дръпна,trekke
1139,aufbewahren::V,съхраня,oppbevare
1140,aufbewahren::V,съхраня,ta vare på
1141,werfen::V,хвърля,kaste
1142,fangen::V,ловя,fange
1143,fangen::V,уловя,fange
1144,packen::V,хвана,gripe
1145,packen::V,хвана,gripe tak i
1146,verstecken::V,крия,gjemme
1147,verstecken::V,скрия,gjemme
1148,teilen::V,разделя,dele
1149,schicken::V,изпращам,sende
1150,bringen::V,донеса,bringe
1151,hinzufügen::V,прибавя,tilføye
1152,bekommen::V,сдобия се,få
1153,erhalten::V,получа,få
1154,nehmen::V,взема,ta
1155,wählen::V,избирам,velge
1156,auswählen::V,избера,velge ut
1157,bewahren::V,пазя,bevare
1158,behindern::V,преча,hindre
1159,behindern::V,преча,forhindre
1160,behindern::V,спъвам,hindre
1161,behindern::V,спъвам,forhindre
1162,verderben::V,разваля,ødelegge
1163,beschädigen::V,повредя,skade
1164,zerbrechen::V,счупя,brekke i stykker
1165,zerreißen::V,скъсам,rive i stykker
1166,zerstören::V,разруша,ødelegge
1167,verbrennen::V,изгоря,brenne
1168,verbrennen::V,изгоря,brenne opp
1169,geben::V,дам,gi
1170,reichen::V,подам,rekke
1171,schenken::V,подаря,forære
1172,schenken::V,подаря,skjenke
1173,versprechen::V,обещая,love
1174,wünschen::V,желая,ønske
1175,loben::V,хваля,rose
1176,küssen::V,целувам,kysse
1177,wiegen::V,люлея,vogge
1178,zudecken::V,покрия,dekke til
1179,wecken::V,събудя,vekke
1180,zeigen::V,покажа,vise
1181,führen::V,водя,føre
1182,führen::V,заведа,føre
1183,lehren::V,уча,lære
1184,unterrichten::V,преподавам,undervise
1185,aufziehen::V,отгледам,oppdra
1186,leiten::V,ръководя,lede
1187,leiten::V,управлявам,lede
1188,antreiben::V,подкарвам,drive på
1189,lassen::V,накарам,få til å
1190,einladen::V,поканя,be
1191,einladen::V,поканя,invitere
1192,vereinigen::V,съединя,forene
1193,besuchen::V,посетя,besøke
1194,treffen::V,срещна,møte
1195,treffen::V,срещна,treffe
1196,sich versammeln::V,събера се,forsamles
1197,spielen::V,играя,leke
1198,spielen::V,играя,spille
1199,singen::V,пея,synge
1200,tanzen::V,танцувам,danse
1201,sich trennen::V,разделя се,skilles
1202,verlassen::V,напусна,forlate
1203,retten::V,спася,redde
1204,bewachen::V,охранявам,bevokte
1205,schützen::V,запазя,verne
1206,schützen::V,запазя,beskytte
1207,verteidigen::V,защитя,forsvare
1208,sich schlagen::V,бия се,slåss
1209,schießen::V,стрелям,skyte
1210,siegen::V,победя,seire
1211,ärgern::V,ядосам,ergre
1212,schlagen::V,бия,
1213,schlagen::V,ударя,
1214,treten::V,ритам,sparke
1215,stechen::V,бодна,stikke
1216,stoßen::V,бутна,støte
1217,stoßen::V,блъсна,støte
1218,stören::V,смутя,forstyrre
1219,belästigen::V,отегча,plage
1220,belästigen::V,отегча,sjenere
1221,belästigen::V,безпокоя,plage
1222,belästigen::V,безпокоя,sjenere
1223,verbergen::V,скрия,gjemme
1224,täuschen::V,измамя,villede
1225,betrügen::V,измамя,bedra
1226,töten::V,убия,drepe
1227,töten::V,умъртвя,drepe
1228,wohnen::V,живея,bo
1229,arbeiten::V,работя,arbeide
1230,sammeln::V,събера,samle
1231,pflücken::V,бера,plukke
1232,pflücken::V,откъсна,plukke
1233,jagen::V,ловувам,jage
1234,fischen::V,ловя риба,fiske
1235,fassen::V,хвана,fange
1236,hüten::V,пазя,vokte
1237,treiben::V,карам,drive
1238,anbinden::V,завържа,feste
1239,füttern::V,храня,fore
1240,melken::V,доя,melke
1241,hacken::V,сека,hakke
1242,gießen::V,полея,helle
1243,reifen::V,узрея,modne
1244,zubereiten::V,приготвя,lage
1245,zubereiten::V,приготвя,tilberede
1246,kochen::V,варя,koke
1247,backen::V,пека,bake
1248,braten::V,пържа,steke
1249,umrühren::V,разбъркам,røre om
1250,stricken::V,плета,strikke
1251,nähen::V,шия,sy
1252,färben::V,боядисам,farge
1253,reinigen::V,почистя,rense
1254,reinigen::V,почистя,gjøre ren
1255,waschen::V,мия,vaske
1256,waschen::V,пера,vaske
1257,abwischen::V,избърша,tørke av
1258,spülen::V,плакна,spyle
1259,spülen::V,плакна,skylle
1260,fegen::V,измета,feie
1261,kehren::V,мета,koste
1262,baden::V,къпя се,bade
1263,sich waschen::V,мия се,vaske seg
1264,ausziehen::V,съблека,ta av
1265,anziehen::V,облека,ta på
1266,sich anziehen::V,облека се,kle på seg
1267,kämmen::V,реша,gre
1268,kämmen::V,реша,kjemme
1269,kämmen::V,вчеша,gre
1270,kämmen::V,вчеша,kjemme
1271,schmücken::V,накича,pynte
1272,schmücken::V,накича,smykke
1273,sagen::V,кажа,si
1274,sprechen::V,говоря,snakke
1275,reden::V,говоря,tale
1276,reden::V,говоря,snakke
1277,sich unterhalten::V,разговарям,samtale
1278,fragen::V,запитам,spørre
1279,bitten::V,моля,be
1280,erzählen::V,разкажа,fortelle
1281,mitteilen::V,съобщя,meddele
1282,nennen::V,нарека,kalle
1283,rufen::V,викам,rope
1284,rufen::V,повикам,rope
1285,prahlen::V,хваля се,skryte
1286,übersetzen::V,преведа,oversette
1287,denken::V,мисля,tenke
1288,glauben::V,вярвам,tro
1289,bemerken::V,забележа,bemerke
1290,bemerken::V,забележа,legge merke til
1291,erkennen::V,позная,gjenkjenne
1292,begreifen::V,схвана,begripe
1293,verstehen::V,разбера,forstå
1294,verstehen::V,разбера,skjønne
1295,lernen::V,уча се,lære
1296,wissen::V,зная,vite
1297,sich erinnern an::V,спомня си за,huske på
1298,vergessen::V,забравя,glemme
1299,messen::V,меря,måle
1300,zählen::V,броя,telle
1301,rechnen::V,сметна,regne
1302,lesen::V,чета,lese
1303,malen::V,рисувам,male
1304,zeichnen::V,рисувам,tegne
1305,schreiben::V,пиша,skrive
1306,besitzen::V,имам,eie
1307,besitzen::V,имам,inneha
1308,besitzen::V,притежавам,eie
1309,besitzen::V,притежавам,inneha
1310,kaufen::V,купя,kjøpe
1311,kaufen::V,купувам,kjøpe
1312,verkaufen::V,продам,selge
1313,bezahlen::V,заплатя,betale
1314,zahlen::V,платя,betale
1315,beherrschen::V,владея,beherske
1316,ertragen::V,понеса,orke
1317,Platte::N,,plate
1318,Stütze::N,,støtte
1319,stehlen::V,,stjele
