,Concept_ID,fa,se
101,Kiefer[Anatomie]::N,آرواره,oalol
102,Kiefer[Anatomie]::N,آرواره,oaloldákte
103,Kiefer[Anatomie]::N,آرواره,gáibi
104,Kiefer[Anatomie]::N,آرواره,uá'lultähti
105,Kiefer[Anatomie]::N,آرواره,vuâl'lõš
106,Kiefer[Anatomie]::N,آرواره,вуаллнешш
107,Kehle::N,حلق,gealoe
108,Kehle::N,حلق,tjåttå
109,Kehle::N,حلق,njiello
110,Kehle::N,حلق,čotta
111,Kehle::N,حلق,čuudâ
112,Kehle::N,حلق,čoodd
113,Kehle::N,حلق,чонт
114,Kehle::N,حلق,кэ̄ҏс
115,Hals::N,گردن,tjeapohke
116,Hals::N,گردن,tjiebet
117,Hals::N,گردن,čeabet
118,Hals::N,گردن,čiäppát
119,Hals::N,گردن,čeäppat
120,Hals::N,گردن,ча̄пэх
121,Genick::N,پشت گردن,tjovrese
122,Genick::N,پشت گردن,nisske
123,Genick::N,پشت گردن,niehkki
124,Genick::N,پشت گردن,niski
125,Genick::N,پشت گردن,niek'ki
126,Genick::N,پشت گردن,nji´šǩǩmaadd
127,Genick::N,پشت گردن,нышшькмоант
128,Kopf::N,سر,åejjie
129,Kopf::N,سر,oajvve
130,Kopf::N,سر,oaivi
131,Kopf::N,سر,uái'vi
132,Kopf::N,سر,vuei´vv
133,Kopf::N,سر,вуэййв
134,Kopf::N,کله,åejjie
135,Kopf::N,کله,oajvve
136,Kopf::N,کله,oaivi
137,Kopf::N,کله,uái'vi
138,Kopf::N,کله,vuei´vv
139,Kopf::N,کله,вуэййв
140,Rücken::N,پشت,rudtje
141,Rücken::N,پشت,hárddo
142,Rücken::N,پشت,tjavelk
143,Rücken::N,پشت,sealgi
144,Rücken::N,پشت,selgi
145,Rücken::N,پشت,čielgi
146,Rücken::N,پشت,seä´lǧǧ
147,Rücken::N,پشت,се̄лльк
148,Bauch::N,شکم,tjåejjie
149,Bauch::N,شکم,tjoajvve
150,Bauch::N,شکم,čoavji
151,Bauch::N,شکم,čuáv'ji
152,Bauch::N,شکم,čåu´jj
153,Bauch::N,شکم,чо̄ввьй
154,Nabel::N,ناف,naepie
155,Nabel::N,ناف,náhpe
156,Nabel::N,ناف,náhpi
157,Nabel::N,ناف,nääpi
158,Nabel::N,ناف,nää´pp
159,Nabel::N,ناف,на̄бпь
160,Busen::N,پستان,boenge
161,Busen::N,پستان,bållå
162,Busen::N,پستان,čižži
163,Busen::N,پستان,njamma
164,Busen::N,پستان,njižže
165,Busen::N,پستان,nje´ǯǯ
166,Busen::N,پستان,раннҍт
167,Brust::N,سینه,mïelke
168,Brust::N,سینه,radde
169,Brust::N,سینه,mielgga
170,Brust::N,سینه,raddi
171,Brust::N,سینه,radde
172,Brust::N,سینه,râ´dd
173,Brust::N,سینه,раннҍт
174,Schulter::N,دوش,åelkie
175,Schulter::N,دوش,oalgge
176,Schulter::N,دوش,hárdu
177,Schulter::N,دوش,ärdee
178,Schulter::N,دوش,uál'gi
179,Schulter::N,دوش,a´rddi
180,Schulter::N,دوش,vuä´lǧǧ
181,Schulter::N,دوش,вуэллык
182,Schulter::N,شانه,åelkie
183,Schulter::N,شانه,oalgge
184,Schulter::N,شانه,hárdu
185,Schulter::N,شانه,ärdee
186,Schulter::N,شانه,uál'gi
187,Schulter::N,شانه,a´rddi
188,Schulter::N,شانه,vuä´lǧǧ
189,Schulter::N,شانه,вуэллык
190,Arm::N,بازو,gïete
191,Arm::N,بازو,giehta
192,Arm::N,بازو,giehta
193,Arm::N,بازو,kietâ
194,Arm::N,بازو,kie'tâkaaṿâ
195,Arm::N,بازو,ǩiõtt
196,Arm::N,بازو,кӣдт
197,Ellenbogen::N,آرنج,gernjere
198,Ellenbogen::N,آرنج,garŋŋel
199,Ellenbogen::N,آرنج,gargŋil
200,Ellenbogen::N,آرنج,käŋŋir
201,Ellenbogen::N,آرنج,kõõnjâr
202,Ellenbogen::N,آرنج,карьнэль
203,Hand::N,دست,gïete
204,Hand::N,دست,giehta
205,Hand::N,دست,giehta
206,Hand::N,دست,kietâ
207,Hand::N,دست,ǩiõtt
208,Hand::N,دست,кӣдт
209,Handfläche::N,کف دست,gïeten-låapoe
210,Handfläche::N,کف دست,giehtavuodo
211,Handfläche::N,کف دست,tjårmmåvuodo
212,Handfläche::N,کف دست,giehtaloahpu
213,Handfläche::N,کف دست,kiämád
214,Handfläche::N,کف دست,kuámmir
215,Handfläche::N,کف دست,kuä´m'mer
216,Handfläche::N,کف دست,ǩiõttǩeä´m'men
217,Handfläche::N,کف دست,ко̄а̄ллдэгк
218,Handfläche::N,کف دست,кӣдткоалдэгк
219,Finger::N,انگشت,soerme
220,Finger::N,انگشت,tjuvdde
221,Finger::N,انگشت,suorbma
222,Finger::N,انگشت,čuvde
223,Finger::N,انگشت,suor'mâ
224,Finger::N,انگشت,suõrmm
225,Finger::N,انگشت,це̄ххп
226,Fingernagel::N,ناخن دست,gadtse
227,Fingernagel::N,ناخن دست,guehpere
228,Fingernagel::N,ناخن دست,gadtsa
229,Fingernagel::N,ناخن دست,gazza
230,Fingernagel::N,ناخن دست,kozzâ
231,Fingernagel::N,ناخن دست,kõʒʒ
232,Fingernagel::N,ناخن دست,кэ̄ннц
233,Nagel[Anatomie]::N,ناخن,gadtse
234,Nagel[Anatomie]::N,ناخن,guehpere
235,Nagel[Anatomie]::N,ناخن,gadtsa
236,Nagel[Anatomie]::N,ناخن,gazza
237,Nagel[Anatomie]::N,ناخن,kozzâ
238,Nagel[Anatomie]::N,ناخن,kõʒʒ
239,Nagel[Anatomie]::N,ناخن,кэ̄ннц
240,Zeh::N,انگشت پا,tjiehtjere
241,Zeh::N,انگشت پا,juolggetjuvdde
242,Zeh::N,انگشت پا,juolgesuorbma
243,Zeh::N,انگشت پا,jyel'gisuor'mâ
244,Zeh::N,انگشت پا,jue´lǧǧsuõrmm
245,Zeh::N,انگشت پا,ю̄лльк-це̄һп
246,Fuß::N,پا,juelkie
247,Fuß::N,پا,juolgge
248,Fuß::N,پا,juolgi
249,Fuß::N,پا,jyel'gi
250,Fuß::N,پا,jue´lǧǧ
251,Fuß::N,پا,ла̄бпь
252,Ferse::N,پاشنه,båetskie
253,Ferse::N,پاشنه,boasske
254,Ferse::N,پاشنه,šušmi
255,Ferse::N,پاشنه,šušme
256,Ferse::N,پاشنه,jue´lǧǧkädd
257,Ferse::N,پاشنه,ка̄ннт
258,Knie::N,زانو,boelve
259,Knie::N,زانو,buolvva
260,Knie::N,زانو,čibbi
261,Knie::N,زانو,veaŋki
262,Knie::N,زانو,iidâ
263,Knie::N,زانو,puõlvv
264,Knie::N,زانو,пуллв
265,Oberschenkel::N,ران,ruaksja
266,Oberschenkel::N,ران,tjibbe
267,Oberschenkel::N,ران,gassaváhkká
268,Oberschenkel::N,ران,badjeváhkáa
269,Oberschenkel::N,ران,čuár'bpeeḷi
270,Oberschenkel::N,ران,če´bb
271,Oberschenkel::N,ران,чуаррбе̄лль
272,Bein::N,پا,juelkie
273,Bein::N,پا,juolgge
274,Bein::N,پا,juolgi
275,Bein::N,پا,jyel'gi
276,Bein::N,پا,jue´lǧǧ
277,Bein::N,پا,ю̄лльк
278,Bein::N,لنگ,juelkie
279,Bein::N,لنگ,juolgge
280,Bein::N,لنگ,juolgi
281,Bein::N,لنگ,jyel'gi
282,Bein::N,لنگ,jue´lǧǧ
283,Bein::N,لنگ,ю̄лльк
284,Körper::N,تن,kråahpe
285,Körper::N,تن,rumáj
286,Körper::N,تن,rumaš
287,Körper::N,تن,ruumâš
288,Körper::N,تن,rå´pp
289,Körper::N,تن,лышшьк
290,Körper::N,تن,роаӈӈьк
291,Körper::N,بدن,kråahpe
292,Körper::N,بدن,rumáj
293,Körper::N,بدن,rumaš
294,Körper::N,بدن,ruumâš
295,Körper::N,بدن,rå´pp
296,Körper::N,بدن,лышшьк
297,Körper::N,بدن,роаӈӈьк
298,Haut::N,پوست,njaltja
299,Haut::N,پوست,lijkke
300,Haut::N,پوست,tjuobma
301,Haut::N,پوست,liiki
302,Haut::N,پوست,liške
303,Haut::N,پوست,le´šǩǩ
304,Haut::N,پوست,лышшьк
305,Blut::N,خون,vïrre
306,Blut::N,خون,maelie
307,Blut::N,خون,varra
308,Blut::N,خون,varra
309,Blut::N,خون,vorrâ
310,Blut::N,خون,võrr
311,Blut::N,خون,вэ̄рр
312,Ader::N,رگ,åerie
313,Ader::N,رگ,aajroe
314,Ader::N,رگ,suodna
315,Ader::N,رگ,varrasuotna
316,Ader::N,رگ,suoṇâ
317,Ader::N,رگ,suõnn
318,Ader::N,رگ,сӯнн
319,Sehne::N,زردپی,soene
320,Sehne::N,زردپی,gåårtenje
321,Sehne::N,زردپی,suodna
322,Sehne::N,زردپی,suotna
323,Sehne::N,زردپی,suoṇâ
324,Sehne::N,زردپی,suõnn
325,Sehne::N,زردپی,сӯнн
326,Knochen::N,استخوان,måara
327,Knochen::N,استخوان,måaroe
328,Knochen::N,استخوان,dákte
329,Knochen::N,استخوان,dákti
330,Knochen::N,استخوان,tähti
331,Knochen::N,استخوان,tä´htt
332,Knochen::N,استخوان,та̄ххт
333,Knochen::N,استخوان,та̄ффьт
334,Gehirn::N,مخ,aajla
335,Gehirn::N,مخ,vuojŋam
336,Gehirn::N,مخ,vuoigŋašat
337,Gehirn::N,مخ,vuoi'ŋâšeh
338,Gehirn::N,مخ,vuo'ivâšneh
339,Gehirn::N,مخ,vuõivâšn
340,Gehirn::N,مخ,вуэййвэшна
341,Gehirn::N,مغز,aajla
342,Gehirn::N,مغز,vuojŋam
343,Gehirn::N,مغز,vuoigŋašat
344,Gehirn::N,مغز,vuoi'ŋâšeh
345,Gehirn::N,مغز,vuo'ivâšneh
346,Gehirn::N,مغز,vuõivâšn
347,Gehirn::N,مغز,вуэййвэшна
348,Herz::N,دل,vaajmoe
349,Herz::N,دل,tsåhke
350,Herz::N,دل,váibmu
351,Herz::N,دل,váimu
352,Herz::N,دل,čââ´đ
353,Herz::N,دل,кӯттҌк
354,Herz::N,قلب,vaajmoe
355,Herz::N,قلب,tsåhke
356,Herz::N,قلب,váibmu
357,Herz::N,قلب,váimu
358,Herz::N,قلب,čââ´đ
359,Herz::N,قلب,кӯттҌк
360,Magen::N,معده,tjåejjie
361,Magen::N,معده,tjoajvve
362,Magen::N,معده,čoavji
363,Magen::N,معده,čuáv'ji
364,Magen::N,معده,čåu´jj
365,Magen::N,معده,чо̄ввьй
366,Leber::N,کبد,mueksie
367,Leber::N,کبد,librre
368,Leber::N,کبد,vuoivvas
369,Leber::N,کبد,vuoivâs
370,Leber::N,کبد,vuõivâs
371,Leber::N,کبد,вуйвас
372,Atem::N,نفس,voejngehtasse
373,Atem::N,نفس,båssånis
374,Atem::N,نفس,vuojŋadahka
375,Atem::N,نفس,vuoiŋŋahat
376,Atem::N,نفس,vuo'iŋâstim
377,Atem::N,نفس,jiõg'g
378,Atem::N,نفس,вӯйнас
379,Atem::N,نفس,вӯййнмушш
380,Hunger::N,گرسنگی,nielkie
381,Hunger::N,گرسنگی,nielgge
382,Hunger::N,گرسنگی,nealgi
383,Hunger::N,گرسنگی,nelgi
384,Hunger::N,گرسنگی,neä´lǧǧ
385,Hunger::N,گرسنگی,не̄лльк
386,Träne::N,اشک,gïknjele
387,Träne::N,اشک,ganjál
388,Träne::N,اشک,ganjal
389,Träne::N,اشک,koonjâl
390,Träne::N,اشک,kõõnjâl
391,Träne::N,اشک,кэ̄нял
392,Geschmack::N,مزه,aelmie
393,Geschmack::N,مزه,muosse
394,Geschmack::N,مزه,smáhkka
395,Geschmack::N,مزه,máhku
396,Geschmack::N,مزه,smáhkka
397,Geschmack::N,مزه,mááhu
398,Geschmack::N,مزه,smakkâ
399,Geschmack::N,مزه,njõõd
400,Geschmack::N,مزه,smääkk
401,Geschmack::N,مزه,ня̄лльк
402,Geruch::N,بو,haaje
403,Geruch::N,بو,habjja
404,Geruch::N,بو,hádja
405,Geruch::N,بو,opsâ
406,Geruch::N,بو,haajâ
407,Geruch::N,بو,õpss
408,Geruch::N,بو,haajj
409,Geruch::N,بو,апс
410,Geruch::N,بو,лэ̄гк
411,Schlaf::N,خواب,nahkerh
412,Schlaf::N,خواب,nager
413,Schlaf::N,خواب,oados
414,Schlaf::N,خواب,nagir
415,Schlaf::N,خواب,naṿer
416,Schlaf::N,خواب,nââ´er
417,Schlaf::N,خواب,нагерь
418,Traum::N,رؤیا,nahkere
419,Traum::N,رؤیا,niehko
420,Traum::N,رؤیا,niehku
421,Traum::N,رؤیا,naṿer
422,Traum::N,رؤیا,nââ´er
423,Traum::N,رؤیا,нагерь
424,Himmel::N,فلک,elmie
425,Himmel::N,فلک,almme
426,Himmel::N,فلک,albmi
427,Himmel::N,فلک,alme
428,Himmel::N,فلک,â´lmm
429,Himmel::N,فلک,алльм
430,Himmel::N,آسمان,elmie
431,Himmel::N,آسمان,almme
432,Himmel::N,آسمان,albmi
433,Himmel::N,آسمان,alme
434,Himmel::N,آسمان,â´lmm
435,Himmel::N,آسمان,алльм
436,Sonne::N,آفتاب,biejjie
437,Sonne::N,آفتاب,bæjvásj
438,Sonne::N,آفتاب,beaivváš
439,Sonne::N,آفتاب,peivi
440,Sonne::N,آفتاب,piäiváš
441,Sonne::N,آفتاب,pei´vv
442,Sonne::N,آفتاب,пе̄ййв
443,Sonne::N,خورشید,biejjie
444,Sonne::N,خورشید,bæjvásj
445,Sonne::N,خورشید,beaivváš
446,Sonne::N,خورشید,peivi
447,Sonne::N,خورشید,piäiváš
448,Sonne::N,خورشید,pei´vv
449,Sonne::N,خورشید,пе̄ййв
450,Mond::N,ماه,aske
451,Mond::N,ماه,mánno
452,Mond::N,ماه,mánnu
453,Mond::N,ماه,máánu
454,Mond::N,ماه,mään
455,Mond::N,ماه,ма̄нн
456,Stern::N,ستاره,daasta
457,Stern::N,ستاره,naestie
458,Stern::N,ستاره,násste
459,Stern::N,ستاره,násti
460,Stern::N,ستاره,täsni
461,Stern::N,ستاره,tä´snn
462,Stern::N,ستاره,та̄ссьт
463,Luft::N,هوا,elmie
464,Luft::N,هوا,ájmmo
465,Luft::N,هوا,áibmu
466,Luft::N,هوا,áimu
467,Luft::N,هوا,šõŋŋ
468,Luft::N,هوا,вӯйнас
469,Wind::N,باد,bïegke
470,Wind::N,باد,biegga
471,Wind::N,باد,biegga
472,Wind::N,باد,pieg'gâ
473,Wind::N,باد,piõg'g
474,Wind::N,باد,пӣӈӈк
475,Welle::N,موج,baaroe
476,Welle::N,موج,bárro
477,Welle::N,موج,bárru
478,Welle::N,موج,pááṛu
479,Welle::N,موج,päärr
480,Welle::N,موج,нэ̄ммп
481,Wasser::N,آب,tjaetsie
482,Wasser::N,آب,tjáhtje
483,Wasser::N,آب,čáhci
484,Wasser::N,آب,čääci
485,Wasser::N,آب,čää´cc
486,Wasser::N,آب,ча̄дзь
487,Stein::N,سنگ,gierkie
488,Stein::N,سنگ,giergge
489,Stein::N,سنگ,geađgi
490,Stein::N,سنگ,keđgi
491,Stein::N,سنگ,ǩeä´dǧǧ
492,Stein::N,سنگ,ке̄ддҌк
493,Boden::N,زمین,betnie
494,Boden::N,زمین,ednam
495,Boden::N,زمین,bodni
496,Boden::N,زمین,vuođđu
497,Boden::N,زمین,ponne
498,Boden::N,زمین,vuáđ̣u
499,Boden::N,زمین,vuâđđ
500,Boden::N,زمین,лаввьн
501,Boden::N,زمین,е̄ммьне
502,Erde::N,خاک,jåarta
503,Erde::N,خاک,mueltie
504,Erde::N,خاک,ednam
505,Erde::N,خاک,mållde
506,Erde::N,خاک,eana
507,Erde::N,خاک,eennâm
508,Erde::N,خاک,mädd
509,Erde::N,خاک,jânnam
510,Erde::N,خاک,е̄ммьне
511,Erde::N,زمین,jåarta
512,Erde::N,زمین,mueltie
513,Erde::N,زمین,ednam
514,Erde::N,زمین,mållde
515,Erde::N,زمین,eana
516,Erde::N,زمین,eennâm
517,Erde::N,زمین,mädd
518,Erde::N,زمین,jânnam
519,Erde::N,زمین,е̄ммьне
520,Staub::N,گرد,heblie
521,Staub::N,گرد,tsumhtsie
522,Staub::N,گرد,dubme
523,Staub::N,گرد,dopmu
524,Staub::N,گرد,kovjâ
525,Staub::N,گرد,põõ´l
526,Staub::N,گرد,кэ̄ббьй
527,Staub::N,غبار,heblie
528,Staub::N,غبار,tsumhtsie
529,Staub::N,غبار,dubme
530,Staub::N,غبار,dopmu
531,Staub::N,غبار,kovjâ
532,Staub::N,غبار,põõ´l
533,Staub::N,غبار,кэ̄ббьй
534,Rauch::N,دود,soeve
535,Rauch::N,دود,suovva
536,Rauch::N,دود,suovva
537,Rauch::N,دود,suoṿâ
538,Rauch::N,دود,suõvv
539,Rauch::N,دود,сӯвв
540,Funke::N,جرقه,naestie
541,Funke::N,جرقه,tjuonam
542,Funke::N,جرقه,čuotnan
543,Funke::N,جرقه,čuođâlm
544,Funke::N,جرقه,iiskâr
545,Funke::N,جرقه,čuõzzâm
546,Funke::N,جرقه,чӯссэм
547,Feuer::N,آتش,dålle
548,Feuer::N,آتش,dållå
549,Feuer::N,آتش,dolla
550,Feuer::N,آتش,tullâ
551,Feuer::N,آتش,toll
552,Feuer::N,آتش,то̄лл
553,Licht::N,نور,tjoevke
554,Licht::N,نور,tjuovgga
555,Licht::N,نور,čuovga
556,Licht::N,نور,čuovggas
557,Licht::N,نور,čuoṿâ
558,Licht::N,نور,toll
559,Licht::N,نور,čuõvv
560,Licht::N,نور,то̄лл
561,Licht::N,روشنی,tjoevke
562,Licht::N,روشنی,tjuovgga
563,Licht::N,روشنی,čuovga
564,Licht::N,روشنی,čuovggas
565,Licht::N,روشنی,čuoṿâ
566,Licht::N,روشنی,toll
567,Licht::N,روشنی,čuõvv
568,Licht::N,روشنی,то̄лл
569,Schatten::N,سایه,skugkie
570,Schatten::N,سایه,soejvene
571,Schatten::N,سایه,irkes
572,Schatten::N,سایه,sieges
573,Schatten::N,سایه,itku
574,Schatten::N,سایه,suoivâ
575,Schatten::N,سایه,õõtt
576,Schatten::N,سایه,ǩeeu´niǩ
577,Schatten::N,سایه,кывьнэхь
578,Wetter::N,هوا,vïerhtse
579,Wetter::N,هوا,dálkke
580,Wetter::N,هوا,dálki
581,Wetter::N,هوا,šoŋŋâ
582,Wetter::N,هوا,šõŋŋ
583,Wetter::N,هوا,шэ̄ӈӈ
584,Nebel::N,مه,såavla
585,Nebel::N,مه,mearhka
586,Nebel::N,مه,murkko
587,Nebel::N,مه,mierkká
588,Nebel::N,مه,mierká
589,Nebel::N,مه,miär'kká
590,Nebel::N,مه,oṃo
591,Nebel::N,مه,sue´lnn
592,Nebel::N,مه,цӣгк
593,Nebel::N,مه,сулльн
594,Wolke::N,ابر,balve
595,Wolke::N,ابر,balvva
596,Wolke::N,ابر,balva
597,Wolke::N,ابر,polvâ
598,Wolke::N,ابر,põlvv
599,Wolke::N,ابر,пэллв
600,Regen::N,باران,ebrie
601,Regen::N,باران,harvve
602,Regen::N,باران,arvi
603,Regen::N,باران,arve
604,Regen::N,باران,â´brr
605,Regen::N,باران,аббьр
606,Schnee::N,برف,lopme
607,Schnee::N,برف,moehtege
608,Schnee::N,برف,muohta
609,Schnee::N,برف,muohta
610,Schnee::N,برف,muotâ
611,Schnee::N,برف,muõtt
612,Schnee::N,برف,вэ̄дз
613,Schnee::N,برف,куэллт
614,Eis::N,یخ,jïenge
615,Eis::N,یخ,jiegŋa
616,Eis::N,یخ,jiekŋa
617,Eis::N,یخ,jieŋ̣â
618,Eis::N,یخ,jiõŋŋ
619,Eis::N,یخ,ӣӈӈ
620,Frost::N,یخبندان,baajkoe
621,Frost::N,یخبندان,tjoasskem
622,Frost::N,یخبندان,buolaš
623,Frost::N,یخبندان,puolâš
624,Frost::N,یخبندان,puõlâš
625,Frost::N,یخبندان,мӯнь
626,Kälte::N,سرما,jueskie
627,Kälte::N,سرما,tjåetskeme
628,Kälte::N,سرما,tjoasskem
629,Kälte::N,سرما,čoaskin
630,Kälte::N,سرما,ko'lmâsvuotâ
631,Kälte::N,سرما,ijss
632,Kälte::N,سرما,čuä´cǩǩem
633,Kälte::N,سرما,tuârggnjõs
634,Kälte::N,سرما,кэ̄лмас
635,Hitze::N,گرما,baahke
636,Hitze::N,گرما,báhkka
637,Hitze::N,گرما,báhkka
638,Hitze::N,گرما,pakkâ
639,Hitze::N,گرما,kuṃe
640,Hitze::N,گرما,paašt
641,Hitze::N,گرما,жоарр
642,Hitze::N,حرارت,baahke
643,Hitze::N,حرارت,báhkka
644,Hitze::N,حرارت,báhkka
645,Hitze::N,حرارت,pakkâ
646,Hitze::N,حرارت,kuṃe
647,Hitze::N,حرارت,paašt
648,Hitze::N,حرارت,жоарр
649,Raureif::N,برف ریزه,jyjse
650,Raureif::N,برف ریزه,ridne
651,Raureif::N,برف ریزه,goarre
652,Raureif::N,برف ریزه,ritni
653,Raureif::N,برف ریزه,suhči
654,Raureif::N,برف ریزه,riṇe
655,Raureif::N,برف ریزه,ай
656,Regenbogen::N,رنگین‌کمان,aatjan goengere
657,Regenbogen::N,رنگین‌کمان,aatjan joekse
658,Regenbogen::N,رنگین‌کمان,ádjájuoksa
659,Regenbogen::N,رنگین‌کمان,arvedávgi
660,Regenbogen::N,رنگین‌کمان,bajándávgi
661,Regenbogen::N,رنگین‌کمان,äijihtävgi
662,Regenbogen::N,رنگین‌کمان,teârmmazjohss
663,Regenbogen::N,رنگین‌کمان,тӣрмесью̄ккс
664,Donner::N,رعد,raejrie
665,Donner::N,رعد,átjek
666,Donner::N,رعد,átjárájdde
667,Donner::N,رعد,áddjá
668,Donner::N,رعد,baján
669,Donner::N,رعد,juuṛâ
670,Donner::N,رعد,tie´rmes
671,Donner::N,رعد,тӣрмесь
672,Donner::N,رعد,ча̄ркнэгк
673,Strömung::N,جریان,njuvvie
674,Strömung::N,جریان,ájggedáhpe
675,Strömung::N,جریان,rávdnji
676,Strömung::N,جریان,virde
677,Strömung::N,جریان,ve´rdd
678,Strömung::N,جریان,выррьт
679,Tropfen::N,قطره,gåajhkohts
680,Tropfen::N,قطره,gåjkudis
681,Tropfen::N,قطره,goaikkanas
682,Tropfen::N,قطره,čalme
683,Tropfen::N,قطره,čâ´lmm
684,Tropfen::N,قطره,ча̄лльм
685,Schaum::N,کف,sapte
686,Schaum::N,کف,såpptå
687,Schaum::N,کف,sokta
688,Schaum::N,کف,suptâ
689,Schaum::N,کف,soptt
690,Schaum::N,کف,со̄ппт
691,Schmutz::N,گل,haaskoe
692,Schmutz::N,گل,duolvva
693,Schmutz::N,گل,duolva
694,Schmutz::N,گل,durdi
695,Schmutz::N,گل,stänži
696,Schmutz::N,گل,sähss
697,Schmutz::N,گل,са̄ккьс
698,Schmutz::N,گل,не̄шшь
699,Schmutz::N,کثافت,haaskoe
700,Schmutz::N,کثافت,duolvva
701,Schmutz::N,کثافت,duolva
702,Schmutz::N,کثافت,durdi
703,Schmutz::N,کثافت,stänži
704,Schmutz::N,کثافت,sähss
705,Schmutz::N,کثافت,са̄ккьс
706,Schmutz::N,کثافت,не̄шшь
707,See::N,دریاچه,jaevrie
708,See::N,دریاچه,jávrre
709,See::N,دریاچه,jávri
710,See::N,دریاچه,jävri
711,See::N,دریاچه,jâu´rr
712,See::N,دریاچه,я̄ввьр
713,Sumpf::N,مرداب,pluevie
714,Sumpf::N,مرداب,áhpe
715,Sumpf::N,مرداب,sæmssa
716,Sumpf::N,مرداب,jeaggi
717,Sumpf::N,مرداب,jeggi
718,Sumpf::N,مرداب,jeä´ǧ'ǧ
719,Sumpf::N,مرداب,ла̄ммьп
720,Sumpf::N,باتلاق,pluevie
721,Sumpf::N,باتلاق,áhpe
722,Sumpf::N,باتلاق,sæmssa
723,Sumpf::N,باتلاق,jeaggi
724,Sumpf::N,باتلاق,jeggi
