,Concept_ID,mdf,ru
104,Schaum::N,шов,пена
105,Schmutz::N,ърда́з,грязь
106,See::N,эрьхке,озеро
107,Sumpf::N,шяй,топь
108,Moor::N,шяй,болото
109,Wiese::N,луга,луг
110,Wald::N,вирь,лес
111,Hügel::N,губо́р,холм
112,Hügel::N,пандоня,холм
113,Anhöhe::N,губо́р,возвышенность
114,Berg::N,панда,гора
115,Gipfel::N,пря,вершина
116,Höhle::N,у́нда,пещера
117,Abhang::N,па́нда ша́ма,склон
118,Quelle::N,эшиня,источник
119,Bach::N,шудерькс,ручей
120,Fluss::N,ляй,река
121,Ufer::N,търва́,берег
122,Küste::N,ляйтърва́,побережье
123,Festland::N,мода,суша
124,Meer::N,моря,море
125,Bucht::N,ведьуське,бухта
126,Insel::N,цёнга,остров
127,Blume::N,панчф,цветок
128,Gras::N,тише,трава
129,Wurzel::N,юр,корень
130,Wurzel::N,ункс,корень
131,Baum::N,шуфта,дерево
132,Stamm::N,ро́нга,ствол
133,Rinde::N,кер,кора
134,Ast::N,морга,сук
135,Zweig::N,тарад,ветвь
136,Blatt::N,лопа,лист
137,Birke::N,ке́лу,береза
138,Kiefer[Baum]::N,пиче,сосна
139,Weide[Baum]::N,каль,ива
140,Tanne::N,куз,ель
141,Horn::N,сюра,рог
142,Feder::N,толга,перо
143,Fell::N,кедь,шкура
144,Flügel::N,паця,крыло
145,Klaue::N,кенже,коготь
146,Kralle::N,кенже,лапа
147,Schwanz::N,пула,хвост
148,Ei::N,ал,яйцо
149,Nest::N,пиза,гнездо
150,Bau::N,пиза,нора
151,Tier::N,жува́та,животное
152,Herde::N,нал,стадо
153,Herde::N,стада,стадо
154,Kuh::N,скал,корова
155,Kuh::N,тракс,корова
156,Bulle::N,бука,бык
157,Pferd::N,лишме,лошадь
158,Schaf::N,уча́,овца
159,Schwein::N,тува,свинья
160,Hund::N,пине,собака
161,Katze::N,катоня,кошка
162,Katze::N,аваката,кошка
163,Bär::N,офта,медведь
164,Eichhörnchen::N,ур,белка
165,Elch::N,ся́рда,лось
166,Fuchs::N,келазь,лиса
167,Hase::N,ну́мол,заяц
168,Maus::N,шеер,мышь
169,Wolf::N,върьгаз,волк
170,Vogel::N,нармонь,птица
171,Schwarm::N,ко́вол,стая
172,Schwarm::N,ме́швеле,стая
173,Huhn::N,сараз,курица
174,Hahn::N,а́тякш,петух
175,Gans::N,маци,гусь
176,Adler::N,куцькан,орел
177,Ente::N,яксярга,утка
178,Eule::N,ко́рож,сова
179,Kranich::N,ка́рга,журавль
180,Krähe::N,ва́рси,ворона
181,Kuckuck::N,ку́ку,кукушка
182,Schwan::N,ло́ксти,лебедь
183,Fisch::N,кал,рыба
184,Barsch::N,о́кунь,окунь
185,Hecht::N,щу́ка,щука
186,Schlange[Tier]::N,куй,змея
187,Wurm::N,сукс,червяк
188,Spinne::N,унжа́,паук
189,Ameise::N,панжам,муравей
190,Laus::N,си,вошь
191,Mücke::N,ся́ське,комар
192,Fliege::N,кару,муха
193,Schmetterling::N,ме́лав,бабочка
194,Beere::N,и́мож,ягода
195,Apfel::N,марь,яблоко
196,Pilz::N,панга,гриб
197,Zwiebel::N,шурьхкя́,луковица
198,Saat::N,видьмот,семя
199,Korn::N,сёра,зерно
200,Heu::N,тише,сено
201,Schale::N,кедь,шелуха
202,Grube::N,лотка,яма
203,Falle::N,туфкс,ловушка
204,Falle::N,кунда́ма,ловушка
205,Schlinge::N,килькш,силок
206,Spur::N,пильгоки́,след
207,Asche::N,кулу,зола
208,Asche::N,кулу,пепел
209,Dreck::N,ърда́з,грязь
210,Eisen::N,кшни,железо
211,Gold::N,ока,золото
212,Gold::N,золота,золото
213,Silber::N,сия́,серебро
214,Kohle::N,седь,уголь
215,Kohle::N,седьвальмя,уголь
216,Glas::N,кля́нцек,стекло
217,Lehm::N,сёвонь,глина
218,Sand::N,шува́р,песок
219,Mensch::N,ломань,человек
220,Mann::N,аля,мужчина
221,Mann::N,цёраломань,мужчина
222,Frau::N,ава,женщина
223,Kind::N,идь,ребенок
224,Kind::N,шаба,ребенок
225,Junge::N,цёраня,мальчик
226,Mädchen::N,стирня́,девочка
227,Familie::N,тнал,семья
228,Familie::N,семья,семья
229,Großvater::N,атя,дедушка
230,Großvater::N,щя́тя,дедушка
231,Großmutter::N,баба,бабушка
232,Eltern::N,тя́дят-а́лят,родители
233,Vater::N,аля,отец
234,Mutter::N,ава,мать
235,Mutter::N,тядя,мать
236,Sohn::N,цёра,сын
237,Tochter::N,стирь,дочь
238,Bruder::N,дуган,брат
239,Bruder::N,пяльне,брат
240,Schwester::N,ака,сестра
241,Schwester::N,сазор,сестра
242,Onkel::N,оця,дядя
243,Onkel::N,патя,дядя
244,Onkel::N,щеня́,дядя
245,Tante::N,ака,тетя
246,Tante::N,щака,тетя
247,Ehemann::N,мирде,муж
248,Ehefrau::N,ърьвя́,жена
249,Freude::N,ке́нярдема,радость
250,Gelächter::N,рахсема,смех
251,Glück::N,паваз,счастье
252,Kummer::N,ризф,горе
253,Kummer::N,пичефкс,горе
254,Wunsch::N,мяль,желание
255,Wunsch::N,таколдома,желание
256,Lust::N,таколдома,влечение
257,Geist::N,вайме,дух
258,Gedanke::N,мяль,мысль
259,Gedächtnis::N,прявий,память
260,Verstand::N,прявий,ум
261,Sinn::N,ён,смысл
262,Grund::N,туфта́л,повод
263,Wahrheit::N,ви́де,правда
264,Wahrheit::N,видеши́,правда
265,Gespräch::N,корхтама,беседа
266,Märchen::N,ёфкс,сказка
267,Erzählung::N,азкс,рассказ
268,Nachricht::N,куля́,сообщение
269,Neuigkeit::N,куля́,новость
270,Name::N,лем,имя
271,Rätsel::N,со́дама ёфкс,загадка
272,Rede::N,вал,речь
273,Rede::N,корхтама,речь
274,Sprache::N,кяль,язык
275,Stimme::N,вайгяль,голос
276,Wort::N,вал,слово
277,Zeichen::N,тя́ште,знак
278,Zeichen::N,тя́штькс,знак
279,Ruf::N,тердема,зов
280,Lärm::N,гайф,шум
281,Lärm::N,жалакодома,шум
282,Laut::N,вайгяль,звук
283,Ton::N,вайгяль,звучание
284,Lied::N,мора,песня
285,Ruhe::N,сетьме,покой
286,Leute::N,ломатть,люди
287,Volk::N,наро́д,народ
288,Arbeit::N,тев,работа
289,Gast::N,и́нжи,гость
290,Gast::N,ко́нак,гость
291,Geschenk::N,казне,подарок
292,Spiel::N,налхкома,игра
293,Spiel::N,налхксема,игра
294,Gesellschaft::N,кружок,общество
295,Hilfe::N,лездома,помощь
296,Freund::N,я́лга,друг
297,Kamerad::N,я́лга,приятель
298,Angelegenheit::N,тев,дело
299,Anzahl::N,лувкс,количество
300,Art::N,вид,вид
301,Stück::N,пакш,кусок
302,Teil::N,часть,часть
303,Teil::N,пялькс,часть
304,Hälfte::N,пяле,половина
305,Kreis::N,шаркс,круг
306,Kreuz::N,крёз,крест
307,Linie::N,межа,линия
308,Linie::N,китькс,линия
309,Strich::N,межа,черта
310,Abstand::N,ётка,промежуток
311,Entfernung::N,ётка,расстояние
312,Gegend::N,ва́ста,местность
313,Gegend::N,перьфпя́ль,местность
314,Platz::N,ва́ста,пространство
315,Ort::N,ва́ста,место
316,Seite::N,пяле,сторона
317,Mitte::N,кучка́,середина
318,Gegenstand::N,веща,предмет
319,Sache::N,тев,вещь
320,Sache::N,веща,вещь
321,Rand::N,пе,край
322,Kante::N,и́рдез,ребро
323,Ecke::N,ужа,угол
324,Spitze::N,пря,кончик
325,Ende::N,пе,конец
326,Loch::N,варя,дыра
327,Winkel::N,ужа,угол
328,Muster::N,сёрма,узор
329,Größe::N,серь,размер
330,Länge::N,кува́лма,длина
331,Höhe::N,серь,высота
332,Gewicht::N,сталма,вес
333,Menge::N,лувкс,количество
334,Haufen::N,мар,куча
335,Reihe::N,ряд,ряд
336,Boot::N,венеж,лодка
337,Ruder::N,миле,весло
338,Schlitten::N,ну́рда,сани
339,Ski::N,сокс,лыжа
340,Lagerfeuer::N,то́лмар,костер
341,Last::N,канкс,тяжесть
342,Last::N,сталма,тяжесть
343,Gang::N,молема,ход
344,Schritt::N,аськолкс,шаг
345,Norden::N,якшама шире,север
346,Süden::N,ля́мбе ши́ре,юг
347,Westen::N,ши валгома шире,запад
348,Osten::N,шинь стяма шире,восток
349,Holz::N,вирь,древесина
350,Holz::N,шуфта,древесина
351,Brett::N,лавця,доска
352,Platte::N,плита́,плита
353,Stütze::N,неже,подпорка
354,Stange::N,олга,жердь
355,Stock::N,байдек,палка
356,Stab::N,олгоня,шест
357,Rohr::N,турама,труба
358,Haus::N,куд,дом
359,Heim::N,куд,дом
360,Ofen::N,пянакуд,печь
361,Fußboden::N,кия́кс,пол
362,Tisch::N,шра,стол
363,Tisch::N,моркш,стол
364,Stuhl::N,стул,стул
365,Wiege::N,нюря́м,колыбель
366,Bett::N,ацам,постель
367,Regal::N,лавцяланга,полка
368,Kiste::N,парга,ящик
369,Fenster::N,валмья,окно
370,Tür::N,кенкш,дверь
371,Tor::N,ортат,ворота
372,Zaun::N,перяфкс,забор
373,Dach::N,кудпря,крыша
374,Leiter::N,куцема,лестница
375,Besen::N,тяльме,метла
376,Spaten::N,ка́йме,лопата
377,Schaufel::N,ко́поня,совок
378,Schaufel::N,ця́рдом,совок
379,Gabel::N,ця́нгоня,вилка
380,Löffel::N,куцю,ложка
381,Messer::N,пеель,нож
382,Nagel::N,эска,гвоздь
383,Haken::N,кя́чказ,крюк
384,Griff::N,недь,ручка
385,Griff::N,кунда́мка,ручка
386,Schloss::N,замо́к,замок
387,Bild::N,карти́на,картина
388,Figur::N,ронга-понда,фигура
389,Puppe::N,ня́ка,кукла
390,Beutel::N,кяскав,мешок
391,Bündel::N,кярьме,связка
392,Tasche::N,кошяльня,сумка
393,Eimer::N,ве́дарка,ведро
394,Deckel::N,тавадкс,крышка
395,Deckel::N,вельхкс,крышка
396,Geschirr::N,кядьге,посуда
397,Sack::N,кяскав,мешок
398,Tasse::N,ша́ваня,чашка
399,Topf::N,кавозь,кастрюля
400,Kessel::N,сргавозь,котел
401,Essen::N,ярхцама,еда
402,Nahrung::N,ярхцампяль,пища
403,Speise::N,ярхцама,блюдо
404,Speise::N,ярхцама,кушанье
405,Fleisch::N,пал,мясо
406,Fleisch::N,сиволь,мясо
407,Getreide::N,сёра,хлеб
408,Brei::N,ям,каша
409,Brot::N,кши,хлеб
410,Scheibe::N,кочам,ломоть
411,Fett::N,куя́,жир
412,Butter::N,вай,масло
413,Öl::N,вай,масло
414,Salz::N,сал,соль
415,Suppe::N,шонгарям,суп
416,Suppe::N,коршампяль,суп
417,Honig::N,медь,мед
418,Milch::N,лофца,молоко
419,Tee::N,чай,чай
420,Leder::N,кедь,кожа
421,Wolle::N,пона,шерсть
422,Stoff::N,котф,ткань
423,Nadel::N,салмокс,игла
424,Faden::N,сюре,нитка
425,Knopf::N,пуня,пуговица
426,Knoten::N,сюлма,узел
427,Farbe::N,архтомбяль,краска
428,Kleidung::N,щам,одежда
429,Hemd::N,па́нар,рубашка
430,Kragen::N,сиве,воротник
431,Ärmel::N,ожа,рукав
432,Hose::N,понкст,брюки
433,Gürtel::N,каркс,пояс
434,Mütze::N,вазь,шапка
435,Schuh::N,башма́к,ботинок
436,Stiefel::N,кя́ме,сапог
437,Ring::N,суркс,кольцо
438,Band::N,керькс,лента
439,Band::N,лента,лента
440,Kamm::N,сюрьхцем,расческа
441,Spiegel::N,ванома,зеркало
442,Riemen::N,шнань каркс,ремень
443,Schnur::N,пикс,веревка
444,Schnur::N,карькскя,веревка
445,Leine::N,вядьме,поводок
446,Decke::N,вельхкс,одеяло
447,Kissen::N,тоду,подушка
448,Tuch::N,руця́,платок
449,Handtuch::N,на́рдама,полотенце
450,Kraft::N,вий,сила
451,Stärke::N,вииши,крепость
452,Gesundheit::N,шумбраши́,здоровье
453,Krankheit::N,урма́,болезнь
454,Krankheit::N,сярядема,болезнь
455,Schmerz::N,маряма,боль
456,Wunde::N,керф,рана
457,Fieber::N,маштыкс,лихорадка
458,Fieber::N,маштыкс,температура
459,Arznei::N,надо́бья,лекарство
460,Arznei::N,пъчка́фтома,лекарство
461,Brücke::N,седь,мост
462,Brunnen::N,эши,колодец
463,Weide::N,ванома васта,пастбище
464,Pfad::N,ян,тропа
465,Pfad::N,киня́,тропа
466,Weg::N,ки,путь
467,Weg::N,ки,дорога
468,Straße::N,ки,улица
469,Straße::N,ки,дорога
470,Dorf::N,веле,деревня
471,Stadt::N,ош,город
472,Brief::N,сёрма,письмо
473,Buch::N,книга,книга
474,Buchstabe::N,бу́ква,буква
475,Zeitung::N,газе́та,газета
476,Leben::N,эряф,жизнь
477,Leben::N,эряма,жизнь
478,Tod::N,кулома́,смерть
479,Grab::N,калма,могила
480,Kirche::N,це́рькав,церковь
481,Sünde::N,пежеть,грех
482,Sünde::N,муворкс,грех
483,Gott::N,шкай,бог
484,Arbeiter::N,трудендай,рабочий
485,Arbeiter::N,работник,рабочий
486,Chef::N,азор,начальник
487,Chef::N,оцюня,начальник
488,Meister::N,мастяр,мастер
489,Arzt::N,врач,врач
490,Arzt::N,доктор,врач
491,Lehrer::N,учи́тель,учитель
492,Geld::N,ярмакт,деньги
493,Geschäft::N,ладяфкс,занятие
494,Geschäft::N,ладяф тев,занятие
495,Laden::N,ла́вка,магазин
496,Preis::N,питне,цена
497,Ware::N,миф,товар
498,Ware::N,ра́маф,товар
499,Nutzen::N,пара,выгода
500,Nutzen::N,лезкс,выгода
501,Reichtum::N,ко́зяши,богатство
502,Welt::N,свет,мир
503,Land::N,мастор,страна
504,Staat::N,государства,государство
505,König::N,король,король
506,Macht::N,азорондама,власть
507,Macht::N,азорксши,власть
508,Grenze::N,ёткаян,граница
509,Krieg::N,война́,война
510,Feind::N,душман,враг
511,Feind::N,каршек тюри,враг
512,Gewalt::N,наругама,насилие
513,Kampf::N,тюрема́,борьба
514,Bogen[Waffe]::N,нал,лук
515,Pfeil::N,нал,стрела
516,Gewehr::N,винто́вка,ружье
517,Fehler::N,эльбядькс,ошибка
518,Lüge::N,васькафнема,ложь
519,Schaden::N,зия́н,вред
520,Unglück::N,зия́н,беда
521,Schuld::N,муворши,вина
522,Alter::N,эряф кизот,возраст
523,Alter::N,эряфонь пинге,возраст
524,Schluss::N,пе,окончание
525,Zeit::N,пинге,время
526,Tag::N,ши,день
527,Morgen::N,шобдава,утро
528,Mittag::N,шикучка,полдень
529,Abend::N,иля́дь,вечер
530,Nacht::N,ве,ночь
531,Woche::N,недя́ля,неделя
532,Monat::N,ков,месяц
533,Jahr::N,киза,год
534,Frühling::N,тунда́,весна
535,Sommer::N,киза,лето
536,Herbst::N,сёксе,осень
537,Winter::N,тяла,зима
538,Januar::N,кельмеков,январь
539,Februar::N,уфайков,февраль
540,März::N,марайков,март
541,April::N,шудиков,апрель
542,Mai::N,панжиков,май
543,Juni::N,лямбеков,июнь
544,Juli::N,псиков,июль
545,August::N,сёроньков,август
546,September::N,тюжягов,сентябрь
547,Oktober::N,кельмазаков,октябрь
548,November::N,эйндамков,ноябрь
549,Dezember::N,кучкаков,декабрь
550,Montag::N,одговши,понедельник
551,Dienstag::N,ша́вши,вторник
552,Mittwoch::N,вержи,среда
553,Donnerstag::N,шува́ланя,четверг
554,Freitag::N,пя́денця,пятница
555,Samstag::N,ёткши,суббота
556,Sonntag::N,таргоши,воскресенье
557,groß::A,оцю,большой
558,klein::A,ёмла,маленький
559,lang::A,кува́ка,длинный
560,kurz::A,нюрьхкя́ня,короткий
561,breit::A,кели,широкий
562,schmal::A,тяйня,узкий
563,dicht::A,сиде,густой
564,dicht::A,туста,густой
565,dick[Gegenstand]::A,эчке,толстый
566,dünn::A,шува́ня,тонкий
567,fein::A,шува́ня,тонкий
568,fest::A,кеме,крепкий
569,flach::A,лапш,плоский
570,glatt::A,вадяв,гладкий
571,glatt::A,такор,гладкий
572,hart::A,калгода,твердый
573,weich::A,ляпе,мягкий
574,rund::A,кру́глай,круглый
575,spitz::A,ботаз,остроконечный
576,spitz::A,оржа,остроконечный
577,scharf::A,оржа,острый
578,stumpf::A,ношка,тупой
579,schwer::A,стака,тяжелый
580,schön::A,мазы,красивый
581,heiß::A,пси,жаркий
582,warm::A,лямбе,теплый
583,kalt::A,кельме,холодный
584,kühl::A,эше,прохладный
585,frisch::A,свежай,свежий
586,feucht::A,летьке,влажный
587,nass::A,начка,мокрый
588,trocken::A,коське,сухой
589,voll::A,пяшксе,полный
590,voll::A,пяшксе,наполненный
591,leer::A,шава,пустой
592,offen::A,панжада,открытый
593,offen::A,виде,открытый
594,geschlossen::A,пякстаф,закрытый
595,geschlossen::A,сёлгф,закрытый
596,sauber::A,ару,чистый
597,schmutzig::A,рда́зу,грязный
598,schmutzig::A,пя́ндра,грязный
599,roh::A,верок,сырой
600,reif::A,ке́нерьф,зрелый
601,lecker::A,танцти,вкусный
602,süß::A,ламбама,сладкий
603,bitter::A,сяпи,горький
604,sauer::A,шапама,кислый
605,hell::A,валда,светлый
606,dunkel::A,шобда,темный
607,schwarz::A,равжа,черный
608,weiß::A,акша,белый
609,rot::A,якстерь,красный
610,gelb::A,тюжя́,желтый
611,blau::A,сенем,синий
612,grün::A,пиже,зеленый
613,grün::A,сянгяря,зеленый
614,grau::A,уле,серый
615,bunt::A,сёрмав,пестрый
616,billig::A,у́цез,дешевый
617,billig::A,аф пи́тни,дешевый
618,teuer::A,пи́тни,дорогой
619,wertvoll::A,питни,ценный
620,blind::A,сокор,слепой
621,taub::A,пярав,глухой
622,kräftig::A,пяк вии,могучий
623,stark::A,вии,сильный
624,schwach::A,лафча,слабый
625,fett::A,куя́,жирный
626,schlank::A,виде ронга,стройный
627,hübsch::A,мазы,прелестный
628,böse::A,кяжи,злой
629,dumm::A,аф ёню,глупый
630,dumm::A,шава пря,глупый
631,faul::A,нола,ленивый
632,fleißig::A,ку́лхцонды,прилежный
633,geizig::A,кирьжя,жадный
634,geizig::A,жаднай,жадный
635,klug::A,ёню,умный
636,klug::A,пря́ви,умный
637,geschickt::A,маштозь тиф,искусный
638,lieb::A,цебярь,милый
639,lustig::A,ра́хси,веселый
640,sanft::A,сетьме,нежный
641,hungrig::A,вача,голодный
642,hungrig::A,вачеда,голодный
643,krank::A,сяряди,больной
644,nackt::A,штада,голый
645,nackt::A,кърхтапа,голый
646,traurig::A,ла́жнай,грустный
647,lebendig::A,эряй,живой
648,gut::A,пара,хороший
649,gut::A,цебярь,хороший
650,schlecht::A,кальдяв,плохой
651,richtig::A,виде,правильный
652,schlimm::A,кальдяв,отвратительный
653,schlimm::A,кальдяв,мерзкий
654,wahr::A,афкуксонь,настоящий
655,alt::A,ташта,старый
656,neu::A,од,новый
657,ehemalig::A,и́нгольдень,бывший
658,alt[Lebewesen]::A,сире,пожилой
659,jung::A,од,молодой
660,arm::A,а́шу,бедный
661,reich::A,козя,богатый
662,bekannt::A,содаф,знакомый
663,berühmt::A,содавикс,знаменитый
664,fremd::A,лия,чужой
665,fremd::A,аф содаф,чужой
666,verschieden::A,аф фкя ла́цонь,разный
667,nah::A,мала,близкий
668,nah::A,аф ичкоздень,близкий
669,fern::A,и́чкоздень,далекий
670,fern::A,куна́рдонь,далекий
671,linker::A,кержи,левый
672,rechter::A,види,правый
673,anderer::A,лия,другой
674,erster::A,васенце,первый
675,zweiter::A,омбоце,второй
676,dritter::A,колмоце,третий
677,letzter::A,ме́кольце,последний
678,allein::ADV,ськамонза,один
679,auf einmal::ADV,вихцок,сразу
680,zusammen::ADV,марс,вместе
681,zusammen::ADV,ма́рса,вместе
682,lange::ADV,кува́тьс,долго
683,plötzlich::ADV,а́пак учт,вдруг
684,sofort::ADV,тяникиге,тотчас
685,später::ADV,ме́ле,позже
686,jetzt::ADV,тяни,сейчас
687,heute::ADV,тячи,сегодня
688,morgen::ADV,ва́нды,завтра
689,bald::ADV,курок,скоро
690,dann::ADV,меле,потом
691,dann::ADV,сяда меле,потом
692,gestern::ADV,ися́к,вчера
693,einst::ADV,весть,однажды
694,einst::ADV,мзя́рда-бди,однажды
695,damals::ADV,эста,тогда
696,danach::ADV,меле,затем
697,vorher::ADV,инголи,раньше
698,zuerst::ADV,ва́сенда,сперва
699,einmal::ADV,весть,раз
700,manchmal::ADV,лия́ста,иногда
701,manchmal::ADV,ко́ста-ко́ста,иногда
702,oft::ADV,си́деста,часто
703,immer::ADV,фалу,всегда
704,immer::ADV,най,всегда
705,niemals::ADV,аф мзя́рдонга,никогда
706,hier::ADV,тяса,здесь
707,hierhin::ADV,сей,сюда
708,hierhin::ADV,тяза,сюда
709,von hier::ADV,тя́ста,отсюда
710,dort::ADV,тоса,там
711,dorthin::ADV,тов,туда
712,dorthin::ADV,тоза,туда
713,geradeaus::ADV,ви́деста,прямо
714,vorwärts::ADV,и́нголи,вперед
715,rückwärts::ADV,ме́ки,назад
716,zurück::ADV,ме́ки,обратно
717,unten::ADV,ала,внизу
718,hinab::ADV,алу,вниз
719,oben::ADV,вяре,наверху
720,hinauf::ADV,вяри,вверх
721,überall::ADV,се́мбе ва́стова,везде
722,nicht::ADV,аф,не
723,ein wenig::ADV,аф лама,немного
724,kaum::ADV,а́ньцек,едва
725,sehr::ADV,пяк,очень
726,so::ADV,ста́не,так
727,noch::ADV,нинге,еще
728,nur::ADV,аньцек,только
729,schon::ADV,ни,уже
730,wieder::ADV,та́га,опять
731,vergebens::ADV,стак,напрасно
732,vor::PRP,инголе,перед
733,hinter::PRP,фтала,за
734,hinter::PRP,фтала,позади
735,hinter::PRP,мельге,за
736,hinter::PRP,мельге,позади
737,unter::PRP,ала,под
738,durch::PRP,пачк,сквозь
739,neben::PRP,ваксса,возле
740,zwischen::PRP,ёткса,между
741,wegen::PRP,сюнеда,из-за
742,dies::PRN,тя,это
743,das::PRN,ся,то
744,das::PRN,тона,то
745,alles::PRN,сембе,все
746,ich::PRN,мон,я
747,du::PRN,тон,ты
748,er::PRN,сон,он
749,wir::PRN,минь,мы
750,ihr::PRN,тинь,вы
751,sie::PRN,синь,они
752,was::FPRN,мезе,что
753,wer::FPRN,кие,кто
754,wo::FADV,коса,где
755,wohin::FADV,ков,куда
756,wohin::FADV,коза,куда
757,wie::FADV,ко́да,как
758,warum::FADV,мес,почему
759,wieviel::FNUM,мзя́ра,сколько
760,eins::NUM,фкя,один
761,zwei::NUM,кафта,два
762,drei::NUM,колма,три
763,vier::NUM,ниле,четыре
764,fünf::NUM,вете,пять
765,sechs::NUM,кота,шесть
766,sieben::NUM,сисем,семь
767,acht::NUM,кафкса,восемь
768,neun::NUM,ве́йхкса,девять
769,zehn::NUM,кемонь,десять
770,elf::NUM,кефкие,одиннадцать
771,zwölf::NUM,кемгафтува,двенадцать
772,zwanzig::NUM,комсь,двадцать
773,dreißig::NUM,колмогемонь,тридцать
774,vierzig::NUM,нильге́монь,сорок
775,fünfzig::NUM,ве́дьгемонь,пятьдесят
776,sechzig::NUM,ко́дгемонь,шестьдесят
777,siebzig::NUM,сизьге́монь,семьдесят
778,achtzig::NUM,ка́фксогемонь,восемьдесят
779,neunzig::NUM,ве́йхксогемонь,девяносто
780,hundert::NUM,сяда,сто
781,tausend::NUM,тёжянь,тысяча
782,und::CNJ,и,и
783,und::CNJ,дъ,и
784,oder::CNJ,или,или
785,oder::CNJ,или,либо
786,oder::CNJ,али,или
787,oder::CNJ,али,либо
788,stehen::V,а́щемс стя́да,стоять
789,sitzen::V,ащемс озада,сидеть
790,liegen::V,ма́дозь а́щемс,лежать
791,hängen::V,нюрьгомс,висеть
792,werden::V,арамс,стать
793,werden::V,тиевомс,стать
794,passieren::V,лисэмс,случиться
795,passieren::V,эвондамс,случиться
796,beginnen::V,ушедомс,начаться
797,enden::V,лоткамс,кончиться
798,wechseln::V,по́лафнемс,меняться
799,aufgehen[Sonne]::V,стямс,взойти
800,aufgehen[Sonne]::V,лисемс,взойти
801,untergehen[Sonne]::V,валгомс,зайти
802,scheinen[Sonne]::V,ва́лдоптомс,светить
803,donnern::V,торамс,греметь
804,wehen::V,уфа́мс,дуть
805,strömen::V,шудемс,литься
806,fließen::V,шудемс,течь
807,sich drehen::V,шаромс,вращаться
808,schwanken::V,якамс,колебаться
809,schwingen::V,люксемс,качаться
810,schwingen::V,нюрьсемс,качаться
