,Concept_ID,uk,vep
825,schwanken::V,коливатися,čibuda
826,schwingen::V,хитатися,čibuda
827,schwingen::V,гойдатися,čibuda
828,fallen::V,падати,langeta
829,brennen::V,горіти,pallada
830,rauchen::V,диміти,savustada
831,regnen::V,дощити,vihmda
832,gefrieren::V,змерзнути,jäduda
833,gefrieren::V,змерзнути,kül'mdä
834,tauen::V,танути,sulada
835,schmelzen::V,плавитися,sulada
836,trocknen::V,сохнути,kuida
837,trocknen::V,сохнути,kuivehtuda
838,sieden::V,кипіти,kehuda
839,faulen::V,гнити,hapata
840,faulen::V,гнити,traudäs
841,verfaulen::V,згнити,hapata
842,reißen::V,рватися,rebita
843,versinken::V,тонути,upota
844,vergehen::V,проходити,mända
845,erscheinen::V,з’явитися,ozutadas
846,verschwinden::V,щезнути,hajeta
847,verschwinden::V,зникнути,hajeta
848,sinken::V,спадати,väheta
849,sinken::V,спадати,lasktas
850,abnehmen::V,поменшитися,peneta
851,zunehmen::V,збільшуватися,ližaduda
852,steigen::V,підніматися,nousta
853,wachsen::V,рости,kazda
854,glänzen::V,блищати,loštta
855,funkeln::V,блискати,hoštta
856,lärmen::V,шуміти,robaita
857,läuten::V,дзвонити,judaita
858,klingeln::V,дзвонити,kelotada
859,klirren::V,дзвякати,biraita
860,brausen::V,бушувати,bruncta
861,rauschen::V,шелестіти,šobaita
862,klingen::V,лунати,heläita
863,klingen::V,звучати,heläita
864,bellen::V,гавкати,nutta
865,heulen::V,вити,ulaita
866,blasen::V,дунути,puhuda
867,pfeifen::V,свистіти,pistta
868,pfeifen::V,свистіти,vihelta
869,schreien::V,кричати,kirkta
870,schreien::V,кричати,kidastada
871,stöhnen::V,стогнати,ohkta
872,stöhnen::V,стогнати,voivotada
873,zittern::V,тремтіти,säraita
874,leben::V,жити,eläda
875,geboren werden::V,народитися,sünduda
876,atmen::V,дихати,henktä
877,trinken::V,пити,joda
878,essen::V,їсти,söda
879,schlucken::V,ковтати,lainata
880,müde werden::V,втомитися,väzuda
881,müde werden::V,втомитися,šuštuda
882,einschlafen::V,заснути,uinota
883,schlafen::V,спати,magata
884,schlafen::V,спати,nukkuda
885,aufwachen::V,прокинутися,heraštuda
886,aufstehen::V,встати,nousta
887,sich erholen::V,відпочивати,lebaitas
888,krank werden::V,захворіти,läžegata
889,krank sein::V,хворіти,läžuda
890,schmerzen::V,боліти,kibištada
891,husten::V,кашляти,rügda
892,genesen::V,одужати,tervehtuda
893,genesen::V,видужати,tervehtuda
894,sterben::V,померти,kolda
895,umkommen::V,згинути,kolda
896,sich bewegen::V,рухатися,likkuda
897,sich rühren::V,ворушитися,likahtada
898,sich rühren::V,ворушитися,kubahtada
899,sich erheben::V,встати,nousta
900,sich setzen::V,сісти,išttas
901,hinfallen::V,упасти,langeta
902,laufen::V,ходити,kävuda
903,schreiten::V,крокувати,astta
904,schreiten::V,крокувати,haškta
905,spazierengehen::V,гуляти,kävelta
906,eilen::V,спішити,kiruhtada
907,sich beeilen::V,поспішати,kiruhtada
908,sausen::V,мчатися,fun'urta
909,rennen::V,бігати,joksta
910,springen::V,скакати,hüptä
911,springen::V,стрибати,hüptä
912,klettern::V,лазити,libuda
913,schaukeln::V,гойдатися,čibuda
914,kriechen::V,повзати,ličtas
915,schwimmen::V,пливти,ujuda
916,schwimmen::V,плавати,ujuda
917,tauchen::V,пірнати,čukautas
918,rudern::V,гребти,souta
919,rudern::V,веслувати,souta
920,fahren::V,їхати,ajada
921,fahren::V,їхати,ajelda
922,fliegen::V,літати,leta
923,gehen::V,іти,mända
924,gehen::V,іти,kävuda
925,weggehen::V,піти,päzda
926,weggehen::V,піти,lähtta
927,abfahren::V,від’їхати,tönduda
928,abfahren::V,відправитися,tönduda
929,anhalten::V,зупинитися,seižutadas
930,hineingehen::V,входити,mända südäimehe
931,eintreten::V,увійти,tulda
932,kommen::V,прийти,tulda
933,ankommen::V,прибути,tulda
934,zurückkommen::V,повернутися,pörtas
935,bleiben::V,залишитися,jäda
936,warten::V,чекати,varastada
937,erwarten::V,чекати,varastada
938,suchen::V,шукати,ectä
939,finden::V,знайти,löuta
940,versuchen::V,випробовувати,ladida
941,versuchen::V,випробовувати,rohkaita
942,vorbereiten::V,підготувати,vaumita
943,lieben::V,любити,armastada
944,mögen::V,любити,navedida
945,mögen::V,подобатися,navedida
946,lachen::V,сміятися,nagrda
947,rühren::V,розчулити,likutada
948,weinen::V,плакати,itkta
949,schimpfen::V,лаятися,laidas
950,schimpfen::V,лаятися,pačatada
951,sich ärgern::V,сердитися,rändüda
952,sich fürchten::V,боятися,varaita
953,fürchten::V,боятися,varaita
954,fliehen::V,тікати,pageta
955,flüchten::V,утекти,pageta
956,flüchten::V,утекти,joksta
957,sehen::V,бачити,nähta
958,anschauen::V,поглянути,kacta
959,ansehen::V,дивитися на,kacta
960,hören::V,чути,kulda
961,zuhören::V,слухати,kundeltas
962,probieren::V,покуштувати,mujada
963,riechen::V,нюхати,rižada
964,fühlen::V,відчувати,mujada
965,scheinen::V,здаватися,näguda
966,zu sehen sein::V,виднітися,näguda
967,vernehmen::V,почути,kulištada
968,frieren::V,мерзнути,kül'mdä
969,tun::V,робити,tehta
970,können::V,могти,voida
971,können::V,могти,mahtta
972,wollen::V,хотіти,himoita
973,wollen::V,хотіти,tahtoida
974,anfangen::V,почати,zavottä
975,anfangen::V,почати,augotada
976,beenden::V,закінчити,loptä
977,aufhören::V,перестати,loptas
978,gelingen::V,вдатися,lähtta
979,gelingen::V,вдатися,tehtas
980,geraten::V,опинитися,tulda
981,öffnen::V,відкрити,avaita
982,schließen::V,закрити,saubata
983,stellen::V,поставити,panda
984,stellen::V,поставити,seižutada
985,setzen::V,посадити,ištutada
986,legen::V,класти,panda
987,berühren::V,чіпати,koskta
988,berühren::V,чіпати,käziduda
989,verbinden::V,зв’язати,ühtenzoitta
990,bedecken::V,покрити,katta
991,bedecken::V,покрити,peitta
992,aufhängen::V,повісити,riputada
993,anzünden::V,запалити,sütutada
994,aufheben::V,підняти,leta
995,zurücklassen::V,залишити,jätta
996,verlieren::V,загубити,kadotada
997,fallen lassen::V,упустити,kirbotada
998,machen::V,зробити,säta
999,machen::V,зробити,tehta
1000,herstellen::V,виготовити,tehta
1001,bauen::V,будувати,leta
1002,bauen::V,будувати,sauda
1003,reparieren::V,лагодити,koheta
1004,verbessern::V,поліпшити,paremboita
1005,ändern::V,змінити,vajehtada
1006,graben::V,копати,kaida
1007,graben::V,копати,čongoida
1008,beugen::V,зігнути,koverta
1009,biegen::V,погнути,painda
1010,drehen::V,вертіти,punotada
1011,wenden::V,повернути,käta
1012,wenden::V,повернути,kärauta
1013,umdrehen::V,перевернути,käta
1014,heben::V,піднімати,leta
1015,hochheben::V,підняти,libutada
1016,ergreifen::V,схопити,tabata
1017,halten::V,тримати,pidada
1018,drücken::V,натискати,painda
1019,schieben::V,пхати,žigutada
1020,schieben::V,штовхати,žigutada
1021,kratzen::V,шкребти,künstä
1022,lecken::V,лизати,nolda
1023,beißen::V,кусати,purda
1024,beißen::V,кусати,hambastada
1025,abreißen::V,відірвати,ratketa
1026,abschneiden::V,відрізати,čapata
1027,abschneiden::V,відрізати,leikata
1028,binden::V,в’язати,sidoda
1029,stecken::V,увіткнути,čokaita
1030,brechen::V,зламати,katkaita
1031,klopfen::V,стукати,kolkotada
1032,hauen::V,бити,löda
1033,kleben::V,клеїти,klejata
1034,reiben::V,терти,hosta
1035,reiben::V,терти,törkita
1036,reiben::V,терти,jorotada
1037,streichen::V,намазати,voita
1038,schleifen::V,точити,hijoida
1039,schleifen::V,точити,teravzoitta
1040,schneiden::V,різати,leikata
1041,rütteln::V,хитати,heilutada
1042,schütteln::V,трясти,pudištada
1043,schwenken::V,махати,maihutada
1044,schütten::V,налити,valada
1045,füllen::V,наповнити,täutta
1046,einwickeln::V,загорнути,kärdä
1047,tragen::V,нести,kantta
1048,tragen::V,нести,kandišta
1049,schleppen::V,тягти,vedätada
1050,ziehen::V,тягнути,vedada
1051,aufbewahren::V,зберігати,kaita
1052,werfen::V,кидати,čuta
1053,werfen::V,кидати,tactä
1054,fangen::V,ловити,püta
1055,packen::V,схопити,tabata
1056,verstecken::V,сховати,peitta
1057,teilen::V,розділити,jagada
1058,schicken::V,посилати,oigeta
1059,bringen::V,принести,veda
1060,hinzufügen::V,додати,ližata
1061,bekommen::V,дістати,sada
1062,erhalten::V,одержати,sada
1063,nehmen::V,взяти,otta
1064,wählen::V,вибрати,valita
1065,auswählen::V,відібрати,valita
1066,bewahren::V,зберегти,kaita
1067,behindern::V,перешкоджати,telustada
1068,verderben::V,зіпсувати,travida
1069,beschädigen::V,зашкодити,satatada
1070,zerbrechen::V,розбити,mureta
1071,zerreißen::V,розірвати,rebitada
1072,zerstören::V,зруйнувати,mureta
1073,verbrennen::V,спалити,poltta
1074,geben::V,дати,antta
1075,reichen::V,передати,antta
1076,schenken::V,дарувати,lahjoita
1077,versprechen::V,обіцяти,toivotada
1078,wünschen::V,бажати,toivotada
1079,loben::V,хвалити,kitta
1080,küssen::V,цілувати,tervehtada
1081,wiegen::V,качати,likutada
1082,zudecken::V,накрити,katta
1083,wecken::V,розбудити,noustatada
1084,zeigen::V,показати,ozutada
1085,führen::V,вести,astutada
1086,lehren::V,вчити,opeta
1087,unterrichten::V,викладати,opeta
1088,aufziehen::V,виховати,kazvatada
1089,leiten::V,керувати,ohjata
1090,antreiben::V,підганяти,rigehtoitta
1091,lassen::V,змусити,käskta
1092,einladen::V,запросити,kucta
1093,vereinigen::V,об’єднати,ühtenzoitta
1094,besuchen::V,завітати,rižada
1095,besuchen::V,відвідати,rižada
1096,treffen::V,зустріти,vastata
1097,sich versammeln::V,зібратися,kägeta
1098,sich versammeln::V,зібратися,sätas
1099,spielen::V,грати,väta
1100,singen::V,співати,pajatada
1101,tanzen::V,танцювати,kargaita
1102,sich trennen::V,розлучитися,erigata
1103,verlassen::V,покинути,jätta
1104,retten::V,врятувати,päzutada
1105,bewachen::V,охороняти,varjoita
1106,schützen::V,уберігати,kaita
1107,verteidigen::V,захистити,kaita
1108,sich schlagen::V,битися,torata
1109,sich schlagen::V,дратися,torata
1110,schießen::V,стріляти,ampta
1111,siegen::V,перемогти,vägestada
1112,ärgern::V,сердити,verdutada
1113,ärgern::V,сердити,rändütada
1114,schlagen::V,ударити,löda
1115,schlagen::V,ударити,iškta
1116,treten::V,штовхати,peksta
1117,treten::V,штовхати,topsta
1118,stechen::V,вколоти,pystiä
1119,stoßen::V,штовхнути,iškta
1120,stoßen::V,штовхнути,pudištada
1121,stehlen::V,украсти,vargastada
1122,stören::V,перешкодити,keskustada
1123,belästigen::V,докучати,tartuteldas
1124,verbergen::V,сховати,katelda
1125,täuschen::V,обдурити,manitada
1126,betrügen::V,зшахраювати,manitada
1127,töten::V,убити,rikta
1128,töten::V,убити,surmita
1129,wohnen::V,жити,eläda
1130,wohnen::V,мешкати,eläda
1131,arbeiten::V,працювати,rata
1132,sammeln::V,зібрати,kogota
1133,pflücken::V,зривати,poimda
1134,jagen::V,полювати,mecata
1135,fischen::V,рибалити,kalatada
1136,fassen::V,піймати,tabata
1137,hüten::V,пасти,paimeta
1138,treiben::V,гнати,ajada
1139,anbinden::V,прив’язати,küttestada
1140,anbinden::V,прив’язати,sidoda
1141,füttern::V,годувати,sötta
1142,füttern::V,харчувати,sötta
1143,melken::V,доїти,lüpsta
1144,hacken::V,рубати,sauda
1145,gießen::V,полити,valada
1146,reifen::V,дозріти,küpseta
1147,zubereiten::V,зготовити,vaumištada
1148,zubereiten::V,приготувати,vaumištada
1149,kochen::V,варити,keitta
1150,kochen::V,готувати,keitta
1151,backen::V,пекти,paštta
1152,braten::V,смажити,žarda
1153,umrühren::V,переміщати,segoitada
1154,stricken::V,в’язати,kudoda
1155,nähen::V,шити,ombelta
1156,färben::V,пофарбувати,mujutada
1157,reinigen::V,очистити,puhtastada
1158,waschen::V,мити,pesta
1159,abwischen::V,витерти,pühktä
1160,spülen::V,полоскати,huhtoida
1161,fegen::V,підмітати,pühkta
1162,kehren::V,мести,uhoita
1163,baden::V,купатися,kül'ptäs
1164,sich waschen::V,митися,pestas
1165,ausziehen::V,зняти,riičta
1166,ausziehen::V,зняти,rušta
1167,anziehen::V,надіти,panda päle
1168,anziehen::V,надіти,panda kädehe
1169,anziehen::V,надіти,panda jaugha
1170,sich anziehen::V,одягтися,sobdas
1171,sich anziehen::V,одягнутися,sobdas
1172,kämmen::V,зачесати,harjata
1173,schmücken::V,оздобити,čomitada
1174,sagen::V,сказати,sanuda
1175,sprechen::V,говорити,pagišta
1176,reden::V,розмовляти,pagišta
1177,sich unterhalten::V,бесідувати,lodaita
1178,fragen::V,запитати,küzuda
1179,bitten::V,просити,pakita
1180,erzählen::V,розповісти,sanuda
1181,erzählen::V,розповісти,starinoita
1182,mitteilen::V,повідомити,tedotada
1183,nennen::V,назвати,nimitada
1184,rufen::V,кликати,kucta
1185,prahlen::V,хвалитися,kittäs
1186,übersetzen::V,перекласти,käta
1187,denken::V,думати,meletada
1188,denken::V,мислити,meletada
1189,glauben::V,вірити,uskta
1190,bemerken::V,помітити,homaita
1191,erkennen::V,пізнати,tundištada
1192,begreifen::V,осягнути,tabata
1193,verstehen::V,почути,el'geta
1194,verstehen::V,почути,toimetada
1195,lernen::V,навчатися,opetas
1196,wissen::V,знати,teta
1197,sich erinnern an::V,пам’ятати,johtutada
1198,vergessen::V,забути,unohtada
1199,messen::V,міряти,märita
1200,zählen::V,лічити,lugeda
1201,rechnen::V,рахувати,lugeda
1202,lesen::V,читати,lugeda
1203,malen::V,малювати,pirta
1204,zeichnen::V,рисувати,pirta
1205,schreiben::V,писати,kirjutada
1206,besitzen::V,мати,omištada
1207,kaufen::V,купити,ostta
1208,verkaufen::V,продати,möda
1209,bezahlen::V,заплатити,maksta
1210,zahlen::V,платити,maksta
1211,beherrschen::V,володіти,valdoita
1212,ertragen::V,витерпіти,tirpta
