,Concept_ID,,az
117,Stamm::N,,gövdə
118,Rinde::N,,qabıq
119,Ast::N,,şax
120,Zweig::N,,budaq
121,Blatt::N,,yarpaq
122,Birke::N,,tozağacı
123,Kiefer[Baum]::N,,şam
124,Weide[Baum]::N,,söyüd
125,Tanne::N,,küknar
126,Horn::N,,buynuz
127,Feder::N,,tük
128,Feder::N,,lələk
129,Fell::N,,xəz
130,Flügel::N,,qanad
131,Klaue::N,,pəncə
132,Kralle::N,,dırnaq
133,Schwanz::N,,quyruq
134,Ei::N,,yumurta
135,Nest::N,,yuva
136,Bau::N,,yuva
137,Tier::N,,heyvan
138,Herde::N,,sürü
139,Kuh::N,,inək
140,Bulle::N,,öküz
141,Pferd::N,,at
142,Schaf::N,,qoyun
143,Schwein::N,,donuz
144,Hund::N,,it
145,Hund::N,,köpək
146,Katze::N,,pişik
147,Bär::N,,ayı
148,Eichhörnchen::N,,dələ
149,Elch::N,,sığın
150,Fuchs::N,,tülkü
151,Hase::N,,dovşan
152,Maus::N,,siçan
153,Wolf::N,,qurd
154,Vogel::N,,quş
155,Schwarm::N,,sürü
156,Huhn::N,,toyuq
157,Hahn::N,,xoruz
158,Gans::N,,qaz
159,Adler::N,,qartal
160,Adler::N,,qaraquş
161,Ente::N,,ördək
162,Eule::N,,bayquş
163,Kranich::N,,durna
164,Krähe::N,,qarğa
165,Kuckuck::N,,ququ
166,Schwan::N,,qu quşu
167,Fisch::N,,balıq
168,Barsch::N,,tar
169,Hecht::N,,durnabalığı
170,Schlange[Tier]::N,,ilan
171,Wurm::N,,qurd
172,Spinne::N,,hörümçək
173,Ameise::N,,qarışqa
174,Laus::N,,bit
175,Mücke::N,,ağcaqanad
176,Fliege::N,,milçək
177,Schmetterling::N,,kəpənək
178,Beere::N,,gilə
179,Apfel::N,,alma
180,Pilz::N,,göbələk
181,Zwiebel::N,,soğan
182,Saat::N,,əkin
183,Korn::N,,taxıl
184,Heu::N,,quru ot
185,Schale::N,,qabıq
186,Grube::N,,çuxur
187,Falle::N,,tələ
188,Falle::N,,duzaq
189,Schlinge::N,,ilmək
190,Spur::N,,iz
191,Asche::N,,kül
192,Dreck::N,,kir
193,Eisen::N,,dəmir
194,Gold::N,,altun
195,Silber::N,,gümüş
196,Kohle::N,,kömür
197,Glas::N,,şüşə
198,Lehm::N,,gil
199,Lehm::N,,palçıq
200,Sand::N,,qum
201,Mensch::N,,adam
202,Mensch::N,,insan
203,Mann::N,,kişi
204,Frau::N,,qadın
205,Kind::N,,uşaq
206,Junge::N,,oğlan
207,Mädchen::N,,qız
208,Familie::N,,ailə
209,Großvater::N,,baba
210,Großmutter::N,,nənə
211,Eltern::N,,valideyn
212,Vater::N,,ata
213,Mutter::N,,ana
214,Sohn::N,,oğul
215,Tochter::N,,qız
216,Bruder::N,,qardaş
217,Schwester::N,,bacı
218,Onkel::N,,əmi
219,Onkel::N,,dayı
220,Tante::N,,bibi
221,Ehemann::N,,ər
222,Ehefrau::N,,arvad
223,Freude::N,,nəşə
224,Freude::N,,sevinc
225,Gelächter::N,,gülüş
226,Gelächter::N,,qəhqəhə
227,Glück::N,,səadət
228,Glück::N,,xoşbəxtlik
229,Kummer::N,,qəm
230,Kummer::N,,kədər
231,Wunsch::N,,arzu
232,Lust::N,,həvəs
233,Geist::N,,ruh
234,Gedanke::N,,fikir
235,Gedanke::N,,düşüncə
236,Gedächtnis::N,,xatir
237,Gedächtnis::N,,hafizə
238,Verstand::N,,ağıl
239,Sinn::N,,məna
240,Grund::N,,səbəb
241,Wahrheit::N,,haqq
242,Wahrheit::N,,doğruluq
243,Gespräch::N,,söhbət
244,Gespräch::N,,qonuşma
245,Märchen::N,,nağıl
246,Erzählung::N,,hekayə
247,Nachricht::N,,xəbər
248,Neuigkeit::N,,xəbər
249,Neuigkeit::N,,yenilik
250,Name::N,,ad
251,Rätsel::N,,tapmaca
252,Rede::N,,nitq
253,Sprache::N,,dil
254,Stimme::N,,səs
255,Wort::N,,söz
256,Wort::N,,kəlmə
257,Zeichen::N,,nişan
258,Ruf::N,,çığırtı
259,Lärm::N,,gurultu
260,Laut::N,,səs
261,Ton::N,,ton
262,Lied::N,,mahnı
263,Ruhe::N,,sakitlik
264,Leute::N,,xalq
265,Volk::N,,millət
266,Arbeit::N,,iş
267,Arbeit::N,,əmək
268,Gast::N,,qonaq
269,Gast::N,,müsafir
270,Geschenk::N,,hədiyyə
271,Spiel::N,,oyun
272,Spiel::N,,tamaşa
273,Gesellschaft::N,,cəmiyyet
274,Hilfe::N,,kömək
275,Hilfe::N,,yardım
276,Freund::N,,dost
277,Kamerad::N,,yoldaş
278,Angelegenheit::N,,iş
279,Anzahl::N,,say
280,Art::N,,çeşid
281,Stück::N,,dənə
282,Stück::N,,parça
283,Teil::N,,qisim
284,Hälfte::N,,yarım
285,Kreis::N,,dairə
286,Kreuz::N,,xaç
287,Linie::N,,xətt
288,Strich::N,,cızıq
289,Abstand::N,,məsafə
290,Entfernung::N,,məsafə
291,Entfernung::N,,uzaqlıq
292,Gegend::N,,bölgə
293,Platz::N,,yer
294,Ort::N,,yer
295,Seite::N,,yan
296,Seite::N,,tərəf
297,Mitte::N,,orta
298,Gegenstand::N,,şey
299,Sache::N,,şey
300,Rand::N,,kənar
301,Kante::N,,tiyə
302,Kante::N,,kənar
303,Ecke::N,,bucaq
304,Spitze::N,,uc
305,Ende::N,,son
306,Ende::N,,axır
307,Loch::N,,deşik
308,Winkel::N,,guşə
309,Muster::N,,ülgü
310,Größe::N,,böyüklük
311,Länge::N,,uzunluq
312,Höhe::N,,yüksəklik
313,Gewicht::N,,çəki
314,Gewicht::N,,ağırlıq
315,Menge::N,,miqdar
316,Haufen::N,,yığın
317,Reihe::N,,səf
318,Reihe::N,,sıra
319,Boot::N,,qayıq
320,Ruder::N,,kürək
321,Schlitten::N,,kirşə
322,Ski::N,,xizək
323,Lagerfeuer::N,,düşərgə tonqalı
324,Last::N,,yük
325,Gang::N,,yeriş
326,Schritt::N,,addım
327,Norden::N,,şimal
328,Süden::N,,cənub
329,Westen::N,,qərb
330,Osten::N,,şərq
331,Holz::N,,ağac
332,Holz::N,,taxta
333,Brett::N,,taxta
334,Platte::N,,lövhə
335,Stütze::N,,dayaq
336,Stütze::N,,dəstək
337,Stange::N,,şüvül
338,Stock::N,,dəyənək
339,Stab::N,,əsa
340,Stab::N,,şüvül
341,Rohr::N,,boru
342,Rohr::N,,truba
343,Haus::N,,ev
344,Heim::N,,ev
345,Ofen::N,,peç
346,Ofen::N,,soba
347,Fußboden::N,,döşəmə
348,Tisch::N,,masa
349,Stuhl::N,,stul
350,Wiege::N,,beşik
351,Bett::N,,yataq
352,Regal::N,,rəf
353,Kiste::N,,yeşik
354,Kiste::N,,sandıq
355,Fenster::N,,pəncərə
356,Tür::N,,qapı
357,Tor::N,,darvaza
358,Zaun::N,,çəpər
359,Dach::N,,dam
360,Leiter::N,,nərdivan
361,Besen::N,,süpürgə
362,Spaten::N,,kürək
363,Schaufel::N,,kürək
364,Gabel::N,,çəngəl
365,Löffel::N,,qaşıq
366,Messer::N,,bıçaq
367,Nagel::N,,mıx
368,Netz::N,,tor
369,Haken::N,,çəngəl
370,Griff::N,,qulp
371,Griff::N,,tutacaq
372,Schloss::N,,qıfıl
373,Bild::N,,rəsm
374,Figur::N,,şəkil
375,Figur::N,,heykəl
376,Puppe::N,,kukla
377,Puppe::N,,gəlincik
378,Beutel::N,,kisə
379,Beutel::N,,torba
380,Bündel::N,,bağlama
381,Tasche::N,,çanta
382,Eimer::N,,vedrə
383,Eimer::N,,çəllək
384,Deckel::N,,qapaq
385,Geschirr::N,,qab-qazan
386,Sack::N,,çuval
387,Tasse::N,,fincan
388,Topf::N,,qazan
389,Kessel::N,,qazan
390,Essen::N,,yemək
391,Nahrung::N,,qida
392,Speise::N,,xörək
393,Fleisch::N,,ət
394,Getreide::N,,taxıl
395,Brei::N,,aş
396,Brei::N,,sıyıq
397,Brot::N,,çörək
398,Scheibe::N,,dilim
399,Fett::N,,yağ
400,Butter::N,,kərə yağı
401,Öl::N,,yağ
402,Salz::N,,duz
403,Suppe::N,,şorba
404,Honig::N,,bal
405,Milch::N,,süd
406,Tee::N,,çay
407,Leder::N,,dəri
408,Wolle::N,,yun
409,Stoff::N,,qumaş
410,Nadel::N,,iynə
411,Faden::N,,sap
412,Knopf::N,,düymə
413,Knoten::N,,düyün
414,Farbe::N,,boya
415,Kleidung::N,,geyim
416,Hemd::N,,köynək
417,Kragen::N,,yaxa
418,Ärmel::N,,qol
419,Hose::N,,şalvar
420,Gürtel::N,,kəmər
421,Mütze::N,,şapka
422,Schuh::N,,tufli
423,Schuh::N,,ayaqqabı
424,Stiefel::N,,çəkmə
425,Ring::N,,üzük
426,Band::N,,lent
427,Kamm::N,,daraq
428,Spiegel::N,,güzgü
429,Riemen::N,,qayış
430,Schnur::N,,ip
431,Leine::N,,kəmsik
432,Decke::N,,ədyal
433,Decke::N,,yorğan
434,Kissen::N,,yastıq
435,Tuch::N,,şarf
436,Tuch::N,,kaşne
437,Handtuch::N,,dəsmal
438,Kraft::N,,güc
439,Stärke::N,,qüvvət
440,Gesundheit::N,,sağlamlıq
441,Krankheit::N,,xəstəlik
442,Schmerz::N,,ağrı
443,Schmerz::N,,sancı
444,Wunde::N,,yara
445,Fieber::N,,isitmə
446,Fieber::N,,qızdırma
447,Arznei::N,,ilaç
448,Arznei::N,,dərman
449,Brücke::N,,körpü
450,Brunnen::N,,quyu
451,Weide::N,,otlaq
452,Pfad::N,,cığır
453,Weg::N,,yol
454,Straße::N,,küçə
455,Dorf::N,,kənd
456,Stadt::N,,şəhər
457,Brief::N,,məktub
458,Buch::N,,kitab
459,Buchstabe::N,,hərf
460,Zeitung::N,,qəzet
461,Leben::N,,həyat
462,Tod::N,,ölüm
463,Grab::N,,qəbir
464,Kirche::N,,kilsə
465,Sünde::N,,günah
466,Gott::N,,tanrı
467,Arbeiter::N,,işçi
468,Chef::N,,şef
469,Chef::N,,rəis
470,Meister::N,,usta
471,Arzt::N,,həkim
472,Arzt::N,,doktor
473,Lehrer::N,,müəllim
474,Geld::N,,pul
475,Geschäft::N,,ticarət
476,Laden::N,,dükan
477,Preis::N,,qiymət
478,Ware::N,,mal
479,Nutzen::N,,fayda
480,Reichtum::N,,zənginlik
481,Welt::N,,aləm
482,Welt::N,,dünya
483,Land::N,,ölkə
484,Staat::N,,dövlət
485,König::N,,kral
486,König::N,,məlik
487,Macht::N,,qüdrət
488,Grenze::N,,hüdud
489,Grenze::N,,sərhət
490,Krieg::N,,hərb
491,Krieg::N,,müharibə
492,Feind::N,,düşmən
493,Gewalt::N,,cəbr
494,Kampf::N,,savaş
495,Bogen[Waffe]::N,,yay
496,Pfeil::N,,ox
497,Gewehr::N,,tüfəng
498,Fehler::N,,xəta
499,Lüge::N,,yalan
500,Schaden::N,,ziyan
501,Unglück::N,,bəla
502,Schuld::N,,təqsir
503,Alter::N,,yaş
504,Schluss::N,,son
505,Zeit::N,,vaxt
506,Zeit::N,,zaman
507,Tag::N,,gün
508,Morgen::N,,sabah
509,Mittag::N,,günorta
510,Abend::N,,axşam
511,Nacht::N,,gecə
512,Woche::N,,həftə
513,Monat::N,,ay
514,Jahr::N,,il
515,Frühling::N,,yaz
516,Frühling::N,,bahar
517,Sommer::N,,yay
518,Herbst::N,,payız
519,Winter::N,,qış
520,Januar::N,,Janvar
521,Februar::N,,Fevral
522,März::N,,Mart
523,April::N,,Aprel
524,Mai::N,,May
525,Juni::N,,İyun
526,Juli::N,,İyul
527,August::N,,Avqust
528,September::N,,Sentyabr
529,Oktober::N,,Oktyabr
530,November::N,,Noyabr
531,Dezember::N,,Dekabr
532,Montag::N,,bazar ertəsi
533,Dienstag::N,,çərşənbə axşamı
534,Mittwoch::N,,çərşənbə
535,Donnerstag::N,,cüme axşamı
536,Freitag::N,,cüme
537,Samstag::N,,şənbə
538,Sonntag::N,,bazar
539,groß::A,,böyük
540,klein::A,,kiçik
541,lang::A,,uzun
542,kurz::A,,qısa
543,breit::A,,enli
544,breit::A,,geniş
545,schmal::A,,dar
546,dicht::A,,sıx
547,dick[Gegenstand]::A,,qalın
548,dünn::A,,nazik
549,fein::A,,incə
550,fest::A,,bərk
551,fest::A,,möhkəm
552,flach::A,,düz
553,glatt::A,,hamar
554,hart::A,,sərt
555,weich::A,,yumşaq
556,rund::A,,yuvarlaq
557,spitz::A,,uclu
558,spitz::A,,sivri
559,scharf::A,,kəskin
560,stumpf::A,,küt
561,schwer::A,,ağır
562,schön::A,,gözəl
563,schön::A,,gəşəng
564,heiß::A,,isti
565,warm::A,,ilıq
566,kalt::A,,soyuq
567,kühl::A,,sərin
568,frisch::A,,təzə
569,feucht::A,,nəm
570,nass::A,,yaş
571,trocken::A,,quru
572,voll::A,,dolu
573,leer::A,,boş
574,offen::A,,açıq
575,geschlossen::A,,qapalı
576,sauber::A,,təmiz
577,schmutzig::A,,kirli
578,roh::A,,çiy
579,reif::A,,yetişmiş
580,lecker::A,,dadlı
581,lecker::A,,ləzzətli
582,süß::A,,şirin
583,bitter::A,,acı
584,sauer::A,,turş
585,hell::A,,aydın
586,dunkel::A,,qaranlıq
587,schwarz::A,,qara
588,weiß::A,,ağ
589,rot::A,,qırmızı
590,gelb::A,,sarı
591,blau::A,,göy
592,blau::A,,mavi
593,grün::A,,yaşıl
594,grau::A,,boz
595,bunt::A,,əlvan
596,bunt::A,,rəngli
597,billig::A,,ucuz
598,teuer::A,,bahalı
599,wertvoll::A,,qiymətli
600,blind::A,,kor
601,taub::A,,kar
602,kräftig::A,,güclü
603,stark::A,,qüvvətli
604,schwach::A,,zəif
605,schwach::A,,gücsüz
606,fett::A,,şişman
607,schlank::A,,zərif
608,hübsch::A,,göyçək
609,böse::A,,fəna
610,dumm::A,,axmaq
611,faul::A,,tənbəl
612,fleißig::A,,çalışqan
613,geizig::A,,xəsis
614,klug::A,,ağıllı
615,geschickt::A,,bacarıqlı
616,lieb::A,,əziz
617,lieb::A,,sevimli
618,lustig::A,,məzəli
619,lustig::A,,gülməli
620,sanft::A,,mülayim
621,hungrig::A,,ac
622,krank::A,,xəstə
623,nackt::A,,çılpaq
624,traurig::A,,qəmgin
625,traurig::A,,kədərli
626,lebendig::A,,canlı
627,gut::A,,yaxşı
628,schlecht::A,,pis
629,richtig::A,,doğru
630,schlimm::A,,fəna
631,wahr::A,,gərçək
632,alt::A,,əski
633,alt::A,,köhnə
634,neu::A,,yeni
635,ehemalig::A,,əvvəlki
636,alt[Lebewesen]::A,,qoca
637,jung::A,,gənc
638,arm::A,,kasıb
639,arm::A,,yoxsul
640,reich::A,,zəngin
641,bekannt::A,,tanış
642,berühmt::A,,məşhur
643,fremd::A,,yad
644,verschieden::A,,dürlü
645,nah::A,,yaxın
646,fern::A,,uzaq
647,linker::A,,sol
648,rechter::A,,sağ
649,anderer::A,,başqa
650,erster::A,,birinci
651,zweiter::A,,ikinci
652,dritter::A,,üçüncü
653,letzter::A,,sonuncu
654,letzter::A,,axırıncı
655,allein::ADV,,tək
656,allein::ADV,,yalqız
657,auf einmal::ADV,,birdən
658,zusammen::ADV,,birlikdə
659,lange::ADV,,uzun
660,plötzlich::ADV,,qəfildən
661,sofort::ADV,,həmən
662,sofort::ADV,,dərhal
663,später::ADV,,sonra
664,jetzt::ADV,,indi
665,heute::ADV,,bugün
666,morgen::ADV,,sabah
667,bald::ADV,,yaxında
668,bald::ADV,,tezliklə
669,dann::ADV,,onda
670,gestern::ADV,,dünən
671,einst::ADV,,əvvəllər
672,damals::ADV,,o vaxt
673,danach::ADV,,sonra
674,vorher::ADV,,qabaqcadan
675,zuerst::ADV,,əvvəl
676,einmal::ADV,,bir dəfə
677,manchmal::ADV,,hərdənbir
678,oft::ADV,,tez-tez
679,oft::ADV,,çox vaxt
680,immer::ADV,,daimi
681,immer::ADV,,həmişə
682,niemals::ADV,,əsla
683,niemals::ADV,,heç bir zaman
684,hier::ADV,,bura
685,hier::ADV,,burada
686,hierhin::ADV,,buraya
687,von hier::ADV,,buradan
688,dort::ADV,,ora
689,dort::ADV,,orada
690,dorthin::ADV,,oraya
691,geradeaus::ADV,,düz
692,vorwärts::ADV,,irəli
693,rückwärts::ADV,,geri
694,zurück::ADV,,geriyə
695,unten::ADV,,aşağıda
696,hinab::ADV,,aşağı
697,oben::ADV,,yuxarıda
698,hinauf::ADV,,yuxarı
699,überall::ADV,,hər yerdə
700,nicht::ADV,,-ma-
701,ein wenig::ADV,,bir az
702,kaum::ADV,,güclə
703,sehr::ADV,,çox
704,so::ADV,,belə
705,noch::ADV,,hələ
706,nur::ADV,,yalnız
707,schon::ADV,,artıq
708,wieder::ADV,,yenə
709,vergebens::ADV,,boş yerə
710,vor::PRP,,önündə
711,hinter::PRP,,arxasında
712,unter::PRP,,altında
713,durch::PRP,,içindən
714,neben::PRP,,yanında
715,zwischen::PRP,,arasında
716,wegen::PRP,,üçün
717,wegen::PRP,,ötəri
718,dies::PRN,,bu
719,das::PRN,,o
720,alles::PRN,,hər şey
721,ich::PRN,,mən
722,du::PRN,,sən
723,er::PRN,,o
724,wir::PRN,,biz
725,ihr::PRN,,siz
726,sie::PRN,,onlar
727,was::FPRN,,nə
728,wer::FPRN,,kim
729,wo::FADV,,harada
730,wohin::FADV,,haraya
731,wie::FADV,,necə
732,warum::FADV,,niyə
733,warum::FADV,,nə üçün
734,wieviel::FNUM,,neçə
735,wieviel::FNUM,,nə qədər
736,eins::NUM,,bir
737,zwei::NUM,,iki
738,drei::NUM,,üç
739,vier::NUM,,dörd
740,fünf::NUM,,beş
741,sechs::NUM,,altı
742,sieben::NUM,,yeddi
743,acht::NUM,,səkkiz
744,neun::NUM,,doqquz
745,zehn::NUM,,on
746,elf::NUM,,on bir
747,zwölf::NUM,,on iki
748,zwanzig::NUM,,iyirmi
749,dreißig::NUM,,otuz
750,vierzig::NUM,,qırx
751,fünfzig::NUM,,əlli
752,sechzig::NUM,,altmış
753,siebzig::NUM,,yetmiş
754,achtzig::NUM,,səksən
755,neunzig::NUM,,doxsan
756,hundert::NUM,,yüz
757,tausend::NUM,,min
758,und::CNJ,,və
759,oder::CNJ,,ya
760,stehen::V,,durmaq
761,sitzen::V,,oturmaq
762,liegen::V,,uzanmaq
763,hängen::V,,asılmaq
764,werden::V,,olmaq
765,passieren::V,,olmaq
766,passieren::V,,baş vermək
767,beginnen::V,,başlamaq
768,enden::V,,bitmək
769,wechseln::V,,dəyişmək
770,aufgehen[Sonne]::V,,doğmaq
771,untergehen[Sonne]::V,,batmaq
772,scheinen[Sonne]::V,,parlamaq
773,donnern::V,,guruldamaq
774,wehen::V,,əsmək
775,strömen::V,,axmaq
776,fließen::V,,axmaq
777,sich drehen::V,,dönmək
778,schwanken::V,,yellənmək
779,schwingen::V,,yellənmək
780,fallen::V,,düşmek
781,brennen::V,,yanmaq
782,rauchen::V,,tüstüləmək
783,regnen::V,,yağmaq
784,gefrieren::V,,donmaq
785,tauen::V,,ərimək
786,schmelzen::V,,ərimək
787,trocknen::V,,qurumaq
788,sieden::V,,qaynamaq
789,faulen::V,,çürümək
790,verfaulen::V,,çürümək
791,reißen::V,,yırtılmaq
792,versinken::V,,batmaq
793,vergehen::V,,ötmək
794,erscheinen::V,,görünmək
795,verschwinden::V,,yox olmaq
796,sinken::V,,enmək
797,abnehmen::V,,azalmaq
798,zunehmen::V,,artmaq
799,steigen::V,,yüksəlmək
800,wachsen::V,,böyümək
801,glänzen::V,,parlamaq
802,funkeln::V,,parıldamaq
803,lärmen::V,,səs-küy etmək
804,läuten::V,,çalmaq
805,klingeln::V,,zəng etmək
806,klirren::V,,cingildəmək
807,brausen::V,,gurlamaq
808,rauschen::V,,xışıldamaq
809,klingen::V,,səslənmək
810,bellen::V,,hürmək
811,heulen::V,,ulamaq
812,blasen::V,,üfləmək
813,pfeifen::V,,fit vermek
814,schreien::V,,bağırmaq
815,schreien::V,,qışqırmaq
816,stöhnen::V,,inləmək
817,zittern::V,,titrəmək
818,leben::V,,yaşamaq
819,geboren werden::V,,doğmaq
820,atmen::V,,nəfəs almaq
821,trinken::V,,içmek
822,essen::V,,yemək
823,schlucken::V,,udmaq
824,müde werden::V,,yorulmaq
825,einschlafen::V,,yuxuya getmək
826,schlafen::V,,uyumaq
827,aufwachen::V,,oyanmaq
828,aufstehen::V,,yuxudan durmaq
829,sich erholen::V,,dincəlmək
830,krank werden::V,,xəstə olmaq
831,krank sein::V,,azarlanmaq
832,krank sein::V,,xəstələnmək
833,schmerzen::V,,ağrimaq
834,husten::V,,öksürmək
835,genesen::V,,sağalmaq
836,sterben::V,,ölmək
837,sterben::V,,vəfat etmək
838,umkommen::V,,həlak olmaq
839,sich bewegen::V,,hərəkət etmək
840,sich rühren::V,,tərpənmək
841,sich erheben::V,,qalxmaq
842,sich setzen::V,,oturmaq
843,hinfallen::V,,yıxılmaq
844,laufen::V,,yerimək
845,schreiten::V,,addım atmaq
846,spazierengehen::V,,gəzmək
847,eilen::V,,atılmaq
848,sich beeilen::V,,tələsmək
849,sausen::V,,çırpmaq
850,rennen::V,,qaçmaq
851,springen::V,,sıçramaq
852,klettern::V,,dırmanmaq
853,schaukeln::V,,sallanmaq
854,kriechen::V,,sürünmək
855,schwimmen::V,,üzmek
856,tauchen::V,,dalmaq
857,rudern::V,,avarlamaq
858,fahren::V,,sürmək
859,fliegen::V,,uçmaq
860,gehen::V,,getmək
861,weggehen::V,,getmək
862,abfahren::V,,yola düşmək
863,anhalten::V,,saxlamaq
864,hineingehen::V,,girmək
865,eintreten::V,,girmək
866,eintreten::V,,daxil olmaq
867,kommen::V,,gəlmək
868,ankommen::V,,gəlib çatmaq
869,zurückkommen::V,,qayıtmaq
870,bleiben::V,,qalmaq
871,warten::V,,gözləmək
872,erwarten::V,,bəkləmək
873,suchen::V,,aramaq
874,suchen::V,,axtarmaq
875,finden::V,,tapmaq
876,versuchen::V,,çalışmaq
877,vorbereiten::V,,hazırlamaq
878,lieben::V,,sevmək
879,mögen::V,,xoşlamaq
880,lachen::V,,gülmək
881,rühren::V,,həyəcanlandırmaq
882,weinen::V,,ağlamaq
883,schimpfen::V,,küfr etmək
884,sich ärgern::V,,acıqlanmaq
885,sich fürchten::V,,qorxmaq
886,fürchten::V,,qorxmaq
887,fliehen::V,,qaçmaq
888,flüchten::V,,qaçmaq
889,sehen::V,,görmək
890,anschauen::V,,baxmaq
891,ansehen::V,,baxmaq
892,hören::V,,duymaq
893,hören::V,,eşitmək
894,zuhören::V,,dinləmək
895,probieren::V,,dadına baxmaq
896,riechen::V,,qoxlamaq
897,fühlen::V,,duymaq
898,scheinen::V,,görünmək
899,zu sehen sein::V,,görünmək
900,vernehmen::V,,eşitmək
901,frieren::V,,üşümək
902,tun::V,,etmək
903,können::V,,bilmək
904,können::V,,bacarmaq
905,wollen::V,,istəmək
906,anfangen::V,,başlamaq
907,beenden::V,,bitirmək
908,aufhören::V,,bitmək
909,aufhören::V,,qurtarmaq
910,gelingen::V,,müvəffəq olmaq
911,geraten::V,,düşmək
912,öffnen::V,,açmaq
913,schließen::V,,qapamaq
914,stellen::V,,qoymaq
915,setzen::V,,oturtmaq
916,legen::V,,qoymaq
917,berühren::V,,toxunmaq
918,verbinden::V,,bağlamaq
919,bedecken::V,,örtmək
920,aufhängen::V,,asmaq
921,anzünden::V,,yandırmaq
922,aufheben::V,,qaldırmaq
923,zurücklassen::V,,buraxmaq
924,verlieren::V,,itirmək
925,fallen lassen::V,,düşürmək
926,machen::V,,etmək
927,herstellen::V,,istehsal etmək
928,bauen::V,,tikmək
929,reparieren::V,,təmir etmək
930,verbessern::V,,düzəltmək
931,ändern::V,,dəyişdirmək
932,graben::V,,qazımaq
933,beugen::V,,əymək
934,biegen::V,,bükmək
935,drehen::V,,döndərmək
936,wenden::V,,çevirmək
937,umdrehen::V,,çevirmək
938,heben::V,,qaldırmaq
939,hochheben::V,,qaldırmaq
940,ergreifen::V,,tutmaq
941,halten::V,,saxlamaq
942,drücken::V,,sıxmaq
943,schieben::V,,sürmək
944,kratzen::V,,qaşımaq
945,lecken::V,,yalamaq
946,beißen::V,,dişləmək
947,abreißen::V,,qoparmaq
948,abschneiden::V,,ayırmaq
949,binden::V,,bağlamaq
950,stecken::V,,soxmaq
951,brechen::V,,qırmaq
952,klopfen::V,,sındırmaq
953,hauen::V,,vurmaq
954,kleben::V,,apışdırmaq
