,Concept_ID,xal,os
254,Tante::N,наһц эгч,мадыхо
255,Ehemann::N,залу,мой
256,Ehefrau::N,гергн,ус
257,Freude::N,байр,цин
258,Freude::N,байр,циндзинад
259,Gelächter::N,инәдн,худын
260,Gelächter::N,инәдн,худт
261,Gelächter::N,инәдн,худæг
262,Glück::N,җирһл,амонд
263,Glück::N,сәәхн җирһл,амонд
264,Kummer::N,зовлң,хъыг
265,Wunsch::N,дурн,бӕллиц
266,Lust::N,җилвтлһн,монц
267,Geist::N,зөрг,уд
268,Gedanke::N,ухан,хъуыды
269,Gedächtnis::N,чееҗин тодлвр,мысæн
270,Gedächtnis::N,чееҗин тодлвр,мысын
271,Gedächtnis::N,чееҗин тодлвр,зæрдылдарын
272,Verstand::N,ухан,зонд
273,Sinn::N,учр-утх,нысаниуæг
274,Grund::N,учр,ӕфсон
275,Grund::N,шалтан,ӕфсон
276,Wahrheit::N,үнн,æцæг
277,Gespräch::N,күүндвүр,ныхас
278,Märchen::N,тууль,аргъау
279,Erzählung::N,келвр,радзырд
280,Nachricht::N,медүллһн,уац
281,Neuigkeit::N,зәңг,хабар
282,Name::N,нерн,ном
283,Rätsel::N,тәәлвртә тууль,уыци-уыци
284,Rätsel::N,тәәлвртә тууль,базон-базон
285,Rede::N,келлһн,раныхас
286,Sprache::N,келн,ӕвзаг
287,Stimme::N,дун,хъӕлӕс
288,Wort::N,үг,дзырд
289,Zeichen::N,темдг,нысан
290,Ruf::N,дуудлһн,сидт
291,Lärm::N,шууган,уынæр
292,Laut::N,ә,зӕл
293,Laut::N,ә,мыр
294,Ton::N,дун,мыр
295,Lied::N,дун,зарӕг
296,Ruhe::N,амулң,æнцой
297,Leute::N,әмтн,адӕм
298,Volk::N,улс,адӕм
299,Arbeit::N,көдлмш,фӕллой
300,Gast::N,гиич,уазӕг
301,Geschenk::N,белг,хуын
302,Spiel::N,наадн,хъазт
303,Gesellschaft::N,олн,дзыллæ
304,Gesellschaft::N,олн,æхсæнад
305,Hilfe::N,нөкд,æххуыс
306,Hilfe::N,нөкд,ахъаз
307,Freund::N,иньг,лымӕн
308,Kamerad::N,үр,ӕмбал
309,Angelegenheit::N,керг,хъуыддаг
310,Anzahl::N,то,бӕрц
311,Art::N,зүүл,хуыз
312,Art::N,зүүл,хуызад
313,Stück::N,хусг,кæрдих
314,Stück::N,хусг,комдзаг
315,Teil::N,хүв,хай
316,Hälfte::N,өрәл,æрдæг
317,Hälfte::N,өрәл,æмбис
318,Kreis::N,төгрг,зиллакк
319,Kreuz::N,кирс,дзуар
320,Linie::N,зурасн,хахх
321,Strich::N,татасн,хахх
322,Abstand::N,зә,æхсæнуат
323,Entfernung::N,һазр,дæрддзæг
324,Entfernung::N,һазр,дардцæг
325,Gegend::N,һазр,ран
326,Platz::N,зә,бууат
327,Ort::N,бәәрн,ран
328,Ort::N,бәәрн,бынат
329,Seite::N,тал,фахс
330,Seite::N,хаҗу,фахс
331,Seite::N,хәврһ,фахс
332,Mitte::N,дунд,астӕу
333,Gegenstand::N,юмн,дзаума
334,Sache::N,юмн,дзаума
335,Rand::N,зах,кӕрон
336,Kante::N,ирмәг,фӕрск
337,Ecke::N,өнцг,тигъ
338,Ecke::N,өнцг,фисын
339,Spitze::N,үзүр,бырынкъ
340,Ende::N,үзүр,кӕрон
341,Loch::N,хаһрха,хуынкъ
342,Winkel::N,булң,къуым
343,Muster::N,намч,нывæфтыд
344,Muster::N,намч,кæдзист
345,Größe::N,кемҗән,ас
346,Länge::N,ут,дӕргъ
347,Höhe::N,өндр,бæрзонд
348,Höhe::N,өндр,бæрзæнд
349,Höhe::N,өндр,бæрзонддзинад
350,Gewicht::N,күнд,уӕз
351,Gewicht::N,чиңнүр,уӕз
352,Menge::N,ик,бӕрц
353,Haufen::N,ова,кӕри
354,Reihe::N,зерг,рӕнхъ
355,Reihe::N,зерглән,рӕнхъ
356,Boot::N,оңһц,чема
357,Ruder::N,хәәв,къохар
358,Schlitten::N,цан,дзоныгъ
359,Ski::N,лыҗ,къахдзоныгътæ
360,Ski::N,лыҗ,лыжæтæ
361,Lagerfeuer::N,костёр,арт
362,Last::N,күнд,уаргъ
363,Gang::N,йовлһн,цыд
364,Schritt::N,ишкм,санчъех
365,Schritt::N,ишкм,къахдзӕф
366,Norden::N,ар үзг,цæгат
367,Süden::N,өмн,хуссар
368,Süden::N,өмн үзг,хуссар
369,Westen::N,барун,ныгуылæн
370,Westen::N,барун үзг,ныгуылæн
371,Osten::N,зүн,скæсæн
372,Osten::N,зүн үзг,скæсæн
373,Holz::N,модн,хъӕдӕрмӕг
374,Brett::N,харһа,фæйнæг
375,Platte::N,хавтха чолун,къӕй
376,Stütze::N,тулг,быцæу
377,Stange::N,уньн,хъил
378,Stock::N,модн,лӕдзӕг
379,Stab::N,шуург,хъил
380,Rohr::N,турва,хӕтӕл
381,Haus::N,гер,хӕдзар
382,Heim::N,гер-бул,къона
383,Ofen::N,беш,пец
384,Fußboden::N,девскр,астӕрд
385,Tisch::N,ширә,стъол
386,Stuhl::N,стул,бандон
387,Wiege::N,өлгә,авдæн
388,Wiege::N,дүүҗң,авдæн
389,Bett::N,орн,сынтӕг
390,Bett::N,орндг,сынтӕг
391,Regal::N,таг,тӕрхӕг
392,Regal::N,таг,уӕлвӕйнӕг
393,Regal::N,тәвц,тӕрхӕг
394,Regal::N,тәвц,уӕлвӕйнӕг
395,Kiste::N,яршг,асыкк
396,Fenster::N,терз,рудзынг
397,Fenster::N,терз,фæрссаг
398,Tür::N,үүдн,дуар
399,Tor::N,үүдн,кулдуар
400,Tor::N,өргн үүдн,кулдуар
401,Tor::N,хашан үүдн,кулдуар
402,Zaun::N,хаша,æмбонд
403,Zaun::N,хаша,быру
404,Zaun::N,хаша,гæрæн
405,Dach::N,деевр,уӕлхӕдзар
406,Leiter::N,шат,асин
407,Leiter::N,давшур,асин
408,Besen::N,сәвүр,уисой
409,Spaten::N,күрз,бел
410,Schaufel::N,совг,æвгæнæн
411,Schaufel::N,совг,кæфой
412,Gabel::N,серә,вилкæ
413,Löffel::N,ухр,уидыг
414,Messer::N,утх,кард
415,Nagel::N,хадасн,зӕгӕл
416,Netz::N,гөлм,хыз
417,Haken::N,дегә,хæдз
418,Haken::N,дегә,хæбырæгъ
419,Griff::N,иш,фистон
420,Griff::N,бәрүл,фистон
421,Schloss::N,оньс,гуыдыр
422,Bild::N,зург,ныв
423,Figur::N,фигур,кæрдгæныв
424,Puppe::N,наадһа,чындз
425,Beutel::N,мишг,дзӕкъул
426,Bündel::N,багла,баст
427,Bündel::N,боодһа,баст
428,Tasche::N,сумк,хызын
429,Tasche::N,сумк,дзæкъул
430,Eimer::N,суулһ,къæрта
431,Eimer::N,суулһ,чъыбыла
432,Eimer::N,суулһ,ведра
433,Deckel::N,бүркәсн,сæр
434,Deckel::N,бүркәсн,æмбæрзæн
435,Geschirr::N,сав,мигæнæн
436,Geschirr::N,сав,мигæнæнтæ
437,Geschirr::N,сав-сарх,мигæнæн
438,Geschirr::N,сав-сарх,мигæнæнтæ
439,Sack::N,мишг,голлаг
440,Tasse::N,ааһ,пиала
441,Tasse::N,ааһ,къус
442,Topf::N,кастрюль,аг
443,Topf::N,кастрюль,чысыл аг
444,Kessel::N,хәәсн,аг
445,Essen::N,зоогллһн,хӕрд
446,Nahrung::N,теҗәл,хойраг
447,Speise::N,хот,хӕринаг
448,Fleisch::N,махн,дзидза
449,Fleisch::N,махн,фыдызгъӕл
450,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,халсар
451,Brei::N,хаш,кас
452,Brot::N,өдмг,дзул
453,Scheibe::N,зүсм,къӕбӕр
454,Fett::N,өөкн,сой
455,Butter::N,тосн,нӕлхӕ
456,Öl::N,тосн,зети
457,Salz::N,давсн,цӕхх
458,Suppe::N,шөлн,бас
459,Honig::N,бал,мыд
460,Milch::N,үсн,ӕхсыр
461,Tee::N,цә,цай
462,Leder::N,арсн,мæскуы
463,Wolle::N,утцн,фӕсмын
464,Wolle::N,эд,фӕсмын
465,Stoff::N,эд,хъуымац
466,Nadel::N,зүн,судзин
467,Faden::N,утцн,ӕндах
468,Knopf::N,товч,цӕппӕр
469,Knoten::N,зәңгдә,ӕлхынцъ
470,Farbe::N,будг,ахорæн
471,Kleidung::N,хувцн,дарӕс
472,Kleidung::N,хувц-хунр,дарӕс
473,Hemd::N,киилг,хӕдон
474,Kragen::N,зах,æфцæггот
475,Ärmel::N,ханцн,дыс
476,Hose::N,шалвур,хæлаф
477,Hose::N,шалвур,æддаг хæлаф
478,Hose::N,шалвур,салбар
479,Gürtel::N,бүс,рон
480,Mütze::N,махла,худ
481,Schuh::N,башмгуд,басмахъ
482,Stiefel::N,һосн,цырыхъхъ
483,Ring::N,билцг,къухдарӕн
484,Band::N,лент,лент
485,Kamm::N,сам,сӕрвасӕн
486,Spiegel::N,толь,айдæн
487,Spiegel::N,толь,кæсæн
488,Riemen::N,бүс,гӕрз
489,Schnur::N,деесн,бӕндӕн
490,Leine::N,бурнтг,
491,Leine::N,нохан көтлвр,
492,Decke::N,көнҗл,хъӕццул
493,Kissen::N,дер,баз
494,Tuch::N,альчур,кæлмæрзæн
495,Tuch::N,альчур,кæрдæн
496,Handtuch::N,полотенц,хисæрфæн
497,Handtuch::N,һар-нүүрин альчур,хисæрфæн
498,Kraft::N,күчн,тых
499,Kraft::N,күчн,хъомыс
500,Stärke::N,чидл,тых
501,Stärke::N,чидл,æхсар
502,Gesundheit::N,эрүл-менд,æнæниздзинад
503,Krankheit::N,өвчн,низ
504,Krankheit::N,өвчн,рын
505,Schmerz::N,өвдлһн,рис
506,Wunde::N,шав,цӕф
507,Fieber::N,безг,ризӕг
508,Fieber::N,безг,тӕфсӕг
509,Arznei::N,эм,хос
510,Brücke::N,тагт,хид
511,Brunnen::N,худг,цъай
512,Weide::N,малын идг,хизæн
513,Weide::N,малын идг,хизæнуат
514,Weide::N,малын идг,сæрвæт
515,Pfad::N,цувг,къахвæндаг
516,Pfad::N,цувг,къахвæд
517,Weg::N,хаалһ,фӕндаг
518,Straße::N,зам,фӕндаг
519,Dorf::N,хотн,хъӕу
520,Stadt::N,балһсн,сахар
521,Brief::N,бичг,фыстӕг
522,Buch::N,дегтр,чиныг
523,Buchstabe::N,үзг,дамгъӕ
524,Zeitung::N,газет,газет
525,Leben::N,җирһл,цард
526,Leben::N,җирһл,цӕрӕнбон
527,Tod::N,үкл,мæлæт
528,Tod::N,үкл,адзал
529,Tod::N,өңгрлһн,мæлæт
530,Tod::N,өңгрлһн,адзал
531,Grab::N,оршалһна нүкн,ингӕн
532,Kirche::N,чонҗ,аргъуан
533,Sünde::N,нүл,тæригъæд
534,Sünde::N,килнц,тæригъæд
535,Gott::N,бурхн,хуыцау
536,Arbeiter::N,көдлмшч,кусæг
537,Chef::N,толһач,ӕмцег
538,Meister::N,урн,мастер
539,Meister::N,урн,дæсны
540,Arzt::N,эмч,хосгæнæг
541,Arzt::N,эмч,дохтыр
542,Lehrer::N,багш,ахуыргæнæг
543,Geld::N,мөңгн,ӕхца
544,Geschäft::N,көдлмш,бизнес
545,Geschäft::N,көдлмш,хъуыддаг
546,Laden::N,лавк,дукани
547,Preis::N,үн,аргъ
548,Ware::N,эд-тавр,базайраг
549,Nutzen::N,олз,пайда
550,Reichtum::N,зөөр,хъæздыгдзинад
551,Reichtum::N,зөөр,исбон
552,Reichtum::N,зөөр,мулк
553,Welt::N,орчлң,дуне
554,Welt::N,делкә,дуне
555,Land::N,орн-нутг,бӕстӕ
556,Staat::N,государств,паддзахад
557,König::N,хан,къарол
558,Macht::N,йосн,хицаудзинад
559,Grenze::N,меҗә,арӕн
560,Krieg::N,дән,хӕст
561,Feind::N,дәәсн,знаг
562,Feind::N,дәәсн,фыдгул
563,Feind::N,дәәсн,фыдзæрдæ
564,Feind::N,дәәсн,сон
565,Gewalt::N,күч һарһлһн,тыхми
566,Gewalt::N,күч һарһлһн,тыхдзинад
567,Kampf::N,ноолдан,хæст
568,Kampf::N,ноолдан,хъæбысæйхæст
569,Kampf::N,ноолдан,тох
570,Kampf::N,бәрлдлһн,хæст
571,Kampf::N,бәрлдлһн,хъæбысæйхæст
572,Kampf::N,бәрлдлһн,тох
573,Bogen[Waffe]::N,саадг,ӕрдын
574,Pfeil::N,сумн,фат
575,Gewehr::N,бу,топп
576,Fehler::N,алдг,рӕдыд
577,Lüge::N,худл,мӕнг
578,Lüge::N,худл,гӕдыдзинад
579,Schaden::N,хорлт,зиан
580,Unglück::N,гүрм,бæллæх
581,Schuld::N,гем,азым
582,Schuld::N,буру,азым
583,Alter::N,насн,кар
584,Schluss::N,чилгч,кæрон
585,Zeit::N,цаг,рӕстӕг
586,Tag::N,өдр,бон
587,Morgen::N,өрүн,райсом
588,Mittag::N,үд,æмбисбон
589,Abend::N,асхн,изӕр
590,Nacht::N,сө,ӕхсӕв
591,Woche::N,долан хонг,къуыри
592,Monat::N,сар,мӕй
593,Jahr::N,җил,аз
594,Jahr::N,җил,афӕдз
595,Frühling::N,хавр,уалдзæг
596,Sommer::N,зун,сӕрд
597,Herbst::N,намр,фæззæг
598,Winter::N,үвл,зымӕг
599,Januar::N,январь,январь
600,Februar::N,февраль,февраль
601,März::N,март,мартъи
602,März::N,моһа сар,мартъи
603,April::N,апрель,апрель
604,Mai::N,май,май
605,Juni::N,июнь,июнь
606,Juni::N,мөчн сар,июнь
607,Juli::N,июль,июль
608,August::N,август,август
609,September::N,һаха сар,сентябрь
610,Oktober::N,октябрь,октябрь
611,November::N,ноябрь,ноябрь
612,November::N,үкр сар,ноябрь
613,Dezember::N,бар сар,декабрь
614,Montag::N,понедельник,къуырисæр
615,Dienstag::N,вторник,дыццæг
616,Mittwoch::N,среда,æртыццæг
617,Mittwoch::N,үлмҗ өдр,æртыццæг
618,Donnerstag::N,четверг,цыппæрæм
619,Donnerstag::N,пүрвә өдр,цыппæрæм
620,Freitag::N,пятниц,майрæмбон
621,Samstag::N,суббот,сабат
622,Sonntag::N,нарн өдр,хуыцаубон
623,Sonntag::N,воскресень,хуыцаубон
624,groß::A,ик,дынджыр
625,klein::A,бичкн,гыццыл
626,lang::A,ут,даргъ
627,kurz::A,оһтр,цыбыр
628,breit::A,өргн,фӕтӕн
629,schmal::A,уутьхн,нарӕг
630,schmal::A,уутьхн,уынгӕг
631,dicht::A,нигт,бæзджын
632,dicht::A,нигт,тар
633,dick[Gegenstand]::A,зузан,сӕвджын
634,dünn::A,нимгн,тæнæг
635,fein::A,нәрхн,лыстӕг
636,fest::A,бат,фидар
637,fest::A,бат,хъӕддых
638,flach::A,хавтха,тъӕпӕн
639,glatt::A,тегш,лӕгъз
640,glatt::A,тиньгр,лӕгъз
641,hart::A,хату,хъӕбӕр
642,weich::A,җөөлн,фӕлмӕн
643,weich::A,җөөлкн,фӕлмӕн
644,rund::A,төгрг,тымбыл
645,spitz::A,шовһр,цыргъбырынкъ
646,spitz::A,шовһр,цыргъфындз
647,scharf::A,хурц,цыргъ
648,stumpf::A,мука,къуымых
649,schwer::A,күнд,уӕззау
650,schön::A,сәәхн,аив
651,schön::A,сәәхн,рӕсугъд
652,heiß::A,халун,тӕвд
653,warm::A,дулан,хъарм
654,kalt::A,киитн,уазал
655,kühl::A,серүн,сатæг
656,kühl::A,серүн,уазалгомау
657,frisch::A,серүн,сатæг
658,feucht::A,чиигтә,уымӕл
659,nass::A,чиигтә,хуылыдз
660,trocken::A,хагсу,хус
661,voll::A,дүүрң,дзаг
662,voll::A,дүүрң,йедзаг 
663,leer::A,сул,афтид
664,leer::A,хоосн,афтид
665,offen::A,секәтә,гом
666,geschlossen::A,хаалһата,æхгæд
667,sauber::A,цевр,сыгъдæг
668,schmutzig::A,киртә,чъиллон
669,roh::A,түүкә,хом
670,reif::A,болсн,рӕгъӕд
671,lecker::A,әмтәхн,хӕрзад
672,süß::A,әмтәхн,адджын
673,bitter::A,һашун,судзаг
674,bitter::A,һашута,судзаг
675,sauer::A,ишклң,туаг
676,hell::A,герлтә,рухс
677,dunkel::A,харңһу,талынг
678,schwarz::A,хар,сау
679,weiß::A,цаһан,урс
680,rot::A,улан,сырх
681,gelb::A,шар,бур
682,blau::A,көк,цъӕх
683,grün::A,көк,цъӕх
684,grün::A,көк,кӕрдӕгхуыз
685,grau::A,бор,цъӕх
686,grau::A,бор,фӕныкхуыз
687,bunt::A,алг,хъулон
688,bunt::A,алг,гæрæм
689,bunt::A,эрәтә,хъулон
690,bunt::A,эрәтә,гæрæм
691,billig::A,кимд,аслам
692,teuer::A,үнтә,зынаргъ
693,wertvoll::A,үнтә,зынаргъ
694,wertvoll::A,эрднь,зынаргъ
695,blind::A,сохр,куырм
696,taub::A,дүлә,къуырма
697,kräftig::A,күчтә,домбай
698,kräftig::A,күчтә,тыхджын
699,stark::A,чаңһ,тыхджын
700,schwach::A,күчн тату,ӕнӕбон
701,fett::A,тарһн,нард
702,schlank::A,эццн,гуырвидыц
703,schlank::A,эццн,хæрзконд
704,schlank::A,эццн,рæхснæг
705,schlank::A,эццн,сагамад
706,hübsch::A,көркхн,аив
707,hübsch::A,көркхн,рӕсугъд
708,böse::A,уурта,фыдзӕрдӕ
709,dumm::A,тенг,ӕдылы
710,faul::A,залху,зивӕг
711,faul::A,залху,зивӕггӕнаг
712,fleißig::A,кинән,æнæзивæг
713,fleißig::A,кинән,æнувыд
714,fleißig::A,кинмһә,æнæзивæг
715,fleißig::A,кинмһә,æнувыд
716,geizig::A,ховдг,чъынды
717,geizig::A,ховдг,æлгъин
718,geizig::A,ховдг,мæрддзæст
719,klug::A,ухата,зондджын
720,geschickt::A,чадмг,хӕрзарӕхст
721,lieb::A,эңкр,уарзон
722,lustig::A,сергмҗтә,хъӕлдзӕг
723,lustig::A,җирһлтә,хъӕлдзӕг
724,sanft::A,номһн,мынчын
725,hungrig::A,өлн,ӕххормаг
726,hungrig::A,харһнсн,ӕххормаг
727,krank::A,өвчтә,нӕфӕразгӕ
728,krank::A,шалтгта,нӕфӕразгӕ
