,Concept_ID,ru,de
96,Sumpf::N,топь,Sumpf
97,Moor::N,болото,Moor
98,Wiese::N,луг,Wiese
99,Wald::N,лес,Wald
100,Hügel::N,холм,Hügel
101,Anhöhe::N,возвышенность,Anhöhe
102,Berg::N,гора,Berg
103,Gipfel::N,вершина,Gipfel
104,Höhle::N,пещера,Höhle
105,Abhang::N,склон,Abhang
106,Quelle::N,источник,Quelle
107,Bach::N,ручей,Bach
108,Fluss::N,река,Fluss
109,Ufer::N,берег,Ufer
110,Küste::N,побережье,Küste
111,Festland::N,суша,Festland
112,Meer::N,море,Meer
113,Bucht::N,бухта,Bucht
114,Insel::N,остров,Insel
115,Blume::N,цветок,Blume
116,Gras::N,трава,Gras
117,Wurzel::N,корень,Wurzel
118,Baum::N,дерево,Baum
119,Stamm::N,ствол,Stamm
120,Rinde::N,кора,Rinde
121,Ast::N,сук,Ast
122,Zweig::N,ветвь,Zweig
123,Blatt::N,лист,Blatt
124,Birke::N,береза,Birke
125,Kiefer[Baum]::N,сосна,Kiefer
126,Weide[Baum]::N,ива,Weide
127,Tanne::N,ель,Tanne
128,Horn::N,рог,Horn
129,Feder::N,перо,Feder
130,Fell::N,шкура,Fell
131,Flügel::N,крыло,Flügel
132,Klaue::N,коготь,Klaue
133,Kralle::N,лапа,Kralle
134,Schwanz::N,хвост,Schwanz
135,Ei::N,яйцо,Ei
136,Nest::N,гнездо,Nest
137,Bau::N,нора,Bau
138,Tier::N,животное,Tier
139,Herde::N,стадо,Herde
140,Kuh::N,корова,Kuh
141,Bulle::N,бык,Bulle
142,Pferd::N,лошадь,Pferd
143,Schaf::N,овца,Schaf
144,Schwein::N,свинья,Schwein
145,Hund::N,собака,Hund
146,Katze::N,кошка,Katze
147,Bär::N,медведь,Bär
148,Eichhörnchen::N,белка,Eichhörnchen
149,Elch::N,лось,Elch
150,Fuchs::N,лиса,Fuchs
151,Hase::N,заяц,Hase
152,Maus::N,мышь,Maus
153,Wolf::N,волк,Wolf
154,Vogel::N,птица,Vogel
155,Schwarm::N,стая,Schwarm
156,Huhn::N,курица,Huhn
157,Hahn::N,петух,Hahn
158,Gans::N,гусь,Gans
159,Adler::N,орел,Adler
160,Ente::N,утка,Ente
161,Eule::N,сова,Eule
162,Kranich::N,журавль,Kranich
163,Krähe::N,ворона,Krähe
164,Kuckuck::N,кукушка,Kuckuck
165,Schwan::N,лебедь,Schwan
166,Fisch::N,рыба,Fisch
167,Barsch::N,окунь,Barsch
168,Hecht::N,щука,Hecht
169,Schlange[Tier]::N,змея,Schlange
170,Wurm::N,червяк,Wurm
171,Spinne::N,паук,Spinne
172,Ameise::N,муравей,Ameise
173,Laus::N,вошь,Laus
174,Mücke::N,комар,Mücke
175,Fliege::N,муха,Fliege
176,Schmetterling::N,бабочка,Schmetterling
177,Beere::N,ягода,Beere
178,Apfel::N,яблоко,Apfel
179,Pilz::N,гриб,Pilz
180,Zwiebel::N,луковица,Zwiebel
181,Saat::N,семя,Saat
182,Korn::N,зерно,Korn
183,Heu::N,сено,Heu
184,Schale::N,шелуха,Schale
185,Grube::N,яма,Grube
186,Falle::N,ловушка,Falle
187,Schlinge::N,силок,Schlinge
188,Spur::N,след,Spur
189,Asche::N,зола,Asche
190,Asche::N,пепел,Asche
191,Dreck::N,грязь,Dreck
192,Eisen::N,железо,Eisen
193,Gold::N,золото,Gold
194,Silber::N,серебро,Silber
195,Kohle::N,уголь,Kohle
196,Glas::N,стекло,Glas
197,Lehm::N,глина,Lehm
198,Sand::N,песок,Sand
199,Mensch::N,человек,Mensch
200,Mann::N,мужчина,Mann
201,Frau::N,женщина,Frau
202,Kind::N,ребенок,Kind
203,Junge::N,мальчик,Junge
204,Mädchen::N,девочка,Mädchen
205,Familie::N,семья,Familie
206,Großvater::N,дедушка,Großvater
207,Großmutter::N,бабушка,Großmutter
208,Eltern::N,родители,Eltern
209,Vater::N,отец,Vater
210,Mutter::N,мать,Mutter
211,Sohn::N,сын,Sohn
212,Tochter::N,дочь,Tochter
213,Bruder::N,брат,Bruder
214,Schwester::N,сестра,Schwester
215,Onkel::N,дядя,Onkel
216,Tante::N,тетя,Tante
217,Ehemann::N,муж,Ehemann
218,Ehefrau::N,жена,Ehefrau
219,Freude::N,радость,Freude
220,Gelächter::N,смех,Gelächter
221,Glück::N,счастье,Glück
222,Kummer::N,горе,Kummer
223,Wunsch::N,желание,Wunsch
224,Lust::N,влечение,Lust
225,Geist::N,дух,Geist
226,Gedanke::N,мысль,Gedanke
227,Gedächtnis::N,память,Gedächtnis
228,Verstand::N,ум,Verstand
229,Sinn::N,смысл,Sinn
230,Grund::N,повод,Grund
231,Wahrheit::N,правда,Wahrheit
232,Gespräch::N,беседа,Gespräch
233,Märchen::N,сказка,Märchen
234,Erzählung::N,рассказ,Erzählung
235,Nachricht::N,сообщение,Nachricht
236,Neuigkeit::N,новость,Neuigkeit
237,Name::N,имя,Name
238,Rätsel::N,загадка,Rätsel
239,Rede::N,речь,Rede
240,Sprache::N,язык,Sprache
241,Stimme::N,голос,Stimme
242,Wort::N,слово,Wort
243,Zeichen::N,знак,Zeichen
244,Ruf::N,зов,Ruf
245,Lärm::N,шум,Lärm
246,Laut::N,звук,Laut
247,Ton::N,звучание,Ton
248,Lied::N,песня,Lied
249,Ruhe::N,покой,Ruhe
250,Leute::N,люди,Leute
251,Volk::N,народ,Volk
252,Arbeit::N,работа,Arbeit
253,Gast::N,гость,Gast
254,Geschenk::N,подарок,Geschenk
255,Spiel::N,игра,Spiel
256,Gesellschaft::N,общество,Gesellschaft
257,Hilfe::N,помощь,Hilfe
258,Freund::N,друг,Freund
259,Kamerad::N,приятель,Kamerad
260,Angelegenheit::N,дело,Angelegenheit
261,Anzahl::N,количество,Anzahl
262,Art::N,вид,Art
263,Stück::N,кусок,Stück
264,Teil::N,часть,Teil
265,Hälfte::N,половина,Hälfte
266,Kreis::N,круг,Kreis
267,Kreuz::N,крест,Kreuz
268,Linie::N,линия,Linie
269,Strich::N,черта,Strich
270,Abstand::N,промежуток,Abstand
271,Entfernung::N,расстояние,Entfernung
272,Gegend::N,местность,Gegend
273,Platz::N,пространство,Platz
274,Ort::N,место,Ort
275,Seite::N,сторона,Seite
276,Mitte::N,середина,Mitte
277,Gegenstand::N,предмет,Gegenstand
278,Sache::N,вещь,Sache
279,Rand::N,край,Rand
280,Kante::N,ребро,Kante
281,Ecke::N,угол,Ecke
282,Spitze::N,кончик,Spitze
283,Ende::N,конец,Ende
284,Loch::N,дыра,Loch
285,Winkel::N,угол,Winkel
286,Muster::N,узор,Muster
287,Größe::N,размер,Größe
288,Länge::N,длина,Länge
289,Höhe::N,высота,Höhe
290,Gewicht::N,вес,Gewicht
291,Menge::N,количество,Menge
292,Haufen::N,куча,Haufen
293,Reihe::N,ряд,Reihe
294,Boot::N,лодка,Boot
295,Ruder::N,весло,Ruder
296,Schlitten::N,сани,Schlitten
297,Ski::N,лыжа,Ski
298,Lagerfeuer::N,костер,Lagerfeuer
299,Last::N,тяжесть,Last
300,Gang::N,ход,Gang
301,Schritt::N,шаг,Schritt
302,Norden::N,север,Norden
303,Süden::N,юг,Süden
304,Westen::N,запад,Westen
305,Osten::N,восток,Osten
306,Holz::N,древесина,Holz
307,Brett::N,доска,Brett
308,Platte::N,плита,Platte
309,Stütze::N,подпорка,Stütze
310,Stange::N,жердь,Stange
311,Stock::N,палка,Stock
312,Stab::N,шест,Stab
313,Rohr::N,труба,Rohr
314,Haus::N,дом,Haus
315,Heim::N,дом,Heim
316,Ofen::N,печь,Ofen
317,Fußboden::N,пол,Fußboden
318,Tisch::N,стол,Tisch
319,Stuhl::N,стул,Stuhl
320,Wiege::N,колыбель,Wiege
321,Bett::N,постель,Bett
322,Regal::N,полка,Regal
323,Kiste::N,ящик,Kiste
324,Fenster::N,окно,Fenster
325,Tür::N,дверь,Tür
326,Tor::N,ворота,Tor
327,Zaun::N,забор,Zaun
328,Dach::N,крыша,Dach
329,Leiter::N,лестница,Leiter
330,Besen::N,метла,Besen
331,Spaten::N,лопата,Spaten
332,Schaufel::N,совок,Schaufel
333,Gabel::N,вилка,Gabel
334,Löffel::N,ложка,Löffel
335,Messer::N,нож,Messer
336,Nagel::N,гвоздь,Nagel
337,Netz::N,сеть,Netz
338,Haken::N,крюк,Haken
339,Griff::N,ручка,Griff
340,Schloss::N,замок,Schloss
341,Bild::N,картина,Bild
342,Figur::N,фигура,Figur
343,Puppe::N,кукла,Puppe
344,Beutel::N,мешок,Beutel
345,Bündel::N,связка,Bündel
346,Tasche::N,сумка,Tasche
347,Eimer::N,ведро,Eimer
348,Deckel::N,крышка,Deckel
349,Geschirr::N,посуда,Geschirr
350,Sack::N,мешок,Sack
351,Tasse::N,чашка,Tasse
352,Topf::N,кастрюля,Topf
353,Kessel::N,котел,Kessel
354,Essen::N,еда,Essen
355,Nahrung::N,пища,Nahrung
356,Speise::N,блюдо,Speise
357,Speise::N,кушанье,Speise
358,Fleisch::N,мясо,Fleisch
359,Getreide::N,хлеб,Getreide
360,Brei::N,каша,Brei
361,Brot::N,хлеб,Brot
362,Scheibe::N,ломоть,Scheibe
363,Fett::N,жир,Fett
364,Butter::N,масло,Butter
365,Öl::N,масло,Öl
366,Salz::N,соль,Salz
367,Suppe::N,суп,Suppe
368,Honig::N,мед,Honig
369,Milch::N,молоко,Milch
370,Tee::N,чай,Tee
371,Leder::N,кожа,Leder
372,Wolle::N,шерсть,Wolle
373,Stoff::N,ткань,Stoff
374,Nadel::N,игла,Nadel
375,Faden::N,нитка,Faden
376,Knopf::N,пуговица,Knopf
377,Knoten::N,узел,Knoten
378,Farbe::N,краска,Farbe
379,Kleidung::N,одежда,Kleidung
380,Hemd::N,рубашка,Hemd
381,Kragen::N,воротник,Kragen
382,Ärmel::N,рукав,Ärmel
383,Hose::N,брюки,Hose
384,Gürtel::N,пояс,Gürtel
385,Mütze::N,шапка,Mütze
386,Schuh::N,ботинок,Schuh
387,Stiefel::N,сапог,Stiefel
388,Ring::N,кольцо,Ring
389,Band::N,лента,Band
390,Kamm::N,расческа,Kamm
391,Spiegel::N,зеркало,Spiegel
392,Riemen::N,ремень,Riemen
393,Schnur::N,веревка,Schnur
394,Leine::N,поводок,Leine
395,Decke::N,одеяло,Decke
396,Kissen::N,подушка,Kissen
397,Tuch::N,платок,Tuch
398,Handtuch::N,полотенце,Handtuch
399,Kraft::N,сила,Kraft
400,Stärke::N,крепость,Stärke
401,Gesundheit::N,здоровье,Gesundheit
402,Krankheit::N,болезнь,Krankheit
403,Schmerz::N,боль,Schmerz
404,Wunde::N,рана,Wunde
405,Fieber::N,лихорадка,Fieber
406,Fieber::N,температура,Fieber
407,Arznei::N,лекарство,Arznei
408,Brücke::N,мост,Brücke
409,Brunnen::N,колодец,Brunnen
410,Weide::N,пастбище,Weide
411,Pfad::N,тропа,Pfad
412,Weg::N,путь,Weg
413,Weg::N,дорога,Weg
414,Straße::N,улица,Straße
415,Straße::N,дорога,Straße
416,Dorf::N,деревня,Dorf
417,Stadt::N,город,Stadt
418,Brief::N,письмо,Brief
419,Buch::N,книга,Buch
420,Buchstabe::N,буква,Buchstabe
421,Zeitung::N,газета,Zeitung
422,Leben::N,жизнь,Leben
423,Tod::N,смерть,Tod
424,Grab::N,могила,Grab
425,Kirche::N,церковь,Kirche
426,Sünde::N,грех,Sünde
427,Gott::N,бог,Gott
428,Arbeiter::N,рабочий,Arbeiter
429,Chef::N,начальник,Chef
430,Meister::N,мастер,Meister
431,Arzt::N,врач,Arzt
432,Lehrer::N,учитель,Lehrer
433,Geld::N,деньги,Geld
434,Geschäft::N,занятие,Geschäft
435,Laden::N,магазин,Laden
436,Preis::N,цена,Preis
437,Ware::N,товар,Ware
438,Nutzen::N,выгода,Nutzen
439,Reichtum::N,богатство,Reichtum
440,Welt::N,мир,Welt
441,Land::N,страна,Land
442,Staat::N,государство,Staat
443,König::N,король,König
444,Macht::N,власть,Macht
445,Grenze::N,граница,Grenze
446,Krieg::N,война,Krieg
447,Feind::N,враг,Feind
448,Gewalt::N,насилие,Gewalt
449,Kampf::N,борьба,Kampf
450,Bogen[Waffe]::N,лук,Bogen
451,Pfeil::N,стрела,Pfeil
452,Gewehr::N,ружье,Gewehr
453,Fehler::N,ошибка,Fehler
454,Lüge::N,ложь,Lüge
455,Schaden::N,вред,Schaden
456,Unglück::N,беда,Unglück
457,Schuld::N,вина,Schuld
458,Alter::N,возраст,Alter
459,Schluss::N,окончание,Schluss
460,Zeit::N,время,Zeit
461,Tag::N,день,Tag
462,Morgen::N,утро,Morgen
463,Mittag::N,полдень,Mittag
464,Abend::N,вечер,Abend
465,Nacht::N,ночь,Nacht
466,Woche::N,неделя,Woche
467,Monat::N,месяц,Monat
468,Jahr::N,год,Jahr
469,Frühling::N,весна,Frühling
470,Sommer::N,лето,Sommer
471,Herbst::N,осень,Herbst
472,Winter::N,зима,Winter
473,Januar::N,январь,Januar
474,Februar::N,февраль,Februar
475,März::N,март,März
476,April::N,апрель,April
477,Mai::N,май,Mai
478,Juni::N,июнь,Juni
479,Juli::N,июль,Juli
480,August::N,август,August
481,September::N,сентябрь,September
482,Oktober::N,октябрь,Oktober
483,November::N,ноябрь,November
484,Dezember::N,декабрь,Dezember
485,Montag::N,понедельник,Montag
486,Dienstag::N,вторник,Dienstag
487,Mittwoch::N,среда,Mittwoch
488,Donnerstag::N,четверг,Donnerstag
489,Freitag::N,пятница,Freitag
490,Samstag::N,суббота,Samstag
491,Sonntag::N,воскресенье,Sonntag
492,groß::A,большой,groß
493,klein::A,маленький,klein
494,lang::A,длинный,lang
495,kurz::A,короткий,kurz
496,breit::A,широкий,breit
497,schmal::A,узкий,schmal
498,dicht::A,густой,dicht
499,dick[Gegenstand]::A,толстый,dick
500,dünn::A,тонкий,dünn
501,fein::A,тонкий,fein
502,fest::A,крепкий,fest
503,flach::A,плоский,flach
504,glatt::A,гладкий,glatt
505,hart::A,твердый,hart
506,weich::A,мягкий,weich
507,rund::A,круглый,rund
508,spitz::A,остроконечный,spitz
509,scharf::A,острый,scharf
510,stumpf::A,тупой,stumpf
511,schwer::A,тяжелый,schwer
512,schön::A,красивый,schön
513,heiß::A,жаркий,heiß
514,warm::A,теплый,warm
515,kalt::A,холодный,kalt
516,kühl::A,прохладный,kühl
517,frisch::A,свежий,frisch
518,feucht::A,влажный,feucht
519,nass::A,мокрый,nass
520,trocken::A,сухой,trocken
521,voll::A,полный,voll
522,voll::A,наполненный,voll
523,leer::A,пустой,leer
524,offen::A,открытый,offen
525,geschlossen::A,закрытый,geschlossen
526,sauber::A,чистый,sauber
527,schmutzig::A,грязный,schmutzig
528,roh::A,сырой,roh
529,reif::A,зрелый,reif
530,lecker::A,вкусный,lecker
531,süß::A,сладкий,süß
532,bitter::A,горький,bitter
533,sauer::A,кислый,sauer
534,hell::A,светлый,hell
535,dunkel::A,темный,dunkel
536,schwarz::A,черный,schwarz
537,weiß::A,белый,weiß
538,rot::A,красный,rot
539,gelb::A,желтый,gelb
540,blau::A,синий,blau
541,grün::A,зеленый,grün
542,grau::A,серый,grau
543,bunt::A,пестрый,bunt
544,billig::A,дешевый,billig
545,teuer::A,дорогой,teuer
546,wertvoll::A,ценный,wertvoll
547,blind::A,слепой,blind
548,taub::A,глухой,taub
549,kräftig::A,могучий,kräftig
550,stark::A,сильный,stark
551,schwach::A,слабый,schwach
552,fett::A,жирный,fett
553,schlank::A,стройный,schlank
554,hübsch::A,прелестный,hübsch
555,böse::A,злой,böse
556,dumm::A,глупый,dumm
557,faul::A,ленивый,faul
558,fleißig::A,прилежный,fleißig
559,geizig::A,жадный,geizig
560,klug::A,умный,klug
561,geschickt::A,искусный,geschickt
562,lieb::A,милый,lieb
563,lustig::A,веселый,lustig
564,sanft::A,нежный,sanft
565,hungrig::A,голодный,hungrig
566,krank::A,больной,krank
567,nackt::A,голый,nackt
568,traurig::A,грустный,traurig
569,lebendig::A,живой,lebendig
570,gut::A,хороший,gut
571,schlecht::A,плохой,schlecht
572,richtig::A,правильный,richtig
573,schlimm::A,отвратительный,schlimm
574,schlimm::A,мерзкий,schlimm
575,wahr::A,настоящий,wahr
576,alt::A,старый,alt
577,neu::A,новый,neu
578,ehemalig::A,бывший,ehemalig
579,alt[Lebewesen]::A,пожилой,alt
580,jung::A,молодой,jung
581,arm::A,бедный,arm
582,reich::A,богатый,reich
583,bekannt::A,знакомый,bekannt
584,berühmt::A,знаменитый,berühmt
585,fremd::A,чужой,fremd
586,verschieden::A,разный,verschieden
587,nah::A,близкий,nah
588,fern::A,далекий,fern
589,linker::A,левый,linker
590,rechter::A,правый,rechter
591,anderer::A,другой,anderer
592,erster::A,первый,erster
593,zweiter::A,второй,zweiter
594,dritter::A,третий,dritter
595,letzter::A,последний,letzter
596,allein::ADV,один,allein
597,auf einmal::ADV,сразу,auf einmal
598,zusammen::ADV,вместе,zusammen
599,lange::ADV,долго,lange
600,plötzlich::ADV,вдруг,plötzlich
601,sofort::ADV,тотчас,sofort
602,später::ADV,позже,später
603,jetzt::ADV,сейчас,jetzt
604,heute::ADV,сегодня,heute
605,morgen::ADV,завтра,morgen
606,bald::ADV,скоро,bald
607,dann::ADV,потом,dann
608,gestern::ADV,вчера,gestern
609,einst::ADV,однажды,einst
610,damals::ADV,тогда,damals
611,danach::ADV,затем,danach
612,vorher::ADV,раньше,vorher
613,zuerst::ADV,сперва,zuerst
614,einmal::ADV,раз,einmal
615,manchmal::ADV,иногда,manchmal
616,oft::ADV,часто,oft
617,immer::ADV,всегда,immer
618,niemals::ADV,никогда,niemals
619,hier::ADV,здесь,hier
620,hierhin::ADV,сюда,hierhin
621,von hier::ADV,отсюда,von hier
622,dort::ADV,там,dort
623,dorthin::ADV,туда,dorthin
624,geradeaus::ADV,прямо,geradeaus
625,vorwärts::ADV,вперед,vorwärts
626,rückwärts::ADV,назад,rückwärts
627,zurück::ADV,обратно,zurück
628,unten::ADV,внизу,unten
629,hinab::ADV,вниз,hinab
630,oben::ADV,наверху,oben
631,hinauf::ADV,вверх,hinauf
632,überall::ADV,везде,überall
633,nicht::ADV,не,nicht
634,ein wenig::ADV,немного,ein wenig
635,kaum::ADV,едва,kaum
636,sehr::ADV,очень,sehr
637,so::ADV,так,so
638,noch::ADV,еще,noch
639,nur::ADV,только,nur
640,schon::ADV,уже,schon
641,wieder::ADV,опять,wieder
642,vergebens::ADV,напрасно,vergebens
643,vor::PRP,перед,vor
644,hinter::PRP,за,hinter
645,hinter::PRP,позади,hinter
646,unter::PRP,под,unter
647,durch::PRP,сквозь,durch
648,neben::PRP,возле,neben
649,zwischen::PRP,между,zwischen
650,wegen::PRP,из-за,wegen
651,dies::PRN,это,dies
652,das::PRN,то,das
653,alles::PRN,все,alles
654,ich::PRN,я,ich
655,du::PRN,ты,du
656,er::PRN,он,er
657,wir::PRN,мы,wir
658,ihr::PRN,вы,ihr
659,sie::PRN,они,sie
660,was::FPRN,что,was
661,wer::FPRN,кто,wer
662,wo::FADV,где,wo
663,wohin::FADV,куда,wohin
664,wie::FADV,как,wie
665,warum::FADV,почему,warum
666,wieviel::FNUM,сколько,wieviel
667,eins::NUM,один,eins
668,zwei::NUM,два,zwei
669,drei::NUM,три,drei
670,vier::NUM,четыре,vier
671,fünf::NUM,пять,fünf
672,sechs::NUM,шесть,sechs
673,sieben::NUM,семь,sieben
674,acht::NUM,восемь,acht
675,neun::NUM,девять,neun
676,zehn::NUM,десять,zehn
677,elf::NUM,одиннадцать,elf
678,zwölf::NUM,двенадцать,zwölf
679,zwanzig::NUM,двадцать,zwanzig
680,dreißig::NUM,тридцать,dreißig
681,vierzig::NUM,сорок,vierzig
682,fünfzig::NUM,пятьдесят,fünfzig
683,sechzig::NUM,шестьдесят,sechzig
684,siebzig::NUM,семьдесят,siebzig
685,achtzig::NUM,восемьдесят,achtzig
686,neunzig::NUM,девяносто,neunzig
687,hundert::NUM,сто,hundert
688,tausend::NUM,тысяча,tausend
689,und::CNJ,и,und
690,oder::CNJ,или,oder
691,oder::CNJ,либо,oder
692,stehen::V,стоять,stehen
693,sitzen::V,сидеть,sitzen
694,liegen::V,лежать,liegen
695,hängen::V,висеть,hängen
696,werden::V,стать,werden
697,passieren::V,случиться,passieren
698,beginnen::V,начаться,beginnen
699,enden::V,кончиться,enden
700,wechseln::V,меняться,wechseln
701,aufgehen[Sonne]::V,взойти,aufgehen
702,untergehen[Sonne]::V,зайти,untergehen
703,scheinen[Sonne]::V,светить,scheinen
704,donnern::V,греметь,donnern
705,wehen::V,дуть,wehen
706,strömen::V,литься,strömen
707,fließen::V,течь,fließen
708,sich drehen::V,вращаться,sich drehen
709,schwanken::V,колебаться,schwanken
710,schwingen::V,качаться,schwingen
711,fallen::V,падать,fallen
712,brennen::V,гореть,brennen
713,rauchen::V,дымить,rauchen
714,regnen::V,дождить,regnen
715,gefrieren::V,замерзнуть,gefrieren
716,tauen::V,таять,tauen
717,schmelzen::V,плавиться,schmelzen
718,trocknen::V,сохнуть,trocknen
719,sieden::V,кипеть,sieden
720,faulen::V,гнить,faulen
721,verfaulen::V,сгнить,verfaulen
722,reißen::V,рваться,reißen
723,versinken::V,тонуть,versinken
724,vergehen::V,проходить,vergehen
725,erscheinen::V,появиться,erscheinen
726,verschwinden::V,исчезнуть,verschwinden
727,sinken::V,спадать,sinken
728,abnehmen::V,уменьшиться,abnehmen
729,zunehmen::V,увеличиваться,zunehmen
730,steigen::V,подниматься,steigen
731,wachsen::V,расти,wachsen
732,glänzen::V,блестеть,glänzen
733,funkeln::V,сверкать,funkeln
734,lärmen::V,шуметь,lärmen
735,läuten::V,звонить,läuten
736,klingeln::V,звонить,klingeln
737,klirren::V,звякать,klirren
738,brausen::V,бушевать,brausen
739,rauschen::V,шелестеть,rauschen
740,klingen::V,звучать,klingen
741,bellen::V,лаять,bellen
742,heulen::V,выть,heulen
743,blasen::V,дунуть,blasen
744,pfeifen::V,свистеть,pfeifen
745,schreien::V,кричать,schreien
746,stöhnen::V,стонать,stöhnen
747,zittern::V,дрожать,zittern
748,leben::V,жить,leben
749,geboren werden::V,родиться,geboren werden
750,atmen::V,дышать,atmen
751,trinken::V,пить,trinken
752,essen::V,есть,essen
753,essen::V,кушать,essen
754,schlucken::V,глотать,schlucken
755,müde werden::V,устать,müde werden
756,einschlafen::V,заснуть,einschlafen
757,schlafen::V,спать,schlafen
758,aufwachen::V,проснуться,aufwachen
759,aufstehen::V,встать,aufstehen
760,sich erholen::V,отдыхать,sich erholen
761,krank werden::V,заболеть,krank werden
762,krank sein::V,болеть,krank sein
763,schmerzen::V,болеть,schmerzen
764,husten::V,кашлять,husten
765,genesen::V,поправиться,genesen
766,sterben::V,умереть,sterben
767,umkommen::V,погибнуть,umkommen
768,sich bewegen::V,двигаться,sich bewegen
769,sich rühren::V,шевельнуться,sich rühren
770,sich erheben::V,встать,sich erheben
771,sich setzen::V,сесть,sich setzen
772,hinfallen::V,упасть,hinfallen
773,laufen::V,ходить,laufen
774,schreiten::V,шагать,schreiten
775,spazierengehen::V,гулять,spazierengehen
776,eilen::V,спешить,eilen
777,sich beeilen::V,торопиться,sich beeilen
778,sausen::V,мчаться,sausen
779,rennen::V,бегать,rennen
780,springen::V,прыгать,springen
781,klettern::V,лазать,klettern
782,schaukeln::V,раскачиваться,schaukeln
783,kriechen::V,ползать,kriechen
784,schwimmen::V,плавать,schwimmen
785,tauchen::V,нырять,tauchen
786,rudern::V,грести,rudern
787,fahren::V,ехать,fahren
788,fliegen::V,летать,fliegen
789,gehen::V,идти,gehen
790,weggehen::V,уйти,weggehen
791,abfahren::V,отправиться,abfahren
792,anhalten::V,остановиться,anhalten
793,hineingehen::V,входить,hineingehen
794,eintreten::V,войти,eintreten
795,kommen::V,прийти,kommen
796,ankommen::V,прибыть,ankommen
797,zurückkommen::V,возвратиться,zurückkommen
798,bleiben::V,остаться,bleiben
799,warten::V,ждать,warten
800,erwarten::V,ожидать,erwarten
801,suchen::V,искать,suchen
802,finden::V,найти,finden
803,versuchen::V,пытаться,versuchen
804,vorbereiten::V,подготовить,vorbereiten
805,lieben::V,любить,lieben
806,mögen::V,любить,mögen
807,lachen::V,смеяться,lachen
808,rühren::V,растрогать,rühren
809,weinen::V,плакать,weinen
810,schimpfen::V,ругаться,schimpfen
811,sich ärgern::V,сердиться,sich ärgern
812,sich fürchten::V,бояться,sich fürchten
813,fürchten::V,бояться,fürchten
